sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,waypoint_reached_this_frame,waypoint_switched_after_frame,terminal_locked,gt_x,gt_y,search_center_x,search_center_y,raw_top1_x,raw_top1_y,raw_hardms_x,raw_hardms_y,refined_hardms_x,refined_hardms_y,proposal_x,proposal_y,visual_measurement_x,visual_measurement_y,polynomial_x,polynomial_y,translation_probability,stationary_probability,rotation_probability,predicted_phase,effective_translation_gate,ecc_center_shift_norm,ecc_rotation_deg,ecc_correlation,observed_delta_parallel,observed_delta_cross,observed_acc_parallel,observed_acc_cross,inertia_strength,polynomial_sigma_m,measurement_var_x,measurement_var_y,refined_hardms_support,final_x,final_y,error_visual_m,error_final_m
272,272,/yh/study/new_data/model_dataset_flight/vi/vi_000272.jpg,0,1,0,0,0,-606.6270751953125,60.798919677734375,-937.9829711914062,92.57844543457031,-949.9574584960938,81.67132568359375,-945.2261352539062,81.64160919189453,-940.4342041015625,91.1281967163086,-942.023193359375,92.7197265625,-941.2568359375,92.69292449951172,-941.363037109375,92.70149993896484,0.8103113174438477,0.17935523390769958,0.010333395563066006,1,0.8103113174438477,0.044406534517026953,9.391140392894373,0.7664918303489685,3.267533540725708,0.23349310457706451,-0.0869605541229248,0.002138957381248474,0.9406305551528931,2.236090660095215,7.0,7.0,0.9029293656349182,-927.0411330062431,92.03578947494123,336.146240234375,321.93308385065677
273,273,/yh/study/new_data/model_dataset_flight/vi/vi_000273.jpg,0,1,0,0,0,-604.047607421875,60.56893539428711,-941.2568359375,92.69292449951172,-954.6888427734375,81.70103454589844,-949.9574584960938,81.67132568359375,-945.1655883789062,91.15791320800781,-945.190673828125,92.87397003173828,-944.4490356445312,92.83983612060547,-944.487548828125,92.80172729492188,0.8114749193191528,0.17825645208358765,0.010268638841807842,1,0.8114749193191528,0.06060210993167879,4.261566725527121,0.6785513162612915,3.189770221710205,0.19257968664169312,-0.07776331901550293,-0.0409134179353714,0.9409685730934143,2.235273838043213,7.0,7.0,0.9071145057678223,-930.2911392600247,92.18590271264934,341.9277038574219,327.7719858203873
274,274,/yh/study/new_data/model_dataset_flight/vi/vi_000274.jpg,0,1,0,0,0,-603.1896362304688,60.42048645019531,-944.4490356445312,92.83983612060547,-959.420166015625,81.73075103759766,-954.6888427734375,81.70103454589844,-949.8969116210938,91.18762969970703,-948.381103515625,93.08084106445312,-947.6490478515625,93.03597259521484,-947.6004028320312,93.00296020507812,0.8138318657875061,0.17598092555999756,0.010187170468270779,1,0.8138318657875061,0.022988069195981085,0.1542047133851806,0.8987471461296082,3.202760934829712,0.1444614678621292,0.012990713119506836,-0.048118218779563904,0.9409478306770325,2.236318826675415,7.0,7.0,0.901343822479248,-933.5318117664867,92.34460835869383,346.0000915527344,331.88115718958494
275,275,/yh/study/new_data/model_dataset_flight/vi/vi_000275.jpg,0,1,0,0,0,-602.3318481445312,60.272071838378906,-947.6490478515625,93.03597259521484,-964.1514892578125,81.76045989990234,-959.420166015625,81.73075103759766,-949.8969116210938,91.18762969970703,-951.5775146484375,93.34832763671875,-950.8397827148438,93.2896728515625,-950.8529663085938,93.25672149658203,0.812208890914917,0.17755791544914246,0.010233204811811447,1,0.812208890914917,0.013403447217203724,0.4659834806721172,0.9532774686813354,3.199643135070801,0.08623829483985901,-0.003117799758911133,-0.0582231730222702,0.9408771991729736,2.2363011837005615,7.0,7.0,0.9000902771949768,-936.7631610560162,92.52104923016876,350.0684814453125,335.9825882371224
276,276,/yh/study/new_data/model_dataset_flight/vi/vi_000276.jpg,0,1,0,0,0,-601.4740600585938,60.1236572265625,-950.8397827148438,93.2896728515625,-964.1514892578125,81.76045989990234,-959.420166015625,81.73075103759766,-954.5980224609375,95.97549438476562,-954.77734375,93.6888198852539,-954.0491333007812,93.61499786376953,-954.02587890625,93.57215881347656,0.8150560855865479,0.17485933005809784,0.010084621608257294,1,0.8150560855865479,0.01603071794908099,0.0199876035238319,0.9541262984275818,3.225752353668213,0.0169927179813385,0.02610921859741211,-0.06924557685852051,0.9411165118217468,2.2357192039489746,7.0,7.0,0.9072573781013489,-939.9904032497207,92.72528635019368,354.16217041015625,340.08260883057164
277,277,/yh/study/new_data/model_dataset_flight/vi/vi_000277.jpg,0,1,0,0,0,-601.4366455078125,60.10139465332031,-954.0491333007812,93.61499786376953,-968.8828735351562,81.79016876220703,-964.1514892578125,81.76045989990234,-959.329345703125,96.00521087646484,-958.0795288085938,94.08642578125,-957.312744140625,93.99674224853516,-957.2677612304688,93.97613525390625,0.8097551465034485,0.17986679077148438,0.010378104634582996,1,0.8097551465034485,0.07481964513586457,2.7652945378079123,0.8102638125419617,3.285691976547241,-0.033351749181747437,0.05993962287902832,-0.05034446716308594,0.9405483603477478,2.236956834793091,7.0,7.0,0.9031901359558105,-943.2244353669357,92.96266357517474,357.48663330078125,343.36388320838086
278,278,/yh/study/new_data/model_dataset_flight/vi/vi_000278.jpg,0,1,0,0,0,-601.399169921875,60.07913589477539,-957.312744140625,93.99674224853516,-968.8828735351562,81.79016876220703,-964.1514892578125,81.76045989990234,-959.329345703125,96.00521087646484,-961.290771484375,94.52552795410156,-960.5370483398438,94.42533874511719,-960.603515625,94.40669250488281,0.8105335235595703,0.17914269864559174,0.01032374706119299,1,0.8105335235595703,0.05337609096743512,4.249133521232764,0.8443796038627625,3.251577615737915,-0.08410948514938354,-0.03411436080932617,-0.05075773596763611,0.9407181143760681,2.2365591526031494,7.0,7.0,0.9018737077713013,-946.4566513093374,93.23574089806306,360.7764892578125,346.6468316843571
279,279,/yh/study/new_data/model_dataset_flight/vi/vi_000279.jpg,0,1,0,0,0,-601.3616943359375,60.05686569213867,-960.5370483398438,94.42533874511719,-968.8828735351562,81.79016876220703,-964.1514892578125,81.76045989990234,-964.0606689453125,96.03491973876953,-964.4692993164062,95.01477813720703,-963.7373657226562,94.90505981445312,-963.74169921875,94.87735748291016,0.813856840133667,0.17593908309936523,0.010204085148870945,1,0.813856840133667,0.0364356850206063,1.9041837834794508,0.9137420058250427,3.233150005340576,-0.13749033212661743,-0.018427610397338867,-0.05338084697723389,0.9409109950065613,2.2364442348480225,7.0,7.0,0.9107142686843872,-949.6829118807616,93.5473980247459,364.0473937988281,349.9275444257426
280,280,/yh/study/new_data/model_dataset_flight/vi/vi_000280.jpg,0,1,0,0,0,-601.0995483398438,60.101402282714844,-963.7373657226562,94.90505981445312,-968.8828735351562,81.79016876220703,-968.8828735351562,81.79016876220703,-968.7920532226562,96.06462860107422,-967.74755859375,95.53729248046875,-967.0064086914062,95.42044830322266,-966.9256591796875,95.41033935546875,0.8151828646659851,0.1746978610754013,0.010119309648871422,1,0.8151828646659851,0.06325880635679769,1.47429626522625,0.9514065980911255,3.305271863937378,-0.16566529870033264,0.07212185859680176,-0.02817496657371521,0.9410343766212463,2.2360970973968506,7.0,7.0,0.9113085269927979,-952.9171598049272,93.89709122128916,367.60748291015625,353.4370952911272
281,281,/yh/study/new_data/model_dataset_flight/vi/vi_000281.jpg,0,1,0,0,0,-600.837646484375,60.145896911621094,-967.0064086914062,95.42044830322266,-968.8828735351562,81.79016876220703,-968.8828735351562,81.79016876220703,-968.7920532226562,96.06462860107422,-971.0477294921875,96.05952453613281,-970.2958374023438,95.94062042236328,-970.309814453125,95.95367431640625,0.8139485716819763,0.17591962218284607,0.010131821036338806,1,0.8139485716819763,0.02467886188771747,2.4355295726560806,0.8917685151100159,3.326050043106079,-0.16825923323631287,0.020778179168701172,-0.0025939345359802246,0.9410101771354675,2.235553741455078,7.0,7.0,0.9082465767860413,-956.1617098261246,94.27861235116201,371.1881408691406,356.9597067638984
282,282,/yh/study/new_data/model_dataset_flight/vi/vi_000282.jpg,0,1,0,0,0,-600.5753784179688,60.19044876098633,-970.2958374023438,95.94062042236328,-968.8828735351562,81.79016876220703,-968.8828735351562,81.79016876220703,-973.5233764648438,96.0943374633789,-974.3079833984375,96.5422592163086,-973.5867309570312,96.43409729003906,-973.595458984375,96.46318054199219,0.8202253580093384,0.16992397606372833,0.009850652888417244,1,0.8202253580093384,0.05115179370624136,1.0859323297826668,0.9377637505531311,3.324674367904663,-0.14155921339988708,-0.0013756752014160156,0.02670001983642578,0.94154292345047,2.234191417694092,7.0,7.0,0.9143227934837341,-959.4149120541267,94.68103530106262,374.7680358886719,360.4932890638796
283,283,/yh/study/new_data/model_dataset_flight/vi/vi_000283.jpg,0,1,0,0,0,-599.8977661132812,60.17464828491211,-973.5867309570312,96.43409729003906,-968.8828735351562,81.79016876220703,-973.6141967773438,81.81987762451172,-978.2547607421875,96.12403869628906,-977.6871337890625,96.96630859375,-976.9541015625,96.87116241455078,-976.8783569335938,96.91422271728516,0.8212272524833679,0.16895800828933716,0.009814770892262459,1,0.8212272524833679,0.012810084837670363,0.4050466649767622,0.9710805416107178,3.394735097885132,-0.07735234498977661,0.07006072998046875,0.06420686841011047,0.9415801167488098,2.2341420650482178,7.0,7.0,0.9137554168701172,-962.6894291957323,95.08992584711598,378.8378601074219,364.46792370437265
284,284,/yh/study/new_data/model_dataset_flight/vi/vi_000284.jpg,0,1,0,0,0,-599.28173828125,60.16028594970703,-976.9541015625,96.87116241455078,-968.8828735351562,81.79016876220703,-973.6141967773438,81.81987762451172,-982.986083984375,96.15374755859375,-981.1663208007812,97.3387451171875,-980.405029296875,97.25423431396484,-980.3596801757812,97.28002166748047,0.8192625045776367,0.17084917426109314,0.009888366796076298,1,0.8192625045776367,0.02518368885624529,0.19384391320325012,0.9547122120857239,3.472092628479004,-0.01479920744895935,0.07735753059387207,0.06255313754081726,0.9414529800415039,2.234302520751953,7.0,7.0,0.905696451663971,-965.9968816967345,95.4939961247668,382.9241943359375,368.41344639545184
285,285,/yh/study/new_data/model_dataset_flight/vi/vi_000285.jpg,0,1,0,0,0,-598.6656494140625,60.14591979980469,-980.405029296875,97.25423431396484,-968.8828735351562,81.79016876220703,-973.6141967773438,81.81987762451172,-982.986083984375,96.15374755859375,-984.5697631835938,97.66484069824219,-983.8323974609375,97.5921401977539,-983.897705078125,97.61030578613281,0.822946310043335,0.16732004284858704,0.009733565151691437,1,0.822946310043335,0.01567207106312207,0.16262153965251297,0.9621714353561401,3.4438743591308594,0.02761247754096985,-0.02821826934814453,0.0424116849899292,0.9416725039482117,2.233551502227783,7.0,7.0,0.9050047397613525,-969.326722113327,95.88571369696558,386.98272705078125,372.3801333078619
286,286,/yh/study/new_data/model_dataset_flight/vi/vi_000286.jpg,0,1,0,0,0,-597.80810546875,60.045772552490234,-983.8323974609375,97.5921401977539,-973.6141967773438,81.81987762451172,-978.3455200195312,81.8495864868164,-987.7174682617188,96.1834487915039,-987.9496459960938,97.94771575927734,-987.2108154296875,97.8839111328125,-987.2479858398438,97.90746307373047,0.8205491900444031,0.16960732638835907,0.00984352920204401,1,0.8205491900444031,0.020465368325723963,0.2459319615259339,0.9748053550720215,3.390305757522583,0.06829386949539185,-0.05356860160827637,0.040681391954422,0.9415302276611328,2.2340869903564453,7.0,7.0,0.9092241525650024,-972.6656318216997,96.25877151431051,391.23675537109375,376.60263721495784
287,287,/yh/study/new_data/model_dataset_flight/vi/vi_000287.jpg,0,1,0,0,0,-596.9498291015625,59.94552993774414,-987.2108154296875,97.8839111328125,-983.076904296875,81.87928771972656,-987.8082275390625,81.90898895263672,-992.4487915039062,96.21315002441406,-991.3525390625,98.20909118652344,-990.59814453125,98.14985656738281,-990.5647583007812,98.15261840820312,0.8178516030311584,0.17218557000160217,0.009962811134755611,1,0.8178516030311584,0.011655434964423736,0.1017233547495446,0.9821377992630005,3.3964266777038574,0.09491902589797974,0.006120920181274414,0.02662515640258789,0.9413647651672363,2.2345948219299316,7.0,7.0,0.9047454595565796,-976.0135812940198,96.61183175233137,395.4978942871094,380.83296327259154
288,288,/yh/study/new_data/model_dataset_flight/vi/vi_000288.jpg,0,1,0,0,0,-596.0921020507812,59.845359802246094,-990.59814453125,98.14985656738281,-983.076904296875,81.87928771972656,-997.2406616210938,86.72654724121094,-992.4487915039062,96.21315002441406,-994.7120361328125,98.48051452636719,-993.9547729492188,98.41964721679688,-993.9899291992188,98.40288543701172,0.8159208297729492,0.1740076243877411,0.010071520693600178,1,0.8159208297729492,0.005584083905377783,0.12654277750533632,0.9688084721565247,3.366307258605957,0.08783847093582153,-0.03011941909790039,-0.007080554962158203,0.9411433339118958,2.23555850982666,7.0,7.0,0.899568498134613,-979.3631511009788,96.94934579335509,399.7282409667969,385.0628556696522
289,289,/yh/study/new_data/model_dataset_flight/vi/vi_000289.jpg,0,1,0,0,0,-594.8851928710938,59.681861877441406,-993.9547729492188,98.41964721679688,-983.076904296875,81.87928771972656,-997.2406616210938,86.72654724121094,-997.14990234375,101.0009994506836,-997.975341796875,98.79045104980469,-997.2506103515625,98.72361755371094,-997.2960205078125,98.69136047363281,0.819750189781189,0.17037248611450195,0.00987731572240591,1,0.819750189781189,0.02342314427480137,0.6837278216784854,0.9562742114067078,3.30948543548584,0.04740232229232788,-0.05682182312011719,-0.04043614864349365,0.94143146276474,2.2342655658721924,7.0,7.0,0.9058690071105957,-982.7026892197638,97.28059731956604,404.2550964355469,389.6358240472731
290,290,/yh/study/new_data/model_dataset_flight/vi/vi_000290.jpg,0,1,0,0,0,-593.7744140625,59.53138732910156,-997.2506103515625,98.72361755371094,-1011.4346923828125,86.81563568115234,-1006.703369140625,86.78594207763672,-1001.8812255859375,101.03070068359375,-1001.2996826171875,99.18544006347656,-1000.5569458007812,99.10072326660156,-1000.5160522460938,99.044677734375,0.8165651559829712,0.17343024909496307,0.010004554875195026,1,0.8165651559829712,0.018636293880490852,0.3735288029072809,0.953213632106781,3.327683448791504,-0.024206578731536865,0.018198013305664062,-0.07160890102386475,0.941138744354248,2.235377311706543,7.0,7.0,0.9080177545547485,-986.036028493922,97.6204096929145,408.7025451660156,394.1065183183052
291,291,/yh/study/new_data/model_dataset_flight/vi/vi_000291.jpg,0,1,0,0,0,-592.55859375,59.36668395996094,-1000.5569458007812,99.10072326660156,-1016.1660766601562,86.84532928466797,-1016.1660766601562,86.84532928466797,-1006.612548828125,101.06039428710938,-1004.6385498046875,99.66876220703125,-1003.867919921875,99.56151580810547,-1003.8685302734375,99.51439666748047,0.8111981153488159,0.17841751873493195,0.010384340770542622,1,0.8111981153488159,0.008413312866181676,0.09973932847169864,0.9690794944763184,3.341174364089966,-0.1069290041923523,0.013490915298461914,-0.08272242546081543,0.9402754306793213,2.23935866355896,7.0,7.0,0.9025964736938477,-989.3651922571737,97.98280872194795,413.2686462402344,398.68117802382733
292,292,/yh/study/new_data/model_dataset_flight/vi/vi_000292.jpg,0,1,0,0,0,-590.8184204101562,59.179298400878906,-1003.867919921875,99.56151580810547,-1016.1660766601562,86.84532928466797,-1016.1660766601562,86.84532928466797,-1006.612548828125,101.06039428710938,-1007.8860473632812,100.227783203125,-1007.1260986328125,100.10177612304688,-1007.1812133789062,100.06414794921875,0.8108721971511841,0.17868876457214355,0.010439027100801468,1,0.8108721971511841,0.01877130452985207,0.5999308097265158,0.958095908164978,3.297107458114624,-0.1915493905544281,-0.0440669059753418,-0.0846203863620758,0.9401615262031555,2.240088939666748,7.0,7.0,0.9078487753868103,-992.6811033116563,98.37841395068952,418.31414794921875,403.76996739316684
293,293,/yh/study/new_data/model_dataset_flight/vi/vi_000293.jpg,0,1,0,0,0,-589.0809326171875,58.99219512939453,-1007.1260986328125,100.10177612304688,-1016.1660766601562,86.84532928466797,-1016.1660766601562,86.84532928466797,-1011.3439331054688,101.090087890625,-1011.1513061523438,100.81320190429688,-1010.399658203125,100.68035888671875,-1010.3578491210938,100.68177032470703,0.813271164894104,0.17643949389457703,0.010289331898093224,1,0.813271164894104,0.022750452254149733,0.619830892926966,0.9509184956550598,3.316467046737671,-0.22802376747131348,0.019359588623046875,-0.036474376916885376,0.9405121803283691,2.238654136657715,7.0,7.0,0.9145035743713379,-995.9891074636665,98.80818056838079,423.37615966796875,408.8515322869297
294,294,/yh/study/new_data/model_dataset_flight/vi/vi_000294.jpg,0,1,0,0,0,-587.4931640625,58.82122039794922,-1010.399658203125,100.68035888671875,-1016.1660766601562,86.84532928466797,-1016.1660766601562,86.84532928466797,-1016.0752563476562,101.11978149414062,-1014.5202026367188,101.35448455810547,-1013.758056640625,101.22979736328125,-1013.680908203125,101.2780990600586,0.8150339126586914,0.17481489479541779,0.010151186026632786,1,0.8150339126586914,0.027333288669384205,0.7979934376595336,0.9471473097801208,3.397735357284546,-0.1900433897972107,0.081268310546875,0.03798037767410278,0.9408257007598877,2.2370693683624268,7.0,7.0,0.9099122285842896,-999.3065200864386,99.26028958410902,428.3692932128906,413.79410159684755
295,295,/yh/study/new_data/model_dataset_flight/vi/vi_000295.jpg,0,1,0,0,0,-585.1982421875,58.60494613647461,-1013.758056640625,101.22979736328125,-1016.1660766601562,86.84532928466797,-1020.8973999023438,86.8750228881836,-1016.0752563476562,101.11978149414062,-1017.8814086914062,101.79937744140625,-1017.116943359375,101.69377899169922,-1017.1588745117188,101.76466369628906,0.8146002888679504,0.1752466857433319,0.010153025388717651,1,0.8146002888679504,0.008036494355722528,0.4350186075869746,0.9548298120498657,3.3891549110412598,-0.10501700639724731,-0.008580446243286133,0.08502638339996338,0.9408425688743591,2.23708176612854,7.0,7.0,0.9081598520278931,-1002.6316758057857,99.7146151830921,434.06268310546875,419.4528297573806
296,296,/yh/study/new_data/model_dataset_flight/vi/vi_000296.jpg,0,1,0,0,0,-582.7028198242188,58.369781494140625,-1017.116943359375,101.69377899169922,-1016.1660766601562,86.84532928466797,-1020.8973999023438,86.8750228881836,-1020.806640625,101.14947509765625,-1021.2010498046875,102.13656616210938,-1020.4532470703125,102.05548858642578,-1020.47607421875,102.11503601074219,0.8168954849243164,0.1730262041091919,0.010078340768814087,1,0.8168954849243164,0.019255223872823378,0.15679669968016138,0.963407576084137,3.355849027633667,-0.0057179927825927734,-0.03330588340759277,0.09929901361465454,0.9409765005111694,2.236926794052124,7.0,7.0,0.9133229851722717,-1005.9589128236751,100.15164963567528,439.92486572265625,425.31334891649124
297,297,/yh/study/new_data/model_dataset_flight/vi/vi_000297.jpg,0,1,0,0,0,-580.4057006835938,58.15330123901367,-1020.4532470703125,102.05548858642578,-1016.1660766601562,86.84532928466797,-1020.8973999023438,86.8750228881836,-1025.5379638671875,101.17916870117188,-1024.5858154296875,102.38337707519531,-1023.83203125,102.32357025146484,-1023.7782592773438,102.36605834960938,0.8176049590110779,0.17234422266483307,0.010050825774669647,1,0.8176049590110779,0.026678157496030624,0.17241644632537415,0.9657922983169556,3.3881568908691406,0.09188833832740784,0.03230786323547363,0.09760633111000061,0.9410616755485535,2.2364137172698975,7.0,7.0,0.909516453742981,-1009.2957735510768,100.55714108003274,445.6208190917969,430.9811831594712
298,298,/yh/study/new_data/model_dataset_flight/vi/vi_000298.jpg,0,1,0,0,0,-577.5111083984375,57.838523864746094,-1023.83203125,102.32357025146484,-1016.1660766601562,86.84532928466797,-1025.6287841796875,86.90470886230469,-1030.269287109375,101.20885467529297,-1028.000732421875,102.56398010253906,-1027.22998046875,102.51953125,-1027.2320556640625,102.54483795166016,0.8151090741157532,0.17473545670509338,0.01015546265989542,1,0.8151090741157532,0.025835095853856325,0.18890125659093965,0.966982364654541,3.399562358856201,0.16563521325588226,0.011405467987060547,0.07374687492847443,0.9409077763557434,2.2365968227386475,7.0,7.0,0.9031450748443604,-1012.6440393272682,100.9235137819759,451.9330139160156,437.2607733777206
299,299,/yh/study/new_data/model_dataset_flight/vi/vi_000299.jpg,0,1,0,0,0,-574.6156005859375,57.523643493652344,-1027.22998046875,102.51953125,-1016.1660766601562,86.84532928466797,-1025.6287841796875,86.90470886230469,-1030.269287109375,101.20885467529297,-1031.3426513671875,102.70466613769531,-1030.5926513671875,102.67090606689453,-1030.637451171875,102.67942810058594,0.8176378607749939,0.1723019778728485,0.010060206055641174,1,0.8176378607749939,0.03420270626054702,0.4903416374466609,0.9649213552474976,3.359752893447876,0.20622706413269043,-0.039809465408325195,0.040591850876808167,0.9410064816474915,2.2361130714416504,7.0,7.0,0.907585859298706,-1015.9949944990955,101.24974698604406,458.2066650390625,443.54001115770154
300,300,/yh/study/new_data/model_dataset_flight/vi/vi_000300.jpg,0,1,0,0,0,-571.7047119140625,57.20708465576172,-1030.5926513671875,102.67090606689453,-1030.360107421875,86.93440246582031,-1030.360107421875,86.93440246582031,-1035.000732421875,101.23854064941406,-1034.7332763671875,102.83229064941406,-1033.9766845703125,102.80280303955078,-1033.9376220703125,102.79998779296875,0.817276656627655,0.17272043228149414,0.010002925992012024,1,0.817276656627655,0.04256927489039659,0.5765421554474404,0.9655742049217224,3.3789281845092773,0.22786131501197815,0.019175291061401367,0.02163425087928772,0.9412989616394043,2.2347896099090576,7.0,7.0,0.9108502864837646,-1019.3521252459369,101.53969816461215,464.5151672363281,449.8372897873665
301,301,/yh/study/new_data/model_dataset_flight/vi/vi_000301.jpg,0,1,0,0,0,-568.8550415039062,56.87386703491211,-1033.9766845703125,102.80280303955078,-1030.360107421875,86.93440246582031,-1035.0914306640625,86.9640884399414,-1039.7320556640625,101.26822662353516,-1038.2037353515625,102.96090698242188,-1037.4154052734375,102.9314193725586,-1037.371337890625,102.92495727539062,0.8135138750076294,0.17634375393390656,0.010142357088625431,1,0.8135138750076294,0.021939299512274846,4.128883522694619,0.8391297459602356,3.4329590797424316,0.23692525923252106,0.0540308952331543,0.009063944220542908,0.941097617149353,2.234952449798584,7.0,7.0,0.9043760299682617,-1022.7244886071649,101.79952858320594,470.81854248046875,456.0874807308018
302,302,/yh/study/new_data/model_dataset_flight/vi/vi_000302.jpg,0,1,0,0,0,-566.25830078125,56.570220947265625,-1037.4154052734375,102.9314193725586,-1030.360107421875,86.93440246582031,-1049.2249755859375,96.56944274902344,-1039.7320556640625,101.26822662353516,-1041.6015625,103.11296844482422,-1040.8031005859375,103.07833862304688,-1040.8814697265625,103.05839538574219,0.8092601895332336,0.18045957386493683,0.01028024684637785,1,0.8092601895332336,0.01845192252098974,1.9409946798369884,0.7802906036376953,3.3841636180877686,0.21331234276294708,-0.048795461654663086,-0.023612916469573975,0.9409107565879822,2.2349843978881836,7.0,7.0,0.9014779329299927,-1026.09971440039,102.03827880563311,476.8183898925781,462.08383434682156
303,303,/yh/study/new_data/model_dataset_flight/vi/vi_000303.jpg,0,1,0,0,0,-563.42236328125,56.23860549926758,-1040.8031005859375,103.07833862304688,-1053.8958740234375,106.11542510986328,-1049.1947021484375,101.32759857177734,-1044.46337890625,101.29791259765625,-1044.9100341796875,103.30345153808594,-1044.146484375,103.2615966796875,-1044.165283203125,103.23441314697266,0.8140687942504883,0.17588011920452118,0.010051090270280838,1,0.8140687942504883,0.019037240001772766,0.5186529621976984,0.5787229537963867,3.3439571857452393,0.1724775731563568,-0.0402064323425293,-0.04083476960659027,0.9414924383163452,2.233644485473633,7.0,7.0,0.9076610803604126,-1029.468995381376,102.26666879744609,483.0184631347656,468.3140462369791
304,304,/yh/study/new_data/model_dataset_flight/vi/vi_000304.jpg,0,1,0,0,0,-561.7368774414062,56.00497055053711,-1044.146484375,103.2615966796875,-1058.7481689453125,87.11250305175781,-1053.956298828125,96.59912109375,-1049.1947021484375,101.32759857177734,-1048.3291015625,103.55943298339844,-1047.567138671875,103.50517272949219,-1047.4676513671875,103.46302795410156,0.8178119659423828,0.17230269312858582,0.009885304607450962,1,0.8178119659423828,0.04576287764436275,0.5085865130692514,0.8805837035179138,3.4271907806396484,0.12069767713546753,0.08323359489440918,-0.05177989602088928,0.9416592717170715,2.233821153640747,7.0,7.0,0.9075353145599365,-1032.8478676153343,102.49789398339294,488.1468200683594,473.39957434707554
305,305,/yh/study/new_data/model_dataset_flight/vi/vi_000305.jpg,0,1,0,0,0,-559.8888549804688,55.748802185058594,-1047.567138671875,103.50517272949219,-1058.7481689453125,87.11250305175781,-1053.986572265625,91.84097290039062,-1053.8958740234375,106.11542510986328,-1051.7808837890625,103.88043975830078,-1051.0145263671875,103.81219482421875,-1051.0263671875,103.7789077758789,0.8181376457214355,0.17201028764247894,0.009852102026343346,1,0.8181376457214355,0.03074898351522809,0.5666670781080684,0.9654518365859985,3.4605042934417725,0.06044584512710571,0.03331351280212402,-0.060251832008361816,0.941690981388092,2.2337446212768555,7.0,7.0,0.9014520645141602,-1036.2395314924047,102.74327023811988,493.4718933105469,478.6631874721193
306,306,/yh/study/new_data/model_dataset_flight/vi/vi_000306.jpg,0,1,0,0,0,-560.1390380859375,55.755977630615234,-1051.0145263671875,103.81219482421875,-1053.8353271484375,115.63172912597656,-1053.8958740234375,106.11542510986328,-1053.8958740234375,106.11542510986328,-1055.062744140625,104.273681640625,-1054.347412109375,104.192138671875,-1054.4752197265625,104.15093994140625,0.8233092427253723,0.1671006828546524,0.009590082801878452,1,0.8233092427253723,0.01104503667258712,0.17677358029782964,0.969908595085144,3.3543848991394043,-0.024211972951889038,-0.10611939430236816,-0.08465781807899475,0.9417724013328552,2.2324390411376953,7.0,7.0,0.907381534576416,-1039.620221657712,103.01376988235927,496.5762634277344,481.80442539260537
307,307,/yh/study/new_data/model_dataset_flight/vi/vi_000307.jpg,0,1,0,0,0,-560.3895874023438,55.76316452026367,-1054.347412109375,104.192138671875,-1053.8353271484375,115.63172912597656,-1053.8958740234375,106.11542510986328,-1058.627197265625,106.14511108398438,-1058.25,104.73947143554688,-1057.5799560546875,104.64549255371094,-1057.623046875,104.6085433959961,0.8282939791679382,0.16232870519161224,0.009377283044159412,1,0.8282939791679382,0.06314628475929976,2.5306637672381607,0.9195919632911682,3.262397527694702,-0.1078529953956604,-0.09198737144470215,-0.08364102244377136,0.942258894443512,2.231333017349243,7.0,7.0,0.9125428199768066,-1042.9732533421864,103.3184078962844,499.58758544921875,484.92112328139524
308,308,/yh/study/new_data/model_dataset_flight/vi/vi_000308.jpg,0,1,0,0,0,-560.6649780273438,55.77106475830078,-1057.5799560546875,104.64549255371094,-1053.8353271484375,115.63172912597656,-1053.8958740234375,106.11542510986328,-1063.3585205078125,106.17478942871094,-1061.391357421875,105.27850341796875,-1060.728515625,105.16841888427734,-1060.7623291015625,105.13555145263672,0.8260985016822815,0.16440576314926147,0.009495771490037441,1,0.8260985016822815,0.06627186731075152,4.092951792146206,0.7795493602752686,3.1862680912017822,-0.18594276905059814,-0.07612943649291992,-0.07808977365493774,0.9421457648277283,2.2313966751098633,7.0,7.0,0.9072057008743286,-1046.2881106604802,103.66379972236903,502.4974060058594,487.9790374706268
309,309,/yh/study/new_data/model_dataset_flight/vi/vi_000309.jpg,0,1,0,0,0,-561.0635375976562,55.83820343017578,-1060.728515625,105.16841888427734,-1053.8353271484375,115.63172912597656,-1053.8958740234375,106.11542510986328,-1063.3585205078125,106.17478942871094,-1064.4849853515625,105.85691833496094,-1063.846923828125,105.73997497558594,-1063.8350830078125,105.72613525390625,0.8301441073417664,0.1605064421892166,0.009349409490823746,1,0.8301441073417664,0.06395536960012871,4.600334299314234,0.8791036605834961,3.1614460945129395,-0.23749685287475586,-0.024821996688842773,-0.051554083824157715,0.9423081278800964,2.230729818344116,7.0,7.0,0.9135382771492004,-1049.5662914838445,104.05141577796786,505.25372314453125,490.87621087121653
