sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,waypoint_reached_this_frame,waypoint_switched_after_frame,terminal_locked,gt_x,gt_y,search_center_x,search_center_y,raw_top1_x,raw_top1_y,raw_hardms_x,raw_hardms_y,refined_hardms_x,refined_hardms_y,proposal_x,proposal_y,visual_measurement_x,visual_measurement_y,polynomial_x,polynomial_y,translation_probability,stationary_probability,rotation_probability,predicted_phase,effective_translation_gate,ecc_center_shift_norm,ecc_rotation_deg,ecc_correlation,observed_delta_parallel,observed_delta_cross,observed_acc_parallel,observed_acc_cross,inertia_strength,polynomial_sigma_m,measurement_var_x,measurement_var_y,refined_hardms_support,final_x,final_y,error_visual_m,error_final_m
10,10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,0,1,0,0,0,-54.585689544677734,1.3803616762161255,-45.76979064941406,1.682070016860962,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-51.490604400634766,-0.13258513808250427,-50.08755111694336,2.058668613433838,-49.358299255371094,1.9950628280639648,-49.28765106201172,1.985837697982788,0.8311044573783875,0.15942740440368652,0.009468144737184048,1,0.8311044573783875,0.04602158366640033,0.3007459760448834,0.9718591570854187,3.6014621257781982,0.06948041915893555,0.10665464401245117,0.012508958578109741,0.9420204162597656,2.230526924133301,7.0,7.0,0.9036152958869934,-37.60128343233951,0.6700973642083478,5.263408184051514,16.999250759423017
11,11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,0,1,0,0,0,-57.930152893066406,1.7030118703842163,-49.358299255371094,1.9950628280639648,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,-51.46003723144531,4.625573635101318,-53.72528076171875,2.3354856967926025,-52.95624542236328,2.275536298751831,-53.00049591064453,2.3074939250946045,0.8238974809646606,0.1663716435432434,0.009730899706482887,1,0.8238974809646606,0.04069949087481727,0.18581039270324812,0.9597311615943909,3.6073966026306152,0.10281747579574585,0.005934476852416992,0.0333370566368103,0.9419297575950623,2.2314298152923584,7.0,7.0,0.8997210264205933,-40.50069955669283,0.9732459839512215,5.006749153137207,17.444724183942412
12,12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,0,1,0,0,0,-61.281715393066406,2.0263473987579346,-52.95624542236328,2.275536298751831,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,-56.19136428833008,4.65557861328125,-57.25975036621094,2.618948459625244,-56.52651596069336,2.5604376792907715,-56.55891036987305,2.539750099182129,0.8296191096305847,0.16089721024036407,0.009483740665018559,1,0.8296191096305847,0.05372755355729852,0.24578764577036047,0.9552494287490845,3.5803468227386475,0.09547844529151917,-0.027049779891967773,-0.007339030504226685,0.9421339631080627,2.23050856590271,7.0,7.0,0.905391275882721,-43.515201779570056,1.2718013132472044,4.785099029541016,17.782529228816433
13,13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,0,1,0,0,0,-64.62455749511719,2.3488411903381348,-56.52651596069336,2.5604376792907715,-70.32421875,14.261902809143066,-65.65401458740234,4.7155842781066895,-60.92268753051758,4.685582160949707,-60.88941192626953,2.91696834564209,-60.11805725097656,2.8539342880249023,-60.08294677734375,2.847553014755249,0.8232014775276184,0.16701097786426544,0.009787559509277344,1,0.8232014775276184,0.04745954969196017,0.11472660407092401,0.9546744227409363,3.602409601211548,0.08918830752372742,0.02206277847290039,-0.006290137767791748,0.941743016242981,2.2319345474243164,7.0,7.0,0.9081498980522156,-46.63032803098025,1.5686504890675723,4.534717559814453,18.011135209596393
14,14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,0,1,0,0,0,-67.96265411376953,2.678952693939209,-60.11805725097656,2.8539342880249023,-75.05554962158203,14.291901588439941,-70.35478210449219,9.503743171691895,-65.65401458740234,4.7155842781066895,-64.57050323486328,3.3068206310272217,-63.75764465332031,3.224139928817749,-63.72023391723633,3.151728630065918,0.8174358606338501,0.17248396575450897,0.01008011493831873,1,0.8174358606338501,0.04913237038106067,0.16398843681232805,0.9556508660316467,3.65832257270813,0.018009424209594727,0.05591297149658203,-0.07117888331413269,0.941214919090271,2.233947515487671,7.0,7.0,0.9061192274093628,-49.83846367816484,1.8787419530317944,4.240204334259033,18.14184709934267
15,15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,0,1,0,0,0,-71.30087280273438,3.009075880050659,-63.75764465332031,3.224139928817749,-79.81743621826172,9.563739776611328,-75.08610534667969,9.533742904663086,-70.38533782958984,4.745584964752197,-68.2365951538086,3.8087825775146484,-67.4131088256836,3.701291799545288,-67.42125701904297,3.632699966430664,0.8161429166793823,0.1737227737903595,0.010134300217032433,1,0.8161429166793823,0.055748844508002535,0.14320366948274454,0.9504854083061218,3.685455560684204,-0.0866488516330719,0.02713298797607422,-0.10465827584266663,0.9410438537597656,2.234201431274414,7.0,7.0,0.904619574546814,-53.12673297851763,2.2197465456337175,3.9489076137542725,18.191272609368266
16,16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,0,1,0,0,0,-74.64299774169922,3.3395848274230957,-67.4131088256836,3.701291799545288,-79.81743621826172,9.563739776611328,-75.08610534667969,9.533742904663086,-70.38533782958984,4.745584964752197,-71.90324401855469,4.402289390563965,-71.08781433105469,4.274984359741211,-71.07650756835938,4.231916904449463,0.8183947801589966,0.17159387469291687,0.010011296719312668,1,0.8183947801589966,0.05862495382916691,0.03567327659192576,0.9423460960388184,3.7148303985595703,-0.18060338497161865,0.02937483787536621,-0.09395453333854675,0.9412407875061035,2.2335381507873535,7.0,7.0,0.9098559617996216,-56.484836285885166,2.604005197187919,3.676180362701416,18.17305436209962
17,17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,0,1,0,0,0,-77.97047424316406,3.6625680923461914,-71.08781433105469,4.274984359741211,-84.51820373535156,14.35189437866211,-79.81743621826172,9.563739776611328,-75.11666870117188,4.775583744049072,-75.53112030029297,5.009836196899414,-74.722900390625,4.8761701583862305,-74.77214050292969,4.896947383880615,0.8181048035621643,0.17188908159732819,0.010006045922636986,1,0.8181048035621643,0.04729753010122728,0.0338619487771,0.9502084851264954,3.678351402282715,-0.21214473247528076,-0.03647899627685547,-0.03154134750366211,0.9412665367126465,2.2336230278015137,7.0,7.0,0.9170776009559631,-59.89306814613519,3.0286152307981897,3.4669244289398193,18.08851866316204
18,18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,0,1,0,0,0,-81.29307556152344,3.9850776195526123,-74.722900390625,4.8761701583862305,-89.2495346069336,14.381888389587402,-84.54875946044922,9.593735694885254,-79.84799194335938,4.805581092834473,-79.15389251708984,5.567901611328125,-78.34852600097656,5.442174434661865,-78.33817291259766,5.491102695465088,0.8182426691055298,0.1717539131641388,0.010003423318266869,1,0.8182426691055298,0.04631820553804616,0.2169202559338532,0.9360567331314087,3.6652119159698486,-0.17816540598869324,-0.013139486312866211,0.033979326486587524,0.9413909912109375,2.2338905334472656,7.0,7.0,0.9118945002555847,-63.34081623001703,3.479503211248561,3.285346746444702,17.959376954337554
19,19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,0,1,0,0,0,-84.62059020996094,4.3080644607543945,-78.34852600097656,5.442174434661865,-89.2495346069336,14.381888389587402,-89.28009033203125,9.623729705810547,-84.5793228149414,4.835577011108398,-82.8208999633789,6.051468849182129,-82.00086975097656,5.939752578735352,-81.96942138671875,5.990588188171387,0.816646158695221,0.17327941954135895,0.010074433870613575,1,0.816646158695221,0.05381228678698239,0.25863511597423927,0.9419885277748108,3.6845197677612305,-0.10729092359542847,0.019307851791381836,0.07087448239326477,0.9412789940834045,2.234003782272339,7.0,7.0,0.9046739339828491,-66.8260441410659,3.9390158141504843,3.086315155029297,17.798372585761538
20,20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,0,1,0,0,0,-87.91920471191406,4.623467922210693,-82.00086975097656,5.939752578735352,-89.2495346069336,14.381888389587402,-89.28009033203125,9.623729705810547,-84.5793228149414,4.835577011108398,-86.39286804199219,6.461807727813721,-85.59725952148438,6.367237567901611,-85.66657257080078,6.403117656707764,0.8188502192497253,0.17120909690856934,0.009940627962350845,1,0.8188502192497253,0.05071029804597731,0.07874008638326142,0.9455412030220032,3.621445655822754,-0.043529510498046875,-0.06307411193847656,0.06376141309738159,0.9414027333259583,2.2334578037261963,7.0,7.0,0.9027466177940369,-70.33154088961325,4.3924826403532276,2.9038186073303223,17.58918056438968
21,21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,0,1,0,0,0,-91.22086334228516,4.939162731170654,-85.59725952148438,6.367237567901611,-89.2495346069336,14.381888389587402,-89.28009033203125,9.623729705810547,-89.3106460571289,4.86557149887085,-89.84228515625,6.839670658111572,-89.07496643066406,6.754274845123291,-89.1656723022461,6.759675979614258,0.8192422986030579,0.17084753513336182,0.009910142980515957,1,0.8192422986030579,0.04835073407760423,0.022029843563274507,0.9264256954193115,3.499141216278076,-0.015901178121566772,-0.12230443954467773,0.027628332376480103,0.941489577293396,2.2332398891448975,7.0,7.0,0.9083582758903503,-73.83152208064361,4.833502787695723,2.810606002807617,17.389662260592768
22,22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,0,1,0,0,0,-94.5164794921875,5.254280090332031,-89.07496643066406,6.754274845123291,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-94.0419692993164,4.895564079284668,-93.20741271972656,7.212338447570801,-92.46821594238281,7.130401611328125,-92.49333190917969,7.121088027954102,0.8211230635643005,0.16906869411468506,0.00980827771127224,1,0.8211230635643005,0.040227875930688904,0.08628459843930837,0.9152025580406189,3.4140028953552246,-0.014012366533279419,-0.08513832092285156,0.0018888115882873535,0.9416736960411072,2.232710123062134,7.0,7.0,0.9053218364715576,-77.31135885126113,5.262378909402766,2.77762770652771,17.20512254707013
23,23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,0,1,0,0,0,-97.71556854248047,5.570963382720947,-92.46821594238281,7.130401611328125,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-98.74274444580078,9.683713912963867,-96.47816467285156,7.615644454956055,-95.7679443359375,7.529700756072998,-95.8192367553711,7.501072883605957,0.8228849172592163,0.167401522397995,0.009713593870401382,1,0.8228849172592163,0.02776104158999252,0.31079543518682523,0.9177410006523132,3.3234682083129883,-0.046975672245025635,-0.09053468704223633,-0.032963305711746216,0.9418697953224182,2.2320871353149414,7.0,7.0,0.899993896484375,-80.75742548065477,5.685715184706371,2.762225866317749,16.958531306731896
24,24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,0,1,0,0,0,-101.2225570678711,5.918126583099365,-95.7679443359375,7.529700756072998,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-98.74274444580078,9.683713912963867,-99.60536193847656,8.104070663452148,-98.92958068847656,8.002923011779785,-99.02091217041016,7.940586090087891,0.8238977193832397,0.16632294654846191,0.009779348969459534,1,0.8238977193832397,0.0060006447942596,0.14988543061902238,0.4762432277202606,3.193998098373413,-0.13513189554214478,-0.1294701099395752,-0.08815622329711914,0.9416875243186951,2.2312917709350586,7.0,7.0,0.9078128337860107,-84.15029413871339,6.118354116125,3.099050998687744,17.073437046689627
25,25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,0,1,0,0,0,-104.41236877441406,6.233891487121582,-98.92958068847656,8.002923011779785,-89.2495346069336,14.381888389587402,-94.01142120361328,9.653722763061523,-103.47407531738281,9.713704109191895,-102.70632934570312,8.69140338897705,-102.06031799316406,8.573638916015625,-102.02217102050781,8.513107299804688,0.8289498090744019,0.16156652569770813,0.009483665227890015,1,0.8289498090744019,0.04857909999732563,0.11522175376202116,0.9101952910423279,3.173616409301758,-0.23535341024398804,-0.020381689071655273,-0.10022151470184326,0.942026674747467,2.230868339538574,7.0,7.0,0.911118745803833,-87.49416144261826,6.576764815677956,3.3176138401031494,16.921681401121592
26,26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,0,1,0,0,0,-107.75296020507812,6.5345540046691895,-102.06031799316406,8.573638916015625,-93.95030975341797,19.170040130615234,-98.74274444580078,9.683713912963867,-103.47407531738281,9.713704109191895,-105.82903289794922,9.352766036987305,-105.17383575439453,9.217313766479492,-105.17560577392578,9.19310188293457,0.8261488676071167,0.1642761528491974,0.009575007483363152,1,0.8261488676071167,0.02995404410770445,0.0759715160384304,0.9211614727973938,3.1642343997955322,-0.3097274601459503,-0.009382009506225586,-0.07437404990196228,0.9420362710952759,2.2309157848358154,7.0,7.0,0.9076196551322937,-90.79498272803731,7.069759201676968,3.721435546875,16.96642109328681
27,27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,0,1,0,0,0,-111.09230041503906,6.835103988647461,-105.17383575439453,9.217313766479492,-93.95030975341797,19.170040130615234,-98.74274444580078,9.683713912963867,-108.20539855957031,9.743692398071289,-109.02883911132812,10.015752792358398,-108.35701751708984,9.876606941223145,-108.27874755859375,9.897468566894531,0.8257275819778442,0.1646488457918167,0.0096235740929842,1,0.8257275819778442,0.006581421963471445,0.723212493560845,0.565557599067688,3.2351622581481934,-0.3178669214248657,0.07092785835266113,-0.008139461278915405,0.9421550035476685,2.230135917663574,7.0,7.0,0.9133810997009277,-94.07381497369491,7.593797730675442,4.090539455413818,17.03538854594856
28,28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,0,1,0,0,0,-114.4308090209961,7.135579586029053,-108.35701751708984,9.876606941223145,-122.49102020263672,-4.4408278465271,-117.66805267333984,9.803664207458496,-112.93672943115234,9.77367877960205,-112.42593383789062,10.631464958190918,-111.70342254638672,10.49742603302002,-111.57502746582031,10.543708801269531,0.8224310874938965,0.16786210238933563,0.009706797078251839,1,0.8224310874938965,0.053998559282805045,0.19266871377455724,0.905548095703125,3.3933825492858887,-0.2622935473918915,0.1582202911376953,0.05557337403297424,0.9422329664230347,2.2310688495635986,7.0,7.0,0.9143914580345154,-97.36524608267807,8.135902396582175,4.329047203063965,17.094855487163574
29,29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,0,1,0,0,0,-117.76180267333984,7.465998649597168,-111.70342254638672,10.49742603302002,-122.33829498291016,19.349964141845703,-122.39938354492188,9.833647727966309,-117.66805267333984,9.803664207458496,-115.94747924804688,11.146605491638184,-115.18737030029297,11.0303373336792,-115.13143920898438,11.099008560180664,0.8209003210067749,0.16932401061058044,0.009775631129741669,1,0.8209003210067749,0.04635861330780585,0.20082262034114617,0.9067243933677673,3.520822763442993,-0.16028985381126404,0.1274402141571045,0.10200369358062744,0.9422392249107361,2.2314207553863525,7.0,7.0,0.9035487771034241,-100.69260851568892,8.67628882621843,4.396841049194336,17.11204813875915
30,30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,0,1,0,0,0,-121.08988952636719,7.79612922668457,-115.18737030029297,11.0303373336792,-122.33829498291016,19.349964141845703,-122.39938354492188,9.833647727966309,-117.66805267333984,9.803664207458496,-119.59674835205078,11.59100341796875,-118.82270050048828,11.49258041381836,-118.7400894165039,11.519294738769531,0.8244537115097046,0.16597707569599152,0.00956922210752964,1,0.8244537115097046,0.043513793478991925,0.12693384681266617,0.8980469107627869,3.663853645324707,-0.07396021485328674,0.14303088188171387,0.0863296389579773,0.9425766468048096,2.230762481689453,7.0,7.0,0.9012123942375183,-104.07746040558386,9.20208482939234,4.33634614944458,17.070426349287878
31,31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,0,1,0,0,0,-124.41860961914062,8.126322746276855,-118.82270050048828,11.49258041381836,-122.33829498291016,19.349964141845703,-127.1307144165039,9.863629341125488,-122.39938354492188,9.833647727966309,-123.32249450683594,12.0213623046875,-122.52827453613281,11.928031921386719,-122.53372192382812,11.919488906860352,0.8234986662864685,0.16690197587013245,0.009599353186786175,1,0.8234986662864685,0.04043268714538601,0.3036503409444988,0.8776611685752869,3.730858564376831,-0.03986763954162598,0.06700491905212402,0.03409257531166077,0.9425399303436279,2.230682611465454,7.0,7.0,0.9062837362289429,-107.52218533617132,9.711012936348238,4.24574613571167,16.970574431898978
32,32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,0,1,0,0,0,-127.7506332397461,8.479126930236816,-122.52827453613281,11.928031921386719,-122.33829498291016,19.349964141845703,-127.1307144165039,9.863629341125488,-127.10016632080078,14.621788024902344,-127.03783416748047,12.484950065612793,-126.24664306640625,12.387239456176758,-126.26896667480469,12.35008716583252,0.8245519995689392,0.16589580476284027,0.00955213513225317,1,0.8245519995689392,0.047230084367316065,0.2258488739422719,0.8848809003829956,3.746101140975952,-0.06213223934173584,0.015242576599121094,-0.022264599800109863,0.9426298141479492,2.230365753173828,7.0,7.0,0.9099169969558716,-111.01799545120222,10.210657832500493,4.187520503997803,16.821990566758153
33,33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,0,1,0,0,0,-131.07872009277344,8.831513404846191,-126.24664306640625,12.387239456176758,-122.33829498291016,19.349964141845703,-127.10016632080078,14.621788024902344,-131.8314971923828,14.651768684387207,-130.74026489257812,13.055371284484863,-129.9558563232422,12.938741683959961,-129.97140502929688,12.858325004577637,0.8254384994506836,0.16502472758293152,0.009536731988191605,1,0.8254384994506836,0.03647856488890878,0.4323655633805046,0.796284556388855,3.7467892169952393,-0.15487733483314514,0.0006880760192871094,-0.0927450954914093,0.9425014853477478,2.2300965785980225,7.0,7.0,0.9074711799621582,-114.5536450977169,10.719984032024739,4.257950782775879,16.632631328264303
34,34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,0,1,0,0,0,-134.4064178466797,9.183857917785645,-129.9558563232422,12.938741683959961,-122.33829498291016,19.349964141845703,-131.8314971923828,14.651768684387207,-136.5628204345703,14.681747436523438,-134.29666137695312,13.721847534179688,-133.53500366210938,13.584440231323242,-133.66049194335938,13.536391258239746,0.8245354294776917,0.1658841073513031,0.009580489248037338,1,0.8245354294776917,0.006566784423415663,0.1444313331525066,0.701285183429718,3.627450704574585,-0.26234081387519836,-0.1193385124206543,-0.10746347904205322,0.9425298571586609,2.2299370765686035,7.0,7.0,0.9057807922363281,-118.09741411994554,11.254770365161464,4.486032485961914,16.439959882047294
35,35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,0,1,0,0,0,-137.9134521484375,9.491893768310547,-133.53500366210938,13.584440231323242,-122.33829498291016,19.349964141845703,-131.8314971923828,14.651768684387207,-136.5628204345703,14.681747436523438,-137.73806762695312,14.411787033081055,-137.024658203125,14.271356582641602,-137.0491180419922,14.277236938476562,0.8302645683288574,0.16042064130306244,0.009314747527241707,1,0.8302645683288574,0.007681213211533179,0.2666553631164783,0.6941728591918945,3.5428357124328613,-0.3128203749656677,-0.08461499214172363,-0.05047956109046936,0.9429880976676941,2.228816270828247,7.0,7.0,0.9108833074569702,-121.63107910307238,11.817958806037849,4.861401081085205,16.44768222419712
36,36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,0,1,0,0,0,-141.10328674316406,9.772066116333008,-137.024658203125,14.271356582641602,-145.9949493408203,19.499858856201172,-141.29415893554688,14.711724281311035,-141.29415893554688,14.711724281311035,-141.3020782470703,15.057504653930664,-140.5701904296875,14.922991752624512,-140.4695587158203,14.9788818359375,0.8288964033126831,0.16173584759235382,0.009367802180349827,1,0.8288964033126831,0.005676452965148728,0.1773806562802171,0.7145171761512756,3.5946552753448486,-0.2718101739883423,0.051819562911987305,0.04101020097732544,0.9430232644081116,2.228914499282837,7.0,7.0,0.9167730808258057,-125.16695899991849,12.397659901065039,5.178438663482666,16.151169761430964
