pair_current_index,pair_next_index,current_frame_id,next_frame_id,reference_current_x,reference_current_y,search_center_x,search_center_y,search_center_error_m,final_ms_x,final_ms_y,final_error_m,reference_next_x,reference_next_y,provisional_next_x,provisional_next_y,provisional_next_error_m,ms_candidate_count,kalman_current_xy_x,kalman_current_xy_y,gru_next_xy_x,gru_next_xy_y
385,386,385,386,-410.409912109375,40.60945510864258,-410.409912109375,40.60945510864258,0.0,-414.89056396484375,37.641963958740234,5.374220387615704,-407.1916809082031,40.29763412475586,-419.7259216308594,39.38576126098633,12.567366574313551,36,-415.8366394042969,36.59833908081055,-419.7259216308594,39.38576126098633
386,387,386,387,-407.1916809082031,40.29763412475586,-407.1916809082031,40.29763412475586,0.0,-409.2789611816406,37.92675018310547,3.1587702677872946,-403.9749755859375,39.9859619140625,-415.48126220703125,40.93444061279297,11.54531262672027,36,-411.45428466796875,36.882877349853516,-415.48126220703125,40.93444061279297
387,388,387,388,-403.9749755859375,39.9859619140625,-403.9749755859375,39.9859619140625,0.0,-409.1988830566406,37.88475036621094,5.630657086991951,-401.7965087890625,39.81899642944336,-413.4990539550781,41.524532318115234,11.826175038032519,36,-408.5814514160156,37.1359748840332,-413.4990539550781,41.524532318115234
388,389,388,389,-401.7965087890625,39.81899642944336,-401.7965087890625,39.81899642944336,0.0,-404.15228271484375,38.18440628051758,2.8673255386084104,-399.6197814941406,39.65216827392578,-409.27960205078125,42.22294235229492,9.996049847240233,36,-404.8887023925781,37.47602462768555,-409.27960205078125,42.22294235229492
389,390,389,390,-399.6197814941406,39.65216827392578,-399.6197814941406,39.65216827392578,0.0,-404.16522216796875,38.13737869262695,4.791202186811005,-397.43896484375,39.485023498535156,-405.75701904296875,42.3324089050293,8.791907035123636,36,-402.62579345703125,37.72798538208008,-405.75701904296875,42.3324089050293
390,391,390,391,-397.43896484375,39.485023498535156,-397.43896484375,39.485023498535156,0.0,-399.13897705078125,37.903892517089844,2.321640946516381,-396.7904357910156,39.443233489990234,-402.406494140625,42.790977478027344,6.538157324174433,36,-399.39776611328125,37.826210021972656,-402.406494140625,42.790977478027344
391,392,391,392,-396.7904357910156,39.443233489990234,-396.7904357910156,39.443233489990234,0.0,-399.134033203125,37.87025451660156,2.82253639139846,-396.0765686035156,39.39723587036133,-400.2262878417969,42.79068374633789,5.36056510486827,36,-397.4236145019531,37.87912368774414,-400.2262878417969,42.79068374633789
392,393,392,393,-396.0765686035156,39.39723587036133,-396.0765686035156,39.39723587036133,0.0,-399.1397705078125,37.90742111206055,3.4062815386486798,-395.3658447265625,39.3514404296875,-398.81500244140625,42.864810943603516,4.923460298399962,36,-396.40545654296875,37.92491912841797,-398.81500244140625,42.864810943603516
393,394,393,394,-395.3658447265625,39.3514404296875,-395.3658447265625,39.3514404296875,0.0,-399.19989013671875,37.97100830078125,4.074984302995148,-395.610595703125,39.41072463989258,-398.8480224609375,42.666664123535156,4.591521962633203,36,-396.075927734375,37.976173400878906,-398.8480224609375,42.666664123535156
394,395,394,395,-395.610595703125,39.41072463989258,-395.610595703125,39.41072463989258,0.0,-399.17822265625,37.96430206298828,3.8496883442224825,-395.8563232421875,39.470252990722656,-398.45947265625,42.59649658203125,4.068142802819487,36,-396.163818359375,38.00381851196289,-398.45947265625,42.59649658203125
395,396,395,396,-395.8563232421875,39.470252990722656,-395.8563232421875,39.470252990722656,0.0,-399.1860046386719,37.96330261230469,3.654815678677681,-396.10113525390625,39.5295524597168,-398.8388671875,43.07892990112305,4.482550207391162,36,-396.50323486328125,38.01637649536133,-398.8388671875,43.07892990112305
396,397,396,397,-396.10113525390625,39.5295524597168,-396.10113525390625,39.5295524597168,0.0,-399.2172546386719,38.0313606262207,3.457568334836852,-396.5494079589844,39.551109313964844,-399.1375732421875,41.775508880615234,3.4127046407933337,36,-396.9739074707031,38.046058654785156,-399.1375732421875,41.775508880615234
397,398,397,398,-396.5494079589844,39.551109313964844,-396.5494079589844,39.551109313964844,0.0,-399.1663818359375,37.96854019165039,3.05828012117239,-397.04034423828125,39.5747184753418,-399.7802429199219,42.412532806396484,3.9446463673180387,36,-397.4482116699219,38.03754425048828,-399.7802429199219,42.412532806396484
398,399,398,399,-397.04034423828125,39.5747184753418,-397.04034423828125,39.5747184753418,0.0,-399.17205810546875,37.98659896850586,2.65825649243114,-397.49005126953125,39.596343994140625,-400.8884582519531,41.13376235961914,3.729989979702946,36,-397.8980407714844,38.03301239013672,-400.8884582519531,41.13376235961914
399,400,399,400,-397.49005126953125,39.596343994140625,-397.49005126953125,39.596343994140625,0.0,-399.13885498046875,37.908164978027344,2.359767375748397,-398.0521545410156,39.57963180541992,-401.07708740234375,40.62150573730469,3.199331196591528,36,-398.2742004394531,37.9948844909668,-401.07708740234375,40.62150573730469
400,401,400,401,-398.0521545410156,39.57963180541992,-398.0521545410156,39.57963180541992,0.0,-399.17633056640625,37.99501037597656,1.9428836328288368,-398.6134033203125,39.56294631958008,-401.58074951171875,41.059967041015625,3.3235845799468655,36,-398.5963134765625,37.99834060668945,-401.58074951171875,41.059967041015625
401,402,401,402,-398.6134033203125,39.56294631958008,-398.6134033203125,39.56294631958008,0.0,-399.157958984375,37.980918884277344,1.673126318397119,-399.29058837890625,39.66740036010742,-402.0533752441406,41.202239990234375,3.160494257694487,36,-398.8368225097656,37.994476318359375,-402.0533752441406,41.202239990234375
402,403,402,403,-399.29058837890625,39.66740036010742,-399.29058837890625,39.66740036010742,0.0,-404.1002502441406,38.20206069946289,5.027928756351629,-400.033935546875,39.78206253051758,-404.16473388671875,41.06155014038086,4.324417124682763,36,-401.02972412109375,38.07856369018555,-404.16473388671875,41.06155014038086
403,404,403,404,-400.033935546875,39.78206253051758,-400.033935546875,39.78206253051758,0.0,-404.09857177734375,38.24479675292969,4.345624668213088,-400.7784423828125,39.89690399169922,-405.33099365234375,42.61606216430664,5.3027864589636575,36,-402.61578369140625,38.15791702270508,-405.33099365234375,42.61606216430664
404,405,404,405,-400.7784423828125,39.89690399169922,-400.7784423828125,39.89690399169922,0.0,-404.0570068359375,38.18280792236328,3.6996094669853656,-402.04217529296875,39.900394439697266,-407.41180419921875,43.272159576416016,6.340482215733089,36,-403.68402099609375,38.18924331665039,-407.41180419921875,43.272159576416016
405,406,405,406,-402.04217529296875,39.900394439697266,-402.04217529296875,39.900394439697266,0.0,-404.123291015625,38.18760681152344,2.695307795097319,-403.4256286621094,39.90420913696289,-404.3484802246094,41.01850509643555,1.4468277339427036,36,-404.38385009765625,38.20945358276367,-404.3484802246094,41.01850509643555
406,407,406,407,-403.4256286621094,39.90420913696289,-403.4256286621094,39.90420913696289,0.0,-404.09320068359375,38.178077697753906,1.8507247632466624,-404.8123779296875,39.90803909301758,-403.0318298339844,40.623512268066406,1.9189198485935977,36,-404.76580810546875,38.215675354003906,-403.0318298339844,40.623512268066406
407,408,407,408,-404.8123779296875,39.90803909301758,-404.8123779296875,39.90803909301758,0.0,-409.5225524902344,38.02703094482422,5.0718769744930485,-406.7642822265625,40.04542541503906,-405.7624206542969,40.8741340637207,1.3001863844781258,36,-407.0747985839844,38.15630340576172,-405.7624206542969,40.8741340637207
408,409,408,409,-406.7642822265625,40.04542541503906,-406.7642822265625,40.04542541503906,0.0,-409.3135986328125,38.0147819519043,3.259221841720408,-408.7123718261719,40.18254089355469,-409.23602294921875,40.74530792236328,0.7687114070848083,36,-408.6282958984375,38.10326385498047,-409.23602294921875,40.74530792236328
409,410,409,410,-408.7123718261719,40.18254089355469,-408.7123718261719,40.18254089355469,0.0,-415.04571533203125,37.729209899902344,6.791912317427715,-410.66412353515625,40.31991958618164,-408.958251953125,39.62126159667969,1.8433992624162328,36,-411.89886474609375,37.94991683959961,-408.958251953125,39.62126159667969
410,411,410,411,-410.66412353515625,40.31991958618164,-410.66412353515625,40.31991958618164,0.0,-415.052734375,37.6398811340332,5.142228233809567,-414.7387390136719,41.05551528930664,-412.02178955078125,40.267547607421875,2.8289056986044105,36,-414.1738586425781,37.80083084106445,-412.02178955078125,40.267547607421875
411,412,411,412,-414.7387390136719,41.05551528930664,-414.7387390136719,41.05551528930664,0.0,-420.9287109375,37.097232818603516,7.347363645257808,-418.803466796875,41.789337158203125,-417.5035095214844,40.07044982910156,2.155101521503551,36,-418.0137939453125,37.47878646850586,-417.5035095214844,40.07044982910156
412,413,412,413,-418.803466796875,41.789337158203125,-418.803466796875,41.789337158203125,0.0,-425.1772155761719,36.9521598815918,8.001434715534046,-421.87646484375,42.42189025878906,-422.4132080078125,40.15239334106445,2.3321040893856617,36,-422.33697509765625,37.192039489746094,-422.4132080078125,40.15239334106445
413,414,413,414,-421.87646484375,42.42189025878906,-421.87646484375,42.42189025878906,0.0,-425.03961181640625,37.07783126831055,6.210029409297403,-424.9527893066406,43.05513000488281,-424.51751708984375,40.38884353637695,2.701582024453952,36,-425.0853576660156,37.04768371582031,-424.51751708984375,40.38884353637695
414,415,414,415,-424.9527893066406,43.05513000488281,-424.9527893066406,43.05513000488281,0.0,-428.5804138183594,42.02586364746094,3.7708154068507773,-428.3215026855469,43.748558044433594,-428.486083984375,40.837371826171875,2.915834734912272,36,-428.1615905761719,38.94561004638672,-428.486083984375,40.837371826171875
415,416,415,416,-428.3215026855469,43.748558044433594,-428.3215026855469,43.748558044433594,0.0,-432.88262939453125,41.64723587036133,5.021895233341535,-431.564697265625,44.14375305175781,-431.0332946777344,42.370697021484375,1.8509771465109597,36,-431.7579040527344,40.228004455566406,-431.0332946777344,42.370697021484375
416,417,416,417,-431.564697265625,44.14375305175781,-431.564697265625,44.14375305175781,0.0,-432.9102783203125,41.58616256713867,2.8899580380601195,-434.81207275390625,44.53945541381836,-434.1848449707031,44.91905212402344,0.7331496125760584,36,-434.0293273925781,41.102359771728516,-434.1848449707031,44.91905212402344
417,418,417,418,-434.81207275390625,44.53945541381836,-434.81207275390625,44.53945541381836,0.0,-437.2368469238281,41.49338150024414,3.89333996230456,-438.3705749511719,44.97307586669922,-437.0093078613281,45.38661575317383,1.422695795873842,36,-437.0183410644531,41.63426208496094,-437.0093078613281,45.38661575317383
418,419,418,419,-438.3705749511719,44.97307586669922,-438.3705749511719,44.97307586669922,0.0,-443.24072265625,41.36482620239258,6.061171859405301,-441.7141418457031,45.21406936645508,-440.70330810546875,45.69402313232422,1.1189908255960752,36,-441.155029296875,41.8906364440918,-440.70330810546875,45.69402313232422
419,420,419,420,-441.7141418457031,45.21406936645508,-441.7141418457031,45.21406936645508,0.0,-448.57012939453125,41.58686447143555,7.756363878786241,-445.0566101074219,45.454986572265625,-444.9744567871094,45.13701248168945,0.32841542338342117,36,-446.0575866699219,42.079261779785156,-444.9744567871094,45.13701248168945
420,421,420,421,-445.0566101074219,45.454986572265625,-445.0566101074219,45.454986572265625,0.0,-448.6982421875,41.483489990234375,5.388345693043463,-448.4094543457031,45.696651458740234,-448.50335693359375,45.39986801147461,0.31128461347041325,36,-449.26385498046875,42.10616683959961,-448.50335693359375,45.39986801147461
421,422,421,422,-448.4094543457031,45.696651458740234,-448.4094543457031,45.696651458740234,0.0,-452.4493408203125,41.638710021972656,5.7260432614473915,-451.7923889160156,45.97942352294922,-452.9487609863281,45.87906265258789,1.1607190311606426,36,-452.62518310546875,42.1207160949707,-452.9487609863281,45.87906265258789
422,423,422,423,-451.7923889160156,45.97942352294922,-451.7923889160156,45.97942352294922,0.0,-455.82244873046875,41.79706954956055,5.808051899457336,-455.1790466308594,46.262508392333984,-456.2962341308594,45.91002655029297,1.1714740112887172,36,-455.98016357421875,42.1429443359375,-456.2962341308594,45.91002655029297
423,424,423,424,-455.1790466308594,46.262508392333984,-455.1790466308594,46.262508392333984,0.0,-455.77874755859375,41.903812408447266,4.399758161839771,-458.2644958496094,46.520416259765625,-457.9996337890625,46.169105529785156,0.43996720345560564,36,-457.9308776855469,42.168487548828125,-457.9996337890625,46.169105529785156
424,425,424,425,-458.2644958496094,46.520416259765625,-458.2644958496094,46.520416259765625,0.0,-459.9111022949219,42.04345703125,4.770165271721294,-461.3623352050781,46.86849594116211,-460.5342102050781,46.11423873901367,1.1201316630726001,36,-460.5734558105469,42.2141227722168,-460.5342102050781,46.11423873901367
425,426,425,426,-461.3623352050781,46.86849594116211,-461.3623352050781,46.86849594116211,0.0,-465.3023681640625,42.21131134033203,6.100264594596859,-464.4605407714844,47.21662139892578,-464.0317687988281,46.272377014160156,1.0370356130321396,36,-464.1789855957031,42.29274368286133,-464.0317687988281,46.272377014160156
426,427,426,427,-464.4605407714844,47.21662139892578,-464.4605407714844,47.21662139892578,0.0,-465.29156494140625,42.24441909790039,5.041170190870026,-467.8744201660156,47.600215911865234,-465.903076171875,46.203369140625,2.4160666475820944,36,-466.54644775390625,42.34455490112305,-465.903076171875,46.203369140625
427,428,427,428,-467.8744201660156,47.600215911865234,-467.8744201660156,47.600215911865234,0.0,-471.409423828125,42.518577575683594,6.190258400977911,-470.9468994140625,48.043270111083984,-470.8102111816406,46.68008804321289,1.3700178915065042,36,-470.26678466796875,42.47903823852539,-470.8102111816406,46.68008804321289
428,429,428,429,-470.9468994140625,48.043270111083984,-470.9468994140625,48.043270111083984,0.0,-476.565673828125,45.7864990234375,6.055050921186417,-474.31005859375,48.52824783325195,-475.58575439453125,48.142269134521484,1.332808812997791,36,-474.7449951171875,43.7944450378418,-475.58575439453125,48.142269134521484
429,430,429,430,-474.31005859375,48.52824783325195,-474.31005859375,48.52824783325195,0.0,-476.56787109375,45.7425537109375,3.5857787199231272,-477.67840576171875,49.013973236083984,-477.708251953125,49.044578552246094,0.042749041145284,36,-477.51715087890625,44.79988479614258,-477.708251953125,49.044578552246094
430,431,430,431,-477.67840576171875,49.013973236083984,-477.67840576171875,49.013973236083984,0.0,-480.17279052734375,45.77261734008789,4.090029755819721,-480.89501953125,49.441471099853516,-481.796142578125,48.42534637451172,1.3581355613708912,36,-480.53485107421875,45.52018737792969,-481.796142578125,48.42534637451172
431,432,431,432,-480.89501953125,49.441471099853516,-480.89501953125,49.441471099853516,0.0,-483.27471923828125,45.81679916381836,4.336037054676247,-484.1122741699219,49.869056701660156,-484.84368896484375,48.97208786010742,1.1573766478320975,36,-483.552001953125,45.99272155761719,-484.84368896484375,48.97208786010742
432,433,432,433,-484.1122741699219,49.869056701660156,-484.1122741699219,49.869056701660156,0.0,-487.0220947265625,45.970924377441406,4.864410682597372,-487.6457824707031,50.33867263793945,-488.54656982421875,49.38349533081055,1.3129286135611915,36,-486.838134765625,46.3216667175293,-488.54656982421875,49.38349533081055
433,434,433,434,-487.6457824707031,50.33867263793945,-487.6457824707031,50.33867263793945,0.0,-486.99493408203125,46.02355194091797,4.363928305426197,-490.85565185546875,50.7122688293457,-489.94091796875,49.912017822265625,1.215376385258604,36,-488.84478759765625,46.506038665771484,-489.94091796875,49.912017822265625
434,435,434,435,-490.85565185546875,50.7122688293457,-490.85565185546875,50.7122688293457,0.0,-491.68731689453125,46.175384521484375,4.612481540355169,-494.0801086425781,51.087562561035156,-492.8382568359375,50.198970794677734,1.52702037867698,36,-491.72894287109375,46.63100814819336,-492.8382568359375,50.198970794677734
435,436,435,436,-494.0801086425781,51.087562561035156,-494.0801086425781,51.087562561035156,0.0,-496.9178771972656,46.410457611083984,5.4706709901831,-497.5927429199219,51.496395111083984,-496.1503601074219,50.92647933959961,1.5508939887632682,36,-495.5265808105469,46.75735092163086,-496.1503601074219,50.92647933959961
436,437,436,437,-497.5927429199219,51.496395111083984,-497.5927429199219,51.496395111083984,0.0,-496.9617919921875,46.4481086730957,5.087562779286883,-502.5533142089844,52.07494354248047,-498.484130859375,51.01479721069336,4.205016453896445,36,-497.97662353515625,46.8154182434082,-498.484130859375,51.01479721069336
437,438,437,438,-502.5533142089844,52.07494354248047,-502.5533142089844,52.07494354248047,0.0,-502.9091491699219,46.89800262451172,5.18915559485014,-507.5192565917969,52.654117584228516,-502.18975830078125,51.28520965576172,5.502495883738372,36,-501.7356262207031,46.994964599609375,-502.18975830078125,51.28520965576172
438,439,438,439,-507.5192565917969,52.654117584228516,-507.5192565917969,52.654117584228516,0.0,-507.2903747558594,47.226009368896484,5.432931592812228,-510.8130798339844,53.07411193847656,-506.1402282714844,51.30224609375,4.997504406888229,36,-505.9131164550781,47.22523880004883,-506.1402282714844,51.30224609375
439,440,439,440,-510.8130798339844,53.07411193847656,-510.8130798339844,53.07411193847656,0.0,-511.38897705078125,51.91170120239258,1.2972495225197416,-514.106201171875,53.494014739990234,-510.7091369628906,53.4643440246582,3.397193781830962,36,-510.14825439453125,49.258018493652344,-510.7091369628906,53.4643440246582
440,441,440,441,-514.106201171875,53.494014739990234,-514.106201171875,53.494014739990234,0.0,-515.81787109375,51.95109176635742,2.3044359882659986,-517.384521484375,53.91202926635742,-515.0039672851562,55.102176666259766,2.6614825058437512,36,-514.592041015625,50.745174407958984,-515.0039672851562,55.102176666259766
441,442,441,442,-517.384521484375,53.91202926635742,-517.384521484375,53.91202926635742,0.0,-520.1965942382812,52.203285217285156,3.290525702452689,-520.5798950195312,54.30464172363281,-519.9756469726562,56.18085479736328,1.9711142027263122,36,-519.0941162109375,51.8433952331543,-519.9756469726562,56.18085479736328
442,443,442,443,-520.5798950195312,54.30464172363281,-520.5798950195312,54.30464172363281,0.0,-520.2482299804688,52.21168518066406,2.119072624732817,-523.7677612304688,54.69633102416992,-522.4511108398438,57.00402069091797,2.6568778385820973,36,-521.9435424804688,52.53622055053711,-522.4511108398438,57.00402069091797
443,444,443,444,-523.7677612304688,54.69633102416992,-523.7677612304688,54.69633102416992,0.0,-525.8988647460938,52.49962615966797,3.060574203648031,-527.260009765625,55.12541198730469,-526.7265625,57.61077117919922,2.541963079577952,36,-525.738525390625,53.03685760498047,-526.7265625,57.61077117919922
444,445,444,445,-527.260009765625,55.12541198730469,-527.260009765625,55.12541198730469,0.0,-531.6505126953125,52.68581771850586,5.022761807208322,-530.6104736328125,55.52003479003906,-530.9798583984375,57.78546905517578,2.2953512835144387,36,-530.3609008789062,53.35842514038086,-530.9798583984375,57.78546905517578
445,446,445,446,-530.6104736328125,55.52003479003906,-530.6104736328125,55.52003479003906,0.0,-531.7333984375,52.73251724243164,3.0051978629038314,-533.94384765625,55.91264724731445,-533.9419555664062,58.213340759277344,2.300694289989897,36,-533.2496337890625,53.50474166870117,-533.9419555664062,58.213340759277344
446,447,446,447,-533.94384765625,55.91264724731445,-533.94384765625,55.91264724731445,0.0,-536.1014404296875,52.83340072631836,3.759915652385871,-537.2784423828125,56.305397033691406,-537.180908203125,58.24609375,1.9431460729698815,36,-536.5916748046875,53.56466293334961,-537.180908203125,58.24609375
447,448,447,448,-537.2784423828125,56.305397033691406,-537.2784423828125,56.305397033691406,0.0,-540.2451171875,52.96977233886719,4.464028617906563,-540.4957885742188,56.66831588745117,-540.9760131835938,57.96564865112305,1.3833611152355976,36,-540.2173461914062,53.58409118652344,-540.9760131835938,57.96564865112305
448,449,448,449,-540.4957885742188,56.66831588745117,-540.4957885742188,56.66831588745117,0.0,-540.211181640625,52.98408508300781,3.695207399735365,-543.7133178710938,57.03125762939453,-543.1495971679688,58.744380950927734,1.8034889924567599,36,-542.342041015625,53.54242706298828,-543.1495971679688,58.744380950927734
449,450,449,450,-543.7133178710938,57.03125762939453,-543.7133178710938,57.03125762939453,0.0,-544.6048583984375,53.20538330078125,3.928378659222975,-547.2457885742188,57.429725646972656,-546.9692993164062,58.89518737792969,1.4913163294838843,36,-545.2108764648438,53.55246353149414,-546.9692993164062,58.89518737792969
450,451,450,451,-547.2457885742188,57.429725646972656,-547.2457885742188,57.429725646972656,0.0,-550.5095825195312,53.427581787109375,5.164252742895132,-550.5067749023438,57.833740234375,-548.6721801757812,57.28373718261719,1.9152652995535218,36,-549.1705322265625,53.613224029541016,-548.6721801757812,57.28373718261719
451,452,451,452,-550.5067749023438,57.833740234375,-550.5067749023438,57.833740234375,0.0,-556.5296630859375,58.36963653564453,6.046682306669301,-553.7797241210938,58.23923110961914,-552.9114990234375,58.87793731689453,1.077849915068104,36,-554.1275024414062,55.62724304199219,-552.9114990234375,58.87793731689453
452,453,452,453,-553.7797241210938,58.23923110961914,-553.7797241210938,58.23923110961914,0.0,-556.5513305664062,58.329437255859375,2.7730740048756917,-557.03955078125,58.64310836791992,-557.0413208007812,60.614654541015625,1.9715469676417687,36,-557.3363037109375,57.07228088378906,-557.0413208007812,60.614654541015625
453,454,453,454,-557.03955078125,58.64310836791992,-557.03955078125,58.64310836791992,0.0,-562.035400390625,58.17759323120117,5.017491172090551,-560.0980224609375,59.04023742675781,-561.4931640625,62.13743591308594,3.39691897932871,36,-561.3916625976562,57.993953704833984,-561.4931640625,62.13743591308594
454,455,454,455,-560.0980224609375,59.04023742675781,-560.0980224609375,59.04023742675781,0.0,-566.7650756835938,57.951904296875,6.755299229148299,-563.4530639648438,59.47587966918945,-567.0889282226562,62.96656799316406,5.040279146671453,36,-565.7916870117188,58.47085952758789,-567.0889282226562,62.96656799316406
455,456,455,456,-563.4530639648438,59.47587966918945,-563.4530639648438,59.47587966918945,0.0,-566.7120361328125,57.988555908203125,3.5823220907100817,-566.8129272460938,59.91215133666992,-568.8173828125,63.37335205078125,3.9997190527663027,36,-568.459716796875,58.72145462036133,-568.8173828125,63.37335205078125
456,457,456,457,-566.8129272460938,59.91215133666992,-566.8129272460938,59.91215133666992,0.0,-570.4732055664062,57.71733474731445,4.267886742060955,-571.9577026367188,60.5113410949707,-571.1386108398438,63.01357650756836,2.6328869006787357,36,-571.3929443359375,58.687721252441406,-571.1386108398438,63.01357650756836
457,458,457,458,-571.9577026367188,60.5113410949707,-571.9577026367188,60.5113410949707,0.0,-574.3013916015625,57.626556396484375,3.716834771758253,-576.65771484375,61.05874252319336,-575.2854614257812,62.47583770751953,1.9726221646750661,36,-574.61328125,58.538516998291016,-575.2854614257812,62.47583770751953
458,459,458,459,-576.65771484375,61.05874252319336,-576.65771484375,61.05874252319336,0.0,-578.4915771484375,57.4184684753418,4.076106732657444,-580.2291259765625,61.46540451049805,-579.3014526367188,62.105709075927734,1.1271946424495454,36,-578.1976928710938,58.277183532714844,-579.3014526367188,62.105709075927734
459,460,459,460,-580.2291259765625,61.46540451049805,-580.2291259765625,61.46540451049805,0.0,-582.8698120117188,57.22850036621094,4.992452249560983,-583.4779663085938,61.83534622192383,-583.1122436523438,62.22411346435547,0.533753716691938,36,-582.1110229492188,57.96269607543945,-583.1122436523438,62.22411346435547
460,461,460,461,-583.4779663085938,61.83534622192383,-583.4779663085938,61.83534622192383,0.0,-588.2774047851562,57.212646484375,6.663629833194712,-586.7272338867188,62.20532989501953,-587.0816040039062,62.449119567871094,0.4301297299008223,36,-586.6761474609375,57.696441650390625,-587.0816040039062,62.449119567871094
461,462,461,462,-586.7272338867188,62.20532989501953,-586.7272338867188,62.20532989501953,0.0,-588.5531005859375,57.39030838012695,5.149584584429543,-590.1856689453125,62.6106071472168,-591.4229736328125,63.628108978271484,1.6019465864719442,36,-589.7108764648438,57.56452178955078,-591.4229736328125,63.628108978271484
462,463,462,463,-590.1856689453125,62.6106071472168,-590.1856689453125,62.6106071472168,0.0,-593.2310791015625,57.453487396240234,5.98919085901453,-593.3360595703125,62.97978210449219,-594.9082641601562,63.753204345703125,1.7521441822879484,36,-593.2838745117188,57.49433517456055,-594.9082641601562,63.753204345703125
463,464,463,464,-593.3360595703125,62.97978210449219,-593.3360595703125,62.97978210449219,0.0,-597.4449462890625,61.98833465576172,4.226809448167057,-596.7967529296875,63.385318756103516,-597.0049438476562,64.39291381835938,1.0288786458115748,36,-597.1195678710938,59.23926544189453,-597.0049438476562,64.39291381835938
464,465,464,465,-596.7967529296875,63.385318756103516,-596.7967529296875,63.385318756103516,0.0,-597.7828369140625,62.28886413574219,1.4746438074167536,-600.1932983398438,63.81617736816406,-597.4384155273438,66.20187377929688,3.6443005744175236,36,-599.5609741210938,60.683013916015625,-597.4384155273438,66.20187377929688
465,466,465,466,-600.1932983398438,63.81617736816406,-600.1932983398438,63.81617736816406,0.0,-602.0235595703125,62.13893127441406,2.4825411639601502,-603.2990112304688,64.21014404296875,-598.6863403320312,66.7835693359375,5.281974115402641,36,-602.56591796875,61.645137786865234,-598.6863403320312,66.7835693359375
466,467,466,467,-603.2990112304688,64.21014404296875,-603.2990112304688,64.21014404296875,0.0,-606.8033447265625,62.17496109008789,4.0524465330885615,-606.7130737304688,64.64322662353516,-602.6061401367188,67.21429443359375,4.845337266629825,36,-606.2166748046875,62.28428268432617,-602.6061401367188,67.21429443359375
467,468,467,468,-606.7130737304688,64.64322662353516,-606.7130737304688,64.64322662353516,0.0,-606.7578125,62.249813079833984,2.3938316458496764,-610.1902465820312,65.0831298828125,-605.456787109375,67.91765594482422,5.517261691772727,36,-608.4708862304688,62.68778610229492,-605.456787109375,67.91765594482422
468,469,468,469,-610.1902465820312,65.0831298828125,-610.1902465820312,65.0831298828125,0.0,-611.5777587890625,62.32564163208008,3.0868967552524467,-613.3834838867188,65.48711395263672,-608.6519775390625,68.52962493896484,5.625302251420694,36,-611.5755615234375,62.91647720336914,-608.6519775390625,68.52962493896484
469,470,469,470,-613.3834838867188,65.48711395263672,-613.3834838867188,65.48711395263672,0.0,-616.7923583984375,62.37872314453125,4.613298045060639,-616.568115234375,65.89000701904297,-615.42041015625,68.85441589355469,3.178827916329814,36,-615.563232421875,63.01789474487305,-615.42041015625,68.85441589355469
470,471,470,471,-616.568115234375,65.89000701904297,-616.568115234375,65.89000701904297,0.0,-621.2509765625,62.45452117919922,5.807904370271221,-620.0184326171875,66.31086730957031,-622.25048828125,69.97770690917969,4.292759617860861,36,-619.8577880859375,63.049068450927734,-622.25048828125,69.97770690917969
471,472,471,472,-620.0184326171875,66.31086730957031,-620.0184326171875,66.31086730957031,0.0,-621.2531127929688,62.45172882080078,4.051837239076812,-623.1597900390625,66.69403839111328,-624.7689819335938,69.68311309814453,3.394711498439746,36,-622.5238647460938,63.00969696044922,-624.7689819335938,69.68311309814453
472,473,472,473,-623.1597900390625,66.69403839111328,-623.1597900390625,66.69403839111328,0.0,-625.30712890625,62.533531188964844,4.681974411470349,-626.6069946289062,67.11451721191406,-628.56298828125,70.54527282714844,3.9491765292869903,36,-625.6407470703125,62.96700668334961,-628.56298828125,70.54527282714844
473,474,473,474,-626.6069946289062,67.11451721191406,-626.6069946289062,67.11451721191406,0.0,-630.4366455078125,62.41983413696289,6.058570378277404,-631.3349609375,67.62935638427734,-630.1405029296875,68.29658508300781,1.3681827614894733,36,-629.505859375,62.85259246826172,-630.1405029296875,68.29658508300781
474,475,474,475,-631.3349609375,67.62935638427734,-631.3349609375,67.62935638427734,0.0,-635.9183349609375,62.46909713745117,6.901854311210624,-636.5232543945312,68.19432067871094,-634.75244140625,68.09817504882812,1.7734211630662169,36,-634.1419067382812,62.761085510253906,-634.75244140625,68.09817504882812
475,476,475,476,-636.5232543945312,68.19432067871094,-636.5232543945312,68.19432067871094,0.0,-639.0830688476562,67.48109436035156,2.6573185386076905,-640.0193481445312,68.58922576904297,-640.0993041992188,70.6392822265625,2.05161508322071,36,-638.3958129882812,64.67353820800781,-640.0993041992188,70.6392822265625
476,477,476,477,-640.0193481445312,68.58922576904297,-640.0193481445312,68.58922576904297,0.0,-638.8875732421875,67.45765686035156,1.6004257635680152,-643.1995239257812,68.94844055175781,-642.15283203125,72.92098236083984,4.108120293635784,36,-640.7892456054688,66.08505249023438,-642.15283203125,72.92098236083984
477,478,477,478,-643.1995239257812,68.94844055175781,-643.1995239257812,68.94844055175781,0.0,-641.962158203125,67.42573547363281,1.962066432757129,-646.3782958984375,69.3075180053711,-644.1307373046875,73.3837661743164,4.654816727559689,36,-643.248291015625,67.05204772949219,-644.1307373046875,73.3837661743164
