sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,gt_x,gt_y,visual_x,visual_y,final_x,final_y,selected_patch_x,selected_patch_y,progress_s_visual_m,progress_s_final_m,cross_visual_m,cross_final_m,rnn_delta_s_raw_m,predicted_step_m,rnn_delta_cross_m,motion_probability,polynomial_step_m,inertia_cap_m,selected_patch_progress_s_m,candidate_probability_max,candidate_probability_margin,candidate_route_distance_m,route_heading_deg,heading_residual_deg,estimated_heading_deg,search_heading_deg,measurement_variance_s,measurement_variance_cross,forward_candidate_count,error_visual_m,error_final_m
634,634,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000634.jpg,0,1,-1185.9276123046875,134.1812286376953,-241.29061889648438,19.488391876220703,-238.62982177734375,19.20526695251465,-254.90704345703125,5.9144086837768555,204.48809814453125,201.812288363951,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.2296530306339264,0.9982692003250122,2.992171049118042,3.0,216.59185791015625,0.06329639256000519,0.003018490970134735,17.938526153564453,173.92622867160193,-0.4895914281619519,173.43663724343998,173.4366351623667,16.0,2.1998887062072754,18,951.57421875,954.249755859375
635,635,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000635.jpg,0,1,-1189.1968994140625,134.55615234375,-241.60519409179688,19.521865844726562,-238.9444122314453,19.238740921020508,-254.90704345703125,5.9144086837768555,204.80445861816406,202.12864440719693,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.2296532392501831,0.9982692003250122,2.992172956466675,3.0,216.59185791015625,0.06316643953323364,0.0037745386362075806,17.938526153564453,173.92622867160193,-0.48958876011930735,173.43663991148262,173.43663724343998,16.0,2.1998887062072754,18,954.5485229492188,957.2240600585938
636,636,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000636.jpg,0,1,-1192.4599609375,134.93035888671875,-241.91978454589844,19.555339813232422,-239.2589874267578,19.272214889526367,-254.90704345703125,5.9144086837768555,205.12081909179688,202.4450009188586,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965294122695923,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06298204511404037,0.003287672996520996,17.938526153564453,173.92622867160193,-0.48959041430574696,173.43663825729618,173.43663991148262,16.0,2.1998887062072754,18,957.5166015625,960.192138671875
637,637,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000637.jpg,0,1,-1195.830322265625,135.3661651611328,-242.23435974121094,19.58881378173828,-239.5735626220703,19.305686950683594,-254.90704345703125,5.9144086837768555,205.4371795654297,202.76135784941135,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.2296530306339264,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.0629165768623352,0.003500238060951233,17.938526153564453,173.92622867160193,-0.48958956053210073,173.43663911106984,173.43663825729618,16.0,2.1998887062072754,18,960.5985717773438,963.2741088867188
638,638,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000638.jpg,0,1,-1198.9063720703125,135.763916015625,-242.54893493652344,19.622285842895508,-239.8881378173828,19.339160919189453,-254.90704345703125,5.9144086837768555,205.75352478027344,203.07771354128616,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.2296530306339264,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06288787722587585,0.003504294902086258,17.938526153564453,173.92622867160193,-0.4895888668410131,173.43663980476092,173.4366391110698,16.0,2.1998887062072754,18,963.3837890625,966.0593872070312
639,639,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000639.jpg,0,1,-1202.2740478515625,136.19940185546875,-242.863525390625,19.655759811401367,-240.20272827148438,19.372634887695312,-254.90704345703125,5.9144086837768555,206.06988525390625,203.39406973872647,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965306043624878,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06284511089324951,0.004105530679225922,17.938526153564453,173.92622867160193,-0.48958422444681166,173.43664444715512,173.43663980476092,16.0,2.1998887062072754,18,966.463134765625,969.1386108398438
640,640,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000640.jpg,0,1,-1205.513671875,136.6173858642578,-243.1781005859375,19.689233779907227,-240.51731872558594,19.406108856201172,-254.90704345703125,5.9144086837768555,206.38624572753906,203.71042638827987,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965273261070251,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06270913034677505,0.0032176710665225983,17.938526153564453,173.92622867160193,-0.4895913214402461,173.43663735016167,173.43664444715512,16.0,2.1998887062072754,18,969.4132080078125,972.0886840820312
641,641,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000641.jpg,0,1,-1209.05029296875,137.07369995117188,-243.49269104003906,19.722705841064453,-240.83187866210938,19.4395809173584,-254.90704345703125,5.9144086837768555,206.70260620117188,204.02678344214536,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965267300605774,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06255333125591278,0.003011304885149002,17.938526153564453,173.92622867160193,-0.48959052102745276,173.43663815057448,173.43663735016167,16.0,2.1998887062072754,18,972.6627197265625,975.3381958007812
642,642,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000642.jpg,0,1,-1212.2823486328125,137.49070739746094,-243.8072509765625,19.75617790222168,-241.14646911621094,19.473054885864258,-254.90704345703125,5.9144086837768555,207.01895141601562,204.3431392442953,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.2296524941921234,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06240415573120117,0.0028056837618350983,17.938526153564453,173.92622867160193,-0.4895907878317172,173.4366378837702,173.43663815057448,16.0,2.1998887062072754,18,975.6051635742188,978.2806396484375
643,643,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000643.jpg,0,1,-1217.07568359375,138.0948028564453,-244.12184143066406,19.78965187072754,-241.46104431152344,19.506526947021484,-254.90704345703125,5.9144086837768555,207.33531188964844,204.65949554035154,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.2296527475118637,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06251886487007141,0.003153327852487564,17.938526153564453,173.92622867160193,-0.4895907878317172,173.4366378837702,173.4366378837702,16.0,2.1998887062072754,18,980.1200561523438,982.7955322265625
644,644,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000644.jpg,0,1,-1222.351806640625,138.75975036621094,-244.43643188476562,19.8231258392334,-241.77561950683594,19.540000915527344,-254.90704345703125,5.9144086837768555,207.65167236328125,204.97585227809444,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.2296530306339264,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.062533900141716,0.0031324736773967743,17.938526153564453,173.92622867160193,-0.4895903075840412,173.43663836401788,173.4366378837702,16.0,2.1998887062072754,18,985.12158203125,987.7970581054688
645,645,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000645.jpg,0,1,-1225.7900390625,139.18380737304688,-244.75099182128906,19.856597900390625,-242.0902099609375,19.57347297668457,-254.90704345703125,5.9144086837768555,207.968017578125,205.29220779754476,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965292632579803,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.0624055340886116,0.00308329239487648,17.938526153564453,173.92622867160193,-0.48958956053210073,173.43663911106984,173.43663836401788,16.0,2.1998887062072754,18,988.26953125,990.9450073242188
646,646,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000646.jpg,0,1,-1228.926513671875,139.57064819335938,-245.06558227539062,19.890071868896484,-242.40478515625,19.60694694519043,-254.90704345703125,5.9144086837768555,208.2843780517578,205.60856384079068,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.2296527922153473,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06266763061285019,0.0030306167900562286,17.938526153564453,173.92622867160193,-0.48959158824451054,173.43663708335743,173.4366391110698,16.0,2.1998887062072754,18,991.1134033203125,993.7889404296875
647,647,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000647.jpg,0,1,-1232.3702392578125,139.99539184570312,-245.3801727294922,19.923545837402344,-242.71937561035156,19.64042091369629,-254.90704345703125,5.9144086837768555,208.60073852539062,205.92492035245235,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965309023857117,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06284444034099579,0.0029524415731430054,17.938526153564453,173.92622867160193,-0.4895926554615684,173.43663601614037,173.43663708335743,16.0,2.1998887062072754,18,994.2669067382812,996.9424438476562
648,648,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000648.jpg,0,1,-1235.4542236328125,140.3231964111328,-245.6947479248047,19.957019805908203,-243.03395080566406,19.673892974853516,-254.90704345703125,5.9144086837768555,208.91709899902344,206.2412772830051,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965294122695923,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06281887739896774,0.0026598498225212097,17.938526153564453,173.92622867160193,-0.4895926554615684,173.43663601614037,173.43663601614034,16.0,2.1998887062072754,18,997.0515747070312,999.7271118164062
649,649,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000649.jpg,0,1,-1238.84326171875,140.68341064453125,-246.0093231201172,19.99049186706543,-243.34852600097656,19.707366943359375,-254.90704345703125,5.9144086837768555,209.2334442138672,206.5576329748799,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.22965404391288757,0.9982694387435913,2.9921720027923584,3.0,216.59185791015625,0.0640212893486023,0.002579532563686371,17.938526153564453,173.92622867160193,-0.48962387156050946,173.43660480004144,173.43663601614034,16.0,2.1998887062072754,18,1000.1429443359375,1002.8185424804688
650,650,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000650.jpg,0,1,-1242.215087890625,141.0417938232422,-246.3238983154297,20.02396583557129,-243.66311645507812,19.740840911865234,-254.90704345703125,5.9144086837768555,209.5498046875,206.87398917232022,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.22965416312217712,0.9982694387435913,2.9921743869781494,3.0,216.59185791015625,0.06414270401000977,0.002733945846557617,17.938526153564453,173.92622867160193,-0.4896230177868632,173.43660565381506,173.4366048000414,16.0,2.1998887062072754,18,1003.2171020507812,1005.8926391601562
651,651,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000651.jpg,0,1,-1245.4859619140625,141.40354919433594,-246.63848876953125,20.05743980407715,-243.97769165039062,19.774314880371094,-254.90704345703125,5.9144086837768555,209.8661651611328,207.19034582187362,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.22965413331985474,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.0643298402428627,0.0028855502605438232,17.938526153564453,173.92622867160193,-0.48962333795198054,173.43660533364996,173.43660565381506,16.0,2.1998887062072754,18,1006.19140625,1008.866943359375
652,652,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000652.jpg,0,1,-1248.7310791015625,141.76246643066406,-246.9530792236328,20.090913772583008,-244.29226684570312,19.80778694152832,-254.90704345703125,5.9144086837768555,210.18252563476562,207.5067028757391,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.2296539843082428,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.06416768580675125,0.0026468895375728607,17.938526153564453,173.92622867160193,-0.489623124508569,173.43660554709336,173.43660533364994,16.0,2.1998887062072754,18,1009.1397705078125,1011.8153686523438
653,653,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000653.jpg,0,1,-1251.978271484375,142.12159729003906,-247.26763916015625,20.124385833740234,-244.6068572998047,19.84126091003418,-254.90704345703125,5.9144086837768555,210.49887084960938,207.82305867788904,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.229653999209404,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.06433434784412384,0.0029940232634544373,17.938526153564453,173.92622867160193,-0.48962323123027474,173.43660544037166,173.43660554709336,16.0,2.1998887062072754,18,1012.0902709960938,1014.7658081054688
654,654,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000654.jpg,0,1,-1255.0576171875,142.5076904296875,-247.5822296142578,20.15785789489746,-244.9214324951172,19.87473487854004,-254.90704345703125,5.9144086837768555,210.8152313232422,208.1394149739453,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.22965413331985474,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.06442240625619888,0.002927277237176895,17.938526153564453,173.92622867160193,-0.4896228577043045,173.43660581389764,173.43660544037164,16.0,2.1998887062072754,18,1014.87744140625,1017.5528564453125
655,655,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000655.jpg,0,1,-1258.449462890625,142.93296813964844,-247.8968048095703,20.19133186340332,-245.2360076904297,19.908206939697266,-254.90704345703125,5.9144086837768555,211.131591796875,208.4557717116882,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.22965407371520996,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.06451970338821411,0.002957463264465332,17.938526153564453,173.92622867160193,-0.489623124508569,173.43660554709336,173.43660581389761,16.0,2.1998887062072754,18,1017.9794921875,1020.6549682617188
656,656,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000656.jpg,0,1,-1261.833251953125,143.35723876953125,-248.2113800048828,20.224803924560547,-245.55059814453125,19.941680908203125,-254.90704345703125,5.9144086837768555,211.44793701171875,208.7721272311385,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.22965416312217712,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.06477954238653183,0.0031242258846759796,17.938526153564453,173.92622867160193,-0.4896235513953921,173.43660512020654,173.43660554709336,16.0,2.1998887062072754,18,1021.0734252929688,1023.7489013671875
657,657,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000657.jpg,0,1,-1264.9708251953125,143.75038146972656,-248.52597045898438,20.258277893066406,-245.86517333984375,19.97515296936035,-254.90704345703125,5.9144086837768555,211.76429748535156,209.08848327438443,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.2296539843082428,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.06498309969902039,0.0032519549131393433,17.938526153564453,173.92622867160193,-0.489623124508569,173.43660554709336,173.43660512020654,16.0,2.1998887062072754,18,1023.9191284179688,1026.5947265625
658,658,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000658.jpg,0,1,-1268.41943359375,144.18252563476562,-248.84054565429688,20.291751861572266,-246.1797637939453,20.00862693786621,-254.90704345703125,5.9144086837768555,212.08065795898438,209.4048397860461,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.229653999209404,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.065170057117939,0.0033232755959033966,17.938526153564453,173.92622867160193,-0.48962296442601033,173.43660570717591,173.43660554709336,16.0,2.1998887062072754,18,1027.078369140625,1029.75390625
659,659,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000659.jpg,0,1,-1271.8720703125,144.6151580810547,-249.15513610839844,20.325225830078125,-246.49432373046875,20.042098999023438,-254.90704345703125,5.9144086837768555,212.3970184326172,209.72119671659885,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.2296539843082428,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.06519535928964615,0.003374330699443817,17.938526153564453,173.92622867160193,-0.48962371147795075,173.436604960124,173.43660570717591,16.0,2.1998887062072754,18,1030.24169921875,1032.9171142578125
660,660,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000660.jpg,0,1,-1275.4356689453125,145.05332946777344,-249.46971130371094,20.35869789123535,-246.8089141845703,20.075572967529297,-254.90704345703125,5.9144086837768555,212.71336364746094,210.03755240847366,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.22965389490127563,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.0654030591249466,0.003523014485836029,17.938526153564453,173.92622867160193,-0.48962344467368635,173.43660522692824,173.43660496012396,16.0,2.1998887062072754,18,1033.5157470703125,1036.1912841796875
661,661,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000661.jpg,0,1,-1278.6759033203125,145.45175170898438,-249.78428649902344,20.39217185974121,-247.12350463867188,20.109046936035156,-254.90704345703125,5.9144086837768555,213.02972412109375,210.35390860591397,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.2296537160873413,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.06532478332519531,0.0034220442175865173,17.938526153564453,173.92622867160193,-0.48962296442601033,173.43660570717591,173.43660522692824,16.0,2.1998887062072754,18,1036.464111328125,1039.1395263671875
662,662,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000662.jpg,0,1,-1281.9212646484375,145.85079956054688,-250.098876953125,20.42564582824707,-247.43807983398438,20.142520904541016,-254.90704345703125,5.9144086837768555,213.34608459472656,210.67026525546737,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.22965364158153534,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.06537880003452301,0.003290262073278427,17.938526153564453,173.92622867160193,-0.48962424508647967,173.43660442651546,173.43660570717591,16.0,2.1998887062072754,18,1039.4176025390625,1042.0931396484375
663,663,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000663.jpg,0,1,-1287.15234375,146.4442901611328,-250.4134521484375,20.45911979675293,-247.75265502929688,20.175992965698242,-254.90704345703125,5.9144086837768555,213.66244506835938,210.98662230933286,3.0,2.999999999999999,2.992173194885254,2.992173194885254,0.22965355217456818,0.9982694387435913,2.992173194885254,3.0,216.59185791015625,0.06528311222791672,0.0033154934644699097,17.938526153564453,173.92622867160193,-0.48962328459112764,173.43660538701081,173.43660442651543,16.0,2.1998887062072754,18,1044.36572265625,1047.0411376953125
664,664,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000664.jpg,0,1,-1291.929443359375,146.9862518310547,-250.72802734375,20.492591857910156,-248.06723022460938,20.2094669342041,-254.90704345703125,5.9144086837768555,213.97879028320312,211.3029781114828,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.229651540517807,0.9982692003250122,2.992173194885254,3.0,216.59185791015625,0.06634606420993805,0.0064866915345191956,17.938526153564453,173.92622867160193,-0.4896172014538981,173.43661147014802,173.4366053870108,16.0,2.1998887062072754,18,1048.8570556640625,1051.532470703125
665,665,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000665.jpg,0,1,-1295.079345703125,147.35333251953125,-251.04261779785156,20.526065826416016,-248.38182067871094,20.24294090270996,-254.90704345703125,5.9144086837768555,214.29515075683594,211.61933440753904,3.0,2.999999999999999,2.9921715259552,2.9921715259552,0.22965124249458313,0.9982690811157227,2.992170810699463,3.0,216.59185791015625,0.06539487093687057,0.005651988089084625,17.938526153564453,173.92622867160193,-0.489610904873257,173.4366177667287,173.43661147014802,16.0,2.1998887062072754,18,1051.7119140625,1054.3873291015625
666,666,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000666.jpg,0,1,-1298.24267578125,147.72198486328125,-251.35719299316406,20.559539794921875,-248.69639587402344,20.276412963867188,-254.90704345703125,5.9144086837768555,214.61151123046875,211.93569114528194,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965140640735626,0.9982692003250122,2.992171049118042,3.0,216.59185791015625,0.06612104177474976,0.006338983774185181,17.938526153564453,173.92622867160193,-0.48961544054575273,173.43661323105619,173.43661776672866,16.0,2.1998887062072754,18,1054.5802001953125,1057.2557373046875
667,667,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000667.jpg,0,1,-1301.38623046875,148.08831787109375,-251.67176818847656,20.5930118560791,-249.01097106933594,20.309886932373047,-254.90704345703125,5.9144086837768555,214.9278564453125,212.25204666473226,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965139150619507,0.9982692003250122,2.9921724796295166,3.0,216.59185791015625,0.0659201592206955,0.005836173892021179,17.938526153564453,173.92622867160193,-0.48961672120622207,173.4366119503957,173.43661323105616,16.0,2.1998887062072754,18,1057.4287109375,1060.104248046875
668,668,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000668.jpg,0,1,-1303.9444580078125,148.41761779785156,-251.98635864257812,20.626483917236328,-249.3255615234375,20.343360900878906,-254.90704345703125,5.9144086837768555,215.2442169189453,212.56840270797818,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965118288993835,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06516088545322418,0.005221035331487656,17.938526153564453,173.92622867160193,-0.4896135729159015,173.43661509868602,173.4366119503957,16.0,2.1998887062072754,18,1059.691650390625,1062.3671875
669,669,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000669.jpg,0,1,-1306.722412109375,148.77520751953125,-252.30093383789062,20.659957885742188,-249.64015197753906,20.376834869384766,-254.90704345703125,5.9144086837768555,215.56057739257812,212.88475921963985,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965139150619507,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06531534343957901,0.00520140677690506,17.938526153564453,173.92622867160193,-0.4896131993899313,173.436615472212,173.43661509868602,16.0,2.1998887062072754,18,1062.1761474609375,1064.8516845703125
670,670,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000670.jpg,0,1,-1309.515380859375,149.1347198486328,-252.6155242919922,20.693431854248047,-249.9547119140625,20.410306930541992,-254.90704345703125,5.9144086837768555,215.87693786621094,213.2011161501926,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.229651540517807,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06525050103664398,0.005043454468250275,17.938526153564453,173.92622867160193,-0.48961303930737265,173.43661563229455,173.436615472212,16.0,2.1998887062072754,18,1064.67578125,1067.351318359375
671,671,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000671.jpg,0,1,-1311.37646484375,149.42196655273438,-252.93008422851562,20.726903915405273,-250.26930236816406,20.44377899169922,-254.90704345703125,5.9144086837768555,216.1932830810547,213.5174718420674,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.2296515852212906,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06567126512527466,0.00534820556640625,17.938526153564453,173.92622867160193,-0.48961512038063537,173.43661355122128,173.43661563229455,16.0,2.1998887062072754,18,1066.2415771484375,1068.9171142578125
672,672,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000672.jpg,0,1,-1313.2392578125,149.70947265625,-253.2446746826172,20.760377883911133,-250.58387756347656,20.477252960205078,-254.90704345703125,5.9144086837768555,216.5096435546875,213.83382803950772,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965124249458313,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06609315425157547,0.005821257829666138,17.938526153564453,173.92622867160193,-0.48961634768025186,173.43661232392168,173.43661355122128,16.0,2.1998887062072754,18,1067.8092041015625,1070.4847412109375
673,673,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000673.jpg,0,1,-1315.285400390625,150.02528381347656,-253.55926513671875,20.793851852416992,-250.89846801757812,20.510726928710938,-254.90704345703125,5.9144086837768555,216.8260040283203,214.15018468906112,3.0,2.999999999999999,2.9921715259552,2.9921715259552,0.22965094447135925,0.9982690811157227,2.9921720027923584,3.0,216.59185791015625,0.06540374457836151,0.005645260214805603,17.938526153564453,173.92622867160193,-0.4896050885402919,173.43662358306165,173.43661232392168,16.0,2.1998887062072754,18,1069.56201171875,1072.2376708984375
674,674,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000674.jpg,0,1,-1316.1864013671875,150.5006103515625,-253.87384033203125,20.82732582092285,-251.21304321289062,20.544198989868164,-254.90704345703125,5.9144086837768555,217.14236450195312,214.4665417429266,3.0,2.999999999999999,2.9921715259552,2.9921715259552,0.2296505570411682,0.9982690811157227,2.992171049118042,3.0,216.59185791015625,0.06481397151947021,0.0048422664403915405,17.938526153564453,173.92622867160193,-0.4895982583511219,173.4366304132508,173.43662358306162,16.0,2.1998887062072754,18,1070.1976318359375,1072.873291015625
675,675,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000675.jpg,0,1,-1317.1728515625,151.02105712890625,-254.18841552734375,20.860797882080078,-251.52761840820312,20.577672958374023,-254.90704345703125,5.9144086837768555,217.45870971679688,214.78289754507654,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965118288993835,0.9982692003250122,2.9921715259552,3.0,216.59185791015625,0.06624499708414078,0.006294865161180496,17.938526153564453,173.92622867160193,-0.4896137329984602,173.43661493860347,173.4366304132508,16.0,2.1998887062072754,18,1070.9237060546875,1073.5992431640625
676,676,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000676.jpg,0,1,-1318.155029296875,151.5392303466797,-254.50299072265625,20.894271850585938,-251.8422088623047,20.611146926879883,-254.90704345703125,5.9144086837768555,217.7750701904297,215.0992538411328,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.2296510487794876,0.9982692003250122,2.9921724796295166,3.0,216.59185791015625,0.06610057502985,0.006216887384653091,17.938526153564453,173.92622867160193,-0.48961405316357753,173.43661461843837,173.43661493860347,16.0,2.1998887062072754,18,1071.6453857421875,1074.32080078125
677,677,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000677.jpg,0,1,-1318.270751953125,152.68544006347656,-254.8175811767578,20.927745819091797,-252.15676879882812,20.64461898803711,-254.90704345703125,5.9144086837768555,218.0914306640625,215.4156105788757,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965118288993835,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06591183692216873,0.005949702113866806,17.938526153564453,173.92622867160193,-0.48961506701978247,173.43661360458216,173.43661461843834,16.0,2.1998887062072754,18,1071.5841064453125,1074.2596435546875
678,678,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000678.jpg,0,1,-1318.3973388671875,153.93800354003906,-255.1321563720703,20.961217880249023,-252.4713592529297,20.67809295654297,-254.90704345703125,5.9144086837768555,218.40777587890625,215.731966098326,3.0,2.999999999999999,2.9921720027923584,2.9921720027923584,0.22965100407600403,0.9982692003250122,2.9921720027923584,3.0,216.59185791015625,0.06617806851863861,0.00583292543888092,17.938526153564453,173.92622867160193,-0.48961800186669147,173.43661066973524,173.43661360458213,16.0,2.1998887062072754,18,1071.5482177734375,1074.2236328125
679,679,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000679.jpg,0,1,-1318.5125732421875,155.0791778564453,-255.4467315673828,20.994691848754883,-252.78594970703125,20.711566925048828,-269.10101318359375,6.004221439361572,218.72413635253906,216.04832214157193,3.0,2.999999999999999,2.9921727180480957,2.9921727180480957,0.2296523153781891,0.9982693195343018,2.9921720027923584,3.0,230.7156524658203,0.06252007186412811,0.0010770335793495178,19.351062774658203,173.92622867160193,-0.4896075965003778,173.43662107510156,173.43661066973524,16.0,2.1998887062072754,18,1071.4884033203125,1074.1636962890625
680,680,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000680.jpg,0,1,-1318.345703125,156.9526824951172,-255.76132202148438,21.028165817260742,-253.10052490234375,20.745040893554688,-269.10101318359375,6.004221439361572,219.04049682617188,216.3646786532336,3.0,2.999999999999999,2.9921727180480957,2.9921727180480957,0.2296525537967682,0.9982693195343018,2.992173433303833,3.0,230.7156524658203,0.06266464293003082,0.0010051541030406952,19.351062774658203,173.92622867160193,-0.4896102111821694,173.43661846041977,173.43662107510156,16.0,2.1998887062072754,18,1071.24267578125,1073.9178466796875
