route,frame_id,requested_slot,used_slot,top1_idx,hardms_snapped_idx,hardms_mode_to_anchor_m,Top-1 patch center_error_m,Gaussian local average + Top-1_error_m,3x3 local average + Top-1_error_m,Fixed HardMS (snapped anchor)_error_m,Oracle nearest anchor_error_m,Fixed HardMS (continuous mode; diagnostic)_error_m
model_dataset_new_2_flight,37,32,32,32,20,1.5287827253341675,2.6149744987487793,2.6149744987487793,3.6546523571014404,7.660402297973633,2.6149744987487793,8.942543983459473
model_dataset_new_2_flight,38,10,10,22,15,1.8426306247711182,11.579520225524902,6.933643341064453,7.388505935668945,7.388505935668945,2.6149744987487793,9.182820320129395
model_dataset_new_2_flight,39,9,9,32,20,1.8782589435577393,17.145397186279297,16.682647705078125,17.145397186279297,8.251760482788086,2.3750433921813965,6.6812262535095215
model_dataset_new_2_flight,40,21,21,33,21,2.307520627975464,7.240873336791992,7.240873336791992,7.240873336791992,2.3750433921813965,2.3750433921813965,3.9098682403564453
model_dataset_new_2_flight,41,30,30,12,14,1.6305819749832153,16.469738006591797,16.469738006591797,16.469738006591797,19.38397216796875,2.3750433921813965,18.776126861572266
model_dataset_new_2_flight,42,0,0,30,20,1.3575024604797363,21.82656478881836,21.82656478881836,21.82656478881836,15.537954330444336,1.833879828453064,15.136528015136719
model_dataset_new_2_flight,43,4,4,34,21,1.633438229560852,21.82656478881836,21.82656478881836,22.31694984436035,13.285660743713379,1.833879828453064,12.897256851196289
model_dataset_new_2_flight,44,3,3,33,20,1.9140154123306274,21.82656478881836,21.82656478881836,22.3614444732666,13.285660743713379,1.833879828453064,11.806665420532227
model_dataset_new_2_flight,45,5,5,11,15,1.8524060249328613,3.500579833984375,3.500579833984375,3.500579833984375,13.210775375366211,1.6302943229675293,14.979289054870605
model_dataset_new_2_flight,46,7,7,13,14,1.8651278018951416,3.500579833984375,3.500579833984375,5.120804786682129,5.120804786682129,1.6302943229675293,6.976482391357422
model_dataset_new_2_flight,47,2,2,33,14,2.003890037536621,22.635141372680664,5.120804786682129,4.077089786529541,8.162300109863281,1.6302943229675293,9.351569175720215
model_dataset_new_2_flight,48,14,14,11,21,1.8287655115127563,13.638720512390137,13.748177528381348,13.748177528381348,4.948030948638916,1.9523978233337402,3.124659776687622
model_dataset_new_2_flight,49,12,12,9,20,2.0137863159179688,13.638720512390137,13.543827056884766,13.543827056884766,8.679535865783691,1.9523978233337402,9.351861000061035
model_dataset_new_2_flight,50,25,25,22,20,1.5975486040115356,13.638720512390137,9.480961799621582,6.24857759475708,6.24857759475708,1.9523978233337402,6.775362014770508
model_dataset_new_2_flight,51,15,15,23,21,1.6313422918319702,12.420722961425781,4.951456546783447,14.808120727539062,4.951456546783447,2.0714879035949707,5.140231132507324
model_dataset_new_2_flight,52,16,16,12,21,1.506083369255066,16.9757137298584,4.951456546783447,4.951456546783447,5.249869346618652,2.0714879035949707,6.352122783660889
model_dataset_new_2_flight,53,13,13,21,20,2.0462160110473633,12.420722961425781,23.025493621826172,5.249869346618652,8.170355796813965,2.0714879035949707,10.104450225830078
model_dataset_new_2_flight,54,32,32,31,26,1.167720913887024,3.5791101455688477,8.333113670349121,8.333113670349121,4.654343605041504,1.2088249921798706,3.5420634746551514
model_dataset_new_2_flight,55,3,3,23,21,1.5400276184082031,17.96283531188965,17.96283531188965,21.944486618041992,14.473871231079102,1.2088249921798706,15.072793006896973
model_dataset_new_2_flight,56,25,25,30,26,0.8754587769508362,6.113704204559326,6.113704204559326,6.113704204559326,5.949326515197754,1.2088249921798706,6.119223117828369
model_dataset_new_2_flight,57,23,23,32,27,2.024360179901123,17.429208755493164,13.875147819519043,13.875147819519043,10.843214988708496,0.8483521938323975,11.58985710144043
model_dataset_new_2_flight,58,12,12,13,20,1.0779507160186768,5.029988765716553,17.889720916748047,17.889720916748047,11.196003913879395,0.8483521938323975,11.999869346618652
model_dataset_new_2_flight,59,32,32,11,16,2.311476707458496,22.158836364746094,26.066598892211914,26.066598892211914,15.53176212310791,1.564359188079834,15.312010765075684
model_dataset_new_2_flight,60,20,20,34,27,1.897299885749817,13.942835807800293,13.942835807800293,17.335468292236328,7.307106971740723,1.564359188079834,6.063638687133789
model_dataset_new_2_flight,61,13,13,26,20,1.756946086883545,11.55721378326416,11.55721378326416,17.870494842529297,7.307106971740723,1.564359188079834,8.609193801879883
model_dataset_new_2_flight,62,6,6,31,21,0.7922998666763306,20.932209014892578,20.932209014892578,30.359298706054688,16.951175689697266,2.363093614578247,16.189910888671875
model_dataset_new_2_flight,63,28,28,0,14,1.4322564601898193,26.81943130493164,26.81943130493164,26.81943130493164,13.502176284790039,2.363093614578247,12.07279109954834
model_dataset_new_2_flight,64,29,29,6,14,0.7834808826446533,28.248878479003906,30.627498626708984,30.627498626708984,17.620994567871094,2.363093614578247,16.92325782775879
model_dataset_new_2_flight,65,32,32,35,27,1.1762685775756836,12.185275077819824,12.185275077819824,12.185275077819824,3.483365535736084,3.2267112731933594,2.5200412273406982
model_dataset_new_2_flight,66,5,5,32,20,1.1273741722106934,30.765100479125977,33.610260009765625,33.610260009765625,23.3565616607666,3.2267112731933594,22.235858917236328
model_dataset_new_2_flight,67,23,23,6,14,1.189611792564392,27.068714141845703,26.20952606201172,26.20952606201172,16.759361267089844,3.2267112731933594,16.49867820739746
model_dataset_new_2_flight,68,32,32,31,26,1.9842097759246826,3.6749496459960938,3.6749496459960938,8.099849700927734,6.914356708526611,2.5855231285095215,5.155465126037598
model_dataset_new_2_flight,69,33,33,35,26,1.5258328914642334,11.352977752685547,11.352977752685547,8.099849700927734,7.391366958618164,2.5855231285095215,6.37540340423584
model_dataset_new_2_flight,70,6,6,8,15,1.9806779623031616,11.352977752685547,25.60235595703125,6.985673427581787,16.173322677612305,2.5855231285095215,14.827229499816895
model_dataset_new_2_flight,71,17,17,30,20,1.9508966207504272,26.275300979614258,26.275300979614258,12.64460277557373,13.893156051635742,1.7394840717315674,12.187801361083984
model_dataset_new_2_flight,72,30,30,17,15,1.2496658563613892,29.164247512817383,31.97047996520996,31.97047996520996,21.774627685546875,1.7394840717315674,20.533952713012695
model_dataset_new_2_flight,73,34,34,4,15,1.8198271989822388,25.23980140686035,25.821746826171875,25.821746826171875,16.26900291442871,1.7394840717315674,15.353439331054688
model_dataset_new_2_flight,74,1,1,35,20,1.1871249675750732,29.365224838256836,23.164134979248047,23.164134979248047,13.882075309753418,1.09041166305542,14.809260368347168
model_dataset_new_2_flight,75,26,26,11,15,1.9272327423095703,20.684118270874023,15.247245788574219,19.978025436401367,11.42142391204834,1.09041166305542,9.879636764526367
model_dataset_new_2_flight,76,1,1,5,15,1.660402774810791,18.76882553100586,18.76882553100586,19.097972869873047,12.484004020690918,1.09041166305542,11.952488899230957
model_dataset_new_2_flight,77,26,26,23,20,2.194506883621216,13.970975875854492,5.338890075683594,22.187910079956055,5.338890075683594,1.3733646869659424,6.817921161651611
model_dataset_new_2_flight,78,33,33,6,20,1.9275591373443604,24.85719108581543,28.698423385620117,28.698423385620117,11.614659309387207,1.3733646869659424,12.453380584716797
model_dataset_new_2_flight,79,22,22,16,15,1.7108901739120483,5.338890075683594,6.227612018585205,14.66930866241455,7.969084739685059,1.3733646869659424,8.566915512084961
model_dataset_new_2_flight,80,35,35,1,14,1.24186110496521,31.602218627929688,34.96430206298828,34.96430206298828,21.566057205200195,2.109571933746338,20.38852882385254
model_dataset_new_2_flight,81,25,25,35,20,1.9302533864974976,17.62411117553711,17.62411117553711,16.930707931518555,5.282083988189697,2.109571933746338,7.12733268737793
model_dataset_new_2_flight,82,8,8,29,20,1.8721861839294434,21.87706756591797,25.307138442993164,25.307138442993164,10.182414054870605,1.9695988893508911,9.580259323120117
model_dataset_new_2_flight,83,1,1,23,21,1.5808790922164917,25.595409393310547,25.595409393310547,28.582754135131836,18.637845993041992,1.9695988893508911,17.057579040527344
model_dataset_new_2_flight,84,8,8,28,20,1.816190242767334,18.637845993041992,25.307138442993164,25.307138442993164,10.182414054870605,1.9695988893508911,9.614419937133789
model_dataset_new_2_flight,85,34,34,6,14,1.0895699262619019,25.41594886779785,25.41594886779785,22.316898345947266,15.717204093933105,1.4304420948028564,14.660890579223633
model_dataset_new_2_flight,86,34,34,6,14,1.2448499202728271,25.41594886779785,25.41594886779785,22.316898345947266,15.717204093933105,1.4304420948028564,14.478654861450195
model_dataset_new_2_flight,87,6,6,27,15,2.2137622833251953,21.558195114135742,25.10508918762207,25.10508918762207,16.372425079345703,1.4304420948028564,15.674009323120117
model_dataset_new_2_flight,88,5,5,0,14,1.053829312324524,23.61737823486328,23.61737823486328,23.61737823486328,17.76559066772461,1.4150636196136475,18.01801109313965
model_dataset_new_2_flight,89,12,12,0,14,1.5227822065353394,8.067107200622559,8.067107200622559,8.067107200622559,9.831833839416504,1.4150636196136475,11.185209274291992
model_dataset_new_2_flight,90,11,11,1,14,0.8384078145027161,19.110923767089844,23.81072425842285,23.81072425842285,15.337323188781738,1.4150636196136475,15.233987808227539
model_dataset_new_2_flight,91,33,33,1,14,2.1209609508514404,24.039033889770508,22.419336318969727,22.419336318969727,13.452227592468262,2.0771727561950684,11.496204376220703
model_dataset_new_2_flight,92,28,28,24,14,2.129464864730835,19.894718170166016,20.891006469726562,20.891006469726562,12.74864673614502,2.0771727561950684,10.688575744628906
model_dataset_new_2_flight,93,21,21,15,14,1.8018046617507935,2.9048447608947754,15.30163860321045,15.30163860321045,6.195974349975586,2.0771727561950684,4.51290225982666
model_dataset_new_2_flight,94,26,26,12,14,1.7882307767868042,16.20018196105957,22.111555099487305,19.884323120117188,11.806169509887695,2.7995195388793945,10.303771018981934
model_dataset_new_2_flight,95,6,6,18,14,1.6223071813583374,7.4417901039123535,7.1571502685546875,7.1571502685546875,8.204390525817871,2.7995195388793945,9.339558601379395
model_dataset_new_2_flight,96,4,4,18,14,1.9154020547866821,23.94756507873535,23.94756507873535,26.630329132080078,13.357076644897461,2.7995195388793945,13.302639961242676
model_dataset_new_2_flight,97,14,14,0,14,1.5094953775405884,13.34632396697998,13.34632396697998,13.34632396697998,2.7421717643737793,2.7421717643737793,2.9528591632843018
model_dataset_new_2_flight,98,35,35,11,21,2.1290781497955322,20.71755027770996,20.71755027770996,25.427793502807617,13.34632396697998,2.7421717643737793,15.43966293334961
model_dataset_new_2_flight,99,27,27,3,14,1.9831922054290771,20.71755027770996,20.76618194580078,20.76618194580078,11.43819808959961,2.7421717643737793,9.829985618591309
model_dataset_new_2_flight,100,35,35,1,21,1.8645403385162354,30.497737884521484,22.460052490234375,22.460052490234375,13.422436714172363,1.815434455871582,15.219123840332031
model_dataset_new_2_flight,101,25,25,17,20,1.9514105319976807,23.014101028442383,11.189493179321289,6.833581924438477,8.522736549377441,1.815434455871582,10.45218563079834
model_dataset_new_2_flight,102,31,31,23,20,1.6607558727264404,23.014101028442383,11.189493179321289,6.084937572479248,12.293760299682617,1.815434455871582,13.897357940673828
model_dataset_new_2_flight,103,10,10,10,21,2.3029258251190186,0.959719717502594,4.3224053382873535,7.648554801940918,9.636791229248047,0.959719717502594,9.135007858276367
model_dataset_new_2_flight,104,17,17,17,21,2.0517547130584717,0.959719717502594,24.833559036254883,23.60597801208496,9.819840431213379,0.959719717502594,10.811238288879395
model_dataset_new_2_flight,105,29,29,29,21,1.364768385887146,0.959719717502594,0.959719717502594,3.953537940979004,10.573455810546875,0.959719717502594,11.934835433959961
model_dataset_new_2_flight,106,29,29,19,21,0.624005138874054,19.973064422607422,4.387906074523926,14.560811042785645,11.039074897766113,0.45134085416793823,11.657817840576172
model_dataset_new_2_flight,107,0,0,16,20,2.1451478004455566,20.847915649414062,9.114624977111816,13.84455394744873,16.640155792236328,0.45134085416793823,16.1510066986084
model_dataset_new_2_flight,108,26,26,7,15,2.0801329612731934,15.236456871032715,22.913576126098633,22.913576126098633,9.992138862609863,1.1522455215454102,8.07546615600586
model_dataset_new_2_flight,109,21,21,2,21,1.6623896360397339,15.236456871032715,9.677901268005371,9.677901268005371,1.1522455215454102,1.1522455215454102,2.566559076309204
model_dataset_new_2_flight,110,16,16,18,21,1.4024211168289185,20.756927490234375,22.34700584411621,10.268159866333008,7.6564226150512695,1.1522455215454102,8.269038200378418
model_dataset_new_2_flight,111,33,33,26,21,0.8603641986846924,7.965456485748291,8.462557792663574,8.462557792663574,9.040140151977539,2.1968634128570557,9.870134353637695
model_dataset_new_2_flight,112,1,1,35,21,2.1977646350860596,29.644155502319336,24.41529655456543,20.75680923461914,16.614215850830078,2.1968634128570557,14.635934829711914
model_dataset_new_2_flight,113,8,8,1,21,2.0459887981414795,7.965456485748291,19.70543670654297,19.70543670654297,10.476297378540039,2.1968634128570557,8.812750816345215
model_dataset_new_2_flight,114,16,16,20,21,1.3978345394134521,9.830747604370117,9.830747604370117,13.263507843017578,6.728210926055908,2.159601926803589,6.246931552886963
model_dataset_new_2_flight,115,7,7,17,21,1.9310182332992554,21.624605178833008,21.624605178833008,21.624605178833008,15.560458183288574,2.159601926803589,13.697799682617188
model_dataset_new_2_flight,116,6,6,16,15,2.0634384155273438,21.624605178833008,27.699159622192383,26.228609085083008,17.105220794677734,2.159601926803589,16.805530548095703
model_dataset_new_2_flight,117,28,28,11,21,2.3856587409973145,13.641273498535156,13.641273498535156,18.05881690979004,4.905257701873779,1.9575811624526978,4.299368381500244
model_dataset_new_2_flight,118,24,24,7,20,2.173513174057007,13.641273498535156,25.487506866455078,25.487506866455078,10.78820514678955,1.9575811624526978,12.706547737121582
model_dataset_new_2_flight,119,7,7,29,21,1.469665765762329,25.498104095458984,25.498104095458984,28.697336196899414,15.282673835754395,1.9575811624526978,13.818449020385742
model_dataset_new_2_flight,120,14,14,9,21,1.8009026050567627,5.408395767211914,5.408395767211914,9.780564308166504,8.407916069030762,2.1893928050994873,6.609877586364746
model_dataset_new_2_flight,121,22,22,17,22,2.1137259006500244,5.408395767211914,12.592613220214844,12.592613220214844,2.1893928050994873,2.1893928050994873,2.1048457622528076
model_dataset_new_2_flight,122,19,19,14,20,2.3168444633483887,5.408395767211914,12.592613220214844,9.780564308166504,5.252192974090576,2.1893928050994873,6.575178623199463
model_dataset_new_2_flight,123,30,30,19,20,1.7363436222076416,12.166489601135254,12.166489601135254,12.166489601135254,14.433137893676758,2.1938087940216064,16.14802360534668
model_dataset_new_2_flight,124,2,2,15,21,1.6247928142547607,8.410107612609863,8.410107612609863,14.954935073852539,12.780420303344727,2.1938087940216064,11.197479248046875
model_dataset_new_2_flight,125,20,20,33,15,1.5997486114501953,8.410107612609863,16.71162986755371,16.71162986755371,7.844776153564453,2.1938087940216064,6.255214691162109
model_dataset_new_2_flight,126,12,12,13,14,1.8152235746383667,3.4445977210998535,3.4445977210998535,3.4445977210998535,7.991610050201416,2.2685956954956055,8.812451362609863
model_dataset_new_2_flight,127,28,28,3,22,2.1379287242889404,21.445337295532227,3.4445977210998535,3.4445977210998535,6.483189582824707,2.2685956954956055,8.25727367401123
model_dataset_new_2_flight,128,4,4,16,15,1.6313560009002686,8.65534496307373,10.8523530960083,10.8523530960083,8.794252395629883,2.3789923191070557,9.9744234085083
model_dataset_new_2_flight,129,11,11,23,22,2.4634852409362793,8.65534496307373,8.65534496307373,8.65534496307373,8.794252395629883,2.3789923191070557,8.120664596557617
model_dataset_new_2_flight,130,32,32,6,14,1.2420698404312134,21.32128143310547,21.32128143310547,25.811372756958008,15.413403511047363,2.3789923191070557,14.52832317352295
model_dataset_new_2_flight,131,12,12,31,14,1.94599449634552,14.880208015441895,13.727496147155762,13.727496147155762,10.613643646240234,1.1987031698226929,11.986075401306152
model_dataset_new_2_flight,132,29,29,15,16,2.7442071437835693,13.059856414794922,10.627971649169922,10.627971649169922,10.627971649169922,1.1987031698226929,10.315293312072754
model_dataset_new_2_flight,133,25,25,12,14,1.8035215139389038,10.627971649169922,10.627971649169922,10.627971649169922,11.558004379272461,1.1987031698226929,10.98561954498291
model_dataset_new_2_flight,134,1,1,0,14,1.746685266494751,4.523725986480713,4.523725986480713,4.523725986480713,10.790843963623047,0.2569863200187683,12.50269603729248
model_dataset_new_2_flight,135,31,31,4,21,2.2221834659576416,27.664432525634766,4.523725986480713,4.523725986480713,13.516947746276855,0.2569863200187683,13.487133026123047
model_dataset_new_2_flight,136,0,0,31,14,2.1061363220214844,24.279146194458008,23.760774612426758,23.760774612426758,13.660733222961426,0.2569863200187683,15.76657485961914
model_dataset_new_2_flight,137,1,1,12,14,1.7285650968551636,11.391087532043457,11.391087532043457,11.391087532043457,10.983162879943848,0.8103299140930176,12.641633987426758
model_dataset_new_2_flight,138,20,20,30,20,1.4184712171554565,14.221227645874023,14.221227645874023,14.221227645874023,0.8103299140930176,0.8103299140930176,0.6093507409095764
model_dataset_new_2_flight,139,10,10,20,21,1.7606213092803955,14.221227645874023,14.221227645874023,11.391087532043457,11.391087532043457,0.8103299140930176,10.406990051269531
model_dataset_new_2_flight,140,25,25,23,21,1.632943868637085,18.185964584350586,17.816328048706055,17.816328048706055,9.093572616577148,1.5688514709472656,8.568470001220703
model_dataset_new_2_flight,141,17,17,33,15,1.6602674722671509,18.58277130126953,10.801520347595215,10.801520347595215,10.801520347595215,1.5688514709472656,11.427448272705078
model_dataset_new_2_flight,142,0,0,10,15,1.9979358911514282,18.678512573242188,18.678512573242188,23.2558650970459,16.68695640563965,1.5688514709472656,16.577632904052734
model_dataset_new_2_flight,143,3,3,18,20,1.4996302127838135,22.534198760986328,22.534198760986328,19.603424072265625,16.898550033569336,2.4830105304718018,15.808476448059082
model_dataset_new_2_flight,144,26,26,30,20,1.6453990936279297,13.107538223266602,13.107538223266602,13.107538223266602,4.120275974273682,2.4830105304718018,4.3380842208862305
model_dataset_new_2_flight,145,31,31,4,15,1.5235273838043213,25.49464225769043,25.49464225769043,28.069259643554688,14.910914421081543,2.4830105304718018,13.429283142089844
model_dataset_new_2_flight,146,28,28,6,14,1.2293477058410645,21.64002227783203,24.677284240722656,24.677284240722656,11.25758171081543,2.1788318157196045,10.050381660461426
model_dataset_new_2_flight,147,17,17,32,21,1.572774887084961,20.46954345703125,20.46954345703125,17.856021881103516,10.376739501953125,2.1788318157196045,10.925395011901855
model_dataset_new_2_flight,148,32,32,28,21,2.0191843509674072,9.957555770874023,16.08449935913086,16.08449935913086,8.64253044128418,2.3555238246917725,9.50322151184082
model_dataset_new_2_flight,149,8,8,4,15,1.3991302251815796,9.957555770874023,9.957555770874023,14.622119903564453,8.618290901184082,2.3555238246917725,8.820585250854492
model_dataset_new_2_flight,150,7,7,3,15,1.382712960243225,9.957555770874023,9.957555770874023,14.622119903564453,11.985603332519531,2.3555238246917725,11.430228233337402
model_dataset_new_2_flight,151,15,15,29,15,2.1711130142211914,11.415624618530273,11.415624618530273,8.936600685119629,2.073613405227661,2.073613405227661,2.496401071548462
model_dataset_new_2_flight,152,15,15,29,15,2.214219808578491,11.415624618530273,11.415624618530273,8.936600685119629,2.073613405227661,2.073613405227661,2.5398762226104736
model_dataset_new_2_flight,153,16,16,24,14,1.8542836904525757,21.540855407714844,20.336597442626953,20.336597442626953,10.749205589294434,2.073613405227661,9.7559814453125
model_dataset_new_2_flight,154,3,3,29,15,2.2403297424316406,19.02932357788086,19.02932357788086,14.752989768981934,8.502544403076172,2.6913392543792725,10.587580680847168
model_dataset_new_2_flight,155,5,5,25,15,2.2826321125030518,27.721084594726562,21.0495548248291,21.0495548248291,14.413756370544434,2.6913392543792725,16.67809295654297
model_dataset_new_2_flight,156,14,14,11,21,1.8394932746887207,13.351551055908203,16.051809310913086,16.051809310913086,4.191615581512451,2.6913392543792725,2.41383957862854
model_dataset_new_2_flight,157,25,25,10,15,1.6524206399917603,21.695045471191406,18.69539451599121,22.798154830932617,14.985381126403809,1.5746216773986816,13.336709022521973
model_dataset_new_2_flight,158,14,14,11,15,1.208341360092163,16.526790618896484,16.526790618896484,18.69539451599121,6.0728230476379395,1.5746216773986816,5.094892978668213
model_dataset_new_2_flight,159,12,12,9,15,1.8735532760620117,16.526790618896484,16.526790618896484,18.69539451599121,15.541058540344238,1.5746216773986816,13.847413063049316
model_dataset_new_2_flight,160,19,19,16,15,2.294614791870117,15.315361022949219,15.315361022949219,19.126619338989258,10.979852676391602,0.6026063561439514,8.882453918457031
model_dataset_new_2_flight,161,14,14,11,15,1.3713557720184326,15.315361022949219,15.315361022949219,14.371448516845703,4.8791728019714355,0.6026063561439514,3.654160499572754
model_dataset_new_2_flight,162,7,7,4,15,1.2136133909225464,15.315361022949219,15.315361022949219,10.979852676391602,10.45366096496582,0.6026063561439514,9.785202980041504
model_dataset_new_2_flight,163,27,27,31,20,1.72300386428833,11.561640739440918,11.561640739440918,11.561640739440918,7.55142879486084,1.0687086582183838,7.433577060699463
model_dataset_new_2_flight,164,5,5,7,14,1.4618290662765503,20.631214141845703,24.85748863220215,24.85748863220215,17.985029220581055,1.0687086582183838,16.977497100830078
model_dataset_new_2_flight,165,6,6,15,20,2.424853563308716,14.005931854248047,14.005931854248047,16.20594024658203,12.631935119628906,1.0687086582183838,12.741975784301758
model_dataset_new_2_flight,166,27,27,14,14,1.9113861322402954,9.332406044006348,9.332406044006348,15.505838394165039,9.332406044006348,2.384028196334839,7.832737922668457
