sequence_index,frame_id,image_path,gt_x,gt_y,predicted_current_x,predicted_current_y,candidate_capture,candidate_nearest_gt_m,hardms_x,hardms_y,hardms_support,raw_top1_x,raw_top1_y,model_next_step_dx,model_next_step_dy,model_next_step_m,gt_next_step_dx,gt_next_step_dy,next_step_error_m,model_velocity_x,model_velocity_y,model_acceleration_x,model_acceleration_y,stop_probability,route_gate,correction_gate,measurement_x,measurement_y,measurement_variance_x,measurement_variance_y,kf_predict_x,kf_predict_y,final_x,final_y,final_vx,final_vy,state_norm,error_predicted_current_m,error_hardms_m,error_measurement_m,error_final_m,state_00,state_01,state_02,state_03,state_04,state_05,state_06,state_07,state_08,state_09,state_10,state_11,state_12,state_13,state_14,state_15
10,10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,-77.41057586669922,4.6642866134643555,-37.562112399112955,14.629333173057601,0.0,25.95056915283203,-32.50415802001953,9.263697624206543,0.6099411249160767,-27.772829055786133,9.233684539794922,-0.18411079049110413,0.16582369804382324,0.24777869880199432,-3.3036117553710938,0.3003964424133301,3.1224024295806885,-0.34806641936302185,0.30210742354393005,-0.028148336336016655,0.048125989735126495,0.4916040599346161,0.1629389375448227,0.9997491240501404,-37.408782958984375,12.717185020446777,36.0,36.0,-37.367733746066996,14.939899591981629,-37.38431492418947,14.042069314450806,0.005051725830840765,0.2546373011732213,3.024179697036743,41.07556686964184,45.14134216308594,40.8043212890625,41.110149275146185,-0.034806642681360245,0.030210742726922035,-0.004691389389336109,0.008020998910069466,-0.8176429271697998,0.5757256746292114,0.9997491240501404,0.4916040599346161,0.1629389375448227,1.0,1.0,-0.999165415763855,0.9993534684181213,0.984663724899292,0.999575138092041,0.9539276361465454
11,11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,-80.71418762207031,4.9646830558776855,-37.56966213604859,14.205965910466542,0.0,29.256114959716797,-32.50415802001953,9.263697624206543,0.6112232804298401,-27.772829055786133,9.233684539794922,-0.1840285062789917,0.1657048463821411,0.2476380169391632,-3.3056716918945312,0.3005838394165039,3.1245555877685547,-0.3479355573654175,0.30194124579429626,-0.02809401974081993,0.04799768328666687,0.49160948395729065,0.1629517823457718,0.9997500777244568,-37.40834045410156,12.717823028564453,36.0,36.0,-37.37926319835863,14.296706615624029,-37.39102478945882,13.658056830033166,0.0021645335369796332,0.09786389154462993,3.024181365966797,44.12313892066719,48.401329040527344,43.99440383911133,44.18677613719001,-0.03479355573654175,0.030194124206900597,-0.004682336933910847,0.007999613881111145,-0.817568302154541,0.5758315324783325,0.9997500777244568,0.49160948395729065,0.1629517823457718,1.0,1.0,-0.9991620779037476,0.9993505477905273,0.9846035838127136,0.9995725750923157,0.9539998173713684
12,12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,-84.01985931396484,5.2652668952941895,-37.576288082627066,13.821837071452357,0.0,32.566104888916016,-32.50415802001953,9.263697624206543,0.6121450662612915,-27.772829055786133,9.233684539794922,-0.18394321203231812,0.16547177731990814,0.24741870164871216,-3.307037353515625,0.3007078170776367,3.126020669937134,-0.3478022813796997,0.30159857869148254,-0.02805468440055847,0.04779279977083206,0.49163034558296204,0.1630152016878128,0.999751627445221,-37.40811538696289,12.718162536621094,36.0,36.0,-37.38886025592184,13.755920721577796,-37.39665947580019,13.33558059261266,0.000248045431212105,-0.005425523307569929,3.024218797683716,47.225207272174735,51.67063903808594,47.203819274902344,47.31651642209687,-0.03478023037314415,0.030159858986735344,-0.004675780888646841,0.007965466938912868,-0.8175290822982788,0.5758872032165527,0.999751627445221,0.49163034558296204,0.1630152016878128,1.0,1.0,-0.9991576671600342,0.9993467926979065,0.9845560193061829,0.9995690584182739,0.954158365726471
13,13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,-87.32689666748047,5.565974712371826,-37.581833332332614,13.49913422213124,0.0,35.879188537597656,-32.50415802001953,9.263697624206543,0.6164963841438293,-27.772829055786133,9.233684539794922,-0.18390774726867676,0.16534841060638428,0.2473098486661911,-3.2024154663085938,0.33792972564697266,3.023437261581421,-0.3477417230606079,0.30142050981521606,-0.02805236726999283,0.04767804220318794,0.491641640663147,0.1630554348230362,0.9997523427009583,-37.408077239990234,12.718221664428711,36.0,36.0,-37.39641143036898,13.33015506930509,-37.40114092582222,13.082068022626956,-0.0009141048152283243,-0.06638644932734862,3.0242412090301514,50.373667188573414,54.94729995727539,50.428592681884766,50.48834266466056,-0.03477417305111885,0.030142052099108696,-0.004675394855439663,0.00794634036719799,-0.8175225257873535,0.5758966207504272,0.9997523427009583,0.491641640663147,0.1630554348230362,1.0,1.0,-0.9991559982299805,0.9993455410003662,0.9845411777496338,0.9995677471160889,0.9542360901832581
14,14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,-90.52931213378906,5.903904438018799,-37.58592401019694,13.239190023481433,0.0,39.09018325805664,-32.50415802001953,9.263697624206543,0.6178089380264282,-27.772829055786133,9.233684539794922,-0.2663172781467438,-0.018342742696404457,0.26694822311401367,-3.2017059326171875,0.33785486221313477,2.956921100616455,-0.5258533358573914,-0.02404029481112957,-0.0586407333612442,-0.028395172208547592,0.5202991962432861,0.3424686789512634,0.9999231100082397,-37.3512077331543,12.799311637878418,36.0,36.0,-37.40205503063745,13.015681573299608,-37.381431381756904,12.927921991231134,0.004151693500026456,-0.08794288415442338,3.0378308296203613,53.44912310436544,58.122344970703125,53.623291015625,53.6100181964161,-0.052585333585739136,-0.002404029481112957,-0.009773455560207367,-0.004732528701424599,-0.8079038858413696,0.589314341545105,0.9999231100082397,0.5202991962432861,0.3424686789512634,1.0,1.0,-0.9932761192321777,0.9906603693962097,0.9861657023429871,0.9889487028121948,0.9587162137031555
15,15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,-93.73101806640625,6.241759300231934,-37.64715994200659,12.915111925721268,0.0,42.30186462402344,-32.50415802001953,9.263697624206543,0.6168675422668457,-27.772829055786133,9.233684539794922,-0.26671159267425537,-0.018919551745057106,0.26738178730010986,-3.5121917724609375,0.3706183433532715,3.2687735557556152,-0.5270806550979614,-0.025505507364869118,-0.05848490446805954,-0.027916062623262405,0.5205814838409424,0.34652215242385864,0.9999303817749023,-37.34247589111328,12.811325073242188,36.0,36.0,-37.37727968825688,12.839979107076712,-37.36316121772596,12.82835534284732,0.00761826319448981,-0.09079691772165345,3.038562774658203,56.47948988245127,61.301387786865234,56.76994705200195,56.7513747246876,-0.05270806699991226,-0.0025505507364869118,-0.00974748469889164,-0.0046526771038770676,-0.8064426779747009,0.5913123488426208,0.9999303817749023,0.5205814838409424,0.34652215242385864,1.0,1.0,-0.9931046962738037,0.9902392029762268,0.9882549047470093,0.9882741570472717,0.9585689902305603
16,16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,-97.24320983886719,6.612377643585205,-37.62926924933803,12.81510815917158,0.0,45.826263427734375,-32.50415802001953,9.263697624206543,0.6135758757591248,-27.772829055786133,9.233684539794922,-0.2663700580596924,-0.018817784264683723,0.2670339345932007,-3.2447433471679688,0.33427858352661133,2.9992306232452393,-0.526308536529541,-0.025286667048931122,-0.05840790271759033,-0.02791532129049301,0.5204967260360718,0.3458839952945709,0.9999301433563232,-37.34309768676758,12.810477256774902,36.0,36.0,-37.35554295453147,12.737558425125666,-37.35049448744569,12.76713820826084,0.00885749377049603,-0.08353606584922187,3.038388967514038,59.935763768061705,64.79331970214844,60.21992874145508,60.20812594471686,-0.05263085290789604,-0.002528666751459241,-0.009734651073813438,-0.004652553703635931,-0.8065460920333862,0.5911712646484375,0.9999301433563232,0.5204967260360718,0.3458839952945709,1.0,1.0,-0.9931308031082153,0.9902132153511047,0.9882951974868774,0.9882158041000366,0.9583176374435425
17,17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,-100.48795318603516,6.946656227111816,-37.61626383708443,12.75396581303626,0.0,49.082828521728516,-32.50415802001953,9.263697624206543,0.6249300241470337,-27.772829055786133,9.233684539794922,-0.26637476682662964,-0.018816770985722542,0.2670385539531708,-3.2443771362304688,0.3342409133911133,2.9988577365875244,-0.5263174176216125,-0.025283221155405045,-0.058400943875312805,-0.02791735902428627,0.5204929113388062,0.3458663523197174,0.9999301433563232,-37.34309768676758,12.810476303100586,36.0,36.0,-37.34163699367519,12.683602142411619,-37.34222948849779,12.735065576943246,0.00871207783426183,-0.07090540102535914,3.038396120071411,63.13932345391209,68.02326965332031,63.416534423828125,63.410473141957766,-0.052631743252277374,-0.002528322162106633,-0.009733490645885468,-0.004652893170714378,-0.8065462112426758,0.5911710262298584,0.9999301433563232,0.5204929113388062,0.3458663523197174,1.0,1.0,-0.9931376576423645,0.9902188777923584,0.9882973432540894,0.9882192611694336,0.9583304524421692
18,18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,-103.73233032226562,7.28089714050293,-37.608003594376726,12.72189384674719,0.0,52.339691162109375,-32.50415802001953,9.263697624206543,0.6225161552429199,-27.772829055786133,9.233684539794922,-0.2662278413772583,-0.018771272152662277,0.2668887674808502,-3.5599594116210938,0.36675167083740234,3.3162171840667725,-0.5259838104248047,-0.025184445083141327,-0.058358531445264816,-0.027918320149183273,0.5204511284828186,0.3455204963684082,0.9999300241470337,-37.343421936035156,12.810033798217773,36.0,36.0,-37.33351741066353,12.664160175917887,-37.337534666060805,12.723326221186676,0.007726182052990879,-0.056385150591532714,3.038320779800415,66.34780350828476,71.25576782226562,66.61875915527344,66.61748212389497,-0.05259838327765465,-0.0025184445548802614,-0.009726421907544136,-0.004653053358197212,-0.8066002130508423,0.5910974740982056,0.9999300241470337,0.5204511284828186,0.3455204963684082,1.0,1.0,-0.9931570291519165,0.9902154207229614,0.9883284568786621,0.9881950616836548,0.9582170248031616
19,19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,-107.29228973388672,7.647648811340332,-37.60316321475999,12.710187033836714,0.0,55.88978958129883,-32.50415802001953,9.263697624206543,0.6279541254043579,-27.772829055786133,9.233684539794922,-0.266325980424881,-0.018801048398017883,0.2669887840747833,-3.3231964111328125,0.3046536445617676,3.0739355087280273,-0.526206374168396,-0.025248780846595764,-0.0583856925368309,-0.027918275445699692,0.5204783082008362,0.34574609994888306,0.9999301433563232,-37.343204498291016,12.810328483581543,36.0,36.0,-37.32980848400781,12.666941070595144,-37.33524161568784,12.72509588288069,0.0063928211088522926,-0.042113205793976774,3.038372278213501,69.87276757258932,74.80558776855469,70.13934326171875,70.14106536242723,-0.05262063816189766,-0.002524878131225705,-0.009730949066579342,-0.004653045907616615,-0.8065643310546875,0.5911464691162109,0.9999301433563232,0.5204783082008362,0.34574609994888306,1.0,1.0,-0.9931457042694092,0.9902185797691345,0.9883064031600952,0.9882124066352844,0.9582962989807129
20,20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,-110.61548614501953,7.9523024559021,-37.60096740145304,12.711935409571556,0.0,59.20332336425781,-32.50415802001953,9.263697624206543,0.6273510456085205,-27.772829055786133,9.233684539794922,-0.2662789225578308,-0.018787026405334473,0.2669408321380615,-3.3189697265625,0.30426549911499023,3.0697367191314697,-0.526099681854248,-0.025218764320015907,-0.058373093605041504,-0.027917739003896713,0.5204654932022095,0.3456381857395172,0.9999300241470337,-37.34331512451172,12.810178756713867,36.0,36.0,-37.32884879457899,12.682982677086715,-37.334715862810285,12.73456922885185,0.004952950333873265,-0.029453055044015762,3.0383460521698,73.16948854002109,78.1223373413086,73.43302917480469,73.4366486751784,-0.052609968930482864,-0.0025218764785677195,-0.009728848934173584,-0.004652956500649452,-0.8065823912620544,0.5911216735839844,0.9999300241470337,0.5204654932022095,0.3456381857395172,1.0,1.0,-0.9931501150131226,0.9902151823043823,0.9883168935775757,0.9882020354270935,0.9582585692405701
21,21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,-113.93445587158203,8.25656795501709,-37.60039501163958,12.721418738993929,0.0,62.5151481628418,-32.50415802001953,9.263697624206543,0.6314599514007568,-27.772829055786133,9.233684539794922,-0.26635512709617615,-0.018809884786605835,0.26701846718788147,-3.3149948120117188,0.30390071868896484,3.0656723976135254,-0.5262723565101624,-0.025268161669373512,-0.05839390307664871,-0.027917688712477684,0.5204863548278809,0.3458201289176941,0.9999301433563232,-37.343143463134766,12.81041145324707,36.0,36.0,-37.32976291247641,12.705116173807834,-37.33518956068631,12.747819979822168,0.0036211455250802303,-0.01897271211337365,3.0383875370025635,76.46452602280732,81.4365234375,76.7265625,76.73082134395436,-0.052627235651016235,-0.00252681621350348,-0.009732317179441452,-0.004652948118746281,-0.8065540790557861,0.5911603569984436,0.9999301433563232,0.5204863548278809,0.3458201289176941,1.0,1.0,-0.9931415915489197,0.9902187585830688,0.9883010983467102,0.9882156252861023,0.9583190679550171
22,22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,-117.24945068359375,8.560468673706055,-37.60094420077785,12.734653305716579,0.0,65.82512664794922,-32.50415802001953,9.263697624206543,0.6342519521713257,-27.772829055786133,9.233684539794922,-0.26644060015678406,-0.01883591338992119,0.2671055495738983,-3.5605926513671875,0.29915714263916016,3.309464931488037,-0.5264662504196167,-0.025324832648038864,-0.058416400104761124,-0.027916710823774338,0.5205095410346985,0.34600943326950073,0.9999301433563232,-37.34296798706055,12.810650825500488,36.0,36.0,-37.33156841516123,12.728847267708794,-37.33619163976154,12.762023620655714,0.002486503134350021,-0.01083049544043372,3.038428783416748,79.7578109170837,84.74821472167969,80.0194320678711,80.02363422751348,-0.05264662578701973,-0.002532483311370015,-0.009736066684126854,-0.004652785137295723,-0.806524932384491,0.5912001729011536,0.9999301433563232,0.5205095410346985,0.34600943326950073,1.0,1.0,-0.993130624294281,0.9902199506759644,0.9882869124412537,0.9882266521453857,0.958381712436676
23,23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,-120.81004333496094,8.859625816345215,-37.60203099176401,12.748838212672991,0.0,69.38255310058594,-27.772829055786133,9.233684539794922,0.6383211612701416,-27.772829055786133,9.233684539794922,-0.2667046785354614,-0.018917324021458626,0.26737475395202637,-3.259429931640625,0.2738533020019531,3.007011651992798,-0.5270597338676453,-0.02550116740167141,-0.05847718566656113,-0.027913978323340416,0.5205725431442261,0.3465826213359833,0.9999303817749023,-32.61113739013672,12.781325340270996,36.0,36.0,-37.33370513662719,12.75119312521528,-35.41841267233793,12.76341359668897,0.4725452498207766,-0.00783129839249274,3.0385587215423584,83.29885528126638,93.03797149658203,88.28604888916016,85.48081741686717,-0.052705973386764526,-0.002550116740167141,-0.009746197611093521,-0.004652329720556736,-0.8064408302307129,0.5913146138191223,0.9999303817749023,0.5205725431442261,0.3465826213359833,1.0,1.0,-0.9931000471115112,0.990226686000824,0.988251805305481,0.9882538318634033,0.9585810899734497
24,24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,-124.06947326660156,9.133479118347168,-35.6746405849836,12.760825928813377,0.0,72.64042663574219,-27.772829055786133,9.233684539794922,0.6342755556106567,-27.772829055786133,9.233684539794922,-0.18262991309165955,0.15117649734020233,0.2370823174715042,-3.249481201171875,0.27301788330078125,3.069270610809326,-0.34313318133354187,0.2763673961162567,-0.034613385796546936,0.04399150609970093,0.49331381916999817,0.17246103286743164,0.9997803568840027,-32.78545379638672,12.528801918029785,36.0,36.0,-34.94586742251715,12.755582298296478,-34.06968469840485,12.663608683172974,0.687582196068555,-0.03040390201414535,3.02356219291687,88.4692267949406,96.29669952392578,91.3471450805664,90.06899442685352,-0.03431331738829613,0.02763674035668373,-0.005768897943198681,0.007331917993724346,-0.8356207609176636,0.5493068695068359,0.9997803568840027,0.49331381916999817,0.17246103286743164,1.0,1.0,-0.9989563226699829,0.9989972114562988,0.988552451133728,0.9993928670883179,0.9462063312530518
25,25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,-127.31895446777344,9.40649700164795,-34.25324748933744,12.81333111940242,0.0,80.62083435058594,-27.74225425720215,13.991843223571777,0.6111546158790588,-27.772829055786133,9.233684539794922,-0.18385913968086243,0.16538068652153015,0.24729527533054352,-3.5123138427734375,0.3351449966430664,3.3327813148498535,-0.3474489450454712,0.3016625940799713,-0.02838214673101902,0.04726281017065048,0.4915962219238281,0.16281162202358246,0.9997513890266418,-32.64997100830078,17.440963745117188,36.0,36.0,-33.382102502336295,12.63320478115883,-33.08517693028416,14.583054763425622,0.7604551462734409,0.4481379752741396,3.0235183238983154,93.12804268372662,99.68221282958984,95.00931549072266,94.37585273387488,-0.03474489599466324,0.0301662590354681,-0.00473035778850317,0.007877135649323463,-0.8181561231613159,0.5749962329864502,0.9997513890266418,0.4915962219238281,0.16281162202358246,1.0,1.0,-0.9991344213485718,0.9993147850036621,0.9838124513626099,0.9995575547218323,0.9528286457061768
