sequence_index,frame_id,image_path,gt_x,gt_y,predicted_current_x,predicted_current_y,candidate_capture,candidate_nearest_gt_m,hardms_x,hardms_y,hardms_support,raw_top1_x,raw_top1_y,model_next_step_dx,model_next_step_dy,model_next_step_m,gt_next_step_dx,gt_next_step_dy,next_step_error_m,model_velocity_x,model_velocity_y,model_acceleration_x,model_acceleration_y,stop_probability,route_gate,correction_gate,measurement_x,measurement_y,measurement_variance_x,measurement_variance_y,kf_predict_x,kf_predict_y,final_x,final_y,final_vx,final_vy,state_norm,error_predicted_current_m,error_hardms_m,error_measurement_m,error_final_m,state_00,state_01,state_02,state_03,state_04,state_05,state_06,state_07,state_08,state_09,state_10,state_11,state_12,state_13,state_14,state_15
348,348,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000348.jpg,-494.6389465332031,49.91730499267578,-32.830335763212545,17.61109022722524,0.0,448.5801086425781,-27.74225425720215,13.991843223571777,0.6009132862091064,-27.772829055786133,9.233684539794922,-0.183882474899292,0.16539208590984344,0.2473202496767044,0.048675537109375,-0.07957077026367188,0.3377721607685089,-0.3477771580219269,0.30153563618659973,-0.02785203605890274,0.04759262502193451,0.4916205406188965,0.162835031747818,0.9997522234916687,-32.6452751159668,17.447643280029297,36.0,36.0,-32.645138752876335,17.44783855905605,-32.645194056794324,17.44775936097361,9.684631272426804e-05,0.0001408511903057878,3.0240321159362793,462.9372360199383,468.2768249511719,463.1332702636719,463.13334874608466,-0.03477771580219269,0.030153563246130943,-0.004642006009817123,0.007932104170322418,-0.8173725008964539,0.5761095881462097,0.9997522234916687,0.4916205406188965,0.162835031747818,1.0,1.0,-0.9991499781608582,0.9993371963500977,0.984146773815155,0.9995639324188232,0.954048216342926
349,349,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000349.jpg,-494.59027099609375,49.83773422241211,-32.83030475112473,17.611237057017235,0.0,448.52764892578125,-27.74225425720215,13.991843223571777,0.6035308837890625,-27.772829055786133,9.233684539794922,-0.18393918871879578,0.16549083590507507,0.24742846190929413,0.455902099609375,-0.11496353149414062,0.6986068487167358,-0.34787145256996155,0.3016755282878876,-0.027876053005456924,0.04769185557961464,0.4916131794452667,0.16281749308109283,0.999751627445221,-32.645538330078125,17.447265625,36.0,36.0,-32.6450972104816,17.447900212163916,-32.64527611257238,17.447642846652837,5.2939350418514215e-05,7.768737961735445e-05,3.0240392684936523,462.8831532321155,468.22216796875,463.07891845703125,463.0791469255192,-0.034787144511938095,0.030167553573846817,-0.004646008834242821,0.00794864259660244,-0.8174168467521667,0.5760468244552612,0.999751627445221,0.4916131794452667,0.16281749308109283,1.0,1.0,-0.9991538524627686,0.9993403553962708,0.9842022657394409,0.9995665550231934,0.9540098309516907
350,350,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000350.jpg,-494.1343688964844,49.72277069091797,-32.83044499169115,17.611216974836637,0.0,448.0668029785156,-27.74225425720215,13.991843223571777,0.599598228931427,-27.772829055786133,9.233684539794922,-0.1838097721338272,0.16522839665412903,0.24715673923492432,0.456451416015625,-0.11510086059570312,0.6989412307739258,-0.34766629338264465,0.30130523443222046,-0.027814555913209915,0.047433532774448395,0.4916394054889679,0.1628783792257309,0.9997531771659851,-32.644859313964844,17.448244094848633,36.0,36.0,-32.645223173221964,17.447720534032456,-32.64507560511943,17.44793287128839,8.915618325231625e-05,0.00012980015175858412,3.0240225791931152,462.4202224081685,467.7588195800781,462.61669921875,462.6165074647108,-0.034766629338264465,0.030130524188280106,-0.004635759629309177,0.007905589416623116,-0.8173023462295532,0.5762090682983398,0.9997531771659851,0.4916394054889679,0.1628783792257309,1.0,1.0,-0.9991450309753418,0.9993338584899902,0.984058678150177,0.999560534954071,0.9541043639183044
351,351,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000351.jpg,-493.67791748046875,49.607669830322266,-32.83011088480461,17.61125108858373,0.0,447.60540771484375,-27.74225425720215,13.991843223571777,0.6025512218475342,-27.772829055786133,9.233684539794922,-0.1838984340429306,0.1653282791376114,0.24728944897651672,0.45611572265625,-0.11502456665039062,0.6987244486808777,-0.347810834646225,0.3014361560344696,-0.02786284312605858,0.04755434766411781,0.49163132905960083,0.16287551820278168,0.9997524619102478,-32.645381927490234,17.447494506835938,36.0,36.0,-32.64498644893618,17.448062671440148,-32.64514684067741,17.447832244507403,4.9792114862575865e-05,7.324772911140067e-05,3.0240654945373535,461.95721842648084,467.294921875,462.1528625488281,462.153081518828,-0.0347810834646225,0.03014361672103405,-0.00464380718767643,0.007925724610686302,-0.8173903226852417,0.5760843753814697,0.9997524619102478,0.49163132905960083,0.16287551820278168,1.0,1.0,-0.9991510510444641,0.9993383884429932,0.98417067527771,0.9995642900466919,0.9541139006614685
352,352,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000352.jpg,-493.2218017578125,49.492645263671875,-32.83027188679556,17.611248650508326,0.0,447.14434814453125,-27.74225425720215,13.991843223571777,0.6063234806060791,-27.772829055786133,9.233684539794922,-0.1840333789587021,0.16567261517047882,0.24762007594108582,0.633514404296875,-0.05524444580078125,0.846869945526123,-0.3480280935764313,0.30193427205085754,-0.02791198343038559,0.04787025600671768,0.49159812927246094,0.16277475655078888,0.9997503161430359,-32.64601135253906,17.446578979492188,36.0,36.0,-32.64509704856255,17.447905492236515,-32.64546785705597,17.447367506834652,-4.121338693159483e-05,-5.8787087574015535e-05,3.0240371227264404,461.4940782144244,466.83135986328125,461.6893310546875,461.68978673561105,-0.03480280935764313,0.030193427577614784,-0.004651997238397598,0.007978376001119614,-0.8174968957901001,0.5759331583976746,0.9997503161430359,0.49159812927246094,0.16277475655078888,1.0,1.0,-0.9991594552993774,0.9993447065353394,0.9842787981033325,0.9995704889297485,0.9539243578910828
353,353,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000353.jpg,-492.5882873535156,49.437400817871094,-32.83073377458679,17.61111903349377,0.0,446.5089111328125,-27.74225425720215,13.991843223571777,0.6069451570510864,-27.772829055786133,9.233684539794922,-0.18415126204490662,0.165937140583992,0.24788469076156616,0.5760498046875,-0.05023193359375,0.790338397026062,-0.34822356700897217,0.3023200035095215,-0.02796129137277603,0.04811830446124077,0.4915817081928253,0.16270899772644043,0.9997480511665344,-32.64652633666992,17.445823669433594,36.0,36.0,-32.6455090704429,17.447308719747078,-32.645921636686445,17.44670643726385,-0.00014246726510176407,-0.00020660198550689714,3.0239930152893066,460.85780918315817,466.19549560546875,461.05303955078125,461.05355904509275,-0.03482235595583916,0.030232001096010208,-0.004660215228796005,0.008019717410206795,-0.8175846338272095,0.5758084058761597,0.9997480511665344,0.4915817081928253,0.16270899772644043,1.0,1.0,-0.9991654753684998,0.9993497729301453,0.9843422174453735,0.9995753169059753,0.9537222385406494
354,354,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000354.jpg,-492.0122375488281,49.387168884277344,-32.831309802920174,17.61071564120251,0.0,445.93115234375,-27.74225425720215,13.991843223571777,0.6054224967956543,-27.772829055786133,9.233684539794922,-0.18393385410308838,0.16551679372787476,0.2474418580532074,0.577606201171875,-0.0503692626953125,0.7915491461753845,-0.3478713631629944,0.30171799659729004,-0.027850482612848282,0.04770481958985329,0.4916098415851593,0.1627885103225708,0.9997515082359314,-32.6455192565918,17.44728660583496,36.0,36.0,-32.646064103951545,17.446499835278342,-32.64584313364648,17.446818920847544,-8.82357308978783e-05,-0.00012829055829980578,3.0240232944488525,460.2791189987898,465.6172790527344,460.4757995605469,460.47548281509034,-0.0347871370613575,0.030171800404787064,-0.00464174710214138,0.007950803264975548,-0.8174142241477966,0.5760504007339478,0.9997515082359314,0.4916098415851593,0.1627885103225708,1.0,1.0,-0.9991535544395447,0.9993396401405334,0.9841718673706055,0.9995662569999695,0.9539985656738281
355,355,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000355.jpg,-491.43463134765625,49.33679962158203,-32.83100722491114,17.61041817629832,0.0,445.3518371582031,-27.74225425720215,13.991843223571777,0.6064457297325134,-27.772829055786133,9.233684539794922,-0.18408221006393433,0.16576816141605377,0.24772028625011444,0.868988037109375,-0.17569351196289062,1.1070470809936523,-0.3481130003929138,0.30207014083862305,-0.027927478775382042,0.04796826094388962,0.4915933609008789,0.16275270283222198,0.999749481678009,-32.64624786376953,17.44623374938965,36.0,36.0,-32.64593136937738,17.446690630289243,-32.646059728010556,17.44650533598625,-0.00011973808866144139,-0.00017376632631110374,3.0240273475646973,459.699736064888,465.0375061035156,459.8954162597656,459.89557979873723,-0.03481129929423332,0.030207013711333275,-0.004654579795897007,0.007994710467755795,-0.8175370097160339,0.5758761763572693,0.999749481678009,0.4915933609008789,0.16275270283222198,1.0,1.0,-0.9991618990898132,0.9993466138839722,0.9843084812164307,0.9995722770690918,0.9538625478744507
356,356,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000356.jpg,-490.5656433105469,49.16110610961914,-32.831375969452004,17.610350072059088,0.0,444.4755554199219,-27.74225425720215,13.991843223571777,0.6039676070213318,-27.772829055786133,9.233684539794922,-0.18383774161338806,0.16527555882930756,0.2472090721130371,0.79205322265625,-0.1601409912109375,1.028717279434204,-0.3477163314819336,0.30137118697166443,-0.027817081660032272,0.04748053848743439,0.49163416028022766,0.16286177933216095,0.999752938747406,-32.6450080871582,17.448026657104492,36.0,36.0,-32.64617946609922,17.446331569659936,-32.64570439733489,17.447019035576833,-3.144558438947451e-06,-5.045323844455907e-06,3.0240345001220703,458.8203457834347,464.15771484375,459.0174560546875,459.01683386692883,-0.0347716324031353,0.030137119814753532,-0.004636180587112904,0.007913423702120781,-0.8173277378082275,0.5761730074882507,0.999752938747406,0.49163416028022766,0.16286177933216095,1.0,1.0,-0.9991471171379089,0.9993352890014648,0.9840831756591797,0.9995617270469666,0.9541172385215759
357,357,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000357.jpg,-489.7735900878906,49.0009651184082,-32.83076828194902,17.610383449754227,0.0,443.6769104003906,-27.74225425720215,13.991843223571777,0.607007622718811,-27.772829055786133,9.233684539794922,-0.18408189713954926,0.16574008762836456,0.2477012723684311,0.871673583984375,-0.17623519897460938,1.1097596883773804,-0.3481082618236542,0.3020254075527191,-0.027940498664975166,0.04795164614915848,0.4915967583656311,0.162772074341774,0.9997496008872986,-32.64633560180664,17.44611167907715,36.0,36.0,-32.64570754189333,17.447013990252987,-32.645962260188575,17.446648045604046,-6.565867741445637e-05,-9.485711887208071e-05,3.0240418910980225,458.0197714263795,463.3558044433594,458.2150573730469,458.21538936324816,-0.03481082618236542,0.03020254150032997,-0.004656749777495861,0.007991941645741463,-0.8175514936447144,0.5758556723594666,0.9997496008872986,0.4915967583656311,0.162772074341774,1.0,1.0,-0.9991618990898132,0.9993466734886169,0.9843261241912842,0.999572217464447,0.9538853764533997
358,358,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000358.jpg,-488.90191650390625,48.824729919433594,-32.83127760138815,17.610465609402233,0.0,442.7980041503906,-27.74225425720215,13.991843223571777,0.6051080226898193,-27.772829055786133,9.233684539794922,-0.1839274764060974,0.16541311144828796,0.2473677694797516,1.34820556640625,-0.2043304443359375,1.5761162042617798,-0.34786856174468994,0.30156052112579346,-0.027849851176142693,0.047628842294216156,0.49162307381629944,0.1628369688987732,0.9997519850730896,-32.64551544189453,17.447298049926758,36.0,36.0,-32.64602791886599,17.446553188485176,-32.645820076815006,17.446855277239088,-1.4649138854534317e-05,-2.0717127141217217e-05,3.024052143096924,457.1375700654756,462.4732971191406,457.3340759277344,457.33379116783885,-0.034786857664585114,0.030156051740050316,-0.004641641862690449,0.007938141003251076,-0.8174129724502563,0.5760521292686462,0.9997519850730896,0.49162307381629944,0.1628369688987732,1.0,1.0,-0.9991531372070312,0.9993395805358887,0.984174907207489,0.9995654821395874,0.9540737867355347
359,359,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000359.jpg,-487.5537109375,48.620399475097656,-32.830975586168826,17.610354300781886,0.0,441.4418029785156,-27.74225425720215,13.991843223571777,0.6074687242507935,-27.772829055786133,9.233684539794922,-0.18404793739318848,0.16565629839897156,0.24761998653411865,1.23907470703125,-0.18778610229492188,1.4663559198379517,-0.34805887937545776,0.30190837383270264,-0.0279146209359169,0.04786413162946701,0.4916030466556549,0.16278798878192902,0.9997503161430359,-32.6461296081543,17.446409225463867,36.0,36.0,-32.64583472595386,17.446834560111945,-32.64595431946684,17.446662059823087,-4.400032107634062e-05,-6.305293019255233e-05,3.0240488052368164,455.7788816379164,461.1135559082031,455.9744873046875,455.9746362854936,-0.034805890172719955,0.030190838500857353,-0.004652436822652817,0.007977355271577835,-0.8175167441368103,0.5759048461914062,0.9997503161430359,0.4916030466556549,0.16278798878192902,1.0,1.0,-0.9991604089736938,0.9993454813957214,0.984290361404419,0.9995708465576172,0.9539427757263184
360,360,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000360.jpg,-486.31463623046875,48.432613372802734,-32.83123422594701,17.610398143941747,0.0,440.1954650878906,-27.74225425720215,13.991843223571777,0.6035066246986389,-27.772829055786133,9.233684539794922,-0.1839144080877304,0.16544221341609955,0.24737751483917236,1.232177734375,-0.18674468994140625,1.4592301845550537,-0.34783926606178284,0.30161017179489136,-0.027849124744534492,0.04763685166835785,0.49161750078201294,0.16282029449939728,0.9997519850730896,-32.64533233642578,17.447559356689453,36.0,36.0,-32.645998319787914,17.446599006892896,-32.64572822111887,17.44698848989895,2.2288518974952857e-05,3.2535755166494454e-05,3.024031400680542,454.529652327776,459.8638916015625,454.7261962890625,454.72583722918137,-0.034783925861120224,0.030161017552018166,-0.004641520790755749,0.0079394755885005,-0.8173824548721313,0.5760955214500427,0.9997519850730896,0.49161750078201294,0.16282029449939728,1.0,1.0,-0.9991522431373596,0.9993391036987305,0.9841582179069519,0.9995653033256531,0.9540323615074158
361,361,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000361.jpg,-485.08245849609375,48.24586868286133,-32.8308715023721,17.610515290402134,0.0,438.9560852050781,-27.74225425720215,13.991843223571777,0.6005087494850159,-27.772829055786133,9.233684539794922,-0.18382026255130768,0.1651677042245865,0.24712397158145905,2.089813232421875,-0.17370986938476562,2.2987492084503174,-0.3476942181587219,0.30121612548828125,-0.02781696990132332,0.04738827422261238,0.4916512668132782,0.16291433572769165,0.9997534155845642,-32.64479446411133,17.448335647583008,36.0,36.0,-32.645705932599896,17.447021025654116,-32.64533627407742,17.447554188573008,0.00011301178968391958,0.00016338701621470774,3.024038553237915,453.2880130952292,458.6212158203125,453.484619140625,453.484162612355,-0.03476942330598831,0.030121613293886185,-0.004636161960661411,0.00789804570376873,-0.8172916769981384,0.5762242078781128,0.9997534155845642,0.4916512668132782,0.16291433572769165,1.0,1.0,-0.9991454482078552,0.999334990978241,0.9840582609176636,0.9995606541633606,0.9541419744491577
362,362,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000362.jpg,-482.9926452636719,48.07215881347656,-32.83038060520824,17.610814049076325,0.0,436.8605651855469,-27.74225425720215,13.991843223571777,0.6019770503044128,-27.772829055786133,9.233684539794922,-0.18389059603214264,0.1653326451778412,0.24728654325008392,1.901611328125,-0.1580657958984375,2.1104276180267334,-0.3478035032749176,0.30144715309143066,-0.027845945209264755,0.04754888266324997,0.49163082242012024,0.16286630928516388,0.9997524619102478,-32.64520263671875,17.44774627685547,36.0,36.0,-32.645223262287736,17.447717575589223,-32.64521489730589,17.447729215780637,0.00011506476145652737,0.00016624380477068664,3.024052143096924,451.1917087528231,456.5242614746094,451.3874816894531,451.3874873385095,-0.0347803495824337,0.030144715681672096,-0.0046409908682107925,0.007924813777208328,-0.817360520362854,0.5761265754699707,0.9997524619102478,0.49163082242012024,0.16286630928516388,1.0,1.0,-0.999150812625885,0.9993383884429932,0.9841497540473938,0.9995641112327576,0.9540959000587463
363,363,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000363.jpg,-481.0910339355469,47.914093017578125,-32.830332274706194,17.611149712953193,0.0,434.9537658691406,-27.74225425720215,13.991843223571777,0.6032325625419617,-27.772829055786133,9.233684539794922,-0.18395276367664337,0.16548505425453186,0.24743469059467316,1.90118408203125,-0.15803146362304688,2.1100850105285645,-0.347898006439209,0.3016650378704071,-0.02787911519408226,0.047692544758319855,0.49161502718925476,0.16282795369625092,0.9997515082359314,-32.645565032958984,17.447221755981445,36.0,36.0,-32.64509983254443,17.447895459585407,-32.6452885009406,17.44762222986661,6.876090819910849e-05,9.918652829161715e-05,3.024049997329712,449.28379119037066,454.61614990234375,449.4792175292969,449.479468319364,-0.0347898006439209,0.0301665049046278,-0.00464651919901371,0.007948758080601692,-0.8174218535423279,0.5760394930839539,0.9997515082359314,0.49161502718925476,0.16282795369625092,1.0,1.0,-0.999154806137085,0.9993411898612976,0.9842139482498169,0.9995669722557068,0.9540269374847412
364,364,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000364.jpg,-479.1898498535156,47.75606155395508,-32.830470696963815,17.611191063292726,0.0,433.0473937988281,-27.74225425720215,13.991843223571777,0.6052261590957642,-27.772829055786133,9.233684539794922,-0.18400610983371735,0.16561073064804077,0.24755840003490448,2.58221435546875,-0.23725509643554688,2.795402765274048,-0.3479890823364258,0.30184778571128845,-0.027892224490642548,0.04780834913253784,0.49160483479499817,0.16279104351997375,0.9997506737709045,-32.645790100097656,17.4468936920166,36.0,36.0,-32.6452197400324,17.447721416394902,-32.645451057364426,17.447385721442707,1.198995972349511e-05,1.6798750999386496e-05,3.0240366458892822,447.376137693911,452.7084655761719,447.5715026855469,447.5717997449531,-0.03479890897870064,0.030184779316186905,-0.004648704081773758,0.007968058809638023,-0.8174598217010498,0.5759854316711426,0.9997506737709045,0.49160483479499817,0.16279104351997375,1.0,1.0,-0.9991580247879028,0.9993436932563782,0.9842484593391418,0.999569296836853,0.9539519548416138
365,365,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000365.jpg,-476.6076354980469,47.51880645751953,-32.830688669495984,17.611076959327356,0.0,430.4571838378906,-27.74225425720215,13.991843223571777,0.6050134897232056,-27.772829055786133,9.233684539794922,-0.18398171663284302,0.16558758914470673,0.24752479791641235,2.831298828125,-0.26013946533203125,3.0451862812042236,-0.34794771671295166,0.3018181324005127,-0.027879886329174042,0.04777748882770538,0.4916054606437683,0.16278722882270813,0.9997509121894836,-32.645668029785156,17.447071075439453,36.0,36.0,-32.6454390674047,17.447402520193705,-32.64553192623232,17.447268098236528,-1.0799874795937538e-05,-1.6191695233537903e-05,3.024026870727539,444.78359999016095,450.1157531738281,444.9792785644531,444.97937797970417,-0.034794773906469345,0.03018181398510933,-0.004646647721529007,0.007962915115058422,-0.8174391984939575,0.5760149955749512,0.9997509121894836,0.4916054606437683,0.16278722882270813,1.0,1.0,-0.9991564750671387,0.9993423819541931,0.9842208623886108,0.9995683431625366,0.9539536237716675
366,366,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000366.jpg,-473.7763366699219,47.2586669921875,-32.830744930500096,17.610936558450177,0.0,427.6170959472656,-27.74225425720215,13.991843223571777,0.6039103269577026,-27.772829055786133,9.233684539794922,-0.18391412496566772,0.16541045904159546,0.24735607206821442,2.582855224609375,-0.23731231689453125,2.7959253787994385,-0.34784239530563354,0.30156195163726807,-0.027849258854985237,0.04761511832475662,0.4916227459907532,0.1628388911485672,0.9997521042823792,-32.64530944824219,17.44759178161621,36.0,36.0,-32.64554272610712,17.447251906541293,-32.645448117075695,17.447389747530416,1.2419502676592978e-05,1.7637865322588744e-05,3.0240416526794434,441.94117571719926,447.27294921875,442.13720703125,442.1370523789896,-0.034784238785505295,0.030156195163726807,-0.0046415431424975395,0.00793585367500782,-0.8173786401748657,0.5761009454727173,0.9997521042823792,0.4916227459907532,0.1628388911485672,1.0,1.0,-0.999152421951294,0.9993394613265991,0.9841629862785339,0.9995651841163635,0.9540535807609558
367,367,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000367.jpg,-471.1934814453125,47.02135467529297,-32.83059044826572,17.61088585720015,0.0,425.0263366699219,-27.74225425720215,13.991843223571777,0.6047206521034241,-27.772829055786133,9.233684539794922,-0.1839360147714615,0.16544581949710846,0.24739599227905273,4.414642333984375,-0.4674034118652344,4.64192008972168,-0.34787580370903015,0.3016112148761749,-0.02786373160779476,0.04765135422348976,0.491619348526001,0.16283491253852844,0.9997518658638,-32.645416259765625,17.447437286376953,36.0,36.0,-32.64543569757302,17.44740738539574,-32.64542781430415,17.44741951214798,1.4354250267392415e-05,2.061406784326825e-05,3.024047374725342,439.34838099097254,444.6795959472656,439.5440979003906,439.5440967463671,-0.034787580370903015,0.030161121860146523,-0.004643955267965794,0.007941892370581627,-0.8173966407775879,0.5760751962661743,0.9997518658638,0.491619348526001,0.16283491253852844,1.0,1.0,-0.9991539120674133,0.9993406534194946,0.9841906428337097,0.9995662569999695,0.9540417790412903
368,368,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000368.jpg,-466.7788391113281,46.553951263427734,-32.830592563468656,17.610950169752883,0.0,420.59552001953125,-27.74225425720215,13.991843223571777,0.6012679934501648,-27.772829055786133,9.233684539794922,-0.18385173380374908,0.16527009010314941,0.24721582233905792,4.837860107421875,-0.5122108459472656,5.067205429077148,-0.34774449467658997,0.3013624846935272,-0.02782151848077774,0.04748160392045975,0.49163818359375,0.16288091242313385,0.9997528195381165,-32.644859313964844,17.4482364654541,36.0,36.0,-32.64541346005388,17.447440126215824,-32.645188718521865,17.447763092494856,6.951133608946082e-05,9.987791645310452e-05,3.024038553237915,434.9123796746539,440.2424621582031,435.1085510253906,435.10825847508926,-0.03477444872260094,0.030136248096823692,-0.004636920057237148,0.007913600653409958,-0.8173031806945801,0.5762078762054443,0.9997528195381165,0.49163818359375,0.16288091242313385,1.0,1.0,-0.9991483092308044,0.9993369579315186,0.9840971827507019,0.9995625019073486,0.9541062116622925
369,369,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000369.jpg,-461.94097900390625,46.04174041748047,-32.8302663628237,17.61112239588012,0.0,415.74017333984375,-27.74225425720215,13.991843223571777,0.6015574932098389,-27.772829055786133,9.233684539794922,-0.183832585811615,0.1652286946773529,0.24717390537261963,3.03521728515625,-0.35204315185546875,3.260345458984375,-0.347708135843277,0.301301509141922,-0.02782442793250084,0.04744551330804825,0.4916419982910156,0.16289469599723816,0.9997530579566956,-32.644866943359375,17.44822883605957,36.0,36.0,-32.64511920718578,17.44786297041131,-32.64501689813778,17.448011352233234,9.46204865428128e-05,0.0001362944559895466,3.0240399837493896,430.0515128963365,435.3799743652344,430.247314453125,430.2471666637378,-0.03477081283926964,0.03013015165925026,-0.004637404810637236,0.007907586172223091,-0.8173040747642517,0.5762066841125488,0.9997530579566956,0.4916419982910156,0.16289469599723816,1.0,1.0,-0.9991469383239746,0.9993358254432678,0.9840896725654602,0.9995616674423218,0.9541186094284058
370,370,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000370.jpg,-458.90576171875,45.689697265625,-32.8300747675994,17.611330266209887,0.0,412.69281005859375,-27.74225425720215,13.991843223571777,0.6004133224487305,-27.772829055786133,9.233684539794922,-0.1838654726743698,0.16524843871593475,0.24721156060695648,3.32537841796875,-0.3856964111328125,3.552229404449463,-0.34776389598846436,0.30132389068603516,-0.027840904891490936,0.04747725650668144,0.4916410744190216,0.1628977358341217,0.999752938747406,-32.645084381103516,17.447919845581055,36.0,36.0,-32.64492227765124,17.448147646689222,-32.64498802092532,17.448055258831474,7.848547412260788e-05,0.00011362020903172662,3.0240585803985596,426.9998661642047,432.32708740234375,427.1952209472656,427.19531544330863,-0.034776389598846436,0.030132388696074486,-0.004640150815248489,0.007912876084446907,-0.8173403143882751,0.5761551856994629,0.999752938747406,0.4916410744190216,0.1628977358341217,1.0,1.0,-0.9991490244865417,0.9993373155593872,0.9841257929801941,0.9995628595352173,0.9541345834732056
371,371,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000371.jpg,-455.58038330078125,45.30400085449219,-32.83007875018426,17.611393931673017,0.0,409.354248046875,-27.74225425720215,13.991843223571777,0.6005862951278687,-27.772829055786133,9.233684539794922,-0.18387924134731293,0.16530479490756989,0.2472594827413559,3.04510498046875,-0.3531913757324219,3.270348072052002,-0.3477815091609955,0.3014048635959625,-0.02784820832312107,0.0475265197455883,0.491632878780365,0.16287559270858765,0.9997527003288269,-32.645179748535156,17.447784423828125,36.0,36.0,-32.6449095354512,17.448168879040505,-32.645019124066295,17.448012957966384,5.1589739302899346e-05,7.535335203586737e-05,3.024059534072876,423.6563471444801,428.982421875,423.8515625,423.8517173882653,-0.03477815166115761,0.030140487477183342,-0.004641368053853512,0.007921086624264717,-0.8173562288284302,0.5761326551437378,0.9997527003288269,0.491632878780365,0.16287559270858765,1.0,1.0,-0.9991502165794373,0.9993380308151245,0.9841462969779968,0.9995637536048889,0.9541211128234863
372,372,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000372.jpg,-452.5352783203125,44.950809478759766,-32.83012469631135,17.61140632901658,0.0,406.2972106933594,-27.74225425720215,13.991843223571777,0.6010071039199829,-27.772829055786133,9.233684539794922,-0.18388816714286804,0.1653587520122528,0.24730218946933746,3.1368408203125,-0.30297088623046875,3.353591203689575,-0.34779664874076843,0.301485538482666,-0.027843866497278214,0.04756927862763405,0.49162644147872925,0.16285355389118195,0.9997523427009583,-32.64516067504883,17.44780731201172,36.0,36.0,-32.644967534326994,17.44808831131842,-32.6450458651906,17.447974348203036,3.2365423584230116e-05,4.738400752148317e-05,3.0240478515625,420.59464920886785,425.919677734375,420.7898864746094,420.7899871092882,-0.034779664129018784,0.03014855459332466,-0.004640644416213036,0.007928213104605675,-0.8173534870147705,0.5761366486549377,0.9997523427009583,0.49162644147872925,0.16285355389118195,1.0,1.0,-0.9991509914398193,0.9993385076522827,0.9841493964195251,0.9995643496513367,0.9540867209434509
373,373,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000373.jpg,-449.3984375,44.6478385925293,-32.83016143532209,17.611420002510627,0.0,403.1506652832031,-27.74225425720215,13.991843223571777,0.5984131097793579,-27.772829055786133,9.233684539794922,-0.1838076114654541,0.16513076424598694,0.24708987772464752,3.41595458984375,-0.32993316650390625,3.6336450576782227,-0.3476730287075043,0.30116233229637146,-0.027814824134111404,0.04735523834824562,0.49165502190589905,0.16292589902877808,0.9997535347938538,-32.64472198486328,17.44843864440918,36.0,36.0,-32.64501349976702,17.44802173221056,-32.64489527190731,17.44819081665975,6.138144098812387e-05,8.888147971247254e-05,3.024042844772339,417.4447227522135,422.7691345214844,417.640380859375,417.6401989737027,-0.03476730361580849,0.030116233974695206,-0.004635804332792759,0.007892539724707603,-0.8172796964645386,0.576241135597229,0.9997535347938538,0.49165502190589905,0.16292589902877808,1.0,1.0,-0.9991446733474731,0.9993345141410828,0.9840453863143921,0.9995601773262024,0.9541661739349365
