frame_id,gt_x,gt_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,path_x,path_y,temporal_x,temporal_y,correction_gate,path_entropy,emission_entropy,candidate_capture
1078,-372.1733093261719,234.895263671875,-367.1183776855469,215.9914093017578,-371.7888488769531,225.53761291503906,-370.6297607421875,236.96353149414062,-370.6498718261719,236.76531982421875,0.9826523065567017,0.640248715877533,0.9215208292007446,1
1079,-372.1733093261719,234.895263671875,-367.1183776855469,215.9914093017578,-371.7888488769531,225.53761291503906,-371.31903076171875,234.9429931640625,-371.3288879394531,234.7454376220703,0.9789955019950867,0.7299648523330688,0.9207113981246948,1
1080,-363.676513671875,229.61871337890625,-367.0879211425781,220.7495574951172,-367.0269775390625,230.265869140625,-367.3819885253906,235.19158935546875,-367.3686828613281,235.007080078125,0.9625424146652222,0.7323883771896362,0.91371089220047,1
1081,-363.676513671875,229.61871337890625,-376.4288635253906,239.84197998046875,-371.7279357910156,235.05392456054688,-366.6807861328125,235.75839233398438,-366.8553161621094,235.73403930664062,0.9654217958450317,0.7751045823097229,0.9185860753059387,1
1082,-363.676513671875,229.61871337890625,-371.7583923339844,230.2957763671875,-362.26513671875,234.99412536621094,-362.6407470703125,236.034912109375,-362.6174011230469,235.9702606201172,0.9378853440284729,0.7335308194160461,0.9155581593513489,1
1083,-355.1899719238281,224.33103942871094,-367.0879211425781,220.7495574951172,-367.0269775390625,230.265869140625,-362.48272705078125,235.98260498046875,-362.6014709472656,235.83322143554688,0.9738682508468628,0.785624623298645,0.9133527278900146,1
1084,-355.1899719238281,224.33103942871094,-367.1183776855469,215.9914093017578,-357.6251220703125,220.68975830078125,-356.8499755859375,232.02706909179688,-356.86431884765625,231.8173370361328,0.9815002679824829,0.6269642114639282,0.9183257222175598,1
1085,-346.7442321777344,218.96543884277344,-353.04608154296875,196.8690643310547,-343.5223693847656,206.3255615234375,-344.41058349609375,219.78463745117188,-344.39666748046875,219.57398986816406,0.9843493103981018,0.42016473412513733,0.9104764461517334,1
1086,-346.7442321777344,218.96543884277344,-362.3869934082031,215.9615020751953,-352.89373779296875,220.65985107421875,-344.2674255371094,220.19210815429688,-344.4808654785156,220.20367431640625,0.9752566814422607,0.5293915867805481,0.9147011637687683,1
1087,-346.7442321777344,218.96543884277344,-353.04608154296875,196.8690643310547,-353.015625,201.62722778320312,-346.316650390625,215.11886596679688,-346.4211730957031,214.9083709716797,0.9843981862068176,0.47160303592681885,0.9123683571815491,1
1088,-338.39044189453125,213.61097717285156,-343.4919128417969,211.08372497558594,-338.6995544433594,220.5701141357422,-341.5874938964844,215.78475952148438,-341.4855651855469,215.9536590576172,0.9647055864334106,0.5452747344970703,0.9102659225463867,1
1089,-338.39044189453125,213.61097717285156,-343.5528564453125,201.56741333007812,-334.02911376953125,211.02389526367188,-335.73431396484375,214.8617401123047,-335.66546630859375,214.70677185058594,0.9596192836761475,0.6719873547554016,0.909357488155365,1
1090,-338.39044189453125,213.61097717285156,-343.6138000488281,192.0511016845703,-334.0596008300781,206.2657470703125,-332.46240234375,212.72964477539062,-332.51702880859375,212.50852966308594,0.9657928347587585,0.6643649935722351,0.9123201966285706,1
1091,-330.0468444824219,208.301025390625,-343.6138000488281,192.0511016845703,-334.0900573730469,201.50758361816406,-330.4298095703125,208.88973999023438,-330.5361022949219,208.67538452148438,0.9709633588790894,0.6372419595718384,0.9077809453010559,1
1092,-330.0468444824219,208.301025390625,-348.3756408691406,187.32284545898438,-338.8519287109375,196.7793426513672,-331.05987548828125,208.62945556640625,-331.1662292480469,208.4677276611328,0.986351728439331,0.621884822845459,0.9069218635559082,1
1093,-330.0468444824219,208.301025390625,-348.3756408691406,187.32284545898438,-338.8214416503906,201.53749084472656,-331.6417236328125,207.07626342773438,-331.81085205078125,206.94578552246094,0.9764423966407776,0.6953330636024475,0.9061535596847534,1
1094,-321.6215515136719,202.90203857421875,-320.0483093261719,177.62705993652344,-319.9873352050781,187.14337158203125,-322.2528381347656,197.2544403076172,-322.2099304199219,197.06300354003906,0.9810667037963867,0.633104681968689,0.9171103835105896,1
1095,-321.6215515136719,202.90203857421875,-329.3282165527344,206.23582458496094,-324.6272888183594,201.44775390625,-320.5125732421875,198.76705932617188,-320.6858215332031,198.87991333007812,0.9578984379768372,0.6632539629936218,0.9070761799812317,1
1096,-321.6215515136719,202.90203857421875,-324.6882629394531,191.9314422607422,-315.134033203125,206.1460723876953,-315.6905212402344,200.32546997070312,-315.66925048828125,200.5480499267578,0.961759090423584,0.6597570776939392,0.9081304669380188,1
1097,-313.0736999511719,197.55870056152344,-320.017822265625,182.3852081298828,-310.4941101074219,191.84169006347656,-311.35992431640625,198.96804809570312,-311.3329162597656,198.74575805664062,0.9688068628311157,0.6596893668174744,0.9093897342681885,1
1098,-313.0736999511719,197.55870056152344,-320.0483093261719,177.62705993652344,-310.5245666503906,187.08352661132812,-308.3213195800781,198.0990753173828,-308.3614196777344,197.8986053466797,0.9818018078804016,0.6740877628326416,0.9132097363471985,1
1099,-313.0736999511719,197.55870056152344,-320.017822265625,182.3852081298828,-310.4941101074219,191.84169006347656,-307.04388427734375,198.83078002929688,-307.1343688964844,198.64749145507812,0.97377610206604,0.73595130443573,0.9081822037696838,1
1100,-304.5564880371094,192.2376251220703,-315.3169250488281,177.59713745117188,-305.8541564941406,177.53729248046875,-302.2130432128906,190.5555419921875,-302.27191162109375,190.34507751464844,0.9838330149650574,0.5528746843338013,0.9147793054580688,1
1101,-304.5564880371094,192.2376251220703,-315.3169250488281,177.59713745117188,-305.8541564941406,177.53729248046875,-301.7928466796875,188.69239807128906,-301.8605651855469,188.50643920898438,0.983329176902771,0.6628219485282898,0.9149702191352844,1
1102,-304.5564880371094,192.2376251220703,-310.5550537109375,182.32537841796875,-301.0008544921875,196.54000854492188,-299.5116882324219,190.2554931640625,-299.56121826171875,190.46446228027344,0.9667483568191528,0.6785600781440735,0.9077880382537842,1
1103,-296.11077880859375,186.949951171875,-301.2142333984375,163.23291015625,-296.4219055175781,172.71929931640625,-294.5560302734375,185.86825561523438,-294.58697509765625,185.650146484375,0.9834129810333252,0.5186670422554016,0.9199603796005249,1
1104,-296.11077880859375,186.949951171875,-315.3169250488281,177.59713745117188,-305.7931823730469,187.05361938476562,-296.5231018066406,186.70655822753906,-296.7531433105469,186.7151641845703,0.9751837849617004,0.6081610918045044,0.9128950238227844,1
1105,-296.11077880859375,186.949951171875,-310.5550537109375,182.32537841796875,-301.0008544921875,196.54000854492188,-296.2424011230469,188.28872680664062,-296.3572692871094,188.4879150390625,0.9758604764938354,0.6061739921569824,0.9064993262290955,1
