frame_id,gt_x,gt_y,visual_x,visual_y,prediction_x,prediction_y,robust_x,robust_y,mahalanobis_d2,visual_update_weight
121,-455.5990295410156,40.475765228271484,-462.9027404785156,35.77922058105469,-463.8782043457031,33.22194290161133,-463.3764953613281,34.53721237182617,0.19565898180007935,1.0
124,-465.55621337890625,41.35519027709961,-477.0663146972656,40.62698745727539,-473.3208923339844,35.49456024169922,-475.1816711425781,38.04441833496094,1.025172233581543,1.0
127,-475.5235900878906,42.29027557373047,-486.5289611816406,40.68671798706055,-485.1260681152344,39.001766204833984,-485.83038330078125,39.847679138183594,0.1216161698102951,1.0
129,-485.43988037109375,43.314414978027344,-500.7229919433594,40.77630615234375,-495.7747802734375,40.80502700805664,-498.25799560546875,40.79061508178711,0.6180506348609924,1.0
132,-495.4583435058594,44.41647720336914,-510.1856384277344,40.83602523803711,-508.202392578125,41.747962951660156,-509.1977233886719,41.290287017822266,0.12014327198266983,1.0
135,-505.52783203125,45.32929611206055,-524.379638671875,40.92558670043945,-519.1421508789062,42.24763488769531,-521.7804565429688,41.58167266845703,0.7380695939064026,1.0
138,-515.5360717773438,46.1085319519043,-533.8423461914062,40.98529052734375,-531.724853515625,42.53902053833008,-532.7764892578125,41.767364501953125,0.17229759693145752,1.0
141,-525.2991943359375,46.93229675292969,-543.3353881835938,36.28683090209961,-542.7208862304688,42.72471237182617,-543.0269775390625,39.517696380615234,1.0412993431091309,1.0
144,-535.021484375,47.91190719604492,-552.798095703125,36.346519470214844,-552.9713745117188,40.47504425048828,-552.8848266601562,38.41313171386719,0.4255070984363556,1.0
147,-544.947998046875,49.203216552734375,-566.9920654296875,36.43604278564453,-562.8292236328125,39.370479583740234,-564.9030151367188,37.90864944458008,0.6450908780097961,1.0
149,-555.058349609375,50.48339080810547,-576.4547119140625,36.4957160949707,-574.847412109375,38.865997314453125,-575.6477661132812,37.68571853637695,0.20366260409355164,1.0
152,-565.1278686523438,51.78582763671875,-590.6487426757812,36.5852165222168,-585.5921630859375,38.64306640625,-588.1229858398438,37.613121032714844,0.7433229088783264,1.0
155,-575.0543823242188,53.12166213989258,-600.1417846679688,31.886720657348633,-598.0673828125,38.57046890258789,-599.1002197265625,35.24266815185547,1.2177841663360596,1.0
158,-584.8276977539062,54.34617614746094,-609.6044311523438,31.946372985839844,-609.0446166992188,36.200016021728516,-609.3235473632812,34.08060073852539,0.45733264088630676,1.0
161,-594.662353515625,55.5595588684082,-619.067138671875,32.006019592285156,-619.2679443359375,35.03794860839844,-619.1678466796875,33.52629852294922,0.22945541143417358,1.0
164,-604.6399536132812,56.77294158935547,-633.2611083984375,32.09547805786133,-629.1122436523438,34.483646392822266,-631.177978515625,33.2945556640625,0.5688226222991943,1.0
167,-614.6174926757812,58.18669891357422,-642.754150390625,27.396955490112305,-641.1223754882812,34.25190353393555,-641.9393920898438,30.819690704345703,1.2386012077331543,1.0
169,-624.564453125,59.53366470336914,-647.4854736328125,27.426769256591797,-651.8837890625,31.77703857421875,-649.65625,29.573841094970703,0.9680303931236267,1.0
172,-634.3888549804688,60.80270767211914,-656.9177856445312,32.244544982910156,-659.6006469726562,30.53118896484375,-658.259521484375,31.387678146362305,0.25478309392929077,1.0
175,-644.2847900390625,62.04948425292969,-666.3804321289062,32.304161071777344,-668.2039184570312,32.34502410888672,-667.2926025390625,32.32460403442383,0.08336484432220459,1.0
178,-654.2623291015625,63.296260833740234,-680.5744018554688,32.39357376098633,-677.2369995117188,33.281951904296875,-678.9031372070312,32.83843994140625,0.29808303713798523,1.0
181,-664.1990966796875,64.5541763305664,-694.7684326171875,32.482975006103516,-688.8475341796875,33.7957878112793,-691.82421875,33.13578414916992,0.9243931174278259,1.0
184,-674.094970703125,65.87887573242188,-699.499755859375,32.51277160644531,-701.7686157226562,34.09313201904297,-700.6318969726562,33.30137634277344,0.192022442817688,1.0
187,-683.970458984375,67.28150177001953,-708.96240234375,32.57236099243164,-710.5762939453125,34.258724212646484,-709.7700805664062,33.41633224487305,0.13640058040618896,1.0
189,-693.8663330078125,68.661865234375,-723.1260375976562,37.419883728027344,-719.7144775390625,34.373680114746094,-721.4219970703125,35.89834976196289,0.5238540172576904,1.0
192,-703.8541259765625,69.97543334960938,-742.0513916015625,37.539024353027344,-731.3663940429688,36.85569763183594,-736.768798828125,37.20119094848633,2.900519371032715,1.0
195,-713.8317260742188,71.21107482910156,-751.5140380859375,37.59858703613281,-746.7131958007812,38.158538818359375,-749.1327514648438,37.8763313293457,0.5922704339027405,1.0
198,-723.6663208007812,72.48011779785156,-765.6776733398438,42.44607162475586,-759.0771484375,38.83367919921875,-762.384033203125,40.64349365234375,1.4282100200653076,1.0
201,-733.5213623046875,73.76029205322266,-775.140380859375,42.505615234375,-772.3284301757812,41.6008415222168,-773.7365112304688,42.053897857666016,0.21944843232631683,1.0
204,-743.3866577148438,75.04046630859375,-784.60302734375,42.565155029296875,-783.680908203125,43.01124572753906,-784.1424560546875,42.7879524230957,0.026340074837207794,1.0
206,-752.99658203125,76.28724670410156,-794.065673828125,42.62468719482422,-794.0868530273438,43.74530029296875,-794.0762939453125,43.18584442138672,0.031422145664691925,1.0
209,-760.6763916015625,77.27799224853516,-803.5283813476562,42.6842155456543,-804.0206909179688,44.143192291259766,-803.7742309570312,43.41285705566406,0.059359174221754074,1.0
214,-764.5673217773438,77.7789306640625,-812.9910278320312,42.743736267089844,-813.7186279296875,44.37020492553711,-813.3545532226562,43.556339263916016,0.07948832958936691,1.0
218,-762.8414306640625,78.0015640258789,-831.8860473632812,47.620914459228516,-823.2989501953125,44.51368713378906,-827.6710815429688,46.095741271972656,2.124575138092041,1.0
221,-760.9010620117188,77.66761016845703,-836.5870971679688,52.40882110595703,-837.615478515625,47.0530891418457,-837.0906372070312,49.786285400390625,0.7661919593811035,1.0
224,-758.3172607421875,76.98856353759766,-841.3184204101562,52.438568115234375,-847.0350341796875,50.74363327026367,-844.1468505859375,51.59996795654297,0.9117808938026428,1.0
226,-754.1097412109375,76.62120819091797,-855.512451171875,52.52781295776367,-854.0912475585938,52.557315826416016,-854.7974243164062,52.54265594482422,0.050846271216869354,1.0
229,-747.4716186523438,75.93102264404297,-864.9447631835938,57.34545135498047,-864.7418212890625,53.500003814697266,-864.8433227539062,55.42387390136719,0.37214821577072144,1.0
232,-738.7706298828125,75.16291809082031,-879.1387939453125,57.43467330932617,-874.7877197265625,56.381221771240234,-876.9548950195312,56.905921936035156,0.5000765323638916,1.0
235,-729.5181274414062,74.22783660888672,-898.0338745117188,62.311763763427734,-886.8992919921875,57.8632698059082,-892.5581665039062,60.12409973144531,3.6498258113861084,1.0
238,-720.1226196289062,73.3261489868164,-902.7651977539062,62.34149169921875,-902.5025634765625,61.08144760131836,-902.634765625,61.71582794189453,0.04202950745820999,1.0
241,-710.696533203125,72.3465347290039,-921.7208251953125,57.702247619628906,-912.5791625976562,62.67317581176758,-917.1680908203125,60.17787551879883,2.737722873687744,1.0
244,-701.12744140625,71.34465789794922,-931.1835327148438,57.76169204711914,-927.1124877929688,61.135223388671875,-929.1669921875,59.432716369628906,0.709360659122467,1.0
247,-691.4153442382812,70.35391998291016,-935.9451293945312,53.03325653076172,-939.1113891601562,60.39006423950195,-937.4002075195312,56.414146423339844,1.7464135885238647,1.0
250,-681.5909423828125,69.38543701171875,-940.7067260742188,48.30482482910156,-947.3446044921875,57.37149429321289,-943.7852783203125,52.50983428955078,3.5405702590942383,1.0
253,-671.807373046875,68.33903503417969,-950.19970703125,43.606101989746094,-953.7296752929688,53.46718215942383,-951.9153442382812,48.39875411987305,2.9882402420043945,1.0
255,-662.0545043945312,67.27037048339844,-959.662353515625,43.66552734375,-961.8597412109375,49.356101989746094,-960.7742919921875,46.54514694213867,0.9588160514831543,1.0
258,-652.2198486328125,66.22396850585938,-973.8563842773438,43.75465774536133,-970.7186889648438,47.50249481201172,-972.2774658203125,45.64057159423828,0.6024700403213501,1.0
261,-642.2831420898438,65.18869018554688,-988.0503540039062,43.84376907348633,-982.2218627929688,46.59791946411133,-985.1312255859375,45.22315979003906,1.041672945022583,1.0
264,-632.3055419921875,64.16455078125,-992.7816772460938,43.873470306396484,-995.0756225585938,46.18050765991211,-993.923583984375,45.021907806396484,0.2661329507827759,1.0
267,-622.40966796875,63.1181526184082,-1007.0664672851562,29.6881103515625,-1003.8679809570312,45.97925567626953,-1005.5359497070312,37.48359298706055,7.207576751708984,1.0
270,-612.5648193359375,62.071746826171875,-1021.2604370117188,29.777191162109375,-1015.4803466796875,38.440940856933594,-1018.405029296875,34.057167053222656,2.8084373474121094,1.0
273,-602.6383056640625,61.06987380981445,-1040.185791015625,29.895946502685547,-1028.3494873046875,35.0145149230957,-1034.46337890625,32.370582580566406,4.370491027832031,1.0
276,-592.6810913085938,60.067996978759766,-1054.3797607421875,29.984996795654297,-1044.4078369140625,33.32793045043945,-1049.427001953125,31.645339965820312,2.854832887649536,1.0
278,-582.6729125976562,59.07725524902344,-1059.111083984375,30.014677047729492,-1059.3714599609375,32.60268783569336,-1059.2410888671875,31.307388305664062,0.17200806736946106,1.0
281,-572.7259521484375,58.064247131347656,-1063.8726806640625,25.286203384399414,-1069.185546875,32.26473617553711,-1066.5328369140625,28.78038215637207,1.9366014003753662,1.0
284,-562.8300170898438,56.98444747924805,-1078.036376953125,30.13338279724121,-1076.477294921875,29.737730026245117,-1077.2542724609375,29.934900283813477,0.06469210237264633,1.0
287,-552.9035034179688,55.94917678833008,-1092.2606201171875,25.464242935180664,-1087.19873046875,30.892248153686523,-1089.7242431640625,28.184051513671875,1.374319076538086,1.0
290,-542.9259033203125,54.958431243896484,-1106.42431640625,30.31139373779297,-1099.668701171875,29.141399383544922,-1103.0430908203125,29.725812911987305,1.172803521156311,1.0
293,-532.9381103515625,53.91202926635742,-1115.886962890625,30.37071990966797,-1112.987548828125,30.68316078186035,-1114.4346923828125,30.527223587036133,0.21200653910636902,1.0
296,-523.042236328125,52.910152435302734,-1130.0810546875,30.45969581604004,-1124.379150390625,31.48457145690918,-1127.2232666015625,30.973371505737305,0.8358468413352966,1.0
299,-513.1259155273438,51.88601303100586,-1139.543701171875,30.519004821777344,-1137.167724609375,31.93071937561035,-1138.3551025390625,31.2252140045166,0.19049537181854248,1.0
301,-503.1483154296875,50.8396110534668,-1158.468994140625,30.63760757446289,-1148.299560546875,32.182559967041016,-1153.4351806640625,31.402359008789062,2.668339729309082,1.0
304,-495.7238464355469,50.00471496582031,-1158.468994140625,30.63760757446289,-1163.379638671875,32.35970687866211,-1160.7601318359375,31.441076278686523,0.725468099117279,1.0
312,-492.87457275390625,49.75981140136719,-1163.2003173828125,30.667253494262695,-1170.70458984375,32.39842224121094,-1166.678955078125,31.469736099243164,1.6494097709655762,1.0
319,-491.5776062011719,49.14755630493164,-1177.394287109375,30.756183624267578,-1176.6234130859375,32.42708206176758,-1177.0137939453125,31.58089828491211,0.09053065627813339,1.0
321,-490.607421875,49.03623580932617,-1196.319580078125,30.87473487854004,-1186.958251953125,32.538246154785156,-1191.8106689453125,31.67597198486328,2.4217607975006104,1.0
324,-489.4227600097656,49.05849838256836,-1210.5135498046875,30.963634490966797,-1201.755126953125,32.63331985473633,-1206.3604736328125,31.75536346435547,2.163686513900757,1.0
327,-487.2883605957031,48.902652740478516,-1215.244873046875,30.993263244628906,-1216.304931640625,32.712711334228516,-1215.771240234375,31.847017288208008,0.1072116494178772,1.0
330,-483.7956848144531,48.524166107177734,-1219.9761962890625,31.022891998291016,-1225.7156982421875,32.80436325073242,-1222.69140625,31.86566734313965,0.9752021431922913,1.0
333,-482.478271484375,48.379451751708984,-1229.4388427734375,31.082143783569336,-1232.6358642578125,32.82301330566406,-1230.9697265625,31.915756225585938,0.35910019278526306,1.0
336,-483.7344055175781,48.84699249267578,-1234.170166015625,31.111766815185547,-1240.9141845703125,32.873104095458984,-1237.3726806640625,31.94817543029785,1.3281713724136353,1.0
339,-486.2977294921875,49.05849838256836,-1243.6328125,31.171009063720703,-1247.317138671875,32.905521392822266,-1245.377197265625,31.992238998413086,0.45662111043930054,1.0
342,-489.05511474609375,48.9249153137207,-1248.333984375,35.958778381347656,-1255.3216552734375,32.9495849609375,-1251.691162109375,34.513023376464844,1.5783569812774658,1.0
345,-492.4048156738281,49.448116302490234,-1257.796630859375,36.01801300048828,-1261.6356201171875,35.47037124633789,-1259.710205078125,35.74502944946289,0.3937460780143738,1.0
349,-494.59027099609375,49.83773422241211,-1267.25927734375,36.077239990234375,-1269.6546630859375,36.70237731933594,-1268.4521484375,36.3885498046875,0.15739206969738007,1.0
353,-493.2218017578125,49.492645263671875,-1281.4532470703125,36.16606903076172,-1278.3966064453125,37.34589767456055,-1279.9248046875,36.75603485107422,0.271961510181427,1.0
356,-491.43463134765625,49.33679962158203,-1295.7076416015625,26.738582611083984,-1289.8692626953125,37.713382720947266,-1292.81689453125,32.17262649536133,3.9267706871032715,1.0
359,-488.90191650390625,48.824729919433594,-1305.1702880859375,26.79778480529785,-1302.7613525390625,33.129974365234375,-1303.9605712890625,29.97782325744629,1.1517949104309082,1.0
362,-485.08245849609375,48.24586868286133,-1314.6329345703125,26.85698127746582,-1313.905029296875,30.935171127319336,-1314.2696533203125,28.892160415649414,0.4306700527667999,1.0
365,-479.1898498535156,47.75606155395508,-1328.7666015625,36.462066650390625,-1324.214111328125,29.84950828552246,-1326.49365234375,33.160560607910156,1.6166713237762451,1.0
368,-471.1934814453125,47.02135467529297,-1347.69189453125,36.580421447753906,-1336.4381103515625,34.1179084777832,-1342.1739501953125,35.37300491333008,3.3876872062683105,1.0
370,-461.94097900390625,46.04174041748047,-1357.1243896484375,41.39773941040039,-1352.118408203125,36.330352783203125,-1354.6884765625,38.931922912597656,1.3162575960159302,1.0
373,-452.5352783203125,44.950809478759766,-1361.855712890625,41.42732238769531,-1364.6329345703125,39.8892707824707,-1363.1832275390625,40.692108154296875,0.268001526594162,1.0
376,-442.8538513183594,44.01572799682617,-1366.5870361328125,41.45690155029297,-1373.127685546875,41.64945602416992,-1369.818359375,41.55202865600586,1.117655873298645,1.0
379,-433.0192565917969,43.2698860168457,-1385.482177734375,46.33335876464844,-1379.7628173828125,42.509376525878906,-1382.6099853515625,44.41300582885742,1.20368492603302,1.0
382,-423.2969665527344,42.15669250488281,-1394.914794921875,51.15065383911133,-1392.554443359375,45.37035369873047,-1393.75,48.29808044433594,0.9956700801849365,1.0
385,-413.6257629394531,40.921043395996094,-1404.3472900390625,55.96794128417969,-1403.6944580078125,49.255428314208984,-1404.0244140625,52.64860534667969,1.1620135307312012,1.0
388,-403.9749755859375,39.9859619140625,-1413.8099365234375,56.02707290649414,-1413.9688720703125,53.605953216552734,-1413.8887939453125,54.8253288269043,0.1498643308877945,1.0
391,-397.43896484375,39.485023498535156,-1423.2425537109375,60.8443489074707,-1423.833251953125,55.782676696777344,-1423.53466796875,58.34135055541992,0.6623334288597107,1.0
394,-395.3658447265625,39.3514404296875,-1432.675048828125,65.66162109375,-1433.4791259765625,59.29869842529297,-1433.0738525390625,62.50568771362305,1.046998143196106,1.0
397,-396.10113525390625,39.5295524597168,-1442.1075439453125,70.4788818359375,-1443.018310546875,63.463035583496094,-1442.5560302734375,67.02374267578125,1.2815810441970825,1.0
400,-397.49005126953125,39.596343994140625,-1446.8690185546875,65.75028228759766,-1452.50048828125,67.98108673095703,-1449.67236328125,66.86077117919922,0.9324088096618652,1.0
402,-398.6134033203125,39.56294631958008,-1461.0631103515625,65.83894348144531,-1459.6168212890625,67.818115234375,-1460.3402099609375,66.82826232910156,0.15149536728858948,1.0
405,-400.7784423828125,39.89690399169922,-1470.5257568359375,65.89803314208984,-1470.28466796875,67.78560638427734,-1470.40478515625,66.84496307373047,0.09060553461313248,1.0
408,-404.8123779296875,39.90803909301758,-1479.958251953125,70.71527099609375,-1480.3492431640625,67.80230712890625,-1480.1524658203125,69.2684555053711,0.2174849659204483,1.0
411,-410.66412353515625,40.31991958618164,-1489.390869140625,75.53250122070312,-1490.096923828125,70.22579956054688,-1489.7431640625,72.88478088378906,0.7205597162246704,1.0
413,-418.803466796875,41.789337158203125,-1498.853515625,75.59158325195312,-1499.6876220703125,73.84212493896484,-1499.2706298828125,74.71663665771484,0.09415112435817719,1.0
416,-428.3215026855469,43.748558044433594,-1508.3162841796875,75.65065002441406,-1509.215087890625,75.67398071289062,-1508.7652587890625,75.66230010986328,0.020256562158465385,1.0
419,-438.3705749511719,44.97307586669922,-1517.7789306640625,75.709716796875,-1518.709716796875,76.61964416503906,-1518.2454833984375,76.16577911376953,0.042304977774620056,1.0
422,-448.4094543457031,45.696651458740234,-1531.972900390625,75.79830169677734,-1528.18994140625,77.12312316894531,-1530.0738525390625,76.46337890625,0.3997791111469269,1.0
425,-458.2644958496094,46.520416259765625,-1546.1669921875,75.88687133789062,-1540.018310546875,77.42072296142578,-1543.0831298828125,76.65618133544922,0.9985271692276001,1.0
428,-467.8744201660156,47.600215911865234,-1550.8681640625,80.6745376586914,-1553.027587890625,77.613525390625,-1551.94873046875,79.14273834228516,0.3495752215385437,1.0
431,-477.67840576171875,49.013973236083984,-1555.5394287109375,90.2203598022461,-1561.8931884765625,80.10008239746094,-1558.711181640625,85.16830444335938,3.5690925121307373,1.0
434,-487.6457824707031,50.33867263793945,-1555.479248046875,99.73665618896484,-1568.6556396484375,86.12564849853516,-1562.0445556640625,92.95474243164062,9.002197265625,1.0
437,-497.5927429199219,51.496395111083984,-1555.4190673828125,109.2529525756836,-1571.989013671875,93.9120864868164,-1571.989013671875,93.9120864868164,13.22348690032959,0.0
439,-507.5192565917969,52.654117584228516,-1555.388916015625,114.01110076904297,-1581.9334716796875,94.86943054199219,-1581.9334716796875,94.86943054199219,22.152450561523438,0.0
442,-517.384521484375,53.91202926635742,-1555.388916015625,114.01110076904297,-1591.8779296875,95.82677459716797,-1591.8779296875,95.82677459716797,27.948856353759766,0.0
445,-527.260009765625,55.12541198730469,-1555.388916015625,114.01110076904297,-1601.8223876953125,96.78411865234375,-1601.8223876953125,96.78411865234375,35.33914566040039,0.0
448,-537.2784423828125,56.305397033691406,-1560.0902099609375,118.79876708984375,-1611.766845703125,97.74146270751953,-1611.766845703125,97.74146270751953,39.410560607910156,0.0
451,-547.2457885742188,57.429725646972656,-1560.0601806640625,123.55691528320312,-1621.7113037109375,98.69880676269531,-1621.7113037109375,98.69880676269531,49.839534759521484,0.0
454,-557.03955078125,58.64310836791992,-1560.030029296875,128.3150634765625,-1631.65576171875,99.6561508178711,-1631.65576171875,99.6561508178711,60.469085693359375,0.0
457,-566.8129272460938,59.91215133666992,-1560.0,133.07321166992188,-1641.6002197265625,100.61349487304688,-1641.6002197265625,100.61349487304688,71.08927917480469,0.0
459,-576.65771484375,61.05874252319336,-1560.0,133.07321166992188,-1651.544677734375,101.57083892822266,-1651.544677734375,101.57083892822266,79.22705078125,0.0
462,-586.7272338867188,62.20532989501953,-1560.0,133.07321166992188,-1661.4891357421875,102.52818298339844,-1661.4891357421875,102.52818298339844,87.15815734863281,0.0
465,-596.7967529296875,63.385318756103516,-1559.969970703125,137.83135986328125,-1671.43359375,103.48552703857422,-1671.43359375,103.48552703857422,105.27091979980469,0.0
468,-606.7130737304688,64.64322662353516,-1559.9398193359375,142.58950805664062,-1681.3780517578125,104.44287109375,-1681.3780517578125,104.44287109375,126.05689239501953,0.0
471,-616.568115234375,65.89000701904297,-1559.9398193359375,142.58950805664062,-1691.322509765625,105.40021514892578,-1691.322509765625,105.40021514892578,145.82713317871094,0.0
474,-626.6069946289062,67.11451721191406,-1559.969970703125,137.83135986328125,-1701.2669677734375,106.35755920410156,-1701.2669677734375,106.35755920410156,163.90304565429688,0.0
476,-636.5232543945312,68.19432067871094,-1559.9398193359375,142.58950805664062,-1711.21142578125,107.31490325927734,-1711.21142578125,107.31490325927734,188.10787963867188,0.0
479,-646.3782958984375,69.3075180053711,-1559.9398193359375,142.58950805664062,-1721.1558837890625,108.27224731445312,-1721.1558837890625,108.27224731445312,212.4611358642578,0.0
482,-656.2129516601562,70.4986343383789,-1559.9398193359375,142.58950805664062,-1731.100341796875,109.2295913696289,-1731.100341796875,109.2295913696289,238.57424926757812,0.0
485,-666.1292724609375,71.77880859375,-1559.9398193359375,142.58950805664062,-1741.0447998046875,110.18693542480469,-1741.0447998046875,110.18693542480469,264.8368835449219,0.0
488,-676.1272583007812,73.02558898925781,-1559.969970703125,137.83135986328125,-1750.9892578125,111.14427947998047,-1750.9892578125,111.14427947998047,288.4171142578125,0.0
491,-686.135498046875,74.17218017578125,-1559.969970703125,137.83135986328125,-1760.9337158203125,112.10162353515625,-1760.9337158203125,112.10162353515625,315.8110046386719,0.0
494,-696.000732421875,75.38555908203125,-1555.5394287109375,90.2203598022461,-1770.878173828125,113.05896759033203,-1770.878173828125,113.05896759033203,361.5356140136719,0.0
497,-705.9170532226562,76.54328155517578,-1555.4490966796875,104.49480438232422,-1780.8226318359375,114.01631164550781,-1780.8226318359375,114.01631164550781,397.5311279296875,0.0
500,-715.802734375,77.75666809082031,-1555.4490966796875,104.49480438232422,-1790.76708984375,114.9736557006836,-1790.76708984375,114.9736557006836,433.2607116699219,0.0
502,-725.8314208984375,78.92552185058594,-1555.479248046875,99.73665618896484,-1800.7115478515625,115.93099975585938,-1800.7115478515625,115.93099975585938,469.8005676269531,0.0
