frame_index,frame_id,reference_x,reference_y,search_center_x,search_center_y,jitter_m,visual_x,visual_y,visual_error_m,final_x,final_y,final_error_m,kalman_xy_x,kalman_xy_y,gru_xy_x,gru_xy_y
0,0,-18.780746459960938,-2.1595981121063232,-18.780746459960938,-2.1595981121063232,0.0,-8.908679962158203,-0.4026999771595001,10.027182455386896,-14.631502151489258,-1.6091995239257812,4.1855903929142135,-14.835662841796875,-1.1934665441513062,-14.631502151489258,-1.6091995239257812
1,1,-25.919267654418945,-1.4582853317260742,-25.919267654418945,-1.4582853317260742,0.0,-18.37133026123047,-0.3426637351512909,7.629939084831341,-17.287315368652344,-0.6643089056015015,8.66839078658737,-16.635576248168945,-0.4895332455635071,-17.287315368652344,-0.6643089056015015
2,2,-28.881437301635742,-1.16508948802948,-28.881437301635742,-1.16508948802948,0.0,-18.37133026123047,-0.3426637351512909,10.542235726816857,-18.96349334716797,1.102218508720398,10.17380449173709,-17.53330421447754,-0.16901683807373047,-18.96349334716797,1.102218508720398
3,3,-31.84273910522461,-0.8719794154167175,-31.84273910522461,-0.8719794154167175,0.0,-27.833980560302734,-0.28263363242149353,4.0518481614466255,-28.888439178466797,2.5123236179351807,4.492370763727775,-25.57463264465332,0.004720243625342846,-28.888439178466797,2.5123236179351807
4,4,-34.80412292480469,-0.5788613557815552,-34.80412292480469,-0.5788613557815552,0.0,-27.833980560302734,-0.28263363242149353,6.976434293069201,-31.673763275146484,2.447262763977051,4.353915332708369,-27.988651275634766,0.05253950506448746,-31.673763275146484,2.447262763977051
5,5,-38.077056884765625,-0.2521708011627197,-38.077056884765625,-0.2521708011627197,0.0,-27.833980560302734,-0.28263363242149353,10.243121622477227,-33.341270446777344,2.8316001892089844,5.651311060921334,-29.28089714050293,0.05080856382846832,-33.341270446777344,2.8316001892089844
6,6,-41.34334182739258,0.07385636121034622,-41.34334182739258,0.07385636121034622,0.0,-32.565303802490234,-0.2526208460330963,8.784107179075226,-35.73207092285156,4.156703472137451,6.939452550119091,-31.97308921813965,0.01807245798408985,-35.73207092285156,4.156703472137451
7,7,-44.61831283569336,0.40075016021728516,-44.61831283569336,0.40075016021728516,0.0,-37.296630859375,-0.22260963916778564,7.348170139690188,-41.441864013671875,2.680687189102173,3.9099795363405834,-35.02170944213867,-0.0020914804190397263,-41.441864013671875,2.680687189102173
8,8,-47.93851089477539,0.7270652055740356,-47.93851089477539,0.7270652055740356,0.0,-37.296630859375,-0.22260963916778564,10.684170206365529,-44.47419357299805,4.004406452178955,4.768905550822373,-37.44477844238281,-0.02575424499809742,-44.47419357299805,4.004406452178955
9,9,-51.25859451293945,1.0533686876296997,-51.25859451293945,1.0533686876296997,0.0,-60.95325469970703,-0.07257647067308426,9.75982523595591,-51.9451789855957,2.190396785736084,1.32824362749312,-43.63817596435547,-0.0015462655574083328,-51.9451789855957,2.190396785736084
10,10,-54.585689544677734,1.3803616762161255,-54.585689544677734,1.3803616762161255,0.0,-51.490604400634766,-0.13258513808250427,3.445077664113228,-58.698707580566406,1.2240722179412842,4.115986365175831,-49.08984375,-0.033786699175834656,-58.698707580566406,1.2240722179412842
11,11,-57.930152893066406,1.7030118703842163,-57.930152893066406,1.7030118703842163,0.0,-60.95325469970703,-0.07257647067308426,3.5059746847649125,-65.06758117675781,3.3653926849365234,7.328464537502358,-55.8447380065918,-0.030822843313217163,-65.06758117675781,3.3653926849365234
12,12,-61.281715393066406,2.0263473987579346,-61.281715393066406,2.0263473987579346,0.0,-75.08610534667969,9.533742904663086,15.7137573251436,-68.5108642578125,2.3981740474700928,7.238704881769407,-64.18444061279297,2.721069097518921,-68.5108642578125,2.3981740474700928
13,13,-64.62455749511719,2.3488411903381348,-64.62455749511719,2.3488411903381348,0.0,-75.05554962158203,14.291901588439941,15.856931872688337,-76.22443389892578,7.031193256378174,12.509258709211542,-72.6358871459961,6.480931758880615,-76.22443389892578,7.031193256378174
14,14,-67.96265411376953,2.678952693939209,-67.96265411376953,2.678952693939209,0.0,-75.05554962158203,14.291901588439941,13.607709164698976,-79.03658294677734,10.311358451843262,13.449368663688594,-77.24114227294922,9.918139457702637,-79.03658294677734,10.311358451843262
15,15,-71.30087280273438,3.009075880050659,-71.30087280273438,3.009075880050659,0.0,-75.05554962158203,14.291901588439941,11.891162852298427,-80.09717559814453,13.961835861206055,14.04770066855568,-79.19817352294922,12.632434844970703,-80.09717559814453,13.961835861206055
16,16,-74.64299774169922,3.3395848274230957,-74.64299774169922,3.3395848274230957,0.0,-75.05554962158203,14.291901588439941,10.960084009132657,-80.32786560058594,16.500179290771484,14.335932798451573,-80.49380493164062,14.592362403869629,-80.32786560058594,16.500179290771484
17,17,-77.97047424316406,3.6625680923461914,-77.97047424316406,3.6625680923461914,0.0,-75.05554962158203,14.291901588439941,11.021774635723856,-83.14994049072266,14.826213836669922,12.306659047619545,-82.46243286132812,15.82094955444336,-83.14994049072266,14.826213836669922
18,18,-81.29307556152344,3.9850776195526123,-81.29307556152344,3.9850776195526123,0.0,-75.14722442626953,0.017425041645765305,7.315309505118193,-84.38025665283203,9.335966110229492,6.177596193519904,-82.35054016113281,8.602437019348145,-84.38025665283203,9.335966110229492
19,19,-84.62059020996094,4.3080644607543945,-84.62059020996094,4.3080644607543945,0.0,-75.05554962158203,14.291901588439941,13.826315678787617,-87.90885925292969,11.120916366577148,7.5648968525432885,-82.47596740722656,10.156716346740723,-87.90885925292969,11.120916366577148
20,20,-87.91920471191406,4.623467922210693,-87.91920471191406,4.623467922210693,0.0,-94.0419692993164,4.895564079284668,6.128807592953349,-96.71208190917969,9.144537925720215,9.8871008583319,-89.30321502685547,7.218565940856934,-96.71208190917969,9.144537925720215
21,21,-91.22086334228516,4.939162731170654,-91.22086334228516,4.939162731170654,0.0,-94.0419692993164,4.895564079284668,2.8214428335948045,-101.02711486816406,7.579634189605713,10.15552354689863,-93.21869659423828,5.871431350708008,-101.02711486816406,7.579634189605713
22,22,-94.5164794921875,5.254280090332031,-94.5164794921875,5.254280090332031,0.0,-94.0419692993164,4.895564079284668,0.5948420796482833,-104.02387237548828,6.62646484375,9.605904977405881,-95.44302368164062,5.099281311035156,-104.02387237548828,6.62646484375
23,23,-97.71556854248047,5.570963382720947,-97.71556854248047,5.570963382720947,0.0,-94.0419692993164,4.895564079284668,3.7351700923060767,-106.28764343261719,6.708288192749023,8.647194669117715,-96.9940414428711,4.638461112976074,-106.28764343261719,6.708288192749023
24,24,-101.2225570678711,5.918126583099365,-101.2225570678711,5.918126583099365,0.0,-94.0419692993164,4.895564079284668,7.253032109133736,-106.71637725830078,6.089064121246338,5.496478866212499,-98.10175323486328,4.408552646636963,-106.71637725830078,6.089064121246338
25,25,-104.41236877441406,6.233891487121582,-104.41236877441406,6.233891487121582,0.0,-94.0419692993164,4.895564079284668,10.45640021822392,-106.10477447509766,6.290472030639648,1.6933512375201802,-98.95747375488281,4.325376033782959,-106.10477447509766,6.290472030639648
26,26,-107.75296020507812,6.5345540046691895,-107.75296020507812,6.5345540046691895,0.0,-117.7291488647461,0.28734686970710754,11.770808687613988,-113.91140747070312,3.987186908721924,6.664499369419945,-108.1751480102539,2.491590738296509,-113.91140747070312,3.987186908721924
27,27,-111.09230041503906,6.835103988647461,-111.09230041503906,6.835103988647461,0.0,-117.7291488647461,0.28734686970710754,9.323136845129579,-120.49834442138672,4.745495319366455,9.635358231019904,-116.17164611816406,1.1596306562423706,-120.49834442138672,4.745495319366455
28,28,-114.4308090209961,7.135579586029053,-114.4308090209961,7.135579586029053,0.0,-117.7291488647461,0.28734686970710754,7.60114051059254,-123.44937896728516,4.1940107345581055,9.486170522610925,-119.09425354003906,0.26467013359069824,-123.44937896728516,4.1940107345581055
29,29,-117.76180267333984,7.465998649597168,-117.76180267333984,7.465998649597168,0.0,-122.39938354492188,9.833647727966309,5.207006673585679,-129.14077758789062,9.130487442016602,11.50006926266385,-122.89293670654297,3.2115371227264404,-129.14077758789062,9.130487442016602
30,30,-121.08988952636719,7.79612922668457,-121.08988952636719,7.79612922668457,0.0,-122.39938354492188,9.833647727966309,2.422035554589545,-131.7798309326172,9.62496280670166,10.84525147391504,-125.62613677978516,5.800726413726807,-131.7798309326172,9.62496280670166
