frame_id,image_path,reference_x,reference_y,previous_final_x,previous_final_y,previous_final_error_to_current_ref_m,prior_x,prior_y,prior_error_m,ms1_x,ms1_y,ms1_error_m,ms1_support,kalman_x_prime_x,kalman_x_prime_y,kalman_error_m,pred_speed_m_per_frame,pred_acceleration_m_per_frame2,pred_heading_deg,pred_heading_delta_deg,delta_x,delta_y,ms2_x,ms2_y,ms2_support,final_x,final_y,next_prior_x,next_prior_y,error_final_m,tracking_core_latency_ms
0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-18.780745674413577,-2.1595981213156596,7.856013413017934e-07,-18.780746459960938,-2.1595981121063232,0.0,-14.46646499633789,-7.920363426208496,7.197182889959385,0.9102332592010498,-15.113607098049243,-7.05624863047457,6.117605528204489,0.6578293442726135,0.010203773155808449,171.3884478618909,-2.521549387548032,-0.6554574370384216,0.09926380217075348,-11.126420974731445,-4.710520267486572,0.8934041857719421,-11.126420974731445,-4.710520267486572,-11.126420974731445,-4.710520267486572,8.068203175220832,1483.9995939983055
1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-11.126420974731445,-4.710520267486572,15.146133003711627,-25.919267654418945,-1.4582853317260742,0.0,-21.95844268798828,-7.778588771820068,7.458845084164468,0.9397350549697876,-19.565115468201583,-7.100701295412504,8.497770761374676,0.6450803875923157,0.007770211435854435,170.6814276601462,-3.228579834576487,-0.6404012441635132,0.10508288443088531,-16.13772201538086,-4.731960773468018,0.9032015800476074,-16.13772201538086,-4.731960773468018,-16.778123259544373,-4.626877889037132,10.314823604233341,20.249452092684805
2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-16.13772201538086,-4.731960773468018,13.233474602840039,-28.881437301635742,-1.16508948802948,0.0,-22.12215805053711,-7.7190423011779785,9.414996201343344,0.9376087784767151,-20.48815495927112,-6.903443233618695,10.167393578895602,0.5948107838630676,0.006037128623574972,167.17654340831083,-3.5048816905144244,-0.582918643951416,0.13268685340881348,-17.11259651184082,-4.543737411499023,0.8987554907798767,-17.11259651184082,-4.543737411499023,-17.695515155792236,-4.41105055809021,12.244218036538953,20.4517220845446
3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-17.11259651184082,-4.543737411499023,15.180873084352351,-31.84273910522461,-0.8719794154167175,0.0,-26.11018943786621,-8.166208267211914,9.277278708279296,0.9489490985870361,-23.131885586818928,-6.967129914970643,10.63154874095647,0.5457866787910461,0.005589619278907776,163.58189681040315,-3.59464787856814,-0.5262129306793213,0.15505355596542358,-21.700756072998047,-4.6174492835998535,0.9078712463378906,-21.700756072998047,-4.6174492835998535,-22.226969003677368,-4.46239572763443,10.811492235553763,19.574798992834985
4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-21.700756072998047,-4.6174492835998535,13.71161607192036,-34.80412292480469,-0.5788613557815552,0.0,-26.24215316772461,-7.928418159484863,11.283763172453394,0.9495165348052979,-24.55192766757389,-6.696135690566967,11.938532274924334,0.4986608624458313,0.005480385851114988,159.9060939047774,-3.675798209870708,-0.4708811640739441,0.17226125299930573,-22.73443031311035,-4.351912498474121,0.9087340831756592,-22.73443031311035,-4.351912498474121,-23.205311477184296,-4.179651245474815,12.645686800888377,19.303153036162257
5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-22.73443031311035,-4.351912498474121,15.880934232655717,-38.077056884765625,-0.2521708011627197,0.0,-30.062532424926758,-7.81532621383667,11.019706081090128,0.9535971879959106,-27.166175301693357,-6.446447501158888,12.546569282315426,0.45465564727783203,0.0058624232187867165,156.169761862727,-3.736332042050415,-0.4185760021209717,0.18487796187400818,-25.90700912475586,-4.485416412353516,0.9170752763748169,-25.90700912475586,-4.485416412353516,-26.32558512687683,-4.3005384504795074,12.885279619999903,18.50725000258535
6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-25.90700912475586,-4.485416412353516,16.095568816610754,-41.34334182739258,0.07385636121034622,0.0,-34.057350158691406,-8.116519927978516,10.962113772210632,0.9484392404556274,-30.750430166662824,-6.643235710919514,12.543089864841685,0.41339245438575745,0.00578905688598752,152.45611970909934,-3.7136472762695103,-0.36910372972488403,0.19250266253948212,-28.8525447845459,-3.773449659347534,0.9193205237388611,-28.8525447845459,-3.773449659347534,-29.221648514270782,-3.580946996808052,13.069880427203925,19.141650991514325
7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,-28.8525447845459,-3.773449659347534,16.308997099032087,-44.61831283569336,0.40075016021728516,0.0,-38.65406036376953,-8.466283798217773,10.686280867022447,0.9314520359039307,-34.639788284724666,-6.544304191799852,12.157496953187245,0.3747011423110962,0.005397514905780554,148.66980434270278,-3.786334149416786,-0.3223693072795868,0.19623640179634094,-30.526901245117188,-3.7711708545684814,0.9203699827194214,-30.526901245117188,-3.7711708545684814,-30.849270552396774,-3.5749344527721405,14.696013254234483,21.274092025123537
8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,-30.526901245117188,-3.7711708545684814,17.983277739189738,-47.93851089477539,0.7270652055740356,0.0,-37.9576301574707,-8.667204856872559,13.706578358528436,0.9516138434410095,-34.906556259599675,-6.65688235369465,14.978468652412628,0.3389017581939697,0.004458960611373186,144.83082821780542,-3.83896972159502,-0.278859406709671,0.19648906588554382,-29.685434341430664,-3.4912500381469727,0.9184339642524719,-29.685434341430664,-3.4912500381469727,-29.964293748140335,-3.294760972261429,18.73416630538098,25.66299494355917
9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,-29.685434341430664,-3.4912500381469727,22.046650519937334,-51.25859451293945,1.0533686876296997,0.0,-47.21895980834961,-11.096429824829102,12.803759308885526,0.8911780118942261,-40.01639797033419,-7.972313239938514,14.41700098356788,0.3055441677570343,0.005610056221485138,140.95987314721404,-3.870952936157251,-0.2394963651895523,0.1942182183265686,-33.53987121582031,-5.452335357666016,0.944987416267395,-33.53987121582031,-5.452335357666016,-33.779367581009865,-5.258117139339447,18.875310339299048,20.97217901609838
