sequence_index,frame_id,image_path,gt_x,gt_y,kf_predict_x,kf_predict_y,kf_predict_vx,kf_predict_vy,polynomial_x,polynomial_y,polynomial_vx,polynomial_vy,polynomial_ax,polynomial_ay,polynomial_route_gate,polynomial_uses_rnn_state,waypoint_segment_index,waypoint_cross_track_m,waypoint_tangent_alignment,waypoint_endpoint_distance_m,hardms_x,hardms_y,hardms_support,raw_top1_x,raw_top1_y,hardms_innovation_dx,hardms_innovation_dy,hardms_innovation_radius,hardms_visual_dx,hardms_visual_dy,hardms_visual_speed,model_motion_dx,model_motion_dy,model_motion_speed,model_acceleration_dx,model_acceleration_dy,model_acceleration_magnitude,stop_probability,route_gate,correction_gate,correction_x,correction_y,measurement_x,measurement_y,measurement_variance_x,measurement_variance_y,final_x,final_y,final_vx,final_vy,final_speed,state_norm,error_polynomial_m,error_hardms_m,error_measurement_m,error_final_m,state_00,state_01,state_02,state_03,state_04,state_05,state_06,state_07,state_08,state_09,state_10,state_11,state_12,state_13,state_14,state_15
10,10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,-54.585689544677734,1.3803616762161255,-37.89210838085866,22.906585766256978,-1.603465499351943,1.6415468866168927,-36.68963026819007,21.27478044938689,-0.416632704436779,-0.01639742637053132,-0.004601710592396557,-0.004470057785511017,0.35018017888069153,1,10,1.317220548500027,-0.8234671689787294,49.23082356009051,-32.47358322143555,14.021856307983398,0.6120195984840393,-27.772829055786133,9.233684539794922,4.216047046754525,-7.25292414140349,8.389276566033635,0.0,0.0,0.0,-0.4165971577167511,-0.01637902297079563,0.4169190227985382,-0.0046561965718865395,-0.004485712386667728,0.006465429440140724,0.48385322093963623,0.34996816515922546,0.9989155530929565,-4.314200401306152,4.169853210449219,-36.783103942871094,18.18718719482422,36.0,36.0,-37.44414363761512,21.00025960839942,-1.4938397268067578,1.1750314276879887,1.9005935876563833,2.9954886436462402,26.759238329030396,25.470623016357422,24.482677459716797,26.053272173629658,-0.04165971651673317,-0.0016379023436456919,-0.0007760328007861972,-0.0007476187311112881,-0.719033420085907,0.6949755549430847,0.9989155530929565,0.48385322093963623,0.34996816515922546,1.0,1.0,-0.9969629049301147,0.992769718170166,-0.8510911464691162,0.968187689781189,-0.9876837730407715
11,11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,-57.930152893066406,1.7030118703842163,-38.937983364421875,22.17529103608741,-1.4938397268067578,1.1750314276879887,-37.84513459415261,21.00999299286205,-0.4165971651673317,-0.01637902343645692,-0.004656196804717183,-0.004485712386667728,0.34996816515922546,1,10,2.158667997648422,-0.8234902905651027,50.09475681124256,-32.47358322143555,14.021856307983398,0.5969085097312927,-27.772829055786133,9.233684539794922,5.3715513727170645,-6.988136684878651,8.81405800277519,0.0,0.0,0.0,-0.4166031777858734,-0.016375193372368813,0.4169248640537262,-0.004664035048335791,-0.004488980397582054,0.006473342888057232,0.4838535189628601,0.3498782217502594,0.9989163875579834,-4.31423807144165,4.169814109802246,-36.783145904541016,18.187152862548828,36.0,36.0,-38.06636338368663,20.562110931922426,-1.2798776471767614,0.7790338857159508,1.4983259281065704,2.995471239089966,27.85978248535723,28.280574798583984,26.81273651123047,27.39043174332704,-0.04166032001376152,-0.0016375193372368813,-0.000777339213527739,-0.0007481634384021163,-0.7190396785736084,0.6949690580368042,0.9989163875579834,0.4838535189628601,0.3498782217502594,1.0,1.0,-0.9969619512557983,0.9927700161933899,-0.8510704040527344,0.968177318572998,-0.9876899719238281
12,12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,-61.281715393066406,2.0263473987579346,-39.34624103086339,21.341144817638376,-1.2798776471767614,0.7790338857159508,-38.467368644411984,20.571839634737113,-0.4166032001376152,-0.016375193372368813,-0.004664035281166434,-0.004488980630412698,0.3498782217502594,1,10,2.8615796061933185,-0.8234958208792372,50.421158404276824,-32.47358322143555,14.021856307983398,0.598223865032196,-27.772829055786133,9.233684539794922,5.993785422976437,-6.549983326753715,8.878499044176131,0.0,0.0,0.0,-0.4166076183319092,-0.016373436897993088,0.4169292449951172,-0.004664157051593065,-0.004491335246711969,0.006475063972175121,0.4838537275791168,0.34986406564712524,0.998916506767273,-4.314249515533447,4.169802665710449,-36.78315734863281,18.18714141845703,36.0,36.0,-38.308073429629594,20.063627362429216,-1.0247706120384517,0.4651118465880373,1.1253816406598238,2.995467185974121,29.401185347577442,31.205781936645508,29.348773956298828,29.2084181966782,-0.04166076332330704,-0.0016373436665162444,-0.0007773595280013978,-0.0007485558744519949,-0.7190415859222412,0.6949671506881714,0.998916506767273,0.4838537275791168,0.34986406564712524,1.0,1.0,-0.9969616532325745,0.9927705526351929,-0.8510620594024658,0.9681766033172607,-0.9876904487609863
13,13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,-64.62455749511719,2.3488411903381348,-39.33284404166805,20.528739209017253,-1.0247706120384517,0.4651118465880373,-38.70908376676828,20.073355723872425,-0.4166076332330704,-0.016373436665162444,-0.004664157168008387,-0.004491335246711969,0.34986406564712524,1,10,3.4120762198054018,-0.8234984463264721,50.39336081336234,-32.47358322143555,14.021856307983398,0.5971307158470154,-27.772829055786133,9.233684539794922,6.235500545332734,-6.051499415889026,8.6891951428973,0.0,0.0,0.0,-0.41660076379776,-0.016372183337807655,0.41692233085632324,-0.004673037212342024,-0.004493077285587788,0.0064826710149645805,0.4838537275791168,0.3498241603374481,0.9989168643951416,-4.314258098602295,4.169793128967285,-36.78316879272461,18.1871337890625,36.0,36.0,-38.29916717837196,19.579416997657603,-0.7707714628063527,0.2318406545990791,0.8048843003820948,2.995469570159912,31.396977466218157,34.20445251464844,32.031150817871094,31.462976940854887,-0.04166007786989212,-0.0016372184036299586,-0.0007788395741954446,-0.0007488462142646313,-0.7190430164337158,0.6949655413627625,0.9989168643951416,0.4838537275791168,0.3498241603374481,1.0,1.0,-0.9969616532325745,0.9927712082862854,-0.8510846495628357,0.9681740403175354,-0.9876937866210938
14,14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,-67.96265411376953,2.678952693939209,-39.06993864117831,19.811257652256682,-0.7707714628063527,0.2318406545990791,-38.700177266787456,19.589142316646402,-0.4166007786989212,-0.016372184036299586,-0.0046730374451726675,-0.004493077285587788,0.3498241603374481,1,10,3.8165447236468055,-0.8234997832064564,50.15677078581932,-32.47358322143555,14.021856307983398,0.5981385707855225,-27.772829055786133,9.233684539794922,6.226594045351909,-5.567286008663004,8.352553316673093,0.0,0.0,0.0,-0.416601300239563,-0.016371330246329308,0.4169228672981262,-0.004675589501857758,-0.00449410080909729,0.006485220044851303,0.4838537871837616,0.3498118221759796,0.9989169836044312,-4.314263343811035,4.169787883758545,-36.783172607421875,18.1871280670166,36.0,36.0,-38.14242701152335,19.152511170920192,-0.5429462666880416,0.0700323909565366,0.5474442293910596,2.9954686164855957,33.79714580102994,37.2576904296875,34.82331848144531,34.06793321180564,-0.0416601300239563,-0.0016371330711990595,-0.0007792649557814002,-0.0007490168209187686,-0.7190439105033875,0.6949646472930908,0.9989169836044312,0.4838537871837616,0.3498118221759796,1.0,1.0,-0.9969616532325745,0.9927715063095093,-0.8510853052139282,0.9681733846664429,-0.9876947999000549
15,15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,-71.30087280273438,3.009075880050659,-38.685373278211394,19.22254356187673,-0.5429462666880416,0.0700323909565366,-38.54343947962367,19.16223591123575,-0.416601300239563,-0.016371330711990595,-0.004675589734688401,-0.004494100925512612,0.3498118221759796,1,10,4.093558773172623,-0.8235009713154184,49.81915578595082,-32.47358322143555,14.021856307983398,0.5955573320388794,-27.772829055786133,9.233684539794922,6.069856258188125,-5.140379603252352,7.954034036927323,0.0,0.0,0.0,-0.41660386323928833,-0.016370810568332672,0.4169253706932068,-0.004675523843616247,-0.004494593013077974,0.006485513877123594,0.48385390639305115,0.3498087227344513,0.9989171028137207,-4.314268589019775,4.1697821617126465,-36.783180236816406,18.187122344970703,36.0,36.0,-37.913731715991844,18.802515716131534,-0.35348174581657904,-0.033098879367836065,0.3550279995168595,2.9954652786254883,36.523609034583636,40.35888671875,37.70734786987305,36.934183784157966,-0.04166038706898689,-0.0016370810335502028,-0.0007792540127411485,-0.0007490988355129957,-0.7190448045730591,0.6949636936187744,0.9989171028137207,0.48385390639305115,0.3498087227344513,1.0,1.0,-0.9969614148139954,0.9927716255187988,-0.8510757088661194,0.9681721329689026,-0.9876948595046997
16,16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,-74.64299774169922,3.3395848274230957,-38.267213461808424,18.7694168367637,-0.35348174581657904,-0.033098879367836065,-38.31474679643369,18.812240612642256,-0.4166038706898689,-0.01637081033550203,-0.004675524076446891,-0.004494593013077974,0.3498087227344513,1,10,4.267109135306164,-0.8235018161922437,49.45475927604095,-32.47358322143555,14.021856307983398,0.6006590723991394,-27.772829055786133,9.233684539794922,5.841163574998141,-4.790384304658858,7.554268574534995,0.0,0.0,0.0,-0.4166029393672943,-0.016370464116334915,0.41692447662353516,-0.004677646327763796,-0.004494780208915472,0.006487173959612846,0.4838539659976959,0.3498004674911499,0.9989171028137207,-4.314273834228516,4.1697773933410645,-36.78318405151367,18.187118530273438,36.0,36.0,-37.665211658846175,18.533205459861556,-0.20571034741684818,-0.09108090751293246,0.22497217327425126,2.995462656021118,39.48600883591632,43.50138473510742,40.66712188720703,39.9775283316978,-0.04166029393672943,-0.0016370464581996202,-0.0007796077406965196,-0.0007491300348192453,-0.7190456390380859,0.6949629187583923,0.9989171028137207,0.4838539659976959,0.3498004674911499,1.0,1.0,-0.9969611167907715,0.9927717447280884,-0.8510724306106567,0.9681700468063354,-0.9876952171325684
17,17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,-77.97047424316406,3.6625680923461914,-37.87092200626302,18.442124552348623,-0.20571034741684818,-0.09108090751293246,-38.06622730295062,18.542929922660786,-0.4166029393672943,-0.016370464581996202,-0.004677646444179118,-0.004494780208915472,0.3498004674911499,1,10,4.361871254861151,-0.8235022365400397,49.11042277184567,-32.47358322143555,14.021856307983398,0.6074187159538269,-27.772829055786133,9.233684539794922,5.5926440815150755,-4.5210736146773876,7.191507105735046,0.0,0.0,0.0,-0.4166116416454315,-0.016370339319109917,0.4169331192970276,-0.004670038353651762,-0.004494732711464167,0.006481657270342112,0.48385411500930786,0.34982040524482727,0.9989171028137207,-4.314276218414307,4.169775009155273,-36.78318786621094,18.187114715576172,36.0,36.0,-37.42970896177543,18.338685980078317,-0.09742348060437538,-0.1164678244199688,0.1518423152424639,2.9954566955566406,42.58842673857086,46.661354064941406,43.673274993896484,43.115450662787424,-0.04166116565465927,-0.0016370340017601848,-0.0007783397450111806,-0.0007491221185773611,-0.7190460562705994,0.6949625015258789,0.9989171028137207,0.48385411500930786,0.34982040524482727,1.0,1.0,-0.9969609379768372,0.992771565914154,-0.8510449528694153,0.9681710600852966,-0.9876924753189087
18,18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,-81.29307556152344,3.9850776195526123,-37.52713244237981,18.22221815565835,-0.09742348060437538,-0.1164678244199688,-37.830728310263275,18.34841250239326,-0.4166116565465927,-0.016370340017601848,-0.004670038470067084,-0.004494732711464167,0.34982040524482727,1,10,4.4003823835672495,-0.8235028716330599,48.8120766467736,-32.47358322143555,14.021856307983398,0.6152278780937195,-27.772829055786133,9.233684539794922,5.357145088827728,-4.326556194409861,6.886079581745871,0.0,0.0,0.0,-0.41660282015800476,-0.016370264813303947,0.4169243276119232,-0.004680913407355547,-0.004494822584092617,0.006489559076726437,0.4838540256023407,0.3497875928878784,0.9989172220230103,-4.314279556274414,4.169771671295166,-36.7831916809082,18.18711280822754,36.0,36.0,-37.22539157877091,18.20797949795917,-0.023371667849001868,-0.11996220831354171,0.12221770036089553,2.995460033416748,45.77423967195685,49.84054183959961,46.720741271972656,46.306065579430566,-0.041660282760858536,-0.0016370265511795878,-0.0007801522733643651,-0.0007491371361538768,-0.7190465927124023,0.6949619650840759,0.9989172220230103,0.4838540256023407,0.3497875928878784,1.0,1.0,-0.9969609379768372,0.992771565914154,-0.8510705232620239,0.9681678414344788,-0.9876959323883057
19,19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,-84.62059020996094,4.3080644607543945,-37.24876324661991,18.088017289645627,-0.023371667849001868,-0.11996220831354171,-37.62640935489106,18.21770317379743,-0.41660282760858536,-0.01637026551179588,-0.004680913640186191,-0.004494822816923261,0.3497875928878784,1,10,4.401633578036847,-0.8235025012367829,48.570634399180314,-32.47358322143555,14.021856307983398,0.6155978441238403,-27.772829055786133,9.233684539794922,5.1528261334555125,-4.195846865814033,6.645054407827187,0.0,0.0,0.0,-0.41659221053123474,-0.016370588913559914,0.4169137477874756,-0.004697068594396114,-0.004494053311645985,0.0065006897784769535,0.48385390639305115,0.34974634647369385,0.9989173412322998,-4.314280033111572,4.169770240783691,-36.7831916809082,18.18711280822754,36.0,36.0,-37.05993755791025,18.12820827406639,0.022968603913760204,-0.11009881973967595,0.11246913742808227,2.995466470718384,49.009499929772815,53.04401779174805,49.81008529663086,49.527891694575914,-0.041659221053123474,-0.0016370589146390557,-0.0007828447851352394,-0.0007490089046768844,-0.7190467119216919,0.6949617266654968,0.9989173412322998,0.48385390639305115,0.34974634647369385,1.0,1.0,-0.9969608783721924,0.9927708506584167,-0.8511103987693787,0.9681633114814758,-0.9877008199691772
