frame_id,leg_index,leg_changed,gt_x,gt_y,gt_progress_s,gt_cross_d,prediction_x,prediction_y,prediction_s,prediction_v,prediction_d,prediction_vd,raw_top1_x,raw_top1_y,hardms_x,hardms_y,measurement_s,measurement_d,measurement_var_s,measurement_var_d,final_x,final_y,final_s,final_v,final_d,final_vd,candidate_capture
10,0,0,-54.585689544677734,1.3803616762161255,35.978431701660156,0.27858400344848633,-29.15123707711633,-0.5833010974419666,10.479194896367169,0.9133625930862069,-0.46719011929157095,-0.01800473733689892,-27.772829055786133,9.233684539794922,-37.266056060791016,4.535549163818359,10.348026275634766,-0.420229434967041,225.0,91.36165618896484,-29.121949400890855,-0.5984736586022196,10.448462839995209,0.9099097010835772,-0.4552103302634841,-0.01645771892120839,1
11,0,0,-54.585689544677734,1.3803616762161255,35.978431701660156,0.27858400344848633,-30.024977975811044,-0.4855760029002696,11.358372541078786,0.9099097010835772,-0.4716680491846925,-0.01645771892120839,-32.50415802001953,9.263697624206543,-37.266056060791016,4.535549163818359,13.185482025146484,0.7486652135848999,225.0,91.36165618896484,-30.46845052768235,-0.7432808557863964,11.772002302893217,0.9546581515614943,-0.1683693085982766,0.02189048535606411,1
12,0,0,-54.585689544677734,1.3803616762161255,35.978431701660156,0.27858400344848633,-31.420043395032383,-0.6637675969561855,12.726660454454711,0.9546581515614943,-0.14647882324221248,0.02189048535606411,-32.50415802001953,9.263697624206543,-37.266056060791016,4.535549163818359,13.131692886352539,0.7679949998855591,225.0,91.36163330078125,-31.53191484229716,-0.8752644167938476,12.815462740497553,0.9640133953725589,0.07569291613731349,0.04963768981729088,1
13,0,0,-64.62455749511719,2.3488411903381348,46.063392639160156,0.3805994987487793,-32.495753872765704,-0.8223492668633419,13.779476135870112,0.9640133953725589,0.12533060595460438,0.04963768981729088,-32.50415802001953,9.263697624206543,-37.266056060791016,4.535549163818359,13.130821228027344,0.7372574806213379,225.0,91.36161041259766,-32.37381084438023,-0.9820778363955298,13.641275602065303,0.9497003526006438,0.2712207432311931,0.06775531482292912,1
14,0,0,-64.62455749511719,2.3488411903381348,46.063392639160156,0.3805994987487793,-33.32533971712326,-0.9486965423276468,14.590975954665947,0.9497003526006438,0.33897605805412223,0.06775531482292912,-32.50415802001953,9.263697624206543,-37.266056060791016,4.535549163818359,14.518648147583008,0.19219088554382324,225.0,91.36158752441406,-33.30673297609962,-0.9160096461786706,14.57594199170383,0.9481578514617449,0.3044996312505269,0.06347806652201518,1
15,0,0,-64.62455749511719,2.3488411903381348,46.063392639160156,0.3805994987487793,-34.25627427727465,-0.8785388874473976,15.524099843165576,0.9481578514617449,0.3679776977725421,0.06347806652201518,-32.50415802001953,9.263697624206543,-41.99738311767578,4.565558910369873,17.080913543701172,0.5939130783081055,225.0,91.36164855957031,-34.577051817017555,-0.8970836950961179,15.841099643732736,0.9805698126407614,0.4204493132418311,0.07000056276358597,1
16,0,0,-74.64299774169922,3.3395848274230957,56.130401611328125,0.4583091735839844,-35.559514136144195,-0.8626600199478425,16.8216694563735,0.9805698126407614,0.49044987600541706,0.07000056276358597,-37.266056060791016,4.535549163818359,-41.99738311767578,4.565558910369873,19.805118560791016,1.5492290258407593,225.0,91.36164093017578,-36.179511154066766,-1.0418064520426396,17.41916177321312,1.041708889562944,0.7343611184765603,0.10042764738932072,1
17,0,0,-74.64299774169922,3.3395848274230957,56.130401611328125,0.4583091735839844,-37.22599553489764,-1.031151866819207,18.460870662776063,1.041708889562944,0.834788765865881,0.10042764738932072,-37.266056060791016,4.535549163818359,-41.99738311767578,4.565558910369873,19.6707763671875,1.5801963806152344,225.0,91.36160278320312,-37.48196801991044,-1.175596617803482,18.700074342185907,1.066273569484534,1.0055746035516626,0.12182106366675752,1
18,0,0,-74.64299774169922,3.3395848274230957,56.130401611328125,0.4583091735839844,-38.5551480879538,-1.1836086338194878,19.76634791167044,1.066273569484534,1.1273956672184202,0.12182106366675752,-37.266056060791016,4.535549163818359,-41.99738311767578,4.565558910369873,23.400043487548828,0.9492478370666504,225.0,91.361572265625,-39.258357914574304,-1.0676716483238051,20.477888987155666,1.1397244423220667,1.0867168901028899,0.11670462288545155,1
19,0,0,-84.62059020996094,4.3080644607543945,66.15443420410156,0.5538225173950195,-40.404031526038615,-1.062803655252266,21.617613429477732,1.1397244423220667,1.2034215129883414,0.11670462288545155,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,28.76137924194336,2.6792354583740234,225.0,91.36165618896484,-41.82130967098489,-1.249867207598766,23.007047479969014,1.283996785693841,1.5397891885475732,0.15916533103232428,1
20,0,0,-84.62059020996094,4.3080644607543945,66.15443420410156,0.5538225173950195,-43.11494609782694,-1.271914362058664,24.291044265662855,1.283996785693841,1.6989545195798974,0.15916533103232428,-42.0279541015625,-0.19259993731975555,-75.11666870117188,4.775583744049072,33.1923828125,1.832812786102295,225.0,91.36164855957031,-44.83203280517897,-1.1193719972883183,26.01462388528149,1.4640198837547218,1.729439701678732,0.1630250369487926,1
21,0,0,-84.62059020996094,4.3080644607543945,66.15443420410156,0.5538225173950195,-46.30508583964903,-1.1261583265308988,27.478643769036214,1.4640198837547218,1.8924647386275246,0.1630250369487926,-84.5793228149414,4.835577011108398,-75.11666870117188,4.775583744049072,39.247310638427734,3.372870922088623,225.0,91.36165618896484,-48.60082910122501,-1.2202541368524864,29.751448310872068,1.702703053135719,2.229586183535927,0.2058053814811813,1
22,0,0,-94.5164794921875,5.254280090332031,76.09485626220703,0.6628074645996094,-50.31575687558622,-1.2442573500821972,31.454151364007785,1.702703053135719,2.4353915650171083,0.2058053814811813,-84.5793228149414,4.835577011108398,-79.84799194335938,4.805581092834473,45.781097412109375,3.213344097137451,225.0,91.36165618896484,-53.08237174624242,-1.1272984473887542,34.217561058191876,1.9942893532532884,2.612604413611873,0.22833039867760957,1
23,0,0,-94.5164794921875,5.254280090332031,76.09485626220703,0.6628074645996094,-55.08962993121927,-1.1427650071463114,36.21185041144516,1.9942893532532884,2.8409348122894826,0.22833039867760957,-84.5793228149414,4.835577011108398,-84.5793228149414,4.835577011108398,48.49213409423828,2.5630910396575928,225.0,91.36165618896484,-57.43756021462876,-0.8285754728271,38.5798626739981,2.2451412145288137,2.7776116236558503,0.22027281401218776,1
24,0,0,-94.5164794921875,5.254280090332031,76.09485626220703,0.6628074645996094,-59.69339973316322,-0.8094169104325104,40.825003888526915,2.2451412145288137,2.9978844376680382,0.22027281401218776,-84.5793228149414,4.835577011108398,-84.5793228149414,4.835577011108398,52.26917266845703,1.9179232120513916,225.0,91.36165618896484,-61.86245234613129,-0.3303267922850921,43.03264237165937,2.4797350902008852,2.751614052412791,0.18891574530215705,1
25,0,0,-104.41236877441406,6.233891487121582,86.03882598876953,0.7385845184326172,-64.34823511034321,-0.25509993398118214,45.512377461860254,2.4797350902008852,2.940529797714948,0.18891574530215705,-84.51820373535156,14.35189437866211,-84.5793228149414,4.835577011108398,54.130184173583984,1.670912742614746,225.0,91.36165618896484,-65.97182962733633,0.20943934229946803,47.176092438861154,2.6569459226175267,2.6508601872175297,0.15202095941169158,1
26,0,0,-104.41236877441406,6.233891487121582,86.03882598876953,0.7385845184326172,-68.62990893841052,0.3401531629579968,49.83303836147868,2.6569459226175267,2.8028811466292214,0.15202095941169158,-89.2495346069336,14.381888389587402,-84.54875946044922,9.593735694885254,56.5638313293457,1.1229519844055176,225.0,91.36165618896484,-69.88256815759189,0.8594316044291594,51.133718724802804,2.795721263714197,2.4194285621024605,0.1031766879871381,1
27,0,0,-104.41236877441406,6.233891487121582,86.03882598876953,0.7385845184326172,-72.67345770925343,1.0534367932515374,53.929439988517004,2.795721263714197,2.522605250089599,0.1031766879871381,-89.2495346069336,14.381888389587402,-84.5793228149414,4.835577011108398,58.17372512817383,1.6026499271392822,225.0,91.36166381835938,-73.46755687317616,1.3494093956083968,54.75045754426831,2.883417420469753,2.3125493881727555,0.07642114536344555,1
28,0,0,-114.4308090209961,7.135579586029053,96.09638977050781,0.9048480987548828,-76.3428091541314,1.5793228640253454,57.63387496473806,2.883417420469753,2.388970533536201,0.07642114536344555,-89.2495346069336,14.381888389587402,-84.5793228149414,4.835577011108398,60.79739761352539,1.7056574821472168,225.0,91.36165618896484,-76.93534615462194,1.7994883136372821,58.246425452046985,2.948890384501095,2.2329101654066448,0.056545855381501725,1
29,0,0,-114.4308090209961,7.135579586029053,96.09638977050781,0.9048480987548828,-79.87359331952698,2.056110967391034,61.19531583654808,2.948890384501095,2.2894560207881467,0.056545855381501725,-117.69860076904297,5.045505523681641,-89.3106460571289,4.86557149887085,67.13844299316406,2.2274675369262695,225.0,91.3616714477539,-81.01735405891719,2.1923818252512546,62.347078804282226,3.072038415577453,2.2752964142401275,0.054742841991815304,1
30,0,0,-114.4308090209961,7.135579586029053,96.09638977050781,0.9048480987548828,-84.07786298057447,2.4638621588177854,65.41911721985969,3.072038415577453,2.330039256231943,0.054742841991815304,-122.429931640625,5.075489044189453,-117.69860076904297,5.045505523681641,75.91752624511719,2.5625741481781006,225.0,91.36164093017578,-86.10806515064155,2.627047457919298,67.45517434759991,3.2897552787602713,2.3831601590854032,0.06150583080807397,1
31,0,0,-124.41860961914062,8.126322746276855,106.1329345703125,0.9793062210083008,-89.38577972939649,2.9149006707251894,70.74492962636018,3.2897552787602713,2.444665989893477,0.06150583080807397,-122.36883544921875,14.591805458068848,-122.39938354492188,9.833647727966309,85.37442016601562,2.6984775066375732,225.0,91.36165618896484,-92.21481892974732,3.158426031363199,73.58383886320618,3.593297783885251,2.502649290714604,0.06888671417812645,1
32,0,0,-124.41860961914062,8.126322746276855,106.1329345703125,0.9793062210083008,-95.79514599930434,3.4711430051561294,77.17713664709143,3.593297783885251,2.5715360048927303,0.06888671417812645,-127.10016632080078,14.621788024902344,-127.1307144165039,9.863629341125488,92.69793701171875,2.779693365097046,225.0,91.36165618896484,-98.79641416958191,3.743532968794749,80.19036514004696,3.915420919957616,2.6190894664281137,0.0749391563642751,1
33,0,0,-124.41860961914062,8.126322746276855,106.1329345703125,0.9793062210083008,-102.69768856518203,4.084405876914728,84.10578606000458,3.915420919957616,2.6940286227923886,0.0749391563642751,-127.10016632080078,14.621788024902344,-127.1307144165039,9.863629341125488,98.96493530273438,3.007780075073242,225.0,91.36165618896484,-105.57472224426884,4.319282906008271,86.9915014121543,4.223840851217177,2.7657032088766513,0.0840607162934712,1
34,0,0,-134.4064178466797,9.183857917785645,116.17655944824219,0.9873514175415039,-109.78364370014998,4.683806170945398,91.21534226337148,4.223840851217177,2.8497639251701226,0.0840607162934712,-122.33829498291016,19.349964141845703,-131.86204528808594,9.893610000610352,101.83148193359375,2.0879857540130615,225.0,91.36165618896484,-111.81570161888372,5.07561663819172,93.27749963664844,4.444185542324438,2.6757467850435415,0.061916351379186524,1
35,0,0,-134.4064178466797,9.183857917785645,116.17655944824219,0.9873514175415039,-116.24137493258698,5.485535783799818,97.72168517897288,4.444185542324438,2.737663136422728,0.061916351379186524,-122.33829498291016,19.349964141845703,-131.86204528808594,9.893610000610352,104.69786071777344,1.7256419658660889,225.0,91.36165618896484,-117.56448731388261,5.859186340989755,99.07697135916925,4.588965010374203,2.5064909988810458,0.03250029990734128,1
36,0,0,-134.4064178466797,9.183857917785645,116.17655944824219,0.9873514175415039,-122.13100226101206,6.313715259977921,103.66593636954346,4.588965010374203,2.538991298788387,0.03250029990734128,-122.33829498291016,19.349964141845703,-136.59336853027344,9.923588752746582,107.88992309570312,1.8902446031570435,225.0,91.36165618896484,-122.93131471246373,6.548128682659351,104.48660130087032,4.676614015360047,2.390806377967476,0.013644756346516702,1
37,0,0,-144.29208374023438,10.052149772644043,126.09855651855469,1.1727352142333984,-127.5829836184316,7.030705463834945,109.16321531623036,4.676614015360047,2.4044511343139927,0.013644756346516702,-122.33829498291016,19.349964141845703,-141.32469177246094,9.953566551208496,113.18215942382812,1.4432544708251953,225.0,91.36165618896484,-128.3361286262761,7.331852783889294,109.94405882962148,4.759994381265833,2.1849049093184223,-0.014290562259867842,1
38,0,0,-144.29208374023438,10.052149772644043,126.09855651855469,1.1727352142333984,-133.06774366397678,7.851053097915255,114.70405321088731,4.759994381265833,2.1706143470585544,-0.014290562259867842,-169.68212890625,14.891556739807129,-146.05601501464844,9.983542442321777,119.26141357421875,2.2150235176086426,225.0,91.36165618896484,-133.94926387978845,7.9349041041342865,115.58949436042519,4.85452946187203,2.1807575190021096,-0.012999941492780925,1
39,0,0,-144.29208374023438,10.052149772644043,126.09855651855469,1.1727352142333984,-138.77501740762585,8.462850359356564,120.44402382229723,4.85452946187203,2.1677575775093287,-0.012999941492780925,-169.68212890625,14.891556739807129,-150.787353515625,10.013516426086426,125.11581420898438,2.817868709564209,225.0,91.3616714477539,-139.69329051639502,8.411496948379664,121.35166653861472,4.951423333586557,2.3162412741782092,0.005893186172069846,1
40,0,0,-154.1981964111328,10.909310340881348,136.03970336914062,1.3713579177856445,-144.61739547309156,8.930936223903885,126.30308987220128,4.951423333586557,2.322134460350279,0.005893186172069846,-169.68212890625,14.891556739807129,-160.25,10.073460578918457,130.49595642089844,2.8472065925598145,225.0,91.36165618896484,-145.4400810385046,8.898107018690059,127.11764973732102,5.038372576434666,2.4420575577088606,0.02115232145385692,1
41,0,0,-154.1981964111328,10.909310340881348,136.03970336914062,1.3713579177856445,-150.45226338593523,9.411597767191227,132.15602231375567,5.038372576434666,2.4632098791627173,0.02115232145385692,-183.90664672851562,10.223294258117676,-160.21946716308594,14.831619262695312,136.21824645996094,3.104691505432129,225.0,91.36165618896484,-151.25249376650828,9.349636438197273,132.94516307700087,5.122603238339523,2.609718410045996,0.039794336331892874,1
42,0,0,-154.1981964111328,10.909310340881348,136.03970336914062,1.3713579177856445,-156.3504091577103,9.85352645578205,138.0677663153404,5.122603238339523,2.6495127463778885,0.039794336331892874,-193.30824279785156,19.79953384399414,-169.68212890625,14.891556739807129,143.1282196044922,2.3268678188323975,225.0,91.36165618896484,-157.3200562989319,10.031087494046337,139.05077879418297,5.227522977862916,2.5758241734853655,0.03041800062735414,1
43,0,0,-164.03280639648438,11.966845512390137,145.93101501464844,1.363149642944336,-162.52130456964886,10.555431923964285,144.2783017720459,5.227522977862916,2.6062421741127197,0.03041800062735414,-198.07009887695312,15.071334838867188,-174.4134521484375,14.921524047851562,148.99400329589844,2.043060779571533,225.0,91.36165618896484,-163.4184918885869,10.780509119246082,145.19430437135455,5.32528828962901,2.4776182995849707,0.014051438239993812,1
44,0,0,-164.03280639648438,11.966845512390137,145.93101501464844,1.363149642944336,-168.71521739044485,11.33149972136551,150.51959266098356,5.32528828962901,2.4916697378249646,0.014051438239993812,-202.80142211914062,15.10129165649414,-179.14479064941406,14.951489448547363,153.9224853515625,2.5353007316589355,225.0,91.36165618896484,-169.3735146951249,11.391713891331836,151.18056301452705,5.395833182559471,2.5016345099832265,0.015319398759104354,1
45,0,0,-164.03280639648438,11.966845512390137,145.93101501464844,1.363149642944336,-174.74052148514727,11.948927834910524,156.57639619708652,5.395833182559471,2.5169539087423307,0.015319398759104354,-202.80142211914062,15.10129165649414,-188.60743713378906,15.011414527893066,158.9083709716797,2.035550832748413,225.0,91.36165618896484,-175.17924423586925,12.106306682490365,157.02933942130977,5.444175431711426,2.407007567673487,0.0013292890639759348,1
46,0,0,-174.08189392089844,12.979852676391602,156.03085327148438,1.4219722747802734,-180.59283623493735,12.682560437519124,162.4735148530212,5.444175431711426,2.408336856737463,0.0013292890639759348,-202.80142211914062,15.10129165649414,-193.33877563476562,15.041375160217285,165.5281524658203,2.205495834350586,225.0,91.36165618896484,-181.17786542015233,12.79156800830919,163.0668070949779,5.507497320240652,2.3620105388963677,-0.004565518137943477,1
47,0,0,-174.08189392089844,12.979852676391602,156.03085327148438,1.4219722747802734,-186.65379656440953,13.380401156626762,168.57430441521853,5.507497320240652,2.357445020758424,-0.004565518137943477,-202.80142211914062,15.10129165649414,-198.07009887695312,15.071334838867188,171.55435180664062,3.00538969039917,225.0,91.36165618896484,-187.24502343328993,13.294658400250889,169.15309819487365,5.569272311354432,2.505427470889749,0.014264601228954125,0
48,0,0,-184.13096618652344,13.948331832885742,166.12594604492188,1.5250720977783203,-192.7843786362594,13.871321440372395,174.7223705062281,5.569272311354432,2.519692072118703,0.014264601228954125,-202.80142211914062,15.10129165649414,-202.80142211914062,15.10129165649414,175.48744201660156,2.872051239013672,225.0,91.36165618896484,-192.94067008320576,13.807065360835105,174.8709629584679,5.585131828604442,2.60016656755784,0.024504644360506915,1
49,0,0,-184.13096618652344,13.948331832885742,166.12594604492188,1.5250720977783203,-198.49688167126422,14.37522869282433,180.45609478707235,5.585131828604442,2.624671211918347,0.024504644360506915,-221.75726318359375,10.4629487991333,-207.5327606201172,15.131247520446777,179.09678649902344,3.2100815773010254,225.0,91.36165618896484,-198.24855307971887,14.214274384984206,180.1920919086844,5.556954072817263,2.7583718561496506,0.041517507084274125,0
50,0,0,-184.13096618652344,13.948331832885742,166.12594604492188,1.5250720977783203,-203.77855083835698,14.76253147364615,185.74904598150167,5.556954072817263,2.7998893632339246,0.041517507084274125,-221.75726318359375,10.4629487991333,-212.2335662841797,19.919361114501953,183.3815460205078,2.292958974838257,225.0,91.36164093017578,-203.30905318343227,14.828873489306355,185.28923620086408,5.507876821818962,2.684112484842462,0.0267853650549702,0
51,0,0,-194.10855102539062,14.861151695251465,176.14407348632812,1.6759300231933594,-208.78868771983764,15.386572946130197,190.79711302268305,5.507876821818962,2.710897849897432,0.0267853650549702,-221.75726318359375,10.4629487991333,-212.2335662841797,19.919361114501953,186.8828582763672,2.1573972702026367,225.0,91.36158752441406,-208.01935251352916,15.43162107648661,190.03689874602253,5.426735541941624,2.584484753920289,0.010699806271188644,0
52,0,0,-194.10855102539062,14.861151695251465,176.14407348632812,1.6759300231933594,-213.41659716894128,15.996706989836674,195.46363428796414,5.426735541941624,2.595184560191478,0.010699806271188644,-221.75726318359375,10.4629487991333,-216.96490478515625,19.949312210083008,190.03689575195312,1.979009747505188,225.0,91.36158752441406,-212.35365234788333,16.02482448701872,194.40967120432774,5.314240223670225,2.454457343765814,-0.007207164521454555,0
53,0,0,-194.10855102539062,14.861151695251465,176.14407348632812,1.6759300231933594,-217.63713679729048,16.59578162263866,199.72391142799796,5.314240223670225,2.4472501792443597,-0.007207164521454555,-221.75726318359375,10.4629487991333,-216.96490478515625,19.949312210083008,194.40966796875,2.337649345397949,225.0,91.36116790771484,-216.60819093983739,16.511174370080003,198.69179640388953,5.204076212118778,2.4222185183732274,-0.010392341703858655,0
54,0,0,-203.94317626953125,15.796236038208008,186.02239990234375,1.7894859313964844,-221.78179517623863,17.073611347089596,203.89587261600832,5.204076212118778,2.411826176669369,-0.010392341703858655,-221.75726318359375,10.4629487991333,-221.69622802734375,19.979265213012695,198.69180297851562,2.243513822555542,225.0,91.36103820800781,-220.77270239002078,17.004607477711104,202.88515399368723,5.096195475222,2.373385413666225,-0.01528377196707649,0
55,0,0,-203.94317626953125,15.796236038208008,186.02239990234375,1.7894859313964844,-225.83851578498349,17.56046315372641,207.98134946890923,5.096195475222,2.3581016416991485,-0.01528377196707649,-221.75726318359375,10.4629487991333,-221.72674560546875,15.22110652923584,202.88514709472656,4.198885440826416,225.0,91.35851287841797,-224.89893404949098,17.037406321830655,206.99157888274235,4.990550307292769,2.7785258556713295,0.03821349161004905,0
56,0,0,-203.94317626953125,15.796236038208008,186.02239990234375,1.7894859313964844,-229.8653740438347,17.52885869505645,211.98212919003512,4.990550307292769,2.8167393472813784,0.03821349161004905,-226.3665313720703,29.525529861450195,-231.1588897705078,20.039161682128906,210.90853881835938,2.507983684539795,225.0,91.36146545410156,-229.65055953523958,17.576855620976445,211.77361900891518,4.968294499577657,2.7462235030200848,0.029240632091453514,0
57,0,0,-213.8697052001953,16.76471519470215,195.9956512451172,1.8795814514160156,-234.5939173879933,18.074869084185703,216.74191350849284,4.968294499577657,2.7754641351115383,0.029240632091453514,-240.56053161621094,29.61536979675293,-245.35287475585938,20.128997802734375,219.62344360351562,2.63771653175354,225.0,91.36165618896484,-235.1470663612778,18.165524368507974,217.30155845056007,5.028029559985975,2.744004343265126,0.025237498127019992,0
58,0,0,-213.8697052001953,16.76471519470215,195.9956512451172,1.8795814514160156,-240.14939746217726,18.673855698962075,222.32958801054605,5.028029559985975,2.769241841392146,0.025237498127019992,-278.44171142578125,25.096717834472656,-245.32237243652344,24.887155532836914,225.03900146484375,2.7208173274993896,225.0,91.36160278320312,-240.67147205515224,18.740679563769156,222.85580565239042,5.084196720558017,2.7581822781811027,0.023830212582608534,0
59,0,0,-213.8697052001953,16.76471519470215,195.9956512451172,1.8795814514160156,-245.72950403494542,19.256369042399083,227.94000237294844,5.084196720558017,2.7820124907637114,0.023830212582608534,-283.1425476074219,29.884807586669922,-283.17303466796875,25.126649856567383,241.91078186035156,1.946982741355896,225.0,91.36164855957031,-248.40734294381383,19.733867876429166,230.65338699268167,5.373816723283206,2.5913018270971597,-0.0004369568455912867,0
60,0,0,-223.8677215576172,17.811119079589844,206.04824829101562,1.8997783660888672,-253.7507859251098,20.304413515707743,236.02720371596487,5.373816723283206,2.5908648702515684,-0.0004369568455912867,-292.63568115234375,25.186508178710938,-287.90435791015625,25.156579971313477,253.3064727783203,2.790510892868042,225.0,91.36165618896484,-257.09264228488985,20.61510954233355,239.3831621978298,5.73202346477829,2.636461637640696,0.005365047515760127,0
61,0,0,-223.8677215576172,17.811119079589844,206.04824829101562,1.8997783660888672,-262.79288598905816,21.217888269794916,245.11518566260807,5.73202346477829,2.641826685156456,0.005365047515760127,-292.6051940917969,29.944665908813477,-287.90435791015625,25.156579971313477,259.3081970214844,2.583824634552002,225.0,91.36165618896484,-265.5324755992819,21.52350456982516,247.87173738062893,6.026250928300313,2.6285797010434315,0.0036794229426484575,0
62,0,0,-223.8677215576172,17.811119079589844,206.04824829101562,1.8997783660888672,-271.5251074517456,22.15917416111037,253.89798830892923,6.026250928300313,2.63225912398608,0.0036794229426484575,-292.6051940917969,29.944665908813477,-292.6051940917969,29.944665908813477,264.8377990722656,1.9125986099243164,225.0,91.36165618896484,-273.6203991469997,22.548021311278887,256.02270821851926,6.253038151937969,2.4678970835571676,-0.01723496762994885,0
63,0,0,-233.84530639648438,18.824125289916992,216.07701110839844,1.9510173797607422,-279.8363195197326,23.228547242102422,262.2757463704572,6.253038151937969,2.450662115927219,-0.01723496762994885,-311.530517578125,30.064363479614258,-297.3365478515625,29.974592208862305,269.3853759765625,1.9208979606628418,225.0,91.36165618896484,-281.19651695847733,23.49534899941479,263.6565726703851,6.400423991369674,2.329670150434788,-0.03263069085059089,0
64,0,0,-233.84530639648438,18.824125289916992,216.07701110839844,1.9510173797607422,-287.5573580511144,24.20682001110485,270.0569966617548,6.400423991369674,2.297039459584197,-0.03263069085059089,-316.23138427734375,34.852439880371094,-306.7991943359375,30.034440994262695,274.6164855957031,2.6410224437713623,225.0,91.36165618896484,-288.4462354918178,24.22264911871989,270.9425370350076,6.494944246903998,2.3756011800956705,-0.022634041753761498,0
