protocol,frame_id,image_path,reference_x,reference_y,reference_progress_s,reference_cross_e,reference_waypoint_leg,reference_step_s,reference_step_e,reference_step_norm_m,reference_heading_deg,trajectory_history_count,trajectory_history_path_length_se,bootstrap_frame,predicted_progress_s,predicted_cross_e,search_origin_progress_s,search_origin_cross_e,search_origin_x,search_origin_y,predicted_x,predicted_y,predicted_candidate_distance_m,predicted_candidate_included,motion_v_s,motion_v_e,motion_a_s,motion_a_e,motion_next_step_s,motion_next_step_e,motion_step_error_se,estimated_heading_deg,search_grid_size,search_forward_rows,search_forward_cols,search_candidate_count,forward_only_search,search_heading_deg,raw_top1_x,raw_top1_y,softms_x,softms_y,softms_mode_count,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_confidence,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,measurement_correction_s,measurement_correction_e,kalman_nis,final_progress_s,final_cross_e,waypoint_leg,target_waypoint,final_x,final_y,final_step_m,error_final_m,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_velocity_parallel,gt_heading_deg,v_parallel,poly_next_step_parallel,heading_error_deg,progress_error_m
trajectory_gru_inertial_forward_sat_external_kalman,0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,-18.780746459960938,-2.1595981121063232,-18.780745674413577,-2.1595981213156596,4.700013160705566,0,1.9476001262664795,-0.0029422100633382797,1.9475998878479004,-0.0029420144855976105,2.973857879638672,-0.004413217306137085,2.973861154253172,173.82497218665222,6,3,6,18,1,173.90999929632898,-27.772829055786133,9.233684539794922,-27.647659301757812,2.087589740753174,1,9.267459869384766,-3.2825231552124023,0.9533604979515076,0.016760319471359253,0.21755064981669864,0.0010000000474974513,0.0010000000474974513,1,9.17138385772705,-3.253859043121338,1.349894404411316,1.336342692375183,-0.09607620537281036,0.028664184734225273,1.1913711326534686,5.881906176956372,-2.0943465316146694,0,1,-24.407266813822766,0.546943497944137,0.0,6.243644671132076,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,0.0,0.0,0.0,1.9476001262664795,2.973857879638672,173.82497218665222,5.881905394865245
trajectory_gru_inertial_forward_sat_external_kalman,1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,7.172637416015737,0.0599746448253995,7.172888153292986,174.38907188095573,1,4.820360892652366,1,5.881906176956372,-2.0943465316146694,5.881906176956372,-2.0943465316146694,-24.40726661682129,0.5469434857368469,-24.407266813822766,0.546943497944137,3.525700807571411,0,1.945349097251892,-0.0028524138033390045,1.945348858833313,-0.0028522182255983353,2.9706544876098633,-0.004278522916138172,4.2024741522321385,173.8274783780721,6,3,6,18,1,173.90999929632898,-27.772829055786133,9.233684539794922,-31.30323028564453,1.9509398937225342,1,12.887903213500977,-2.7588229179382324,0.9382054209709167,0.020300179719924927,0.23473559277743777,0.0010000000474974513,0.0010000000474974513,1,12.780004501342773,-2.727383852005005,1.3574661016464233,1.341391921043396,-0.10789887607097626,0.031439151614904404,0.5924206020550267,10.68200826525644,-2.5358202876972253,0,1,-29.13344321450408,1.4951711947845703,4.8203608926523644,4.36506929899594,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,7.172637416015737,7.172637416015737,174.38907188095573,1.945349097251892,2.9706544876098633,0.5615935028836248,3.5093700671495762
trajectory_gru_inertial_forward_sat_external_kalman,2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.9765578711491996,0.022716983804737093,2.976644557493125,174.34727015796543,2,8.968893136755717,1,10.68200826525644,-2.5358202876972253,10.68200826525644,-2.5358202876972253,-29.13344383239746,1.4951711893081665,-29.13344321450408,1.4951711947845703,3.851290702819824,0,1.9540889263153076,-0.0026810751296579838,1.9540886878967285,-0.002680881880223751,2.983096122741699,-0.004021516069769859,0.027526280341263556,173.83275882234585,6,3,6,18,1,168.65518977234942,-32.50415802001953,9.263697624206543,-35.90309143066406,1.0482680797576904,1,17.366039276123047,-1.3732436895370483,0.9487487077713013,0.016117341816425323,0.21847969027847725,0.0010000000474974513,0.0010000000474974513,1,17.25736427307129,-1.3414466381072998,1.3599509000778198,1.3430732488632202,-0.10867483913898468,0.031797103583812714,0.5947293403694671,14.763493082067885,-1.7929868807324916,0,1,-33.27070166192417,1.1895369041425348,4.1485322441033485,4.980954433761786,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.9765578711491996,2.9765578711491996,174.34727015796543,1.9540889263153076,2.983096122741699,0.5145113356195736,4.6142970128118215
trajectory_gru_inertial_forward_sat_external_kalman,3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.975685825718756,0.02271020084053925,2.9757724856927044,174.34726770228437,3,12.83002094393898,1,14.763493082067885,-1.7929868807324916,14.763493082067885,-1.7929868807324916,-33.27070236206055,1.1895369291305542,-33.27070166192417,1.1895369041425348,4.2664103507995605,0,1.9619039297103882,-0.0025545586831867695,1.961903691291809,-0.002554364036768675,2.9942283630371094,-0.003831740701571107,0.032377466717260835,173.8366774170582,6,3,6,18,1,-175.77502742274646,-37.266056060791016,4.535549163818359,-40.911651611328125,0.38212695717811584,1,22.275663375854492,-0.17950108647346497,0.9628030061721802,0.0052208006381988525,0.1835084732124277,0.0010000000474974513,0.0010000000474974513,1,22.167497634887695,-0.1477849781513214,1.3611069917678833,1.3438626527786255,-0.10816554725170135,0.03171610087156296,0.6991337423190724,18.532292473154275,-0.9536662666935631,0,1,-37.10727571149975,0.7547869696663081,3.8611278071832666,5.510146508982053,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.975685825718756,2.975685825718756,174.34726770228437,1.9619039297103882,2.9942283630371094,0.5105902852261579,5.407410578179455
trajectory_gru_inertial_forward_sat_external_kalman,4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,2.975768226198106,0.022710960013673454,2.9758548895661856,174.34727021093266,4,17.769119748173313,1,18.532292473154275,-0.9536662666935631,18.532292473154275,-0.9536662666935631,-37.107276916503906,0.7547869682312012,-37.10727571149975,0.7547869696663081,0.9955697059631348,1,1.9680651426315308,-0.002465067896991968,1.9680649042129517,-0.002464869525283575,3.00300931930542,-0.0036975026596337557,0.037940533133428773,173.83945299841477,6,3,6,18,1,-173.53497899530672,-37.296630859375,-0.22260963916778564,-44.77283477783203,-0.1277744472026825,1,26.060958862304688,0.7371576428413391,0.9722895622253418,0.029365412890911102,0.2386523980149694,0.0010000000474974513,0.0010000000474974513,1,25.953413009643555,0.7688355445861816,1.3618440628051758,1.3443268537521362,-0.10754576325416565,0.03167792409658432,0.8542368553628163,23.343093303356625,0.16476673090325233,0,1,-42.00958182097007,0.15304632201234217,4.939098804234332,7.242535933852348,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,2.975768226198106,2.975768226198106,174.34727021093266,1.9680651426315308,3.00300931930542,0.5078172125178924,7.242443182183699
trajectory_gru_inertial_forward_sat_external_kalman,5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.289121849372563,0.022380454033615937,3.2891979911131446,174.29985586865408,5,23.77512390932101,0,26.35695972791717,0.16122366527521548,23.343093303356625,0.16476673090325233,-42.00958251953125,0.15304632484912872,-45.00606352706513,0.47631210035126337,1.8659985065460205,1,1.9756790399551392,-0.0023621111176908016,1.9756790399551392,-0.00236190902069211,3.013866424560547,-0.0035430656280368567,0.27647346664750966,173.84264308841838,6,3,6,18,1,173.84264308841838,-46.75927734375,-0.16259177029132843,-51.302669525146484,-1.281407356262207,1,32.43155288696289,2.577033758163452,0.9879827499389648,0.015953071415424347,0.19649029108375987,0.0010000000474974513,0.0010000000474974513,0,32.3248176574707,2.608466148376465,1.362327218055725,1.3446673154830933,-0.10673703253269196,0.03143230825662613,0.6119395724980293,29.23239559841893,1.3429876189787109,0,1,-47.990645773948074,-0.39372600182143325,6.006004161147698,9.914599464353325,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.289121849372563,3.289121849372563,174.29985586865408,1.9756790399551392,3.013866424560547,0.4572127802356931,9.84262362787344
trajectory_gru_inertial_forward_sat_external_kalman,6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.282439976299276,0.02233470458722059,3.282515961429067,174.29985092199666,6,28.946195304517467,0,32.2584802599027,1.339621099514531,29.23239559841893,1.3429876189787109,-47.99064636230469,-0.3937259912490845,-50.999295492909205,-0.06933953398447645,0.49536415934562683,1,1.9842424392700195,-0.0022444124333560467,1.9842422008514404,-0.0022442140616476536,3.0260846614837646,-0.0033665194641798735,0.25764044781807904,173.84625776264843,6,3,6,18,1,173.84625776264843,-56.221927642822266,-0.10258004069328308,-56.289215087890625,-1.567353367805481,1,37.359619140625,3.3903913497924805,0.993360161781311,0.00444929301738739,0.16477326857537705,0.0010000000474974513,0.0010000000474974513,0,37.253395080566406,3.421937942504883,1.3626097440719604,1.3448013067245483,-0.10622382164001465,0.031546492129564285,0.3419709772254191,34.33092576866784,2.2061037625426234,0,1,-53.15197071332377,-0.7110653224191874,5.171071395196451,11.834687077193058,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.282439976299276,3.282439976299276,174.29985092199666,1.9842424392700195,3.0260846614837646,0.4535931593482303,11.658713821823074
trajectory_gru_inertial_forward_sat_external_kalman,7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.291168963884001,0.02239446821316496,3.291245153591544,174.29985734525803,7,34.05319242531703,0,37.364313191229485,2.2028392792453797,34.33092576866784,2.2061037625426234,-53.15196990966797,-0.7110653519630432,-56.16789280511447,-0.38600556105948636,0.2885304391384125,1,1.9893580675125122,-0.002176388632506132,1.9893580675125122,-0.0021761893294751644,3.0333874225616455,-0.0032644832972437143,0.2590554088204736,173.84833851352778,6,3,6,18,1,173.84833851352778,-56.221927642822266,-0.10258004069328308,-60.7728385925293,-1.1550923585891724,1,41.86167907714844,3.4561269283294678,0.994650661945343,0.005801528692245483,0.1674440826723047,0.0010000000474974513,0.0010000000474974513,0,41.755859375,3.487508535385132,1.362876534461975,1.3449578285217285,-0.10582084953784943,0.0313815139234066,0.23093892081025247,39.40315930603294,2.8009705831703635,0,1,-58.258688710760715,-0.7644590159479598,5.106997120799565,13.6900535586001,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.291168963884001,3.291168963884001,174.29985734525803,1.9893580675125122,3.0333874225616455,0.45151883173025453,13.439778395304174
trajectory_gru_inertial_forward_sat_external_kalman,8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.336079374354565,0.02776811776652305,3.3361949374037283,174.38689418808866,8,34.097178765659365,0,42.44169871567039,2.7977841298037114,39.40315930603294,2.8009705831703635,-58.258689880371094,-0.7644590139389038,-61.279741992492816,-0.43893026707830307,0.4907238185405731,1,1.9929660558700562,-0.00212436867877841,1.992965817451477,-0.0021241693757474422,3.038539409637451,-0.003186453366652131,0.299145810730988,173.84991442067474,6,3,6,18,1,173.84991442067474,-70.35478210449219,9.503743171691895,-65.48445129394531,-0.8199434280395508,1,46.58225631713867,3.6227269172668457,0.9953779578208923,0.0022347569465637207,0.15812714057654817,0.0010000000474974513,0.0010000000474974513,0,46.47686004638672,3.6540169715881348,1.363090991973877,1.3451088666915894,-0.10539792478084564,0.03129001706838608,0.172144318776961,44.25247362067839,3.183102341753729,0,1,-63.12117635883034,-0.629967843324934,4.864347232994699,15.243190915592802,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.336079374354565,3.336079374354565,174.38689418808866,1.9929660558700562,3.038539409637451,0.536979767413925,14.953013335595056
trajectory_gru_inertial_forward_sat_external_kalman,9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.335964352530045,0.027767474711354545,3.3360799142111426,174.38689958652537,8,35.5745720018796,0,47.29384448936125,3.1799667395309736,44.25247362067839,3.183102341753729,-63.121177673339844,-0.6299678683280945,-66.14505051502105,-0.30418926760818854,0.5296006798744202,1,1.9949488639831543,-0.0020904713310301304,1.9949486255645752,-0.002090261783450842,3.0413708686828613,-0.0031356022227555513,0.29620992706054994,173.85092833205042,6,3,6,18,1,173.85092833205044,-75.08610534667969,9.533742904663086,-71.62155151367188,-0.19743317365646362,1,52.750762939453125,3.654818058013916,0.9804623126983643,0.0013404563069343567,0.1640949937948652,0.0010000000474974513,0.0010000000474974513,0,52.645591735839844,3.6861140727996826,1.3632409572601318,1.3451861143112183,-0.10517144203186035,0.03129607439041138,0.29571633577268325,49.87321558265603,3.4245506944461024,0,1,-68.73581290434257,-0.27374604170024197,5.625925480323589,17.52753251902856,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.335964352530045,3.335964352530045,174.38689958652537,1.9949488639831543,3.0413708686828613,0.5359712544749584,17.237790945042654
