sequence_index,frame_id,image_path,active_leg_before,active_leg_after,active_waypoint_from,active_waypoint_to,search_heading_deg,forward_local_candidate_count,topology_recovery_candidate_count,selected_branch,selected_local_index,selected_recovery_index,leg_choice,leg_state_delta,leg_probability_previous,leg_probability_current,leg_probability_next,waypoint_switched_after_frame,waypoint_advanced_after_frame,waypoint_rollback_after_frame,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,fusion_hold,fusion_local,fusion_recovery,visual_x,visual_y,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
11,11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,11,12,11,12,172.182197068061,1,24,1,0,0,2,1,0.4338027536869049,0.03209855034947395,0.5340986847877502,1,1,0,-80.71418762207031,4.9646830558776855,-541.2068481445312,369.357666015625,-540.9027709960938,416.9391784667969,-483.8818664550781,454.64617919921875,0.3332146406173706,0.3334805965423584,0.33330482244491577,-540.9027709960938,416.9391784667969,49.0,49.0,-549.4989444714557,176.14440994838407,617.654052734375,499.0607649909282
12,12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,12,13,12,13,83.65458928397746,1,24,1,0,0,2,1,0.43372681736946106,0.031873516738414764,0.5343996286392212,1,1,0,-84.01985931396484,5.2652668952941895,-540.9027709960938,416.9391784667969,-1235.6114501953125,549.7796630859375,-1173.4376220703125,654.0737915039062,0.333211749792099,0.3334844410419464,0.333303838968277,-1235.6114501953125,549.7796630859375,49.0,49.0,-609.8851468359101,209.02131673123742,1273.8363037109375,563.9599528914136
13,13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,13,14,13,14,-7.569675444400844,1,24,1,0,0,2,1,0.43374863266944885,0.03181563317775726,0.5344358086585999,1,1,0,-87.32689666748047,5.565974712371826,-1235.6114501953125,549.7796630859375,-1225.7862548828125,606.8182373046875,-4.1773552894592285,-0.4327203929424286,0.3332090377807617,0.33348771929740906,0.3333032727241516,-1225.7862548828125,606.8182373046875,49.0,49.0,-663.3990747743895,243.57810828155073,1287.475830078125,623.3048452522978
14,14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,14,13,14,15,-32.68341868676126,1,24,1,0,0,0,-1,0.9300084114074707,0.0699915811419487,0.0,1,0,1,-90.52931213378906,5.903904438018799,-1225.7862548828125,606.8182373046875,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.3332066833972931,0.33349037170410156,0.33330291509628296,-956.271728515625,576.5784912109375,49.0,49.0,-688.5709925293199,272.1942709214133,1036.9085693359375,654.6483107533164
15,15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,13,14,13,14,-7.569675444400844,10,24,1,1,0,2,1,0.43357226252555847,0.03169594332575798,0.5347318053245544,1,1,0,-93.73101806640625,6.241759300231934,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.33320531249046326,0.33349156379699707,0.33330315351486206,-956.271728515625,576.5784912109375,49.0,49.0,-711.3692562950614,298.1130491785935,1034.050537109375,683.1294483313214
16,16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,14,13,14,15,-32.68341868676126,8,24,1,0,0,0,-1,0.9302593469619751,0.06974069774150848,0.0,1,0,1,-97.24320983886719,6.612377643585205,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.33320340514183044,0.3334936797618866,0.33330294489860535,-956.271728515625,576.5784912109375,49.0,49.0,-732.0649137730433,321.64223181076727,1030.917724609375,708.6906270034102
17,17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,13,14,13,14,-7.569675444400844,10,24,1,1,0,2,1,0.4334629774093628,0.03158573433756828,0.5349512696266174,1,1,0,-100.48795318603516,6.946656227111816,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.33320242166519165,0.3334944248199463,0.33330321311950684,-956.271728515625,576.5784912109375,49.0,49.0,-750.8880351383967,343.0431184934756,1028.0302734375,732.107299889575
18,18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,14,13,14,15,-32.68341868676126,8,24,1,0,0,0,-1,0.9304737448692322,0.0695262923836708,0.0,1,0,1,-103.73233032226562,7.28089714050293,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.33320075273513794,0.33349621295928955,0.3333030045032501,-956.271728515625,576.5784912109375,49.0,49.0,-768.0357899644902,362.5396758268064,1025.1455078125,753.3311929864
19,19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,13,14,13,14,-7.569675444400844,10,24,1,1,0,2,1,0.4333665668964386,0.03149257227778435,0.535140872001648,1,1,0,-107.29228973388672,7.647648811340332,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.33320000767707825,0.33349674940109253,0.3333032727241516,-956.271728515625,576.5784912109375,49.0,49.0,-783.6786233274831,380.3255398764434,1021.9825439453125,772.2611493276873
20,20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,14,13,14,15,-32.68341868676126,8,24,1,0,0,0,-1,0.9306579232215881,0.06934210658073425,0.0,1,0,1,-110.61548614501953,7.9523024559021,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.333198606967926,0.3334983289241791,0.3333030641078949,-956.271728515625,576.5784912109375,49.0,49.0,-797.9650310127703,396.56943131552157,1019.0535888671875,789.6028556641612
21,21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,13,14,13,14,-7.569675444400844,10,24,1,1,0,2,1,0.4333004951477051,0.031420789659023285,0.5352787375450134,1,1,0,-113.93445587158203,8.25656795501709,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.33319801092147827,0.33349862694740295,0.3333033323287964,-956.271728515625,576.5784912109375,49.0,49.0,-811.0252907352498,411.41938738940047,1016.130859375,805.2800078390165
22,22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,14,13,14,15,-32.68341868676126,8,24,1,0,0,0,-1,0.9308155179023743,0.06918443739414215,0.0,1,0,1,-117.24945068359375,8.560468673706055,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.33319681882858276,0.3335000276565552,0.33330315351486206,-956.271728515625,576.5784912109375,49.0,49.0,-822.9744073935774,425.0061029818664,1013.214111328125,819.4355867654482
23,23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,13,14,13,14,-7.569675444400844,10,24,1,1,0,2,1,0.43328726291656494,0.031313277781009674,0.5353994369506836,1,1,0,-120.81004333496094,8.859625816345215,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.33319640159606934,0.3335001468658447,0.33330345153808594,-956.271728515625,576.5784912109375,49.0,49.0,-833.9144609988384,437.4455945070679,1010.0994262695312,831.9878863603141
24,24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,14,13,14,15,-32.68341868676126,8,24,1,0,0,0,-1,0.9309513568878174,0.06904865801334381,0.0,1,0,1,-124.06947326660156,9.133479118347168,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.33319538831710815,0.33350130915641785,0.3333033323287964,-956.271728515625,576.5784912109375,49.0,49.0,-843.9364966017131,448.84134450237536,1007.2509765625,843.535143408935
25,25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,13,14,13,14,-7.569675444400844,10,24,1,1,0,2,1,0.43323373794555664,0.03122667782008648,0.5355395674705505,1,1,0,-127.31895446777344,9.40649700164795,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.3331950008869171,0.333501398563385,0.3333036005496979,-956.271728515625,576.5784912109375,49.0,49.0,-853.1220600698388,459.2860446187022,1004.4136352539062,853.9213988803233
26,26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,14,13,14,15,-32.68341868676126,8,24,1,0,0,0,-1,0.9310781359672546,0.06892183423042297,0.0,1,0,1,-130.83126831054688,9.741641998291016,-956.271728515625,576.5784912109375,-956.271728515625,576.5784912109375,-4.1773552894592285,-0.4327203929424286,0.3331940472126007,0.33350256085395813,0.33330339193344116,-956.271728515625,576.5784912109375,49.0,49.0,-861.5444577783284,468.8630254897166,1001.3270874023438,862.9798433574556
