sequence_index,frame_id,image_path,active_leg_before,active_leg_after,active_waypoint_from,active_waypoint_to,search_heading_deg,forward_local_candidate_count,topology_recovery_candidate_count,selected_branch,selected_local_index,selected_recovery_index,leg_choice,leg_state_delta,leg_probability_previous,leg_probability_current,leg_probability_next,waypoint_switched_after_frame,waypoint_advanced_after_frame,waypoint_rollback_after_frame,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,fusion_hold,fusion_local,fusion_recovery,visual_x,visual_y,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
270,270,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000270.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9344452023506165,0.06555484980344772,0.0,1,0,1,-609.4505004882812,61.757423400878906,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316323161125183,0.33353209495544434,0.3333047032356262,-946.7784423828125,581.2772216796875,49.0,49.0,-949.5816097596306,575.7279050985147,619.4279174804688,616.3236386434147
271,271,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000271.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.4321424663066864,0.029510969296097755,0.538346529006958,1,1,0,-606.0428466796875,61.413490295410156,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331634998321533,0.33353155851364136,0.3333049714565277,-946.7784423828125,581.2772216796875,49.0,49.0,-949.3544987549404,576.1775075284362,621.577880859375,618.744603118704
272,272,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000272.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9344567656517029,0.06554319709539413,0.0,1,0,1,-602.6383056640625,61.06987380981445,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316314220428467,0.3335321247577667,0.33330467343330383,-946.7784423828125,581.2772216796875,49.0,49.0,-949.1457881529083,576.5906834287059,623.7372436523438,621.1514634699616
273,273,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000273.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.4321322739124298,0.029509397223591805,0.5383583903312683,1,1,0,-599.4192504882812,60.74597930908203,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316347002983093,0.3335316479206085,0.33330491185188293,-946.7784423828125,581.2772216796875,49.0,49.0,-948.9539871635197,576.9703840557543,625.7884521484375,623.427757000508
274,274,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000274.jpg,14,13,14,15,-32.68341868676126,15,24,1,0,0,0,-1,0.9344605803489685,0.06553944945335388,0.0,1,0,1,-596.2077026367188,60.42283630371094,-946.7784423828125,581.2772216796875,-951.5704956054688,571.7905883789062,-4.1773552894592285,-0.4327203929424286,0.3331631124019623,0.3335322141647339,0.33330467343330383,-951.5704956054688,571.7905883789062,49.0,49.0,-949.1659751689259,576.5507199964521,622.7196044921875,625.2739675326869
275,275,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000275.jpg,13,14,13,14,-7.569675444400844,8,24,1,0,0,2,1,0.43210723996162415,0.029513925313949585,0.538378894329071,1,1,0,-592.6810913085938,60.067996978759766,-951.5704956054688,571.7905883789062,-951.5704956054688,571.7905883789062,-4.1773552894592285,-0.4327203929424286,0.33316338062286377,0.3335317075252533,0.33330491185188293,-951.5704956054688,571.7905883789062,49.0,49.0,-949.3607880283568,576.1650568772753,625.029296875,627.3568213449138
276,276,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000276.jpg,14,13,14,15,-32.68341868676126,7,24,1,0,0,0,-1,0.9344696402549744,0.06553038954734802,0.0,1,0,1,-587.6744995117188,59.57238006591797,-951.5704956054688,571.7905883789062,-951.5704956054688,571.7905883789062,-4.1773552894592285,-0.4327203929424286,0.3331630527973175,0.33353227376937866,0.33330467343330383,-951.5704956054688,571.7905883789062,49.0,49.0,-949.5398172622369,575.8106399616584,628.3214111328125,630.4351268535609
277,277,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000277.jpg,13,14,13,14,-7.569675444400844,8,24,1,0,0,2,1,0.43209075927734375,0.02952718362212181,0.5383820533752441,1,1,0,-582.6729125976562,59.07725524902344,-951.5704956054688,571.7905883789062,-951.5704956054688,571.7905883789062,-4.1773552894592285,-0.4327203929424286,0.333163321018219,0.33353179693222046,0.33330488204956055,-951.5704956054688,571.7905883789062,49.0,49.0,-949.7043416508081,575.4849377002039,631.6331176757812,633.55265322418
278,278,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000278.jpg,14,13,14,15,-32.68341868676126,7,24,1,0,0,0,-1,0.9344736337661743,0.06552635133266449,0.0,1,0,1,-579.3577270507812,58.73963165283203,-951.5704956054688,571.7905883789062,-951.5704956054688,571.7905883789062,-4.1773552894592285,-0.4327203929424286,0.3331630229949951,0.33353233337402344,0.33330467343330383,-951.5704956054688,571.7905883789062,49.0,49.0,-949.8555363682747,575.1856236481872,633.8482666015625,635.5982137774839
279,279,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000279.jpg,13,14,13,14,-7.569675444400844,8,24,1,0,0,2,1,0.43207088112831116,0.029525483027100563,0.5384036898612976,1,1,0,-576.0430908203125,58.402069091796875,-951.5704956054688,571.7905883789062,-951.5704956054688,571.7905883789062,-4.1773552894592285,-0.4327203929424286,0.3331632912158966,0.33353185653686523,0.33330488204956055,-951.5704956054688,571.7905883789062,49.0,49.0,-949.9944813769041,574.910559848094,636.0728149414062,637.6681452938952
280,280,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000280.jpg,14,13,14,15,-32.68341868676126,7,24,1,0,0,0,-1,0.9344679713249207,0.06553205102682114,0.0,1,0,1,-572.7259521484375,58.064247131347656,-951.5704956054688,571.7905883789062,-951.5704956054688,571.7905883789062,-4.1773552894592285,-0.4327203929424286,0.33316296339035034,0.3335323929786682,0.33330467343330383,-951.5704956054688,571.7905883789062,49.0,49.0,-950.1221691410439,574.6577815584949,638.3086547851562,639.763068965584
281,281,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000281.jpg,13,14,13,14,-7.569675444400844,8,24,1,0,0,2,1,0.4320882558822632,0.02950940653681755,0.5384023189544678,1,1,0,-569.2215576171875,57.68186569213867,-951.5704956054688,571.7905883789062,-951.5704956054688,571.7905883789062,-4.1773552894592285,-0.4327203929424286,0.33316323161125183,0.33353185653686523,0.33330485224723816,-951.5704956054688,571.7905883789062,49.0,49.0,-950.2395117161519,574.4254832201786,640.7015380859375,642.0269835464284
282,282,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000282.jpg,14,13,14,15,-32.68341868676126,7,24,1,0,0,0,-1,0.9344716668128967,0.06552837789058685,0.0,1,0,1,-566.0326538085938,57.333900451660156,-951.5704956054688,571.7905883789062,-951.5704956054688,571.7905883789062,-4.1773552894592285,-0.4327203929424286,0.33316290378570557,0.3335324227809906,0.33330467343330383,-951.5704956054688,571.7905883789062,49.0,49.0,-950.3473472634793,574.2120055593,642.8880615234375,644.0968554068456
283,283,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000283.jpg,13,14,13,14,-7.569675444400844,8,24,1,0,0,2,1,0.4320783317089081,0.029508739709854126,0.538412868976593,1,1,0,-562.8300170898438,56.98444747924805,-951.5704956054688,571.7905883789062,-951.5704956054688,571.7905883789062,-4.1773552894592285,-0.4327203929424286,0.33316323161125183,0.33353191614151,0.33330488204956055,-951.5704956054688,571.7905883789062,49.0,49.0,-950.4464460369352,574.0158237354242,645.0926513671875,646.1949705956022
284,284,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000284.jpg,14,13,14,15,-32.68341868676126,7,24,1,0,0,0,-1,0.9344846606254578,0.06551536172628403,0.0,1,0,1,-559.4182739257812,56.62862014770508,-951.5704956054688,571.7905883789062,-951.5704956054688,571.7905883789062,-4.1773552894592285,-0.4327203929424286,0.3331628739833832,0.333532452583313,0.33330464363098145,-951.5704956054688,571.7905883789062,49.0,49.0,-950.5375158849016,573.8355364498093,647.4374389648438,648.4421760661538
285,285,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000285.jpg,13,14,13,14,-7.569675444400844,8,24,1,3,0,2,1,0.43210238218307495,0.029488367959856987,0.5384092330932617,1,1,0,-556.011962890625,56.27336502075195,-951.5704956054688,571.7905883789062,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316317200660706,0.3335319459438324,0.33330491185188293,-946.7784423828125,581.2772216796875,49.0,49.0,-950.2329579170743,574.4384574965947,654.4673461914062,651.0800687934951
286,286,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000286.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9344831109046936,0.065516896545887,0.0,1,0,1,-552.9035034179688,55.94917678833008,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331628441810608,0.33353251218795776,0.33330467343330383,-946.7784423828125,581.2772216796875,49.0,49.0,-949.953075060206,574.9925302277865,656.58740234375,653.4939671419779
287,287,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000287.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.4321213364601135,0.02946610376238823,0.5384125709533691,1,1,0,-549.3648681640625,55.597801208496094,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316317200660706,0.3335319459438324,0.33330491185188293,-946.7784423828125,581.2772216796875,49.0,49.0,-949.6958681510332,575.5017123057504,658.9965209960938,656.1745090483092
288,288,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000288.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9344879984855652,0.06551200151443481,0.0,1,0,1,-546.1435546875,55.27793502807617,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331628143787384,0.33353251218795776,0.33330467343330383,-946.7784423828125,581.2772216796875,49.0,49.0,-949.4594999973478,575.9696407453291,661.1985473632812,658.6225050390539
289,289,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000289.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.43210750818252563,0.029468676075339317,0.5384238362312317,1,1,0,-542.9259033203125,54.958431243896484,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316314220428467,0.3335319757461548,0.33330491185188293,-946.7784423828125,581.2772216796875,49.0,49.0,-949.2422822551948,576.3996578925195,663.4066162109375,661.0551812364649
290,290,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000290.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9344928860664368,0.06550709158182144,0.0,1,0,1,-539.5918579101562,54.609130859375,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316275477409363,0.33353257179260254,0.33330464363098145,-946.7784423828125,581.2772216796875,49.0,49.0,-949.0426633692731,576.794835298373,665.7177734375,663.5720548754084
291,291,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000291.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.4321095049381256,0.02947527915239334,0.538415253162384,1,1,0,-536.2509765625,54.25911331176758,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331630527973175,0.33353203535079956,0.33330488204956055,-946.7784423828125,581.2772216796875,49.0,49.0,-948.8592174903976,577.1579956586456,668.0425415039062,666.0846805333599
292,292,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000292.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9344972372055054,0.06550274044275284,0.0,1,0,1,-532.9381103515625,53.91202926635742,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316269516944885,0.3335326015949249,0.33330464363098145,-946.7784423828125,581.2772216796875,49.0,49.0,-948.6906342908619,577.4917329759108,670.3565063476562,668.5700167510366
293,293,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000293.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.4320972263813019,0.02948518469929695,0.5384175777435303,1,1,0,-529.7330932617188,53.587547302246094,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331630229949951,0.3335321247577667,0.33330488204956055,-946.7784423828125,581.2772216796875,49.0,49.0,-948.5357096049552,577.7984310881491,672.5944213867188,670.9639946640486
294,294,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000294.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9344994425773621,0.06550060957670212,0.0,1,0,1,-526.2388916015625,53.23379135131836,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316266536712646,0.3335326611995697,0.33330461382865906,-946.7784423828125,581.2772216796875,49.0,49.0,-948.3933368277781,578.080280696162,675.0432739257812,673.5563918499037
295,295,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000295.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.4321015477180481,0.02946113608777523,0.5384373068809509,1,1,0,-523.042236328125,52.910152435302734,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316296339035034,0.3335321545600891,0.33330485224723816,-946.7784423828125,581.2772216796875,49.0,49.0,-948.262499010922,578.3392950114356,677.291748046875,675.9349492845574
296,296,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000296.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9345061182975769,0.0654938742518425,0.0,1,0,1,-519.6348266601562,52.55824279785156,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331626355648041,0.33353275060653687,0.33330464363098145,-946.7784423828125,581.2772216796875,49.0,49.0,-948.1422615985526,578.5773241362217,679.7024536132812,678.4649554174091
297,297,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000297.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.4320999085903168,0.029469745233654976,0.5384303331375122,1,1,0,-516.5357055664062,52.23817443847656,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316293358802795,0.3335322439670563,0.33330488204956055,-946.7784423828125,581.2772216796875,49.0,49.0,-948.0317657520098,578.7960682785543,681.902587890625,680.7731380724395
298,298,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000298.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.934512734413147,0.06548728793859482,0.0,1,0,1,-513.1259155273438,51.88601303100586,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331625759601593,0.33353278040885925,0.33330461382865906,-946.7784423828125,581.2772216796875,49.0,49.0,-947.9302222152471,578.9970898965933,684.33154296875,683.3014506561124
299,299,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000299.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.43209308385849,0.029456553980708122,0.5384503602981567,1,1,0,-508.12420654296875,51.36145782470703,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316290378570557,0.3335322439670563,0.33330488204956055,-946.7784423828125,581.2772216796875,49.0,49.0,-947.8369056772874,579.1818248590386,687.9158935546875,686.9800562143303
300,300,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000300.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9345117211341858,0.06548832356929779,0.0,1,0,1,-503.1483154296875,50.8396110534668,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331625759601593,0.33353278040885925,0.33330464363098145,-946.7784423828125,581.2772216796875,49.0,49.0,-947.7511495914312,579.3515927013365,691.4996337890625,690.6494008467777
301,301,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000301.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.43209293484687805,0.02943214401602745,0.538474977016449,1,1,0,-500.5922546386719,50.55217742919922,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316290378570557,0.3335322141647339,0.33330491185188293,-946.7784423828125,581.2772216796875,49.0,49.0,-947.6723414142078,579.5076060509318,693.3622436523438,692.5853373120324
302,302,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000302.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9345242381095886,0.06547578424215317,0.0,1,0,1,-498.04425048828125,50.265647888183594,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331625461578369,0.33353281021118164,0.33330467343330383,-946.7784423828125,581.2772216796875,49.0,49.0,-947.599918230066,579.6509792888933,695.2235107421875,694.5135905804876
303,303,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000303.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.43207302689552307,0.02944941073656082,0.5384775400161743,1,1,0,-495.7238464355469,50.00471496582031,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331628739833832,0.33353230357170105,0.33330488204956055,-946.7784423828125,581.2772216796875,49.0,49.0,-947.5333627305474,579.7827365097776,696.92236328125,696.2733594830065
304,304,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000304.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9345291256904602,0.0654708668589592,0.0,1,0,1,-494.8492431640625,49.900848388671875,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331625163555145,0.33353284001350403,0.33330461382865906,-946.7784423828125,581.2772216796875,49.0,49.0,-947.4721995192269,579.9038188365911,697.5678100585938,696.9725168923858
305,305,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000305.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.43207845091819763,0.029441306367516518,0.5384801626205444,1,1,0,-493.9747619628906,49.7969970703125,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331628441810608,0.33353227376937866,0.33330488204956055,-946.7784423828125,581.2772216796875,49.0,49.0,-947.4159917160237,580.0150911430967,698.2136840820312,697.6676688239246
306,306,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000306.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9345353245735168,0.06546463072299957,0.0,1,0,1,-493.0992431640625,49.69301986694336,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316248655319214,0.3335328996181488,0.33330464363098145,-946.7784423828125,581.2772216796875,49.0,49.0,-947.364337836629,580.1173482314839,698.8609008789062,698.3600392053155
307,307,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000307.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.43207454681396484,0.02944808267056942,0.53847736120224,1,1,0,-492.9938049316406,49.718162536621094,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.333162784576416,0.33353233337402344,0.33330485224723816,-946.7784423828125,581.2772216796875,49.0,49.0,-947.3168689247617,580.2113205095268,698.9102783203125,698.4500247921563
308,308,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000308.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9345359802246094,0.0654640644788742,0.0,1,0,1,-492.8882141113281,49.74333953857422,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316242694854736,0.33353298902511597,0.33330461382865906,-946.7784423828125,581.2772216796875,49.0,49.0,-947.2732459167654,580.2976792077827,698.9596557617188,698.5368025169885
309,309,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000309.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.43206727504730225,0.02945620007812977,0.5384764671325684,1,1,0,-492.7724609375,49.77094268798828,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316272497177124,0.3335324227809906,0.33330485224723816,-946.7784423828125,581.2772216796875,49.0,49.0,-947.2331572197259,580.3770411740966,699.0138549804688,698.6253332194411
310,310,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000310.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9345349073410034,0.0654650330543518,0.0,1,0,1,-492.80548095703125,49.76734161376953,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.333162397146225,0.33353301882743835,0.33330461382865906,-946.7784423828125,581.2772216796875,49.0,49.0,-947.1963164858072,580.4499732796562,698.9951171875,698.6380228447134
311,311,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000311.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.432074636220932,0.02943776175379753,0.5384876132011414,1,1,0,-492.83843994140625,49.76374816894531,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316272497177124,0.3335323929786682,0.33330485224723816,-946.7784423828125,581.2772216796875,49.0,49.0,-947.1624605669099,580.5169964680726,698.9765014648438,698.6482135505667
312,312,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000312.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9345417022705078,0.0654582604765892,0.0,1,0,1,-492.87457275390625,49.75981140136719,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.333162397146225,0.33353301882743835,0.33330461382865906,-946.7784423828125,581.2772216796875,49.0,49.0,-947.1313476350418,580.5785894764061,698.9559936523438,698.6542726431207
313,313,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000313.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.43208226561546326,0.029427817091345787,0.5384898781776428,1,1,0,-492.7349548339844,49.67990493774414,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316272497177124,0.3335324227809906,0.33330485224723816,-946.7784423828125,581.2772216796875,49.0,49.0,-947.1027554549754,580.6351922547162,699.107421875,698.8301763454444
314,314,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000314.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9345400333404541,0.0654599741101265,0.0,1,0,1,-492.6062927246094,49.60628128051758,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331623375415802,0.33353304862976074,0.33330464363098145,-946.7784423828125,581.2772216796875,49.0,49.0,-947.076479796853,580.6872091085622,699.2470092773438,698.9922051354914
315,315,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000315.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.43208953738212585,0.029419101774692535,0.5384913682937622,1,1,0,-492.466064453125,49.52604293823242,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331626355648041,0.3335324823856354,0.33330485224723816,-946.7784423828125,581.2772216796875,49.0,49.0,-947.0523329774024,580.7350115869002,699.3990478515625,699.164961867804
316,316,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000316.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.934546172618866,0.06545384973287582,0.0,1,0,1,-492.15093994140625,49.391788482666016,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331623375415802,0.33353304862976074,0.33330458402633667,-946.7784423828125,581.2772216796875,49.0,49.0,-947.0301425193417,580.778941136004,699.7058715820312,699.4908111926563
317,317,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000317.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.4320676624774933,0.02942889742553234,0.5385034084320068,1,1,0,-491.8645324707031,49.2697868347168,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331626057624817,0.33353251218795776,0.33330485224723816,-946.7784423828125,581.2772216796875,49.0,49.0,-947.009749919399,580.8193115383673,699.9847412109375,699.7871577694874
318,318,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000318.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9345499277114868,0.065450020134449,0.0,1,0,1,-491.5776062011719,49.14755630493164,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331622779369354,0.3335331082344055,0.33330458402633667,-946.7784423828125,581.2772216796875,49.0,49.0,-946.9910095161463,580.8564111540068,700.2640380859375,700.0826195841762
319,319,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000319.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.43206146359443665,0.029437951743602753,0.5385006070137024,1,1,0,-491.0691833496094,49.08921813964844,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331625759601593,0.3335326015949249,0.33330485224723816,-946.7784423828125,581.2772216796875,49.0,49.0,-946.9737874495602,580.8905049801771,700.6389770507812,700.472423957414
320,320,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000320.jpg,14,13,14,15,-32.68341868676126,15,24,1,3,0,0,-1,0.9345528483390808,0.06544717401266098,0.0,1,0,1,-490.607421875,49.03623580932617,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.33316224813461304,0.3335331380367279,0.33330461382865906,-946.7784423828125,581.2772216796875,49.0,49.0,-946.9579607048794,580.9218365442081,700.9796142578125,700.8267307683316
321,321,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000321.jpg,13,14,13,14,-7.569675444400844,15,24,1,2,0,2,1,0.4320618212223053,0.02942621149122715,0.5385119915008545,1,1,0,-490.22491455078125,49.04342269897461,-946.7784423828125,581.2772216796875,-946.7784423828125,581.2772216796875,-4.1773552894592285,-0.4327203929424286,0.3331625759601593,0.3335326015949249,0.33330485224723816,-946.7784423828125,581.2772216796875,49.0,49.0,-946.9434162339277,580.9506296429856,701.2232055664062,701.0827815448595
