frame_id,image_path,reference_x,reference_y,previous_final_x,previous_final_y,previous_final_error_to_current_ref_m,prior_x,prior_y,prior_error_m,ms1_x,ms1_y,ms1_error_m,ms1_support,kalman_x_prime_x,kalman_x_prime_y,kalman_error_m,pred_speed_m_per_frame,pred_acceleration_m_per_frame2,pred_heading_deg,pred_heading_delta_deg,delta_x,delta_y,ms2_x,ms2_y,ms2_support,final_x,final_y,next_prior_x,next_prior_y,error_final_m,tracking_core_latency_ms
0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-18.780745674413577,-2.1595981213156596,7.856013413017934e-07,-18.780745674413577,-2.1595981213156596,7.856013413017934e-07,-25.940467834472656,-1.1768091917037964,7.226858530696857,0.7101821899414062,-24.866509510463793,-1.324227531145576,6.142829634167019,7.292159080505371,-0.41963642835617065,145.67576359927102,-28.23423984002685,-5.849020957946777,3.993558406829834,-17.955995559692383,-1.360099196434021,0.6255384087562561,-17.955995559692383,-1.360099196434021,-17.955995559692383,-1.360099196434021,1.1486568520036688,16.93130296189338
1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-17.955995559692383,-1.360099196434021,7.963877383022315,-17.955995559692383,-1.360099196434021,7.963877383022315,-25.80788803100586,-1.1052532196044922,0.370185214049219,0.7164057493209839,-24.073018172368677,-1.1615612504915402,1.8699417986545364,7.966538429260254,-0.6427586674690247,136.63953261037088,-37.270470828926996,-5.558402061462402,5.249060153961182,-17.50860023498535,-1.4900606870651245,0.6398276090621948,-17.50860023498535,-1.4900606870651245,-23.067002296447754,3.758999466896057,8.410727442589533,16.277653980068862
2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-17.50860023498535,-1.4900606870651245,11.377479036446507,-23.067002296447754,3.758999466896057,7.619337665806333,-29.029678344726562,0.6988198161125183,1.8697949890091594,0.7436345815658569,-25.883938773705726,0.10116324704021817,3.253981163746051,7.782425880432129,-0.770141065120697,85.9579443649888,-50.68159166047664,0.5214297771453857,7.378955364227295,-22.52801513671875,-1.4044976234436035,0.669516921043396,-22.52801513671875,-1.4044976234436035,-22.006585359573364,5.974457740783691,6.357931224931659,16.29015791695565
3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-22.52801513671875,-1.4044976234436035,9.329933453746479,-22.006585359573364,5.974457740783691,11.984307332586667,-19.962549209594727,7.46308708190918,14.512485847402951,0.711612343788147,-20.8117471132233,4.527817405388404,12.28171771510704,7.549773216247559,-0.8396929502487183,29.97221221018786,-55.98573556989554,6.176425933837891,3.5619683265686035,-20.603500366210938,0.07757621258497238,0.5993375778198242,-20.603500366210938,0.07757621258497238,-14.427074432373047,3.639544539153576,11.279279379606452,21.156853064894676
4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-20.603500366210938,0.07757621258497238,14.215786694123004,-14.427074432373047,3.639544539153576,20.80910986941378,-8.175159454345703,0.12823757529258728,26.638349881502894,0.6658957600593567,-12.800762169905173,0.1093823364014039,22.014121919578844,7.291373252868652,-0.88051438331604,-29.4317734921106,-59.403985702298456,5.966921329498291,-3.3665480613708496,-13.774850845336914,-0.9978827238082886,0.4905502200126648,-13.774850845336914,-0.9978827238082886,-7.807929515838623,-4.364430785179138,21.033446296295477,22.302630939520895
5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-13.774850845336914,-0.9978827238082886,24.31364441325942,-7.807929515838623,-4.364430785179138,30.547188968094403,-2.4801483154296875,-3.074894905090332,35.70864980730238,0.6747885942459106,-6.944263529456156,-2.253977164793224,31.19708401152058,7.01839542388916,-0.9069010019302368,-91.09619322475186,-61.66442314773584,-0.12559403479099274,-6.563743591308594,-13.194783210754395,-0.5233919620513916,0.44836217164993286,-13.194783210754395,-0.5233919620513916,-13.320377245545387,-7.087135553359985,24.883751809293273,26.903504971414804
6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-13.194783210754395,-0.5233919620513916,28.154894028462525,-13.320377245545387,-7.087135553359985,28.923456729028842,-12.273225784301758,-15.169861793518066,32.82442063372274,0.5979164242744446,-12.647138564717903,-9.227202008282914,30.165904072072188,6.735729694366455,-0.9233995676040649,-154.32834286249155,-63.232149637739695,-5.65472936630249,-2.7179930210113525,-13.572830200195312,-8.253684043884277,0.42590945959091187,-13.572830200195312,-8.253684043884277,-19.227559566497803,-10.97167706489563,28.992227324487885,24.57859308924526
7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,-13.572830200195312,-8.253684043884277,32.22919830625847,-19.227559566497803,-10.97167706489563,27.82125900400006,-27.704477310180664,-6.382165431976318,18.22322079422072,0.6513078212738037,-21.916772748982318,-7.1486575982612806,23.923910211592183,6.447847843170166,-0.9376245737075806,141.21976184513304,-64.45189848009892,-4.660981178283691,3.7448792457580566,-20.079177856445312,-2.275731086730957,0.49840423464775085,-20.079177856445312,-2.275731086730957,-24.740159034729004,1.4691481590270996,24.684665227525787,27.789445011876523
8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,-20.079177856445312,-2.275731086730957,28.02069276291488,-24.740159034729004,1.4691481590270996,23.210217925136405,-29.53107261657715,2.3712236881256104,18.48072079442315,0.7323640584945679,-25.650103504634636,0.46317367238881246,22.289969554267405,6.155214786529541,-0.9484514594078064,75.81292778698547,-65.40683405814757,1.392345905303955,5.507722854614258,-23.88204574584961,0.8334166407585144,0.5864792466163635,-23.88204574584961,0.8334166407585144,-22.489699840545654,6.341139495372772,24.05670023276772,20.098068984225392
9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,-23.88204574584961,0.8334166407585144,27.377432335771946,-22.489699840545654,6.341139495372772,29.250808891148775,-19.683303833007812,7.992600440979004,32.328809425168586,0.6480975151062012,-21.408096620754243,5.051693654828403,30.11708529978753,5.858407497406006,-0.9547054767608643,9.662019750845888,-66.15090803613958,5.304724216461182,0.9031344056129456,-19.803756713867188,4.444902420043945,0.5424667000770569,-19.803756713867188,4.444902420043945,-14.499032497406006,5.348036825656891,31.63715097830475,18.219898105598986
