frame_id,image_path,forward_rows,candidate_count,reference_x,reference_y,previous_kalman_output_s,previous_kalman_output_e,previous_ms_s,previous_ms_e,previous_ms_x,previous_ms_y,previous_ms_support,kalman_prior_s,kalman_prior_e,current_softms_x,current_softms_y,gru_measurement_s,gru_measurement_e,gru_measurement_var_s,gru_measurement_var_e,gru_velocity_s,gru_velocity_e,gru_acceleration_s,gru_acceleration_e,gru_heading_residual_deg,final_s,final_e,final_x,final_y,error_final_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,search_heading_deg,tracking_core_latency_ms
0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,4,24,-37.63298034667969,0.8348962068557739,0.0,0.0,0.0,0.0,-37.632978691184114,0.8348961808190729,0.0,0.0,0.0,-49.50570297241211,1.2938106060028076,6.179421424865723,1.5530321598052979,24.534082412719727,4.339194297790527,0.6835985779762268,0.00997567642480135,-0.46312618255615234,0.021328618749976158,0.8279205264694494,0.0,0.0,-37.632978691184114,0.8348961808190729,1.6557003061335768e-06,-41.41473208662878,-2.1012529727827833,-3.781751739949091,-2.9361491796385573,173.92622821886636,1386.9181949994527
1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,4,24,-47.69226837158203,1.7922438383102417,0.0,0.0,0.6747649902699546,3.136975023069672,-38.6358757019043,-2.213073253631592,0.6661561727523804,10.046361691698882,0.01630169339478016,-56.007083892822266,1.0671976804733276,13.680068969726562,3.0973310470581055,8.552708625793457,4.762143135070801,1.4584803581237793,-0.03560438007116318,0.9358000755310059,0.004500780254602432,0.5327956296743088,7.85327853578733,1.525128269799628,-45.6035448439909,0.14927587501508222,2.6574630200864453,-51.3870498450466,-1.2895301306937865,-3.6947814734645634,-3.0817739690040282,174.21600040846675,160.66282195970416
2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,4,24,-50.9120979309082,2.1374623775482178,7.85327853578733,1.525128269799628,15.918755013533872,1.4600467111463777,-53.616859436035156,1.0673911571502686,0.6451091766357422,11.271628799519545,1.5223853534540317,-60.6285400390625,0.7116213440895081,16.955228805541992,3.767345905303955,37.386661529541016,4.915848255157471,0.9929429888725281,0.012529595755040646,0.03670205920934677,0.031639330089092255,0.8888640099167988,11.669055384323768,2.68540845462088,-49.5206697201005,-0.6007479713250876,3.071460300981993,-54.51428199964562,-1.0873869059428523,-3.6021840687374134,-3.22484928349107,174.30105859515032,138.3448020205833
3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,4,24,-54.1414794921875,2.4837052822113037,11.669055384323768,2.68540845462088,18.318543073217967,1.9054911598663993,-56.05030822753906,0.8783661127090454,0.6574706435203552,15.050812846483907,2.7107317096084773,-60.476600646972656,0.5149183869361877,16.797779083251953,4.537564277648926,28.52793312072754,5.049098491668701,1.1691195964813232,-0.0022214369382709265,0.3495684564113617,0.018627136945724487,0.9365398509013986,15.511163359027531,3.7905467808298265,-53.45814341370201,-1.2931534316835283,3.838177945442766,-57.64550818893699,-0.8814474091462432,-3.504028696749486,-3.365152691357547,174.48097042028266,157.94363600434735
4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,4,24,-57.659645080566406,2.8609108924865723,15.511163359027531,3.7905467808298265,17.97488917038582,1.793262850650625,-55.69670867919922,0.9536027908325195,0.6734505891799927,19.13582244811227,3.818110438441435,-73.78565216064453,4.564937114715576,30.40857696533203,2.018866539001465,44.685081481933594,5.294213771820068,1.620421290397644,-0.013981979340314865,0.9661737680435181,0.023282481357455254,0.7533612209942381,19.766440313062454,3.259147730779576,-57.633306563742,-0.3144912956614774,3.1755114192778353,-61.06003871509445,-0.6415523486375916,-3.400393634528043,-3.502463241124164,174.61459960293854,153.65293197100982
5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,4,24,-60.85377502441406,3.1642963886260986,19.766440313062454,3.259147730779576,22.828939065208466,2.585085652280119,-60.60729217529297,0.6798264980316162,0.6666943430900574,23.003903717500478,3.2853633511184928,-78.04285430908203,4.1250386238098145,34.58108901977539,2.9175777435302734,49.99203872680664,5.459599494934082,1.7870779037475586,-0.015987321734428406,1.1589124202728271,0.0236155167222023,0.7255711556130132,23.336917263843283,3.1694980481983026,-61.17425485337651,0.1524433162259804,3.0288556008000502,-64.14514128436127,-0.472265461726169,-3.2913662599472175,-3.6365618503522676,174.63734605386537,118.84882103186101
6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,4,24,-64.02477264404297,3.465484857559204,23.336917263843283,3.1694980481983026,36.19783486757524,0.36031494094874905,-73.66574096679688,4.306656360626221,0.7171987891197205,26.52198285419817,3.1954575939447483,-77.66127014160156,3.905258893966675,34.16748046875,3.1792044639587402,52.920433044433594,5.526103496551514,1.6161108016967773,-0.0007602153345942497,0.9477797746658325,0.02605409175157547,0.8897898740753057,26.52198285419817,3.1803823793818857,-64.34259268703472,0.4786283179321922,3.0037179574720274,-67.2018156732335,-0.30174683902330957,-3.1770430291905294,-3.7672316965825137,174.64240471608028,149.92249995702878
7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,4,24,-67.50447845458984,3.795994520187378,26.52198285419817,3.1803823793818857,39.32717342395352,1.816543488299749,-76.93159484863281,3.189714193344116,0.7374445796012878,30.017126139965036,3.2175989533355143,-79.11451721191406,3.284454345703125,35.546234130859375,3.5094263553619385,42.211753845214844,5.243503093719482,1.568017601966858,0.01275448128581047,0.8597935438156128,0.03278151527047157,0.9745557233263374,30.017126139965036,3.3224471388808743,-67.83314764473847,0.7071782494185817,3.106253272210592,-70.56200789127028,-0.09826408944263809,-3.0575294366804333,-3.894258609630016,174.7031693873096,97.0397120108828
8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,4,24,-70.70535278320312,4.076558589935303,30.017126139965036,3.3224471388808743,38.88607203041932,1.9213480458423946,-76.50405883789062,3.038825511932373,0.733498752117157,33.22971848128238,3.375207158779289,-80.61101531982422,3.006176710128784,37.00334167480469,4.221693992614746,40.58390426635742,5.379396438598633,1.7218241691589355,0.00151811633259058,1.053999662399292,0.02648124098777771,0.9814525068407578,33.22971848128238,3.740947370162013,-71.07198709073789,0.6309480840545416,3.465061683967166,-73.63829274052361,0.05912712551819155,-2.9329399573204826,-4.017431464417111,174.77233449752694,153.6736279958859
9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,4,24,-73.90149688720703,4.35670804977417,33.22971848128238,3.740947370162013,40.004734118938146,2.518366980494111,-77.67961120605469,2.5635223388671875,0.7053238749504089,36.43756328176886,3.7940170361900356,-79.38030242919922,2.488287925720215,37.00675964355469,4.492915153503418,1.0,5.309774398803711,2.470689535140991,-0.06687594950199127,1.8773765563964844,-0.027373189106583595,1.2426881394084106,36.43756328176886,4.172979840123881,-74.30753747736541,0.5407593114497624,3.837490551698571,-76.7048948581411,0.22016547625838356,-2.80339797093407,-4.136542573515786,174.81970570140237,154.55163799924776
10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,4,24,-77.41057586669922,4.6642866134643555,36.43756328176886,4.172979840123881,41.6027635463737,2.983077545115819,-79.31784057617188,2.2705061435699463,0.6656498908996582,39.959488535763946,4.19024566286229,-85.14443969726562,1.7824530601501465,41.39390563964844,5.654713153839111,13.64067554473877,5.304809093475342,2.519587516784668,-0.03856571763753891,1.9558371305465698,0.00549817131832242,1.0375434076870778,39.959488535763946,4.983515960062653,-77.8954542705014,0.10742412711040927,4.582586909815636,-80.07961153552475,0.4128985349032197,-2.669035668825534,-4.251388078561136,174.94192942863967,160.68645502673462
11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,4,24,-80.71418762207031,4.9646830558776855,39.959488535763946,4.983515960062653,49.345552998548015,4.197841229595906,-87.14569854736328,1.8818174600601196,0.6033286452293396,43.276340026889336,5.006934613819033,-90.36689758300781,1.9250439405441284,46.57488250732422,5.595196723937988,28.717529296875,4.746882915496826,2.1601192951202393,-0.011926508508622646,1.5339182615280151,0.016590360552072525,1.0640570281063035,43.276340026889336,5.341576927119097,-81.23157259487853,0.10232549343447417,4.889806568274092,-83.24418156449843,0.6029147161856887,-2.5299939424281224,-4.361768339691997,174.94957422458992,159.01019994635135
12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,4,24,-84.01985931396484,5.2652668952941895,43.276340026889336,5.341576927119097,48.99950527051715,3.6475005107924945,-86.74336242675781,2.392453908920288,0.6283913254737854,46.59525971931984,5.38137988071998,-89.77615356445312,2.471797466278076,46.91948699951172,5.8504133224487305,1.0,5.742388725280762,3.01664662361145,-0.10280791670084,2.3132741451263428,-0.04493815451860428,1.0278481676036562,46.59525971931984,5.620091481255751,-84.5613307935544,0.17654557171296137,5.117448199276588,-86.40628156801098,0.7977785731250204,-2.386422254046133,-4.467488322169169,174.9638230664156,168.34485303843394
13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,4,24,-87.32689666748047,5.565974712371826,46.59525971931984,5.620091481255751,52.470601209859005,3.363582349129974,-90.16493225097656,3.042051076889038,0.6747267246246338,49.91555052514641,5.6057757084541135,-93.0367202758789,2.8490686416625977,50.760162353515625,5.58758544921875,1.0,5.21852970123291,3.1794962882995605,-0.1289810687303543,2.3804023265838623,-0.0655994787812233,1.0737369002640926,49.91555052514641,5.595765622396467,-87.86040920292612,0.5520511395586478,5.042228199862568,-89.56537515721851,0.9976167330523023,-2.2384784897380436,-4.568357979319524,174.96041170709032,145.9105770336464
14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,4,24,-90.52931213378906,5.903904438018799,49.91555052514641,5.595765622396467,55.467466600820806,5.532937325670401,-93.37451171875,1.201968789100647,0.6190913915634155,53.135745148952026,5.544010203594855,-96.99324035644531,1.0034210681915283,53.98733901977539,6.418560028076172,1.0,4.389751434326172,3.240854263305664,-0.12062326818704605,2.4278886318206787,-0.05638425424695015,1.2354954166038583,53.135745148952026,6.058020640048734,-91.11143790096921,0.4331161950237661,5.501671964821944,-92.61564092822067,1.2397118070660378,-2.086328794431612,-4.664192630952761,174.97425543332088,108.38642297312617
15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,4,24,-93.73101806640625,6.241759300231934,53.135745148952026,6.058020640048734,55.89900864073347,4.237522943583615,-93.66656494140625,2.5357723236083984,0.6576334834098816,56.3552263008284,6.00923901445298,-97.14093017578125,2.1298041343688965,57.50758743286133,6.229471206665039,1.0,5.33561372756958,3.9674694538116455,-0.18575884401798248,2.9011120796203613,-0.08090867847204208,0.8363808896952738,56.3552263008284,6.121230435727167,-94.31953460282395,0.710910934185006,5.562071139588297,-95.66116545580748,1.4869459638321425,-1.9301473894012269,-4.754813336399791,175.03986932541747,158.41492696199566
16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,4,24,-97.24320983886719,6.612377643585205,56.3552263008284,6.121230435727167,60.22296279892171,4.461348045306462,-97.98992919921875,2.770716428756714,0.5744784474372864,59.88691704277317,6.027118056913851,-105.90963745117188,0.6801427602767944,61.899757385253906,7.531829833984375,5.537553787231445,4.886997699737549,3.555316686630249,-0.09166768938302994,2.788699150085449,-0.021325383335351944,0.7433680139082748,59.88691704277317,6.855201687903731,-97.90906082202784,0.35474409489769965,6.292959173666661,-99.01332621114882,1.772330382260547,-1.770116372281631,-4.840047261324658,174.94282823884575,172.94704605592415
