pair_current_index,pair_next_index,current_frame_id,next_frame_id,current_image_path,next_image_path,is_initial_frame,reference_current_x,reference_current_y,search_center_x,search_center_y,search_center_error_m,final_ms_x,final_ms_y,final_error_m,variance_x,variance_y,ms_candidate_count,reference_next_x,reference_next_y,provisional_next_x,provisional_next_y,provisional_next_error_m,gru_next_xy_x,gru_next_xy_y,kalman_next_xy_x,kalman_next_xy_y,ms_correction_gain_m,ms_improved_search_center
22,23,22,23,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,False,-94.5164794921875,5.254280090332031,-32.822052001953125,-2.1889116764068604,62.14180144656443,-26.276992797851562,-1.4178951978683472,68.56489967456325,14.280238151550293,53.75046920776367,36,-97.71556854248047,5.570963382720947,-32.5141487121582,-2.058173418045044,65.64624038141669,-32.969669342041016,-0.32901430130004883,-32.5141487121582,-2.058173418045044,-6.423098227998821,False
23,24,23,24,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,False,-97.71556854248047,5.570963382720947,-32.5141487121582,-2.058173418045044,65.64624038141669,-25.65164566040039,-1.3386868238449097,72.39442138128794,11.306856155395508,50.14350509643555,36,-101.2225570678711,5.918126583099365,-31.89732551574707,-1.9808844327926636,69.77379239216395,-31.906070709228516,-0.8568487167358398,-31.89732551574707,-1.9808844327926636,-6.748180999871252,False
24,25,24,25,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,False,-101.2225570678711,5.918126583099365,-31.89732551574707,-1.9808844327926636,69.77379239216395,-25.48920440673828,-1.2477744817733765,76.07161654235472,10.345379829406738,48.47695541381836,36,-104.41236877441406,6.233891487121582,-31.850515365600586,-1.2813076972961426,72.94998827212797,-32.24378967285156,0.35394811630249023,-31.850515365600586,-1.2813076972961426,-6.297824150190763,False
25,26,25,26,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,False,-104.41236877441406,6.233891487121582,-31.850515365600586,-1.2813076972961426,72.94998827212797,-26.243896484375,-0.9526450037956238,78.49812970315847,13.633514404296875,48.68553924560547,36,-107.75296020507812,6.5345540046691895,-32.63108825683594,-0.5522803068161011,75.45540978330541,-33.78437805175781,0.7467859387397766,-32.63108825683594,-0.5522803068161011,-5.548141431030501,False
26,27,26,27,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,False,-107.75296020507812,6.5345540046691895,-32.63108825683594,-0.5522803068161011,75.45540978330541,-25.845619201660156,-0.9233869910240173,82.24617555938657,12.18565559387207,45.65325164794922,36,-111.09230041503906,6.835103988647461,-32.75770568847656,0.5372702479362488,78.58734911422088,-32.858116149902344,1.9077074527740479,-32.75770568847656,0.5372702479362488,-6.790765776081159,False
27,28,27,28,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,False,-111.09230041503906,6.835103988647461,-32.75770568847656,0.5372702479362488,78.58734911422088,-27.928329467773438,-1.1062428951263428,83.54227106109855,20.584177017211914,51.419654846191406,36,-114.4308090209961,7.135579586029053,-33.95173263549805,1.2099202871322632,80.69693410526469,-35.47904586791992,1.790175437927246,-33.95173263549805,1.2099202871322632,-4.954921946877661,False
28,29,28,29,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,False,-114.4308090209961,7.135579586029053,-33.95173263549805,1.2099202871322632,80.69693410526469,-28.364940643310547,-1.1907730102539062,86.46769250513582,24.32051658630371,54.683414459228516,36,-117.76180267333984,7.465998649597168,-34.783851623535156,1.8664506673812866,83.16667179843691,-35.292537689208984,2.28670334815979,-34.783851623535156,1.8664506673812866,-5.770758399871127,False
29,30,29,30,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,False,-117.76180267333984,7.465998649597168,-34.783851623535156,1.8664506673812866,83.16667179843691,-33.84908676147461,0.8928715586662292,84.1697682749509,53.85124969482422,64.45582580566406,36,-121.08988952636719,7.79612922668457,-36.32289505004883,2.735396146774292,84.91792727012528,-38.724491119384766,3.4495458602905273,-36.32289505004883,2.735396146774292,-1.0030964765139885,False
30,31,30,31,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,False,-121.08988952636719,7.79612922668457,-36.32289505004883,2.735396146774292,84.91792727012528,-38.73610305786133,4.725201606750488,82.41102318347427,50.64640808105469,58.77801513671875,36,-124.41860961914062,8.126322746276855,-39.08792495727539,4.789315223693848,85.39590952773123,-42.31615447998047,6.933724403381348,-39.08792495727539,4.789315223693848,2.506904086651005,True
31,32,31,32,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,False,-124.41860961914062,8.126322746276855,-39.08792495727539,4.789315223693848,85.39590952773123,-38.30396270751953,4.474704265594482,86.19203403007515,55.54255294799805,59.17725372314453,36,-127.7506332397461,8.479126930236816,-40.96310806274414,6.033133029937744,86.82198691868925,-41.72822952270508,6.4930925369262695,-40.96310806274414,6.033133029937744,-0.7961245023439147,False
32,33,32,33,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,False,-127.7506332397461,8.479126930236816,-40.96310806274414,6.033133029937744,86.82198691868925,-43.00141906738281,3.8829703330993652,84.87375305887275,88.68893432617188,59.506080627441406,36,-131.07872009277344,8.831513404846191,-43.0917854309082,6.565748691558838,88.0161028501451,-44.515987396240234,5.88920783996582,-43.0917854309082,6.565748691558838,1.9482338598164972,True
33,34,33,34,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,False,-131.07872009277344,8.831513404846191,-43.0917854309082,6.565748691558838,88.0161028501451,-42.01958465576172,3.8956000804901123,89.19581181386015,89.80928039550781,59.819332122802734,36,-134.4064178466797,9.183857917785645,-44.06560134887695,6.837947368621826,90.3712698914558,-42.64569091796875,5.945812702178955,-44.06560134887695,6.837947368621826,-1.1797089637150435,False
34,35,34,35,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,False,-134.4064178466797,9.183857917785645,-44.06560134887695,6.837947368621826,90.3712698914558,-37.02040481567383,3.0370678901672363,97.57980611642387,91.9793472290039,58.92074203491211,36,-137.9134521484375,9.491893768310547,-42.243560791015625,6.5953593254089355,95.71372954869024,-36.06489562988281,5.197329044342041,-42.243560791015625,6.5953593254089355,-7.208536224968071,False
35,36,35,36,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,False,-137.9134521484375,9.491893768310547,-42.243560791015625,6.5953593254089355,95.71372954869024,-41.992950439453125,3.7449913024902344,96.09250509823815,89.98307800292969,59.57679748535156,36,-141.10328674316406,9.772066116333008,-42.49502944946289,6.513190746307373,98.66209340561414,-41.660945892333984,5.669193744659424,-42.49502944946289,6.513190746307373,-0.3787755495479104,False
36,37,36,37,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,False,-141.10328674316406,9.772066116333008,-42.49502944946289,6.513190746307373,98.66209340561414,-40.53156280517578,3.6600899696350098,100.75727223519269,92.49362182617188,59.076133728027344,36,-144.29208374023438,10.052149772644043,-42.148284912109375,6.48141622543335,102.20619245968243,-40.459712982177734,5.921037673950195,-42.148284912109375,6.48141622543335,-2.0951788295785434,False
37,38,37,38,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,False,-144.29208374023438,10.052149772644043,-42.148284912109375,6.48141622543335,102.20619245968243,-42.97198486328125,3.7210500240325928,101.51770909778463,88.98287200927734,59.203704833984375,36,-147.48928833007812,10.328798294067383,-42.7544059753418,6.393319606781006,104.80879531011958,-43.07117462158203,5.8863525390625,-42.7544059753418,6.393319606781006,0.688483361897795,True
38,39,38,39,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,False,-147.48928833007812,10.328798294067383,-42.7544059753418,6.393319606781006,104.80879531011958,-38.18605041503906,3.403369665145874,109.52241496792298,97.74433135986328,58.00823974609375,36,-150.68637084960938,10.605437278747559,-41.029937744140625,5.85314416885376,109.75936229414093,-37.076568603515625,4.84066915512085,-41.029937744140625,5.85314416885376,-4.713619657803406,False
39,40,39,40,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,False,-150.68637084960938,10.605437278747559,-41.029937744140625,5.85314416885376,109.75936229414093,-39.441871643066406,3.556565761566162,111.46759705573754,96.6278076171875,58.36931610107422,36,-154.1981964111328,10.909310340881348,-40.06783676147461,5.799436092376709,114.24469269334072,-38.42979431152344,5.716778755187988,-40.06783676147461,5.799436092376709,-1.7082347615966142,False
40,41,40,41,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,False,-154.1981964111328,10.909310340881348,-40.06783676147461,5.799436092376709,114.24469269334072,-38.534706115722656,3.0089728832244873,115.93299064227273,101.38152313232422,56.32792282104492,36,-157.47799682617188,11.261993408203125,-39.35200881958008,5.505804538726807,118.26615218579893,-38.4698600769043,5.114652633666992,-39.35200881958008,5.505804538726807,-1.6882979489320036,False
41,42,41,42,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,False,-157.47799682617188,11.261993408203125,-39.35200881958008,5.505804538726807,118.26615218579893,-35.11540985107422,2.7217397689819336,122.66025690279866,53.19312286376953,56.34349060058594,36,-160.7559356689453,11.614477157592773,-37.468265533447266,5.338843822479248,123.44728907998007,-36.03310775756836,5.215936660766602,-37.468265533447266,5.338843822479248,-4.394104716999735,False
42,43,42,43,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,False,-160.7559356689453,11.614477157592773,-37.468265533447266,5.338843822479248,123.44728907998007,-34.759037017822266,2.762988805770874,126.30743175183245,48.47836685180664,56.4345588684082,36,-164.03280639648438,11.966845512390137,-36.4842414855957,5.205138206481934,127.72766770170804,-36.14379119873047,5.158411502838135,-36.4842414855957,5.205138206481934,-2.860142671852387,False
43,44,43,44,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000044.jpg,False,-164.03280639648438,11.966845512390137,-36.4842414855957,5.205138206481934,127.72766770170804,-34.167518615722656,2.311070203781128,130.22375730714577,45.99010467529297,56.960018157958984,36,-167.38104248046875,12.304368019104004,-35.22489547729492,4.162100315093994,132.40673590904754,-34.61243438720703,2.831529378890991,-35.22489547729492,4.162100315093994,-2.4960896054377315,False
44,45,44,45,/yh/study/new_data/model_dataset_flight/vi/vi_000044.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000045.jpg,False,-167.38104248046875,12.304368019104004,-35.22489547729492,4.162100315093994,132.40673590904754,-33.670589447021484,2.304865598678589,134.08383683004377,41.580360412597656,55.94462203979492,36,-170.73062133789062,12.642024993896484,-33.9656867980957,3.600069522857666,137.063504545939,-33.51442337036133,3.287893533706665,-33.9656867980957,3.600069522857666,-1.6771009209962244,False
45,46,45,46,/yh/study/new_data/model_dataset_flight/vi/vi_000045.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000046.jpg,False,-170.73062133789062,12.642024993896484,-33.9656867980957,3.600069522857666,137.063504545939,-31.07545280456543,1.3196368217468262,140.11339183672737,39.936126708984375,53.25420379638672,36,-174.08189392089844,12.979852676391602,-32.76582336425781,3.0776760578155518,141.66257409547134,-32.49007034301758,2.9052109718322754,-32.76582336425781,3.0776760578155518,-3.0498872907883765,False
46,47,46,47,/yh/study/new_data/model_dataset_flight/vi/vi_000046.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000047.jpg,False,-174.08189392089844,12.979852676391602,-32.76582336425781,3.0776760578155518,141.66257409547134,-31.74683380126953,1.4956374168395996,142.79760691057152,40.6047248840332,53.40433120727539,36,-179.34275817871094,13.486869812011719,-32.79718017578125,2.7950150966644287,146.9350951592806,-34.10364532470703,2.9894399642944336,-32.79718017578125,2.7950150966644287,-1.1350328151001747,False
47,48,47,48,/yh/study/new_data/model_dataset_flight/vi/vi_000047.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000048.jpg,False,-179.34275817871094,13.486869812011719,-32.79718017578125,2.7950150966644287,146.9350951592806,-32.115604400634766,1.901458740234375,147.68228248268426,39.36869812011719,53.72090148925781,36,-184.13096618652344,13.948331832885742,-32.89754104614258,2.7511935234069824,151.64736986183698,-33.917789459228516,3.2309484481811523,-32.89754104614258,2.7511935234069824,-0.747187323403665,False
48,49,48,49,/yh/study/new_data/model_dataset_flight/vi/vi_000048.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000049.jpg,False,-184.13096618652344,13.948331832885742,-32.89754104614258,2.7511935234069824,151.64736986183698,-30.171899795532227,0.8011242151260376,154.5193942265181,36.49191665649414,52.41302490234375,36,-187.249755859375,14.233661651611328,-32.2952766418457,2.8116681575775146,155.3748775219259,-32.20277404785156,3.3052520751953125,-32.2952766418457,2.8116681575775146,-2.872024364681124,False
49,50,49,50,/yh/study/new_data/model_dataset_flight/vi/vi_000049.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000050.jpg,False,-187.249755859375,14.233661651611328,-32.2952766418457,2.8116681575775146,155.3748775219259,-31.09467887878418,0.8077172636985779,156.73118403662232,41.073707580566406,55.252323150634766,36,-190.67921447753906,14.547411918640137,-32.33220672607422,2.7883994579315186,158.7830256604703,-33.09978103637695,3.062433958053589,-32.33220672607422,2.7883994579315186,-1.3563065146964277,False
50,51,50,51,/yh/study/new_data/model_dataset_flight/vi/vi_000050.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000051.jpg,False,-190.67921447753906,14.547411918640137,-32.33220672607422,2.7883994579315186,158.7830256604703,-31.2116641998291,1.4157397747039795,160.00731359806585,40.03578186035156,53.893836975097656,36,-194.10855102539062,14.861151695251465,-32.354129791259766,3.0092647075653076,162.1880390594742,-32.86594009399414,3.5445456504821777,-32.354129791259766,3.0092647075653076,-1.2242879375955624,False
51,52,51,52,/yh/study/new_data/model_dataset_flight/vi/vi_000051.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000052.jpg,False,-194.10855102539062,14.861151695251465,-32.354129791259766,3.0092647075653076,162.1880390594742,-35.122928619384766,3.35487699508667,159.40145071266048,44.36621856689453,55.277992248535156,36,-197.28343200683594,15.1630220413208,-34.01620101928711,3.875782012939453,163.65692928134732,-36.69921875,5.206779479980469,-34.01620101928711,3.875782012939453,2.7865883468137156,True
52,53,52,53,/yh/study/new_data/model_dataset_flight/vi/vi_000052.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000053.jpg,False,-197.28343200683594,15.1630220413208,-34.01620101928711,3.875782012939453,163.65692928134732,-36.122100830078125,4.246039867401123,161.530663239059,44.32493209838867,54.941749572753906,36,-200.77069091796875,15.494592666625977,-36.43616485595703,4.987834453582764,164.6700592827165,-39.33340835571289,6.318129539489746,-36.43616485595703,4.987834453582764,2.1262660422883073,True
53,54,53,54,/yh/study/new_data/model_dataset_flight/vi/vi_000053.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000054.jpg,False,-200.77069091796875,15.494592666625977,-36.43616485595703,4.987834453582764,164.6700592827165,-37.31721115112305,4.12590217590332,163.84836639821737,52.475955963134766,59.1949348449707,36,-203.94317626953125,15.796236038208008,-38.3466911315918,5.863051414489746,165.8941350585025,-40.04417037963867,6.5828118324279785,-38.3466911315918,5.863051414489746,0.8216928844991287,True
