sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,waypoint_branch_selected,waypoint_switched_after_frame,mission_complete,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,waypoint_x,waypoint_y,global_top1_x,global_top1_y,polynomial_x,polynomial_y,branch_hold,branch_local,branch_recovery,branch_waypoint,selected_branch,visual_x,visual_y,observed_delta_parallel,observed_delta_cross,observed_acc_parallel,observed_acc_cross,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
400,400,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000400.jpg,0,1,0,0,0,-398.0521545410156,39.57963180541992,-747.239990234375,77.17848205566406,-747.113037109375,78.31695556640625,-33.20380783081055,7.498486518859863,-764.4630126953125,78.3560791015625,-27.772829055786133,9.233684539794922,-747.5247802734375,77.2846450805664,0.6107344031333923,0.05760541558265686,0.0072122965939342976,0.3244478702545166,0,-747.6707763671875,77.12358093261719,0.42255887389183044,0.1001739352941513,-0.1463288962841034,0.0911383330821991,7.0,7.0,-745.6183721987378,77.12825523978545,351.628662109375,349.5885793024579
401,401,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000401.jpg,0,1,0,0,0,-398.6134033203125,39.56294631958008,-747.6707763671875,77.12358093261719,-746.5225219726562,78.8298568725586,-33.196258544921875,7.449069499969482,-764.572509765625,78.551025390625,-27.772829055786133,9.233684539794922,-748.0336303710938,77.015625,0.6131597757339478,0.057680174708366394,0.007218120153993368,0.32194197177886963,0,-747.8887939453125,77.17863464355469,0.22261890769004822,-0.03167647123336792,-0.19993996620178223,-0.13185040652751923,7.0,7.0,-746.0088095643792,77.13691882914716,351.2950744628906,349.4214814370031
402,402,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000402.jpg,0,1,0,0,0,-399.29058837890625,39.66740036010742,-747.8887939453125,77.17863464355469,-746.784423828125,78.62935638427734,-33.20330047607422,7.468243598937988,-764.5040283203125,78.48384094238281,-27.772829055786133,9.233684539794922,-748.0004272460938,77.28866577148438,0.6112393140792847,0.05842665955424309,0.007268805056810379,0.32306525111198425,0,-747.9971923828125,77.17835235595703,0.10776007175445557,0.011750220321118832,-0.11485883593559265,0.043426692485809326,7.0,7.0,-746.3507455728266,77.14404402387422,350.7183532714844,349.0777156046625
403,403,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000403.jpg,0,1,0,0,0,-400.033935546875,39.78206253051758,-747.9971923828125,77.17835235595703,-746.8009033203125,78.61570739746094,-33.19890213012695,7.476963043212891,-764.4964599609375,78.45514678955078,-27.772829055786133,9.233684539794922,-748.05078125,77.15039825439453,0.6100899577140808,0.058896761387586594,0.0073026311583817005,0.3237106502056122,0,-748.0478515625,77.16731262207031,0.049206703901290894,0.016337953507900238,-0.05855336785316467,0.004587733186781406,7.0,7.0,-746.6425916110447,77.14804545232933,350.0162048339844,348.6169490118388
404,404,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000404.jpg,0,1,0,0,0,-400.7784423828125,39.89690399169922,-748.0478515625,77.16731262207031,-746.0061645507812,79.2115249633789,-33.17604064941406,7.397222518920898,-764.6447143554688,78.57896423339844,-27.772829055786133,9.233684539794922,-748.0696411132812,77.15089416503906,0.6457387804985046,0.06230199709534645,0.007372953929007053,0.28458622097969055,0,-747.3731689453125,77.18199157714844,-0.6693421006202698,-0.08598396182060242,-0.7185487747192383,-0.10232191532850266,7.0,7.0,-746.7682267227675,77.1538830618255,348.5944519042969,347.9899615751012
405,405,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000405.jpg,0,1,0,0,0,-402.04217529296875,39.900394439697266,-747.3731689453125,77.18199157714844,-746.8759765625,78.54658508300781,-33.19493103027344,7.465790271759033,-764.4904174804688,78.42488098144531,-27.772829055786133,9.233684539794922,-746.3358154296875,77.20953369140625,0.6139143705368042,0.058785006403923035,0.007286750245839357,0.3200138509273529,0,-747.61767578125,77.15194702148438,0.23995530605316162,0.0557468943297863,0.9092974066734314,0.14173085987567902,7.0,7.0,-746.9143038351546,77.15355012699005,347.5774841308594,346.8783398453694
406,406,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000406.jpg,0,1,0,0,0,-403.4256286621094,39.90420913696289,-747.61767578125,77.15194702148438,-745.9716186523438,79.24410247802734,-33.17451477050781,7.353916645050049,-764.6315307617188,78.60758209228516,-27.772829055786133,9.233684539794922,-748.32177734375,77.09954071044922,0.6519197225570679,0.06335248798131943,0.007400925736874342,0.27732691168785095,0,-746.9443359375,77.1716079711914,-0.6674797534942627,-0.09079591929912567,-0.9074350595474243,-0.14654281735420227,7.0,7.0,-746.9194683623805,77.15665547828867,345.5343017578125,345.50797772330657
407,407,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000407.jpg,0,1,0,0,0,-404.8123779296875,39.90803909301758,-746.9443359375,77.1716079711914,-746.2886962890625,79.02263641357422,-33.18379211425781,7.4213948249816895,-764.54296875,78.55853271484375,-27.772829055786133,9.233684539794922,-745.8120727539062,77.21612548828125,0.6381687521934509,0.0598742812871933,0.007274411618709564,0.2946825325489044,0,-746.89892578125,77.18374633789062,-0.04387089982628822,-0.016875024884939194,0.6236088275909424,0.07392089068889618,7.0,7.0,-746.9159357186008,77.16131420914866,344.1114501953125,344.1259228228971
408,408,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000408.jpg,0,1,0,0,0,-406.7642822265625,40.04542541503906,-746.89892578125,77.18374633789062,-745.7750244140625,79.34351348876953,-33.178165435791016,7.396187782287598,-764.6448364257812,78.48138427734375,-27.772829055786133,9.233684539794922,-747.16748046875,77.19212341308594,0.6924558877944946,0.0695890411734581,0.0074830143712460995,0.23047210276126862,0,-745.5699462890625,77.11089324951172,-1.3292278051376343,-0.06817370653152466,-1.285356879234314,-0.051298681646585464,7.0,7.0,-746.6844701030856,77.15264347355362,340.8271179199219,341.93958495332606
409,409,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000409.jpg,0,1,0,0,0,-408.7123718261719,40.18254089355469,-745.5699462890625,77.11089324951172,-746.5150146484375,78.83572387695312,-33.191829681396484,7.462465286254883,-764.48876953125,78.5150375366211,-27.772829055786133,9.233684539794922,-743.5991821289062,76.99554443359375,0.629226803779602,0.05741221457719803,0.0071626100689172745,0.306198388338089,0,-746.314697265625,77.14100646972656,0.7437565326690674,0.04885708540678024,2.072984218597412,0.1170307919383049,7.0,7.0,-746.620881418401,77.15064229420223,339.6192932128906,339.9246995674339
410,410,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000410.jpg,0,1,0,0,0,-410.66412353515625,40.31991958618164,-746.314697265625,77.14100646972656,-745.6015014648438,79.45515441894531,-33.18394470214844,7.392420291900635,-764.561279296875,78.41885375976562,-27.772829055786133,9.233684539794922,-748.0963134765625,77.22260284423828,0.7530443668365479,0.08618226647377014,0.0075203669257462025,0.15325294435024261,0,-743.6865234375,77.0117416381836,-2.6270978450775146,-0.14954492449760437,-3.370854377746582,-0.1984020173549652,7.0,7.0,-746.1162690037075,77.12675598043538,335.0376281738281,337.46538356519983
411,411,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000411.jpg,0,1,0,0,0,-414.7387390136719,41.05551528930664,-743.6865234375,77.0117416381836,-743.350341796875,79.15196228027344,-33.18598175048828,7.416957378387451,-764.49609375,78.68260192871094,-27.772829055786133,9.233684539794922,-739.3718872070312,76.80278778076172,0.7118620276451111,0.0659213736653328,0.007230452727526426,0.2149861454963684,0,-743.0009155273438,77.00883483886719,-0.682066798210144,-0.06965292245149612,1.9450310468673706,0.07989200204610825,7.0,7.0,-745.5805313566434,77.10647744851205,330.2252197265625,332.8001854466346
412,412,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000412.jpg,0,1,0,0,0,-418.803466796875,41.789337158203125,-743.0009155273438,77.00883483886719,-743.6495361328125,78.5615234375,-33.2048454284668,7.477497577667236,-764.477294921875,78.51200866699219,-27.772829055786133,9.233684539794922,-743.28662109375,77.06910705566406,0.6092720031738281,0.05244389548897743,0.006938215810805559,0.3313458561897278,0,-745.226318359375,77.10591125488281,2.223181962966919,0.1389358937740326,2.9052486419677734,0.20858880877494812,7.0,7.0,-745.519618449278,77.10638008195477,328.3277893066406,328.61944140819503
413,413,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000413.jpg,0,1,0,0,0,-421.87646484375,42.42189025878906,-745.226318359375,77.10591125488281,-746.2691040039062,79.03834533691406,-33.19397735595703,7.457231521606445,-764.5520629882812,78.61597442626953,-27.772829055786133,9.233684539794922,-748.9072265625,77.25297546386719,0.6432862877845764,0.0586092509329319,0.007140889763832092,0.2909635901451111,0,-745.8260498046875,77.16119384765625,0.6022142171859741,0.008484642952680588,-1.6209677457809448,-0.1304512470960617,7.0,7.0,-745.5723144963171,77.11580623474495,325.80694580078125,325.5497978620844
414,414,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000414.jpg,0,1,0,0,0,-424.9527893066406,43.05513000488281,-745.8260498046875,77.16119384765625,-746.5249633789062,78.84235382080078,-33.20030975341797,7.463708877563477,-764.5194091796875,78.54550170898438,-27.772829055786133,9.233684539794922,-745.6129760742188,77.1955795288086,0.637894332408905,0.05711999535560608,0.007095238659530878,0.29789039492607117,0,-746.3782348632812,77.1750717163086,0.5505537986755371,0.04462611675262451,-0.05166041851043701,0.036141473799943924,7.0,7.0,-745.7109061150192,77.12599793526495,323.2313232421875,322.56254205965536
415,415,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000415.jpg,0,1,0,0,0,-428.3215026855469,43.748558044433594,-746.3782348632812,77.1750717163086,-747.1514892578125,78.33948516845703,-33.207054138183594,7.4876837730407715,-764.4362182617188,78.38372039794922,-27.772829055786133,9.233684539794922,-746.9066772460938,77.16825103759766,0.6071179509162903,0.05664811655879021,0.007171209901571274,0.3290627598762512,0,-747.25,77.13900756835938,0.8630555868148804,0.12810218334197998,0.31250178813934326,0.08347606658935547,7.0,7.0,-745.975579303088,77.1282351614019,320.6716613769531,319.40306078085064
416,416,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000416.jpg,0,1,0,0,0,-431.564697265625,44.14375305175781,-747.25,77.13900756835938,-747.0193481445312,78.44682312011719,-33.20222091674805,7.483954429626465,-764.4437866210938,78.40174102783203,-27.772829055786133,9.233684539794922,-748.2815551757812,77.07797241210938,0.6070125102996826,0.057943399995565414,0.007251175120472908,0.3277929425239563,0,-747.6949462890625,77.12361907958984,0.4408203363418579,0.06238137185573578,-0.42223525047302246,-0.0657208114862442,7.0,7.0,-746.2712534955975,77.12744134817095,317.84588623046875,316.43030864277813
417,417,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000417.jpg,0,1,0,0,0,-434.81207275390625,44.53945541381836,-747.6949462890625,77.12361907958984,-746.7685546875,78.6317138671875,-33.20002746582031,7.469328880310059,-764.483154296875,78.45728302001953,-27.772829055786133,9.233684539794922,-747.9264526367188,77.11856842041016,0.6120942831039429,0.05868871882557869,0.007282523903995752,0.3219345211982727,0,-747.842041015625,77.13422393798828,0.14739109575748444,0.005018599331378937,-0.29342925548553467,-0.05736277252435684,7.0,7.0,-746.5413769395027,77.12860772904467,314.7223815917969,313.4281607269218
418,418,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000418.jpg,0,1,0,0,0,-438.3705749511719,44.97307586669922,-747.842041015625,77.13422393798828,-746.853759765625,78.52477264404297,-33.20806121826172,7.486286163330078,-764.5029296875,78.4144287109375,-27.772829055786133,9.233684539794922,-747.8402099609375,77.15782165527344,0.6071484088897705,0.05938591808080673,0.007339751813560724,0.32612594962120056,0,-747.9716796875,77.12311553955078,0.12773557007312775,0.024762963876128197,-0.01965552568435669,0.01974436454474926,7.0,7.0,-746.7873416541379,77.1276632543008,311.2658996582031,310.0884058999605
419,419,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000419.jpg,0,1,0,0,0,-441.7141418457031,45.21406936645508,-747.9716796875,77.12311553955078,-747.21044921875,78.25616455078125,-33.20612335205078,7.493936538696289,-764.4462280273438,78.34680938720703,-27.772829055786133,9.233684539794922,-748.0925903320312,77.10115051269531,0.6014618873596191,0.06045594811439514,0.007420361042022705,0.3306618630886078,0,-748.0693969726562,77.07957458496094,0.09256172925233841,0.05363589525222778,-0.03517384082078934,0.028872931376099586,7.0,7.0,-747.0078127194472,77.1193935954136,308.0080261230469,306.95630827484376
420,420,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000420.jpg,0,1,0,0,0,-445.0566101074219,45.454986572265625,-748.0693969726562,77.07957458496094,-746.9830322265625,78.44925689697266,-33.204872131347656,7.482055187225342,-764.4815673828125,78.40040588378906,-27.772829055786133,9.233684539794922,-748.1511840820312,77.01981353759766,0.6024901866912842,0.06080160662531853,0.007440707180649042,0.3292675018310547,0,-748.0882568359375,77.07990264892578,0.01878870651125908,0.001669318531639874,-0.07377302646636963,-0.051966577768325806,7.0,7.0,-747.1936133334527,77.11260246018216,304.6773986816406,303.79100276689144
421,421,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000421.jpg,0,1,0,0,0,-448.4094543457031,45.696651458740234,-748.0882568359375,77.07990264892578,-746.90234375,78.49917602539062,-33.20643615722656,7.484457969665527,-764.4923095703125,78.4188003540039,-27.772829055786133,9.233684539794922,-748.0676879882812,77.10216522216797,0.6038427948951721,0.06100474298000336,0.007450189907103777,0.3277023434638977,0,-748.0656127929688,77.08674621582031,-0.0217928197234869,-0.009201090782880783,-0.04058152437210083,-0.010870409198105335,7.0,7.0,-747.3435683681628,77.10815604226477,301.2957763671875,300.5799180693775
422,422,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000422.jpg,0,1,0,0,0,-451.7923889160156,45.97942352294922,-748.0656127929688,77.08674621582031,-746.387451171875,78.91878509521484,-33.19103240966797,7.446080207824707,-764.5741577148438,78.57305908203125,-27.772829055786133,9.233684539794922,-748.022216796875,77.09684753417969,0.6162451505661011,0.060376476496458054,0.007378985174000263,0.3159993886947632,0,-747.9059448242188,77.15315246582031,-0.15174530446529388,-0.08292776346206665,-0.12995249032974243,-0.07372666895389557,7.0,7.0,-747.4402784980462,77.11589393726283,297.7499694824219,297.28295343690655
423,423,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000423.jpg,0,1,0,0,0,-455.1790466308594,46.262508392333984,-747.9059448242188,77.15315246582031,-746.4407348632812,78.88623046875,-33.196678161621094,7.45720911026001,-764.5709838867188,78.56019592285156,-27.772829055786133,9.233684539794922,-747.677734375,77.24934387207031,0.621145486831665,0.06022989749908447,0.0073540713638067245,0.3112706243991852,0,-747.7490844726562,77.1829605102539,-0.15282586216926575,-0.04623793438076973,-0.0010805577039718628,0.03668982908129692,7.0,7.0,-747.493382900963,77.1274271672104,294.1994323730469,293.93930393877395
424,424,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000424.jpg,0,1,0,0,0,-458.2644958496094,46.520416259765625,-747.7490844726562,77.1829605102539,-746.3206787109375,78.96461486816406,-33.20037078857422,7.447010040283203,-764.5830688476562,78.57958984375,-27.772829055786133,9.233684539794922,-747.5936279296875,77.19447326660156,0.6237018704414368,0.06007831543684006,0.007336353417485952,0.3088834881782532,0,-747.620849609375,77.20979309082031,-0.12467589229345322,-0.04025034233927727,0.02814996987581253,0.005987592041492462,7.0,7.0,-747.5153029543251,77.14159137889547,290.9792785644531,290.8671273561278
425,425,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000425.jpg,0,1,0,0,0,-461.3623352050781,46.86849594116211,-747.620849609375,77.20979309082031,-746.4193115234375,78.89912414550781,-33.19639587402344,7.4717488288879395,-764.5506591796875,78.55088806152344,-27.772829055786133,9.233684539794922,-747.5069580078125,77.23513793945312,0.6228244304656982,0.05976204201579094,0.00732047762721777,0.3100930452346802,0,-747.5689697265625,77.21609497070312,-0.050921861082315445,-0.01175585575401783,0.07375402748584747,0.028494486585259438,7.0,7.0,-747.5245318622169,77.15440352983619,287.8110656738281,287.760384685086
426,426,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000426.jpg,0,1,0,0,0,-464.4605407714844,47.21662139892578,-747.5689697265625,77.21609497070312,-746.50634765625,78.83830261230469,-33.20067596435547,7.468148708343506,-764.5177001953125,78.52955627441406,-27.772829055786133,9.233684539794922,-747.5552368164062,77.21212768554688,0.6203107237815857,0.059497151523828506,0.007312340661883354,0.3128798007965088,0,-747.5849609375,77.21354675292969,0.015631821006536484,0.004225925542414188,0.06655368208885193,0.015981782227754593,7.0,7.0,-747.5349236623294,77.16457420594736,284.7090759277344,284.65415178135794
427,427,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000427.jpg,0,1,0,0,0,-467.8744201660156,47.600215911865234,-747.5849609375,77.21354675292969,-746.5977783203125,78.77472686767578,-33.195045471191406,7.475765705108643,-764.5174560546875,78.50634765625,-27.772829055786133,9.233684539794922,-747.6348876953125,77.20657348632812,0.6165224313735962,0.05937884375452995,0.0073159728199243546,0.3167826533317566,0,-747.6637573242188,77.20557403564453,0.07751047611236572,0.016265319660305977,0.06187865510582924,0.012039394117891788,7.0,7.0,-747.5570787864291,77.17162481913095,281.3512878417969,281.24163588939575
428,428,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000428.jpg,0,1,0,0,0,-470.9468994140625,48.043270111083984,-747.6637573242188,77.20557403564453,-746.3719482421875,78.96237182617188,-33.19764709472656,7.454396724700928,-764.5383911132812,78.58167266845703,-27.772829055786133,9.233684539794922,-747.77392578125,77.19488525390625,0.6248493194580078,0.05985555425286293,0.007318005431443453,0.30797716975212097,0,-747.5549926757812,77.2240982055664,-0.10619407147169113,-0.029928449541330338,-0.18370455503463745,-0.046193771064281464,7.0,7.0,-747.5567200444698,77.18064850417848,278.14306640625,278.1402158782661
429,429,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000429.jpg,0,1,0,0,0,-474.31005859375,48.52824783325195,-747.5549926757812,77.2240982055664,-746.7537231445312,78.66292572021484,-33.20085144042969,7.481341361999512,-764.4854736328125,78.47119140625,-27.772829055786133,9.233684539794922,-747.3524169921875,77.25587463378906,0.6147951483726501,0.05942180007696152,0.00732269836589694,0.3184603750705719,0,-747.6680908203125,77.196044921875,0.10949497669935226,0.03986259549856186,0.2156890481710434,0.0697910487651825,7.0,7.0,-747.5758721303741,77.18329617823939,274.857177734375,274.7641109087695
430,430,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000430.jpg,0,1,0,0,0,-477.67840576171875,49.013973236083984,-747.6680908203125,77.196044921875,-746.6441040039062,78.73473358154297,-33.203582763671875,7.479115962982178,-764.4879150390625,78.48552703857422,-27.772829055786133,9.233684539794922,-747.89208984375,77.14469909667969,0.614420473575592,0.05949174612760544,0.007329404354095459,0.31875842809677124,0,-747.7320556640625,77.18763732910156,0.06271617859601974,0.015128444880247116,-0.04677879810333252,-0.024734150618314743,7.0,7.0,-747.6027305268557,77.18404271245006,271.5193176269531,271.3902981210242
431,431,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000431.jpg,0,1,0,0,0,-480.89501953125,49.441471099853516,-747.7320556640625,77.18763732910156,-746.711181640625,78.68738555908203,-33.199310302734375,7.469451904296875,-764.498779296875,78.48906707763672,-27.772829055786133,9.233684539794922,-747.771484375,77.18905639648438,0.6149882078170776,0.05973454564809799,0.007341023534536362,0.3179361820220947,0,-747.7564086914062,77.17918395996094,0.023321880027651787,0.010982682928442955,-0.03939429670572281,-0.004145761951804161,7.0,7.0,-747.6291580827996,77.18320716789759,268.2990417480469,268.1729005490791
432,432,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000432.jpg,0,1,0,0,0,-484.1122741699219,49.869056701660156,-747.7564086914062,77.17918395996094,-747.0283203125,78.41603088378906,-33.21268081665039,7.501941204071045,-764.4638671875,78.38915252685547,-27.772829055786133,9.233684539794922,-747.760986328125,77.17070770263672,0.6074231266975403,0.06048494577407837,0.007404943462461233,0.32468703389167786,0,-747.845947265625,77.13089752197266,0.08392681926488876,0.05748935788869858,0.06060493737459183,0.046506673097610474,7.0,7.0,-747.6664386442501,77.17421164079634,265.1389465332031,264.96484502290394
433,433,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000433.jpg,0,1,0,0,0,-487.6457824707031,50.33867263793945,-747.845947265625,77.13089752197266,-747.0177001953125,78.38784790039062,-33.20948791503906,7.501131057739258,-764.4481811523438,78.35432434082031,-27.772829055786133,9.233684539794922,-747.9680786132812,77.06269836425781,0.6051770448684692,0.06114589795470238,0.007450992241501808,0.32622605562210083,0,-747.8865966796875,77.08805847167969,0.03588847815990448,0.04689963907003403,-0.04803834110498428,-0.01058971881866455,7.0,7.0,-747.7042985368056,77.15939614828166,261.6119384765625,261.4379142131483
434,434,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000434.jpg,0,1,0,0,0,-490.85565185546875,50.7122688293457,-747.8865966796875,77.08805847167969,-747.3964233398438,78.0914077758789,-33.21162414550781,7.521433353424072,-764.3989868164062,78.27766418457031,-27.772829055786133,9.233684539794922,-747.90283203125,77.04794311523438,0.6016366481781006,0.06233137473464012,0.007528315763920546,0.32850369811058044,0,-747.900146484375,77.0176773071289,0.006026790477335453,0.07141977548599243,-0.0298616886138916,0.024520136415958405,7.0,7.0,-747.7379778991666,77.13502519998322,258.38702392578125,258.2376647351094
435,435,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000435.jpg,0,1,0,0,0,-494.0801086425781,51.087562561035156,-747.900146484375,77.0176773071289,-746.6492919921875,78.70428466796875,-33.2058219909668,7.47314453125,-764.505859375,78.47636413574219,-27.772829055786133,9.233684539794922,-747.900146484375,76.93352508544922,0.6080808639526367,0.06133853644132614,0.007458416745066643,0.32312217354774475,0,-747.8585815429688,77.07377624511719,-0.035395849496126175,-0.06018196791410446,-0.04142263904213905,-0.1316017508506775,7.0,7.0,-747.7587177326552,77.12449240772898,255.10546875,255.01129078085503
436,436,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000436.jpg,0,1,0,0,0,-497.5927429199219,51.496395111083984,-747.8585815429688,77.07377624511719,-746.6873168945312,78.681396484375,-33.20588302612305,7.485809803009033,-764.5166015625,78.48344421386719,-27.772829055786133,9.233684539794922,-747.7894287109375,77.193115234375,0.6122099757194519,0.06111809238791466,0.0074320267885923386,0.31923985481262207,0,-747.7935791015625,77.10486602783203,-0.061347972601652145,-0.03779309615492821,-0.02595212310552597,0.022388871759176254,7.0,7.0,-747.7647127338304,77.1211173202257,251.50794982910156,251.4808956339762
437,437,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000437.jpg,0,1,0,0,0,-502.5533142089844,52.07494354248047,-747.7935791015625,77.10486602783203,-746.4825439453125,78.83700561523438,-33.20648193359375,7.477778434753418,-764.559814453125,78.530517578125,-27.772829055786133,9.233684539794922,-747.7168579101562,77.12345123291016,0.6167463064193726,0.06079141050577164,0.007398601621389389,0.3150637149810791,0,-747.7093505859375,77.14419555664062,-0.07959429174661636,-0.048020876944065094,-0.018246319144964218,-0.010227780789136887,7.0,7.0,-747.7551922774604,77.12508601275742,246.43447875976562,246.4781342149623
438,438,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000438.jpg,0,1,0,0,0,-507.5192565917969,52.654117584228516,-747.7093505859375,77.14419555664062,-747.0521240234375,78.39106750488281,-33.20716857910156,7.493663787841797,-764.4580078125,78.39301300048828,-27.772829055786133,9.233684539794922,-747.615478515625,77.1876449584961,0.6062873601913452,0.06133172661066055,0.007458528969436884,0.3249223530292511,0,-747.7818603515625,77.10694122314453,0.06816089153289795,0.04471738263964653,0.14775517582893372,0.09273825585842133,7.0,7.0,-747.759778303213,77.12196570972682,241.5037384033203,241.48329934814512
439,439,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000439.jpg,0,1,0,0,0,-510.8130798339844,53.07411193847656,-747.7818603515625,77.10694122314453,-746.1065673828125,79.1256332397461,-33.199527740478516,7.448817253112793,-764.610595703125,78.6374740600586,-27.772829055786133,9.233684539794922,-747.9327392578125,77.0313949584961,0.6311119794845581,0.06172140687704086,0.007402642164379358,0.2997640371322632,0,-747.433349609375,77.17469024658203,-0.3393859267234802,-0.10424424707889557,-0.4075468182563782,-0.1489616334438324,7.0,7.0,-747.7036433760859,77.13103258433084,237.84446716308594,238.10895515762394
440,440,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000440.jpg,0,1,0,0,0,-514.106201171875,53.494014739990234,-747.433349609375,77.17469024658203,-746.398193359375,78.9129638671875,-33.19976043701172,7.454397201538086,-764.559814453125,78.57408142089844,-27.772829055786133,9.233684539794922,-746.8743286132812,77.29493713378906,0.627144455909729,0.060561567544937134,0.007352493237704039,0.3049415349960327,0,-747.3418579101562,77.19408416748047,-0.08892606198787689,-0.02896568737924099,0.25045984983444214,0.07527855783700943,7.0,7.0,-747.641428254839,77.14187536896395,234.4366912841797,234.7294689659117
441,441,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000441.jpg,0,1,0,0,0,-517.384521484375,53.91202926635742,-747.3418579101562,77.19408416748047,-746.6136474609375,78.74755859375,-33.20514678955078,7.4767255783081055,-764.5093994140625,78.50363159179688,-27.772829055786133,9.233684539794922,-747.3788452148438,77.18930053710938,0.6139205694198608,0.059708256274461746,0.007344542536884546,0.3190266191959381,0,-747.5302734375,77.19258117675781,0.18719883263111115,0.021430587396025658,0.27612489461898804,0.05039627477526665,7.0,7.0,-747.6223133066468,77.15059508901051,231.3202362060547,231.4075878718966
442,442,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000442.jpg,0,1,0,0,0,-520.5798950195312,54.30464172363281,-747.5302734375,77.19258117675781,-746.6307373046875,78.73033142089844,-33.205318450927734,7.481970310211182,-764.50830078125,78.48963165283203,-27.772829055786133,9.233684539794922,-747.858642578125,77.18063354492188,0.6144239902496338,0.060057446360588074,0.007361277472227812,0.31815725564956665,0,-747.6195678710938,77.18444061279297,0.08793183416128159,0.017543010413646698,-0.09926699846982956,-0.0038875769823789597,7.0,7.0,-747.6218411826344,77.15641539845932,228.18960571289062,228.18906388697712
443,443,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000443.jpg,0,1,0,0,0,-523.7677612304688,54.69633102416992,-747.6195678710938,77.18444061279297,-746.9126586914062,78.49726867675781,-33.21397399902344,7.499699592590332,-764.47607421875,78.40612030029297,-27.772829055786133,9.233684539794922,-747.6593017578125,77.17298126220703,0.6090523600578308,0.06090288236737251,0.007423930801451206,0.32262083888053894,0,-747.7110595703125,77.14119720458984,0.08640257269144058,0.052681297063827515,-0.0015292614698410034,0.03513828665018082,7.0,7.0,-747.6371837912508,77.15379837299558,225.0652618408203,224.9930136635837
444,444,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000444.jpg,0,1,0,0,0,-527.260009765625,55.12541198730469,-747.7110595703125,77.14119720458984,-746.7232666015625,78.6572265625,-33.21013259887695,7.477294921875,-764.5135498046875,78.46427154541016,-27.772829055786133,9.233684539794922,-747.8036499023438,77.08039855957031,0.6100967526435852,0.060868650674819946,0.007422239053994417,0.3216123580932617,0,-747.7515869140625,77.14192962646484,0.04037734121084213,0.0035598422400653362,-0.04602523148059845,-0.04912145435810089,7.0,7.0,-747.6568573404313,77.15175734157226,221.58804321289062,221.4947636188672
