sequence_index,frame_id,image_path,active_waypoint_from,active_waypoint_to,waypoint_branch_selected,waypoint_switched_after_frame,mission_complete,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,waypoint_x,waypoint_y,global_top1_x,global_top1_y,polynomial_x,polynomial_y,branch_hold,branch_local,branch_recovery,branch_waypoint,selected_branch,visual_x,visual_y,observed_delta_parallel,observed_delta_cross,observed_acc_parallel,observed_acc_cross,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
10,10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,0,1,0,0,0,-77.41057586669922,4.6642866134643555,-78.08910369873047,0.14474594593048096,-87.21491241455078,-0.28693968057632446,-32.84442138671875,8.33938980102539,-763.481201171875,77.7716064453125,-27.772829055786133,9.233684539794922,-82.17699432373047,0.14247003197669983,0.7101345658302307,0.2842445373535156,0.003298933617770672,0.0023219853173941374,0,-82.12528228759766,0.22932368516921997,4.022470951080322,0.34296056628227234,-0.06284856796264648,-0.00912448763847351,7.0,7.0,-66.9660650226383,0.03609892009376843,6.472816467285156,11.424006656894637
11,11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,0,1,0,0,0,-80.71418762207031,4.9646830558776855,-82.12528228759766,0.22932368516921997,-87.23304748535156,-0.3147616386413574,-32.97910690307617,8.206718444824219,-763.502685546875,77.7421646118164,-27.772829055786133,9.233684539794922,-86.12973022460938,0.3151130974292755,0.7511659264564514,0.24184440076351166,0.0035699557047337294,0.003419725224375725,0,-85.51524353027344,0.3912912607192993,3.3880691528320312,0.1976296305656433,-0.634401798248291,-0.14533093571662903,7.0,7.0,-70.21305380188963,0.09827447918995127,6.630690097808838,11.573925174486073
12,12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,0,1,0,0,0,-84.01985931396484,5.2652668952941895,-85.51524353027344,0.3912912607192993,-90.23493957519531,0.5023655891418457,-33.05574035644531,8.029128074645996,-763.587890625,77.8526611328125,-27.772829055786133,9.233684539794922,-88.58209228515625,0.591953694820404,0.7744263410568237,0.2169746309518814,0.0038568407762795687,0.0047422307543456554,0,-89.55255126953125,0.8121892213821411,4.059178829193115,0.008647739887237549,0.671109676361084,-0.18898189067840576,7.0,7.0,-73.57955274629668,0.22254829912803087,7.102153301239014,11.594352593699007
13,13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,0,1,0,0,0,-87.32689666748047,5.565974712371826,-89.55255126953125,0.8121892213821411,-92.232421875,0.785273551940918,-33.012672424316406,7.98282527923584,-763.6473388671875,77.96955108642578,-27.772829055786133,9.233684539794922,-93.91352844238281,1.3625524044036865,0.7746915221214294,0.21720634400844574,0.0037259894888848066,0.004376088734716177,0,-92.87386322021484,1.1707080602645874,3.340602397918701,-0.0050820112228393555,-0.7185764312744141,-0.013729751110076904,7.0,7.0,-76.92535833815707,0.3869676617725809,7.077231407165527,11.619557377393535
14,14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,0,1,0,0,0,-90.52931213378906,5.903904438018799,-92.87386322021484,1.1707080602645874,-94.14751434326172,0.8678797483444214,-33.07844161987305,8.098535537719727,-763.4281616210938,77.5267333984375,-27.772829055786133,9.233684539794922,-95.8371810913086,1.498037338256836,0.7803454399108887,0.20961607992649078,0.004093619994819164,0.005944859702140093,0,-96.88241577148438,1.5895161628723145,4.030364036560059,0.0076833367347717285,0.6897616386413574,0.012765347957611084,7.0,7.0,-80.37701971600617,0.5949537453975479,7.679575443267822,11.45661375768842
15,15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,0,1,0,0,0,-93.73101806640625,6.241759300231934,-96.88241577148438,1.5895161628723145,-96.85031127929688,0.779599666595459,-91.48749542236328,14.52522087097168,-763.4634399414062,77.74890899658203,-89.2495346069336,14.381888389587402,-101.23458862304688,2.038468837738037,0.6971160769462585,0.2967737019062042,0.0035493155010044575,0.00256090029142797,0,-98.56078338623047,1.5901037454605103,1.6690083742141724,0.17700190842151642,-2.361355781555176,0.1693185716867447,7.0,7.0,-83.51632701823635,0.7667598532347097,6.705560207366943,11.589457802424674
16,16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,0,1,0,0,0,-97.24320983886719,6.612377643585205,-98.56078338623047,1.5901037454605103,-97.18240356445312,0.47834229469299316,-91.80025482177734,14.421157836914062,-763.26171875,77.28109741210938,-89.2495346069336,14.381888389587402,-99.07405853271484,1.3815810680389404,0.7692109942436218,0.21896257996559143,0.004628561437129974,0.007197882514446974,0,-103.01212310791016,1.950873851776123,4.464524745941162,0.11224633455276489,2.7955164909362793,-0.06475557386875153,7.0,7.0,-86.87799671381664,0.9709372116098033,7.416871070861816,11.800995435777732
17,17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,0,1,0,0,0,-100.48795318603516,6.946656227111816,-103.01212310791016,1.950873851776123,-101.8582534790039,0.5243254899978638,-91.75254821777344,14.696744918823242,-763.372802734375,77.61050415039062,-89.2495346069336,14.381888389587402,-108.84994506835938,2.4917352199554443,0.7533416152000427,0.23829013109207153,0.003928204998373985,0.004440092947334051,0,-105.625,1.9969457387924194,2.603084087371826,0.23065230250358582,-1.861440658569336,0.11840596795082092,7.0,7.0,-90.10781725435201,1.1477027119551924,7.1336445808410645,11.89012547583779
18,18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,0,1,0,0,0,-103.73233032226562,7.28089714050293,-105.625,1.9969457387924194,-101.84086608886719,0.2819409966468811,-91.91983032226562,14.614099502563477,-763.2506103515625,77.3579330444336,-89.2495346069336,14.381888389587402,-107.31864166259766,1.8856685161590576,0.7766731977462769,0.21071434020996094,0.004681243561208248,0.007931140251457691,0,-109.97918701171875,2.292332172393799,4.36099910736084,0.16698333621025085,1.7579150199890137,-0.06366896629333496,7.0,7.0,-93.52936285622079,1.3447903784801054,7.99431037902832,11.804147940588619
19,19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,0,1,0,0,0,-107.29228973388672,7.647648811340332,-109.97918701171875,2.292332172393799,-107.67342376708984,-0.5830602645874023,-91.79512023925781,14.69947624206543,-763.31640625,77.5001220703125,-89.2495346069336,14.381888389587402,-115.20402526855469,2.7123758792877197,0.7824309468269348,0.20620378851890564,0.004348179791122675,0.007017023861408234,0,-114.0091323852539,2.2810986042022705,4.006134510040283,0.43757450580596924,-0.35486459732055664,0.2705911695957184,7.0,7.0,-97.05426283519267,1.5059441864114136,8.597432136535645,11.938916637545304
20,20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,0,1,0,0,0,-110.61548614501953,7.9523024559021,-114.0091323852539,2.2810986042022705,-113.11720275878906,-2.1617424488067627,-91.82618713378906,14.70257568359375,-763.2618408203125,77.4691162109375,-89.2495346069336,14.381888389587402,-117.876953125,2.1165549755096436,0.7785071730613708,0.20985795557498932,0.00445225415751338,0.007182566914707422,0,-118.38648223876953,1.9440795183181763,4.317117691040039,0.7982897162437439,0.31098318099975586,0.36071521043777466,7.0,7.0,-100.72488173493892,1.581333802443297,9.822785377502441,11.76491806941556
21,21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,0,1,0,0,0,-113.93445587158203,8.25656795501709,-118.38648223876953,1.9440795183181763,-116.97538757324219,-2.40041184425354,-91.66058349609375,14.68117904663086,-763.3130493164062,77.51443481445312,-89.2495346069336,14.381888389587402,-122.93753051757812,1.4441676139831543,0.7897059321403503,0.1975083351135254,0.004520423710346222,0.008265264332294464,0,-123.31745147705078,1.7681922912597656,4.884678840637207,0.6966401934623718,0.567561149597168,-0.10164952278137207,7.0,7.0,-104.61164107613574,1.6134803880322564,11.407875061035156,11.447510128094265
22,22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,0,1,0,0,0,-117.24945068359375,8.560468673706055,-123.31745147705078,1.7681922912597656,-121.01800537109375,-2.3284847736358643,-33.028770446777344,7.875860214233398,-763.3795166015625,77.61727142333984,-27.772829055786133,9.233684539794922,-128.52523803710938,1.6728709936141968,0.8027235269546509,0.18150769174098969,0.0046887933276593685,0.011079935356974602,0,-129.56857299804688,1.8936543464660645,6.229305744171143,0.5366663932800293,1.3446269035339355,-0.15997380018234253,7.0,7.0,-108.90460772813115,1.66167451157586,14.007397651672363,10.827269500791756
23,23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,0,1,0,0,0,-120.81004333496094,8.859625816345215,-129.56857299804688,1.8936543464660645,-128.73191833496094,-3.162135601043701,-32.805423736572266,7.903720855712891,-763.6213989257812,78.1831283569336,-27.772829055786133,9.233684539794922,-136.47976684570312,2.1697909832000732,0.7528919577598572,0.23928925395011902,0.0037101940251886845,0.00410857331007719,0,-131.61441040039062,1.0195975303649902,1.941870093345642,1.085618019104004,-4.287435531616211,0.5489516258239746,7.0,7.0,-112.8106909449858,1.5512373511816813,13.34917163848877,10.835228683176762
24,24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,0,1,0,0,0,-124.06947326660156,9.133479118347168,-131.61441040039062,1.0195975303649902,-129.78884887695312,-1.6754775047302246,-33.01464080810547,7.60671329498291,-763.8969116210938,78.45050048828125,-27.772829055786133,9.233684539794922,-131.55760192871094,-0.3542187213897705,0.7923946380615234,0.19629929959774017,0.004307303577661514,0.006998755037784576,0,-135.25653076171875,1.0608487129211426,3.626039981842041,0.34434905648231506,1.684169888496399,-0.7412689924240112,7.0,7.0,-116.67113982221777,1.4668956520767573,13.795564651489258,10.654193531167838
25,25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,0,1,0,0,0,-127.31895446777344,9.40649700164795,-135.25653076171875,1.0608487129211426,-138.9854736328125,-3.579615592956543,-33.02439880371094,7.578296184539795,-763.8005981445312,78.41876220703125,-27.772829055786133,9.233684539794922,-139.69679260253906,1.5597538948059082,0.8153277635574341,0.17260828614234924,0.004172284621745348,0.007891724817454815,0,-140.43394470214844,0.8975461721420288,5.131072044372559,0.710202157497406,1.5050320625305176,0.36585310101509094,7.0,7.0,-120.75792392244435,1.3689775648043803,15.633464813232422,10.375395920849455
26,26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,0,1,0,0,0,-130.83126831054688,9.741641998291016,-140.43394470214844,0.8975461721420288,-147.90878295898438,-0.7756702899932861,-32.863155364990234,7.730628967285156,-763.8782958984375,78.58833312988281,-27.772829055786133,9.233684539794922,-146.37901306152344,0.6319668889045715,0.7718629240989685,0.22094443440437317,0.003543663304299116,0.0036488971672952175,0,-143.97914123535156,0.8355581164360046,3.5187366008758545,0.4367533326148987,-1.612335443496704,-0.2734488248825073,7.0,7.0,-124.75145130324036,1.2772414105880312,15.880331039428711,10.421624256872832
27,27,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,0,1,0,0,0,-134.03652954101562,10.047489166259766,-143.97914123535156,0.8355581164360046,-153.62693786621094,-2.6973958015441895,-32.92779541015625,7.728083610534668,-763.7169189453125,78.3443603515625,-27.772829055786133,9.233684539794922,-146.70822143554688,0.8242272734642029,0.7889939546585083,0.20170605182647705,0.003927044104784727,0.005373040679842234,0,-148.81893920898438,0.5664652585983276,4.7841572761535645,0.7796759009361267,1.26542067527771,0.342922568321228,7.0,7.0,-128.89043776665767,1.1550062656852218,17.56159019470215,10.274167250299426
28,28,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000028.jpg,0,1,0,0,0,-137.2352752685547,10.352712631225586,-148.81893920898438,0.5664652585983276,-158.72146606445312,-3.8487462997436523,-32.902191162109375,7.751567840576172,-763.7276000976562,78.38712310791016,-27.772829055786133,9.233684539794922,-154.30604553222656,0.19381994009017944,0.794777512550354,0.19620028138160706,0.003788228612393141,0.005234000273048878,0,-153.54112243652344,0.13473168015480042,4.649993896484375,0.9289589524269104,-0.13416337966918945,0.1492830514907837,7.0,7.0,-133.12966252912122,0.9795477197901409,19.242862701416016,10.232901661951171
29,29,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000029.jpg,0,1,0,0,0,-140.4192352294922,10.665609359741211,-153.54112243652344,0.13473168015480042,-161.4134521484375,-4.758210182189941,-32.8425178527832,7.770045757293701,-763.8719482421875,78.63865661621094,-27.772829055786133,9.233684539794922,-158.20449829101562,-0.3783222734928131,0.7718384861946106,0.2210693359375,0.0035263749305158854,0.0035658064298331738,0,-157.03213500976562,-0.6400929093360901,3.389432430267334,1.1398552656173706,-1.260561466217041,0.2108963131904602,7.0,7.0,-137.24017827670465,0.7010176088637332,20.09495735168457,10.459421201515992
30,30,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000030.jpg,0,1,0,0,0,-143.60858154296875,10.979033470153809,-157.03213500976562,-0.6400929093360901,-161.40194702148438,-4.796356201171875,-32.978370666503906,7.704554557800293,-763.841552734375,78.51058197021484,-27.772829055786133,9.233684539794922,-159.90756225585938,-1.5864629745483398,0.8067697286605835,0.18356047570705414,0.003908683080226183,0.005761081352829933,0,-160.8452606201172,-0.9144085049629211,3.762695550918579,0.6762382388114929,0.3732631206512451,-0.4636170268058777,7.0,7.0,-141.29952632132162,0.4232140095801483,20.941753387451172,10.805418108562087
31,31,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000031.jpg,0,1,0,0,0,-147.09031677246094,11.321191787719727,-160.8452606201172,-0.9144085049629211,-163.76707458496094,-5.251558303833008,-32.98527526855469,7.6889567375183105,-763.8106689453125,78.48062133789062,-27.772829055786133,9.233684539794922,-164.81944274902344,-0.9384695291519165,0.8166899681091309,0.17293326556682587,0.003941398113965988,0.006435398478060961,0,-164.72691345214844,-1.119598150253296,3.8381521701812744,0.6147511005401611,0.07545661926269531,-0.06148713827133179,7.0,7.0,-145.32829895301163,0.15789891615273421,21.582927703857422,11.301496119206313
32,32,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000032.jpg,0,1,0,0,0,-150.38534545898438,11.621426582336426,-164.72691345214844,-1.119598150253296,-167.01852416992188,-5.562191963195801,-32.95487594604492,7.6952009201049805,-763.86474609375,78.55343627929688,-27.772829055786133,9.233684539794922,-168.642822265625,-1.2902247905731201,0.80610191822052,0.1848028153181076,0.003810672787949443,0.005284594371914864,0,-167.81446838378906,-1.4859719276428223,3.0314571857452393,0.6910078525543213,-0.8066949844360352,0.07625675201416016,7.0,7.0,-149.19520040174748,-0.12479425517537612,21.807756423950195,11.806360540863635
33,33,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000033.jpg,0,1,0,0,0,-153.68882751464844,11.922432899475098,-167.81446838378906,-1.4859719276428223,-173.98248291015625,-4.375805377960205,-33.012027740478516,7.732088088989258,-763.754638671875,78.31938171386719,-27.772829055786133,9.233684539794922,-170.50497436523438,-1.9329378604888916,0.8218560814857483,0.1657233089208603,0.004200533498078585,0.00822004210203886,0,-173.16905212402344,-1.270160436630249,5.347360610961914,0.35196244716644287,2.315903425216675,-0.3390454053878784,7.0,7.0,-153.31792726621123,-0.321760182079172,23.527084350585938,12.249809435769693
34,34,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000034.jpg,0,1,0,0,0,-156.9862060546875,12.222880363464355,-173.16905212402344,-1.270160436630249,-178.90716552734375,-3.491879463195801,-32.836326599121094,7.817506313323975,-763.8768920898438,78.64295959472656,-27.772829055786133,9.233684539794922,-179.6571502685547,-0.7632562518119812,0.7814722061157227,0.21155962347984314,0.003443424589931965,0.0035246997140347958,0,-175.98184204101562,-1.4272239208221436,2.780381679534912,0.4537999629974365,-2.566978931427002,0.10183751583099365,7.0,7.0,-157.21538196128057,-0.5118639166547396,23.391441345214844,12.73680625102654
35,35,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000035.jpg,0,1,0,0,0,-161.97410583496094,12.701958656311035,-175.98184204101562,-1.4272239208221436,-179.02809143066406,-3.428860902786255,-32.93834686279297,7.763906478881836,-763.881591796875,78.55377960205078,-27.772829055786133,9.233684539794922,-177.52374267578125,-1.770724892616272,0.794268786907196,0.1971316635608673,0.003829746274277568,0.004769768100231886,0,-178.83868408203125,-1.4051194190979004,2.843143939971924,0.2802988290786743,0.06276226043701172,-0.1735011339187622,7.0,7.0,-160.933881665496,-0.6654746049332967,21.986896514892578,13.407846147557045
36,36,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000036.jpg,0,1,0,0,0,-166.95358276367188,13.180227279663086,-178.83868408203125,-1.4051194190979004,-184.75958251953125,-2.252815008163452,-33.01224899291992,7.720664978027344,-763.7940673828125,78.41336822509766,-27.772829055786133,9.233684539794922,-181.71755981445312,-1.2934309244155884,0.828317403793335,0.15960434079170227,0.0041167051531374454,0.00796160101890564,0,-183.84054565429688,-0.8673642873764038,5.030682563781738,-0.005495131015777588,2.1875386238098145,-0.2857939600944519,7.0,7.0,-164.87307501171736,-0.7001929949240631,21.965980529785156,14.035475749154811
37,37,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000037.jpg,0,1,0,0,0,-170.4643096923828,13.542064666748047,-183.84054565429688,-0.8673642873764038,-188.32083129882812,-1.3024636507034302,-32.86516189575195,7.790915489196777,-763.8367919921875,78.61064147949219,-27.772829055786133,9.233684539794922,-189.9149169921875,-0.07178384065628052,0.7935394644737244,0.1990690678358078,0.0035054998006671667,0.0038860097993165255,0,-186.4570770263672,-0.6147753000259399,2.6285696029663086,0.02568116784095764,-2.4021129608154297,0.03117629885673523,7.0,7.0,-168.58481231344598,-0.6855039653286319,21.35848045349121,14.351174850090938
38,38,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000038.jpg,0,1,0,0,0,-173.6732940673828,13.872800827026367,-186.4570770263672,-0.6147753000259399,-193.430419921875,-0.42830169200897217,-32.91244888305664,7.748576641082764,-763.869873046875,78.59272003173828,-27.772829055786133,9.233684539794922,-187.88095092773438,-0.5047693848609924,0.7918668985366821,0.19996114075183868,0.00375765492208302,0.0044142403639853,0,-189.82333374023438,-0.1964203119277954,3.3916258811950684,-0.05982670187950134,0.7630562782287598,-0.08550786972045898,7.0,7.0,-172.237137217972,-0.6013977146242224,21.418842315673828,14.545273112569241
39,39,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000039.jpg,0,1,0,0,0,-176.89031982421875,14.204366683959961,-189.82333374023438,-0.1964203119277954,-193.22808837890625,-0.5979646444320679,-33.0101432800293,7.712765693664551,-763.7797241210938,78.38648986816406,-27.772829055786133,9.233684539794922,-193.564453125,0.30481767654418945,0.8319256901741028,0.15606868267059326,0.004056214354932308,0.007949472405016422,0,-194.28131103515625,0.3976851999759674,4.495813846588135,-0.11907690763473511,1.1041879653930664,-0.059250205755233765,7.0,7.0,-176.02800695541592,-0.4295884548368264,22.205202102661133,14.65933922412671
40,40,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000040.jpg,0,1,0,0,0,-180.07899475097656,14.495210647583008,-194.28131103515625,0.3976851999759674,-196.5097198486328,-0.05970090627670288,-32.94591522216797,7.756257057189941,-763.8041381835938,78.4885025024414,-27.772829055786133,9.233684539794922,-199.28514099121094,1.0796658992767334,0.8158840537071228,0.17456474900245667,0.0038059421349316835,0.005745294038206339,0,-197.32835388183594,0.7945027351379395,3.071924924850464,-0.07218581438064575,-1.423888921737671,0.046891093254089355,7.0,7.0,-179.69096251082712,-0.2190852343899101,22.02838706970215,14.719411412201255
41,41,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000041.jpg,0,1,0,0,0,-183.2713623046875,14.786392211914062,-197.32835388183594,0.7945027351379395,-202.7234344482422,-1.5320791006088257,-32.96450424194336,7.717036247253418,-763.9002685546875,78.54310607910156,-27.772829055786133,9.233684539794922,-199.669921875,1.0926762819290161,0.81043940782547,0.17999839782714844,0.0039039249531924725,0.005658315494656563,0,-200.8636474609375,0.8426729440689087,3.52054500579834,0.3261656165122986,0.448620080947876,0.39835143089294434,7.0,7.0,-183.3319640673647,-0.036497943758406565,22.448068618774414,14.823014036988948
42,42,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000042.jpg,0,1,0,0,0,-186.7760009765625,15.10605525970459,-200.8636474609375,0.8426729440689087,-206.76634216308594,-1.5356485843658447,-32.99076461791992,7.735954284667969,-763.904296875,78.49443054199219,-27.772829055786133,9.233684539794922,-204.64306640625,0.7165194749832153,0.8232958912849426,0.16638052463531494,0.003909769468009472,0.006413742899894714,0,-204.80056762695312,0.9719560742378235,3.928499460220337,0.28800368309020996,0.40795445442199707,-0.03816193342208862,7.0,7.0,-187.0238535880739,0.13692278250464496,22.90540885925293,14.9711842563304
