frame_id,image_path,reference_x,reference_y,search_center_x,search_center_y,search_center_error_m,base_ms_x,base_ms_y,base_ms_error_m,base_ms_candidate_count,variance_x,variance_y,final_x,final_y,error_final_m,gru_xy_x,gru_xy_y,kalman_xy_x,kalman_xy_y
11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,-57.930152893066406,1.7030118703842163,-57.930152893066406,1.7030118703842163,0.0,-54.707862854003906,1.8979504108428955,3.2281812418756117,36,51.42198181152344,39.471805572509766,-55.08049011230469,0.6335225701332092,3.043745279653013,-54.541603088378906,1.2245230674743652,-55.08049011230469,0.6335225701332092
12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,-61.281715393066406,2.0263473987579346,-61.281715393066406,2.0263473987579346,0.0,-71.48768615722656,3.3606817722320557,10.29282699063413,36,99.08757019042969,35.372413635253906,-61.43992233276367,1.777319073677063,0.2950331209558657,-67.81866455078125,2.6669163703918457,-61.43992233276367,1.777319073677063
13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,-64.62455749511719,2.3488411903381348,-64.62455749511719,2.3488411903381348,0.0,-75.41407775878906,6.955306053161621,11.731720506925376,36,47.85627746582031,45.549842834472656,-70.4100570678711,4.3063740730285645,6.107695170287228,-75.0205307006836,7.274503231048584,-70.4100570678711,4.3063740730285645
14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,-67.96265411376953,2.678952693939209,-67.96265411376953,2.678952693939209,0.0,-74.39954376220703,6.409513473510742,7.439800540084338,36,56.6422233581543,45.72266387939453,-75.56380462646484,5.97992467880249,8.286972014041103,-74.83683013916016,6.810792922973633,-75.56380462646484,5.97992467880249
15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,-71.30087280273438,3.009075880050659,-71.30087280273438,3.009075880050659,0.0,-76.67483520507812,5.20000696182251,5.803417174982183,36,44.98470687866211,42.871826171875,-78.48442077636719,5.727238655090332,7.680610025323214,-75.5047378540039,3.861527919769287,-78.48442077636719,5.727238655090332
16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,-74.64299774169922,3.3395848274230957,-74.64299774169922,3.3395848274230957,0.0,-79.19923400878906,5.8476481437683105,5.200929774601975,36,37.219642639160156,41.810726165771484,-81.32000732421875,5.84846830368042,7.132808231159357,-79.1951904296875,4.954836845397949,-81.32000732421875,5.84846830368042
17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,-77.97047424316406,3.6625680923461914,-77.97047424316406,3.6625680923461914,0.0,-84.58065795898438,5.6331939697265625,6.897673166039197,36,51.88019943237305,39.886539459228516,-84.23223876953125,5.835175514221191,6.627964845505506,-81.86294555664062,5.033143997192383,-84.23223876953125,5.835175514221191
18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,-81.29307556152344,3.9850776195526123,-81.29307556152344,3.9850776195526123,0.0,-80.61783599853516,3.7485320568084717,0.7154734591014171,36,62.02372360229492,43.63963317871094,-84.90308380126953,5.299842357635498,3.841974207037425,-79.02098846435547,3.9306092262268066,-84.90308380126953,5.299842357635498
19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,-84.62059020996094,4.3080644607543945,-84.62059020996094,4.3080644607543945,0.0,-85.51878356933594,4.550119400024414,0.9302375526984281,36,59.55137252807617,42.18418884277344,-86.39408874511719,4.9254326820373535,1.8778819384752197,-83.88513946533203,4.177727222442627,-86.39408874511719,4.9254326820373535
20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,-87.91920471191406,4.623467922210693,-87.91920471191406,4.623467922210693,0.0,-89.84191131591797,4.285179138183594,1.9522397359132837,36,46.368186950683594,39.611785888671875,-89.32316589355469,4.592432022094727,1.4043041788194424,-89.55776977539062,4.123331546783447,-89.32316589355469,4.592432022094727
21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,-91.22086334228516,4.939162731170654,-91.22086334228516,4.939162731170654,0.0,-91.37755584716797,5.15184211730957,0.26416862488735554,36,42.955013275146484,38.53245544433594,-91.9200439453125,4.607243537902832,0.7739663213016714,-91.71610260009766,4.676772117614746,-91.9200439453125,4.607243537902832
22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,-94.5164794921875,5.254280090332031,-94.5164794921875,5.254280090332031,0.0,-94.29205322265625,4.656792163848877,0.6382467961132687,36,56.46826934814453,40.043182373046875,-94.32524108886719,4.351715564727783,0.9226022164420178,-93.798095703125,4.063368320465088,-94.32524108886719,4.351715564727783
23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,-97.71556854248047,5.570963382720947,-97.71556854248047,5.570963382720947,0.0,-97.11215209960938,4.589775085449219,1.151886226252488,36,61.77622985839844,44.466712951660156,-96.10780334472656,4.144155025482178,2.149579265669227,-94.6816635131836,3.977682113647461,-96.10780334472656,4.144155025482178
24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,-101.2225570678711,5.918126583099365,-101.2225570678711,5.918126583099365,0.0,-98.89566802978516,4.749648094177246,2.6037961853106357,36,72.35052490234375,44.624359130859375,-97.93119812011719,4.1204833984375,3.750275288871599,-96.84174346923828,4.250000476837158,-97.93119812011719,4.1204833984375
25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,-104.41236877441406,6.233891487121582,-104.41236877441406,6.233891487121582,0.0,-101.43992614746094,3.597978115081787,3.9728395985020835,36,93.9129409790039,44.49361801147461,-100.07128143310547,3.74430251121521,5.004307402011217,-99.77537536621094,3.3754067420959473,-100.07128143310547,3.74430251121521
26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,-107.75296020507812,6.5345540046691895,-107.75296020507812,6.5345540046691895,0.0,-112.78660583496094,2.1463565826416016,6.67786380079198,36,54.52389907836914,50.10953140258789,-106.76122283935547,3.215719223022461,3.4638428530230123,-111.62763977050781,2.687262535095215,-106.76122283935547,3.215719223022461
27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,-111.09230041503906,6.835103988647461,-111.09230041503906,6.835103988647461,0.0,-118.50475311279297,3.0941481590270996,8.302963658574553,36,20.66295623779297,50.9217414855957,-115.64759826660156,2.884629249572754,6.0296757110575445,-118.32218170166016,2.7861392498016357,-115.64759826660156,2.884629249572754
28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,-114.4308090209961,7.135579586029053,-114.4308090209961,7.135579586029053,0.0,-118.69349670410156,3.411025047302246,5.660637136899831,36,22.448246002197266,50.750545501708984,-120.95694732666016,2.906642436981201,7.776528183916829,-121.59244537353516,3.323334217071533,-120.95694732666016,2.906642436981201
29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,-117.76180267333984,7.465998649597168,-117.76180267333984,7.465998649597168,0.0,-124.24160766601562,7.179331302642822,6.48614299186472,36,35.5718879699707,63.328155517578125,-125.85540008544922,5.136188507080078,8.422252333519761,-126.02190399169922,9.290952682495117,-125.85540008544922,5.136188507080078
30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,-121.08988952636719,7.79612922668457,-121.08988952636719,7.79612922668457,0.0,-127.50013732910156,7.097976207733154,6.448154350690736,36,44.64812469482422,62.59563446044922,-129.95213317871094,7.118988990783691,8.88807523891326,-128.74127197265625,9.563831329345703,-129.95213317871094,7.118988990783691
31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,-124.41860961914062,8.126322746276855,-124.41860961914062,8.126322746276855,0.0,-128.09463500976562,7.125356674194336,3.809868206379322,36,41.838722229003906,62.82078170776367,-132.3887939453125,8.497509956359863,7.978823104824736,-129.4928741455078,9.368406295776367,-132.3887939453125,8.497509956359863
32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,-127.7506332397461,8.479126930236816,-127.7506332397461,8.479126930236816,0.0,-130.38270568847656,6.890186309814453,3.074497954234839,36,60.81364440917969,61.6275749206543,-134.5205535888672,8.96699333190918,6.787476346870361,-131.0494842529297,8.281941413879395,-134.5205535888672,8.96699333190918
33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,-131.07872009277344,8.831513404846191,-131.07872009277344,8.831513404846191,0.0,-133.73245239257812,6.7371649742126465,3.3806198348710947,36,64.6622543334961,62.51667404174805,-136.4661102294922,9.162141799926758,5.397526064860458,-133.80792236328125,8.228877067565918,-136.4661102294922,9.162141799926758
34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,-134.4064178466797,9.183857917785645,-134.4064178466797,9.183857917785645,0.0,-138.87139892578125,6.759499549865723,5.080705613675949,36,65.59532928466797,63.76294708251953,-139.70077514648438,9.02636432647705,5.29669929760964,-139.91725158691406,7.808871746063232,-139.70077514648438,9.02636432647705
35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,-137.9134521484375,9.491893768310547,-137.9134521484375,9.491893768310547,0.0,-138.7818145751953,6.76403284072876,2.8627396920488746,36,66.2228012084961,63.997249603271484,-142.22764587402344,9.249964714050293,4.320971785279363,-141.29403686523438,8.865610122680664,-142.22764587402344,9.249964714050293
36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,-141.10328674316406,9.772066116333008,-141.10328674316406,9.772066116333008,0.0,-143.80953979492188,7.129042625427246,3.782773949580936,36,65.86459350585938,63.26272201538086,-145.27078247070312,9.253621101379395,4.199619729521542,-145.35647583007812,8.643627166748047,-145.27078247070312,9.253621101379395
37,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,-144.29208374023438,10.052149772644043,-144.29208374023438,10.052149772644043,0.0,-148.70811462402344,7.390407085418701,5.1561810382856414,36,66.35162353515625,61.87627410888672,-149.397216796875,9.584993362426758,5.126462585215262,-151.1001434326172,9.601228713989258,-149.397216796875,9.584993362426758
38,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,-147.48928833007812,10.328798294067383,-147.48928833007812,10.328798294067383,0.0,-148.6731414794922,7.363626480102539,3.19276559830332,36,66.92890167236328,61.887840270996094,-151.64651489257812,9.552278518676758,4.229127055732456,-150.10182189941406,9.036861419677734,-151.64651489257812,9.552278518676758
39,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,-150.68637084960938,10.605437278747559,-150.68637084960938,10.605437278747559,0.0,-153.34658813476562,7.440144062042236,4.134711253759423,36,65.11045837402344,63.18170928955078,-155.1416778564453,9.75444221496582,4.535851973305818,-155.83152770996094,9.701739311218262,-155.1416778564453,9.75444221496582
40,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,-154.1981964111328,10.909310340881348,-154.1981964111328,10.909310340881348,0.0,-158.16551208496094,7.413541316986084,5.287721127690827,36,63.91168212890625,63.6824951171875,-159.38156127929688,9.866978645324707,5.287128400188465,-160.98544311523438,9.693458557128906,-159.38156127929688,9.866978645324707
41,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,-157.47799682617188,11.261993408203125,-157.47799682617188,11.261993408203125,0.0,-158.14596557617188,7.34025239944458,3.97822005308342,36,62.882843017578125,63.456787109375,-161.80747985839844,9.564133644104004,4.650500091913173,-160.40408325195312,8.821370124816895,-161.80747985839844,9.564133644104004
42,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,-160.7559356689453,11.614477157592773,-160.7559356689453,11.614477157592773,0.0,-162.52517700195312,7.069703578948975,4.877005410655397,36,66.06608581542969,63.261131286621094,-164.49473571777344,9.46873950958252,4.310779031591131,-163.75970458984375,9.211014747619629,-164.49473571777344,9.46873950958252
43,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,-164.03280639648438,11.966845512390137,-164.03280639648438,11.966845512390137,0.0,-167.70516967773438,7.088461875915527,6.106134536193622,36,69.01822662353516,63.68824005126953,-167.8099822998047,9.304460525512695,4.621185088586477,-168.22457885742188,9.005232810974121,-167.8099822998047,9.304460525512695
44,/yh/study/new_data/model_dataset_flight/vi/vi_000044.jpg,-167.38104248046875,12.304368019104004,-167.38104248046875,12.304368019104004,0.0,-172.65220642089844,7.063404083251953,7.43322758051898,36,66.3446273803711,64.50077056884766,-172.30133056640625,9.144721031188965,5.847444222637706,-174.3404083251953,8.921460151672363,-172.30133056640625,9.144721031188965
45,/yh/study/new_data/model_dataset_flight/vi/vi_000045.jpg,-170.73062133789062,12.642024993896484,-170.73062133789062,12.642024993896484,0.0,-172.79019165039062,11.854337692260742,2.205058084788141,36,66.62457275390625,70.50396728515625,-174.78392028808594,10.790610313415527,4.45611587582222,-173.3526611328125,13.536974906921387,-174.78392028808594,10.790610313415527
46,/yh/study/new_data/model_dataset_flight/vi/vi_000046.jpg,-174.08189392089844,12.979852676391602,-174.08189392089844,12.979852676391602,0.0,-177.57284545898438,12.092763900756836,3.6018979909378,36,63.47972106933594,70.45723724365234,-177.76927185058594,12.157750129699707,3.7779106121801997,-177.44300842285156,13.738832473754883,-177.76927185058594,12.157750129699707
47,/yh/study/new_data/model_dataset_flight/vi/vi_000047.jpg,-179.34275817871094,13.486869812011719,-179.34275817871094,13.486869812011719,0.0,-181.68089294433594,12.156327247619629,2.690207742514201,36,63.094356536865234,68.65962219238281,-182.11956787109375,13.624478340148926,2.7802172891209813,-183.8342742919922,14.929729461669922,-182.11956787109375,13.624478340148926
48,/yh/study/new_data/model_dataset_flight/vi/vi_000048.jpg,-184.13096618652344,13.948331832885742,-184.13096618652344,13.948331832885742,0.0,-185.91212463378906,12.350615501403809,2.39274379952175,36,64.2585220336914,67.47399139404297,-185.822509765625,14.437978744506836,1.7609865922430525,-186.20872497558594,14.454708099365234,-185.822509765625,14.437978744506836
49,/yh/study/new_data/model_dataset_flight/vi/vi_000049.jpg,-187.249755859375,14.233661651611328,-187.249755859375,14.233661651611328,0.0,-190.19276428222656,12.363615036010742,3.4868858486469625,36,66.03614807128906,66.61592864990234,-189.4832305908203,15.024613380432129,2.3693910638240627,-189.72067260742188,14.703185081481934,-189.4832305908203,15.024613380432129
50,/yh/study/new_data/model_dataset_flight/vi/vi_000050.jpg,-190.67921447753906,14.547411918640137,-190.67921447753906,14.547411918640137,0.0,-190.3203887939453,12.42313003540039,2.1543744778165017,36,65.62867736816406,66.78559112548828,-192.27317810058594,15.343366622924805,1.7816464079243146,-191.1488494873047,14.695236206054688,-192.27317810058594,15.343366622924805
51,/yh/study/new_data/model_dataset_flight/vi/vi_000051.jpg,-194.10855102539062,14.861151695251465,-194.10855102539062,14.861151695251465,0.0,-195.17010498046875,12.445114135742188,2.638964624336892,36,66.73648834228516,67.61592864990234,-196.1944122314453,15.444432258605957,2.165879310236618,-197.0404510498047,14.611557006835938,-196.1944122314453,15.444432258605957
52,/yh/study/new_data/model_dataset_flight/vi/vi_000052.jpg,-197.28343200683594,15.1630220413208,-197.28343200683594,15.1630220413208,0.0,-200.1950225830078,12.568584442138672,3.8998033462346275,36,66.59996795654297,68.17155456542969,-200.37989807128906,15.265936851501465,3.098175841759849,-201.41497802734375,14.201434135437012,-200.37989807128906,15.265936851501465
53,/yh/study/new_data/model_dataset_flight/vi/vi_000053.jpg,-200.77069091796875,15.494592666625977,-200.77069091796875,15.494592666625977,0.0,-205.39549255371094,12.649906158447266,5.4296437728250275,36,66.46495056152344,68.2944564819336,-205.4860382080078,15.308820724487305,4.719005327414317,-207.64686584472656,14.833891868591309,-205.4860382080078,15.308820724487305
54,/yh/study/new_data/model_dataset_flight/vi/vi_000054.jpg,-203.94317626953125,15.796236038208008,-203.94317626953125,15.796236038208008,0.0,-205.42381286621094,12.570969581604004,3.5488911574634345,36,66.88843536376953,68.0357666015625,-208.02333068847656,14.98552417755127,4.159917523635351,-205.82174682617188,14.074058532714844,-208.02333068847656,14.98552417755127
55,/yh/study/new_data/model_dataset_flight/vi/vi_000055.jpg,-207.35537719726562,16.129146575927734,-207.35537719726562,16.129146575927734,0.0,-209.55966186523438,12.546086311340332,4.206803032839456,36,60.721961975097656,67.74435424804688,-211.77139282226562,15.12670612335205,4.528364038061017,-211.89755249023438,15.129105567932129,-211.77139282226562,15.12670612335205
56,/yh/study/new_data/model_dataset_flight/vi/vi_000056.jpg,-210.75604248046875,16.4609317779541,-210.75604248046875,16.4609317779541,0.0,-212.93399047851562,12.25419807434082,4.7370946724033605,36,52.75050354003906,67.77051544189453,-215.2744903564453,14.719657897949219,4.842355411688032,-215.06097412109375,13.898188591003418,-215.2744903564453,14.719657897949219
57,/yh/study/new_data/model_dataset_flight/vi/vi_000057.jpg,-213.8697052001953,16.76471519470215,-213.8697052001953,16.76471519470215,0.0,-212.50856018066406,12.14680290222168,4.8143358529746285,36,50.42864227294922,67.65760803222656,-216.2341766357422,14.674798011779785,3.1557057849221697,-212.8653564453125,14.59079360961914,-216.2341766357422,14.674798011779785
58,/yh/study/new_data/model_dataset_flight/vi/vi_000058.jpg,-217.09425354003906,17.10219955444336,-217.09425354003906,17.10219955444336,0.0,-214.60215759277344,11.766488075256348,5.889003243292179,36,36.88905334472656,67.36249542236328,-216.93333435058594,14.480098724365234,2.6270340212168253,-214.722900390625,14.192039489746094,-216.93333435058594,14.480098724365234
59,/yh/study/new_data/model_dataset_flight/vi/vi_000059.jpg,-220.6431427001953,17.473630905151367,-220.6431427001953,17.473630905151367,0.0,-219.25827026367188,12.093074798583984,5.55592077709554,36,49.0823974609375,68.4461441040039,-219.81602478027344,14.641295433044434,2.950635233303347,-220.5048828125,14.958967208862305,-219.81602478027344,14.641295433044434
60,/yh/study/new_data/model_dataset_flight/vi/vi_000060.jpg,-223.8677215576172,17.811119079589844,-223.8677215576172,17.811119079589844,0.0,-218.14178466796875,16.94585609436035,5.790944076559976,36,42.19212341308594,68.88610076904297,-221.29905700683594,16.671823501586914,2.809987898283064,-220.01759338378906,19.765201568603516,-221.29905700683594,16.671823501586914
61,/yh/study/new_data/model_dataset_flight/vi/vi_000061.jpg,-227.08807373046875,18.138076782226562,-227.08807373046875,18.138076782226562,0.0,-221.1180419921875,16.670963287353516,6.147658169004198,36,45.16407012939453,68.46554565429688,-223.0649871826172,18.10711097717285,4.023205718402531,-222.39891052246094,19.548084259033203,-223.0649871826172,18.10711097717285
62,/yh/study/new_data/model_dataset_flight/vi/vi_000062.jpg,-230.62640380859375,18.497316360473633,-230.62640380859375,18.497316360473633,0.0,-229.66065979003906,19.351173400878906,1.2890823692936806,36,63.89469909667969,71.54200744628906,-227.32241821289062,20.02836799621582,3.641488696662748,-231.26597595214844,21.945566177368164,-227.32241821289062,20.02836799621582
63,/yh/study/new_data/model_dataset_flight/vi/vi_000063.jpg,-233.84530639648438,18.824125289916992,-233.84530639648438,18.824125289916992,0.0,-233.53860473632812,19.894004821777344,1.1129726506236912,36,53.96567153930664,74.1865234375,-231.27728271484375,21.316814422607422,3.578860816195572,-233.02459716796875,21.795690536499023,-231.27728271484375,21.316814422607422
64,/yh/study/new_data/model_dataset_flight/vi/vi_000064.jpg,-237.00657653808594,19.118770599365234,-237.00657653808594,19.118770599365234,0.0,-237.52847290039062,21.595355987548828,2.530978268960709,36,54.111812591552734,77.99452209472656,-235.90086364746094,22.959867477416992,3.9970772100465175,-238.1276397705078,23.92497444152832,-235.90086364746094,22.959867477416992
65,/yh/study/new_data/model_dataset_flight/vi/vi_000065.jpg,-240.4793701171875,19.44244956970215,-240.4793701171875,19.44244956970215,0.0,-241.72503662109375,21.317808151245117,2.251367328607412,36,52.41511917114258,78.98286437988281,-240.95359802246094,23.020017623901367,3.6088620489798187,-243.1527557373047,21.165325164794922,-240.95359802246094,23.020017623901367
66,/yh/study/new_data/model_dataset_flight/vi/vi_000066.jpg,-243.63906860351562,19.73694610595703,-243.63906860351562,19.73694610595703,0.0,-244.93690490722656,20.74184799194336,1.6414039331282682,36,60.140663146972656,79.52809143066406,-245.09815979003906,22.602481842041016,3.2156246897554377,-245.60757446289062,20.420089721679688,-245.09815979003906,22.602481842041016
67,/yh/study/new_data/model_dataset_flight/vi/vi_000067.jpg,-246.847412109375,19.999595642089844,-246.847412109375,19.999595642089844,0.0,-245.38836669921875,18.80360984802246,1.8865830298476152,36,58.41337203979492,78.45420837402344,-247.95018005371094,21.7556095123291,2.073567421505162,-246.4261016845703,19.436023712158203,-247.95018005371094,21.7556095123291
68,/yh/study/new_data/model_dataset_flight/vi/vi_000068.jpg,-250.06228637695312,20.262781143188477,-250.06228637695312,20.262781143188477,0.0,-249.87181091308594,16.372228622436523,3.895212422842276,36,61.55772399902344,78.22368621826172,-251.74267578125,20.20454216003418,1.6813983255707294,-251.97125244140625,17.309507369995117,-251.74267578125,20.20454216003418
69,/yh/study/new_data/model_dataset_flight/vi/vi_000069.jpg,-253.5655975341797,20.549577713012695,-253.5655975341797,20.549577713012695,0.0,-253.83743286132812,15.114299774169922,5.442071362776939,36,60.035499572753906,72.6068115234375,-255.9844970703125,18.374893188476562,3.2527415739896215,-256.7986145019531,15.886945724487305,-255.9844970703125,18.374893188476562
70,/yh/study/new_data/model_dataset_flight/vi/vi_000070.jpg,-258.5731506347656,21.028581619262695,-258.5731506347656,21.028581619262695,0.0,-257.34521484375,14.841710090637207,6.307551475697512,36,49.41768264770508,66.31114196777344,-258.87255859375,16.76927947998047,4.269812623476274,-257.77032470703125,15.271584510803223,-258.87255859375,16.76927947998047
71,/yh/study/new_data/model_dataset_flight/vi/vi_000071.jpg,-263.5738220214844,21.506925582885742,-263.5738220214844,21.506925582885742,0.0,-260.4308776855469,14.821457862854004,7.387393162299404,36,38.743446350097656,64.63050079345703,-262.8730163574219,15.64188003540039,5.906766277148591,-263.2850341796875,15.133687973022461,-262.8730163574219,15.64188003540039
72,/yh/study/new_data/model_dataset_flight/vi/vi_000072.jpg,-266.9277038574219,21.863229751586914,-266.9277038574219,21.863229751586914,0.0,-264.18798828125,14.314629554748535,8.030405118674102,36,26.174087524414062,66.04402923583984,-267.497802734375,15.73878288269043,6.150923685060575,-268.22406005859375,17.142717361450195,-267.497802734375,15.73878288269043
73,/yh/study/new_data/model_dataset_flight/vi/vi_000073.jpg,-270.28131103515625,22.219507217407227,-270.28131103515625,22.219507217407227,0.0,-264.34893798828125,14.536208152770996,9.707014705043408,36,26.679689407348633,69.54188537597656,-269.4258728027344,15.116936683654785,7.15389982851434,-267.4356384277344,15.12581729888916,-269.4258728027344,15.116936683654785
74,/yh/study/new_data/model_dataset_flight/vi/vi_000074.jpg,-273.63311767578125,22.575592041015625,-273.63311767578125,22.575592041015625,0.0,-267.7908020019531,14.3630952835083,10.078579037975844,36,18.567596435546875,68.17840576171875,-272.8810729980469,14.773824691772461,7.837929890540314,-272.9356994628906,15.201033592224121,-272.8810729980469,14.773824691772461
75,/yh/study/new_data/model_dataset_flight/vi/vi_000075.jpg,-276.9444274902344,22.93913459777832,-276.9444274902344,22.93913459777832,0.0,-271.6211853027344,22.469581604003906,5.34391124558991,36,13.916925430297852,64.47494506835938,-274.6698913574219,17.700775146484375,5.710860211949706,-273.613037109375,22.662538528442383,-274.6698913574219,17.700775146484375
76,/yh/study/new_data/model_dataset_flight/vi/vi_000076.jpg,-280.2569580078125,23.30280876159668,-280.2569580078125,23.30280876159668,0.0,-272.1981201171875,24.105934143066406,8.098757838442516,36,18.13826560974121,63.36269760131836,-276.9831848144531,21.057329177856445,3.969857614896617,-276.3713073730469,25.469680786132812,-276.9831848144531,21.057329177856445
77,/yh/study/new_data/model_dataset_flight/vi/vi_000077.jpg,-283.5698547363281,23.666522979736328,-283.5698547363281,23.666522979736328,0.0,-276.3102722167969,24.561235427856445,7.314509465624115,36,37.483299255371094,61.05271911621094,-279.8351135253906,23.867313385009766,3.740134850446542,-280.10028076171875,26.40238380432129,-279.8351135253906,23.867313385009766
