frame_id,image_path,reference_x,reference_y,softms_x,softms_y,G_measurement_s,G_measurement_e,G_measurement_x,G_measurement_y,G_error_m,measurement_var_s,measurement_var_e,K_raw_s,K_raw_e,K_raw_x,K_raw_y,K_raw_error_m,K_original_s,K_original_e,K_original_x,K_original_y,K_original_error_m,K_raw_gain_vs_G_m,K_original_gain_vs_G_m,previous_kalman_output_s,previous_kalman_output_e,teacher_feedback_ms_s,teacher_feedback_ms_e,teacher_feedback_ms_x,teacher_feedback_ms_y,teacher_feedback_support,predicted_progress_s,predicted_cross_e,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,search_heading_deg
10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,-54.585689544677734,1.3803616762161255,-65.45501708984375,-5.548304080963135,42.65974807739258,7.247105121612549,-61.96859164131873,-4.840008427439766,9.65402753233292,8.96332836151123,8.237401962280273,35.97843398474295,3.6659707443784,-54.94505924675609,-1.987908475654078,3.387386957339183,35.97843398474295,3.6659707443784,-54.94505924675609,-1.987908475654078,3.387386957339183,6.266640574993737,6.266640574993737,32.635424637613376,3.585000344602621,41.86437520084076,3.4588574522682873,-60.77581024169922,-1.157521367073059,0.5982951521873474,35.97843398474295,3.4256331638941018,-56.81211971888854,-3.221498464653738,-2.2264301742108037,-4.601860140869864,174.03640687461865
11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,-57.930152893066406,1.7030118703842163,-71.63074493408203,-5.0229597091674805,49.14540100097656,7.423580169677734,-68.43636494837386,-4.3274211311398,12.113901681000954,9.766229629516602,8.90938663482666,39.338252900588046,3.742030996716874,-58.29398621111557,-1.7070944862549093,3.429460605826117,39.338252900588046,3.742030996716874,-58.29398621111557,-1.7070944862549093,3.429460605826117,8.684441075174837,8.684441075174837,35.97843398474295,3.6659707443784,46.60359314924572,3.6000148090859674,-65.50325775146484,-0.7950959205627441,0.5795775651931763,39.338252900588046,3.566042411639335,-60.00310017394988,-2.9941349974117815,-2.0729472808834766,-4.697146867795998,174.032069224248
12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,-61.281715393066406,2.0263473987579346,-71.62904357910156,-5.0671563148498535,48.769649505615234,7.37169885635376,-68.05722989984442,-4.315696289347097,9.280577297420248,9.287399291992188,8.506389617919922,42.7052036112737,4.151944711655157,-61.6854234150481,-1.7574932329015844,3.8053160306090055,42.7052036112737,4.151944711655157,-61.6854234150481,-1.7574932329015844,3.8053160306090055,5.475261266811242,5.475261266811242,39.338252900588046,3.742030996716874,46.57335854082405,3.6442092541593456,-65.4778823852539,-0.8422485589981079,0.5793629884719849,42.7052036112737,3.6055965382594013,-63.19716989926891,-2.760813212779974,-1.9154545062024992,-4.787160611537908,174.03032125610943
13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,-64.62455749511719,2.3488411903381348,-76.48682403564453,-5.048647880554199,53.68959045410156,7.885173797607422,-73.00387986733902,-4.304314243236553,10.699416836487949,9.853206634521484,8.979443550109863,46.063393837491766,3.739699290655105,-64.98092627011998,-0.9913021243555411,3.359100484726506,46.063393837491766,3.739699290655105,-64.98092627011998,-0.9913021243555411,3.359100484726506,7.340316351761443,7.340316351761443,42.7052036112737,4.151944711655157,52.84266456499397,3.527706990883548,-71.69944763183594,-0.06128973513841629,0.5850386619567871,46.063393837491766,3.4909851429321357,-66.37869422885039,-2.522888190846916,-1.75413673373321,-4.871729381185051,174.02812485670339
14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,-67.96265411376953,2.678952693939209,-80.45393371582031,-0.00905650109052658,58.335933685302734,3.325009346008301,-77.14021104445541,0.7230478524327206,9.383662129734264,10.36192512512207,9.406298637390137,49.417673528729765,3.806071588423412,-68.32331747032407,-0.7014425139214966,3.399580829762518,49.417673528729765,3.806071588423412,-68.32331747032407,-0.7014425139214966,3.399580829762518,5.984081299971745,5.984081299971745,46.063393837491766,3.739699290655105,57.61638869783536,3.84100703164592,-76.4794692993164,0.13362529873847961,0.5969185829162598,49.417673528729765,3.8033106179501077,-69.55184058670172,-2.2717350943544696,-1.5891864729321772,-4.950687788293679,174.02428989224742
15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,-71.30087280273438,3.009075880050659,-80.45377349853516,0.026311486959457397,58.00709915161133,3.1934680938720703,-76.79927701481172,0.8189605157912476,5.918534800789385,9.900154113769531,9.016469955444336,52.77207584077711,4.270914295187201,-71.7081045390807,-0.807791525567497,3.83853024986881,52.77207584077711,4.270914295187201,-71.7081045390807,-0.807791525567497,3.83853024986881,2.080004550920575,2.080004550920575,49.417673528729765,3.806071588423412,61.55687882908329,4.369351282739861,-80.45377349853516,0.026311486959457397,0.5896287560462952,52.77207584077711,4.329027548456414,-72.72167642083015,-2.014801517293799,-1.4208036180957688,-5.023877397344458,174.02240873542004
16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,-74.64299774169922,3.3395848274230957,-85.00711059570312,-0.15464141964912415,62.53248977661133,3.854093551635742,-81.36921459107327,0.6421644373394111,7.246935205012023,10.198537826538086,9.266374588012695,56.13040328342148,4.339316703467413,-75.05473602261675,-0.5195211405432012,3.8810085395378886,56.13040328342148,4.339316703467413,-75.05473602261675,-0.5195211405432012,3.8810085395378886,3.3659266654741344,3.3659266654741344,52.77207584077711,4.270914295187201,61.522507080548124,4.412193957001312,-80.42414093017578,-0.01993592083454132,0.588907778263092,56.13040328342148,4.375997855544432,-75.89219293237572,-1.751562239702852,-1.249195190676505,-5.091147067125948,174.01508968746637
17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,-77.97047424316406,3.6625680923461914,-89.31383514404297,-0.1780896633863449,66.83937072753906,4.34145975112915,-85.70349449044326,0.6144680153646824,8.312070513664134,10.541057586669922,9.553691864013672,59.473366553705844,5.012966455604627,-78.45030105775608,-0.8347123637142841,4.522805022601023,59.473366553705844,5.012966455604627,-78.45030105775608,-0.8347123637142841,4.522805022601023,3.7892654910631105,3.7892654910631105,56.13040328342148,4.339316703467413,66.02065495063222,5.080064943170973,-84.96775817871094,-0.2068268358707428,0.5843206644058228,59.473366553705844,5.044006908423134,-79.04504930848647,-1.4897851898879475,-1.074575065322404,-5.152353282234139,174.00783919486847
18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,-81.29307556152344,3.9850776195526123,-89.31906127929688,-0.1971624493598938,66.67249298095703,4.262076377868652,-85.52913669800311,0.675699236730174,5.375518508263733,11.186399459838867,10.093038558959961,62.811431895017215,5.383526490642835,-81.80884085459753,-0.8490439883209113,4.861557935194181,62.811431895017215,5.383526490642835,-81.80884085459753,-0.8490439883209113,4.861557935194181,0.5139605730695518,0.5139605730695518,59.473366553705844,5.012966455604627,70.34842666014498,5.532087181425198,-89.31906127929688,-0.1971624493598938,0.5904327630996704,62.811431895017215,5.4952284663082205,-82.19023924156076,-1.2222828543396256,-0.8971636800373276,-5.207360473892238,173.99923549772166
19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,-84.62059020996094,4.3080644607543945,-93.79720306396484,-0.24879799783229828,71.10899353027344,4.805846691131592,-89.99828862695374,0.6056684318809262,6.528964436933693,11.618083953857422,10.455997467041016,66.15443347640014,5.368886586778118,-85.1314229652571,-0.47982587143198696,4.81506427131843,66.15443347640014,5.368886586778118,-85.1314229652571,-0.47982587143198696,4.81506427131843,1.7139001656152626,1.7139001656152626,62.811431895017215,5.383526490642835,70.38746518022164,5.494621442596332,-89.3539047241211,-0.1557665318250656,0.5905661582946777,66.15443347640014,5.46278678808631,-85.33777794085835,-0.947976868558337,-0.7171877308974134,-5.2560413293127315,173.98668523856517
20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,-87.91920471191406,4.623467922210693,-98.62973022460938,-0.7396509647369385,75.85928344726562,5.761989116668701,-94.82320782413419,0.1588828299764815,8.221786850760918,12.239319801330566,10.975654602050781,69.46789348518799,6.062790744944624,-88.49980004213218,-0.8182872112326125,5.472640118793456,69.46789348518799,6.062790744944624,-88.49980004213218,-0.8182872112326125,5.472640118793456,2.7491467319674614,2.7491467319674614,66.15443347640014,5.368886586778118,74.81263362437157,6.108957911969966,-93.81927490234375,-0.29716747999191284,0.5896750688552856,69.46789348518799,6.081981700973458,-88.45408456371345,-0.6748091666309008,-0.534879851799391,-5.298277088841594,173.95909651035203
21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,-91.22086334228516,4.939162731170654,-98.6585922241211,-0.7784674167633057,75.80201721191406,5.705682754516602,-94.76029120004593,0.20879602005166387,5.907953857466703,13.229154586791992,11.804347038269043,72.78441135198993,6.903687238439815,-91.88681221574329,-1.3025869215351493,6.277175051654461,72.78441135198993,6.903687238439815,-91.88681221574329,-1.3025869215351493,6.277175051654461,-0.3692211941877579,-0.3692211941877579,69.46789348518799,6.062790744944624,79.57357876544609,7.1009473946104205,-98.6585922241211,-0.7784674167633057,0.5849432945251465,72.78441135198993,7.072718102128283,-91.57134162203774,-0.39479509897543785,-0.3504782797525856,-5.333957830146092,173.94046148645998
22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,-94.5164794921875,5.254280090332031,-103.49976348876953,-1.520440936088562,80.52507781982422,6.927725791931152,-99.5863442962123,-0.5052783488127339,7.67307256221477,13.635958671569824,12.144355773925781,76.0948595772578,8.246232815960319,-95.32100922281903,-2.2863485778783295,7.583425927594071,76.0948595772578,8.246232815960319,-95.32100922281903,-2.2863485778783295,7.583425927594071,0.08964663462069922,0.08964663462069922,72.78441135198993,6.903687238439815,84.30871238620503,8.352336027528265,-103.49976348876953,-1.520440936088562,0.5801461338996887,76.0948595772578,8.324259442146042,-94.68070599845352,-0.10870264839758281,-0.1642265062660167,-5.362982738729614,173.92605782145466
23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,-97.71556854248047,5.570963382720947,-108.41751098632812,-1.5632234811782837,85.41957092285156,7.484789848327637,-104.51231442646115,-0.5399391971477803,9.139960883507902,13.934859275817871,12.395037651062012,79.30949158678443,9.82734589523094,-98.68524050985698,-3.5174965679383403,9.140042012980775,79.30949158678443,9.82734589523094,-98.68524050985698,-3.5174965679383403,9.140042012980775,-8.112947287308714e-05,-8.112947287308714e-05,76.0948595772578,8.246232815960319,83.88541143496558,10.0,-103.61029815673828,-6.546448230743408,0.5633765459060669,79.30949158678443,9.969981098547578,-97.69194145789577,0.1857030186390718,0.02362708458470621,-5.3852603640818755,173.9103512061512
24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,-101.2225570678711,5.918126583099365,-108.43194580078125,-1.5710564851760864,85.39152526855469,7.449721336364746,-104.48070661126238,-0.5080439737657088,7.20494319707105,14.989009857177734,13.279472351074219,82.83351906261018,9.79541511320583,-102.18599249211226,-3.1118800200126175,9.081256910193035,82.83351906261018,9.79541511320583,-102.18599249211226,-3.1118800200126175,9.081256910193035,-1.8763137131219851,-1.8763137131219851,79.30949158678443,9.82734589523094,88.6278281644216,10.0,-108.3687744140625,-6.444694995880127,0.5687496662139893,82.83351906261018,9.968206029385328,-101.00972747708201,0.5174177223000553,0.21282959078908495,-5.40070886079931,173.8954315583737
25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,-104.41236877441406,6.233891487121582,-113.73764038085938,-1.1647913455963135,90.6790771484375,7.5459394454956055,-109.74862588692267,-0.04275985400261284,8.238445971713041,16.002483367919922,14.129485130310059,86.03882865299984,9.877286197782709,-105.38189858268473,-2.8532360466137403,9.1387020338501,86.03882865299984,9.877286197782709,-105.38189858268473,-2.8532360466137403,9.1387020338501,-0.9002560621370588,-0.9002560621370588,82.83351906261018,9.79541511320583,93.96411208843314,10.0,-113.65927124023438,-5.731679916381836,0.5711789131164551,86.03882865299984,9.96907914057374,-104.00924479533505,0.8246352730834534,0.4031239790790157,-5.409256214038129,173.88292092798812
26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,-107.75296020507812,6.5345540046691895,-118.35749816894531,-1.5001988410949707,95.24115753173828,8.361433029174805,-114.37147620456656,-0.36965761994717905,9.56414618212061,16.288143157958984,14.368231773376465,89.39246481796275,9.817868678267,-108.71030477907829,-2.4383647890149964,9.023845095712716,89.39246481796275,9.817868678267,-108.71030477907829,-2.4383647890149964,9.023845095712716,0.5403010864078936,0.5403010864078936,86.03882865299984,9.877286197782709,94.00304192952515,10.0,-113.68592834472656,-5.614580154418945,0.5708618760108948,89.39246481796275,9.96882876008749,-107.15871072211448,1.123713555976237,0.59424948296365,-5.410840448692952,173.86626298706167
27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,-111.09230041503906,6.835103988647461,-118.57339477539062,-1.2642903327941895,95.46416473388672,8.118921279907227,-114.56749665806842,-0.104855538097687,7.76144491447476,16.968448638916016,14.93806266784668,92.74484488477195,9.776558076643378,-112.03938293878696,-2.041631522579155,8.927115919660746,92.74484488477195,9.776558076643378,-112.03938293878696,-2.041631522579155,8.927115919660746,-1.1656710051859864,-1.1656710051859864,89.39246481796275,9.817868678267,99.04031169020136,10.0,-118.72716522216797,-5.383803367614746,0.5874443054199219,92.74484488477195,9.967140026390553,-110.30635840363337,1.429694166922677,0.785942011405693,-5.405409821724784,173.84924222235108
28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,-114.4308090209961,7.135579586029053,-123.2447280883789,-1.2102785110473633,100.07003021240234,8.434785842895508,-119.18087905739934,0.06970123168592224,8.514094330526923,19.734519958496094,17.257266998291016,96.09639014904182,9.88221133556841,-115.38322248210355,-1.7911212870126842,8.977364862678957,96.09639014904182,9.88221133556841,-115.38322248210355,-1.7911212870126842,8.977364862678957,-0.46327053215203406,-0.46327053215203406,92.74484488477195,9.776558076643378,103.97515106825325,10.0,-123.2447280883789,-1.2102785110473633,0.6024374961853027,96.09639014904182,9.96642479673028,-113.45287445360391,1.7426565889334,0.9779345673921784,-5.392922997095653,173.8346830671555
29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,-117.76180267333984,7.465998649597168,-127.5709228515625,-1.6442292928695679,104.32098388671875,9.31395435333252,-123.50111382483516,-0.35351970962845414,9.699719576562254,20.52104377746582,17.916561126708984,99.44363958894651,9.953859197901004,-118.71918279385743,-1.5072533114992872,9.024180154035248,99.44363958894651,9.953859197901004,-118.71918279385743,-1.5072533114992872,9.024180154035248,0.6755394225270059,0.6755394225270059,96.09639014904182,9.88221133556841,108.2308927683843,10.0,-127.5709228515625,-1.6442292928695679,0.5943379998207092,99.44363958894651,9.96142192184925,-116.59184499771482,2.0926494467956607,1.1699576756250227,-5.373349202801507,173.80708224603904
30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,-121.08988952636719,7.79612922668457,-127.66578674316406,-1.5958445072174072,104.41494750976562,9.243412017822266,-123.58706328748612,-0.273406830355837,8.447087602783347,21.903427124023438,19.075313568115234,102.78796802844585,9.883468274224093,-122.03716961883298,-1.0824580400228587,8.928978184883269,102.78796802844585,9.883468274224093,-122.03716961883298,-1.0824580400228587,8.928978184883269,-0.48189058209992197,-0.48189058209992197,99.44363958894651,9.953859197901004,108.3303544610754,10.0,-127.66578674316406,-1.5958445072174072,0.5950203537940979,102.78796802844585,9.958516620099545,-119.72814970783507,2.449460857153868,1.3617398185321128,-5.346668369530702,173.78377409209426
31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,-124.41860961914062,8.126322746276855,-131.82632446289062,2.5374937057495117,108.98810577392578,5.561841011047363,-127.74383296936637,3.8725559527360476,5.3992260799782175,22.549291610717773,19.61646270751953,106.1329328115906,9.905388242804605,-125.36558250838314,-0.749385191868555,8.926082514531096,106.1329328115906,9.905388242804605,-125.36558250838314,-0.749385191868555,8.926082514531096,-3.5268564345528786,-3.5268564345528786,102.78796802844585,9.883468274224093,112.44286717487516,10.0,-131.86715698242188,-2.209914207458496,0.5770522952079773,106.1329328115906,9.955839022994041,-122.86560173936792,2.813451495763525,1.553007879772704,-5.31287125051333,173.7607942941577
32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,-127.7506332397461,8.479126930236816,-136.61447143554688,2.6369309425354004,113.75772857666016,5.960467338562012,-132.5288287643024,3.9821911286414746,6.561522999621345,22.957237243652344,19.95800018310547,109.48358125655275,9.913479019155956,-128.69817983742604,-0.4019582141517457,8.931490239408765,109.48358125655275,9.913479019155956,-128.69817983742604,-0.4019582141517457,8.931490239408765,-2.36996723978742,-2.36996723978742,106.1329328115906,9.905388242804605,117.20461899193468,10.0,-136.64010620117188,-2.061561107635498,0.5791531801223755,109.48358125655275,9.953439049422741,-126.00714564535505,3.207167408072479,1.7434875943910444,-5.271959522164337,173.73931157496966
33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,-131.07872009277344,8.831513404846191,-136.616455078125,2.634045362472534,113.7580337524414,5.941108703613281,-132.52707844983473,4.00147288889825,5.042522515187012,24.053627014160156,20.876684188842773,112.8302708361765,9.842436849856572,-132.018445386373,0.023735122249973983,8.857767320425863,112.8302708361765,9.842436849856572,-132.018445386373,0.023735122249973983,8.857767320425863,-3.8152448052388506,-3.8152448052388506,109.48358125655275,9.913479019155956,117.2057205274696,10.0,-136.64173889160156,-2.066480875015259,0.5791733264923096,112.8302708361765,9.95148079097271,-129.14581608802402,3.607567539682254,1.9329040047494315,-5.223945865163937,173.71815433030383
34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,-134.4064178466797,9.183857917785645,-141.3234100341797,2.7059085369110107,118.44367980957031,6.356330871582031,-137.2303320857197,4.08569674534695,5.828013295250318,24.69672393798828,21.41526222229004,116.17656906083396,9.855957431422748,-135.34729309664365,0.3653014207882741,8.868606707185142,116.17656906083396,9.855957431422748,-135.34729309664365,0.3653014207882741,8.868606707185142,-3.0405934119348244,-3.0405934119348244,112.8302708361765,9.842436849856572,121.8560303003603,10.0,-141.30926513671875,-1.9804710149765015,0.5776371955871582,116.17656906083396,9.94846124947071,-132.28543592532455,4.015003892127134,2.1209819213551357,-5.1688540256585105,173.6977997662676
35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,-137.9134521484375,9.491893768310547,-146.11026000976562,2.8990273475646973,123.22224426269531,6.661908149719238,-142.01434744497595,4.288804470418595,6.624913620192265,25.130481719970703,21.778799057006836,119.69649101312082,9.865083577034707,-138.84831847649747,0.7296571897068453,8.811967141947422,119.69649101312082,9.865083577034707,-138.84831847649747,0.7296571897068453,8.811967141947422,-2.187053521755157,-2.187053521755157,116.17656906083396,9.855957431422748,126.66349260209007,10.0,-146.11856079101562,-1.741919755935669,0.5800603032112122,119.69649101312082,9.94564138352871,-135.60600576076126,4.385174912002373,2.30744638767625,-5.106718856308174,173.6775330075148
36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,-141.10328674316406,9.772066116333008,-146.11114501953125,2.8865177631378174,123.22213745117188,6.652567386627197,-142.0132502696716,4.298081186981838,5.549103047010189,26.053895950317383,22.55278968811035,122.89804732913693,9.78019962022242,-142.0228013424717,1.1537169312326991,8.667263107501642,122.89804732913693,9.78019962022242,-142.0228013424717,1.1537169312326991,8.667263107501642,-3.1181600604914523,-3.1181600604914523,119.69649101312082,9.865083577034707,126.66374829608513,10.0,-146.12034606933594,-1.7562425136566162,0.5801226496696472,122.89804732913693,9.9432727470994,-138.61126359513466,4.734479779384339,2.492023148029402,-5.037586336948669,173.65853347563666
37,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,-144.29208374023438,10.052149772644043,-150.84042358398438,2.9630000591278076,127.93025970458984,7.066061973571777,-146.7386699768545,4.386407386545719,6.171419690707333,26.681137084960938,23.078115463256836,126.09856249385457,9.81160581972685,-145.2085862180687,1.4620323466311813,8.638871117487879,126.09856249385457,9.81160581972685,-145.2085862180687,1.4620323466311813,8.638871117487879,-2.4674514267805456,-2.4674514267805456,122.89804732913693,9.78019962022242,131.3876211639701,10.0,-150.86985778808594,-1.7452600002288818,0.5789531469345093,126.09856249385457,9.940153494477272,-141.61764462262693,5.090636197964714,2.6744391176074576,-4.961513574679329,173.64030436775255
