frame_id,dt_raw,dt_used,gt_x,gt_y,raw_visual_x,raw_visual_y,fused_mode1_x,fused_mode1_y,selected_visual_x,selected_visual_y,prediction_x,prediction_y,final_x,final_y,velocity_x,velocity_y,grid_size,search_level,search_center_count,candidate_captured,selected_mode,boundary,entropy,mode_support,mode_local_mass,mode_spatial_std,mode_peak_prob,visual_confidence,confidence,measurement_std,innovation_m,along_innovation_m,cross_innovation_m,bounded_along_m,bounded_cross_m,velocity_gain,lost_streak
327,1,1.0,-487.2883605957031,48.902652740478516,-202.49624633789062,62.68286895751953,-197.764892578125,62.65291213989258,-197.764892578125,62.65291213989258,-198.23143005371094,70.40311431884766,-198.23753356933594,68.93731689453125,-0.34331148862838745,0.2870261073112488,6,normal,1,0,0,0,0.9542492628097534,1.0,0.8635817170143127,9.69923210144043,0.03304387256503105,0.8125859498977661,0.7344849109649658,8.943630292476943,7.7642316818237305,-7.042644500732422,3.268707036972046,-6.0,3.268707036972046,0.25706971883773805,0
328,1,1.0,-487.2883605957031,48.902652740478516,-202.46572875976562,67.44102478027344,-197.734375,67.41107177734375,-197.734375,67.41107177734375,-198.58084106445312,69.2243423461914,-198.36895751953125,68.77043914794922,-0.27568167448043823,0.10084852576255798,6,normal,1,0,0,0,0.9816270470619202,1.0,0.8906055092811584,10.00540542602539,0.03670226410031319,0.8145058751106262,0.8088763356208801,8.63371277718333,2.0011134147644043,-1.8124620914459229,0.8481960296630859,-1.8124620914459229,0.8481960296630859,0.28310671746730803,0
329,1,1.0,-483.7956848144531,48.524166107177734,-202.49624633789062,62.68286895751953,-202.46572875976562,67.44102478027344,-202.46572875976562,67.44102478027344,-198.64463806152344,68.87128448486328,-199.47079467773438,68.56204986572266,-0.5745871663093567,-0.03683793544769287,6,normal,1,0,0,0,0.9720228314399719,1.0,0.9029504656791687,10.456219673156738,0.04338964819908142,0.8182693123817444,0.7823545932769775,9.234050654483559,4.0799970626831055,3.0971529483795166,2.655940532684326,3.0971529483795166,2.655940532684326,0.2738241076469421,0
330,1,1.0,-483.7956848144531,48.524166107177734,-202.49624633789062,62.68286895751953,-202.49624633789062,62.68286895751953,-202.49624633789062,62.68286895751953,-200.04537963867188,68.52521514892578,-200.56703186035156,67.67435455322266,-0.7426568865776062,-0.3466727137565613,6,normal,1,0,0,0,0.9014043807983398,1.0,0.881306529045105,9.409842491149902,0.03989655151963234,0.8218652009963989,0.698016881942749,8.978712703278706,6.335594654083252,2.8196425437927246,5.6735687255859375,2.8196425437927246,4.0,0.24430590867996213,0
331,1,1.0,-483.7956848144531,48.524166107177734,-202.55728149414062,53.16655349731445,-202.55728149414062,53.16655349731445,-202.55728149414062,53.16655349731445,-201.3096923828125,67.32768249511719,-201.75340270996094,66.59751892089844,-0.862859308719635,-0.5549184083938599,6,normal,1,0,0,0,0.7784877419471741,1.0,0.9238579273223877,8.24060344696045,0.11634620279073715,0.8818945288658142,0.4710994362831116,10.036060290411799,14.215978622436523,7.120433807373047,12.304205894470215,6.0,4.0,0.16488480269908903,0
332,1,1.0,-482.478271484375,48.379451751708984,-207.2886199951172,53.196510314941406,-207.2886199951172,53.196510314941406,-207.2886199951172,53.196510314941406,-202.6162567138672,66.0426025390625,-203.23004150390625,64.63530731201172,-1.0590741634368896,-0.993765652179718,6,normal,1,0,0,0,0.7656139731407166,1.0,0.9352457523345947,7.914742469787598,0.1532568484544754,0.8999192118644714,0.6003003120422363,8.328675019350962,13.66942024230957,10.878427505493164,8.277250289916992,6.0,4.0,0.2101051092147827,0
333,1,1.0,-482.478271484375,48.379451751708984,-202.55728149414062,53.16655349731445,-207.2886199951172,53.196510314941406,-207.2886199951172,53.196510314941406,-204.2891082763672,63.64154052734375,-204.76502990722656,61.6015510559082,-1.2342110872268677,-1.6901684999465942,6,normal,1,0,0,0,0.7601732015609741,1.0,0.9376436471939087,7.850058555603027,0.15675672888755798,0.901720404624939,0.7178873419761658,7.351017515645609,10.867185592651367,9.334512710571289,5.564405918121338,6.0,4.0,0.251260569691658,0
334,1,1.0,-482.478271484375,48.379451751708984,-202.55728149414062,53.16655349731445,-207.2886199951172,53.196510314941406,-207.2886199951172,53.196510314941406,-205.99923706054688,59.911380767822266,-206.37319946289062,57.832454681396484,-1.3801053762435913,-2.4495837688446045,6,normal,1,0,0,0,0.832866907119751,1.0,0.9673523902893066,8.15494155883789,0.10389461368322372,0.8763675093650818,0.809154748916626,7.035248370814764,6.83754301071167,6.183310508728027,2.918672800064087,6.0,2.918672800064087,0.28320416212081906,0
335,1,1.0,-483.7344055175781,48.84699249267578,-207.3191375732422,48.438350677490234,-207.3191375732422,48.438350677490234,-207.3191375732422,48.438350677490234,-207.75331115722656,55.382869720458984,-207.63035583496094,53.41613006591797,-1.3463784456253052,-3.1593832969665527,6,normal,1,0,0,0,0.8365380167961121,1.0,0.9848082661628723,7.7534708976745605,0.06620201468467712,0.8563976287841797,0.7719025015830994,6.911002414856689,6.958078384399414,5.837216377258301,3.7870519161224365,5.837216377258301,3.7870519161224365,0.2701658755540848,0
336,1,1.0,-483.7344055175781,48.84699249267578,-207.3191375732422,48.438350677490234,-207.3191375732422,48.438350677490234,-207.3191375732422,48.438350677490234,-208.9767303466797,50.25674819946289,-208.5526885986328,49.791568756103516,-1.2028595209121704,-3.3675708770751953,6,normal,1,0,0,0,0.910958468914032,1.0,0.9782778024673462,8.718537330627441,0.05149460211396217,0.8375683426856995,0.8158356547355652,7.478358802300466,2.4605250358581543,1.0229928493499756,2.2377820014953613,1.0229928493499756,2.2377820014953613,0.2855424791574478,0
337,1,1.0,-483.7344055175781,48.84699249267578,-207.3496551513672,43.68019485473633,-207.3496551513672,43.68019485473633,-207.3496551513672,43.68019485473633,-209.75555419921875,46.42399597167969,-209.26795959472656,45.86791229248047,-1.0361430644989014,-3.6132335662841797,6,normal,1,0,0,0,0.9594755172729492,1.0,0.9584972262382507,9.646916389465332,0.04493023827672005,0.8251293897628784,0.7817729115486145,8.523720872825427,3.6492185592651367,1.7746305465698242,3.1886491775512695,1.7746305465698242,3.1886491775512695,0.27362051904201506,0
338,1,1.0,-486.2977294921875,49.05849838256836,-207.3496551513672,43.68019485473633,-207.3496551513672,43.68019485473633,-207.3496551513672,43.68019485473633,-210.30410766601562,42.254676818847656,-209.6756134033203,42.55792236328125,-0.8108193874359131,-3.536301851272583,6,normal,1,0,0,0,0.970805287361145,1.0,0.9195375442504883,9.865409851074219,0.041735608130693436,0.8205776214599609,0.7924649715423584,8.635196786607514,3.2803797721862793,-2.1846940517425537,2.4470396041870117,-2.1846940517425537,2.4470396041870117,0.2773627400398254,0
339,1,1.0,-486.2977294921875,49.05849838256836,-207.3496551513672,43.68019485473633,-207.3496551513672,43.68019485473633,-207.3496551513672,43.68019485473633,-210.48643493652344,39.02162170410156,-209.82003784179688,40.011314392089844,-0.5682562589645386,-3.203571319580078,6,normal,1,0,0,0,0.9736265540122986,1.0,0.9148478507995605,9.95925521850586,0.040953055024147034,0.8191733360290527,0.7811127305030823,8.804829925374728,5.616199016571045,-5.241769790649414,2.0163192749023438,-5.241769790649414,2.0163192749023438,0.27338945567607875,0
340,1,1.0,-486.2977294921875,49.05849838256836,-207.3801727294922,38.922035217285156,-207.3801727294922,38.922035217285156,-207.3801727294922,38.922035217285156,-210.38829040527344,36.807743072509766,-209.7321319580078,37.26892852783203,-0.32658660411834717,-3.0501701831817627,6,normal,1,0,0,0,0.9783556461334229,1.0,0.9103069305419922,10.039936065673828,0.03686998412013054,0.8144524693489075,0.7821282744407654,8.86819655717302,3.6768195629119873,-2.607179641723633,2.592608690261841,-2.607179641723633,2.592608690261841,0.2737448960542679,0
341,1,1.0,-489.05511474609375,48.9249153137207,-207.3801727294922,38.922035217285156,-207.3801727294922,38.922035217285156,-207.3801727294922,38.922035217285156,-210.0587158203125,34.21875762939453,-209.48538208007812,35.225467681884766,-0.11541563272476196,-2.691340446472168,6,normal,1,0,0,0,0.9871766567230225,1.0,0.8968063592910767,10.198293685913086,0.03534388169646263,0.811769962310791,0.7738742232322693,9.074230438867732,5.4125237464904785,-4.961712837219238,2.162594795227051,-4.961712837219238,2.162594795227051,0.27085597813129425,0
342,1,1.0,-489.05511474609375,48.9249153137207,-207.4106903076172,34.16387939453125,-207.4106903076172,34.16387939453125,-207.4106903076172,34.16387939453125,-209.60079956054688,32.53412628173828,-209.1046905517578,32.90330123901367,0.07223057001829147,-2.5498805046081543,6,normal,1,0,0,0,0.9883440732955933,1.0,0.9034727215766907,10.248788833618164,0.03398099169135094,0.809946596622467,0.7894898653030396,8.994190423003515,2.7299585342407227,-1.7220910787582397,2.118271827697754,-1.7220910787582397,2.118271827697754,0.2763214528560638,0
343,1,1.0,-489.05511474609375,48.9249153137207,-207.4106903076172,34.16387939453125,-207.4106903076172,34.16387939453125,-207.4106903076172,34.16387939453125,-209.03245544433594,30.35342025756836,-208.66085815429688,31.226516723632812,0.21480022370815277,-2.2229011058807373,6,normal,1,0,0,0,0.9828885197639465,1.0,0.9125505089759827,10.18945598602295,0.03402125462889671,0.8103827238082886,0.7870998978614807,8.960915399945105,4.14122200012207,-3.763010025024414,1.7290105819702148,-3.763010025024414,1.7290105819702148,0.27548496425151825,0
344,1,1.0,-492.4048156738281,49.448116302490234,-207.4717254638672,24.647563934326172,-207.4412078857422,29.40572166442871,-207.4412078857422,29.40572166442871,-208.44606018066406,29.003616333007812,-208.2070770263672,29.099246978759766,0.3108099400997162,-2.180506944656372,6,normal,1,0,0,0,0.9890854358673096,1.0,0.9083055853843689,10.26106071472168,0.033351924270391464,0.8091668486595154,0.8046766519546509,8.886523077566025,1.0823200941085815,-0.303591787815094,1.038869023323059,-0.303591787815094,1.038869023323059,0.2816368281841278,0
345,1,1.0,-492.4048156738281,49.448116302490234,-207.4717254638672,24.647563934326172,-207.4412078857422,29.40572166442871,-207.4412078857422,29.40572166442871,-207.89627075195312,26.918739318847656,-207.79029846191406,27.49791717529297,0.35760679841041565,-1.9577118158340454,6,normal,1,0,0,0,0.9916861057281494,1.0,0.9029988050460815,10.323884010314941,0.033188264816999435,0.8085711002349854,0.8013206124305725,8.966993119770533,2.528272867202759,-2.3978803157806396,0.801456868648529,-2.3978803157806396,0.801456868648529,0.28046221435070035,0
346,1,1.0,-492.4048156738281,49.448116302490234,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4326934814453,25.540205001831055,-207.4419403076172,25.328784942626953,0.36172860860824585,-2.0276598930358887,6,normal,1,0,0,0,0.9940341711044312,1.0,0.9016076326370239,10.38965892791748,0.03720497712492943,0.812496542930603,0.8117156028747559,8.943375557845188,0.8934940099716187,0.8710976243019104,-0.19879749417304993,0.8710976243019104,-0.19879749417304993,0.28410046100616454,0
347,1,1.0,-494.6924133300781,50.00471496582031,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.08021545410156,23.301124572753906,-207.17449951171875,23.625396728515625,0.33308976888656616,-1.898145079612732,6,normal,1,0,0,0,0.9947567582130432,1.0,0.8948273062705994,10.26769733428955,0.03819126635789871,0.8143243789672852,0.81264728307724,8.83130893069607,1.4022051095962524,-1.3942707777023315,-0.14895740151405334,-1.3942707777023315,-0.14895740151405334,0.28442654907703396,0
348,1,1.0,-494.6924133300781,50.00471496582031,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-206.84141540527344,21.727251052856445,-206.98980712890625,22.414785385131836,0.28285667300224304,-1.6501379013061523,6,normal,1,0,0,0,0.9948278069496155,1.0,0.8947081565856934,10.282670021057129,0.03810322284698486,0.8141347765922546,0.8068516850471497,8.888494656631838,2.987560510635376,-2.985304832458496,-0.11607491970062256,-2.985304832458496,-0.11607491970062256,0.2823980897665024,0
349,1,1.0,-494.59027099609375,49.83773422241211,-202.74038696289062,24.61760711669922,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-206.7069549560547,20.7646484375,-206.88934326171875,20.563915252685547,0.21844980120658875,-1.7250362634658813,6,normal,1,0,0,0,0.9948525428771973,1.0,0.9011330604553223,10.404217720031738,0.03266673907637596,0.8074592351913452,0.803485095500946,9.01981114503547,1.1825954914093018,0.7282966375350952,-0.9317276477813721,0.7282966375350952,-0.9317276477813721,0.2812197834253311,0
350,1,1.0,-494.59027099609375,49.83773422241211,-202.77090454101562,19.85944938659668,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-206.6708984375,18.838878631591797,-206.86587524414062,19.085262298583984,0.14777180552482605,-1.6311511993408203,6,normal,1,0,0,0,0.9959990978240967,1.0,0.8930737972259521,10.317639350891113,0.03319476917386055,0.8086193799972534,0.8055908679962158,8.928453518139865,1.3396798372268677,-1.1466472148895264,-0.6927783489227295,-1.1466472148895264,-0.6927783489227295,0.2819568037986755,0
351,1,1.0,-494.59027099609375,49.83773422241211,-202.77090454101562,19.85944938659668,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-206.71810913085938,17.454111099243164,-206.89993286132812,18.018808364868164,0.08090340346097946,-1.421332836151123,6,normal,1,0,0,0,0.9963052272796631,1.0,0.8917901515960693,10.3304443359375,0.03282842040061951,0.8081240057945251,0.8018190264701843,8.96880855284683,2.5584230422973633,-2.496110677719116,-0.5612135529518127,-2.496110677719116,-0.5612135529518127,0.2806366592645645,0
352,1,1.0,-493.2218017578125,49.492645263671875,-202.77090454101562,19.85944938659668,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-206.81903076171875,16.597475051879883,-206.97630310058594,17.35525131225586,0.02216910757124424,-1.151021122932434,6,normal,1,0,0,0,0.9962881803512573,1.0,0.8914461135864258,10.331905364990234,0.03276600316166878,0.8080440759658813,0.7981690764427185,8.998592260471566,3.362081289291382,-3.325437307357788,-0.49503156542778015,-3.325437307357788,-0.49503156542778015,0.2793591767549515,0
353,1,1.0,-493.2218017578125,49.492645263671875,-202.77090454101562,19.85944938659668,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-206.95413208007812,16.2042293548584,-207.08001708984375,17.050596237182617,-0.025747358798980713,-0.8543263673782349,6,normal,1,0,0,0,0.9961485862731934,1.0,0.8921878933906555,10.33180046081543,0.032648924738168716,0.8079125881195068,0.7960501909255981,9.015137855760955,3.725715160369873,-3.6950483322143555,-0.47704458236694336,-3.6950483322143555,-0.47704458236694336,0.27861756682395933,0
354,1,1.0,-493.2218017578125,49.492645263671875,-202.77090454101562,19.85944938659668,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.1057586669922,16.196269989013672,-207.1970977783203,17.047029495239258,-0.061376288533210754,-0.5466370582580566,6,normal,1,0,0,0,0.9961685538291931,1.0,0.8923454284667969,10.333822250366211,0.03282821178436279,0.8081015944480896,0.7962066531181335,9.015671146432577,3.71435809135437,-3.679516553878784,-0.5075562000274658,-3.679516553878784,-0.5075562000274658,0.2786723285913467,0
355,1,1.0,-491.43463134765625,49.33679962158203,-202.77090454101562,19.85944938659668,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.2584686279297,16.50039291381836,-207.31497192382812,17.28597068786621,-0.08430112898349762,-0.25618353486061096,6,normal,1,0,0,0,0.9958605170249939,1.0,0.8933754563331604,10.330917358398438,0.03299818933010101,0.8083118796348572,0.7977902293205261,9.000701604259325,3.3977694511413574,-3.340651035308838,-0.6203937530517578,-3.340651035308838,-0.6203937530517578,0.2792265802621841,0
356,1,1.0,-491.43463134765625,49.33679962158203,-202.77090454101562,19.85944938659668,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.39927673339844,17.029787063598633,-207.423095703125,17.691179275512695,-0.06596272438764572,-0.0692155659198761,6,normal,1,0,0,0,0.9956768155097961,1.0,0.893443763256073,10.356450080871582,0.032812975347042084,0.8079362511634827,0.7981549501419067,9.020080503586708,2.8614723682403564,-2.684145927429199,-0.9916572570800781,-2.684145927429199,-0.9916572570800781,0.27935423254966735,0
357,1,1.0,-491.43463134765625,49.33679962158203,-202.77090454101562,19.85944938659668,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.4890594482422,17.621963500976562,-207.49208068847656,18.14267921447754,-0.13100633025169373,-0.032842908054590225,6,normal,1,0,0,0,0.9937576651573181,1.0,0.8917855024337769,10.36653995513916,0.03263314813375473,0.8076673746109009,0.795492947101593,9.049850530611566,2.2674810886383057,-1.6323350667953491,-1.5738338232040405,-1.6323350667953491,-1.5738338232040405,0.2784225314855575,0
358,1,1.0,-488.90191650390625,48.824729919433594,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.6230926513672,18.10983657836914,-207.59397888183594,18.538471221923828,-0.16800056397914886,0.05982156842947006,6,normal,1,0,0,0,0.989995539188385,1.0,0.8969442844390869,10.100153923034668,0.03409729525446892,0.811058759689331,0.7990929484367371,8.789675314582029,1.7836682796478271,-0.5499635338783264,-1.6967653036117554,-0.5499635338783264,-1.6967653036117554,0.27968253195285797,0
359,1,1.0,-488.90191650390625,48.824729919433594,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.76197814941406,18.59829330444336,-207.69879150390625,18.912353515625,-0.1639976054430008,0.1818457841873169,6,normal,1,0,0,0,0.988920271396637,1.0,0.9080662727355957,10.062277793884277,0.03469742089509964,0.8119698166847229,0.8049823045730591,8.712062300905824,1.3169794082641602,0.18841533362865448,-1.303431749343872,0.18841533362865448,-1.303431749343872,0.28174380660057063,0
360,1,1.0,-488.90191650390625,48.824729919433594,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.86279296875,19.094200134277344,-207.77635192871094,19.284862518310547,-0.12575507164001465,0.273693710565567,6,normal,1,0,0,0,0.9897581338882446,1.0,0.9063436985015869,10.145824432373047,0.03417788818478584,0.8108444213867188,0.8081150054931641,8.760636365343194,0.8731259703636169,0.3490598201751709,-0.800316333770752,0.3490598201751709,-0.800316333770752,0.2828402519226074,0
361,1,1.0,-485.08245849609375,48.24586868286133,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.5022430419922,19.889406204223633,-207.902099609375,19.558555603027344,-207.80665588378906,19.63752555847168,-0.08774694055318832,0.3144654631614685,6,normal,1,0,0,0,0.990254819393158,1.0,0.9059104323387146,10.170234680175781,0.034193381667137146,0.8106997013092041,0.8096509575843811,8.770082595681167,0.5189868807792664,0.13369019329547882,-0.5014721751213074,0.13369019329547882,-0.5014721751213074,0.28337783515453335,0
362,1,1.0,-485.08245849609375,48.24586868286133,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.8944091796875,19.951990127563477,-207.7996063232422,21.005189895629883,-0.05291278287768364,0.6943284273147583,6,normal,1,0,0,0,0.9909479022026062,1.0,0.9013960361480713,10.207367897033691,0.037984006106853485,0.814507246017456,0.7877971529960632,8.971166670751028,4.714560031890869,4.409195899963379,-1.6691515445709229,4.409195899963379,-1.6691515445709229,0.2757290035486221,0
363,1,1.0,-485.08245849609375,48.24586868286133,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.85252380371094,21.69951820373535,-207.76119995117188,22.406478881835938,-0.01926777884364128,0.9422687292098999,6,normal,1,0,0,0,0.9895716905593872,1.0,0.9053303003311157,10.141324996948242,0.038595061749219894,0.8155757188796997,0.8072025775909424,8.763655727470287,2.9725377559661865,2.9105868339538574,-0.6037099361419678,2.9105868339538574,-0.6037099361419678,0.2825209021568298,0
364,1,1.0,-479.1898498535156,47.75606155395508,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.7804718017578,23.34874725341797,-207.705078125,23.665897369384766,0.009096823632717133,1.0567467212677002,6,normal,1,0,0,0,0.9877009391784668,1.0,0.9084087014198303,10.100146293640137,0.03861597180366516,0.8158707022666931,0.8140416145324707,8.676791420121857,1.335008978843689,1.2922332286834717,-0.3352348208427429,1.2922332286834717,-0.3352348208427429,0.2849145650863647,0
365,1,1.0,-479.1898498535156,47.75606155395508,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.69598388671875,24.722644805908203,-207.64259338378906,24.704771041870117,0.029890667647123337,1.0631660223007202,6,normal,1,0,0,0,0.9869529604911804,1.0,0.9180948734283447,10.23790168762207,0.03835482522845268,0.8146896362304688,0.8144760727882385,8.791852341893371,0.2364930808544159,-0.07314767688512802,-0.2248964160680771,-0.07314767688512802,-0.2248964160680771,0.28506662547588346,0
366,1,1.0,-479.1898498535156,47.75606155395508,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.61270141601562,25.76793670654297,-207.57916259765625,25.501346588134766,0.043584637343883514,0.9870017766952515,6,normal,1,0,0,0,0.9849173426628113,1.0,0.9215985536575317,10.228813171386719,0.03842572495341301,0.8148227334022522,0.813683032989502,8.790033781887233,1.1292073726654053,-1.1159683465957642,-0.1724068522453308,-1.1159683465957642,-0.1724068522453308,0.28478906154632566,0
367,1,1.0,-471.1934814453125,47.02135467529297,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.53558349609375,26.48834800720215,-207.52047729492188,26.052783966064453,0.050447579473257065,0.8406487107276917,6,normal,1,0,0,0,0.9855028986930847,1.0,0.9201046228408813,10.239007949829102,0.038359250873327255,0.8146869540214539,0.8118522763252258,8.812659025993934,1.8418914079666138,-1.836174726486206,-0.14500321447849274,-1.836174726486206,-0.14500321447849274,0.284148296713829,0
368,1,1.0,-471.1934814453125,47.02135467529297,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.47003173828125,26.8934326171875,-207.47042846679688,26.36345672607422,0.05137176439166069,0.6527534127235413,6,normal,1,0,0,0,0.985577404499054,1.0,0.9200077056884766,10.245723724365234,0.03842228651046753,0.8147076964378357,0.8105435371398926,8.828383767157378,2.2458693981170654,-2.2419373989105225,-0.1328425407409668,-2.2419373989105225,-0.1328425407409668,0.28369023799896237,0
369,1,1.0,-461.94097900390625,46.04174041748047,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.41905212402344,27.016210556030273,-207.43115234375,26.472070693969727,0.047734152525663376,0.45488062500953674,6,normal,1,0,0,0,0.9942162036895752,1.0,0.9017452001571655,10.399894714355469,0.03695981949567795,0.8121716976165771,0.8075600266456604,8.984324333047283,2.369232416152954,-2.3654778003692627,-0.13332714140415192,-2.3654778003692627,-0.13332714140415192,0.2826460093259811,0
370,1,1.0,-461.94097900390625,46.04174041748047,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.3834228515625,26.926950454711914,-207.40386962890625,26.399250030517578,0.040788184851408005,0.2594892382621765,6,normal,1,0,0,0,0.9941504001617432,1.0,0.9015183448791504,10.401082038879395,0.03664904460310936,0.8118354678153992,0.8075411319732666,8.985496715048573,2.2810962200164795,-2.2761545181274414,-0.15006709098815918,-2.2761545181274414,-0.15006709098815918,0.28263939619064327,0
371,1,1.0,-461.94097900390625,46.04174041748047,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.3630828857422,26.65873908996582,-207.38845825195312,26.188858032226562,0.03179924190044403,0.08292775601148605,6,normal,1,0,0,0,0.9940413236618042,1.0,0.9010179042816162,10.392077445983887,0.03680877760052681,0.8120633363723755,0.8086311221122742,8.969271796392215,2.0141074657440186,-2.003650665283203,-0.204970121383667,-2.003650665283203,-0.204970121383667,0.2830208927392959,0
372,1,1.0,-452.5352783203125,44.950809478759766,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.4717254638672,24.647563934326172,-207.35665893554688,26.271785736083984,-207.3836212158203,25.891094207763672,0.04455883055925369,0.039399825036525726,6,normal,1,0,0,0,0.9940040111541748,1.0,0.8975255489349365,10.390478134155273,0.036504991352558136,0.8117519021034241,0.8088574409484863,8.966140067799031,1.6282926797866821,-1.5577460527420044,-0.4740927517414093,-1.5577460527420044,-0.4740927517414093,0.2831001043319702,0
373,1,1.0,-452.5352783203125,44.950809478759766,-207.4717254638672,24.647563934326172,-207.4412078857422,29.40572166442871,-207.4412078857422,29.40572166442871,-207.3390655517578,25.93049430847168,-207.36070251464844,26.666812896728516,0.12886403501033783,0.25185734033584595,6,normal,1,0,0,0,0.9943232536315918,1.0,0.8855634927749634,10.481224060058594,0.03137034550309181,0.8054779171943665,0.7733224034309387,9.33055730754236,3.4767279624938965,2.225498676300049,2.6711034774780273,2.225498676300049,2.6711034774780273,0.2706628412008285,0
374,1,1.0,-452.5352783203125,44.950809478759766,-207.4717254638672,24.647563934326172,-207.4412078857422,29.40572166442871,-207.4412078857422,29.40572166442871,-207.23184204101562,26.918670654296875,-207.2801055908203,27.49190902709961,0.10014214366674423,0.4352973699569702,6,normal,1,0,0,0,0.993937075138092,1.0,0.8901445865631104,10.42186164855957,0.03189250826835632,0.8064640760421753,0.7958150506019592,9.095588021019969,2.4958479404449463,2.1187033653259277,1.3192243576049805,2.1187033653259277,1.3192243576049805,0.2785352677106857,0
375,1,1.0,-442.8538513183594,44.01572799682617,-207.4717254638672,24.647563934326172,-207.4412078857422,29.40572166442871,-207.4412078857422,29.40572166442871,-207.17996215820312,27.92720603942871,-207.24180603027344,28.277244567871094,0.07098659873008728,0.5505689382553101,6,normal,1,0,0,0,0.9941157698631287,1.0,0.8920018672943115,10.381122589111328,0.032159991562366486,0.8070352673530579,0.8040890693664551,8.99507920546385,1.5014185905456543,1.3823070526123047,0.5860759019851685,1.3823070526123047,0.5860759019851685,0.28143117427825926,0
376,1,1.0,-442.8538513183594,44.01572799682617,-207.4717254638672,24.647563934326172,-207.4412078857422,29.40572166442871,-207.4412078857422,29.40572166442871,-207.1708221435547,28.82781410217285,-207.23500061035156,28.964994430541992,0.044902585446834564,0.6062794923782349,6,normal,1,0,0,0,0.9941681027412415,1.0,0.8922484517097473,10.36880874633789,0.032261040061712265,0.8072307109832764,0.806516706943512,8.965550332377806,0.6380326151847839,0.5385876893997192,0.3420657217502594,0.5385876893997192,0.3420657217502594,0.2822808474302292,0
377,1,1.0,-442.8538513183594,44.01572799682617,-207.4106903076172,34.16387939453125,-207.4106903076172,34.16387939453125,-207.4106903076172,34.16387939453125,-207.19009399414062,29.571273803710938,-207.24034118652344,30.617380142211914,0.026444366201758385,0.993678867816925,6,normal,1,0,0,0,0.9921786189079285,1.0,0.8849509954452515,10.336420059204102,0.032803718000650406,0.8080570101737976,0.7902021408081055,9.065427689758835,4.597900390625,4.563767910003662,0.559204638004303,4.563767910003662,0.559204638004303,0.27657074928283687,0
378,1,1.0,-433.0192565917969,43.2698860168457,-207.4106903076172,34.16387939453125,-207.4106903076172,34.16387939453125,-207.4106903076172,34.16387939453125,-207.21389770507812,31.611059188842773,-207.26051330566406,32.21571350097656,0.009518615901470184,1.2101749181747437,6,normal,1,0,0,0,0.9917999505996704,1.0,0.8869907259941101,10.304451942443848,0.03315610811114311,0.8086625933647156,0.803143322467804,8.935968098390084,2.560394048690796,2.5466816425323486,0.2646360695362091,2.5466816425323486,0.2646360695362091,0.28110016286373135,0
