frame_id,dt_raw,dt_used,gt_x,gt_y,raw_visual_x,raw_visual_y,fused_mode1_x,fused_mode1_y,selected_visual_x,selected_visual_y,prediction_x,prediction_y,final_x,final_y,velocity_x,velocity_y,grid_size,search_level,search_center_count,candidate_captured,selected_mode,boundary,entropy,mode_support,mode_local_mass,mode_spatial_std,mode_peak_prob,visual_confidence,confidence,measurement_std,innovation_m,along_innovation_m,cross_innovation_m,bounded_along_m,bounded_cross_m,velocity_gain,lost_streak
15,1,1.0,-87.32689666748047,5.565974712371826,-65.62345123291016,9.473743438720703,-65.62345123291016,9.473743438720703,-65.62345123291016,9.473743438720703,-67.96198272705078,6.452167510986328,-67.40109252929688,7.176881313323975,0.15682588517665863,0.5739755034446716,6,normal,1,0,0,0,0.9711102247238159,1.0,0.9107904434204102,9.983513832092285,0.045492179691791534,0.8233766555786133,0.7846318483352661,8.7989014645941,3.8208179473876953,2.4910802841186523,-2.897096633911133,2.4910802841186523,-2.897096633911133,0.27462114691734313,0
16,1,1.0,-97.24320983886719,6.612377643585205,-70.35478210449219,9.503743171691895,-65.62345123291016,9.473743438720703,-65.62345123291016,9.473743438720703,-67.24427032470703,7.750856876373291,-66.84310150146484,8.177288055419922,0.33807307481765747,0.7185773849487305,6,normal,1,0,0,0,0.9698081612586975,1.0,0.8999661803245544,10.106708526611328,0.04009343311190605,0.8173295855522156,0.808713436126709,8.722353786105684,2.3654582500457764,2.0891611576080322,-1.109413743019104,2.0891611576080322,-1.109413743019104,0.28304970264434814,0
17,1,1.0,-97.24320983886719,6.612377643585205,-70.32421875,14.261902809143066,-70.32421875,14.261902809143066,-70.32421875,14.261902809143066,-66.5050277709961,8.895865440368652,-66.97925567626953,9.873087882995605,0.19559450447559357,1.0508919954299927,6,normal,1,0,0,0,0.961601197719574,1.0,0.8238738775253296,9.236196517944336,0.05244309455156326,0.8346880674362183,0.70485520362854,8.755890368813878,6.586393356323242,3.2296204566955566,5.740220069885254,3.2296204566955566,4.0,0.246699321269989,0
18,1,1.0,-97.24320983886719,6.612377643585205,-75.02498626708984,19.050060272216797,-70.29365539550781,19.020061492919922,-70.29365539550781,19.020061492919922,-66.78366088867188,10.923979759216309,-67.40754699707031,12.38337230682373,-0.0008091535419225693,1.5491304397583008,6,normal,1,0,0,0,0.9364491701126099,1.0,0.884777307510376,8.993947982788086,0.049812812358140945,0.8341251611709595,0.7047293782234192,8.527256534692762,8.82420539855957,7.317133903503418,4.932154655456543,6.0,4.0,0.2466552823781967,0
19,1,1.0,-107.29228973388672,7.647648811340332,-75.02498626708984,19.050060272216797,-75.02498626708984,19.050060272216797,-75.02498626708984,19.050060272216797,-67.40835571289062,13.932502746582031,-68.19972229003906,14.944668769836426,-0.24608543515205383,1.8767482042312622,6,normal,1,0,0,0,0.9122765064239502,1.0,0.8519602417945862,8.445846557617188,0.07197855412960052,0.8552526831626892,0.6387544274330139,8.541905172090242,9.176189422607422,5.121534824371338,7.613955974578857,5.121534824371338,4.0,0.22356404960155485,0
20,1,1.0,-107.29228973388672,7.647648811340332,-74.99443054199219,23.808218002319336,-74.99443054199219,23.808218002319336,-74.99443054199219,23.808218002319336,-68.44580841064453,16.8214168548584,-69.72200775146484,18.281246185302734,-0.6772037744522095,2.3821511268615723,6,normal,1,0,0,0,0.8589740991592407,1.0,0.8965531587600708,7.788041114807129,0.08808347582817078,0.8704211115837097,0.7085408568382263,7.35733634133817,9.576004028320312,7.778890609741211,5.584684371948242,6.0,4.0,0.2479892998933792,0
21,1,1.0,-107.29228973388672,7.647648811340332,-79.69519805908203,28.59637451171875,-79.69519805908203,28.59637451171875,-79.69519805908203,28.59637451171875,-70.39920806884766,20.66339683532715,-71.50733184814453,21.607831954956055,-1.040321946144104,2.702998638153076,6,normal,1,0,0,0,0.8885437846183777,1.0,0.8966209888458252,8.071533203125,0.09800157696008682,0.8738695383071899,0.6442198753356934,8.118458907693519,12.220784187316895,10.17259407043457,6.772438049316406,6.0,4.0,0.22547695636749265,0
22,1,1.0,-117.24945068359375,8.560468673706055,-79.69519805908203,28.59637451171875,-79.69519805908203,28.59637451171875,-79.69519805908203,28.59637451171875,-72.54765319824219,24.31083106994629,-74.1395492553711,25.436264038085938,-1.6070942878723145,3.1190454959869385,6,normal,1,0,0,0,0.8737176656723022,1.0,0.937328040599823,7.935085296630859,0.09947473555803299,0.8756988048553467,0.7400380969047546,7.279640334739796,8.333863258361816,6.5668816566467285,5.1312127113342285,6.0,4.0,0.2590133339166641,0
23,1,1.0,-117.24945068359375,8.560468673706055,-84.4265365600586,28.62636947631836,-84.4265365600586,28.62636947631836,-84.4265365600586,28.62636947631836,-75.74664306640625,28.555309295654297,-76.74057006835938,28.87857437133789,-1.9418542385101318,3.2411751747131348,6,normal,1,0,0,0,0.9048639535903931,1.0,0.9132751226425171,8.319563865661621,0.07174801081418991,0.8560295104980469,0.6417257189750671,8.388976615691442,8.680184364318848,4.038794994354248,7.6833415031433105,4.038794994354248,4.0,0.22460400164127348,0
24,1,1.0,-117.24945068359375,8.560468673706055,-84.4265365600586,28.62636947631836,-79.69519805908203,28.59637451171875,-79.69519805908203,28.59637451171875,-78.68242645263672,32.1197509765625,-78.91044616699219,31.32648468017578,-2.051450490951538,2.983537435531616,6,normal,1,0,0,0,0.9476860165596008,1.0,0.9342206716537476,9.768709182739258,0.039067935198545456,0.8185606002807617,0.7846999168395996,8.609068386950588,3.6660451889038086,-2.5019378662109375,2.679588556289673,-2.5019378662109375,2.679588556289673,0.27464497089385986,0
25,1,1.0,-127.31895446777344,9.40649700164795,-89.15786743164062,28.65636444091797,-89.15786743164062,28.65636444091797,-89.15786743164062,28.65636444091797,-80.96189880371094,34.310020446777344,-81.47140502929688,33.95686721801758,-2.228193521499634,2.8971145153045654,6,normal,1,0,0,0,0.879902720451355,1.0,0.874019205570221,8.138565063476562,0.08144806325435638,0.8637312650680542,0.5610829591751099,8.93284742241824,9.956793785095215,-0.014988899230957031,9.956781387329102,-0.014988899230957031,4.0,0.19637903571128845,0
26,1,1.0,-127.31895446777344,9.40649700164795,-89.15786743164062,28.65636444091797,-89.12731170654297,33.41452407836914,-89.12731170654297,33.41452407836914,-83.69960021972656,36.853981018066406,-84.56515502929688,36.368717193603516,-2.543914556503296,2.740385055541992,6,normal,1,0,0,0,0.910493016242981,1.0,0.8367959260940552,8.408746719360352,0.0874677300453186,0.8653799891471863,0.7111561894416809,7.92413671335654,6.425723075866699,0.5826437473297119,6.3992533683776855,0.5826437473297119,4.0,0.2489046663045883,0
27,1,1.0,-127.31895446777344,9.40649700164795,-93.85865020751953,33.444515228271484,-89.12731170654297,33.41452407836914,-89.12731170654297,33.41452407836914,-87.10906982421875,39.109100341796875,-87.40482330322266,37.733463287353516,-2.6540019512176514,2.250915765762329,6,normal,1,0,0,0,0.8088396191596985,1.0,0.9782174229621887,7.9643731117248535,0.10522166639566422,0.8784915208816528,0.7584509253501892,7.18513822270363,6.041646957397461,-2.800398349761963,5.353435516357422,-2.800398349761963,4.0,0.2654578238725662,0
28,1,1.0,-137.2352752685547,10.352712631225586,-93.85865020751953,33.444515228271484,-93.85865020751953,33.444515228271484,-93.85865020751953,33.444515228271484,-90.05882263183594,39.984378814697266,-90.36913299560547,39.21175765991211,-2.7632999420166016,1.991461992263794,6,normal,1,0,0,0,0.8140946626663208,1.0,0.9805301427841187,8.408661842346191,0.09212466329336166,0.8680849075317383,0.6687543988227844,8.253865555881545,7.5636305809021,-1.332167625427246,7.445390701293945,-1.332167625427246,4.0,0.23406403958797453,0
29,1,1.0,-137.2352752685547,10.352712631225586,-98.58998107910156,33.47450637817383,-93.85865020751953,33.444515228271484,-93.85865020751953,33.444515228271484,-93.13243103027344,41.20322036743164,-92.94908142089844,40.02416229248047,-2.7129101753234863,1.58858323097229,6,normal,1,0,0,0,0.8501577377319336,1.0,0.9662339687347412,8.46892261505127,0.08857212215662003,0.8655871152877808,0.6889740824699402,8.151235683298475,7.792618274688721,-3.9471163749694824,6.719016075134277,-3.9471163749694824,4.0,0.24114092886447905,0
30,1,1.0,-137.2352752685547,10.352712631225586,-103.32131958007812,33.50449752807617,-103.32131958007812,33.50449752807617,-103.32131958007812,33.50449752807617,-95.66199493408203,41.61274719238281,-96.20494842529297,41.329917907714844,-2.8812429904937744,1.4937865734100342,6,normal,1,0,0,0,0.8091006278991699,1.0,0.9039883017539978,8.259027481079102,0.07234963029623032,0.8568917512893677,0.519149661064148,9.502422713905357,11.153876304626465,2.5123825073242188,10.867238998413086,2.5123825073242188,4.0,0.18170238137245176,0
31,1,1.0,-147.09031677246094,11.321191787719727,-112.78398895263672,33.56447219848633,-108.05265808105469,33.53448486328125,-108.05265808105469,33.53448486328125,-99.08618927001953,42.82370376586914,-99.79893493652344,42.565059661865234,-3.0828359127044678,1.403599739074707,6,normal,1,0,0,0,0.7574167251586914,1.0,0.9234719276428223,7.548564434051514,0.11027636379003525,0.8842389583587646,0.4796571731567383,9.098413993493484,12.910737991333008,3.6846837997436523,12.373772621154785,3.6846837997436523,4.0,0.16788001060485838,0
32,1,1.0,-147.09031677246094,11.321191787719727,-112.78398895263672,33.56447219848633,-108.05265808105469,33.53448486328125,-108.05265808105469,33.53448486328125,-102.88176727294922,43.968658447265625,-103.25016021728516,43.329078674316406,-3.1909494400024414,1.2031885385513306,6,normal,1,0,0,0,0.6703605055809021,1.0,0.9192554950714111,7.1996169090271,0.1565830558538437,0.9067365527153015,0.5218505263328552,8.257856927964312,11.645174980163574,0.38248634338378906,11.638891220092773,0.38248634338378906,4.0,0.18264768421649932,0
33,1,1.0,-147.09031677246094,11.321191787719727,-112.78398895263672,33.56447219848633,-112.78398895263672,33.56447219848633,-112.78398895263672,33.56447219848633,-106.44110870361328,44.53226852416992,-107.0585708618164,43.9756965637207,-3.372313976287842,1.0360456705093384,6,normal,1,0,0,0,0.713946521282196,1.0,0.9083918929100037,6.828087329864502,0.23631910979747772,0.9305245876312256,0.5029422640800476,8.005333558220412,12.66983413696289,2.065384864807129,12.500354766845703,2.065384864807129,4.0,0.17602979242801664,0
34,1,1.0,-156.9862060546875,12.222880363464355,-112.78398895263672,33.56447219848633,-112.7534408569336,38.322628021240234,-112.7534408569336,38.322628021240234,-110.4308853149414,45.011741638183594,-110.864013671875,43.8676872253418,-3.5305943489074707,0.6514164805412292,6,normal,1,0,0,0,0.716397762298584,1.0,0.9718214273452759,7.084629058837891,0.08313558995723724,0.8729663491249084,0.6892213225364685,6.81724759221275,7.080854892730713,0.25572335720062256,7.076235771179199,0.25572335720062256,4.0,0.24122746288776395,0
35,1,1.0,-156.9862060546875,12.222880363464355,-117.51532745361328,33.59445571899414,-117.48477935791016,38.35261535644531,-117.48477935791016,38.35261535644531,-114.39460754394531,44.51910400390625,-115.13179016113281,43.50798416137695,-3.795461416244507,0.29846662282943726,6,normal,1,0,0,0,0.7485637068748474,1.0,0.9785151481628418,7.450457572937012,0.1340026557445526,0.8958333134651184,0.7244642972946167,6.934113671060496,6.897444725036621,1.9200090169906616,6.6248250007629395,1.9200090169906616,4.0,0.2535625040531158,0
36,1,1.0,-166.95358276367188,13.180227279663086,-117.51532745361328,33.59445571899414,-117.48477935791016,38.35261535644531,-117.48477935791016,38.35261535644531,-118.92725372314453,43.80644989013672,-118.5449447631836,42.78435516357422,-3.6693835258483887,-0.07633076608181,6,normal,1,0,0,0,0.7934134602546692,1.0,0.9655877947807312,8.404494285583496,0.11005228757858276,0.8776283860206604,0.7618650794029236,7.558915592615559,5.641368865966797,-1.865592360496521,5.323965549468994,-1.865592360496521,4.0,0.26665277779102325,0
37,1,1.0,-166.95358276367188,13.180227279663086,-117.51532745361328,33.59445571899414,-117.51532745361328,33.59445571899414,-117.51532745361328,33.59445571899414,-122.21432495117188,42.70802307128906,-121.5029296875,42.102821350097656,-3.460252285003662,-0.27743783593177795,6,normal,1,0,0,0,0.8698884844779968,1.0,0.8383783102035522,8.166952133178711,0.10044382512569427,0.8744643926620483,0.5900330543518066,8.687941445644352,10.253667831420898,-4.50844144821167,9.20932388305664,-4.50844144821167,4.0,0.2065115690231323,0
38,1,1.0,-166.95358276367188,13.180227279663086,-117.51532745361328,33.59445571899414,-117.51532745361328,33.59445571899414,-117.51532745361328,33.59445571899414,-124.96318054199219,41.825382232666016,-123.88744354248047,41.22648620605469,-3.130965232849121,-0.48454368114471436,6,normal,1,0,0,0,0.8676983118057251,1.0,0.8390378952026367,8.12635326385498,0.10128645598888397,0.875216543674469,0.5957980155944824,8.592059964036986,11.100390434265137,-6.766195774078369,8.799843788146973,-6.0,4.0,0.20852930545806883,0
39,1,1.0,-176.89031982421875,14.204366683959961,-122.24665832519531,33.62443923950195,-126.97799682617188,33.654422760009766,-126.97799682617188,33.654422760009766,-127.0184097290039,40.741943359375,-127.08641815185547,40.07600784301758,-3.154432773590088,-0.718447744846344,6,normal,1,0,0,0,0.9043647050857544,1.0,0.928248405456543,9.711950302124023,0.03685556352138519,0.8166488409042358,0.646799623966217,9.743131988233149,7.0876359939575195,1.0440133810043335,7.010322570800781,1.0440133810043335,4.0,0.22637986838817595,0
40,1,1.0,-176.89031982421875,14.204366683959961,-122.24665832519531,33.62443923950195,-126.97799682617188,33.654422760009766,-126.97799682617188,33.654422760009766,-130.2408447265625,39.35755920410156,-129.72592163085938,38.708160400390625,-2.9649481773376465,-0.9458045959472656,6,normal,1,0,0,0,0.899145245552063,1.0,0.9344850778579712,9.717360496520996,0.03731175884604454,0.8170921802520752,0.6738545298576355,9.49095815190872,6.570535659790039,-1.9148740768432617,6.28531551361084,-1.9148740768432617,4.0,0.2358490854501724,0
41,1,1.0,-176.89031982421875,14.204366683959961,-131.70933532714844,33.68440246582031,-136.44065856933594,33.71438217163086,-136.44065856933594,33.71438217163086,-132.6908721923828,37.76235580444336,-133.6028289794922,36.77788543701172,-3.268638849258423,-1.3023900985717773,6,normal,1,0,0,0,0.96632981300354,1.0,0.9511311650276184,9.928162574768066,0.04054144024848938,0.8189720511436462,0.771569550037384,8.852025783365054,5.517879009246826,4.80263614654541,2.716923236846924,4.80263614654541,2.716923236846924,0.2700493425130844,0
42,1,1.0,-186.7760009765625,15.10605525970459,-136.44065856933594,33.71438217163086,-136.44065856933594,33.71438217163086,-136.44065856933594,33.71438217163086,-136.87147521972656,35.475494384765625,-136.75991821289062,35.019447326660156,-3.2106480598449707,-1.4754201173782349,6,normal,1,0,0,0,0.9701125025749207,1.0,0.9293086528778076,9.920735359191895,0.03989811986684799,0.8183760643005371,0.8050951957702637,8.588673379925497,1.8130414485931396,0.25165772438049316,1.7954908609390259,0.25165772438049316,1.7954908609390259,0.28178331851959226,0
43,1,1.0,-186.7760009765625,15.10605525970459,-136.47120666503906,28.956222534179688,-141.1719970703125,33.74435806274414,-141.1719970703125,33.74435806274414,-139.97056579589844,33.54402542114258,-140.25238037109375,33.59101867675781,-3.315659284591675,-1.4728999137878418,6,normal,1,0,0,0,0.9921979904174805,1.0,0.9052524566650391,10.426172256469727,0.03382301330566406,0.8086097240447998,0.8058732151985168,9.020169443652234,1.2180190086364746,1.0080286264419556,-0.6837021708488464,1.0080286264419556,-0.6837021708488464,0.28205562531948086,0
44,1,1.0,-186.7760009765625,15.10605525970459,-141.20254516601562,28.9862003326416,-145.90333557128906,33.77433395385742,-145.90333557128906,33.77433395385742,-143.5680389404297,32.11811828613281,-144.07394409179688,32.47691345214844,-3.4981865882873535,-1.3639602661132812,6,normal,1,0,0,0,0.994819700717926,1.0,0.8883605599403381,10.541726112365723,0.03355911374092102,0.8075664639472961,0.7816466689109802,9.31538650885648,2.862981081008911,1.4618186950683594,-2.461655378341675,1.4618186950683594,-2.461655378341675,0.2735763341188431,0
45,1,1.0,-196.71273803710938,15.974347114562988,-150.6652069091797,29.04615020751953,-145.93386840820312,29.01617431640625,-145.93386840820312,29.01617431640625,-147.57212829589844,31.112953186035156,-147.20651245117188,30.645009994506836,-3.374584913253784,-1.5437211990356445,6,normal,1,0,0,0,0.9947354197502136,1.0,0.891679048538208,10.457218170166016,0.035567402839660645,0.8103139400482178,0.7838003039360046,9.22315696499959,2.660897731781006,-0.764647901058197,2.5486645698547363,-0.764647901058197,2.5486645698547363,0.2743301063776016,0
46,1,1.0,-196.71273803710938,15.974347114562988,-150.6652069091797,29.04615020751953,-150.6652069091797,29.04615020751953,-150.6652069091797,29.04615020751953,-150.5811004638672,29.101287841796875,-150.60154724121094,29.087879180908203,-3.3886985778808594,-1.5436069965362549,6,normal,1,0,0,0,0.9941099286079407,1.0,0.8933358788490295,10.323333740234375,0.03357936814427376,0.8090113401412964,0.8090023994445801,8.907085736130957,0.10056865215301514,0.09942059218883514,0.015152517706155777,0.09942059218883514,0.015152517706155777,0.283150839805603,0
47,1,1.0,-196.71273803710938,15.974347114562988,-155.4270782470703,24.317964553833008,-155.39654541015625,29.076122283935547,-155.39654541015625,29.076122283935547,-153.99024963378906,27.54427146911621,-154.304443359375,27.886510848999023,-3.5058722496032715,-1.4179173707962036,6,normal,1,0,0,0,0.9951044321060181,1.0,0.8881911039352417,10.510573387145996,0.03225594758987427,0.8063021302223206,0.7902145385742188,9.218066452905381,2.079479455947876,0.6447704434394836,-1.9769941568374634,0.6447704434394836,-1.9769941568374634,0.27657508850097656,0
48,1,1.0,-206.75160217285156,16.920562744140625,-160.1584014892578,24.34793472290039,-160.1584014892578,24.34793472290039,-160.1584014892578,24.34793472290039,-157.81031799316406,26.46859359741211,-158.36166381835938,25.970645904541016,-3.69913387298584,-1.5994088649749756,6,normal,1,0,0,0,0.9948787093162537,1.0,0.8894338011741638,10.297033309936523,0.032262012362480164,0.8077021837234497,0.795848548412323,8.98638247105518,3.1639676094055176,2.971904754638672,1.0855743885040283,2.971904754638672,1.0855743885040283,0.27854699194431304,0
49,1,1.0,-206.75160217285156,16.920562744140625,-164.88973999023438,24.377904891967773,-160.1584014892578,24.34793472290039,-160.1584014892578,24.34793472290039,-162.060791015625,24.37123680114746,-161.61007690429688,24.3657169342041,-3.530043363571167,-1.6006072759628296,6,normal,1,0,0,0,0.9925070405006409,1.0,0.8992012739181519,10.318092346191406,0.032398924231529236,0.8077194690704346,0.8028257489204407,8.950261872493519,1.9025322198867798,-1.7369110584259033,0.7763819098472595,-1.7369110584259033,0.7763819098472595,0.2809890121221542,0
50,1,1.0,-206.75160217285156,16.920562744140625,-164.92027282714844,19.619747161865234,-164.92027282714844,19.619747161865234,-164.92027282714844,19.619747161865234,-165.14012145996094,22.76511001586914,-165.0914764404297,22.069244384765625,-3.5236876010894775,-1.8434642553329468,6,normal,1,0,0,0,0.9935879111289978,1.0,0.9022209644317627,10.315184593200684,0.037697553634643555,0.8134995102882385,0.7777010202407837,9.147091656437636,3.1530368328094482,1.0986707210540771,2.9554295539855957,1.0986707210540771,2.9554295539855957,0.2721953570842743,0
51,1,1.0,-216.74961853027344,17.889041900634766,-164.92027282714844,19.619747161865234,-164.92027282714844,19.619747161865234,-164.92027282714844,19.619747161865234,-168.6151580810547,20.225780487060547,-167.77310180664062,20.08766746520996,-3.2338879108428955,-1.888217568397522,6,normal,1,0,0,0,0.9928608536720276,1.0,0.9036833047866821,10.307953834533691,0.037788260728120804,0.8136414885520935,0.7861573696136475,9.072646193404466,3.744256019592285,-2.992983341217041,2.2497782707214355,-2.992983341217041,2.2497782707214355,0.27515507936477657,0
52,1,1.0,-216.74961853027344,17.889041900634766,-169.68212890625,14.891556739807129,-169.68212890625,14.891556739807129,-169.68212890625,14.891556739807129,-171.00698852539062,18.19944953918457,-170.72398376464844,17.49283218383789,-3.1421058177948,-2.141803503036499,6,normal,1,0,0,0,0.9942101240158081,1.0,0.8923311233520508,10.360465049743652,0.036895882338285446,0.8123618960380554,0.7633189558982849,9.305927106382804,3.5633420944213867,0.5238150358200073,3.5246310234069824,0.5238150358200073,3.5246310234069824,0.2671616345643997,0
53,1,1.0,-216.74961853027344,17.889041900634766,-169.68212890625,14.891556739807129,-169.68212890625,14.891556739807129,-169.68212890625,14.891556739807129,-173.8660888671875,15.351028442382812,-172.932861328125,15.248544692993164,-2.806898355484009,-2.1800808906555176,6,normal,1,0,0,0,0.9938593506813049,1.0,0.8959946632385254,10.339978218078613,0.036278434097766876,0.8118410706520081,0.7740649580955505,9.198737264790411,4.209113597869873,-3.1983866691589355,2.7362306118011475,-3.1983866691589355,2.7362306118011475,0.2709227353334427,0
54,1,1.0,-226.6659393310547,18.824125289916992,-174.44398498535156,10.163365364074707,-174.44398498535156,10.163365364074707,-174.44398498535156,10.163365364074707,-175.73976135253906,13.068464279174805,-175.45513916015625,12.430333137512207,-2.703812599182129,-2.414123296737671,6,normal,1,0,0,0,0.9944641590118408,1.0,0.8884566426277161,10.438401222229004,0.03561917692422867,0.8104921579360962,0.772209107875824,9.301654343179726,3.1809804439544678,0.7586333751678467,3.0891923904418945,0.7586333751678467,3.0891923904418945,0.27027318775653836,0
55,1,1.0,-226.6659393310547,18.824125289916992,-174.44398498535156,10.163365364074707,-179.17530822753906,10.193330764770508,-179.17530822753906,10.193330764770508,-178.15895080566406,10.016209602355957,-178.4015350341797,10.058484077453613,-2.7765731811523438,-2.4024925231933594,6,normal,1,0,0,0,0.9929226040840149,1.0,0.9005646705627441,10.438465118408203,0.031456246972084045,0.8058549761772156,0.8028538227081299,9.054456786106288,1.0316754579544067,0.6401729583740234,-0.8090320229530334,0.6401729583740234,-0.8090320229530334,0.2809988379478454,0
56,1,1.0,-226.6659393310547,18.824125289916992,-179.17530822753906,10.193330764770508,-179.20584106445312,5.435173034667969,-179.20584106445312,5.435173034667969,-181.1781005859375,7.655991554260254,-180.75250244140625,7.176755428314209,-2.612684965133667,-2.5805459022521973,6,normal,1,0,0,0,0.9949854612350464,1.0,0.8839484453201294,10.522675514221191,0.03224494308233261,0.8062112331390381,0.7713152170181274,9.384226089612657,2.970158576965332,-0.03829920291900635,2.969911575317383,-0.03829920291900635,2.969911575317383,0.26996032595634456,0
