frame_id,image_path,forward_rows,candidate_count,reference_x,reference_y,previous_kalman_output_s,previous_kalman_output_e,previous_ms_s,previous_ms_e,previous_ms_x,previous_ms_y,previous_ms_support,kalman_prior_s,kalman_prior_e,current_softms_x,current_softms_y,gru_measurement_s,gru_measurement_e,gru_measurement_var_s,gru_measurement_var_e,gru_velocity_s,gru_velocity_e,gru_acceleration_s,gru_acceleration_e,gru_heading_residual_deg,final_s,final_e,final_x,final_y,error_final_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,search_heading_deg,tracking_core_latency_ms
0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,5,30,-37.63298034667969,0.8348962068557739,0.0,0.0,0.0,0.0,-37.632978691184114,0.8348961808190729,0.0,0.0,0.0,-40.00403594970703,-0.43743133544921875,2.3673501014709473,1.634405493736267,1.0,5.0690717697143555,1.3063147068023682,-0.002925364300608635,0.024584241211414337,-0.007455169688910246,-0.25981551350924553,0.0,0.0,-37.632978691184114,0.8348961808190729,1.6557003061335768e-06,-41.41473208662878,-2.1012529727827833,-3.781751739949091,-2.9361491796385573,173.92622821886636,1015.8407400012948
1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,5,30,-47.69226837158203,1.7922438383102417,0.0,0.0,0.0,-0.501803178993755,-33.09626388549805,0.8567975759506226,0.7213715314865112,10.046361691698882,-0.007579358760267496,-53.813392639160156,1.2085033655166626,10.536495208740234,2.7858664989471436,5.271441459655762,5.244235038757324,1.8467119932174683,-0.03462523594498634,0.20845437049865723,-0.0157802551984787,-0.1012450013047965,7.82853719510169,1.6474238631601008,-45.59188234938173,0.02504893625458693,2.7449224513829003,-51.3870498450466,-1.2895301306937865,-3.6947814734645634,-3.0817739690040282,173.8352927878041,123.08516699704342
2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,5,30,-50.9120979309082,2.1374623775482178,7.82853719510169,1.6474238631601008,13.569321462557836,1.7811538421706954,-51.31459045410156,0.49949562549591064,0.5557819604873657,11.248866766088758,1.6168144882942113,-56.83416748046875,0.9981260299682617,13.162612915039062,3.2542786598205566,29.970359802246094,5.016903877258301,1.8844091892242432,-0.044391095638275146,-0.03422559052705765,-0.02863662876188755,0.13605891573138784,11.648654302850014,2.7933332610638297,-49.511802563673406,-0.7102255558250401,3.173350544988513,-54.51428199964562,-1.0873869059428523,-3.6021840687374134,-3.22484928349107,173.83168444022024,25.72322401101701
3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,5,30,-54.1414794921875,2.4837052822113037,11.648654302850014,2.7933332610638297,16.08044764394957,1.593772920690717,-53.79179382324219,0.9515241384506226,0.606593132019043,15.032043851528053,2.7485244933278716,-56.72254180908203,0.8917849063873291,16.283203125,4.31630802154541,1.0,5.81722354888916,2.220540761947632,-0.04084566980600357,0.3406863212585449,-0.014923647977411747,0.1103198280918708,15.559231818742893,3.62430131191251,-53.4883517929363,-1.122755114265241,3.6651237882072856,-57.64550818893699,-0.8814474091462432,-3.504028696749486,-3.365152691357547,173.91239537824978,25.696392985992134
4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,5,30,-57.659645080566406,2.8609108924865723,15.559231818742893,3.62430131191251,15.474435592560745,1.3959389416966648,-53.168251037597656,1.0841261148452759,0.6229566335678101,19.1800454310504,3.580155467035744,-72.72826385498047,4.247552394866943,29.308923721313477,2.309337854385376,23.35397720336914,5.25508975982666,2.236363172531128,-0.05398799106478691,0.1509653925895691,-0.03621012717485428,0.2861863402861359,19.78714774648828,2.9070190704957257,-57.616639415323924,0.037851715275300624,2.8233867261286982,-61.06003871509445,-0.6415523486375916,-3.400393634528043,-3.502463241124164,173.95584881163072,26.090500003192574
5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,5,30,-60.85377502441406,3.1642963886260986,19.78714774648828,2.9070190704957257,19.23121417009647,1.8152796525386194,-56.94831085205078,1.064639925956726,0.6106258630752563,23.022954556252238,2.853033865948082,-77.80322265625,4.055117130279541,34.321861267089844,3.1073315143585205,30.32711410522461,5.281278133392334,2.3220834732055664,-0.0569523461163044,0.1373252123594284,-0.039911214262247086,0.49772805109328827,23.336917263843283,2.973173005604698,-61.15348191984518,0.34766628511510245,2.832530558206446,-64.14514128436127,-0.472265461726169,-3.2913662599472175,-3.6365618503522676,174.04564681942804,26.694394007790834
6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,5,30,-64.02477264404297,3.465484857559204,23.336917263843283,2.973173005604698,35.108235749472044,0.5159354738097731,-72.59872436523438,4.036620140075684,0.6309318542480469,26.52198285419817,2.91789676817651,-77.33518981933594,3.8306312561035156,33.82491683959961,3.174445629119873,32.995235443115234,5.2131123542785645,2.336731195449829,-0.05679736286401749,0.10300423949956894,-0.04025522246956825,0.5427393178887896,26.52198285419817,3.0391051450908724,-64.327644300631,0.6191124902536411,2.8624407231810145,-67.2018156732335,-0.30174683902330957,-3.1770430291905294,-3.7672316965825137,174.17805510576974,26.79741001338698
7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,5,30,-67.50447845458984,3.795994520187378,26.52198285419817,3.0391051450908724,38.26646993047891,1.8853385155281903,-75.88412475585938,3.009073495864868,0.643730878829956,30.017126139965036,2.984415182673985,-78.88429260253906,3.273344039916992,35.303062438964844,3.729365825653076,31.74721908569336,5.089960098266602,2.403149366378784,-0.05126442760229111,0.09155112504959106,-0.035579293966293335,0.6188665786653419,30.017126139965036,3.321789152321878,-67.8330780239154,0.7078325423597134,3.105595285651596,-70.56200789127028,-0.09826408944263809,-3.0575294366804333,-3.894258609630016,174.27987444327442,26.832142000785097
8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,5,30,-70.70535278320312,4.076558589935303,30.017126139965036,3.321789152321878,37.72106218707442,1.9742002689297067,-75.35118103027344,2.863001585006714,0.6386203765869141,33.22971848128238,3.274353712198797,-80.12628936767578,3.0112552642822266,36.51240539550781,4.1981201171875,26.777868270874023,5.120940685272217,2.4621341228485107,-0.04844879359006882,0.09008897840976715,-0.03337651863694191,0.7200247752026984,33.22971848128238,3.7137541808814665,-71.06910980974527,0.6579886239407409,3.4378684946866196,-73.63829274052361,0.05912712551819155,-2.9329399573204826,-4.017431464417111,174.3727015699325,26.959128997987136
9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,5,30,-73.90149688720703,4.35670804977417,33.22971848128238,3.7137541808814665,39.60289911333733,2.473636943261822,-77.27529907226562,2.565483570098877,0.6807354688644409,36.43756328176886,3.674604691627707,-78.7362060546875,2.4943764209747314,37.06250762939453,4.786106109619141,1.0,5.44748067855835,2.586047410964966,-0.03533707559108734,0.35764989256858826,-0.005304630380123854,0.5681183798538529,36.43756328176886,4.263032327131569,-74.31706583045899,0.4512123354896893,3.9275430387062586,-76.7048948581411,0.22016547625838356,-2.80339797093407,-4.136542573515786,174.46844454703597,26.781043998198584
