sequence_index,frame_id,timestamp_ns,dt_s,image_path,active_waypoint_from,active_waypoint_to,gt_x,gt_y,visual_x,visual_y,final_x,final_y,progress_s_visual_m,progress_s_final_m,cross_visual_m,cross_final_m,rnn_speed_fraction,rnn_moving_speed_mps,rnn_speed_mps,predicted_step_m,stop_probability,rnn_cross_speed_mps,rnn_delta_cross_m,speed_limit_mps,gt_speed_mps_eval_only,selected_patch_x,selected_patch_y,selected_patch_progress_s_m,candidate_probability_max,candidate_probability_margin,candidate_route_distance_m,route_heading_deg_enu,heading_residual_deg,estimated_heading_deg_enu,search_heading_deg_enu,measurement_variance_s,measurement_variance_cross,forward_candidate_count,error_visual_m,error_final_m
10,10,1782720773594950104,0.3344494104385376,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,0,1,-54.585689544677734,1.3803616762161255,-25.272592544555664,-0.3593674898147583,-22.78009605407715,-0.8469354510307312,6.6461968421936035,4.116040801349918,-1.1013474464416504,-0.8809613874591723,0.48884400725364685,9.255661010742188,8.515012741088867,2.8478410243988037,0.08002115786075592,-0.8560225963592529,-0.2862962484359741,18.93377332531162,9.995906706848709,-27.772829055786133,9.233684539794922,10.150054931640625,0.09602690488100052,0.012095771729946136,10.375009536743164,173.90999868913076,0.3147700149519781,174.22476870408275,174.22474186357374,20.0,2.1998190879821777,18,29.36467742919922,31.883485794067383
11,11,1782720773928610181,0.33366015553474426,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,0,1,-57.930152893066406,1.7030118703842163,-25.574886322021484,-0.2615087032318115,-23.084915161132812,-0.7483981251716614,6.95716667175293,4.429593544525482,-1.16658353805542,-0.9466041303373367,0.48884451389312744,9.255671501159668,8.515028953552246,2.841125965118408,0.08002042770385742,-0.856027364730835,-0.2856222093105316,18.93377332531162,10.07009910969109,-27.772829055786133,9.233684539794922,10.150054931640625,0.09610527008771896,0.01204826682806015,10.375009536743164,173.90999868913076,0.314784208938847,174.2247828980696,174.22476870408275,20.0,2.1998190879821777,18,32.414852142333984,34.93136215209961
12,12,1782720774262978891,0.334368497133255,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,0,1,-61.281715393066406,2.0263473987579346,-25.885635375976562,-0.1617293357849121,-23.387718200683594,-0.6500033140182495,7.2767486572265625,4.741125627052466,-1.2328320741653442,-1.0123193716334904,0.4888441562652588,9.255663871765137,8.515021324157715,2.8471548557281494,0.0800204947590828,-0.8560253977775574,-0.28622791171073914,18.93377332531162,10.070096068958232,-27.772829055786133,9.233684539794922,10.150054931640625,0.09624996036291122,0.012343935668468475,10.375009536743164,173.90999868913076,0.31477823252332326,174.22477692165407,174.2247828980696,20.0,2.1998190879821777,18,35.463645935058594,37.9883918762207
13,13,1782720774596477240,0.33349835872650146,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,0,1,-64.62455749511719,2.3488411903381348,-26.181148529052734,-0.06486284732818604,-23.687620162963867,-0.5521296262741089,7.580867767333984,5.049719942799981,-1.29780113697052,-1.077823788865882,0.4888438880443573,9.255659103393555,8.515010833740234,2.8397421836853027,0.08002112060785294,-0.856021523475647,-0.2854817807674408,18.93377332531162,10.070100411533225,-27.772829055786133,9.233684539794922,10.150054931640625,0.09635075181722641,0.0124526247382164,10.375009536743164,173.90999868913076,0.31476409189730725,174.22476278102806,174.2247769216541,20.0,2.1998190879821777,18,38.519107818603516,41.03959274291992
14,14,1782720774930314199,0.3338370621204376,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,0,1,-67.96265411376953,2.678952693939209,-26.48389434814453,0.0336071252822876,-23.986148834228516,-0.45435893535614014,7.89235258102417,5.356935961526819,-1.363596796989441,-1.1433715480229594,0.48884469270706177,9.255674362182617,8.515030860900879,2.84263277053833,0.08002050966024399,-0.8560254573822021,-0.28577300906181335,18.93377332531162,10.047954629796353,-27.772829055786133,9.233684539794922,10.150054931640625,0.09639809280633926,0.012332916259765625,10.375009536743164,173.90999868913076,0.31478210118515787,174.22478079031592,174.2247627810281,20.0,2.1998190879821777,18,41.56303024291992,44.08798599243164
15,15,1782720775264162792,0.3338485658168793,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,0,1,-71.30087280273438,3.009075880050659,-26.782516479492188,0.13139843940734863,-24.283348083496094,-0.3567417860031128,8.199665069580078,5.662815282680945,-1.4291551113128662,-1.2089077801430779,0.48884445428848267,9.255669593811035,8.51502513885498,2.842728853225708,0.08002058416604996,-0.8560276031494141,-0.285783588886261,18.93377332531162,10.04797547316802,-27.772829055786133,9.233684539794922,10.150054931640625,0.09617265313863754,0.012618035078048706,10.375009536743164,173.90999868913076,0.3147915994169724,174.22479028854772,174.22478079031592,20.0,2.1998190879821777,18,44.61126708984375,47.13784408569336
16,16,1782720775598401676,0.3342389762401581,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,0,1,-74.64299774169922,3.3395848274230957,-27.082984924316406,0.22970104217529297,-24.579830169677734,-0.2591322660446167,8.508866310119629,5.9679775184593575,-1.4950262308120728,-1.2745125146209444,0.4888441264629364,9.255663871765137,8.515018463134766,2.846050977706909,0.08002070337533951,-0.8560296297073364,-0.2861184775829315,18.93377332531162,10.047982207003193,-27.772829055786133,9.233684539794922,10.150054931640625,0.096736378967762,0.012709468603134155,10.375009536743164,173.90999868913076,0.3147958416047772,174.22479453073555,174.22479028854775,20.0,2.1998190879821777,18,47.66157913208008,50.192344665527344
17,17,1782720775932325596,0.3339238464832306,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,0,1,-77.97047424316406,3.6625680923461914,-27.37681770324707,0.3267594575881958,-24.875179290771484,-0.16171026229858398,8.811339378356934,6.271995482672612,-1.56036376953125,-1.3400510608743648,0.4888429641723633,9.25564193725586,8.51500129699707,2.8433620929718018,0.08002045750617981,-0.8560372591018677,-0.28585124015808105,18.93377332531162,10.011609313118466,-27.772829055786133,9.233684539794922,10.150054931640625,0.0969352051615715,0.01235780119895935,10.375009536743164,173.90999868913076,0.3148343681405643,174.22483305727133,174.22479453073555,20.0,2.1998190879821777,18,50.70351028442383,53.23284149169922
18,18,1782720776265759767,0.3334341049194336,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,0,1,-81.29307556152344,3.9850776195526123,-27.668075561523438,0.4233194589614868,-25.169418334960938,-0.0645071268081665,9.111194610595703,6.57488649492897,-1.6254794597625732,-1.4054897371607178,0.4888443946838379,9.255668640136719,8.515023231506348,2.8391990661621094,0.08002077043056488,-0.8560265302658081,-0.2854284346103668,18.93377332531162,10.011623683254632,-27.772829055786133,9.233684539794922,10.150054931640625,0.0986161008477211,0.012760624289512634,10.375009536743164,173.90999868913076,0.3147804469987182,174.22477913612948,174.22483305727133,20.0,2.1998190879821777,18,53.74315643310547,56.26956558227539
19,19,1782720776599687157,0.3339274227619171,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,0,1,-84.62059020996094,4.3080644607543945,-27.966432571411133,0.521382212638855,-25.46354866027832,0.03277933597564697,9.418272018432617,6.877679060824412,-1.6913357973098755,-1.4710224315389508,0.48884251713752747,9.255633354187012,8.514979362487793,2.8433852195739746,0.080021932721138,-0.8560128211975098,-0.28584614396095276,18.93377332531162,10.01161632861792,-27.772829055786133,9.233684539794922,10.150054931640625,0.09935437142848969,0.013016462326049805,10.375009536743164,173.90999868913076,0.31473581064527517,174.22473449977605,174.22477913612948,20.0,2.1998190879821777,18,56.78056716918945,59.31133270263672
20,20,1782720776933383829,0.33369678258895874,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,0,1,-87.91920471191406,4.623467922210693,-28.258647918701172,0.6182714700698853,-25.75704574584961,0.1299527883529663,9.71911907196045,7.179829519010001,-1.7566769123077393,-1.5365101735609972,0.48884478211402893,9.25567626953125,8.515035629272461,2.841439962387085,0.08002015948295593,-0.8560300469398499,-0.2856544852256775,18.93377332531162,9.930150256238141,-27.772829055786133,9.233684539794922,10.150054931640625,0.09943545609712601,0.012976743280887604,10.375009536743164,173.90999868913076,0.31479898989509775,174.22479767902587,174.22473449977605,20.0,2.1998190879821777,18,59.79484558105469,62.32435989379883
21,21,1782720777267388381,0.3340044915676117,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,0,1,-91.22086334228516,4.939162731170654,-28.55441665649414,0.7159043550491333,-26.050437927246094,0.22716403007507324,10.023574829101562,7.481877437145309,-1.8223806619644165,-1.6020468234334861,0.4888051450252533,9.254925727844238,8.514093399047852,2.843745470046997,0.0800473541021347,-0.8558880686759949,-0.2858704626560211,18.93377332531162,9.93015732291658,-32.53472900390625,4.505537986755371,14.383468627929688,0.0845349058508873,0.0016962438821792603,5.16835355758667,173.90999868913076,0.31460488979270773,174.22460357892348,174.22479767902587,20.0,2.1998190879821777,18,62.80859375,65.3405532836914
22,22,1782720777600781649,0.3333931565284729,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,0,1,-94.5164794921875,5.254280090332031,-28.843000411987305,0.8121234178543091,-26.343048095703125,0.3241816759109497,10.320737838745117,7.783129208460675,-1.8874406814575195,-1.6674738408447456,0.4888462722301483,9.255703926086426,8.51505184173584,2.838860034942627,0.08002122491598129,-0.8560276627540588,-0.28539377450942993,18.93377332531162,9.930158870913964,-32.53472900390625,4.505537986755371,14.383468627929688,0.08513937145471573,0.0015838965773582458,5.16835355758667,173.90999868913076,0.31481769287403594,174.2248163820048,174.22460357892348,20.0,2.1998190879821777,18,65.82353973388672,68.3514633178711
23,23,1782720777935310192,0.33452850580215454,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,0,1,-97.71556854248047,5.570963382720947,-29.14511489868164,0.9111312627792358,-26.636432647705078,0.4215056896209717,10.631650924682617,8.085183869724682,-1.9538383483886719,-1.7331231645754663,0.4888453781604767,9.255687713623047,8.515032768249512,2.8485212326049805,0.08002161979675293,-0.8560245037078857,-0.2863645851612091,18.93377332531162,9.609720662447836,-32.53472900390625,4.505537986755371,14.383468627929688,0.0853239893913269,0.0013675987720489502,5.16835355758667,173.90999868913076,0.3148223619486639,174.22482105107943,174.2248163820048,20.0,2.1998190879821777,18,68.72859954833984,71.26541900634766
24,24,1782720778302036009,0.366725891828537,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,0,1,-101.2225570678711,5.918126583099365,-29.708187103271484,1.0649455785751343,-26.957860946655273,0.5281755924224854,11.207865715026855,8.416115419663063,-2.0470476150512695,-1.8050904891612587,0.4888453781604767,9.255687713623047,8.515028953552246,3.1226816177368164,0.08002199977636337,-0.8560196161270142,-0.31392455101013184,18.93377332531162,9.609711084161521,-32.53472900390625,4.505537986755371,14.383468627929688,0.08550146967172623,0.0013342052698135376,5.16835355758667,173.90999868913076,0.31478079384426205,174.224779482975,174.22482105107943,20.0,2.1998190879821777,18,71.6788558959961,74.46002960205078
25,25,1782720778635593961,0.33355802297592163,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,0,1,-104.41236877441406,6.233891487121582,-29.751794815063477,1.1134203672409058,-27.250078201293945,0.6251826286315918,11.256370544433594,8.716974687480775,-2.090622663497925,-1.870548795138531,0.48884502053260803,9.255681037902832,8.515023231506348,2.840254306793213,0.08002196997404099,-0.8560191988945007,-0.28553205728530884,18.93377332531162,9.609730932288572,-32.53472900390625,4.505537986755371,14.383468627929688,0.0861383005976677,0.0012524500489234924,5.16835355758667,173.90999868913076,0.31479416073791117,174.22479284986866,174.22477948297504,20.0,2.1998190879821777,18,74.8359603881836,77.3658676147461
26,26,1782720778969481734,0.3338877558708191,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,0,1,-107.75296020507812,6.5345540046691895,-30.04677391052246,1.2110058069229126,-27.54247283935547,0.7222737073898315,11.560035705566406,9.018017845656397,-2.156363010406494,-1.9360717137113368,0.48884502053260803,9.255681037902832,8.515023231506348,2.843061923980713,0.08002196997404099,-0.8560189604759216,-0.2858142554759979,18.93377332531162,10.045574322255698,-32.53472900390625,4.505537986755371,14.383468627929688,0.08585906028747559,0.0011998862028121948,5.16835355758667,173.90999868913076,0.3147937605315145,174.22479244966226,174.2247928498687,20.0,2.1998190879821777,18,77.8883285522461,80.4207992553711
27,27,1782720779303244069,0.3337623178958893,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,0,1,-111.09230041503906,6.835103988647461,-30.338117599487305,1.3078786134719849,-27.834665298461914,0.8193188905715942,11.860013961791992,9.318857675706806,-2.2217800617218018,-2.001570335285888,0.4888453781604767,9.255687713623047,8.515029907226562,2.841996192932129,0.08002182841300964,-0.8560231328010559,-0.2857082784175873,18.93377332531162,10.045585914357314,-32.53472900390625,4.505537986755371,14.383468627929688,0.08586534857749939,0.000468522310256958,5.16835355758667,173.90999868913076,0.3148197205864458,174.22481840971722,174.2247924496623,20.0,2.1998190879821777,18,80.943115234375,83.47468566894531
28,28,1782720779636923744,0.3336796164512634,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,0,1,-114.4308090209961,7.135579586029053,-30.629606246948242,1.4047744274139404,-28.126712799072266,0.9163316488265991,12.160136222839355,9.61954915426205,-2.2872049808502197,-2.067052044587761,0.48884376883506775,9.255657196044922,8.514988899230957,2.841278314590454,0.08002330362796783,-0.8560149073600769,-0.28563472628593445,18.93377332531162,10.045573455110246,-32.50415802001953,9.263697624206543,14.857866287231445,0.08408957719802856,0.0004868507385253906,9.90290355682373,173.90999868913076,0.31481062256102793,174.22480931169179,174.22481840971722,20.0,2.1998190879821777,18,83.9969253540039,86.52789306640625
29,29,1782720779970840176,0.33391642570495605,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,0,1,-117.76180267333984,7.465998649597168,-30.923633575439453,1.5022023916244507,-28.41891098022461,1.0134069919586182,12.462839126586914,9.920395577659589,-2.3528897762298584,-2.1325803018428577,0.48884332180023193,9.255648612976074,8.514976501464844,2.8432905673980713,0.08002377301454544,-0.856015682220459,-0.28583770990371704,18.93377332531162,10.024489003225169,-32.50415802001953,9.263697624206543,14.857866287231445,0.08292116969823837,0.001301981508731842,9.90290355682373,173.90999868913076,0.31483698282235595,174.22483567195312,174.22480931169179,20.0,2.1998190879821777,18,87.04271697998047,89.57559967041016
30,30,1782720780304464605,0.33362457156181335,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,0,1,-121.08988952636719,7.79612922668457,-31.213388442993164,1.5987653732299805,-28.710803985595703,1.1103923320770264,12.761204719543457,10.220933231430132,-2.4181673526763916,-2.19805108491762,0.4888438880443573,9.255659103393555,8.514986038208008,2.840808629989624,0.08002375811338425,-0.8560135960578918,-0.2855871617794037,18.93377332531162,10.024502743871746,-32.50415802001953,9.263697624206543,14.857866287231445,0.08235941082239151,0.0013938471674919128,9.90290355682373,173.90999868913076,0.31481067592188083,174.22480936505264,174.22483567195312,20.0,2.1998190879821777,18,90.08991241455078,92.62071228027344
31,31,1782720780638152666,0.33368805050849915,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,0,1,-124.41860961914062,8.126322746276855,-31.505809783935547,1.6958609819412231,-29.00271987915039,1.2073923349380493,13.062276840209961,10.521490418942383,-2.483691930770874,-2.2635341971389935,0.4888431429862976,9.255644798278809,8.514969825744629,2.841343641281128,0.08002413809299469,-0.856011688709259,-0.2856408655643463,18.93377332531162,10.02450272682706,-32.50415802001953,9.263697624206543,14.857866287231445,0.08335521072149277,0.0011667385697364807,9.90290355682373,173.90999868913076,0.3147878374768436,174.2247865266076,174.22480936505266,20.0,2.1998190879821777,18,93.13505554199219,95.66641998291016
32,32,1782720780971997876,0.33384525775909424,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,0,1,-127.7506332397461,8.479126930236816,-31.799041748046875,1.7931369543075562,-29.294742584228516,1.304434895515442,13.364173889160156,10.822159729062342,-2.549309730529785,-2.3290481844614295,0.4888433814048767,9.25564956665039,8.514973640441895,2.8426835536956787,0.08002416044473648,-0.8560114502906799,-0.285775363445282,18.93377332531162,10.036534943618936,-32.50415802001953,9.263697624206543,14.857866287231445,0.08345687389373779,0.0012810304760932922,9.90290355682373,173.90999868913076,0.31477737874967704,174.22477606788044,174.2247865266076,20.0,2.1998190879821777,18,96.18424987792969,98.71695709228516
33,33,1782720781305448812,0.3334507644176483,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,0,1,-131.07872009277344,8.831513404846191,-32.087764739990234,1.8894884586334229,-29.586395263671875,1.4013603925704956,13.661487579345703,11.122450468671108,-2.6144869327545166,-2.394484962681223,0.48884376883506775,9.255657196044922,8.514985084533691,2.8393282890319824,0.08002372831106186,-0.856014609336853,-0.2854387164115906,18.93377332531162,10.036536160291707,-32.50415802001953,9.263697624206543,14.857866287231445,0.08341813832521439,0.0013178661465644836,9.90290355682373,173.90999868913076,0.31479034543692946,174.2247890345677,174.22477606788044,20.0,2.1998190879821777,18,99.23406219482422,101.7639389038086
34,34,1782720781638859250,0.3334105610847473,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,0,1,-134.4064178466797,9.183857917785645,-32.37908172607422,1.9863437414169312,-29.87799644470215,1.4982722997665405,13.961437225341797,11.422686225388077,-2.679889440536499,-2.45991388370747,0.4888438880443573,9.255659103393555,8.514986991882324,2.83898663520813,0.08002370595932007,-0.8560149073600769,-0.28540441393852234,18.93377332531162,10.036572208632531,-32.50415802001953,9.263697624206543,14.857866287231445,0.08314438909292221,0.0015318766236305237,9.90290355682373,173.90999868913076,0.3148042459391075,174.22480293506987,174.2247890345677,20.0,2.1998190879821777,18,102.28089904785156,104.81058502197266
35,35,1782720782005502778,0.3666434586048126,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,0,1,-137.9134521484375,9.491893768310547,-32.94904327392578,2.141563653945923,-30.198644638061523,1.604841947555542,14.544649124145508,11.752831367822662,-2.773765802383423,-2.531864374548979,0.488843709230423,9.255656242370605,8.514982223510742,3.121962547302246,0.08002395182847977,-0.8560137152671814,-0.31385183334350586,18.93377332531162,9.602070081128954,-32.50415802001953,9.263697624206543,14.857866287231445,0.08272860199213028,0.0017838552594184875,9.90290355682373,173.90999868913076,0.31480445938251905,174.22480314851327,174.22480293506987,20.0,2.1998190879821777,18,105.2214584350586,108.003173828125
36,36,1782720782338982470,0.3334796726703644,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,0,1,-141.10328674316406,9.772066116333008,-32.991641998291016,2.189857006072998,-30.49024772644043,1.701753854751587,14.592131614685059,12.053073062038647,-2.8172671794891357,-2.597292911394753,0.48880821466445923,9.254983901977539,8.51416301727295,2.8393003940582275,0.08004563301801682,-0.855832576751709,-0.285402774810791,18.93377332531162,9.602130383769175,-37.266056060791016,4.535549163818359,19.091278076171875,0.09137503802776337,0.00311405211687088,4.696246147155762,173.90999868913076,0.31477852600801415,174.22477721513877,174.2248031485133,20.0,2.1998190879821777,18,108.37720489501953,110.90705108642578
37,37,1782720782672356515,0.3333742022514343,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,0,1,-144.29208374023438,10.052149772644043,-33.28261947631836,2.2866692543029785,-30.781780242919922,1.7986506223678589,14.891738891601562,12.353238001137768,-2.8826630115509033,-2.662713950528025,0.48884207010269165,9.255624771118164,8.514954566955566,2.8386662006378174,0.08002380281686783,-0.8560053110122681,-0.2853700816631317,18.93377332531162,9.602043664227883,-37.266056060791016,4.535549163818359,19.091278076171875,0.09148769825696945,0.002971343696117401,4.696246147155762,173.90999868913076,0.3147660128880113,174.22476470201877,174.22477721513877,20.0,2.1998190879821777,18,111.2807388305664,113.80996704101562
38,38,1782720783005941350,0.33358463644981384,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,0,1,-147.48928833007812,10.328798294067383,-33.57591247558594,2.3839359283447266,-31.073484420776367,1.895607590675354,15.193696975708008,12.653584813241599,-2.9482650756835938,-2.7281764895191776,0.48884227871894836,9.25562858581543,8.5149564743042,2.840458631515503,0.08002403378486633,-0.8560075759887695,-0.285550981760025,18.93377332531162,9.620201044505153,-37.266056060791016,4.535549163818359,19.091278076171875,0.0903245136141777,0.002278238534927368,4.696246147155762,173.90999868913076,0.3147699615911252,174.2247686507219,174.22476470201877,20.0,2.1998190879821777,18,114.19009399414062,116.72085571289062
