sequence_index,frame_id,timestamp_ns,dt_s,image_path,active_waypoint_from,active_waypoint_to,gt_x,gt_y,visual_x,visual_y,final_x,final_y,progress_s_visual_m,progress_s_final_m,cross_visual_m,cross_final_m,rnn_speed_fraction,rnn_moving_speed_mps,rnn_speed_mps,predicted_step_m,stop_probability,rnn_cross_speed_mps,rnn_delta_cross_m,speed_limit_mps,gt_speed_mps_eval_only,selected_patch_x,selected_patch_y,selected_patch_progress_s_m,candidate_probability_max,candidate_probability_margin,candidate_route_distance_m,route_heading_deg_enu,heading_residual_deg,estimated_heading_deg_enu,search_heading_deg_enu,measurement_variance_s,measurement_variance_cross,forward_candidate_count,error_visual_m,error_final_m
108,108,1782720806851941734,0.3337472081184387,/yh/study/new_data/model_dataset_flight/vi/vi_000108.jpg,0,1,-386.32574462890625,33.470218658447266,-54.917686462402344,4.71297550201416,-52.390769958496094,4.443371772766113,36.66211700439453,34.120857496601616,-3.0,-2.9999999967020643,0.48882365226745605,9.25527572631836,8.514557838439941,2.841709852218628,0.08003200590610504,-0.855983555316925,-0.2856821119785309,18.93377332531162,10.005709592311534,-65.7457046508789,-9.558892250061035,45.914913177490234,0.06316991150379181,0.0009239763021469116,12.34007453918457,173.90999868913076,0.3148704667575449,174.2248691558883,174.2248553354274,20.0,2.1998190879821777,18,332.65338134765625,335.19415283203125
109,109,1782720807185550833,0.3336092233657837,/yh/study/new_data/model_dataset_flight/vi/vi_000109.jpg,0,1,-389.6413879394531,33.85612487792969,-55.21527099609375,4.744725227355957,-52.68939971923828,4.47523307800293,36.961387634277344,34.42118094037038,-3.0,-2.9999999974581155,0.48882338404655457,9.255270957946777,8.514548301696777,2.840531826019287,0.08003253489732742,-0.8559766411781311,-0.2855617105960846,18.93377332531162,10.005795212249916,-65.7457046508789,-9.558892250061035,45.914913177490234,0.06313958764076233,0.0010348893702030182,12.34007453918457,173.90999868913076,0.3148513902526365,174.2248500793834,174.2248691558883,20.0,2.1998190879821777,18,335.6907958984375,338.23052978515625
110,110,1782720807519027572,0.33347660303115845,/yh/study/new_data/model_dataset_flight/vi/vi_000110.jpg,0,1,-392.9556884765625,34.24187469482422,-55.51279067993164,4.776468276977539,-52.98790740966797,4.507081985473633,37.260597229003906,34.72138661915646,-3.0,-2.999999998040842,0.4888254702091217,9.25531005859375,8.5145845413208,2.8394148349761963,0.08003248274326324,-0.8559682965278625,-0.2854453921318054,18.93377332531162,10.005719945041912,-65.59288787841797,14.231902122497559,48.28693771362305,0.06307095289230347,0.0003656446933746338,11.332669258117676,173.90999868913076,0.31478482258865526,174.2247835117194,174.2248500793834,20.0,2.1998190879821777,18,338.7268981933594,341.2656555175781
111,111,1782720807852866791,0.3338393568992615,/yh/study/new_data/model_dataset_flight/vi/vi_000111.jpg,0,1,-396.2001037597656,34.59049606323242,-55.814369201660156,4.808644771575928,-53.286746978759766,4.538966178894043,37.56388854980469,35.02191853656329,-3.0,-2.9999999984899786,0.4888254404067993,9.25531005859375,8.51458740234375,2.8425045013427734,0.08003218472003937,-0.8559715151786804,-0.2857569754123688,18.93377332531162,9.774437121210092,-65.59288787841797,14.231902122497559,48.28693771362305,0.06344175338745117,0.000966731458902359,11.332669258117676,173.90999868913076,0.31481379753177496,174.22481248666253,174.22478351171944,20.0,2.1998190879821777,18,341.6861267089844,344.2276306152344
112,112,1782720808186583073,0.3337162137031555,/yh/study/new_data/model_dataset_flight/vi/vi_000112.jpg,0,1,-399.4433288574219,34.938987731933594,-56.11216735839844,4.840417861938477,-53.585472106933594,4.57083797454834,37.86337661743164,35.322340089866614,-3.0,-2.9999999988361505,0.48882609605789185,9.255322456359863,8.514596939086914,2.841459035873413,0.08003240823745728,-0.8559654951095581,-0.2856495678424835,18.93377332531162,9.774456051435042,-65.59288787841797,14.231902122497559,48.28693771362305,0.06411571055650711,0.002064663916826248,11.332669258117676,173.90999868913076,0.31478941162200386,174.22478810075276,174.22481248666256,20.0,2.1998190879821777,18,344.64794921875,347.18853759765625
113,113,1782720808553044406,0.3664614260196686,/yh/study/new_data/model_dataset_flight/vi/vi_000113.jpg,0,1,-403.0047912597656,35.32167434692383,-56.68812942504883,4.90186882019043,-53.913509368896484,4.605836868286133,38.44260787963867,35.652239623643275,-3.0,-2.999999999102963,0.4888259470462799,9.255319595336914,8.514585494995117,3.120267152786255,0.08003337681293488,-0.855951726436615,-0.3136732876300812,18.93377332531162,9.77446269865054,-65.59288787841797,14.231902122497559,48.28693771362305,0.0651591345667839,0.003783170133829117,11.332669258117676,173.90999868913076,0.31474528219666326,174.22474397132743,174.22478810075276,20.0,2.1998190879821777,18,347.65008544921875,350.4399719238281
114,114,1782720808886736346,0.33369189500808716,/yh/study/new_data/model_dataset_flight/vi/vi_000114.jpg,0,1,-406.3310852050781,35.61114501953125,-56.73789596557617,4.907177925109863,-54.212127685546875,4.637697219848633,38.49265670776367,35.95255111448811,-3.0,-2.9999999993086086,0.48872387409210205,9.253386497497559,8.512086868286133,2.84041428565979,0.08011113852262497,-0.8554360866546631,-0.28545209765434265,18.93377332531162,10.005834859507708,-70.32421875,14.261902809143066,52.994747161865234,0.06523308157920837,0.0022775381803512573,10.860549926757812,173.90999868913076,0.31439256695905554,174.2243912560898,174.22474397132743,20.0,2.1998190879821777,18,350.9389343261719,353.47857666015625
115,115,1782720809220652614,0.33391615748405457,/yh/study/new_data/model_dataset_flight/vi/vi_000115.jpg,0,1,-409.6596374511719,35.90080642700195,-57.03927993774414,4.939333915710449,-54.51103591918945,4.669588565826416,38.79574966430664,36.253156684014016,-3.0,-2.99999999946711,0.48883113265037537,9.255417823791504,8.514704704284668,2.8431975841522217,0.08003028482198715,-0.8559659719467163,-0.285820871591568,18.93377332531162,10.005900734954505,-70.32421875,14.261902809143066,52.994747161865234,0.0655650794506073,0.00239485502243042,10.860549926757812,173.90999868913076,0.31484117164930786,174.22483986078007,174.22439125608983,20.0,2.1998190879821777,18,353.9770202636719,356.5191650390625
116,116,1782720809553985984,0.33333349227905273,/yh/study/new_data/model_dataset_flight/vi/vi_000116.jpg,0,1,-412.98236083984375,36.18996810913086,-57.33323669433594,4.970696449279785,-54.809417724609375,4.701423645019531,39.09137725830078,36.55323594236461,-3.0,-2.9999999995892748,0.4888293147087097,9.255383491516113,8.514653205871582,2.838219165802002,0.08003239333629608,-0.8559449315071106,-0.2853151261806488,18.93377332531162,10.005840775565732,-70.32421875,14.261902809143066,52.994747161865234,0.06726721674203873,0.003259800374507904,10.860549926757812,173.90999868913076,0.31476617297056997,174.22476486210132,174.22483986078007,20.0,2.1998190879821777,18,357.0166931152344,359.554443359375
117,117,1782720809887319930,0.3333337604999542,/yh/study/new_data/model_dataset_flight/vi/vi_000117.jpg,0,1,-416.2857360839844,36.47921371459961,-57.631507873535156,5.002519607543945,-55.107791900634766,4.733258247375488,39.39133834838867,36.85330270702623,-3.0,-2.9999999996834332,0.488813191652298,9.255078315734863,8.514304161071777,2.8381049633026123,0.08003979921340942,-0.8559221625328064,-0.28530776500701904,18.93377332531162,9.948030121168637,-70.32421875,14.261902809143066,52.994747161865234,0.06419679522514343,0.0017860420048236847,10.860549926757812,173.90999868913076,0.31498484574571617,174.2249835348765,174.22476486210135,20.0,2.1998190879821777,18,360.0328369140625,362.5704345703125
118,118,1782720810220958845,0.33363890647888184,/yh/study/new_data/model_dataset_flight/vi/vi_000118.jpg,0,1,-419.59210205078125,36.76872634887695,-57.9325065612793,5.034634590148926,-55.40644454956055,4.765122413635254,39.69404602050781,37.15364868943365,-3.0,-2.9999999997560063,0.48881995677948,9.255206108093262,8.514425277709961,2.8407435417175293,0.0800393596291542,-0.8558951020240784,-0.28555989265441895,18.93377332531162,9.94793133831124,-70.32421875,14.261902809143066,52.994747161865234,0.06738260388374329,0.0033356472849845886,10.860549926757812,173.90999868913076,0.3146612655337868,174.22465995466456,174.2249835348765,20.0,2.1998190879821777,18,363.0491943359375,365.58917236328125
119,119,1782720810554618781,0.33366015553474426,/yh/study/new_data/model_dataset_flight/vi/vi_000119.jpg,0,1,-422.898681640625,37.058258056640625,-58.23142623901367,5.066527366638184,-55.70512390136719,4.7969889640808105,39.99466323852539,37.454023349027466,-3.0,-2.999999999811942,0.48883113265037537,9.255417823791504,8.51469612121582,2.841014862060547,0.08003108203411102,-0.8559553623199463,-0.28559818863868713,18.93377332531162,9.947940906647212,-70.32421875,14.261902809143066,52.994747161865234,0.06902533769607544,0.004161454737186432,10.860549926757812,173.90999868913076,0.3147542468199489,174.2247529359507,174.22465995466456,20.0,2.1998190879821777,18,366.06787109375,368.6080322265625
120,120,1782720810888652663,0.33403366804122925,/yh/study/new_data/model_dataset_flight/vi/vi_000120.jpg,0,1,-426.19049072265625,37.359130859375,-58.53321075439453,5.098725318908691,-56.00413131713867,4.828890800476074,40.298160552978516,37.75472816053495,-3.0,-2.999999999855054,0.48882269859313965,9.255257606506348,8.514524459838867,2.8441379070281982,0.08003376424312592,-0.8559563755989075,-0.2859182357788086,18.93377332531162,9.895800526573588,-70.32421875,14.261902809143066,52.994747161865234,0.06666317582130432,0.002955526113510132,10.860549926757812,173.90999868913076,0.3149339928529113,174.22493268198366,174.22475293595073,20.0,2.1998190879821777,18,369.0699157714844,371.6129455566406
121,121,1782720811222051096,0.3333985209465027,/yh/study/new_data/model_dataset_flight/vi/vi_000121.jpg,0,1,-429.4760437011719,37.65943145751953,-58.826904296875,5.130060195922852,-56.30257797241211,4.8607330322265625,40.59352111816406,38.05486793580549,-3.0,-2.999999999888283,0.488832026720047,9.2554349899292,8.514724731445312,2.838796615600586,0.08002972602844238,-0.8559686541557312,-0.28537869453430176,18.93377332531162,9.895809403023046,-70.32421875,14.261902809143066,52.994747161865234,0.06672463566064835,0.003003321588039398,10.860549926757812,173.90999868913076,0.3148302059940388,174.2248288951248,174.2249326819837,20.0,2.1998190879821777,18,372.0738220214844,374.612060546875
122,122,1782720811555687272,0.3336361050605774,/yh/study/new_data/model_dataset_flight/vi/vi_000122.jpg,0,1,-432.7639465332031,37.95994567871094,-59.1273193359375,5.162112236022949,-56.60123062133789,4.892597198486328,40.8956413269043,38.35521709825757,-3.0,-2.999999999913894,0.4888266921043396,9.25533390045166,8.514588356018066,2.8407740592956543,0.08003441244363785,-0.8559339046478271,-0.2855704426765442,18.93377332531162,9.895835004470758,-70.32421875,14.261902809143066,52.994747161865234,0.06951099634170532,0.004414953291416168,10.860549926757812,173.90999868913076,0.31470221998838044,174.22470090911915,174.2248288951248,20.0,2.1998190879821777,18,375.0733642578125,377.61334228515625
123,123,1782720811922198522,0.36651137471199036,/yh/study/new_data/model_dataset_flight/vi/vi_000123.jpg,0,1,-436.27178955078125,38.31903076171875,-59.70426940917969,5.223668098449707,-56.9293098449707,4.927600860595703,41.47586441040039,38.685156758156936,-3.0,-2.999999999933634,0.48882007598876953,9.255208015441895,8.5144624710083,3.120647430419922,0.08003558963537216,-0.8559418320655823,-0.3137124180793762,18.93377332531162,9.620913701901948,-70.32421875,14.261902809143066,52.994747161865234,0.06678976863622665,0.0030494481325149536,10.860549926757812,173.90999868913076,0.31493759471048144,174.22493628384123,174.22470090911915,20.0,2.1998190879821777,18,378.0190124511719,380.80926513671875
124,124,1782720812255922291,0.33372363448143005,/yh/study/new_data/model_dataset_flight/vi/vi_000124.jpg,0,1,-439.4658203125,38.64599609375,-59.75483322143555,5.229063034057617,-57.22804641723633,4.959473609924316,41.52671813964844,38.98558923322205,-3.0,-2.9999999999488485,0.4888312816619873,9.255420684814453,8.5147123336792,2.8415608406066895,0.08002974838018417,-0.8559695482254028,-0.28565725684165955,18.93377332531162,9.62090219181138,-70.32421875,14.261902809143066,52.994747161865234,0.06656386703252792,0.002919241786003113,10.860549926757812,173.90999868913076,0.3148514969743422,174.2248501861051,174.22493628384126,20.0,2.1998190879821777,18,381.1785888671875,383.7192687988281
125,125,1782720812589641148,0.33371904492378235,/yh/study/new_data/model_dataset_flight/vi/vi_000125.jpg,0,1,-442.6598205566406,38.97295379638672,-60.05353546142578,5.260932922363281,-57.52677917480469,4.99134635925293,41.82711410522461,39.28601784821352,-3.0,-2.999999999960575,0.48883187770843506,9.25543212890625,8.514723777770996,2.8415255546569824,0.08002955466508865,-0.8559722304344177,-0.2856542468070984,18.93377332531162,9.620940915556897,-70.32421875,14.261902809143066,52.994747161865234,0.06654901802539825,0.0029459744691848755,10.860549926757812,173.90999868913076,0.31484914909681505,174.22484783822756,174.2248501861051,20.0,2.1998190879821777,18,384.088623046875,386.6293029785156
126,126,1782720812923192973,0.33355188369750977,/yh/study/new_data/model_dataset_flight/vi/vi_000126.jpg,0,1,-445.9792785644531,39.30323791503906,-60.35084533691406,5.2926530838012695,-57.82536315917969,5.023202896118164,42.1261100769043,39.58629499275676,-3.0,-2.999999999969613,0.48883044719696045,9.255404472351074,8.514691352844238,2.8400912284851074,0.0800304040312767,-0.8559679388999939,-0.28550970554351807,18.93377332531162,10.000989980114623,-70.32421875,14.261902809143066,52.994747161865234,0.06587684899568558,0.002640075981616974,10.860549926757812,173.90999868913076,0.31486248931003774,174.2248611784408,174.2248478382276,20.0,2.1998190879821777,18,387.12530517578125,389.66473388671875
127,127,1782720813256717452,0.3335244655609131,/yh/study/new_data/model_dataset_flight/vi/vi_000127.jpg,0,1,-449.2984313964844,39.63349914550781,-60.649173736572266,5.3244829177856445,-58.12391662597656,5.055056571960449,42.42613220214844,39.8865451746309,-3.0,-2.999999999976579,0.48882725834846497,9.25534439086914,8.514622688293457,2.8398349285125732,0.08003179728984833,-0.8559629321098328,-0.28548458218574524,18.93377332531162,10.000894987000528,-70.32421875,14.261902809143066,52.994747161865234,0.06487741321325302,0.0021562501788139343,10.860549926757812,173.90999868913076,0.3149003488351637,174.2248990379659,174.22486117844082,20.0,2.1998190879821777,18,390.1606750488281,392.6998291015625
128,128,1782720813590181159,0.33346354961395264,/yh/study/new_data/model_dataset_flight/vi/vi_000128.jpg,0,1,-452.61700439453125,39.96369552612305,-60.947227478027344,5.356283187866211,-58.422420501708984,5.086904525756836,42.72587966918945,40.186742205493566,-3.0,-2.999999999981948,0.4888298809528351,9.255393981933594,8.514679908752441,2.8393354415893555,0.08003056794404984,-0.8559655547142029,-0.2854333221912384,18.93377332531162,10.000972367948322,-70.32421875,14.261902809143066,52.994747161865234,0.06489920616149902,0.00211217999458313,10.860549926757812,173.90999868913076,0.3148632363619782,174.22486192549275,174.22489903796594,20.0,2.1998190879821777,18,393.1957092285156,395.73443603515625
129,129,1782720813924016226,0.33383500576019287,/yh/study/new_data/model_dataset_flight/vi/vi_000129.jpg,0,1,-455.9490661621094,40.28679656982422,-61.24888229370117,5.388466835021973,-58.721256256103516,5.118788719177246,43.02924346923828,40.487274052387555,-3.0,-2.9999999999860867,0.4888303875923157,9.255403518676758,8.514689445495605,2.842501401901245,0.08003044128417969,-0.8559668660163879,-0.28575170040130615,18.93377332531162,10.027978036081132,-70.32421875,14.261902809143066,52.994747161865234,0.06506334990262985,0.002182602882385254,10.860549926757812,173.90999868913076,0.3148534713258992,174.22485216045666,174.22486192549275,20.0,2.1998190879821777,18,396.239990234375,398.78155517578125
130,130,1782720814257387175,0.3333711326122284,/yh/study/new_data/model_dataset_flight/vi/vi_000130.jpg,0,1,-459.2764892578125,40.60944366455078,-61.54293441772461,5.4198408126831055,-59.01958465576172,5.150617599487305,43.32496643066406,40.78729746565313,-3.0,-2.999999999989276,0.48871514201164246,9.25322151184082,8.512117385864258,2.8376941680908203,0.08009150624275208,-0.8554543852806091,-0.28518378734588623,18.93377332531162,10.027951349172485,-75.17778778076172,-4.740733623504639,55.804927825927734,0.06529252976179123,0.0012411922216415405,8.549761772155762,173.90999868913076,0.31294867564068546,174.22294736477144,174.22485216045666,20.0,2.1998190879821777,18,399.2872314453125,401.824462890625
131,131,1782720814590845340,0.33345818519592285,/yh/study/new_data/model_dataset_flight/vi/vi_000131.jpg,0,1,-462.60479736328125,40.93217849731445,-61.84264373779297,5.451817512512207,-59.31806182861328,5.182462692260742,43.62637710571289,41.08746755127068,-3.0,-2.9999999999917346,0.4888041913509369,9.254907608032227,8.514053344726562,2.839080810546875,0.08004985749721527,-0.8558081388473511,-0.2853762209415436,18.93377332531162,10.028000357493967,-75.05554962158203,14.291901588439941,57.70256423950195,0.06771503388881683,0.00013950467109680176,10.388431549072266,173.90999868913076,0.31441068296861197,174.22440937209936,174.22294736477144,20.0,2.1998190879821777,18,402.32965087890625,404.8681945800781
132,132,1782720814924765010,0.333919495344162,/yh/study/new_data/model_dataset_flight/vi/vi_000132.jpg,0,1,-465.93316650390625,41.25896072387695,-62.14530944824219,5.484109878540039,-59.61698532104492,5.21435546875,43.93075942993164,41.388082988263264,-3.0,-2.9999999999936295,0.48883989453315735,9.255583763122559,8.514904975891113,2.843292713165283,0.08002505451440811,-0.8559973835945129,-0.2858342230319977,18.93377332531162,10.015505406364722,-75.05554962158203,14.291901588439941,57.70256423950195,0.06795650720596313,0.00030916929244995117,10.388431549072266,173.90999868913076,0.31474493535111947,174.22474362448187,174.2244093720994,20.0,2.1998190879821777,18,405.3695373535156,407.9118347167969
133,133,1782720815258187899,0.33342283964157104,/yh/study/new_data/model_dataset_flight/vi/vi_000133.jpg,0,1,-469.256591796875,41.58525848388672,-62.44002151489258,5.5155534744262695,-59.91545486450195,5.2462005615234375,44.22714614868164,41.68825133152201,-3.0,-2.99999999999509,0.4888395667076111,9.255577087402344,8.514894485473633,2.8390603065490723,0.08002547919750214,-0.8559926152229309,-0.28540748357772827,18.93377332531162,10.01552582121941,-75.05554962158203,14.291901588439941,57.70256423950195,0.07019250094890594,0.0016946420073509216,10.388431549072266,173.90999868913076,0.314725858846211,174.22472454797696,174.2247436244819,20.0,2.1998190879821777,18,408.4124755859375,410.9509582519531
134,134,1782720815591848909,0.33366119861602783,/yh/study/new_data/model_dataset_flight/vi/vi_000134.jpg,0,1,-472.5823974609375,41.91178894042969,-62.740516662597656,5.547614097595215,-60.21414566040039,5.278068542480469,44.52934646606445,41.98863451125035,-3.0,-2.999999999996216,0.4888400137424469,9.255585670471191,8.514910697937012,2.841095209121704,0.08002465218305588,-0.8559980392456055,-0.2856133282184601,18.93377332531162,10.015538667494596,-75.05554962158203,14.291901588439941,57.70256423950195,0.06950263679027557,0.0012712478637695312,10.388431549072266,173.90999868913076,0.3147511785709077,174.22474986770166,174.224724547977,20.0,2.1998190879821777,18,411.4519958496094,413.9922790527344
135,135,1782720815925487895,0.33363890647888184,/yh/study/new_data/model_dataset_flight/vi/vi_000135.jpg,0,1,-475.81768798828125,42.24217987060547,-63.03902053833008,5.579462051391602,-60.512813568115234,5.309934616088867,44.82954406738281,42.288998070152836,-3.0,-2.9999999999970832,0.4888406991958618,9.255599021911621,8.514924049377441,2.840909957885742,0.08002454787492752,-0.8559988141059875,-0.28559452295303345,18.93377332531162,9.747414396201755,-75.05554962158203,14.291901588439941,57.70256423950195,0.07072034478187561,0.002069331705570221,10.388431549072266,173.90999868913076,0.3147517655402895,174.22475045467104,174.2247498677017,20.0,2.1998190879821777,18,414.40362548828125,416.94378662109375
136,136,1782720816260040999,0.3345530927181244,/yh/study/new_data/model_dataset_flight/vi/vi_000136.jpg,0,1,-479.06182861328125,42.57347869873047,-63.34540557861328,5.612151145935059,-60.81229782104492,5.341887474060059,45.13766860961914,42.59018218195525,-3.0,-2.999999999997752,0.4888376295566559,9.25554084777832,8.514856338500977,2.8486714363098145,0.0800260379910469,-0.8559908866882324,-0.28637439012527466,18.93377332531162,9.747371464809577,-75.05554962158203,14.291901588439941,57.70256423950195,0.06786727160215378,0.00021179765462875366,10.388431549072266,173.90999868913076,0.31474181374122534,174.22474050287198,174.22475045467107,20.0,2.1998190879821777,18,417.3563232421875,419.90338134765625
137,137,1782720816626050587,0.36600959300994873,/yh/study/new_data/model_dataset_flight/vi/vi_000137.jpg,0,1,-482.61102294921875,42.93592834472656,-63.91123580932617,5.672520637512207,-61.13994216918945,5.37684440612793,45.706703186035156,42.91968557573951,-3.0,-2.999999999998267,0.48883795738220215,9.255546569824219,8.51485538482666,3.11651873588562,0.08002667874097824,-0.8559824824333191,-0.3132978081703186,18.93377332531162,9.747431449126815,-75.05554962158203,14.291901588439941,57.70256423950195,0.07203054428100586,0.0029059499502182007,10.388431549072266,173.90999868913076,0.31469971202829455,174.22469840115906,174.224740502872,20.0,2.1998190879821777,18,420.3547058105469,423.14129638671875
138,138,1782720816959677497,0.3336268663406372,/yh/study/new_data/model_dataset_flight/vi/vi_000138.jpg,0,1,-485.9210510253906,43.2811393737793,-63.964717864990234,5.678227424621582,-61.4385986328125,5.408708572387695,45.760494232177734,43.220038466723615,-3.0,-2.9999999999986646,0.4888410270214081,9.25560474395752,8.514932632446289,2.8408102989196777,0.08002419769763947,-0.8560010194778442,-0.2855849266052246,18.93377332531162,9.975158155763552,-75.05554962158203,14.291901588439941,57.70256423950195,0.07245061546564102,0.0031671524047851562,10.388431549072266,173.90999868913076,0.3147554207587125,174.22475410988946,174.22469840115906,20.0,2.1998190879821777,18,423.6285095214844,426.1686096191406
139,139,1782720817293235824,0.33355826139450073,/yh/study/new_data/model_dataset_flight/vi/vi_000139.jpg,0,1,-489.23040771484375,43.62628173828125,-64.26275634765625,5.710024833679199,-61.73719024658203,5.440566062927246,46.06021499633789,43.52032452423106,-3.0,-2.9999999999989706,0.4888342022895813,9.255475997924805,8.514779090881348,2.840174913406372,0.08002795279026031,-0.8559787273406982,-0.2855187654495239,18.93377332531162,9.975186998128544,-75.05554962158203,14.291901588439941,57.70256423950195,0.06753284484148026,1.7337501049041748e-05,10.388431549072266,173.90999868913076,0.3147192154200261,174.22471790455077,174.2247541098895,20.0,2.1998190879821777,18,426.65576171875,429.1953125
140,140,1782720817626575203,0.3333393931388855,/yh/study/new_data/model_dataset_flight/vi/vi_000140.jpg,0,1,-492.5375671386719,43.97119903564453,-64.55952453613281,5.7416887283325195,-62.03559112548828,5.472403526306152,46.35867691040039,43.82041771878167,-3.0,-2.9999999999992064,0.48883944749832153,9.255575180053711,8.514897346496582,2.838350772857666,0.0800250917673111,-0.8559952974319458,-0.2853369414806366,18.93377332531162,9.975110625699708,-75.14722442626953,0.017425041645765305,56.27933120727539,0.06750962883234024,0.00012852251529693604,3.815213680267334,173.90999868913076,0.3147412267718436,174.2247399159026,174.2247179045508,20.0,2.1998190879821777,18,429.68206787109375,432.219970703125
141,141,1782720817960241773,0.3336665630340576,/yh/study/new_data/model_dataset_flight/vi/vi_000141.jpg,0,1,-495.8470458984375,44.25697326660156,-64.86068725585938,5.773819923400879,-62.33428192138672,5.504271507263184,46.66154098510742,44.12080387282594,-3.0,-2.9999999999993885,0.48883751034736633,9.255538940429688,8.514852523803711,2.8411216735839844,0.0800263062119484,-0.8559888005256653,-0.28561484813690186,18.93377332531162,9.955430479050003,-75.14722442626953,0.017425041645765305,56.27933120727539,0.06679074466228485,0.0006904527544975281,3.815213680267334,173.90999868913076,0.3147270061045482,174.22472569523532,174.2247399159026,20.0,2.1998190879821777,18,432.7010498046875,435.24139404296875
142,142,1782720818293731393,0.33348965644836426,/yh/study/new_data/model_dataset_flight/vi/vi_000142.jpg,0,1,-499.1547546386719,44.542598724365234,-65.15788269042969,5.805527687072754,-62.632816314697266,5.536123275756836,46.96042251586914,44.42103094612686,-3.0,-2.999999999999529,0.48883819580078125,9.2555513381958,8.514867782592773,2.839620351791382,0.08002593368291855,-0.855989933013916,-0.28546378016471863,18.93377332531162,9.955385388598591,-75.14722442626953,0.017425041645765305,56.27933120727539,0.0665690004825592,0.0005260035395622253,3.815213680267334,173.90999868913076,0.3147307146838241,174.2247294038146,174.22472569523532,20.0,2.1998190879821777,18,435.72222900390625,438.26123046875
143,143,1782720818627382863,0.33365145325660706,/yh/study/new_data/model_dataset_flight/vi/vi_000143.jpg,0,1,-502.4640808105469,44.8283576965332,-65.45774841308594,5.837521553039551,-62.931488037109375,5.567989349365234,47.261993408203125,44.72140009866661,-3.0,-2.9999999999996367,0.4888335168361664,9.255462646484375,8.51476001739502,2.8409621715545654,0.0800287052989006,-0.8559752702713013,-0.28559738397598267,18.93377332531162,9.9554218508622,-75.17778778076172,-4.740733623504639,55.804927825927734,0.06575459241867065,0.00026369839906692505,8.549761772155762,173.90999868913076,0.3147038474943936,174.22470253662516,174.2247294038146,20.0,2.1998190879821777,18,438.7423400878906,441.28253173828125
144,144,1782720818960953824,0.33357107639312744,/yh/study/new_data/model_dataset_flight/vi/vi_000144.jpg,0,1,-505.6778869628906,45.1226806640625,-65.75576782226562,5.869318962097168,-63.2300910949707,5.599847793579102,47.56170654296875,45.02169989178837,-3.0,-2.9999999999997202,0.488837331533432,9.255535125732422,8.51484489440918,2.840306043624878,0.08002674579620361,-0.8559866547584534,-0.2855323851108551,18.93377332531162,9.674865636693914,-75.17778778076172,-4.740733623504639,55.804927825927734,0.06572319567203522,0.0004250332713127136,8.549761772155762,173.90999868913076,0.3147216700192591,174.22472035915,174.22470253662516,20.0,2.1998190879821777,18,441.6698913574219,444.2095031738281
145,145,1782720819294869433,0.333915650844574,/yh/study/new_data/model_dataset_flight/vi/vi_000145.jpg,0,1,-508.8949890136719,45.41730499267578,-66.05728149414062,5.901488304138184,-63.52900695800781,5.631739616394043,47.86493682861328,45.32230951989294,-3.0,-2.999999999999784,0.4888370931148529,9.25553035736084,8.514836311340332,2.8432371616363525,0.08002723008394241,-0.855983555316925,-0.28582629561424255,18.93377332531162,9.674793093753765,-75.17778778076172,-4.740733623504639,55.804927825927734,0.06588069349527359,6.318092346191406e-06,8.549761772155762,173.90999868913076,0.31470982390991736,174.22470851304067,174.22472035915004,20.0,2.1998190879821777,18,444.5972595214844,447.1394958496094
146,146,1782720819661934502,0.36706510186195374,/yh/study/new_data/model_dataset_flight/vi/vi_000146.jpg,0,1,-512.4314575195312,45.741180419921875,-66.63618469238281,5.963253021240234,-63.85752487182617,5.666790008544922,48.447120666503906,45.652689413497136,-3.0,-2.9999999999998335,0.48875752091407776,9.254023551940918,8.512953758239746,3.1248083114624023,0.08008085191249847,-0.8555750250816345,-0.3140517473220825,18.93377332531162,9.674763639268791,-75.14722442626953,0.017425041645765305,56.27933120727539,0.06322957575321198,4.007667303085327e-05,3.815213680267334,173.90999868913076,0.31537827531407947,174.22537696444485,174.2247085130407,20.0,2.1998190879821777,18,447.5664367675781,450.3604431152344
147,147,1782720820028332658,0.3663979470729828,/yh/study/new_data/model_dataset_flight/vi/vi_000147.jpg,0,1,-515.9639282226562,46.096248626708984,-66.95976257324219,5.997776031494141,-64.18551635742188,5.701784133911133,48.77252960205078,45.982543737869456,-3.0,-2.9999999999998717,0.48883721232414246,9.255533218383789,8.514888763427734,3.119837760925293,0.08002177625894547,-0.8560482263565063,-0.3136543035507202,18.93377332531162,9.689657991219491,-75.17778778076172,-4.740733623504639,55.804927825927734,0.06337440013885498,6.972253322601318e-05,8.549761772155762,173.90999868913076,0.3149540832140246,174.22495277234478,174.22537696444485,20.0,2.1998190879821777,18,450.7911071777344,453.5806884765625
148,148,1782720820361837398,0.3335047662258148,/yh/study/new_data/model_dataset_flight/vi/vi_000148.jpg,0,1,-519.1793212890625,46.41944122314453,-67.00907897949219,6.00303840637207,-64.48403930664062,5.733635902404785,48.822139739990234,46.28276841739194,-3.0,-2.999999999999901,0.48881688714027405,9.255147933959961,8.514403343200684,2.8395941257476807,0.08003589510917664,-0.8559167981147766,-0.28545233607292175,18.93377332531162,9.689801665921545,-79.78688049316406,14.321898460388184,62.41037368774414,0.06557203084230423,0.0016398876905441284,9.916308403015137,173.90999868913076,0.31459531151961384,174.22459400065037,174.2249527723448,20.0,2.1998190879821777,18,453.972900390625,456.51190185546875
