pair_current_index,pair_next_index,current_frame_id,next_frame_id,current_image_path,next_image_path,is_initial_frame,reference_current_x,reference_current_y,search_center_x,search_center_y,search_center_error_m,final_ms_x,final_ms_y,final_error_m,variance_x,variance_y,ms_candidate_count,reference_next_x,reference_next_y,provisional_next_x,provisional_next_y,provisional_next_error_m,kalman_current_xy_x,kalman_current_xy_y,gru_next_xy_x,gru_next_xy_y,ms_correction_gain_m,ms_improved_search_center
149,150,149,150,/yh/study/new_data/model_dataset_flight/vi/vi_000149.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000150.jpg,False,-522.3988647460938,46.7430534362793,-207.0532684326172,48.390289306640625,315.3498985259306,-207.40628051757812,44.265769958496094,315.00232547139683,53.72547912597656,49.87018585205078,36,-525.5911865234375,47.084205627441406,-206.60240173339844,48.5283203125,318.99205364561897,-207.4728546142578,44.29469299316406,-206.60240173339844,48.5283203125,0.3475730545337683,True
150,151,150,151,/yh/study/new_data/model_dataset_flight/vi/vi_000150.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000151.jpg,False,-525.5911865234375,47.084205627441406,-206.60240173339844,48.5283203125,318.99205364561897,-207.6473846435547,44.373756408691406,317.95535486731717,55.306556701660156,50.81145477294922,36,-528.7850341796875,47.42551803588867,-206.08401489257812,48.26594543457031,322.70211367010256,-207.2677001953125,44.324119567871094,-206.08401489257812,48.26594543457031,1.0366987783017976,True
151,152,151,152,/yh/study/new_data/model_dataset_flight/vi/vi_000151.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000152.jpg,False,-528.7850341796875,47.42551803588867,-206.08401489257812,48.26594543457031,322.70211367010256,-207.32107543945312,44.25433349609375,321.479599944271,52.74622344970703,49.32324981689453,36,-532.2947387695312,47.80059051513672,-206.57904052734375,48.52948760986328,325.71651381588015,-207.0564422607422,44.29533767700195,-206.57904052734375,48.52948760986328,1.2225137258315613,True
152,153,152,153,/yh/study/new_data/model_dataset_flight/vi/vi_000152.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000153.jpg,False,-532.2947387695312,47.80059051513672,-206.57904052734375,48.52948760986328,325.71651381588015,-207.3105926513672,44.216312408447266,325.0039111729247,52.602840423583984,49.11829376220703,36,-535.4741821289062,48.1633186340332,-206.313720703125,48.50953674316406,329.1606435055873,-206.9566192626953,44.25825119018555,-206.313720703125,48.50953674316406,0.7126026429554599,True
153,154,153,154,/yh/study/new_data/model_dataset_flight/vi/vi_000153.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000154.jpg,False,-535.4741821289062,48.1633186340332,-206.313720703125,48.50953674316406,329.1606435055873,-208.48056030273438,44.489402770996094,327.01426019787914,59.39712905883789,52.56779098510742,36,-538.6561889648438,48.526344299316406,-206.5640106201172,48.39801788330078,332.09220313854814,-207.374755859375,44.34522247314453,-206.5640106201172,48.39801788330078,2.146383307708163,True
154,155,154,155,/yh/study/new_data/model_dataset_flight/vi/vi_000154.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000155.jpg,False,-538.6561889648438,48.526344299316406,-206.5640106201172,48.39801788330078,332.09220313854814,-207.52987670898438,44.30577087402344,331.1532091165707,54.38949966430664,50.308982849121094,36,-542.1497802734375,48.9249153137207,-205.69924926757812,47.854984283447266,336.4522322210603,-207.37232971191406,44.33517837524414,-205.69924926757812,47.854984283447266,0.9389940219774644,True
155,156,155,156,/yh/study/new_data/model_dataset_flight/vi/vi_000155.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000156.jpg,False,-542.1497802734375,48.9249153137207,-205.69924926757812,47.854984283447266,336.4522322210603,-207.6151123046875,44.24885177612305,334.5673469470227,55.2263069152832,50.286949157714844,36,-547.12939453125,49.48106002807617,-205.3346710205078,47.86806106567383,341.7985295249782,-207.42127990722656,44.30207061767578,-205.3346710205078,47.86806106567383,1.884885274037572,True
156,157,156,157,/yh/study/new_data/model_dataset_flight/vi/vi_000156.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000157.jpg,False,-547.12939453125,49.48106002807617,-205.3346710205078,47.86806106567383,341.7985295249782,-207.90060424804688,44.36421203613281,339.2673787595531,56.67060852050781,51.221275329589844,36,-552.1171875,50.03811264038086,-205.04302978515625,47.56220245361328,347.08298875733044,-207.5852813720703,44.32612228393555,-205.04302978515625,47.56220245361328,2.5311507654251386,True
157,158,157,158,/yh/study/new_data/model_dataset_flight/vi/vi_000157.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000158.jpg,False,-552.1171875,50.03811264038086,-205.04302978515625,47.56220245361328,347.08298875733044,-207.5443878173828,44.334449768066406,344.62000239579544,54.56629180908203,50.141849517822266,36,-555.6659545898438,50.476261138916016,-205.77294921875,47.94257736206055,349.9021788458845,-207.5673065185547,44.33161544799805,-205.77294921875,47.94257736206055,2.462986361535002,True
158,159,158,159,/yh/study/new_data/model_dataset_flight/vi/vi_000158.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000159.jpg,False,-555.6659545898438,50.476261138916016,-205.77294921875,47.94257736206055,349.9021788458845,-208.8544158935547,44.51817321777344,346.8627137421428,60.76007080078125,53.20912551879883,36,-558.8970947265625,50.875186920166016,-206.43804931640625,48.07540512084961,352.47016536093145,-208.0702667236328,44.410614013671875,-206.43804931640625,48.07540512084961,3.0394651037417475,True
159,160,159,160,/yh/study/new_data/model_dataset_flight/vi/vi_000159.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000160.jpg,False,-558.8970947265625,50.875186920166016,-206.43804931640625,48.07540512084961,352.47016536093145,-207.78932189941406,44.31542205810547,351.1690456954969,56.270870208740234,50.717742919921875,36,-562.1253662109375,51.27375793457031,-206.70602416992188,48.05926513671875,355.43387804318246,-208.02175903320312,44.38296890258789,-206.70602416992188,48.05926513671875,1.3011196654345554,True
160,161,160,161,/yh/study/new_data/model_dataset_flight/vi/vi_000160.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000161.jpg,False,-562.1253662109375,51.27375793457031,-206.70602416992188,48.05926513671875,355.43387804318246,-208.2255859375,44.31681823730469,353.96815321090503,58.43090057373047,51.514862060546875,36,-565.437255859375,51.707855224609375,-206.47674560546875,47.46877670288086,358.98553969269864,-208.15151977539062,44.36095428466797,-206.47674560546875,47.46877670288086,1.4657248322774308,True
161,162,161,162,/yh/study/new_data/model_dataset_flight/vi/vi_000161.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000162.jpg,False,-565.437255859375,51.707855224609375,-206.47674560546875,47.46877670288086,358.98553969269864,-207.78863525390625,44.37275695800781,357.7238313106568,56.3607292175293,51.02906799316406,36,-568.749267578125,52.1419677734375,-208.2391815185547,47.90443420410156,360.53498976025895,-208.05252075195312,44.36716079711914,-208.2391815185547,47.90443420410156,1.2617083820418316,True
162,163,162,163,/yh/study/new_data/model_dataset_flight/vi/vi_000162.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000163.jpg,False,-568.749267578125,52.1419677734375,-208.2391815185547,47.90443420410156,360.53498976025895,-208.22537231445312,44.51823806762695,360.6044929153245,58.46678161621094,52.297584533691406,36,-572.0621337890625,52.576194763183594,-208.4970703125,48.311885833740234,363.590070974666,-208.14944458007812,44.43205642700195,-208.4970703125,48.311885833740234,-0.06950315506554716,False
163,164,163,164,/yh/study/new_data/model_dataset_flight/vi/vi_000163.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000164.jpg,False,-572.0621337890625,52.576194763183594,-208.4970703125,48.311885833740234,363.590070974666,-207.72201538085938,44.32603073120117,364.4335153196781,55.30839538574219,50.329925537109375,36,-575.3704833984375,53.032535552978516,-208.04034423828125,48.60615539550781,367.3568074457287,-208.00172424316406,44.39722442626953,-208.04034423828125,48.60615539550781,-0.8434443450121307,False
164,165,164,165,/yh/study/new_data/model_dataset_flight/vi/vi_000164.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000165.jpg,False,-575.3704833984375,53.032535552978516,-208.04034423828125,48.60615539550781,367.3568074457287,-207.32363891601562,44.18116760253906,368.1532648885001,52.63895034790039,49.258811950683594,36,-578.6788940429688,53.48888397216797,-206.63076782226562,47.946529388427734,372.0894058135331,-207.7134552001953,44.30698013305664,-206.63076782226562,47.946529388427734,-0.7964574427713842,False
165,166,165,166,/yh/study/new_data/model_dataset_flight/vi/vi_000165.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000166.jpg,False,-578.6788940429688,53.48888397216797,-206.63076782226562,47.946529388427734,372.0894058135331,-208.4365692138672,44.21292495727539,370.3585053843153,59.04413986206055,51.72259521484375,36,-581.9886474609375,53.94542694091797,-206.41726684570312,48.18015670776367,375.61562837306775,-207.961181640625,44.25688552856445,-206.41726684570312,48.18015670776367,1.7309004292177974,True
166,167,166,167,/yh/study/new_data/model_dataset_flight/vi/vi_000166.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000167.jpg,False,-581.9886474609375,53.94542694091797,-206.41726684570312,48.18015670776367,375.61562837306775,-209.45486450195312,44.74280548095703,372.647430807549,63.94998550415039,56.32758331298828,36,-585.4841918945312,54.39555358886719,-206.93899536132812,48.85409927368164,378.58575453163667,-208.54425048828125,44.43464660644531,-206.93899536132812,48.85409927368164,2.9681975655187784,True
167,168,167,168,/yh/study/new_data/model_dataset_flight/vi/vi_000167.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000168.jpg,False,-585.4841918945312,54.39555358886719,-206.93899536132812,48.85409927368164,378.58575453163667,-210.13006591796875,44.96599578857422,375.47255085816624,66.39747619628906,58.36103057861328,36,-588.6644897460938,54.805076599121094,-208.02841186523438,49.38193130493164,380.67470928524466,-209.251708984375,44.66178894042969,-208.02841186523438,49.38193130493164,3.113203673470423,True
168,169,168,169,/yh/study/new_data/model_dataset_flight/vi/vi_000168.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000169.jpg,False,-588.6644897460938,54.805076599121094,-208.02841186523438,49.38193130493164,380.67470928524466,-213.76475524902344,46.1637077331543,374.99931224183797,71.47644805908203,64.70932006835938,36,-591.8436889648438,55.2144660949707,-212.77328491210938,50.21625518798828,379.1033544311814,-211.13629150390625,45.282325744628906,-212.77328491210938,50.21625518798828,5.67539704340669,True
169,170,169,170,/yh/study/new_data/model_dataset_flight/vi/vi_000169.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000170.jpg,False,-591.8436889648438,55.2144660949707,-212.77328491210938,50.21625518798828,379.1033544311814,-221.4886474609375,46.6773681640625,370.45342326457455,57.8687744140625,67.07988739013672,36,-595.13671875,55.62977981567383,-217.94029235839844,52.35836410522461,377.21061258048593,-216.05636596679688,45.94928741455078,-217.94029235839844,52.35836410522461,8.649931166606848,True
170,171,170,171,/yh/study/new_data/model_dataset_flight/vi/vi_000170.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000171.jpg,False,-595.13671875,55.62977981567383,-217.94029235839844,52.35836410522461,377.21061258048593,-225.8116455078125,50.86018371582031,369.3558700931974,47.69017028808594,68.27433776855469,36,-598.4330444335938,56.045509338378906,-222.70713806152344,53.02336502075195,375.7380604562044,-221.5448760986328,48.06009292602539,-222.70713806152344,53.02336502075195,7.854742487288547,True
171,172,171,172,/yh/study/new_data/model_dataset_flight/vi/vi_000171.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000172.jpg,False,-598.4330444335938,56.045509338378906,-222.70713806152344,53.02336502075195,375.7380604562044,-228.92904663085938,50.90882110595703,369.539700111098,50.633026123046875,65.25462341308594,36,-601.7293701171875,56.461246490478516,-227.1278839111328,54.496734619140625,374.6066373873768,-226.1949462890625,49.662559509277344,-227.1278839111328,54.496734619140625,6.19836034510638,True
172,173,172,173,/yh/study/new_data/model_dataset_flight/vi/vi_000172.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000173.jpg,False,-601.7293701171875,56.461246490478516,-227.1278839111328,54.496734619140625,374.6066373873768,-231.29592895507812,50.437191009521484,370.4824200628683,48.737789154052734,65.24147033691406,36,-605.0008544921875,56.88426971435547,-229.6879119873047,55.190696716308594,375.3167635493693,-230.1594696044922,50.543453216552734,-229.6879119873047,55.190696716308594,4.124217324508493,True
173,174,173,174,/yh/study/new_data/model_dataset_flight/vi/vi_000173.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000174.jpg,False,-605.0008544921875,56.88426971435547,-229.6879119873047,55.190696716308594,375.3167635493693,-234.7327423095703,50.56874084472656,370.32196910821034,46.55078887939453,60.79460906982422,36,-608.27197265625,57.307247161865234,-231.4871368408203,55.16298294067383,376.79093721785637,-234.02606201171875,51.096988677978516,-231.4871368408203,55.16298294067383,4.994794441158945,True
174,175,174,175,/yh/study/new_data/model_dataset_flight/vi/vi_000174.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000175.jpg,False,-608.27197265625,57.307247161865234,-231.4871368408203,55.16298294067383,376.79093721785637,-235.36856079101562,51.07745361328125,372.9554462779577,43.68463134765625,61.999935150146484,36,-611.5435791015625,57.730289459228516,-235.4969024658203,56.204002380371094,376.0497740473108,-236.52635192871094,51.58945083618164,-235.4969024658203,56.204002380371094,3.835490939898648,True
175,176,175,176,/yh/study/new_data/model_dataset_flight/vi/vi_000175.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000176.jpg,False,-611.5435791015625,57.730289459228516,-235.4969024658203,56.204002380371094,376.0497740473108,-237.24176025390625,54.34495544433594,374.31712768594497,53.630313873291016,52.95289993286133,36,-614.8861694335938,58.1866569519043,-238.27088928222656,57.69942092895508,376.6155953255718,-238.75625610351562,53.238765716552734,-238.27088928222656,57.69942092895508,1.7326463613658234,True
176,177,176,177,/yh/study/new_data/model_dataset_flight/vi/vi_000176.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000177.jpg,False,-614.8861694335938,58.1866569519043,-238.27088928222656,57.69942092895508,376.6155953255718,-240.04615783691406,53.875160217285156,374.86480669421553,59.64179992675781,48.89991760253906,36,-618.2273559570312,58.64283752441406,-240.5241241455078,58.57338333129883,377.70323819733704,-241.07534790039062,54.060997009277344,-240.5241241455078,58.57338333129883,1.7507886313562722,True
177,178,177,178,/yh/study/new_data/model_dataset_flight/vi/vi_000177.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000178.jpg,False,-618.2273559570312,58.64283752441406,-240.5241241455078,58.57338333129883,377.70323819733704,-239.980224609375,53.663944244384766,378.27989868749967,61.938140869140625,48.666473388671875,36,-621.5722045898438,59.099517822265625,-240.8121337890625,59.36872100830078,380.7601659661516,-242.3536376953125,54.415889739990234,-240.8121337890625,59.36872100830078,-0.5766604901626238,False
178,179,178,179,/yh/study/new_data/model_dataset_flight/vi/vi_000178.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000179.jpg,False,-621.5722045898438,59.099517822265625,-240.8121337890625,59.36872100830078,380.7601659661516,-240.26918029785156,53.23114013671875,381.3481797398275,61.696067810058594,47.029510498046875,36,-624.8855590820312,59.540775299072266,-242.15869140625,59.08839416503906,382.72713503174214,-242.96224975585938,54.34085464477539,-242.15869140625,59.08839416503906,-0.5880137736759252,False
179,180,179,180,/yh/study/new_data/model_dataset_flight/vi/vi_000179.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000180.jpg,False,-624.8855590820312,59.540775299072266,-242.15869140625,59.08839416503906,382.72713503174214,-240.11349487304688,52.99870681762695,384.82767579224173,65.85018920898438,49.82498550415039,36,-628.2006225585938,59.982269287109375,-241.17774963378906,58.28705596923828,387.0265855405318,-243.05429077148438,54.111122131347656,-241.17774963378906,58.28705596923828,-2.100540760499598,False
180,181,180,181,/yh/study/new_data/model_dataset_flight/vi/vi_000180.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000181.jpg,False,-628.2006225585938,59.982269287109375,-241.17774963378906,58.28705596923828,387.0265855405318,-239.5732879638672,52.51823425292969,388.69900567559085,68.55833435058594,46.706947326660156,36,-631.5191650390625,60.42422103881836,-240.2838897705078,58.03470230102539,391.24257234388494,-242.63589477539062,53.61929702758789,-240.2838897705078,58.03470230102539,-1.672420135059042,False
181,182,181,182,/yh/study/new_data/model_dataset_flight/vi/vi_000181.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000182.jpg,False,-631.5191650390625,60.42422103881836,-240.2838897705078,58.03470230102539,391.24257234388494,-240.3175048828125,53.07973861694336,391.270597324986,65.37098693847656,49.925559997558594,36,-635.0553588867188,60.91789245605469,-239.88743591308594,57.91653823852539,395.179320656375,-242.32322692871094,53.48081588745117,-239.88743591308594,57.91653823852539,-0.02802498110105489,False
182,183,182,183,/yh/study/new_data/model_dataset_flight/vi/vi_000182.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000183.jpg,False,-635.0553588867188,60.91789245605469,-239.88743591308594,57.91653823852539,395.179320656375,-240.36390686035156,52.92380905151367,394.7723998358559,64.61678314208984,48.1890754699707,36,-638.2706298828125,61.366756439208984,-240.1890411376953,57.806968688964844,398.09750487369723,-241.9593048095703,53.284019470214844,-240.1890411376953,57.806968688964844,0.40692082051913303,True
183,184,183,184,/yh/study/new_data/model_dataset_flight/vi/vi_000183.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000184.jpg,False,-638.2706298828125,61.366756439208984,-240.1890411376953,57.806968688964844,398.09750487369723,-239.81820678710938,52.60653305053711,398.5487109308681,67.24832153320312,46.594093322753906,36,-641.486572265625,61.815711975097656,-238.13690185546875,57.094669342041016,403.37729839881274,-241.39840698242188,52.99105453491211,-238.13690185546875,57.094669342041016,-0.45120605717085027,False
184,185,184,185,/yh/study/new_data/model_dataset_flight/vi/vi_000184.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000185.jpg,False,-641.486572265625,61.815711975097656,-238.13690185546875,57.094669342041016,403.37729839881274,-239.39541625976562,52.51045227050781,402.19881351925716,68.35719299316406,45.89209747314453,36,-644.7642822265625,62.216407775878906,-238.56973266601562,56.191436767578125,406.2392304644474,-240.7473602294922,52.741615295410156,-238.56973266601562,56.191436767578125,1.1784848795555831,True
185,186,185,186,/yh/study/new_data/model_dataset_flight/vi/vi_000185.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000186.jpg,False,-644.7642822265625,62.216407775878906,-238.56973266601562,56.191436767578125,406.2392304644474,-240.23915100097656,52.72900390625,404.6363708631034,65.68338775634766,47.224910736083984,36,-648.04248046875,62.61715316772461,-239.07989501953125,56.68446731567383,409.0056149476785,-240.55177307128906,52.67009735107422,-239.07989501953125,56.68446731567383,1.6028596013439937,True
186,187,186,187,/yh/study/new_data/model_dataset_flight/vi/vi_000186.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000187.jpg,False,-648.04248046875,62.61715316772461,-239.07989501953125,56.68446731567383,409.0056149476785,-239.61813354492188,52.565711975097656,408.5480126376878,69.1049575805664,47.45232009887695,36,-651.3211669921875,63.01796340942383,-239.03187561035156,56.50166702270508,412.3407837053424,-240.16653442382812,52.56581115722656,-239.03187561035156,56.50166702270508,0.4576023099907047,True
187,188,187,188,/yh/study/new_data/model_dataset_flight/vi/vi_000187.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000188.jpg,False,-651.3211669921875,63.01796340942383,-239.03187561035156,56.50166702270508,412.3407837053424,-239.5115966796875,52.490760803222656,411.9441032417843,69.38539123535156,46.767906188964844,36,-654.587158203125,63.414756774902344,-238.90078735351562,56.7861213684082,415.7392184019583,-239.83834838867188,52.47419357299805,-238.90078735351562,56.7861213684082,0.3966804635580843,True
188,189,188,189,/yh/study/new_data/model_dataset_flight/vi/vi_000188.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000189.jpg,False,-654.587158203125,63.414756774902344,-238.90078735351562,56.7861213684082,415.7392184019583,-239.77207946777344,52.69367599487305,414.9536011644047,67.96239471435547,46.70394515991211,36,-657.8555908203125,63.81185531616211,-238.3677978515625,56.593807220458984,419.54988817553595,-239.71231079101562,52.511539459228516,-238.3677978515625,56.593807220458984,0.7856172375535948,True
189,190,189,190,/yh/study/new_data/model_dataset_flight/vi/vi_000189.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000190.jpg,False,-657.8555908203125,63.81185531616211,-238.3677978515625,56.593807220458984,419.54988817553595,-239.59764099121094,52.70397186279297,418.405422610722,69.39532470703125,48.10181427001953,36,-661.1251220703125,64.2090835571289,-237.63662719726562,56.81639862060547,423.5530156667632,-239.572265625,52.55533218383789,-237.63662719726562,56.81639862060547,1.14446556481397,True
190,191,190,191,/yh/study/new_data/model_dataset_flight/vi/vi_000190.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000191.jpg,False,-661.1251220703125,64.2090835571289,-237.63662719726562,56.81639862060547,423.5530156667632,-235.6951904296875,53.40271759033203,425.5671560178901,58.11946105957031,54.12696075439453,36,-664.4630126953125,64.65044403076172,-237.34471130371094,57.83882522583008,427.1726132775727,-237.78309631347656,52.86981964111328,-237.34471130371094,57.83882522583008,-2.014140351126912,False
191,192,191,192,/yh/study/new_data/model_dataset_flight/vi/vi_000191.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000192.jpg,False,-664.4630126953125,64.65044403076172,-237.34471130371094,57.83882522583008,427.1726132775727,-235.78639221191406,53.19743347167969,428.8295889976974,56.60479736328125,53.274009704589844,36,-667.8052978515625,65.09236907958984,-235.3614959716797,57.21797561645508,432.5154885743857,-236.61856079101562,53.036014556884766,-235.3614959716797,57.21797561645508,-1.6569757201247057,False
192,193,192,193,/yh/study/new_data/model_dataset_flight/vi/vi_000192.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000193.jpg,False,-667.8052978515625,65.09236907958984,-235.3614959716797,57.21797561645508,432.5154885743857,-236.0712127685547,53.40959930419922,431.89212464698477,55.935401916503906,53.302040100097656,36,-671.1435546875,65.53378295898438,-235.23899841308594,57.35207748413086,435.9813327256926,-235.9910888671875,53.23922348022461,-235.23899841308594,57.35207748413086,0.6233639274009306,True
193,194,193,194,/yh/study/new_data/model_dataset_flight/vi/vi_000193.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000194.jpg,False,-671.1435546875,65.53378295898438,-235.23899841308594,57.35207748413086,435.9813327256926,-236.1190185546875,54.28676223754883,435.1699007430053,53.22832489013672,58.22956848144531,36,-674.447265625,65.97511291503906,-235.6068878173828,56.598323822021484,438.9405442289731,-235.66317749023438,53.72280502319336,-235.6068878173828,56.598323822021484,0.8114319826872816,True
194,195,194,195,/yh/study/new_data/model_dataset_flight/vi/vi_000194.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000195.jpg,False,-674.447265625,65.97511291503906,-235.6068878173828,56.598323822021484,438.9405442289731,-236.05044555664062,54.2925910949707,438.5524520078822,55.04536819458008,59.15076446533203,36,-677.7529907226562,66.4167251586914,-235.5313720703125,57.13532638549805,442.3190074671062,-235.48052978515625,54.07406234741211,-235.5313720703125,57.13532638549805,0.3880922210909148,True
195,196,195,196,/yh/study/new_data/model_dataset_flight/vi/vi_000195.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000196.jpg,False,-677.7529907226562,66.4167251586914,-235.5313720703125,57.13532638549805,442.3190074671062,-236.02223205566406,54.48351287841797,441.8919151872351,53.338966369628906,59.83958053588867,36,-681.0598754882812,66.85848236083984,-236.81483459472656,58.379329681396484,444.32595286419786,-235.42906188964844,54.38300704956055,-236.81483459472656,58.379329681396484,0.4270922798710899,True
196,197,196,197,/yh/study/new_data/model_dataset_flight/vi/vi_000196.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000197.jpg,False,-681.0598754882812,66.85848236083984,-236.81483459472656,58.379329681396484,444.32595286419786,-236.31553649902344,54.369102478027344,444.91966878623055,52.56825256347656,59.33552932739258,36,-684.3595581054688,67.29602813720703,-238.90028381347656,57.54728317260742,445.5659357279606,-235.5876007080078,54.52939987182617,-238.90028381347656,57.54728317260742,-0.5937159220326862,False
197,198,197,198,/yh/study/new_data/model_dataset_flight/vi/vi_000197.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000198.jpg,False,-684.3595581054688,67.29602813720703,-238.90028381347656,57.54728317260742,445.5659357279606,-239.04071044921875,54.29029083251953,445.50872637999913,60.45249938964844,58.43577575683594,36,-687.6604614257812,67.73373413085938,-241.30905151367188,57.53468322753906,446.4679179625972,-236.78070068359375,54.565650939941406,-241.30905151367188,57.53468322753906,0.05720934796147503,True
198,199,198,199,/yh/study/new_data/model_dataset_flight/vi/vi_000198.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000199.jpg,False,-687.6604614257812,67.73373413085938,-241.30905151367188,57.53468322753906,446.4679179625972,-239.3500518798828,54.864192962646484,448.49509294650204,59.60086441040039,61.35655212402344,36,-690.9660034179688,68.17205810546875,-242.98086547851562,57.79344177246094,448.105344189978,-237.885009765625,54.79509735107422,-242.98086547851562,57.79344177246094,-2.0271749839048425,False
199,200,199,200,/yh/study/new_data/model_dataset_flight/vi/vi_000199.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000200.jpg,False,-690.9660034179688,68.17205810546875,-242.98086547851562,57.79344177246094,448.105344189978,-243.52749633789062,54.76441192626953,447.6393443321484,65.90992736816406,63.33662414550781,36,-694.3814086914062,68.6431655883789,-242.7203826904297,57.45487976074219,451.79957962354916,-240.271240234375,54.900299072265625,-242.7203826904297,57.45487976074219,0.46599985782955855,True
200,201,200,201,/yh/study/new_data/model_dataset_flight/vi/vi_000200.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000201.jpg,False,-694.3814086914062,68.6431655883789,-242.7203826904297,57.45487976074219,451.79957962354916,-240.020263671875,56.32900619506836,454.52798442452735,55.4410400390625,69.08194732666016,36,-697.7882080078125,69.11308288574219,-239.8089141845703,56.342384338378906,458.1573139350972,-240.6437225341797,55.55104446411133,-239.8089141845703,56.342384338378906,-2.7284048009781827,False
201,202,201,202,/yh/study/new_data/model_dataset_flight/vi/vi_000201.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000202.jpg,False,-697.7882080078125,69.11308288574219,-239.8089141845703,56.342384338378906,458.1573139350972,-240.28887939453125,58.686370849609375,457.6181290175112,56.19514083862305,73.30174255371094,36,-700.8925170898438,69.5412826538086,-237.466796875,56.618873596191406,463.6058528669575,-240.92108154296875,56.90980911254883,-237.466796875,56.618873596191406,0.5391849175859988,True
202,203,202,203,/yh/study/new_data/model_dataset_flight/vi/vi_000202.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000203.jpg,False,-700.8925170898438,69.5412826538086,-237.466796875,56.618873596191406,463.6058528669575,-237.217041015625,59.95600891113281,463.7745406826203,52.11329650878906,69.68754577636719,36,-704.1041870117188,69.95103454589844,-236.01341247558594,57.648284912109375,468.2524221553888,-239.6609649658203,58.44847869873047,-236.01341247558594,57.648284912109375,-0.16868781566279267,False
203,204,203,204,/yh/study/new_data/model_dataset_flight/vi/vi_000203.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000204.jpg,False,-704.1041870117188,69.95103454589844,-236.01341247558594,57.648284912109375,468.2524221553888,-237.12167358398438,56.846378326416016,467.16635138022826,56.82295227050781,71.39453125,36,-707.6273193359375,70.40052032470703,-235.12916564941406,58.093963623046875,472.6583931075642,-238.72988891601562,58.29386520385742,-235.12916564941406,58.093963623046875,1.0860707751605219,True
204,205,204,205,/yh/study/new_data/model_dataset_flight/vi/vi_000204.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000205.jpg,False,-707.6273193359375,70.40052032470703,-235.12916564941406,58.093963623046875,472.6583931075642,-235.74949645996094,58.956241607666016,472.0165794095847,61.21039581298828,71.00718688964844,36,-710.8394775390625,70.8103256225586,-236.39474487304688,57.967529296875,474.6185223650569,-237.4983673095703,58.89419937133789,-236.39474487304688,57.967529296875,0.6418136979795008,True
