pair_current_index,pair_next_index,current_frame_id,next_frame_id,current_image_path,next_image_path,is_initial_frame,reference_current_x,reference_current_y,search_center_x,search_center_y,search_center_error_m,final_ms_x,final_ms_y,final_error_m,variance_x,variance_y,ms_candidate_count,reference_next_x,reference_next_y,provisional_next_x,provisional_next_y,provisional_next_error_m,kalman_current_xy_x,kalman_current_xy_y,gru_next_xy_x,gru_next_xy_y,ms_correction_gain_m,ms_improved_search_center
12,13,12,13,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,False,-61.281715393066406,2.0263473987579346,-22.33424186706543,8.570916175842285,39.49350673891259,-20.293930053710938,6.087584018707275,41.18849584420752,42.556976318359375,56.94345474243164,36,-64.62455749511719,2.3488411903381348,-24.15233039855957,8.705904006958008,40.968444122394786,-18.326196670532227,6.009825229644775,-24.15233039855957,8.705904006958008,-1.6949891052949297,False
13,14,13,14,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,False,-64.62455749511719,2.3488411903381348,-24.15233039855957,8.705904006958008,40.968444122394786,-20.419998168945312,4.582622051239014,44.26096296010262,38.08729553222656,53.6616325378418,36,-67.96265411376953,2.678952693939209,-24.88391876220703,8.280948638916016,43.44145253162579,-19.687326431274414,5.902462482452393,-24.88391876220703,8.280948638916016,-3.2925188377078314,False
14,15,14,15,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,False,-67.96265411376953,2.678952693939209,-24.88391876220703,8.280948638916016,43.44145253162579,-21.82965660095215,4.301424026489258,46.16151939378254,36.07048797607422,55.57405471801758,36,-71.30087280273438,3.009075880050659,-26.285049438476562,6.726236343383789,45.1690340285491,-21.167255401611328,5.60422945022583,-26.285049438476562,6.726236343383789,-2.7200668621567488,False
15,16,15,16,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,False,-71.30087280273438,3.009075880050659,-26.285049438476562,6.726236343383789,45.1690340285491,-24.467201232910156,1.6592800617218018,46.85311880186141,25.145233154296875,51.73080062866211,36,-74.64299774169922,3.3395848274230957,-27.419105529785156,4.513903617858887,47.23849087623405,-23.454761505126953,4.121898174285889,-27.419105529785156,4.513903617858887,-1.684084773312314,False
16,17,16,17,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,False,-74.64299774169922,3.3395848274230957,-27.419105529785156,4.513903617858887,47.23849087623405,-24.010839462280273,1.798604130744934,50.65560258786453,23.944293975830078,53.13947296142578,36,-77.97047424316406,3.6625680923461914,-28.108299255371094,3.0972931385040283,49.86537907493262,-24.40995216369629,3.1041579246520996,-28.108299255371094,3.0972931385040283,-3.4171117116304757,False
17,18,17,18,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,False,-77.97047424316406,3.6625680923461914,-28.108299255371094,3.0972931385040283,49.86537907493262,-23.059856414794922,1.0183019638061523,54.97424936869766,20.9224910736084,50.13076400756836,36,-81.29307556152344,3.9850776195526123,-28.07533073425293,2.370802164077759,53.242222434329555,-24.28045082092285,2.0251071453094482,-28.07533073425293,2.370802164077759,-5.108870293765044,False
18,19,18,19,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,False,-81.29307556152344,3.9850776195526123,-28.07533073425293,2.370802164077759,53.242222434329555,-24.97341537475586,0.47049373388290405,56.42921604490339,34.81208801269531,53.766319274902344,36,-84.62059020996094,4.3080644607543945,-27.863046646118164,0.9175903797149658,56.8587202273821,-25.074127197265625,1.091418743133545,-27.863046646118164,0.9175903797149658,-3.186993610573836,False
19,20,19,20,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,False,-84.62059020996094,4.3080644607543945,-27.863046646118164,0.9175903797149658,56.8587202273821,-23.789920806884766,-1.836203932762146,61.14018624536495,25.09503936767578,54.10455322265625,36,-87.91920471191406,4.623467922210693,-29.233673095703125,-0.524316132068634,58.9108759207227,-24.827157974243164,-0.4764804542064667,-29.233673095703125,-0.524316132068634,-4.281466017982851,False
20,21,20,21,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,False,-87.91920471191406,4.623467922210693,-29.233673095703125,-0.524316132068634,58.9108759207227,-22.942729949951172,-1.909698486328125,65.30409279527325,23.526409149169922,50.81841278076172,36,-91.22086334228516,4.939162731170654,-28.21417999267578,-1.3886603116989136,63.32364085536945,-24.113412857055664,-1.577451229095459,-28.21417999267578,-1.3886603116989136,-6.393216874550546,False
21,22,21,22,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,False,-91.22086334228516,4.939162731170654,-28.21417999267578,-1.3886603116989136,63.32364085536945,-21.870040893554688,-2.306633472442627,69.72831660767119,20.838687896728516,49.00428009033203,36,-94.5164794921875,5.254280090332031,-27.41868019104004,-1.299349069595337,67.41709520754299,-23.00048828125,-2.4095101356506348,-27.41868019104004,-1.299349069595337,-6.404675752301742,False
22,23,22,23,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,False,-94.5164794921875,5.254280090332031,-27.41868019104004,-1.299349069595337,67.41709520754299,-22.886417388916016,-1.921825885772705,71.98862614259849,23.606182098388672,51.187522888183594,36,-97.71556854248047,5.570963382720947,-26.96800422668457,-1.6379762887954712,71.11389925890184,-22.835037231445312,-2.722491979598999,-26.96800422668457,-1.6379762887954712,-4.571530935055506,False
23,24,23,24,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,False,-97.71556854248047,5.570963382720947,-26.96800422668457,-1.6379762887954712,71.11389925890184,-21.709579467773438,-1.8977150917053223,76.3720599000632,19.627981185913086,47.3865966796875,36,-101.2225570678711,5.918126583099365,-27.2493896484375,-1.7799715995788574,74.37264425643144,-22.141132354736328,-2.777268409729004,-27.2493896484375,-1.7799715995788574,-5.258160641161368,False
24,25,24,25,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,False,-101.2225570678711,5.918126583099365,-27.2493896484375,-1.7799715995788574,74.37264425643144,-21.483943939208984,-1.6383928060531616,80.09586386924785,18.40716552734375,45.94905090332031,36,-104.41236877441406,6.233891487121582,-26.218135833740234,-2.2980458736419678,78.65832454551999,-21.62828254699707,-2.5942559242248535,-26.218135833740234,-2.2980458736419678,-5.723219612816408,False
25,26,25,26,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,False,-104.41236877441406,6.233891487121582,-26.218135833740234,-2.2980458736419678,78.65832454551999,-23.27090072631836,-0.8953859210014343,81.45406333242136,23.47418212890625,46.97235107421875,36,-107.75296020507812,6.5345540046691895,-25.73685073852539,-2.429982900619507,82.50457644249708,-22.170377731323242,-2.0804190635681152,-25.73685073852539,-2.429982900619507,-2.7957387869013672,False
26,27,26,27,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,False,-107.75296020507812,6.5345540046691895,-25.73685073852539,-2.429982900619507,82.50457644249708,-22.81046485900879,-0.8507018685340881,85.26294341582218,21.46518898010254,44.51103591918945,36,-111.09230041503906,6.835103988647461,-25.555341720581055,-0.7083415985107422,85.86894010073627,-22.44093132019043,-1.6202415227890015,-25.555341720581055,-0.7083415985107422,-2.7583669733250957,False
27,28,27,28,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,False,-111.09230041503906,6.835103988647461,-25.555341720581055,-0.7083415985107422,85.86894010073627,-26.23892593383789,-0.8710971474647522,85.20258620955809,30.243003845214844,50.60887145996094,36,-114.4308090209961,7.135579586029053,-27.926971435546875,-0.546527087688446,86.8442783374711,-24.036123275756836,-1.312782883644104,-27.926971435546875,-0.546527087688446,0.6663538911781757,True
28,29,28,29,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,False,-114.4308090209961,7.135579586029053,-27.926971435546875,-0.546527087688446,86.8442783374711,-26.68440055847168,-0.9475873708724976,88.11793112712827,33.35749435424805,53.50648880004883,36,-117.76180267333984,7.465998649597168,-29.75695037841797,0.19110071659088135,88.30502911718378,-25.44782257080078,-1.1163315773010254,-29.75695037841797,0.19110071659088135,-1.2736527896571772,False
29,30,29,30,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,False,-117.76180267333984,7.465998649597168,-29.75695037841797,0.19110071659088135,88.30502911718378,-31.85085678100586,0.4418673515319824,86.19761623506764,51.30741882324219,61.442474365234375,36,-121.08988952636719,7.79612922668457,-31.66607666015625,1.2394742965698242,89.66386134560406,-28.162620544433594,-0.45534253120422363,-31.66607666015625,1.2394742965698242,2.1074128821161366,True
30,31,30,31,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,False,-121.08988952636719,7.79612922668457,-31.66607666015625,1.2394742965698242,89.66386134560406,-35.7719612121582,1.8242380619049072,85.52667639931109,50.46092224121094,66.61248779296875,36,-124.41860961914062,8.126322746276855,-35.008358001708984,2.472574234008789,89.58882724163996,-31.952606201171875,0.5592367649078369,-35.008358001708984,2.472574234008789,4.137184946292976,True
31,32,31,32,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,False,-124.41860961914062,8.126322746276855,-35.008358001708984,2.472574234008789,89.58882724163996,-38.30396270751953,4.474704265594482,86.19203403007515,55.54255294799805,59.17725372314453,36,-127.7506332397461,8.479126930236816,-38.22065353393555,4.060965538024902,89.63892801796818,-35.63859176635742,2.4557669162750244,-38.22065353393555,4.060965538024902,3.3967932115648125,True
32,33,32,33,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,False,-127.7506332397461,8.479126930236816,-38.22065353393555,4.060965538024902,89.63892801796818,-36.79765319824219,3.544863700866699,91.08672533386476,55.40132522583008,58.90146255493164,36,-131.07872009277344,8.831513404846191,-39.97711944580078,5.458067893981934,91.16403772900397,-37.552886962890625,3.372676372528076,-39.97711944580078,5.458067893981934,-1.4477973158965796,False
33,34,33,34,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,False,-131.07872009277344,8.831513404846191,-39.97711944580078,5.458067893981934,91.16403772900397,-42.01958465576172,3.8956000804901123,89.19581181386015,89.80928039550781,59.819332122802734,36,-134.4064178466797,9.183857917785645,-44.03247833251953,6.506494045257568,90.41358980051061,-40.50519561767578,4.073465824127197,-44.03247833251953,6.506494045257568,1.9682259151438188,True
34,35,34,35,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,False,-134.4064178466797,9.183857917785645,-44.03247833251953,6.506494045257568,90.41358980051061,-37.02040481567383,3.0370678901672363,97.57980611642387,91.9793472290039,58.92074203491211,36,-137.9134521484375,9.491893768310547,-43.25061798095703,6.683079242706299,94.70449625893774,-40.99296951293945,4.1126322746276855,-43.25061798095703,6.683079242706299,-7.16621631591326,False
35,36,35,36,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,False,-137.9134521484375,9.491893768310547,-43.25061798095703,6.683079242706299,94.70449625893774,-41.992950439453125,3.7449913024902344,96.09250509823815,89.98307800292969,59.57679748535156,36,-141.10328674316406,9.772066116333008,-44.67374038696289,7.6594085693359375,96.45268649640421,-42.62678527832031,4.324338912963867,-44.67374038696289,7.6594085693359375,-1.3880088393004115,False
36,37,36,37,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,False,-141.10328674316406,9.772066116333008,-44.67374038696289,7.6594085693359375,96.45268649640421,-56.351234436035156,5.519382953643799,84.85868066587257,84.85649108886719,43.4670295715332,36,-144.29208374023438,10.052149772644043,-51.05509567260742,8.38667106628418,93.2518619827194,-49.05844497680664,5.170321941375732,-51.05509567260742,8.38667106628418,11.594005830531643,True
37,38,37,38,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,False,-144.29208374023438,10.052149772644043,-51.05509567260742,8.38667106628418,93.2518619827194,-62.07733917236328,4.730330467224121,82.38680710574862,56.83967590332031,40.23477554321289,36,-147.48928833007812,10.328798294067383,-58.25945281982422,8.438300132751465,89.24986010344726,-56.828948974609375,5.274131774902344,-58.25945281982422,8.438300132751465,10.865054876970788,True
38,39,38,39,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,False,-147.48928833007812,10.328798294067383,-58.25945281982422,8.438300132751465,89.24986010344726,-63.89457702636719,4.451107978820801,83.80109188663785,33.70642852783203,41.39320373535156,36,-150.68637084960938,10.605437278747559,-65.21701049804688,8.569812774658203,85.49359815814803,-62.575401306152344,5.167510986328125,-65.21701049804688,8.569812774658203,5.4487682168094125,True
39,40,39,40,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,False,-150.68637084960938,10.605437278747559,-65.21701049804688,8.569812774658203,85.49359815814803,-65.73400115966797,3.905488967895508,85.21616292291365,38.06968688964844,40.11859893798828,36,-154.1981964111328,10.909310340881348,-70.89044952392578,7.7926025390625,83.36602760684278,-66.40232849121094,4.776711940765381,-70.89044952392578,7.7926025390625,0.2774352352343783,True
40,41,40,41,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,False,-154.1981964111328,10.909310340881348,-70.89044952392578,7.7926025390625,83.36602760684278,-66.70056915283203,3.8332412242889404,87.78328730444841,40.199005126953125,42.06632995605469,36,-157.47799682617188,11.261993408203125,-73.59424591064453,7.468839645385742,83.96946875577224,-68.9288101196289,4.443186283111572,-73.59424591064453,7.468839645385742,-4.41725969760563,False
41,42,41,42,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,False,-157.47799682617188,11.261993408203125,-73.59424591064453,7.468839645385742,83.96946875577224,-69.63465881347656,2.830780029296875,88.24702483513701,43.73845672607422,36.11811447143555,36,-160.7559356689453,11.614477157592773,-75.80606842041016,7.00114631652832,85.07504197467588,-71.42828369140625,3.6812777519226074,-75.80606842041016,7.00114631652832,-4.277556079364771,False
42,43,42,43,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,False,-160.7559356689453,11.614477157592773,-75.80606842041016,7.00114631652832,85.07504197467588,-69.25316619873047,0.17527899146080017,92.2150317215329,34.222259521484375,48.56159210205078,36,-164.03280639648438,11.966845512390137,-76.6417007446289,5.175219535827637,87.6546149980666,-72.10855865478516,2.195343494415283,-76.6417007446289,5.175219535827637,-7.139989746857012,False
43,44,43,44,/yh/study/new_data/model_dataset_flight/vi/vi_000043.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000044.jpg,False,-164.03280639648438,11.966845512390137,-76.6417007446289,5.175219535827637,87.6546149980666,-69.9860610961914,0.17503833770751953,94.78310512967526,44.53443908691406,47.74496078491211,36,-167.38104248046875,12.304368019104004,-77.40043640136719,3.368649959564209,90.42320790373472,-72.85013580322266,1.0404378175735474,-77.40043640136719,3.368649959564209,-7.1284901316086575,False
44,45,44,45,/yh/study/new_data/model_dataset_flight/vi/vi_000044.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000045.jpg,False,-167.38104248046875,12.304368019104004,-77.40043640136719,3.368649959564209,90.42320790373472,-70.60159301757812,0.460862934589386,97.50143819978823,46.77486038208008,47.74693298339844,36,-170.73062133789062,12.642024993896484,-77.26602172851562,2.9351272583007812,93.96730944211447,-73.2045669555664,0.3907533884048462,-77.26602172851562,2.9351272583007812,-7.078230296053505,False
45,46,45,46,/yh/study/new_data/model_dataset_flight/vi/vi_000045.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000046.jpg,False,-170.73062133789062,12.642024993896484,-77.26602172851562,2.9351272583007812,93.96730944211447,-70.62067413330078,0.3357338309288025,100.86350346628608,48.53263854980469,47.00981521606445,36,-174.08189392089844,12.979852676391602,-78.63556671142578,2.9360175132751465,95.97332964194571,-73.1214599609375,-0.024071315303444862,-78.63556671142578,2.9360175132751465,-6.896194024171606,False
46,47,46,47,/yh/study/new_data/model_dataset_flight/vi/vi_000046.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000047.jpg,False,-174.08189392089844,12.979852676391602,-78.63556671142578,2.9360175132751465,95.97332964194571,-75.95631408691406,-0.8642129898071289,99.09736410180476,68.58267211914062,41.24811553955078,36,-179.34275817871094,13.486869812011719,-79.24217987060547,2.32450795173645,100.7210211421473,-74.89807891845703,-0.7448932528495789,-79.24217987060547,2.32450795173645,-3.124034459859047,False
47,48,47,48,/yh/study/new_data/model_dataset_flight/vi/vi_000047.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000048.jpg,False,-179.34275817871094,13.486869812011719,-79.24217987060547,2.32450795173645,100.7210211421473,-74.7786865234375,-7.257388114929199,106.60191986108228,74.7777099609375,64.80841064453125,36,-184.13096618652344,13.948331832885742,-79.76509094238281,-0.3623969554901123,105.34245523021559,-75.74280548095703,-3.3956658840179443,-79.76509094238281,-0.3623969554901123,-5.880898718934986,False
48,49,48,49,/yh/study/new_data/model_dataset_flight/vi/vi_000048.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000049.jpg,False,-184.13096618652344,13.948331832885742,-79.76509094238281,-0.3623969554901123,105.34245523021559,-77.4699935913086,-5.501877307891846,108.41989536324576,83.86849975585938,65.39068603515625,36,-187.249755859375,14.233661651611328,-81.30883026123047,-1.4958038330078125,107.10226795462093,-77.15078735351562,-4.908374786376953,-81.30883026123047,-1.4958038330078125,-3.0774401330301657,False
49,50,49,50,/yh/study/new_data/model_dataset_flight/vi/vi_000049.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000050.jpg,False,-187.249755859375,14.233661651611328,-81.30883026123047,-1.4958038330078125,107.10226795462093,-76.85536193847656,-6.285300254821777,112.2851281643306,85.0524673461914,63.98112487792969,36,-190.67921447753906,14.547411918640137,-79.4113540649414,-5.255884170532227,113.01640277761784,-77.85787200927734,-6.208807468414307,-79.4113540649414,-5.255884170532227,-5.182860209709673,False
50,51,50,51,/yh/study/new_data/model_dataset_flight/vi/vi_000050.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000051.jpg,False,-190.67921447753906,14.547411918640137,-79.4113540649414,-5.255884170532227,113.01640277761784,-74.69300079345703,-12.017107009887695,118.98939209305026,83.73782348632812,67.73313903808594,36,-194.10855102539062,14.861151695251465,-76.68205261230469,-8.029579162597656,119.63681744665794,-77.37840270996094,-9.231681823730469,-76.68205261230469,-8.029579162597656,-5.9729893154324145,False
51,52,51,52,/yh/study/new_data/model_dataset_flight/vi/vi_000051.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000052.jpg,False,-194.10855102539062,14.861151695251465,-76.68205261230469,-8.029579162597656,119.63681744665794,-71.17062377929688,-15.709885597229004,126.6819729744689,29.15888214111328,58.886470794677734,36,-197.28343200683594,15.1630220413208,-73.34745788574219,-12.419487953186035,126.9681871137077,-73.70076751708984,-12.970123291015625,-73.34745788574219,-12.419487953186035,-7.045155527810962,False
52,53,52,53,/yh/study/new_data/model_dataset_flight/vi/vi_000052.jpg,/yh/study/new_data/model_dataset_flight/vi/vi_000053.jpg,False,-197.28343200683594,15.1630220413208,-73.34745788574219,-12.419487953186035,126.9681871137077,-71.39642333984375,-18.249727249145508,130.24573223822316,27.002355575561523,44.292083740234375,36,-200.77069091796875,15.494592666625977,-72.87442779541016,-15.763724327087402,131.66068700259092,-72.3527603149414,-16.662769317626953,-72.87442779541016,-15.763724327087402,-3.2775451245154557,False
