frame_id,image_path,reference_x,reference_y,previous_final_x,previous_final_y,previous_final_error_to_current_ref_m,prior_x,prior_y,prior_error_m,ms1_x,ms1_y,ms1_error_m,ms1_support,kalman_x_prime_x,kalman_x_prime_y,kalman_error_m,pred_speed_m_per_frame,pred_acceleration_m_per_frame2,pred_heading_deg,pred_heading_delta_deg,delta_x,delta_y,ms2_x,ms2_y,ms2_support,final_x,final_y,next_prior_x,next_prior_y,error_final_m,tracking_core_latency_ms
0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-18.780745674413577,-2.1595981213156596,7.856013413017934e-07,-18.780746459960938,-2.1595981121063232,0.0,-25.940465927124023,-1.1768085956573486,7.2268567221245,0.7101821899414062,-24.866507889217456,-1.3242270245060954,6.1428280968805185,0.657745361328125,0.01018143817782402,171.38652174854496,-2.5234819041963226,-0.6553601026535034,0.09927158802747726,-21.30074691772461,-1.3719043731689453,0.7147647738456726,-21.30074691772461,-1.3719043731689453,-21.30074691772461,-1.3719043731689453,2.6402393326155607,1340.9240989712998
1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-21.30074691772461,-1.3719043731689453,4.619328464752949,-25.919267654418945,-1.4582853317260742,0.0,-32.70420837402344,-1.4532898664474487,6.7849425585792895,0.7510138750076294,-30.18462196387558,-1.4353078016477794,4.265416199163778,0.6449905037879944,0.007749669253826141,170.67926932036846,-3.2307407356751496,-0.6402984857559204,0.10509079694747925,-25.36385726928711,-1.2384824752807617,0.7647649645805359,-25.36385726928711,-1.2384824752807617,-26.00415575504303,-1.1333916783332825,0.5973223515103155,31.384002068080008
2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-25.36385726928711,-1.2384824752807617,3.5183456076052955,-28.881437301635742,-1.16508948802948,0.0,-32.69441604614258,-1.0639231204986572,3.8143205869434085,0.7507607936859131,-30.692864750127075,-1.1115851764798284,1.8122174572887833,0.5946413278579712,0.006017065141350031,167.17204914383697,-3.5072201765315074,-0.5827332139015198,0.13269272446632385,-27.16478729248047,-0.8794183135032654,0.8090853691101074,-27.16478729248047,-0.8794183135032654,-27.74752050638199,-0.7467255890369415,1.7402572435958965,30.66229005344212
3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-27.16478729248047,-0.8794183135032654,4.677957727423467,-31.84273910522461,-0.8719794154167175,0.0,-37.60816955566406,-3.5542235374450684,6.35882236023386,0.6706727147102356,-34.151293270181974,-2.6688331041632263,2.925423988297069,0.5455483198165894,0.005576191004365683,163.57483439480137,-3.597233532055813,-0.5259587168693542,0.15504911541938782,-28.286447525024414,-2.217475175857544,0.8065336346626282,-28.286447525024414,-2.217475175857544,-28.81240624189377,-2.062426060438156,3.8023109610823576,30.151869053952396
4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-28.286447525024414,-2.217475175857544,6.720502054775742,-34.80412292480469,-0.5788613557815552,0.0,-37.825706481933594,-2.897745132446289,3.808830419221979,0.6847618222236633,-34.2753675872724,-2.644561012311128,2.1322985902437024,0.4983636736869812,0.0054663484916090965,159.89614914934586,-3.678690368097385,-0.4705656170845032,0.17223842442035675,-28.44508171081543,-2.1445236206054688,0.8053199052810669,-28.44508171081543,-2.1445236206054688,-28.915647327899933,-1.972285196185112,6.548946746516383,29.286497039720416
5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-28.44508171081543,-2.1445236206054688,9.816106404519351,-38.077056884765625,-0.2521708011627197,0.0,-47.302757263183594,0.402309775352478,9.248886003047994,0.6593194007873535,-39.84945460987386,-0.6042999764653905,1.807038641553684,0.45428627729415894,0.0058393096551299095,156.15627906930538,-3.7398687993800124,-0.4181840717792511,0.1848224550485611,-33.695682525634766,-0.8106195330619812,0.8029860258102417,-33.695682525634766,-0.8106195330619812,-34.11386659741402,-0.6257970780134201,4.416820831889068,30.152875930070877
6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-33.695682525634766,-0.8106195330619812,7.698635619595957,-41.34334182739258,0.07385636121034622,0.0,-51.79088592529297,1.8516836166381836,10.597728408848537,0.7049648761749268,-44.44893671936401,0.7714805338558977,3.182985881102595,0.4129505157470703,0.0057609304785728455,152.43859344368911,-3.717684344955811,-0.36864057183265686,0.19240456819534302,-40.57505416870117,-0.10530596226453781,0.6990948915481567,-40.57505416870117,-0.10530596226453781,-40.94369474053383,0.0870986059308052,0.7889011754652427,30.92732501681894
7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,-40.57505416870117,-0.10530596226453781,4.074804712781802,-44.61831283569336,0.40075016021728516,0.0,-55.67182922363281,1.3402330875396729,11.09336976347477,0.7135142683982849,-49.48885046929681,0.7482035182454798,4.882915182178833,0.3741965889930725,0.005373959429562092,148.64761988827857,-3.790969713429109,-0.32185235619544983,0.19609256088733673,-50.36623001098633,1.3051745891571045,0.74422687292099,-50.36623001098633,1.3051745891571045,-50.68808236718178,1.5012671500444412,5.8186369023759354,31.747997971251607
8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,-50.36623001098633,1.3051745891571045,2.495602245271231,-47.93851089477539,0.7270652055740356,0.0,-55.31098937988281,1.603808045387268,7.424427049984099,0.7070913314819336,-53.28066013228887,1.4811884808624367,5.3951144927793315,0.33833983540534973,0.0044294679537415504,144.80394459323225,-3.843685967216914,-0.27829593420028687,0.19628751277923584,-52.651947021484375,1.7932102680206299,0.7460861206054688,-52.651947021484375,1.7932102680206299,-52.93024295568466,1.9894977807998657,4.832509225520904,32.31202601455152
9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,-52.651947021484375,1.7932102680206299,1.5775920819856366,-51.25859451293945,1.0533686876296997,0.0,-59.605567932128906,0.5304594039916992,8.363336617616804,0.7387281656265259,-56.749103914009495,1.0491823043767745,5.490510997078801,0.3049545884132385,0.0055905175395309925,140.92943782427247,-3.8745042076388345,-0.23892784118652344,0.19396765530109406,-55.422386169433594,1.1977157592773438,0.7513294816017151,-55.422386169433594,1.1977157592773438,-55.66131401062012,1.3916834145784378,4.166292960868627,32.792791025713086
