frame_id,reference_x,reference_y,latency_shared_candidate_ms,top1_x,top1_y,top1_error_m,weighted_centroid_x,weighted_centroid_y,weighted_centroid_error_m,softms_x,softms_y,softms_error_m
29,-117.76180267333984,7.465998649597168,7.157496002037078,-122.39938354492188,9.833647727966309,5.207006931304932,-127.52971649169922,-1.2966043949127197,13.122322082519531,-127.56864166259766,-0.9812479615211487,12.943340301513672
30,-121.08988952636719,7.79612922668457,7.153521990403533,-122.39938354492188,9.833647727966309,2.4220354557037354,-127.69021606445312,-1.3155443668365479,11.251084327697754,-127.74774932861328,-1.0405288934707642,11.064069747924805
31,-124.41860961914062,8.126322746276855,6.960797996725887,-127.1917953491211,0.3473126292228699,8.258544921875,-131.65231323242188,2.535350799560547,9.14250659942627,-131.6422119140625,2.3427436351776123,9.253660202026367
32,-127.7506332397461,8.479126930236816,6.931067036930472,-141.38577270507812,0.4372498095035553,15.829997062683105,-136.95037841796875,2.838329792022705,10.791380882263184,-137.03390502929688,2.9728610515594482,10.793428421020508
33,-131.07872009277344,8.831513404846191,6.873980048112571,-141.38577270507812,0.4372498095035553,13.292817115783691,-136.88951110839844,2.8012900352478027,8.374299049377441,-136.953125,2.923614263534546,8.331380844116211
34,-134.4064178466797,9.183857917785645,6.850545993074775,-141.38577270507812,0.4372498095035553,11.18993091583252,-141.15289306640625,3.0694243907928467,9.105010986328125,-141.07623291015625,3.2143874168395996,8.951033592224121
35,-137.9134521484375,9.491893768310547,6.918541039340198,-141.38577270507812,0.4372498095035553,9.697607040405273,-145.88327026367188,3.0861868858337402,10.225022315979004,-145.80496215820312,3.105308771133423,10.152063369750977
36,-141.10328674316406,9.772066116333008,7.0094799739308655,-141.38577270507812,0.4372498095035553,9.339089393615723,-145.88279724121094,3.10867977142334,8.200270652770996,-145.80511474609375,3.1327786445617676,8.13555908203125
37,-144.29208374023438,10.052149772644043,7.023867045063525,-155.5186767578125,10.043489456176758,11.22659683227539,-151.13961791992188,3.4205572605133057,9.532404899597168,-151.16534423828125,3.619917392730713,9.41357135772705
38,-147.48928833007812,10.328798294067383,6.866618001367897,-160.28053283691406,5.315302848815918,13.738670349121094,-155.66587829589844,3.633207082748413,10.568233489990234,-155.75814819335938,3.9405598640441895,10.449097633361816
39,-150.68637084960938,10.605437278747559,7.231237017549574,-160.28053283691406,5.315302848815918,10.955978393554688,-155.6805877685547,3.617469072341919,8.589174270629883,-155.7767333984375,3.918341636657715,8.404108047485352
40,-154.1981964111328,10.909310340881348,7.356457004789263,-160.28053283691406,5.315302848815918,8.263639450073242,-160.1885528564453,3.2510509490966797,9.722824096679688,-160.20364379882812,3.4548275470733643,9.572602272033691
41,-157.47799682617188,11.261993408203125,8.375836012419313,-160.28053283691406,5.315302848815918,6.573989391326904,-164.94400024414062,3.029794931411743,11.113518714904785,-164.9986572265625,3.03729248046875,11.144776344299316
42,-160.7559356689453,11.614477157592773,7.49671901576221,-160.28053283691406,5.315302848815918,6.3170881271362305,-164.92855834960938,3.014775514602661,9.558538436889648,-164.97637939453125,3.022165060043335,9.572876930236816
43,-164.03280639648438,11.966845512390137,7.553577015642077,-174.50503540039062,0.647049605846405,15.420939445495605,-170.0184326171875,2.845083713531494,10.910282135009766,-170.07803344726562,2.7312119007110596,11.038192749023438
44,-167.38104248046875,12.304368019104004,7.537570025306195,-174.50503540039062,0.647049605846405,13.661784172058105,-174.701904296875,7.561598300933838,8.722893714904785,-174.72299194335938,7.01967716217041,9.046113967895508
45,-170.73062133789062,12.642024993896484,7.269510009791702,-174.50503540039062,0.647049605846405,12.574801445007324,-174.73577880859375,7.601105690002441,6.438334941864014,-174.7625732421875,7.0873847007751465,6.863720893859863
46,-174.08189392089844,12.979852676391602,7.233354961499572,-174.50503540039062,0.647049605846405,12.340059280395508,-179.2726287841797,8.150774002075195,7.089691638946533,-179.27166748046875,7.960751533508301,7.219773292541504
47,-179.34275817871094,13.486869812011719,7.252457027789205,-183.84559631347656,19.73961067199707,7.705343723297119,-183.79330444335938,8.236209869384766,6.883080005645752,-183.71444702148438,8.21454906463623,6.8490166664123535
48,-184.13096618652344,13.948331832885742,7.224550994578749,-183.84559631347656,19.73961067199707,5.798305511474609,-188.62796020507812,7.989251136779785,7.465493679046631,-188.6568145751953,7.756320476531982,7.669700622558594
49,-187.249755859375,14.233661651611328,7.20818096306175,-193.4303436279297,0.7669014930725098,14.817331314086914,-193.23414611816406,7.755168914794922,8.819512367248535,-193.1956787109375,7.49295711517334,8.988387107849121
50,-190.67921447753906,14.547411918640137,7.076914014760405,-193.4303436279297,0.7669014930725098,14.052443504333496,-193.2760009765625,7.714033126831055,7.310154914855957,-193.2691192626953,7.430792331695557,7.573234558105469
51,-194.10855102539062,14.861151695251465,7.1554710157215595,-193.39981079101562,5.525059700012207,9.362955093383789,-197.87368774414062,7.919449806213379,7.897055149078369,-197.85711669921875,7.662055015563965,8.116571426391602
52,-197.28343200683594,15.1630220413208,7.311246998142451,-207.5022430419922,19.889406204223633,11.258898735046387,-202.79501342773438,8.27444076538086,8.822135925292969,-202.8260498046875,8.170337677001953,8.922905921936035
53,-200.77069091796875,15.494592666625977,7.297078031115234,-207.5022430419922,19.889406204223633,8.039165496826172,-202.81765747070312,8.310476303100586,7.470046520233154,-202.8515625,8.221004486083984,7.565389156341553
54,-203.94317626953125,15.796236038208008,7.096154033206403,-212.2030487060547,24.677518844604492,12.128589630126953,-207.6114959716797,12.981534957885742,4.623754978179932,-207.63601684570312,12.876848220825195,4.707429885864258
55,-207.35537719726562,16.129146575927734,6.888867006637156,-217.0869598388672,0.9166819453239441,18.058870315551758,-212.351806640625,12.593571662902832,6.120833396911621,-212.35775756835938,12.425004959106445,6.22450590133667
56,-210.75604248046875,16.4609317779541,7.008336950093508,-217.0869598388672,0.9166819453239441,16.784046173095703,-216.53546142578125,12.157281875610352,7.205767631530762,-216.52587890625,11.790356636047363,7.423293590545654
57,-213.8697052001953,16.76471519470215,7.343987002968788,-217.0869598388672,0.9166819453239441,16.171297073364258,-216.4168701171875,12.040127754211426,5.367473602294922,-216.38925170898438,11.62271499633789,5.726105213165283
58,-217.09425354003906,17.10219955444336,7.39802501630038,-217.0869598388672,0.9166819453239441,16.18552017211914,-219.53591918945312,11.21605110168457,6.372478008270264,-219.3147430419922,10.698780059814453,6.777488708496094
59,-220.6431427001953,17.473630905151367,7.356274989433587,-221.72674560546875,15.22110652923584,2.4996120929718018,-224.90524291992188,12.406414031982422,6.62134313583374,-224.59677124023438,12.237226486206055,6.561334609985352
60,-223.8677215576172,17.811119079589844,6.984876992646605,-221.72674560546875,15.22110652923584,3.360348701477051,-224.28515625,11.806547164916992,6.019063949584961,-223.9247283935547,11.423213005065918,6.388160228729248
61,-227.08807373046875,18.138076782226562,6.897952000144869,-226.5496063232422,0.9765833616256714,17.169939041137695,-229.6396484375,12.411495208740234,6.269311428070068,-229.35165405273438,11.940234184265137,6.598260879516602
62,-230.62640380859375,18.497316360473633,7.230554008856416,-235.85971069335938,24.827266693115234,8.213146209716797,-235.7936248779297,13.448729515075684,7.224153995513916,-235.58810424804688,13.412269592285156,7.104658603668213
63,-233.84530639648438,18.824125289916992,7.185672991909087,-235.82920837402344,29.585424423217773,10.942642211914062,-235.2873077392578,19.54281997680664,1.611176609992981,-235.1239013671875,21.123613357543945,2.6310551166534424
64,-237.00657653808594,19.118770599365234,7.741601031739265,-235.82920837402344,29.585424423217773,10.532665252685547,-240.27157592773438,20.36211395263672,3.4937262535095215,-240.0675048828125,22.513124465942383,4.5706586837768555
65,-240.4793701171875,19.44244956970215,7.211127027403563,-240.56053161621094,29.61536979675293,10.173243522644043,-244.51419067382812,18.881031036376953,4.073692321777344,-244.28736877441406,20.419475555419922,3.931339740753174
66,-243.63906860351562,19.73694610595703,7.154452963732183,-240.56053161621094,29.61536979675293,10.347010612487793,-244.62191772460938,18.83429527282715,1.3344552516937256,-244.42282104492188,20.20380401611328,0.9122632145881653
67,-246.847412109375,19.999595642089844,7.330363034270704,-245.44439697265625,5.854525566101074,14.21448040008545,-249.2144775390625,17.320737838745117,3.5748114585876465,-249.09722900390625,16.969709396362305,3.7738425731658936
68,-250.06228637695312,20.262781143188477,7.053710985928774,-250.17572021484375,5.884467601776123,14.37876033782959,-254.40139770507812,16.835651397705078,5.529294967651367,-254.28770446777344,16.09916114807129,5.9321064949035645
69,-253.5655975341797,20.549577713012695,7.016682007815689,-250.17572021484375,5.884467601776123,15.051800727844238,-254.42578125,16.45884132385254,4.180196285247803,-254.3082275390625,15.627671241760254,4.977615833282471
70,-258.5731506347656,21.028581619262695,6.681843020487577,-264.36968994140625,5.97428560256958,16.131698608398438,-263.3563537597656,15.525517463684082,7.291278839111328,-263.3064270019531,14.406329154968262,8.139909744262695
71,-263.5738220214844,21.506925582885742,6.729610962793231,-264.36968994140625,5.97428560256958,15.553016662597656,-267.2767639160156,14.44201374053955,7.976512908935547,-267.01910400390625,13.313554763793945,8.888267517089844
72,-266.9277038574219,21.863229751586914,6.62842602469027,-264.3086853027344,15.4906005859375,6.889822959899902,-267.29974365234375,19.479990005493164,2.4121038913726807,-267.0269775390625,18.369415283203125,3.4952244758605957
73,-270.28131103515625,22.219507217407227,7.051294029224664,-269.0705261230469,10.762378692626953,11.520928382873535,-271.0730285644531,19.896116256713867,2.4545798301696777,-270.8572998046875,19.16750144958496,3.105881929397583
74,-273.63311767578125,22.575592041015625,7.186064030975103,-273.8018493652344,10.792313575744629,11.784486770629883,-274.877197265625,20.79045867919922,2.175875663757324,-274.7698974609375,20.436298370361328,2.422569990158081
75,-276.9444274902344,22.93913459777832,7.268298999406397,-273.7103576660156,25.06678581237793,3.8711893558502197,-275.2215270996094,22.345067977905273,1.8224436044692993,-275.0648498535156,22.76582145690918,1.887551188468933
76,-280.2569580078125,23.30280876159668,7.457597006577998,-278.44171142578125,25.096717834472656,2.552103042602539,-279.43426513671875,21.60719108581543,1.8846598863601685,-279.2235107421875,21.796581268310547,1.8266730308532715
77,-283.5698547363281,23.666522979736328,7.353331020567566,-283.2644958496094,10.852178573608398,12.81798267364502,-286.57366943359375,20.971942901611328,4.03530216217041,-286.17987060546875,20.045642852783203,4.4635138511657715
78,-286.75732421875,23.975204467773438,7.2004590183496475,-292.57470703125,34.702823638916016,12.203432083129883,-292.48931884765625,23.14333724975586,5.792043209075928,-292.478515625,23.26099967956543,5.765598297119141
79,-290.265380859375,24.314931869506836,7.268389977980405,-292.57470703125,34.702823638916016,10.641489028930664,-292.48541259765625,23.217220306396484,2.476592779159546,-292.461669921875,23.388771057128906,2.3835811614990234
80,-293.4555358886719,24.623870849609375,7.456941995769739,-292.57470703125,34.702823638916016,10.117368698120117,-296.6888427734375,22.976728439331055,3.6286845207214355,-296.5701904296875,23.047414779663086,3.4908862113952637
81,-297.0016174316406,24.93578338623047,7.4562500230968,-306.73822021484375,39.55075454711914,17.56128692626953,-302.191162109375,28.128820419311523,6.093181133270264,-302.1796569824219,28.345571517944336,6.199899196624756
82,-300.2271423339844,25.219501495361328,7.432582031469792,-306.73822021484375,39.55075454711914,15.740995407104492,-302.13897705078125,28.066177368164062,3.4290926456451416,-302.1123352050781,28.25421142578125,3.572592258453369
83,-303.45355224609375,25.5032958984375,7.423489005304873,-306.73822021484375,39.55075454711914,14.426369667053223,-307.2101135253906,28.110002517700195,4.572381496429443,-307.2919616699219,28.374530792236328,4.7934722900390625
84,-306.78228759765625,25.818649291992188,7.285139989107847,-316.2618713378906,30.094284057617188,10.399209976196289,-311.7386779785156,28.25949478149414,5.524810791015625,-311.85198974609375,28.42870330810547,5.702127456665039
85,-310.1116027832031,26.13405990600586,7.246410008519888,-316.2618713378906,30.094284057617188,7.314996719360352,-316.4537353515625,28.184104919433594,6.665233135223389,-316.538330078125,28.31847381591797,6.787818908691406
86,-313.44134521484375,26.44951057434082,6.987866014242172,-316.2618713378906,30.094284057617188,4.608659267425537,-316.4464416503906,28.224987030029297,3.4904041290283203,-316.53375244140625,28.347936630249023,3.628636598587036
87,-316.7387390136719,26.75737953186035,6.800570001360029,-316.2618713378906,30.094284057617188,3.3708062171936035,-321.0716247558594,28.05543327331543,4.5231451988220215,-320.99090576171875,28.177637100219727,4.4830851554870605
88,-320.03851318359375,27.06546974182129,6.737817020621151,-330.45587158203125,30.184036254882812,10.87413501739502,-325.9256286621094,27.899906158447266,5.945957660675049,-325.95928955078125,27.917755126953125,5.981804370880127
89,-323.3372497558594,27.373462677001953,6.657683989033103,-330.5168151855469,20.667722702026367,9.824108123779297,-330.4674072265625,27.768884658813477,7.141113758087158,-330.49627685546875,27.704835891723633,7.16669225692749
90,-326.6502990722656,27.7000789642334,6.698238954413682,-330.5168151855469,20.667722702026367,8.025208473205566,-330.4356384277344,27.779884338378906,3.7861804962158203,-330.4618225097656,27.737701416015625,3.81170916557312
91,-329.9637756347656,28.0267391204834,6.6157589899376035,-330.5168151855469,20.667722702026367,7.379767894744873,-335.1231384277344,27.749610900878906,5.166800022125244,-335.0482177734375,27.78028678894043,5.09041166305542
92,-333.27398681640625,28.35307502746582,6.642038992140442,-335.09576416015625,44.48842239379883,16.237865447998047,-339.865234375,32.91878128051758,8.018117904663086,-339.9189453125,32.97761535644531,8.095791816711426
93,-336.57794189453125,28.690593719482422,6.761536002159119,-335.09576416015625,44.48842239379883,15.867206573486328,-339.8409118652344,32.89232635498047,5.319918155670166,-339.88531494140625,32.926536560058594,5.3741912841796875
94,-339.88433837890625,29.02836036682129,7.22467596642673,-344.58892822265625,39.79008865356445,11.745124816894531,-344.6309814453125,32.53603744506836,5.902069091796875,-344.63238525390625,32.58745193481445,5.933892726898193
95,-343.1903076171875,29.36608123779297,8.290898986160755,-344.58892822265625,39.79008865356445,10.517416954040527,-349.06146240234375,32.48643112182617,6.648837566375732,-348.9533996582031,32.49480438232422,6.5576019287109375
96,-346.51904296875,29.685148239135742,7.215416990220547,-349.442138671875,20.787372589111328,9.365623474121094,-354.01019287109375,32.436859130859375,7.98055362701416,-353.96514892578125,32.44688034057617,7.941766738891602
97,-349.849365234375,30.004364013671875,6.9465209962800145,-349.442138671875,20.787372589111328,9.225983619689941,-354.0478210449219,32.4421272277832,4.854865550994873,-354.0078430175781,32.445030212402344,4.821803569793701
98,-353.1781005859375,30.323429107666016,6.788789003621787,-363.54473876953125,35.15156173706055,11.435822486877441,-359.11395263671875,32.678184509277344,6.385860443115234,-359.2501220703125,32.70969009399414,6.52408504486084
99,-356.5009460449219,30.624027252197266,6.739574950188398,-363.54473876953125,35.15156173706055,8.373385429382324,-363.37811279296875,32.73823928833008,7.1948113441467285,-363.359130859375,32.77887725830078,7.188746452331543
100,-359.82257080078125,30.924514770507812,6.698633020278066,-363.54473876953125,35.15156173706055,5.632269382476807,-367.87982177734375,32.68044662475586,8.246368408203125,-367.71185302734375,32.67023468017578,8.080118179321289
101,-363.1454772949219,31.225116729736328,6.693057948723435,-363.54473876953125,35.15156173706055,3.9466922283172607,-367.8811340332031,32.700958251953125,4.960297584533691,-367.71087646484375,32.6846809387207,4.793035984039307
102,-366.4402160644531,31.518213272094727,6.675129989162087,-377.7996520996094,25.724956512451172,12.751416206359863,-372.9642333984375,32.51898193359375,6.60032844543457,-372.90960693359375,32.33930587768555,6.521289348602295
103,-369.7346496582031,31.81128692626953,6.767774990294129,-377.7996520996094,25.724956512451172,10.10384464263916,-377.2635192871094,32.26730728149414,7.542667388916016,-377.2154846191406,31.949308395385742,7.482108116149902
104,-373.0311584472656,32.10454177856445,6.62165303947404,-377.7996520996094,25.724956512451172,7.9647746086120605,-382.30841064453125,37.11650466918945,10.544532775878906,-382.3115234375,37.03322219848633,10.507952690124512
105,-376.357666015625,32.4311408996582,6.63829903351143,-377.7996520996094,25.724956512451172,6.859462738037109,-382.3296813964844,37.14912414550781,7.610803604125977,-382.337890625,37.0774040222168,7.573034286499023
106,-379.6834716796875,32.75767517089844,6.702283048070967,-387.2622985839844,25.784753799438477,10.298555374145508,-387.4440002441406,37.240142822265625,8.962048530578613,-387.4905090332031,37.10504913330078,8.9358549118042
107,-383.0087585449219,33.08415222167969,6.977750977966934,-387.2622985839844,25.784753799438477,8.448302268981934,-391.76214599609375,37.410072326660156,9.763983726501465,-391.69757080078125,37.50756072998047,9.749974250793457
108,-386.32574462890625,33.470218658447266,7.308508036658168,-401.36492919921875,40.14890670776367,16.455453872680664,-396.7364501953125,37.70429229736328,11.238779067993164,-396.840576171875,38.01734161376953,11.455915451049805
109,-389.6413879394531,33.85612487792969,7.489075011108071,-401.36492919921875,40.14890670776367,13.305657386779785,-396.7432861328125,37.70467758178711,8.077642440795898,-396.8483581542969,38.013427734375,8.32007122039795
110,-392.9556884765625,34.24187469482422,7.403858995530754,-401.36492919921875,40.14890670776367,10.276593208312988,-401.32000732421875,37.8550910949707,9.11137580871582,-401.3197326660156,38.203033447265625,9.254621505737305
111,-396.2001037597656,34.59049606323242,7.288090011570603,-401.36492919921875,40.14890670776367,7.587578773498535,-406.208251953125,37.939964294433594,10.553766250610352,-406.1543273925781,38.30321502685547,10.624069213867188
112,-399.4433288574219,34.938987731933594,7.174474012572318,-410.9189758300781,25.934219360351562,14.586854934692383,-410.95556640625,37.943687438964844,11.897891998291016,-410.9610595703125,38.18997573852539,11.967750549316406
113,-403.0047912597656,35.32167434692383,6.884738046210259,-410.9189758300781,25.934219360351562,12.278380393981934,-410.94378662109375,37.9646110534668,8.367362976074219,-410.9469909667969,38.22059631347656,8.454719543457031
114,-406.3310852050781,35.61114501953125,6.89118797890842,-420.3816223144531,25.993995666503906,17.026660919189453,-415.84515380859375,37.5809211730957,9.715838432312012,-415.9058837890625,37.70248031616211,9.800533294677734
115,-409.6596374511719,35.90080642700195,7.036736991722137,-425.1129455566406,26.023880004882812,18.340076446533203,-420.9871826171875,37.407135009765625,11.427261352539062,-421.10931396484375,37.319820404052734,11.537273406982422
116,-412.98236083984375,36.18996810913086,7.355859968811274,-429.8138427734375,30.811920166015625,17.669811248779297,-425.57232666015625,37.07495880126953,12.621031761169434,-425.73760986328125,36.77618408203125,12.768712997436523
117,-416.2857360839844,36.47921371459961,7.315010007005185,-429.8138427734375,30.811920166015625,14.66723918914795,-425.56927490234375,37.0732307434082,9.302523612976074,-425.73388671875,36.76735305786133,9.452543258666992
118,-419.59210205078125,36.76872634887695,7.184810005128384,-429.8138427734375,30.811920166015625,11.830787658691406,-429.81829833984375,37.507301330566406,10.252833366394043,-429.86126708984375,37.11751174926758,10.275086402893066
119,-422.898681640625,37.058258056640625,6.915771984495223,-429.8138427734375,30.811920166015625,9.318593978881836,-433.98291015625,37.780216217041016,11.107715606689453,-433.8672180175781,37.358177185058594,10.972636222839355
120,-426.19049072265625,37.359130859375,6.78758102003485,-443.9773864746094,35.65971755981445,17.867895126342773,-439.3873291015625,42.113685607910156,14.027199745178223,-439.42913818359375,41.81633377075195,13.96883773803711
121,-429.4760437011719,37.65943145751953,6.835560023318976,-443.9773864746094,35.65971755981445,14.638571739196777,-439.3871154785156,42.092002868652344,10.8571195602417,-439.42913818359375,41.7864990234375,10.774821281433105
122,-432.7639465332031,37.95994567871094,7.220209983643144,-443.9773864746094,35.65971755981445,11.44693374633789,-444.2218017578125,41.9514045715332,12.133185386657715,-444.34912109375,41.43357849121094,12.094725608825684
123,-436.27178955078125,38.31903076171875,7.231794996187091,-453.4400634765625,35.71947479248047,17.36396598815918,-449.1697692871094,41.92067337036133,13.391404151916504,-449.2963562011719,41.413970947265625,13.387232780456543
124,-439.4658203125,38.64599609375,7.215695979539305,-453.4400634765625,35.71947479248047,14.27739429473877,-453.81072998046875,42.5693359375,14.871752738952637,-453.9033203125,42.241607666015625,14.878501892089844
125,-442.6598205566406,38.97295379638672,7.0628359680995345,-453.4400634765625,35.71947479248047,11.260496139526367,-453.796875,42.51189422607422,11.685806274414062,-453.8844909667969,42.19517517089844,11.678010940551758
126,-445.9792785644531,39.30323791503906,6.864032009616494,-453.4400634765625,35.71947479248047,8.276875495910645,-457.4634094238281,42.769954681396484,11.99597454071045,-457.4185791015625,42.438114166259766,11.861072540283203
127,-449.2984313964844,39.63349914550781,6.691232032608241,-467.6340637207031,35.8090934753418,18.730228424072266,-462.4785461425781,43.09790802001953,13.627822875976562,-462.46783447265625,42.60723876953125,13.500974655151367
128,-452.61700439453125,39.96369552612305,6.707590015139431,-467.6340637207031,35.8090934753418,15.581167221069336,-462.4567565917969,42.94670486450195,10.281977653503418,-462.4382019042969,42.46385192871094,10.134430885314941
129,-455.9490661621094,40.28679656982422,6.697097036521882,-467.6340637207031,35.8090934753418,12.51355266571045,-467.84820556640625,43.04861831665039,12.215448379516602,-467.9259948730469,42.33320236206055,12.150497436523438
130,-459.2764892578125,40.60944366455078,6.7812170018441975,-477.09674072265625,35.868831634521484,18.440031051635742,-472.970703125,43.11716079711914,13.921930313110352,-473.0941162109375,42.511600494384766,13.9479398727417
131,-462.60479736328125,40.93217849731445,7.214374025352299,-477.09674072265625,35.868831634521484,15.351022720336914,-477.320068359375,43.727455139160156,14.978409767150879,-477.3945007324219,43.30408477783203,14.978693962097168
132,-465.93316650390625,41.25896072387695,7.242542982567102,-477.09674072265625,35.868831634521484,12.396728515625,-477.32501220703125,43.59305953979492,11.628506660461426,-477.39617919921875,43.18465805053711,11.623639106750488
