protocol,controlled_gt_prior,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_step_norm_m,controlled_gt_motion_envelope,gt_velocity_parallel,gt_heading_deg,gt_turn_rate_deg_per_frame,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,search_candidate_count,forward_only_search,search_heading_deg,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,local_visual_confidence,kalman_raw_measurement_s,kalman_raw_measurement_e,kalman_used_measurement_s,kalman_used_measurement_e,kalman_measurement_clip_s,kalman_measurement_clip_e,kalman_posterior_projection_m,kalman_step_limited,kalman_step_limit_m,kalman_motion_step_s,kalman_motion_step_e,v_parallel,v_cross,a_parallel,a_cross,heading_residual_deg,turn_rate_deg_per_frame,estimated_heading_deg,polynomial_heading_deg,heading_error_deg,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,gt_step_for_jump_m,excess_step_over_gt_m,abnormal_jump,error_final_m,end_to_end_latency_ms
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-22.286636481787085,-5.560398167149495,-3.505890021826147,-3.400800055043172,0,0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,0.0,0.0,1,0.0,173.90999929632898,0.0,0.0,0.0,-18.780745674413577,-2.1595981213156596,2.9487792229139025,1,0.0,0,0,0.8706224149520276,1.0,3.125312566757202,3.753549337387085,0,0,6,18,1,173.90999929632898,-27.833980560302734,-0.28263363242149353,-32.565303802490234,-0.2526208460330963,-28.741004943847656,-0.22895824909210205,10.108870506286621,-0.8630549907684326,0.2177598625421524,0.8260626196861267,6.59337854385376,4.0,0,7.101794719696045,-0.9468704462051392,9.440731048583984,4.466835975646973,0.8706224149520276,7.101794719696045,-0.9468704462051392,4.644211641118076,-0.9468704462051392,2.4575830785779686,0.0,0.0,1,0.0,0.0,0.0,0.5219747424125671,0.014869092032313347,-0.44927555322647095,0.011010242626070976,0.2538064144630888,-0.3323957183115927,174.16380571079205,174.16380571079205,0.2538064144630888,0.29724380373954773,0.021691137924790382,0.6652184182507432,1.0,0.0,0.0,0,0,1,731.5633515869471,0.0,7.820911271948188e-07,0.5219747424125671,-18.780745674413577,-2.1595981213156596,0.0,0.0,0.0,0,7.856013413017934e-07,14.716655015945435
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-29.320126756208943,-4.996454472878796,-3.4008591017899956,-3.5381691411527214,0,1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,7.172888153292986,7.172888153292986,1,7.172888153292986,174.38907188095573,0.4790725846267536,7.172638198106864,0.013014683499932289,-25.91428563902408,-1.411590316387742,4.263532568038273,1,0.0,0,0,0.6349912295266044,1.0,10.178937911987305,3.9389750957489014,1,1,6,18,1,173.99883155606528,-37.296630859375,-0.22260963916778564,-37.296630859375,-0.22260963916778564,-36.574729919433594,0.4091376066207886,17.966081619262695,-0.6664656400680542,0.6291208267211914,0.2121080458164215,9.8296537399292,11.831037521362305,1,14.199642181396484,-0.7254267930984497,15.447505950927734,11.987554550170898,0.6349912295266044,14.199642181396484,-0.7254267930984497,11.168864079305028,-0.7254267930984497,3.0307781020914577,0.0,0.0,1,7.0,7.1728681568780965,0.013014683499932289,0.6478868126869202,-0.0006943161133676767,-0.34287407994270325,0.013315989635884762,0.055193001109780954,-0.40709442901498094,173.96519229743873,173.96519229743873,0.42387958351697264,0.4764437973499298,0.006422639358788729,0.1805768304026549,1.0,6.998034001204599,-0.16589188643312647,0,0,1,724.5653175857425,0.009565861912060086,0.17460419690226558,6.525001340606066,-25.72168653128401,-1.252217263336648,7.0,7.172888153292986,0.0,0,0.2854861625876314,14.342582784593105
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-32.171866822075074,-4.837355860378661,-3.2904295204393312,-3.672266372349181,0,2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.976644557493125,2.976644557493125,1,2.976644557493125,174.34727015796543,-0.041801722990300653,9.988639959542391,-0.15683242932474806,-28.696376050603497,-0.9439506004303255,4.000551723474803,1,0.0,0,0,0.7695258899775024,1.0,13.031463623046875,4.083316802978516,0,0,6,18,1,173.98705781738028,-37.296630859375,-0.22260963916778564,-37.296630859375,-0.22260963916778564,-37.91838455200195,1.4464049339294434,19.41219711303711,-1.5553300380706787,0.400810182094574,0.26418009400367737,4.0,7.071445465087891,0,15.625947952270508,-1.6438302993774414,10.340023040771484,7.1867995262146,0.7695258899775024,15.625947952270508,-1.6438302993774414,14.354836156980522,-1.6438302993774414,1.2711117952899853,0.0,0.44526708462137243,1,2.990619680234951,2.990605958337792,0.00905945710837841,0.6771853566169739,0.0018912983359768987,-0.3714081645011902,0.008305039256811142,0.032587612932604364,-0.5030482348481993,173.94258690926156,173.94258690926156,0.4046832487038486,0.49147775769233704,0.0063233524560928345,0.278727954931307,1.0,9.930897513184355,-0.7508001629230193,0,0,1,721.6324540737627,0.013574897500868122,0.21829855607170856,2.299459200876151,-28.57594511927832,-0.3594608661770814,2.9906196802349503,2.976644557493125,0.013975122741825441,0,0.8616048687358352,14.8173114284873
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-35.01743958123959,-4.674853821484464,-3.1747004760149813,-3.8028744060677466,0,3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.9757724856927044,2.9757724856927044,1,2.9757724856927044,174.34726770228437,-2.4556810541204664e-06,12.924126950564881,-0.7433823686060123,-31.553069147081573,-0.049283478944568415,4.246122670026217,1,0.0,0,0,0.8215254916830398,1.0,15.878216743469238,4.223620414733887,0,0,6,18,1,173.9714929968707,-41.99738311767578,4.565558910369873,-46.75927734375,-0.16259177029132843,-42.77072525024414,3.0365209579467773,24.405851364135742,-2.6216847896575928,0.28891515731811523,0.7088269591331482,5.156684875488281,17.2125301361084,0,20.513784408569336,-2.68719744682312,14.369253158569336,17.246557235717773,0.8215254916830398,20.513784408569336,-2.68719744682312,17.433322052693242,-2.68719744682312,3.0804623558760955,0.0,0.0,1,2.9932386287220516,2.9932294373805255,0.007417794317007065,1.1612681150436401,-0.026222292333841324,-0.09807717055082321,-0.0017244097543880343,-0.16666967581705613,-0.4452026690762737,173.7433296205119,173.7433296205119,0.603938081772455,1.1121461391448975,-0.030319780111312866,0.33547848394427177,1.0,12.89407299455434,-1.1739650894961313,0,0,1,718.6692785923927,0.01762536760020006,0.2308089004204792,1.8145043706490642,-31.477504049168058,0.37568079694029044,2.99323862872205,2.9757724856927044,0.01746614302934546,0,1.3000202504851093,14.30822629481554
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-37.857903164306414,-4.508640038984245,-3.0537802395017297,-3.9297786832026897,0,4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,2.9758548895661856,2.9758548895661856,1,2.9758548895661856,174.34727021093266,2.508648307008251e-06,15.88838566308472,-1.1891898405811743,-34.45330303507255,0.7084878663617875,3.9865549511743827,1,0.0,0,0,0.7974655987630429,1.0,18.72028350830078,4.359691143035889,1,1,6,18,1,173.89163581914718,-41.99738311767578,4.565558910369873,-46.75927734375,-0.16259177029132843,-42.969390869140625,2.8252835273742676,24.580984115600586,-2.3905630111694336,0.3311818540096283,0.6198218464851379,6.614894390106201,16.75502586364746,1,20.67209243774414,-2.467132091522217,17.452688217163086,16.771636962890625,0.7974655987630429,20.67209243774414,-2.467132091522217,20.331416059683086,-2.467132091522217,0.3406763780610529,0.0,0.0,1,2.9943513738315874,2.994312668530378,-0.015224751085042953,1.4823570251464844,-0.03230179846286774,-0.06983243674039841,-0.0043889982625842094,-0.19236598139276803,-0.4695701159922347,173.7176333149362,173.7176333149362,0.6296368959964739,1.4473167657852173,-0.03935575857758522,0.3359240222769058,1.0,15.864177914397732,-1.55425039698144,0,0,1,715.6991736725494,0.021685309795774068,0.23647220677519343,1.4934978644197012,-34.390502432891694,1.0689199810539798,2.9943513738315897,2.9758548895661856,0.018496484265404067,0,1.6989011876368354,14.728032983839512
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-41.004842975164706,-4.304938624144119,-2.9277860903990813,-4.0527678229814,0,5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.2891979911131446,3.2891979911131446,1,3.2891979911131446,174.29985586865408,-0.047414342278598545,19.172287590713648,-1.5839537533070664,-37.67679146208446,1.4494148384689778,4.805247960974198,1,0.0,0,0,0.6036361264097162,1.0,21.871074676513672,4.490999698638916,0,0,6,18,1,173.83073494434086,-51.490604400634766,-0.13258513808250427,-51.52117156982422,-4.890744209289551,-52.39749526977539,-2.5369186401367188,33.387001037597656,3.941610097885132,0.6648541688919067,0.2716100811958313,6.387672424316406,30.24342155456543,0,29.42405891418457,3.8885552883148193,20.845266342163086,30.246761322021484,0.6036361264097162,29.42405891418457,3.8885552883148193,23.082286938340367,0.7620458552689653,6.341771975844203,3.1265094330458543,0.0,1,3.3082430261261018,3.308109676315914,-0.029703356325626373,2.3047034740448,-0.05654556676745415,0.006524734199047089,-0.006379221566021442,-0.2562714457428023,-0.36027903178324416,173.65372785058617,173.65372785058617,0.6461280180679095,2.307675361633301,-0.07005757093429565,0.10889368299514673,1.0,19.16747611391571,-1.3734385473330957,0,0,1,712.3958754730313,0.02620070575205357,0.2222958566297777,0.9844945170683448,-37.69434081027455,1.2395772283192636,3.3082430261260924,3.2891979911131446,0.019045035012947853,0,1.5400596667458184,14.489213936030865
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-44.1401860619692,-4.097777656010714,-2.796844234576623,-4.17163401722106,0,6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.282515961429067,3.282515961429067,1,3.282515961429067,174.29985092199666,-4.946657410540945e-06,22.46776966506478,-1.4273544354041559,-40.97028910430366,1.6433187565157399,5.3046940645318355,1,0.0,0,0,0.6238877715725534,1.0,25.01070213317871,4.617638111114502,1,1,6,18,1,173.7687824671963,-51.490604400634766,-0.13258513808250427,-51.52117156982422,-4.890744209289551,-52.60639572143555,-2.2058374881744385,33.62984848022461,3.6345598697662354,0.6350088119506836,0.2619995176792145,6.337807655334473,25.228931427001953,1,29.650754928588867,3.582876205444336,22.37073516845703,25.230592727661133,0.6238877715725534,29.650754928588867,3.582876205444336,26.4334610368893,0.9520603876905576,3.217293891699566,2.630815817753778,0.0,1,3.300733925469092,3.300293551149066,-0.05391588807106018,2.5507702827453613,-0.06520505994558334,0.0024013975635170937,-0.008747699670493603,-0.2611284306141954,-0.3311275176013653,173.64887086571477,173.64887086571477,0.6509800562818921,2.5516273975372314,-0.08120888471603394,0.132698612001291,1.0,22.450862430564282,-1.0354759127305029,0,0,1,709.1124891563828,0.030688883446474798,0.22134951628048327,0.7317456786837058,-40.99505188921186,1.2518581127788124,3.300733925469095,3.282515961429067,0.018217964040027734,0,1.2284111720984567,13.986215926706791
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-47.2794025398481,-3.8854232629079872,-2.6610897041547403,-4.286173423125272,0,7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.291245153591544,3.291245153591544,1,3.291245153591544,174.29985734525803,6.423261370735073e-06,25.75980945028166,-1.1057676032588957,-44.277867498056594,1.672801077299252,6.257328428737599,1,0.0,0,0,0.41545153078931696,1.0,28.15472984313965,4.739523410797119,1,1,6,18,1,173.72681340934582,-60.92268753051758,4.685582160949707,-56.221927642822266,-0.10258004069328308,-57.541229248046875,0.1410403847694397,38.78581237792969,1.8244657516479492,0.6816806197166443,0.04892684519290924,18.749927520751953,19.56252670288086,1,34.800994873046875,1.785666823387146,36.03361511230469,19.563480377197266,0.41545153078931696,34.800994873046875,1.785666823387146,29.152301159952284,0.9297274225434775,5.648693713094591,0.8559394008436683,0.0,1,3.3096935358207813,3.308947019717379,-0.07029169052839279,2.8174960613250732,-0.0724448710680008,0.0002967624459415674,-0.009044604375958443,-0.29287555008281135,-0.3022167409073029,173.61712374624616,173.61712374624616,0.6827335990118788,2.817214250564575,-0.0913688987493515,0.03129571967821479,1.0,25.756556132735966,-0.8728092336707468,0,0,1,705.8067954542112,0.03520755390064776,0.20682477799280008,0.47374909226647066,-44.29934721927185,1.4408122680589428,3.3096935358207875,3.291245153591544,0.01844838222924361,0,1.0878732704810723,14.685753732919693
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-50.45917713416896,-3.6691213481962457,-2.5206662393935693,-4.396186553770281,0,8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.3361949374037283,3.3361949374037283,1,3.3361949374037283,174.38689418808866,0.08703684283063444,29.109287807335186,-0.9557472491317148,-47.62435872776582,1.8789753252101802,6.666240258492594,1,0.0,0,0,0.5490651041097894,1.0,31.339508056640625,4.861785888671875,0,0,6,18,1,173.68842202325888,-60.92268753051758,4.685582160949707,-60.95325469970703,-0.07257647067308426,-61.213172912597656,1.1782610416412354,42.54707336425781,1.1826571226119995,0.6616661548614502,0.09463195502758026,8.441765785217285,18.94561767578125,0,38.56285095214844,1.1416045427322388,25.905967712402344,18.946496963500977,0.5490651041097894,38.56285095214844,1.1416045427322388,32.869216843637105,1.1416045427322388,5.693634108511331,0.0,0.0,1,3.3537573550078856,3.3527316745992195,-0.08293801546096802,2.8342907428741455,-0.07402937114238739,-0.006681070197373629,-0.010332725942134857,-0.27244135831385213,-0.29735842201458756,173.6375579380151,173.6375579380151,0.7493362500735541,2.8305418491363525,-0.0926559567451477,0.07298448592918289,1.0,29.09212432110889,-0.5239922945980495,0,0,1,702.4712272658381,0.03976706085399258,0.20733596397444032,0.5019041945295828,-47.65309721918991,1.4478361073994188,3.3537573550078807,3.3361949374037283,0.017562417604152447,0,0.775223618789695,14.170864596962929
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-53.63432066555253,-3.448109977798337,-2.375726152613076,-4.501478665428037,0,9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.3360799142111426,3.3360799142111426,1,3.3360799142111426,174.38689958652537,5.39843670493681e-06,32.4447818675035,-0.6127610748295254,-50.97741642885679,1.8917891589490745,6.7276295109109485,1,0.0,0,0,0.5084677359660398,1.0,34.520179748535156,4.978874683380127,1,1,6,18,1,173.6706196020947,-60.92268753051758,4.685582160949707,-60.95325469970703,-0.07257647067308426,-61.389766693115234,1.0230780839920044,42.706207275390625,1.3556991815567017,0.6738910675048828,0.08172284066677094,8.51109504699707,20.915634155273438,1,38.73141098022461,1.2963731288909912,25.952354431152344,20.916522979736328,0.5084677359660398,38.73141098022461,1.2963731288909912,36.09306814141011,1.2963731288909912,2.638342838814499,0.0,0.0,1,3.353832512177749,3.3526575463946098,-0.08876878023147583,2.9378514289855957,-0.07237327098846436,-0.004733695648610592,-0.008275501430034637,-0.23810861203798966,-0.27371721630646934,173.671890684291,173.671890684291,0.7150089022343966,2.9351413249969482,-0.08870955556631088,0.07574667083035519,1.0,32.428763118914574,-0.18482559116398256,0,0,1,699.1345884680325,0.044328031261500915,0.20666151869880167,0.3982284852255469,-51.00688798784563,1.4645693025552216,3.35383251217774,3.3360799142111426,0.01775259796659734,0,0.4821225160578322,14.265652745962143
