frame_id,gt_x_m,gt_y_m,pred_x_m,pred_y_m,gt_lat,gt_lon,pred_lat,pred_lon,error_m,latency_ms,correction_gate,candidate_capture
4,-34.80412292480469,-0.5788613557815552,-31.136199951171875,-0.2663600444793701,23.45075225830078,120.28585815429688,23.45075470724701,120.28589571609017,3.681211215085187,14.417889527976513,0.8015844821929932,1
5,-34.80412292480469,-0.5788613557815552,-42.11482238769531,0.05384700000286102,23.45075225830078,120.28585815429688,23.45075758371583,120.28578821403987,7.3380274256906874,12.12021242827177,0.8648937344551086,1
6,-34.80412292480469,-0.5788613557815552,-42.759925842285156,-0.18789847195148468,23.45075225830078,120.28585815429688,23.450755412079307,120.2857818972233,7.965403444793206,11.898122727870941,0.8452292680740356,1
7,-44.61831283569336,0.40075016021728516,-51.48094940185547,-0.11996056139469147,23.450759887695312,120.2857666015625,23.45075602237594,120.2856965014536,6.882362987726449,11.614383198320866,0.2773880958557129,1
8,-44.61831283569336,0.40075016021728516,-51.49048614501953,-0.13252946734428406,23.450759887695312,120.2857666015625,23.45075590946754,120.28569640807035,6.892833463430494,11.594247072935104,0.26245981454849243,1
9,-44.61831283569336,0.40075016021728516,-44.0215950012207,-0.08140243589878082,23.450759887695312,120.2857666015625,23.450756368749477,120.28576954303023,0.7671657577858899,11.47402636706829,0.9098308682441711,1
10,-54.585689544677734,1.3803616762161255,-56.63655090332031,-0.10383716970682144,23.450769424438477,120.2856674194336,23.450756167214834,120.28564601809514,2.531576292868198,11.451689526438713,0.41300061345100403,1
11,-54.585689544677734,1.3803616762161255,-56.84886169433594,-0.0968155711889267,23.450769424438477,120.2856674194336,23.450756230290928,120.28564393915987,2.7025914969228517,11.202366091310978,0.459872305393219,1
12,-54.585689544677734,1.3803616762161255,-59.670555114746094,-0.05602118372917175,23.450769424438477,120.2856674194336,23.450756596753145,120.28561630929741,5.283848368945806,11.036510579288006,0.8128882050514221,1
13,-64.62455749511719,2.3488411903381348,-60.98716735839844,-0.0605739951133728,23.45077896118164,120.28556823730469,23.450756555854543,120.28560341710474,4.363013699564004,11.63377519696951,0.3013468384742737,1
14,-64.62455749511719,2.3488411903381348,-62.412357330322266,1.5625470876693726,23.45077896118164,120.28556823730469,23.45077113659931,120.2855894617251,2.3477836324947736,11.878692544996738,0.7300561666488647,1
15,-64.62455749511719,2.3488411903381348,-63.328224182128906,-0.07046709954738617,23.45077896118164,120.28556823730469,23.450756466983275,120.28558049360866,2.7447281577365685,11.96757610887289,0.7121039032936096,1
16,-74.64299774169922,3.3395848274230957,-66.2921371459961,2.4091532230377197,23.450786590576172,120.28546905517578,23.45077874179162,120.28555147114047,8.40253388325845,11.899761855602264,0.9948371648788452,1
17,-74.64299774169922,3.3395848274230957,-80.39592742919922,0.06771441549062729,23.450786590576172,120.28546905517578,23.450757708288943,120.28541336762328,6.618257775411743,11.337732896208763,0.9444475769996643,1
18,-74.64299774169922,3.3395848274230957,-69.98865509033203,0.31203365325927734,23.450786590576172,120.28546905517578,23.450759903046,120.28551527504571,5.552384319237678,11.424113996326923,0.8984087705612183,1
19,-84.62059020996094,4.3080644607543945,-88.76567840576172,0.32108795642852783,23.450796127319336,120.28536987304688,23.450759984382188,120.28533141149484,5.751324873193435,11.811303906142712,0.49393320083618164,1
20,-84.62059020996094,4.3080644607543945,-89.30282592773438,0.11155188828706741,23.450796127319336,120.28536987304688,23.45075810208766,120.28532615177667,6.2876107614633465,11.528519913554192,0.30197474360466003,1
21,-84.62059020996094,4.3080644607543945,-84.24215698242188,6.510503768920898,23.450796127319336,120.28536987304688,23.45081558485043,120.28537570556091,2.2347148842442026,11.633762158453465,0.8916819095611572,1
22,-94.5164794921875,5.254280090332031,-87.96066284179688,4.441141128540039,23.450803756713867,120.2852783203125,23.450796995449547,120.28533929416174,6.606052295033935,11.361458338797092,0.61733078956604,1
23,-94.5164794921875,5.254280090332031,-88.79170227050781,6.843508720397949,23.450803756713867,120.2852783203125,23.450818576284806,120.28533115667064,5.941272748871557,10.862644761800766,0.6732259392738342,1
24,-94.5164794921875,5.254280090332031,-86.48570251464844,0.5087871551513672,23.450803756713867,120.2852783203125,23.45076167051278,120.28535373688989,9.328080298797873,11.413759551942348,0.9701884984970093,1
25,-104.41236877441406,6.233891487121582,-90.13583374023438,0.35212013125419617,23.45081329345703,120.2851791381836,23.450760263148958,120.28531799501125,15.440682849694895,11.664295569062233,0.9991207718849182,1
26,-104.41236877441406,6.233891487121582,-101.16205596923828,5.875106334686279,23.45081329345703,120.2851791381836,23.450809876978163,120.2852100268665,3.2700550633128,12.068063020706177,0.9767711162567139,1
27,-104.41236877441406,6.233891487121582,-108.85781860351562,1.3337217569351196,23.45081329345703,120.2851791381836,23.45076908102639,120.2851346703938,6.616168647162403,11.339080519974232,0.9955539107322693,1
28,-114.4308090209961,7.135579586029053,-115.7132568359375,1.2521429061889648,23.450820922851562,120.28507995605469,23.450768348191104,120.28506754233017,6.021586133547849,10.860246606171131,0.9062823057174683,1
29,-114.4308090209961,7.135579586029053,-121.60875701904297,6.173627853393555,23.450820922851562,120.28507995605469,23.450812558642593,120.28500981392564,7.242119068241393,11.080714873969555,0.9548299312591553,1
30,-114.4308090209961,7.135579586029053,-110.59168243408203,6.918412208557129,23.450820922851562,120.28507995605469,23.45081924915429,120.2851176924972,3.845263920745681,11.712195351719856,0.9142432808876038,1
31,-124.41860961914062,8.126322746276855,-113.86100769042969,7.046500205993652,23.450830459594727,120.28498077392578,23.450820399788345,120.2850856794491,10.612679925618439,11.543317697942257,0.9952369928359985,1
32,-124.41860961914062,8.126322746276855,-122.81230926513672,6.656643390655518,23.450830459594727,120.28498077392578,23.450816897644987,120.28499802881008,2.1771904454164375,11.742986738681793,0.9707969427108765,1
33,-124.41860961914062,8.126322746276855,-123.26619720458984,6.50593376159668,23.450830459594727,120.28498077392578,23.450815543797354,120.28499358436503,1.988395039946442,11.710450984537601,0.9898157119750977,1
34,-134.4064178466797,9.183857917785645,-131.61929321289062,11.084367752075195,23.45083999633789,120.28488159179688,23.450856672569664,120.28491179132111,3.3734257594476733,10.917899198830128,0.976718544960022,1
35,-134.4064178466797,9.183857917785645,-136.32568359375,15.256311416625977,23.45083999633789,120.28488159179688,23.45089414977725,120.28486570661254,6.368537705270775,11.335466057062149,0.5014644265174866,1
36,-134.4064178466797,9.183857917785645,-132.83636474609375,7.247433662414551,23.45083999633789,120.28488159179688,23.450822204804297,120.28489987382545,2.492951189945164,11.753719300031662,0.8385060429573059,1
37,-144.29208374023438,10.052149772644043,-142.8966827392578,5.372467994689941,23.450847625732422,120.2847900390625,23.450805361701132,120.28480136376035,4.883294533042427,11.537124402821064,0.8782404065132141,1
38,-144.29208374023438,10.052149772644043,-146.2871856689453,6.124365329742432,23.450847625732422,120.2847900390625,23.450812116109812,120.28476816414732,4.405442354162181,11.73484232276678,0.9075183868408203,1
39,-144.29208374023438,10.052149772644043,-150.97244262695312,6.3331708908081055,23.450847625732422,120.2847900390625,23.450813991842082,120.28472228637605,7.6457830716613895,11.012555100023746,0.9499120712280273,1
40,-154.1981964111328,10.909310340881348,-153.5853271484375,7.3838911056518555,23.450855255126953,120.2846908569336,23.450823430622364,120.28469670115851,3.578294218937676,11.000394821166992,0.7696394920349121,1
41,-154.1981964111328,10.909310340881348,-159.75379943847656,7.089345455169678,23.450855255126953,120.2846908569336,23.45082078467377,120.28463629982654,6.7421700308951875,11.69269997626543,0.9291102886199951,1
42,-154.1981964111328,10.909310340881348,-155.66302490234375,11.337591171264648,23.450855255126953,120.2846908569336,23.450858947314345,120.28467635645956,1.5261543101328652,11.868101544678211,0.7984837293624878,1
43,-164.03280639648438,11.966845512390137,-161.3315887451172,12.888872146606445,23.450864791870117,120.28459167480469,23.450872882708445,120.28462085020284,2.8542441931730225,11.455727741122246,0.8530296087265015,1
44,-164.03280639648438,11.966845512390137,-159.90756225585938,8.839448928833008,23.450864791870117,120.28459167480469,23.450836506120762,120.28463479418973,5.176702484265992,11.036197654902935,0.8100911378860474,1
45,-164.03280639648438,11.966845512390137,-169.80943298339844,12.287361145019531,23.450864791870117,120.28459167480469,23.450867479243183,120.2845378356313,5.785511645083971,10.90221293270588,0.8665295243263245,1
46,-174.08189392089844,12.979852676391602,-170.39036560058594,13.653526306152344,23.45087432861328,120.28449249267578,23.45087975171363,120.28453214717196,3.752494836652576,11.95793692022562,0.9526224732398987,1
47,-174.08189392089844,12.979852676391602,-177.64453125,16.280349731445312,23.45087432861328,120.28449249267578,23.450903348869947,120.28446111479198,4.856507546491216,11.48219034075737,0.9344444870948792,1
48,-184.13096618652344,13.948331832885742,-179.18548583984375,15.651147842407227,23.450881958007812,120.2844009399414,23.450897696653207,120.28444602585175,5.230426198855856,11.537966318428516,0.9433348774909973,1
49,-184.13096618652344,13.948331832885742,-182.189697265625,17.339746475219727,23.450881958007812,120.2844009399414,23.450912865592816,120.28441660878329,3.907712668490805,11.246970854699612,0.7745717763900757,1
50,-184.13096618652344,13.948331832885742,-182.6843719482422,19.868976593017578,23.450881958007812,120.2844009399414,23.450935586053532,120.28441176495676,6.094806745574881,10.881772264838219,0.8585398197174072,1
51,-194.10855102539062,14.861151695251465,-185.72520446777344,13.552824020385742,23.450891494750977,120.2843017578125,23.450878847089605,120.28438198929662,8.48482296868541,11.545514687895775,0.9757922887802124,1
52,-194.10855102539062,14.861151695251465,-187.49131774902344,12.253690719604492,23.450891494750977,120.2843017578125,23.450867176776605,120.28436469561521,7.11242778335099,12.04129122197628,0.9724745154380798,1
53,-194.10855102539062,14.861151695251465,-183.3295135498047,4.782683372497559,23.450891494750977,120.2843017578125,23.450800063575727,120.28440544776667,14.756800894260245,12.059416621923447,0.9484113454818726,1
