protocol,controlled_gt_prior,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_step_norm_m,controlled_gt_motion_envelope,gt_velocity_parallel,gt_heading_deg,gt_turn_rate_deg_per_frame,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,search_candidate_count,forward_only_search,search_heading_deg,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,local_visual_confidence,kalman_raw_measurement_s,kalman_raw_measurement_e,kalman_used_measurement_s,kalman_used_measurement_e,kalman_measurement_clip_s,kalman_measurement_clip_e,kalman_posterior_projection_m,kalman_step_limited,kalman_step_limit_m,kalman_motion_step_s,kalman_motion_step_e,v_parallel,v_cross,a_parallel,a_cross,heading_residual_deg,turn_rate_deg_per_frame,estimated_heading_deg,polynomial_heading_deg,heading_error_deg,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,gt_step_for_jump_m,excess_step_over_gt_m,abnormal_jump,error_final_m,end_to_end_latency_ms
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-41.41473208662878,-2.1012529727827833,-3.781751739949091,-2.9361491796385573,0,0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,1.6489573374209092e-06,1.4927559429529398e-07,0,0.0,0.0,1,0.0,173.92622821886636,0.0,0.0,0.0,-37.632978691184114,0.8348961808190729,3.978073120888492,1,0.0,0,0,0.15673446199686433,1.0,3.4498538970947266,3.319810152053833,0,0,6,18,1,173.92622821886636,-51.490604400634766,-0.13258513808250427,-51.490604400634766,-0.13258513808250427,-51.21235275268555,-0.5329957604408264,13.358410835266113,2.7970316410064697,0.9103010892868042,0.003641277551651001,14.423751831054688,53.19915008544922,0,12.362335205078125,2.7302117347717285,15.694958686828613,53.961822509765625,0.15673446199686433,12.362335205078125,2.7302117347717285,2.681019770491377,1.608611862294826,9.681315434586748,1.1215998724769025,0.0,1,0.0,0.0,0.0,0.8805670738220215,-0.0022428790107369423,0.005693573039025068,0.0013400984462350607,0.02939712751762827,-0.028170441550949846,173.95562534638398,173.95562534638398,0.02939712751762827,0.8834145665168762,-0.0011195705737918615,0.005943074742267275,1.0,0.0,0.0,0,0,1,729.3023853156254,0.0,1.6489573374209092e-06,0.8805670738220215,-37.632978691184114,0.8348961808190729,0.0,0.0,0.0,0,1.6557003061335768e-06,18.725079484283924
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-51.3870498450466,-1.2895301306937865,-3.6947814734645634,-3.0817739690040282,0,1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,10.104117586693746,0.11238863701456824,0,10.104740969237914,10.104740969237914,1,10.104740969237914,174.56350519669104,0.6372769778246966,10.046361691698882,-0.0006717423675581813,-47.62287389771513,1.898558464723662,5.589380674304053,1,0.0,0,0,0.20820228062899376,1.0,13.452078819274902,3.5678036212921143,0,0,6,18,1,173.93651721349752,-60.89212417602539,9.443740844726562,-60.95325469970703,-0.07257647067308426,-61.0365104675293,1.642381191253662,23.357595443725586,1.673349380493164,0.86053866147995,0.012426763772964478,13.824478149414062,50.360809326171875,0,21.840662002563477,1.5693824291229248,15.272250175476074,50.998104095458984,0.20820228062899376,21.840662002563477,1.5693824291229248,12.868917963428615,1.5693824291229248,8.971744039134862,0.0,0.0,1,7.0,10.046361691698882,-0.0006717423675581813,0.985155463218689,-0.0031024226918816566,0.026107873767614365,0.003983374685049057,0.03470829328840076,-0.03832932407997897,173.96093651215475,173.96093651215475,0.6025686845362959,0.9982098937034607,-0.0005060458788648248,0.00706544313835135,1.0,6.999992403243364,0.010312833519804837,0,0,1,722.3023929123821,0.009598203083092793,3.1041251834503827,9.119585506019225,-44.59476771672854,1.565302618228557,7.000000000000003,10.104740969237914,0.0,0,3.1058030562464785,14.910776168107986
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-54.51428199964562,-1.0873869059428523,-3.6021840687374134,-3.22484928349107,0,2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,13.342399770459824,0.10979455772263991,0,3.2382832227808875,3.2382832227808875,1,3.2382832227808875,173.8803305005938,-0.6831746960972553,10.486605557579097,0.009740509022179605,-48.06174815644507,1.9347863745227596,8.61664169660111,1,0.0,0,0,0.2229564486654918,1.0,16.583145141601562,3.6976842880249023,0,0,6,18,1,173.9450639696117,-60.89212417602539,9.443740844726562,-65.68457794189453,-0.0425744354724884,-63.9721794128418,1.734753966331482,26.286558151245117,1.8921149969100952,0.8248357176780701,0.008998960256576538,12.046785354614258,46.36981964111328,0,24.33376693725586,1.753950595855713,13.673859596252441,46.901424407958984,0.2229564486654918,24.33376693725586,1.753950595855713,13.349735791409199,1.727618649320241,10.98403114584666,0.026331946535471884,0.0,1,3.486613201309016,3.4866131543357337,-0.0005723244976252317,1.0833139419555664,-0.005531540140509605,0.04467278718948364,0.005109704099595547,0.04328557681301534,-0.04678771962435301,173.96951379567938,173.96951379567938,0.08918329508557399,1.1056522130966187,-0.00214139511808753,0.006997040108092304,1.0,10.486304390629428,0.05614232348565543,0,0,1,718.816080924996,0.014378541194666729,2.8560953798303963,2.154969280825321,-48.066358404274794,1.8886131712335905,3.486613201309014,3.2382832227808875,0.24832997852812655,0,2.8565992685231785,14.747919514775276
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-57.64550818893699,-0.8814474091462432,-3.504028696749486,-3.365152691357547,0,3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,16.590288722828088,0.10719254995743437,0,3.2478899946519495,3.2478899946519495,1,3.2478899946519495,173.88032639355833,-4.107035451511243e-06,13.962681932285115,0.05462855654590363,-51.52306107610998,2.2579500664198875,11.07208311753443,1,0.0,0,0,0.2645106304257862,1.0,19.718584060668945,3.8242123126983643,1,1,6,18,1,173.95362140956914,-60.95325469970703,-0.07257647067308426,-65.68457794189453,-0.0425744354724884,-63.98686981201172,1.664518117904663,26.293733596801758,1.9635109901428223,0.825319766998291,0.02519935369491577,12.293922424316406,44.10784912109375,1,24.00161361694336,1.7947032451629639,14.084310531616211,44.55838394165039,0.2645106304257862,24.00161361694336,1.7947032451629639,16.94008616595603,1.7947032451629639,7.061527450987333,0.0,0.0,1,3.4763778712358615,3.4763775416556864,-0.0015137669397518039,1.178176760673523,-0.007784659508615732,0.06182628870010376,0.006167962681502104,0.04952242331436298,-0.05449237644637905,173.9757506421807,173.9757506421807,0.09542424862237316,1.209093451499939,-0.003655624808743596,0.01202073286390051,1.0,13.961350154137866,0.15237145182232373,0,0,1,715.3410351614875,0.019143431360224762,2.628938568690222,2.0697132339784265,-51.532078840525266,2.160614938459828,3.4763778712358575,3.2478899946519495,0.228487876583908,0,2.6293267448380657,14.529523439705372
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-61.06003871509445,-0.6415523486375916,-3.400393634528043,-3.502463241124164,0,4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,20.12861673793889,0.1043575616514216,0,3.5383291508389427,3.5383291508389427,1,3.5383291508389427,173.88032155632646,-4.837231877058128e-06,17.709994299613776,0.14957256997491233,-55.25938376675832,2.5600379598660226,9.061157955398961,1,0.0,0,0,0.5123864041743554,1.0,23.13932991027832,3.9469516277313232,0,0,6,18,1,173.9613666406497,-65.68457794189453,-0.0425744354724884,-70.41590118408203,-0.01257393043488264,-68.39568328857422,0.7002322673797607,30.575769424438477,3.3888754844665527,0.8088882565498352,0.16298127174377441,10.638885498046875,42.999542236328125,0,27.980384826660156,3.18949294090271,12.598857879638672,43.37861633300781,0.5123864041743554,27.980384826660156,3.18949294090271,21.369056911093253,2.345010136862599,6.611327915566903,0.8444828040401111,0.0,1,3.748645190352163,3.748644145475909,-0.002798881847411394,1.2813297510147095,-0.009830141440033913,0.08001380413770676,0.007305147126317024,0.05338840376608276,-0.061602249856711914,173.97961662263242,173.97961662263242,0.09929506630596999,1.3213417530059814,-0.004946339409798384,0.04563884013453493,1.0,17.680837416464634,0.6190140008245942,0,0,1,711.6215478991608,0.024243493196327296,2.4477793214742576,2.2569993998242333,-55.280061629828346,2.0901466885999707,3.7486451903521636,3.5383291508389427,0.21031603951322086,0,2.501298634113768,14.685451984405518
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-64.14514128436127,-0.472265461726169,-3.2913662599472175,-3.6365618503522676,0,5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,23.336917263843283,0.14064244739825194,0,3.208505704756041,3.208505704756041,1,3.208505704756041,174.57419812183036,0.6938765655039107,21.085149052630484,0.6149266444397506,-58.66483063063858,2.454417513358856,10.721007340753465,1,0.0,0,0,0.1828817822186773,1.0,26.225027084350586,4.105046272277832,0,0,6,18,1,173.96775413484391,-70.35478210449219,9.503743171691895,-75.17778778076172,-4.740733623504639,-73.60722351074219,-1.9757955074310303,35.47490692138672,6.601308345794678,0.8895390629768372,0.009442910552024841,11.581243515014648,55.67726135253906,0,32.66755676269531,6.375478744506836,13.684220314025879,56.00459671020508,0.1828817822186773,32.66755676269531,6.375478744506836,23.838073953731847,2.266681585100568,8.829482808963466,4.108797159406268,0.0,1,3.404314089888949,3.4043116361658496,-0.004087356384843588,1.3753423690795898,-0.012339107692241669,0.0941300019621849,0.00798746943473816,0.05258654689464053,-0.06843299264557341,173.978814765761,173.978814765761,0.5953833560693831,1.4224144220352173,-0.007039871998131275,0.006917810303965739,1.0,21.08252889235021,0.7526161172143662,0,0,1,708.2198564232752,0.028907801917069247,2.2543883714930715,1.833163335676451,-58.676793948033065,2.3172237263648205,3.4043140898889557,3.208505704756041,0.19580838513291488,0,2.335974893287891,14.690774492919445
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-67.2018156732335,-0.30174683902330957,-3.1770430291905294,-3.7672316965825137,0,6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,26.52198285419817,0.17666442190985815,0,3.1852692817892896,3.1852692817892896,1,3.1852692817892896,174.57419576006495,-2.3617654319307122e-06,24.448132948544195,0.7467572516478145,-62.02288521307007,2.6791605100966747,10.41345314159086,1,0.0,0,0,0.3045447476747469,1.0,29.28258514404297,4.258908271789551,1,1,6,18,1,173.97162535466438,-70.35478210449219,9.503743171691895,-75.17778778076172,-4.740733623504639,-72.72834014892578,-1.5567402839660645,34.64529800415039,6.091611862182617,0.8495482802391052,0.048370808362960815,8.141830444335938,55.347747802734375,1,31.61444854736328,5.8358683586120605,10.418464660644531,55.62172317504883,0.3045447476747469,31.61444854736328,5.8358683586120605,27.53563100464975,2.599256085311147,4.078817542713532,3.2366122733009135,0.0,1,3.3656091557658803,3.3656040561939835,-0.005858865566551685,1.4800939559936523,-0.014771214686334133,0.10740937292575836,0.008514278568327427,0.05729752313231138,-0.07442302852703492,173.98352574199865,173.98352574199865,0.5906700180662802,1.5338084697723389,-0.008980224840342999,0.02177612734226508,1.0,24.440579964332247,0.9780445700224079,0,0,1,704.8618053512931,0.03351227207868643,2.081402889865924,1.7051753257956372,-62.039846880544665,2.4483723538843214,3.3656091557658803,3.1852692817892896,0.18033987397659068,0,2.2303470877267313,14.798996970057487
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-70.56200789127028,-0.09826408944263809,-3.0575294366804333,-3.894258609630016,0,7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,30.017126139965036,0.21619386667028173,0,3.4953668140903713,3.4953668140903713,1,3.4953668140903713,174.57420559931634,9.839251396384248e-06,28.10244112734601,0.9703128883327878,-65.68033404790503,2.84351807431499,11.709472994311978,1,0.0,0,0,0.23239826736915548,1.0,32.64544677734375,4.412105560302734,0,0,6,18,1,173.9757904893976,-75.14722442626953,0.017425041645765305,-79.90911102294922,-4.710736274719238,-78.67308044433594,-3.107949733734131,40.39253616333008,8.2631196975708,0.8234750032424927,0.012142747640609741,18.425382614135742,38.71477508544922,0,37.21689224243164,7.983728408813477,20.83759117126465,38.95292282104492,0.23239826736915548,37.21689224243164,7.983728408813477,30.99153636261119,2.7037700294918947,6.225355879820452,5.279958379321583,0.0,1,3.6618693253706196,3.661861163013765,-0.007731681689620018,1.5730172395706177,-0.016959214583039284,0.11908743530511856,0.009019172750413418,0.05457653318149433,-0.08050060955777029,173.98080475204785,173.98080475204785,0.5934008472684937,1.6325719356536865,-0.010894542559981346,0.005924327700027762,1.0,28.09689049563526,1.1797380373756021,0,0,1,701.2054948199901,0.03852570766442176,1.9202356443297752,1.9223495745197536,-65.69697361591898,2.6346812304863616,3.6618693253706214,3.4953668140903713,0.16650251128025007,0,2.148423212184878,14.683281071484089
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-73.63829274052361,0.05912712551819155,-2.9329399573204826,-4.017431464417111,0,8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,33.22971848128238,0.2758856861948469,0,3.2131468476882663,3.2131468476882663,1,3.2131468476882663,174.9906943779613,0.4164887786449554,31.463611834360236,1.1701086387912363,-69.0437769357157,3.000485599706817,9.699365403685135,1,0.0,0,0,0.5076890743040492,1.0,35.72111511230469,4.581096172332764,0,0,6,18,1,173.97754548115844,-89.34120178222656,0.10741277039051056,-84.60987854003906,0.07741839438676834,-86.8243637084961,-1.4010426998138428,48.67866516113281,7.428272724151611,0.8130824565887451,0.1715056449174881,10.512109756469727,46.732093811035156,0,45.37902069091797,7.126165866851807,13.058324813842773,46.93933868408203,0.5076890743040492,45.37902069091797,7.126165866851807,35.10975678869637,3.3577956113929175,10.269263902221596,3.7683702554588896,0.0,1,3.366735109559881,3.366721338724975,-0.009629398584365845,1.6607869863510132,-0.01903339847922325,0.12907181680202484,0.009376903995871544,0.054783793404228516,-0.08571498541150561,173.98101201227058,173.98101201227058,1.0096823656907148,1.725335717201233,-0.012695259414613247,0.03957831057445919,1.0,31.421628741581344,1.7098520759432927,0,0,1,697.8807565740441,0.043084500166529385,1.808089739701039,1.5523598613372531,-69.05913916606924,2.4593298366343346,3.3667351095598668,3.2131468476882663,0.15358826187160046,0,2.3076932451563876,14.664817601442337
GT+smooth-jitter_controlled_forward3x6_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-76.7048948581411,0.22016547625838356,-2.80339797093407,-4.136542573515786,0,9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,36.43756328176886,0.33548928842530945,0,3.2083984873152747,3.2083984873152747,1,3.2083984873152747,174.99069428429587,-9.36654270362917e-08,34.7746301131264,1.698383160674514,-72.39210489873064,2.82551170197649,8.313252681748994,1,0.0,0,0,0.510929320967504,1.0,38.787540435791016,4.74543571472168,1,1,6,18,1,173.97875876688093,-89.34120178222656,0.10741277039051056,-84.64043426513672,-4.6807403564453125,-86.8293228149414,-1.6986722946166992,48.65210723876953,7.724756717681885,0.8062055110931396,0.2387552261352539,11.755712509155273,46.31755828857422,1,45.25238800048828,7.401267051696777,14.4291353225708,46.49917221069336,0.510929320967504,45.25238800048828,7.401267051696777,38.42968574578703,3.8914165402708956,6.8227022547012455,3.5098505114258822,0.0,1,3.353020986155687,3.353001371545054,-0.011468915268778801,1.7408180236816406,-0.021059658378362656,0.13641342520713806,0.009549878537654877,0.05327223051923304,-0.09037877064490123,173.9795004493856,173.9795004493856,1.0111938349102834,1.8090391159057617,-0.014602724462747574,0.05321630099932249,1.0,34.72514861287797,2.2838783763414003,0,0,1,694.5772367027474,0.047614198598637136,1.7124146688908866,1.467580463633634,-72.40485175863867,2.238067590593855,3.353020986155696,3.2083984873152747,0.14462249884042144,0,2.5939514328805733,15.120900236070156
