frame_id,reference_x,reference_y,search_center_x,search_center_y,search_center_error_m,base_ms_x,base_ms_y,base_ms_error_m,final_x,final_y,error_final_m,variance_x,variance_y
28,-137.2352752685547,10.352712631225586,-131.4013039444889,4.878703260574306,8.000000000000005,-134.94918823242188,2.9733808040618896,7.7253305529385345,-135.785400390625,5.132711410522461,5.41761478012176,59.44908905029297,45.774932861328125
29,-140.4192352294922,10.665609359741211,-141.02338391888802,18.642764514375056,8.0,-145.2969512939453,17.6522159576416,8.520844192874868,-138.89816284179688,11.941045761108398,1.9850438842860882,67.11011505126953,65.6911849975586
30,-143.60858154296875,10.979033470153809,-148.5515919844499,4.68883094754706,8.000000000000007,-153.47610473632812,4.75445556640625,11.666764077982702,-147.89315795898438,9.24875545501709,4.620763689515269,69.31573486328125,47.9810676574707
31,-147.09031677246094,11.321191787719727,-139.19652395593636,12.620435787045812,7.999999999999995,-144.3511199951172,11.62203598022461,2.7556680157766285,-145.0027313232422,10.250873565673828,2.3459740203662407,63.332496643066406,77.29561614990234
32,-150.38534545898438,11.621426582336426,-157.08360932331013,15.995584924677042,8.00000000000001,-158.31011962890625,12.751505851745605,8.004943772407731,-151.14625549316406,14.33528995513916,2.818517072212898,61.637508392333984,77.39649963378906
33,-153.68882751464844,11.922432899475098,-151.70443770975217,4.172452441291753,7.999999999999997,-153.50180053710938,4.778369903564453,7.146510699625879,-154.1898193359375,8.368968963623047,3.588606797686211,69.31441497802734,48.04521942138672
34,-156.9862060546875,12.222880363464355,-153.21439675857462,19.277910812282872,7.999999999999995,-157.85899353027344,17.09607696533203,4.950737631706445,-152.9783172607422,12.691940307617188,4.035243464258516,59.6222038269043,70.53204345703125
35,-161.97410583496094,12.701958656311035,-169.5209252178575,10.047619340786968,7.999999999999997,-173.3773956298828,6.525411128997803,12.968606613824347,-163.94293212890625,11.66882610321045,2.2234297488354717,71.07867431640625,63.625282287597656
36,-166.95358276367188,13.180227279663086,-159.59581257693247,10.039651237098784,8.0,-162.12503051757812,6.800845146179199,8.000714542981171,-161.9700927734375,8.627357482910156,6.750095989610168,63.0200080871582,58.66775131225586
37,-170.4643096923828,13.542064666748047,-173.76827180499453,20.827930048322592,8.000000000000004,-178.435546875,17.52378273010254,8.910370416407067,-168.82118225097656,13.961626052856445,1.695847736506863,63.03578186035156,70.06917572021484
38,-173.6732940673828,13.872800827026367,-176.15858658174267,6.268636105108063,8.0,-178.9820556640625,3.140516757965088,11.973507048037662,-174.3792266845703,7.288193702697754,6.622340359855293,61.05229949951172,47.07666778564453
39,-176.89031982421875,14.204366683959961,-169.9212030055871,18.132650121832718,7.999999999999994,-173.68215942382812,17.515573501586914,4.610464590877339,-172.59332275390625,11.074581146240234,5.315989215037383,74.34678649902344,76.57067108154297
40,-180.07899475097656,14.495210647583008,-187.87132193611907,16.306187466785545,7.9999999999999964,-186.77906799316406,10.646075248718262,7.727019138676349,-180.0067901611328,12.50084114074707,1.9956761341940041,61.32579040527344,71.20869445800781
41,-183.2713623046875,14.786392211914062,-178.74884001506368,8.187392883238866,7.999999999999999,-181.77920532226562,7.103173732757568,7.826773195809508,-180.35317993164062,8.702852249145508,6.747239942447839,54.77869415283203,63.83650207519531
42,-186.7760009765625,15.10605525970459,-185.65320816498811,23.02687190335169,8.000000000000002,-183.82907104492188,20.729785919189453,6.349074149230695,-178.97914123535156,16.76502227783203,7.971398458950007,49.36908721923828,49.45301055908203
43,-190.19520568847656,15.40483283996582,-196.37355292967032,10.32270480466077,8.000000000000009,-198.37535095214844,7.143904685974121,11.62573483699788,-186.94253540039062,12.956170082092285,4.071340480086858,79.5909423828125,56.23405838012695
44,-193.5978240966797,15.702159881591797,-185.60917496101942,15.276149333231233,8.0,-184.2056121826172,10.42496109008789,10.773229400867127,-183.0064697265625,11.72593879699707,11.313139330308635,46.94828414916992,71.28069305419922
45,-196.71273803710938,15.974347114562988,-202.31555329696195,21.684728990056357,8.000000000000004,-209.13314819335938,16.69514274597168,12.441307599755582,-190.81700134277344,16.500688552856445,5.919184612647596,71.16578674316406,62.93299865722656
46,-199.96063232421875,16.28047752380371,-199.68659825540385,8.285172318301626,7.999999999999999,-198.96719360351562,7.1904988288879395,9.14410373769977,-195.5299835205078,11.436964988708496,6.5643173673619435,79.07861328125,56.54975128173828
47,-203.51315307617188,16.61532211303711,-198.31446620407388,22.69591869609341,8.0,-201.001220703125,21.295345306396484,5.3115366267345445,-195.61671447753906,15.822481155395508,7.936141337330894,82.06448364257812,58.47764205932617
48,-206.75160217285156,16.920562744140625,-214.69233605438527,15.948582588652624,7.999999999999987,-214.605712890625,10.03342056274414,10.446041479613907,-211.82089233398438,15.612259864807129,5.2353948429731885,23.496198654174805,76.24615478515625
49,-210.1930389404297,17.253925323486328,-203.6812257458377,12.606744573963258,8.0,-209.87319946289062,7.333209991455078,9.92586973471808,-213.5430908203125,10.90615177154541,7.177539736192826,79.51715087890625,57.1831169128418
50,-213.3181915283203,17.556650161743164,-214.98067442589038,25.38200322823716,7.999999999999997,-213.79525756835938,19.40911102294922,1.912904401390417,-213.80938720703125,16.080808639526367,1.5554360782377046,20.566970825195312,55.78828811645508
51,-216.74961853027344,17.889041900634766,-220.80970542685412,10.995879027742976,7.999999999999997,-216.14859008789062,6.252451419830322,11.6521016647857,-213.8100128173828,11.111196517944336,7.387859620953634,20.469139099121094,56.178977966308594
52,-219.85296630859375,18.18168067932129,-212.20291997135928,20.521935160818007,8.0,-212.34576416015625,16.270221710205078,7.746725726919691,-210.25233459472656,14.151152610778809,10.412362163151126,31.09537696838379,60.156578063964844
53,-223.26548767089844,18.50347328186035,-230.48721294418522,21.94537451187425,8.00000000000001,-243.3238067626953,12.280247688293457,21.001540457232394,-222.04454040527344,14.50690746307373,4.178905427181948,47.9787712097168,82.71147155761719
54,-226.6659393310547,18.824125289916992,-223.66583474318256,11.407969111556902,7.9999999999999964,-216.1455841064453,6.265212535858154,16.383045004394866,-216.39300537109375,9.326926231384277,13.990352465292409,20.949241638183594,55.80509948730469
55,-229.90402221679688,19.161306381225586,-227.1066644516639,26.65629067299367,8.000000000000004,-217.61428833007812,18.284395217895508,12.320979352094382,-215.8416748046875,15.311674118041992,14.579755941050703,76.12449645996094,46.459903717041016
56,-233.15289306640625,19.499608993530273,-240.27836676799794,15.862628855019015,8.000000000000007,-246.78512573242188,4.567613124847412,20.218859218134575,-230.1446533203125,11.115035057067871,8.907894614665286,26.289335250854492,54.266357421875
57,-236.7150115966797,19.870529174804688,-229.00416426357415,17.73913681169097,8.000000000000012,-243.2252197265625,12.067571640014648,10.162133446483022,-234.300537109375,11.444941520690918,8.76471416345106,53.61207962036133,80.3779296875
58,-241.94894409179688,20.40029525756836,-246.19494808429548,27.180520187147465,8.000000000000002,-245.22900390625,19.822593688964844,3.330545223947159,-241.26414489746094,14.824071884155273,5.618115079522807,29.859418869018555,82.26193237304688
59,-246.72323608398438,20.88353729248047,-248.17234101656032,13.015875956709586,8.000000000000002,-247.7196807861328,4.630633354187012,16.28342066249701,-245.1651153564453,8.594149589538574,12.38776776965109,30.060842514038086,43.76648712158203
60,-250.1058349609375,21.189523696899414,-243.72278121173633,26.012035991835436,8.00000000000001,-245.91690063476562,19.451684951782227,4.535113481822864,-245.23545837402344,12.978996276855469,9.546377774509773,39.96900939941406,75.9509048461914
61,-253.18551635742188,21.468109130859375,-261.1497417883701,22.22382950575849,7.999999999999986,-255.886474609375,12.466243743896484,9.398337934113362,-248.88092041015625,15.150777816772461,7.644489597164662,34.749908447265625,57.673851013183594
62,-256.56805419921875,21.774091720581055,-251.20596400685767,15.837090055684456,7.999999999999992,-248.7748260498047,9.987049102783203,14.130420328589047,-250.2393341064453,13.579768180847168,10.35372572007348,60.93656921386719,61.235355377197266
63,-259.78179931640625,22.02918815612793,-259.7252507440502,30.028988294816678,8.000000000000002,-261.4705505371094,26.543588638305664,4.819926596838675,-252.82923889160156,19.905057907104492,7.269802320240675,48.793766021728516,73.64060974121094
64,-262.99114990234375,22.283937454223633,-268.4366344094151,16.42333181288879,7.999999999999987,-266.7822570800781,9.289205551147461,13.536452669214885,-266.296875,16.53209686279297,6.634115510789956,28.019210815429688,66.37364196777344
65,-266.5252380371094,22.56446075439453,-258.5511250063213,23.20751702892689,7.99999999999999,-263.410400390625,19.063146591186523,4.686300719484112,-268.92071533203125,16.032367706298828,6.957481660735185,59.3131217956543,66.60800170898438
66,-269.7339172363281,22.84096336364746,-276.04815828762065,27.753229637596,8.0,-267.0934753417969,25.70171546936035,3.8930497054027597,-271.21551513671875,22.781803131103516,1.4827785645727962,17.469511032104492,78.70677185058594
67,-272.9421081542969,23.117422103881836,-271.6043715052697,15.230061286862654,8.0,-269.95672607421875,8.202129364013672,15.211129599080259,-272.0161437988281,19.125469207763672,4.097938251416784,15.789205551147461,70.60887145996094
68,-276.4721984863281,23.421621322631836,-272.1307681791505,30.141143841971985,7.99999999999999,-267.1763916015625,25.587047576904297,9.544689439764316,-268.3218688964844,23.482816696166992,8.150559324170624,15.80805492401123,71.66629028320312
69,-279.8583984375,23.757869720458984,-287.5986062762448,21.735696974862446,8.000000000000014,-280.73175048828125,13.225912094116211,10.568106511938812,-272.73321533203125,21.460512161254883,7.48639339343649,46.403602600097656,71.69671630859375
70,-282.95196533203125,24.0650577545166,-275.87861889891235,20.32770973257861,7.999999999999979,-266.2187194824219,9.841110229492188,21.961835074922988,-267.68975830078125,18.98443603515625,16.085635844441246,26.82436752319336,66.78131866455078
71,-286.3374328613281,24.40123176574707,-289.02855606987947,31.935012747192985,7.999999999999991,-290.5865783691406,28.29885482788086,5.7659954111185625,-274.12689208984375,24.172237396240234,12.212687843114146,57.55218505859375,66.8145751953125
72,-289.56787109375,24.758047103881836,-292.6725165247487,17.38504386586689,7.999999999999993,-294.6854248046875,12.869088172912598,12.943596889837206,-282.6245422363281,20.96051788330078,7.9139777484823846,51.91989517211914,62.78864288330078
73,-292.791015625,25.11405372619629,-285.5213545798756,28.453518996116195,8.00000000000002,-292.9341125488281,28.50688362121582,3.3958462017805395,-285.4403076171875,23.41399574279785,7.5447402449014485,31.395267486572266,66.94033813476562
74,-296.3150329589844,25.5032958984375,-303.93123114569175,27.951463617527725,8.000000000000012,-305.73175048828125,29.030609130859375,10.055670423506605,-293.35540771484375,28.724809646606445,4.374646547481977,82.48930358886719,65.03551483154297
75,-299.6627502441406,25.858945846557617,-295.70051626495587,18.909075207891465,8.000000000000009,-297.796875,16.95870590209961,9.09372099284021,-295.0826721191406,23.823434829711914,5.012027606747966,70.24980163574219,68.17512512207031
76,-303.0234375,26.21597671508789,-301.2504953611231,34.01704562724312,8.000000000000007,-306.2761535644531,32.68062973022461,7.2368432622288905,-300.3736572265625,30.065086364746094,4.673005520282467,82.96212005615234,59.28594970703125
77,-306.37432861328125,26.571962356567383,-312.9511873041488,22.017302132098393,7.999999999999986,-316.8498840332031,19.957366943359375,12.389113521002502,-307.182373046875,27.192197799682617,1.0186401776673624,58.463714599609375,71.12664031982422
78,-309.93170166015625,26.87871551513672,-302.0055019707038,25.794576002470798,7.999999999999986,-304.644287109375,23.559223175048828,6.243058707694128,-307.53826904296875,26.97152328491211,2.3952312988827797,80.6092529296875,67.35299682617188
79,-313.1907958984375,27.159746170043945,-318.30300315244256,33.31322786678263,7.999999999999997,-321.58782958984375,33.5364875793457,10.54386104876745,-314.0921936035156,31.91628646850586,4.8411975206153555,59.54117202758789,62.71378707885742
80,-316.4438171386719,27.44025421142578,-316.8308517733452,19.449621934092324,8.0,-322.1060485839844,19.553852081298828,9.70856341063685,-317.6518249511719,26.596527099609375,1.4734850912971904,66.34300994873047,70.82327270507812
81,-321.592041015625,27.871477127075195,-315.9090591729269,33.5020825452841,7.999999999999981,-321.6936950683594,33.51663589477539,5.646073950895411,-319.06512451171875,31.377094268798828,4.321418582139476,59.31055450439453,63.0102424621582
82,-326.2784423828125,28.264019012451172,-334.27231563911874,27.950984889531803,8.000000000000005,-337.9049377441406,29.50836944580078,11.692895380869606,-327.34417724609375,31.5730037689209,3.4763732419523254,67.78496551513672,69.3028564453125
83,-329.66363525390625,28.562585830688477,-323.55775038759873,23.39362365251415,7.999999999999991,-328.9923095703125,25.057071685791016,3.5692166638533998,-325.7950439453125,29.591201782226562,4.003005057289549,59.21673583984375,65.61631774902344
84,-332.744140625,28.834280014038086,-333.7548463157827,36.770177821256844,8.0,-337.8908996582031,33.590087890625,7.007627066622773,-332.38739013671875,34.276268005371094,5.453668875967955,68.82422637939453,59.060848236083984
85,-336.1232604980469,29.13231086730957,-340.73861952179465,22.59790492017786,8.000000000000014,-342.7016906738281,17.189128875732422,13.635077545124634,-335.72833251953125,26.573875427246094,2.5887371456343793,65.47998046875,74.27235412597656
86,-339.6257019042969,29.462242126464844,-331.8085520029751,31.162879483535725,8.000000000000012,-333.4899597167969,29.335620880126953,6.137048568448146,-333.6163024902344,29.893598556518555,6.0248609683115015,63.585845947265625,67.30095672607422
87,-342.8448791503906,29.765491485595703,-349.75776623165825,33.791903312724536,7.999999999999987,-352.7353515625,32.990966796875,10.403131043987138,-344.06378173828125,31.7722110748291,2.3479026872039483,63.7164306640625,54.34565353393555
88,-346.0498046875,30.067394256591797,-343.67225900602887,22.42885535621837,8.000000000000005,-348.2296142578125,17.431598663330078,12.822437367268293,-343.7332763671875,26.118188858032227,4.578485201332631,65.0247802734375,77.06352233886719
89,-349.5847473144531,30.437746047973633,-346.17811661663814,37.67617593909673,7.999999999999986,-347.0041198730469,37.5164680480957,7.5344504209896535,-345.3764343261719,34.01026153564453,5.520214227453958,64.90681457519531,61.23955535888672
90,-352.80938720703125,30.775583267211914,-360.2108197998524,27.73933631185329,7.999999999999985,-360.20770263671875,23.4460506439209,10.414274803030667,-352.6068420410156,28.103696823120117,2.679552521298622,53.476768493652344,67.68276977539062
91,-356.03759765625,31.113798141479492,-348.52905625978326,28.353036272439407,8.000000000000025,-352.68389892578125,29.456483840942383,3.740853627918702,-349.877685546875,30.02996253967285,6.254535698752412,65.00293731689453,70.86176300048828
92,-359.28173828125,31.43756103515625,-362.95343517946344,38.545207754545864,8.000000000000007,-362.88958740234375,35.28900146484375,5.277325900871423,-356.7023010253906,34.848487854003906,4.276437573547582,59.58473205566406,61.722801208496094
93,-362.83331298828125,31.792009353637695,-364.9270643397894,24.070856248171015,8.0,-363.5290832519531,23.083351135253906,8.736407970352206,-357.4062194824219,28.860271453857422,6.168341027727719,53.763851165771484,62.9680061340332
94,-366.0764465332031,32.11567306518555,-359.3170154649166,36.394702351493756,8.000000000000021,-359.5035400390625,32.30192565917969,6.57554482985901,-357.9035339355469,33.807369232177734,8.34615697494028,54.93400192260742,55.39973068237305
95,-369.61279296875,32.450355529785156,-377.4874298237822,33.86106258703311,8.000000000000016,-376.317138671875,32.20417785644531,6.708863894420699,-365.14630126953125,31.968900680541992,4.492365398211699,61.48727798461914,66.15020751953125
96,-372.840576171875,32.75583267211914,-367.9869829540231,26.39638042561061,8.00000000000001,-366.47052001953125,22.768613815307617,11.845765314147673,-361.7667541503906,30.072153091430664,11.394370112266696,54.33904266357422,62.534019470214844
97,-376.074462890625,33.0618896484375,-375.35760320698483,41.02970692759064,7.999999999999999,-376.3945617675781,37.04447937011719,3.9954329154993133,-370.8152160644531,33.66852951049805,5.294118349719788,63.31217575073242,67.8048324584961
98,-379.28497314453125,33.342430114746094,-385.19574640371377,27.951441385530202,7.999999999999995,-387.6241760253906,20.865402221679688,15.00728255656201,-375.86273193359375,26.007720947265625,8.093805870995485,78.96205139160156,49.30097579956055
99,-382.8072509765625,33.650211334228516,-374.80727016680515,33.63268867706497,7.999999999999992,-370.454833984375,32.25895690917969,12.430518670759495,-373.7119140625,31.23765754699707,9.409865533395934,62.320335388183594,59.72283935546875
100,-386.01123046875,33.930179595947266,-391.89833095824525,39.347009649270426,8.000000000000014,-395.9405212402344,39.356624603271484,11.315348896176323,-384.1299133300781,32.30976104736328,2.4829640450186865,59.525543212890625,69.01215362548828
101,-389.1904296875,34.22496032714844,-388.5084811311105,26.25407918599232,7.999999999999997,-387.89788818359375,20.920562744140625,13.367036267851761,-384.0980224609375,28.200546264648438,7.888356999882404,78.5893325805664,49.852317810058594
102,-392.3679504394531,34.51958084106445,-387.486545233822,40.857710156441165,8.000000000000002,-388.43634033203125,37.90867233276367,5.1907127811014435,-387.82147216796875,33.95072937011719,4.581927178500158,80.16889953613281,68.97269439697266
103,-395.8560485839844,34.84300231933594,-403.7367897002176,33.46680485570277,7.999999999999981,-406.3401794433594,32.00783157348633,10.860717887626977,-395.0629577636719,31.555774688720703,3.381546768084718,61.223331451416016,79.96888732910156
104,-399.0557861328125,35.11958312988281,-392.31516486783835,30.810984174052944,7.999999999999997,-394.7441101074219,24.636695861816406,11.334966944059301,-394.6531677246094,31.28797149658203,5.836462675002291,63.81041717529297,78.63330078125
105,-402.5732727050781,35.42363357543945,-404.6331802682546,43.15388459537201,7.999999999999999,-410.5439453125,44.62158966064453,12.171031918455665,-403.5912170410156,37.889949798583984,2.6681316278649265,63.025604248046875,59.45779800415039
106,-405.7723693847656,35.70016098022461,-409.4751671921308,28.608666892391533,7.999999999999995,-416.1851501464844,26.004419326782227,14.227909523254558,-406.84063720703125,33.89807891845703,2.0949214537620797,71.11894226074219,65.72264099121094
107,-410.9620056152344,36.18172073364258,-403.44144232212244,38.909563792599066,7.999999999999981,-405.83782958984375,38.91888427734375,5.809409970397581,-409.94244384765625,38.305057525634766,2.3554331512770013,62.978904724121094,75.38751220703125
108,-415.7295227050781,36.62411117553711,-423.11758353363086,39.692752111457224,8.000000000000004,-430.04144287109375,34.23603439331055,14.50978874953782,-417.248779296875,35.69330596923828,1.7817235823188906,50.30352020263672,73.76189422607422
109,-418.8456726074219,36.940486907958984,-415.4707836518852,29.68720320071325,7.999999999999992,-422.4253845214844,28.255414962768555,9.393870984893017,-419.7629699707031,36.43927764892578,1.0452966918647288,64.51266479492188,55.61106872558594
110,-422.2717590332031,37.288333892822266,-419.8607743702164,44.91638429609326,8.0,-426.7605895996094,41.73021697998047,6.315055440285947,-424.4972839355469,37.251487731933594,2.225829897032653,61.17058563232422,69.10475158691406
111,-425.7071228027344,37.63711929321289,-432.6375818702922,33.64102906488898,8.000000000000014,-436.83984375,33.051780700683594,12.040050070403586,-427.78216552734375,35.927947998046875,2.6883208188707264,66.89049530029297,43.03342056274414
112,-429.1660461425781,37.977447509765625,-421.3564211511392,36.24258224321251,7.999999999999974,-426.88165283203125,31.229419708251953,7.1242074652043055,-429.9480285644531,36.595550537109375,1.5878084743312082,62.32984924316406,52.61516571044922
113,-432.6162414550781,38.31691360473633,-437.2029312238198,44.87147514349087,7.999999999999993,-447.188232421875,38.16560363769531,14.572776517964437,-434.864990234375,36.005741119384766,3.224653365779848,77.76624298095703,65.4744644165039
114,-435.776611328125,38.627864837646484,-436.8220717418232,30.696470727946096,8.000000000000002,-436.42901611328125,31.638845443725586,7.019403400026046,-437.873779296875,35.997474670410156,3.364084707768899,65.13555908203125,35.53404235839844
115,-439.2908630371094,38.962501525878906,-433.1623933237198,44.104666339657925,8.000000000000009,-438.4815368652344,39.06806182861328,0.8161812482501757,-436.2316589355469,36.16329574584961,4.146598935750387,60.82481384277344,68.18338012695312
116,-442.5021057128906,39.26829147338867,-450.49453097299045,39.6163409838294,7.999999999999983,-454.22222900390625,36.80315399169922,11.976568488521123,-443.407958984375,39.903507232666016,1.106376613225911,51.937686920166016,45.48249435424805
117,-445.7133483886719,39.57407760620117,-440.05508680773244,33.91863103836372,7.99999999999998,-446.4595642089844,34.66316223144531,4.96728576473089,-446.3053283691406,36.432586669921875,3.196780505446183,83.27372741699219,33.58952331542969
118,-449.110595703125,39.88394546508789,-449.4626224306472,47.87619653616355,7.999999999999997,-454.7646789550781,43.352073669433594,6.6329910795805365,-446.2203369140625,39.36778259277344,2.9359870535322417,48.545780181884766,75.96255493164062
119,-452.206787109375,40.16635513305664,-457.34590158406127,34.03532728969545,8.000000000000002,-460.31182861328125,36.796905517578125,8.777521773900148,-454.4257507324219,40.218772888183594,2.2195826592983336,59.770416259765625,21.623916625976562
120,-455.5990295410156,40.475765228271484,-447.6681566644625,41.5251724018482,8.000000000000004,-454.015625,37.358612060546875,3.496257114624791,-452.1021423339844,38.90489196777344,3.83351834992955,52.52579116821289,44.41477966308594
121,-459.1404724121094,40.788551330566406,-465.6973156077546,45.37197879347238,7.9999999999999885,-474.0730895996094,40.59153747558594,14.933916784536958,-461.02301025390625,42.132808685302734,2.3132177938015146,69.32411193847656,52.44383239746094
122,-462.3484802246094,41.07188034057617,-460.60972887934565,33.26311963484677,8.0,-467.05816650390625,36.744571685791016,6.395838103264947,-465.1350402832031,38.62297439575195,3.709724691502781,81.36811065673828,11.826239585876465
123,-465.55621337890625,41.35519027709961,-461.56357244068954,48.287637055725185,8.000000000000007,-468.7401428222656,42.4085693359375,3.3536568312647823,-465.58978271484375,39.99144744873047,1.364155930325983,81.8260498046875,71.40870666503906
124,-468.9824523925781,41.67662048339844,-476.6093020762067,39.26184018214222,8.00000000000001,-480.1964111328125,39.95280456542969,11.345678117535389,-475.6854248046875,41.41403579711914,6.708113734498527,50.93011474609375,27.771434783935547
