frame_id,image_path,reference_x,reference_y,prior_x,prior_y,ms1_x,ms1_y,ms1_support,kalman_x_prime_x,kalman_x_prime_y,pred_speed_m_per_frame,pred_acceleration_m_per_frame2,pred_heading_deg,delta_x,delta_y,ms2_x,ms2_y,ms2_support,final_x,final_y,next_prior_x,next_prior_y,error_final_m,tracking_core_latency_ms
10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,-77.41057586669922,4.6642866134643555,-24.490093529224396,-13.147287666797638,-23.12443733215332,-23.78838348388672,0.7080208659172058,-23.68545206811026,-19.416996620252828,0.605259358882904,-0.3049185276031494,-126.91185425103365,-0.2719452679157257,-0.36204102635383606,-20.517715454101562,-19.426712036132812,0.5377483367919922,-20.517715454101562,-19.426712036132812,-20.789660722017288,-19.78875306248665,61.78328076318232,18.879337003454566
11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,-80.71418762207031,4.9646830558776855,-20.789660722017288,-19.78875306248665,-21.230876922607422,-28.51642417907715,0.6174411773681641,-21.04962026409997,-24.930997123068515,0.6115081310272217,-0.3076067268848419,-120.50151680930158,-0.23231318593025208,-0.3943656384944916,-21.34181022644043,-23.362041473388672,0.534520149230957,-21.34181022644043,-23.362041473388672,-21.57412341237068,-23.756407111883163,65.78360373349915,18.955520004965365
12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,-84.01985931396484,5.2652668952941895,-21.57412341237068,-23.756407111883163,-22.13271713256836,-34.342262268066406,0.6909949779510498,-21.90323141125755,-29.99330072702228,0.6167721748352051,-0.30956751108169556,-114.05018457217109,-0.1882771998643875,-0.421882688999176,-21.020893096923828,-28.93520736694336,0.5157337188720703,-21.020893096923828,-28.93520736694336,-21.209170296788216,-29.357090055942535,71.68362563499316,18.208049004897475
13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,-87.32689666748047,5.565974712371826,-21.209170296788216,-29.357090055942535,-21.009876251220703,-38.748714447021484,0.7395836114883423,-21.091754478497503,-34.89024715462767,0.6224684119224548,-0.3120518922805786,-107.53031138671953,-0.14049726724624634,-0.44477981328964233,-19.1013240814209,-33.48035430908203,0.6007805466651917,-19.1013240814209,-33.48035430908203,-19.241821348667145,-33.925134122371674,78.608807170363,18.02053500432521
14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,-90.52931213378906,5.903904438018799,-19.241821348667145,-33.925134122371674,-20.619646072387695,-41.20310592651367,0.7219192981719971,-20.05356793877353,-38.21295730713034,0.6240571737289429,-0.3126586973667145,-100.99622457760518,-0.08921642601490021,-0.45914024114608765,-17.566463470458984,-35.14411926269531,0.5674419403076172,-17.566463470458984,-35.14411926269531,-17.655679896473885,-35.6032595038414,83.71688918493325,18.651772057637572
15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,-93.73101806640625,6.241759300231934,-17.655679896473885,-35.6032595038414,-19.063182830810547,-40.81547546386719,0.7256136536598206,-18.48490665727852,-38.67402323136667,0.6304774284362793,-0.3149779438972473,-94.44985708836313,-0.036697570234537125,-0.4715626835823059,-16.605308532714844,-34.63386535644531,0.614274263381958,-16.605308532714844,-34.63386535644531,-16.64200610294938,-35.10542804002762,87.2879817738324,18.8194930087775
16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,-97.24320983886719,6.612377643585205,-16.64200610294938,-35.10542804002762,-17.04927635192871,-40.63032531738281,0.7375645041465759,-16.881947874557167,-38.3604009824458,0.6379196643829346,-0.31796735525131226,-87.84191544375342,0.01803518459200859,-0.4785962700843811,-14.784124374389648,-34.36544418334961,0.6606032848358154,-14.784124374389648,-34.36544418334961,-14.76608918979764,-34.84404045343399,92.07976247427024,18.258676980622113
17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,-100.48795318603516,6.946656227111816,-14.76608918979764,-34.84404045343399,-13.668582916259766,-40.52799987792969,0.6694440841674805,-14.119497689628094,-38.192722770611354,0.6450074911117554,-0.3210996687412262,-81.18402462574342,0.07424864172935486,-0.4787341356277466,-11.23552131652832,-34.25884246826172,0.6206105947494507,-11.23552131652832,-34.25884246826172,-11.161272674798965,-34.737576603889465,98.30508490080963,18.42025190126151
18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,-103.73233032226562,7.28089714050293,-11.161272674798965,-34.737576603889465,-9.701343536376953,-40.390113830566406,0.6110677719116211,-10.301161222633835,-38.067746455632765,0.6469287872314453,-0.3219362497329712,-74.48501606892994,0.12998980283737183,-0.4682525098323822,-7.063279628753662,-33.62300491333008,0.6123946905136108,-7.063279628753662,-33.62300491333008,-6.93328982591629,-34.09125742316246,104.96682602238837,17.485067015513778
19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,-107.29228973388672,7.647648811340332,-6.93328982591629,-34.09125742316246,-4.366668224334717,-38.024253845214844,0.6370457410812378,-5.421174912769848,-36.40836662986139,0.6495838761329651,-0.32292258739471436,-67.77811181343591,0.18460527062416077,-0.45186784863471985,-4.984149932861328,-33.55438995361328,0.6164571046829224,-4.984149932861328,-33.55438995361328,-4.799544662237167,-34.006257802248,110.29307987328532,17.240742105059326
20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,-110.61548614501953,7.9523024559021,-4.799544662237167,-34.006257802248,-0.9994679689407349,-37.32304382324219,0.7181006669998169,-2.560744609200773,-35.960329080022845,0.6514757871627808,-0.32395535707473755,-61.0440097446669,0.2369844615459442,-0.42830684781074524,-4.708772659301758,-31.74615478515625,0.5734328627586365,-4.708772659301758,-31.74615478515625,-4.471788197755814,-32.174461632966995,113.10260593225097,17.265548929572105
21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,-113.93445587158203,8.25656795501709,-4.471788197755814,-32.174461632966995,-0.7232476472854614,-37.31322479248047,0.7292819619178772,-2.263350486971356,-35.20194344767898,0.6525618433952332,-0.32450172305107117,-54.31631097824478,0.2860032916069031,-0.398254930973053,-4.30836296081543,-32.05137252807617,0.5560616254806519,-4.30836296081543,-32.05137252807617,-4.022359669208527,-32.449627459049225,116.80158523268689,17.877473030239344
22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,-117.24945068359375,8.560468673706055,-4.022359669208527,-32.449627459049225,-0.10109755396842957,-36.75155258178711,0.7027255296707153,-1.7121637589330114,-34.984089459494214,0.6532294154167175,-0.32473766803741455,-47.57180311627525,0.3311668336391449,-0.36231568455696106,-2.084549903869629,-32.408451080322266,0.6023411750793457,-2.084549903869629,-32.408451080322266,-1.753383070230484,-32.77076676487923,122.23504717312343,18.566358950920403
23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,-120.81004333496094,8.859625816345215,-1.753383070230484,-32.77076676487923,2.174941301345825,-38.68043518066406,0.6456174850463867,0.5609735293157772,-36.25242428740035,0.6544414758682251,-0.325330913066864,-40.79358485565712,0.37230798602104187,-0.321294903755188,-1.724827766418457,-34.09428024291992,0.5830056071281433,-1.724827766418457,-34.09428024291992,-1.3525197803974152,-34.41557514667511,126.59512870862925,18.834364018402994
24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,-124.06947326660156,9.133479118347168,-1.3525197803974152,-34.41557514667511,2.557723045349121,-35.591121673583984,0.7185183763504028,0.9511841445223381,-35.10814368235134,0.6565284729003906,-0.32607609033584595,-34.02431414285172,0.40900495648384094,-0.27612993121147156,-1.878727912902832,-32.54904556274414,0.5953618288040161,-1.878727912902832,-32.54904556274414,-1.469722956418991,-32.82517549395561,129.10465179025206,19.03764100279659
25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,-127.31895446777344,9.40649700164795,-1.469722956418991,-32.82517549395561,1.6240683794021606,-39.631507873535156,0.6566570997238159,0.35297183698492995,-36.83509899680988,0.652978241443634,-0.32482728362083435,-27.21408107804645,0.43626105785369873,-0.22434327006340027,-2.812940835952759,-40.69434356689453,0.4428867697715759,-2.812940835952759,-40.69434356689453,-2.37667977809906,-40.91868683695793,134.20820264112632,17.626592074520886
26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,-130.83126831054688,9.741641998291016,-2.37667977809906,-40.91868683695793,-1.8962910175323486,-51.378963470458984,0.5790165066719055,-2.0936606609189683,-47.08131698421737,0.650199294090271,-0.32384490966796875,-20.378103322712114,0.4577181041240692,-0.17002473771572113,-3.3026528358459473,-54.5192756652832,0.5356985330581665,-3.3026528358459473,-54.5192756652832,-2.844934731721878,-54.689300402998924,142.80410814769579,17.02107209712267
27,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,-134.03652954101562,10.047489166259766,-2.844934731721878,-54.689300402998924,-1.862241506576538,-58.90220642089844,0.6839296817779541,-2.265984947991051,-57.17131713571883,0.6534140110015869,-0.32506805658340454,-13.534724203638424,0.477247416973114,-0.11488291621208191,-5.479769706726074,-59.718955993652344,0.5141340494155884,-5.479769706726074,-59.718955993652344,-5.00252228975296,-59.833838909864426,146.2675540553756,17.46082992758602
28,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000028.jpg,-137.2352752685547,10.352712631225586,-5.00252228975296,-59.833838909864426,-1.646374225616455,-60.869136810302734,0.65278160572052,-3.0252610792592076,-60.44378052767233,0.6580886840820312,-0.32665467262268066,-6.686055103052557,0.4913964569568634,-0.05760457366704941,-5.7756028175354,-64.65997314453125,0.4302434027194977,-5.7756028175354,-64.65997314453125,-5.284206360578537,-64.7175777181983,151.35570193495096,17.574158031493425
29,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000029.jpg,-140.4192352294922,10.665609359741211,-5.284206360578537,-64.7175777181983,-1.4312362670898438,-68.5206527709961,0.5618438124656677,-3.0142444383350497,-66.958144176753,0.6605845093727112,-0.32752206921577454,0.18698452603852522,0.496820867061615,0.0016213783528655767,-6.090702056884766,-70.02603149414062,0.44325628876686096,-6.090702056884766,-70.02603149414062,-5.593881189823151,-70.02441011578776,156.70129459578865,18.2143310084939
30,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000030.jpg,-143.60858154296875,10.979033470153809,-5.593881189823151,-70.02441011578776,-1.482409119606018,-73.27937316894531,0.6121201515197754,-3.1716238617740196,-71.94205858168715,0.6638073921203613,-0.32857009768486023,7.063618995747576,0.49573108553886414,0.06142693758010864,-6.28201961517334,-73.75006103515625,0.4914775490760803,-6.28201961517334,-73.75006103515625,-5.786288529634476,-73.68863409757614,161.36171809508718,18.080623005516827
31,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000031.jpg,-147.09031677246094,11.321191787719727,-5.786288529634476,-73.68863409757614,-1.436933994293213,-73.36958312988281,0.6167055368423462,-3.223883698578159,-73.50066649587167,0.6673102378845215,-0.32973170280456543,13.92196775504782,0.4876847565174103,0.12088822573423386,-5.951053142547607,-73.76807403564453,0.49629896879196167,-5.951053142547607,-73.76807403564453,-5.463368386030197,-73.6471858099103,164.8043533901739,17.950966022908688
32,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000032.jpg,-150.38534545898438,11.621426582336426,-5.463368386030197,-73.6471858099103,-1.448546051979065,-72.58126068115234,0.6248775124549866,-3.098051863544862,-73.01920028302911,0.6696658134460449,-0.33057934045791626,20.776048926777275,0.4715786576271057,0.17891037464141846,-5.941428184509277,-73.79481506347656,0.49651792645454407,-5.941428184509277,-73.79481506347656,-5.469849526882172,-73.61590468883514,167.80935484796825,18.907134071923792
33,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000033.jpg,-153.68882751464844,11.922432899475098,-5.469849526882172,-73.61590468883514,-1.5517606735229492,-71.3501968383789,0.6267068386077881,-3.1615231477022037,-72.28107196950074,0.67289799451828,-0.3317261338233948,27.62913118334062,0.4492166340351105,0.23513568937778473,-6.129472255706787,-73.8427734375,0.4908522367477417,-6.129472255706787,-73.8427734375,-5.680255621671677,-73.60763774812222,170.67347170096022,18.997528008185327
34,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000034.jpg,-156.9862060546875,12.222880363464355,-5.680255621671677,-73.60763774812222,-1.6176749467849731,-71.20536804199219,0.6221227049827576,-3.2868024636744315,-72.19235015764049,0.6760994791984558,-0.3325487971305847,34.49372572375002,0.42019185423851013,0.28872212767601013,-6.6093363761901855,-73.87252807617188,0.4849143922328949,-6.6093363761901855,-73.87252807617188,-6.189144521951675,-73.58380594849586,173.27903014701909,18.95308494567871
35,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000035.jpg,-161.97410583496094,12.701958656311035,-6.189144521951675,-73.58380594849586,-1.9230942726135254,-70.6229019165039,0.6199871301651001,-3.6758180778588794,-71.8394011789597,0.680101215839386,-0.3339172601699829,41.347905933222435,0.38522231578826904,0.33899715542793274,-6.445387363433838,-73.8821029663086,0.48694831132888794,-6.445387363433838,-73.8821029663086,-6.060165047645569,-73.54310581088066,178.0055673187362,18.772263079881668
36,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000036.jpg,-166.95358276367188,13.180227279663086,-6.060165047645569,-73.54310581088066,-1.7068254947662354,-70.7581787109375,0.6304675340652466,-3.4954124594489806,-71.90237714711405,0.6831173300743103,-0.3348936140537262,48.21929138921412,0.3435817062854767,0.3845357298851013,-5.845521450042725,-73.71965026855469,0.4941936433315277,-5.845521450042725,-73.71965026855469,-5.501939743757248,-73.33511453866959,183.05025577182712,18.76035798341036
37,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000037.jpg,-170.4643096923828,13.542064666748047,-5.501939743757248,-73.33511453866959,-2.7738828659057617,-68.03675842285156,0.6187673211097717,-3.894715943907003,-70.21360922162083,0.6859762072563171,-0.33554553985595703,55.07009065504738,0.2967097759246826,0.4248507022857666,-5.996485710144043,-73.76049041748047,0.4882870316505432,-5.996485710144043,-73.76049041748047,-5.69977593421936,-73.3356397151947,186.2025812111299,19.24380799755454
38,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000038.jpg,-173.6732940673828,13.872800827026367,-5.69977593421936,-73.3356397151947,-2.9364678859710693,-67.89885711669922,0.616811990737915,-4.071784048302329,-70.13258098945605,0.6885817646980286,-0.33639365434646606,61.93418829919466,0.24483352899551392,0.4591916799545288,-6.035945892333984,-73.80009460449219,0.4841409921646118,-6.035945892333984,-73.80009460449219,-5.7911123633384705,-73.34090292453766,189.17932523536638,18.576942034997046
39,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000039.jpg,-176.89031982421875,14.204366683959961,-5.7911123633384705,-73.34090292453766,-2.7714076042175293,-67.96696472167969,0.6284737586975098,-4.012065380563497,-70.17486872316866,0.6911155581474304,-0.33707141876220703,68.8136026425557,0.18886204063892365,0.4872584939002991,-5.365710258483887,-73.91718292236328,0.49026554822921753,-5.365710258483887,-73.91718292236328,-5.176848217844963,-73.42992442846298,192.83697568593394,18.46457808278501
40,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000040.jpg,-180.07899475097656,14.495210647583008,-5.176848217844963,-73.42992442846298,-3.2196614742279053,-67.78214263916016,0.6209932565689087,-4.023779474802444,-70.10255637326425,0.6937862038612366,-0.33756569027900696,75.67697970174554,0.12987969815731049,0.5086843967437744,-5.830634593963623,-74.04166412353516,0.48138055205345154,-5.830634593963623,-74.04166412353516,-5.700754895806313,-73.53297972679138,195.45144975580192,18.639635993167758
41,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000041.jpg,-183.2713623046875,14.786392211914062,-5.700754895806313,-73.53297972679138,-4.509744644165039,-66.67660522460938,0.6259564161300659,-4.99907596900511,-69.49357410806692,0.6962190866470337,-0.33835864067077637,82.53789789283418,0.06844685971736908,0.5225762724876404,-6.035881996154785,-73.94331359863281,0.475867360830307,-6.035881996154785,-73.94331359863281,-5.967435136437416,-73.42073732614517,198.20538886070298,18.26729893218726
42,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000042.jpg,-186.7760009765625,15.10605525970459,-5.967435136437416,-73.42073732614517,-5.46261739730835,-66.36628723144531,0.6395231485366821,-5.670023784239432,-69.26463626421028,0.699164092540741,-0.3391229510307312,89.40509985795923,0.005498747806996107,0.5295740962028503,-5.7830305099487305,-69.91633605957031,0.4414912164211273,-5.7830305099487305,-69.91633605957031,-5.777531762141734,-69.38676196336746,199.96815342443014,19.674715935252607
43,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000043.jpg,-190.19520568847656,15.40483283996582,-5.777531762141734,-69.38676196336746,-3.588292121887207,-62.125484466552734,0.6815692186355591,-4.487749983044902,-65.1088093645973,0.7006435394287109,-0.3396742343902588,96.27147537019471,-0.057985007762908936,0.5276297926902771,-4.88330078125,-70.81822204589844,0.4651544988155365,-4.88330078125,-70.81822204589844,-4.941285789012909,-70.29059225320816,204.38913203542828,28.3575119683519
44,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000044.jpg,-193.5978240966797,15.702159881591797,-4.941285789012909,-70.29059225320816,-4.913605213165283,-66.52561950683594,0.6481338143348694,-4.924977888449303,-68.0724736161354,0.7019899487495422,-0.33980682492256165,103.1529729212526,-0.12107720226049423,0.5181277990341187,-5.391943454742432,-70.4276351928711,0.45680660009384155,-5.391943454742432,-70.4276351928711,-5.513020657002926,-69.90950739383698,206.9777647665954,28.544350061565638
45,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000045.jpg,-196.71273803710938,15.974347114562988,-5.513020657002926,-69.90950739383698,-6.040255546569824,-66.96949768066406,0.591694176197052,-5.823638983733231,-68.17741242867488,0.704841673374176,-0.340787798166275,110.0330293023956,-0.18308138847351074,0.5021111965179443,-5.142638683319092,-70.82695007324219,0.46700602769851685,-5.142638683319092,-70.82695007324219,-5.3257200717926025,-70.32483887672424,210.3177789914746,33.85245997924358
46,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000046.jpg,-199.96063232421875,16.28047752380371,-5.3257200717926025,-70.32483887672424,-8.01051139831543,-67.73869323730469,0.5629028081893921,-6.907454145100247,-68.80122151548083,0.7062727808952332,-0.34109818935394287,116.91361843829388,-0.24249352514743805,0.4776994287967682,-5.532973289489746,-70.23017883300781,0.44839054346084595,-5.532973289489746,-70.23017883300781,-5.775466814637184,-69.75247940421104,212.8055644503009,24.829989997670054
47,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000047.jpg,-203.51315307617188,16.61532211303711,-5.775466814637184,-69.75247940421104,-7.389199256896973,-67.5572738647461,0.5661633014678955,-6.726190829538596,-68.45918283945254,0.7089319825172424,-0.34187066555023193,123.80705516002095,-0.29934024810791016,0.4470300078392029,-5.1571784019470215,-70.37064361572266,0.4637450575828552,-5.1571784019470215,-70.37064361572266,-5.456518650054932,-69.92361360788345,216.59097608794025,22.300390992313623
48,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000048.jpg,-206.75160217285156,16.920562744140625,-5.456518650054932,-69.92361360788345,-8.070425033569336,-68.18446350097656,0.5544649362564087,-6.996491142664197,-68.89900027741132,0.7091313600540161,-0.3419785499572754,130.70722644826967,-0.3509730398654938,0.40793973207473755,-8.92628002166748,-71.39271545410156,0.4157899022102356,-8.92628002166748,-71.39271545410156,-9.277253061532974,-70.98477572202682,216.64277784024992,23.250374011695385
49,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000049.jpg,-210.1930389404297,17.253925323486328,-9.277253061532974,-70.98477572202682,-16.697834014892578,-70.34957885742188,0.48980915546417236,-13.649058654658207,-70.61055202945215,0.7076852321624756,-0.34140902757644653,137.60601803830602,-0.39657431840896606,0.3620457649230957,-17.128782272338867,-74.00177001953125,0.4301742911338806,-17.128782272338867,-74.00177001953125,-17.525356590747833,-73.63972425460815,213.54486445555202,20.31680499203503
50,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000050.jpg,-213.3181915283203,17.556650161743164,-17.525356590747833,-73.63972425460815,-28.232086181640625,-72.0944595336914,0.6391239166259766,-23.833183512082442,-72.72933772392764,0.7045924663543701,-0.3403375744819641,144.49500147669423,-0.43505555391311646,0.31037938594818115,-31.34984016418457,-71.48307037353516,0.4622230529785156,-31.34984016418457,-71.48307037353516,-31.784895718097687,-71.17269098758698,202.58468039608033,19.905472989194095
51,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000051.jpg,-216.74961853027344,17.889041900634766,-31.784895718097687,-71.17269098758698,-38.57335662841797,-66.38970947265625,0.6885620355606079,-35.784290315769155,-68.35481655562329,0.7044533491134644,-0.34029993414878845,151.34594076140547,-0.4688677191734314,0.2562091648578644,-37.25372314453125,-68.58458709716797,0.5328955054283142,-37.25372314453125,-68.58458709716797,-37.72259086370468,-68.3283779323101,199.2397173567031,18.278002040460706
52,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000052.jpg,-219.85296630859375,18.18168067932129,-37.72259086370468,-68.3283779323101,-42.013038635253906,-64.13513946533203,0.6750718355178833,-40.2502910104403,-65.85794825861414,0.7080140113830566,-0.3414919674396515,158.2340362752016,-0.49896422028541565,0.1992276906967163,-39.28759765625,-68.49508666992188,0.5559869408607483,-39.28759765625,-68.49508666992188,-39.786561876535416,-68.29585897922516,200.29157334913424,18.63885996863246
53,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000053.jpg,-223.26548767089844,18.50347328186035,-39.786561876535416,-68.29585897922516,-41.843997955322266,-64.02503204345703,0.6817982196807861,-40.99869211448743,-65.77971836942456,0.7106779217720032,-0.34225109219551086,165.14887880978748,-0.5215287208557129,0.13829174637794495,-39.263309478759766,-68.40409851074219,0.5580343008041382,-39.263309478759766,-68.40409851074219,-39.78483819961548,-68.26580676436424,203.4938023978566,18.504303065128624
54,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000054.jpg,-226.6659393310547,18.824125289916992,-39.78483819961548,-68.26580676436424,-46.51519012451172,-68.37306213378906,0.650168776512146,-43.74999812090725,-68.32899583633736,0.7098686099052429,-0.34201371669769287,172.08777727063017,-0.5337318778038025,0.07417746633291245,-39.22282409667969,-68.6239013671875,0.5531854033470154,-39.22282409667969,-68.6239013671875,-39.75655597448349,-68.54972390085459,206.8382914621682,18.266272032633424
