sequence_index,frame_id,image_path,active_leg_before,active_leg_after,active_waypoint_from,active_waypoint_to,search_heading_deg,forward_local_candidate_count,topology_recovery_candidate_count,selected_branch,selected_local_index,selected_recovery_index,leg_choice,leg_state_delta,leg_probability_previous,leg_probability_current,leg_probability_next,waypoint_switched_after_frame,waypoint_advanced_after_frame,waypoint_rollback_after_frame,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,fusion_hold,fusion_local,fusion_recovery,visual_x,visual_y,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
601,601,/yh/study/new_data/model_dataset_flight/vi/vi_000601.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43174007534980774,0.029206950217485428,0.5390529632568359,1,1,0,-275.9123840332031,120.75180053710938,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316126465797424,0.3335340917110443,0.33330464363098145,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,231.64474487304688,228.4693563365106
602,602,/yh/study/new_data/model_dataset_flight/vi/vi_000602.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9350177645683289,0.06498222798109055,0.0,1,0,1,-272.74658203125,119.32808685302734,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316051959991455,0.33353522419929504,0.333304226398468,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,228.4080352783203,231.5806141246467
603,603,/yh/study/new_data/model_dataset_flight/vi/vi_000603.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43174031376838684,0.029203487560153008,0.539056122303009,1,1,0,-269.8647155761719,118.03205871582031,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316126465797424,0.3335340917110443,0.33330467343330383,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,238.12164306640625,234.94928961576525
604,604,/yh/study/new_data/model_dataset_flight/vi/vi_000604.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9350102543830872,0.06498978286981583,0.0,1,0,1,-267.037353515625,116.79301452636719,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316048979759216,0.33353525400161743,0.333304226398468,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,234.51332092285156,237.68295105217558
605,605,/yh/study/new_data/model_dataset_flight/vi/vi_000605.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.431735098361969,0.029213355854153633,0.5390515327453613,1,1,0,-263.93048095703125,115.43147277832031,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316123485565186,0.3335341215133667,0.33330464363098145,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,244.44493103027344,241.27564121462956
606,606,/yh/study/new_data/model_dataset_flight/vi/vi_000606.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9350088834762573,0.06499113887548447,0.0,1,0,1,-260.84710693359375,114.08021545410156,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316048979759216,0.33353525400161743,0.333304226398468,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,241.12030029296875,244.28670525883044
607,607,/yh/study/new_data/model_dataset_flight/vi/vi_000607.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43173786997795105,0.029197102412581444,0.5390650033950806,1,1,0,-257.8822937011719,112.78462219238281,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316123485565186,0.3335341215133667,0.33330464363098145,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,250.89569091796875,247.72945732545614
608,608,/yh/study/new_data/model_dataset_flight/vi/vi_000608.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.93498295545578,0.06501707434654236,0.0,1,0,1,-254.93836975097656,111.49815368652344,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331604599952698,0.3335353136062622,0.33330419659614563,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,247.43017578125,250.59357001329462
609,609,/yh/study/new_data/model_dataset_flight/vi/vi_000609.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4317038655281067,0.029219835996627808,0.5390762686729431,1,1,0,-251.72735595703125,110.09497833251953,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331611752510071,0.33353427052497864,0.33330458402633667,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,257.46588134765625,254.30272510484485
610,610,/yh/study/new_data/model_dataset_flight/vi/vi_000610.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349587559700012,0.06504124402999878,0.0,1,0,1,-248.52195739746094,108.68334197998047,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.333160400390625,0.33353540301322937,0.33330416679382324,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,254.29632568359375,257.456527727966
611,611,/yh/study/new_data/model_dataset_flight/vi/vi_000611.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4317511022090912,0.029304642230272293,0.5389442443847656,1,1,0,-245.5406494140625,107.37039947509766,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331610858440399,0.3335343897342682,0.3333045244216919,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,264.0895690917969,260.92937806244976
612,612,/yh/study/new_data/model_dataset_flight/vi/vi_000612.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.934943437576294,0.06505656987428665,0.0,1,0,1,-242.57696533203125,106.0652084350586,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.333160400390625,0.33353546261787415,0.33330416679382324,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,260.67047119140625,263.82779178401717
613,613,/yh/study/new_data/model_dataset_flight/vi/vi_000613.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43175208568573,0.029308583587408066,0.538939356803894,1,1,0,-239.30657958984375,104.62032318115234,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331610858440399,0.3335344195365906,0.3333045244216919,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,270.7734069824219,267.61615710301646
614,614,/yh/study/new_data/model_dataset_flight/vi/vi_000614.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349463582038879,0.06505365669727325,0.0,1,0,1,-236.33230590820312,103.30626678466797,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.333160400390625,0.33353546261787415,0.33330413699150085,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,267.377197265625,270.5316148992781
615,615,/yh/study/new_data/model_dataset_flight/vi/vi_000615.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4317426383495331,0.029293598607182503,0.538963794708252,1,1,0,-233.3551025390625,101.99092102050781,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316105604171753,0.3335344195365906,0.3333045244216919,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,277.1624755859375,274.0079144982689
616,616,/yh/study/new_data/model_dataset_flight/vi/vi_000616.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349439740180969,0.06505601853132248,0.0,1,0,1,-230.3217010498047,100.60299682617188,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.333160400390625,0.33353546261787415,0.33330416679382324,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,273.8650207519531,277.0167887142441
617,617,/yh/study/new_data/model_dataset_flight/vi/vi_000617.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43175309896469116,0.029306290671229362,0.5389406681060791,1,1,0,-227.28855895996094,99.21519470214844,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316105604171753,0.3335344195365906,0.3333044946193695,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,283.7344055175781,280.5824044440516
618,618,/yh/study/new_data/model_dataset_flight/vi/vi_000618.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349492788314819,0.06505069881677628,0.0,1,0,1,-224.2557830810547,97.82756805419922,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603407859802,0.33353546261787415,0.33330413699150085,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,280.44384765625,283.5930895639887
619,619,/yh/study/new_data/model_dataset_flight/vi/vi_000619.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4317585825920105,0.029312053695321083,0.538929283618927,1,1,0,-221.19956970214844,96.47349548339844,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316102623939514,0.33353447914123535,0.3333044946193695,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,290.3103942871094,287.16093080286043
620,620,/yh/study/new_data/model_dataset_flight/vi/vi_000620.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349558353424072,0.06504419445991516,0.0,1,0,1,-218.14288330078125,95.11922454833984,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603705883026,0.33353549242019653,0.33330416679382324,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,287.0286865234375,290.1752833512052
621,621,/yh/study/new_data/model_dataset_flight/vi/vi_000621.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43175238370895386,0.029322993010282516,0.5389246344566345,1,1,0,-215.08497619628906,93.764404296875,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316099643707275,0.33353447914123535,0.3333044946193695,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,296.89398193359375,293.74707968877703
622,622,/yh/study/new_data/model_dataset_flight/vi/vi_000622.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349570870399475,0.0650428831577301,0.0,1,0,1,-212.0742950439453,92.42574310302734,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603705883026,0.33353549242019653,0.33330416679382324,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,293.57293701171875,296.7170001167705
623,623,/yh/study/new_data/model_dataset_flight/vi/vi_000623.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4317528009414673,0.029320145025849342,0.5389270186424255,1,1,0,-209.0592498779297,91.08515167236328,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316099643707275,0.33353447914123535,0.3333044946193695,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,303.3916015625,300.24717938739246
624,624,/yh/study/new_data/model_dataset_flight/vi/vi_000624.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349595904350281,0.06504041701555252,0.0,1,0,1,-206.04693603515625,89.74577331542969,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603705883026,0.33353549242019653,0.33330416679382324,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,300.07952880859375,303.2211190750821
625,625,/yh/study/new_data/model_dataset_flight/vi/vi_000625.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43175622820854187,0.02932031825184822,0.538923442363739,1,1,0,-203.00331115722656,88.43207550048828,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316102623939514,0.33353450894355774,0.3333044946193695,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,309.9040832519531,306.7621476114181
626,626,/yh/study/new_data/model_dataset_flight/vi/vi_000626.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349555373191833,0.06504450738430023,0.0,1,0,1,-199.96046447753906,87.11870574951172,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603407859802,0.3335355222225189,0.33330413699150085,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,306.6105041503906,309.7495672775703
627,627,/yh/study/new_data/model_dataset_flight/vi/vi_000627.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43175479769706726,0.02932121977210045,0.5389239192008972,1,1,0,-196.9169921875,85.80506134033203,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316099643707275,0.33353450894355774,0.3333044946193695,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,316.4317932128906,313.2923468893275
628,628,/yh/study/new_data/model_dataset_flight/vi/vi_000628.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349545836448669,0.06504545360803604,0.0,1,0,1,-193.94146728515625,84.52278137207031,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603407859802,0.3335355222225189,0.33330413699150085,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,313.07208251953125,316.208664210825
629,629,/yh/study/new_data/model_dataset_flight/vi/vi_000629.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43175598978996277,0.029313653707504272,0.538930356502533,1,1,0,-190.96539306640625,83.24026489257812,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316099643707275,0.33353450894355774,0.3333044946193695,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,322.8167724609375,319.67972331763804
630,630,/yh/study/new_data/model_dataset_flight/vi/vi_000630.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349604249000549,0.06503961980342865,0.0,1,0,1,-187.6951141357422,81.8309555053711,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603705883026,0.33353549242019653,0.33330416679382324,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,319.78057861328125,322.9146567951854
631,631,/yh/study/new_data/model_dataset_flight/vi/vi_000631.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4317329525947571,0.029240772128105164,0.5390262603759766,1,1,0,-184.639404296875,80.46227264404297,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331610858440399,0.3335343599319458,0.3333045542240143,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,329.6356506347656,326.50098996297896
632,632,/yh/study/new_data/model_dataset_flight/vi/vi_000632.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349616765975952,0.06503834575414658,0.0,1,0,1,-181.58236694335938,79.0929946899414,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603407859802,0.33353546261787415,0.33330413699150085,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,326.40509033203125,329.5369631232712
633,633,/yh/study/new_data/model_dataset_flight/vi/vi_000633.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43174731731414795,0.029282769188284874,0.5389699935913086,1,1,0,-178.52432250976562,77.7232666015625,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316105604171753,0.3335344195365906,0.3333044946193695,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,336.2596740722656,333.1271564604948
634,634,/yh/study/new_data/model_dataset_flight/vi/vi_000634.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349623918533325,0.06503754109144211,0.0,1,0,1,-175.4991912841797,76.3694076538086,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603407859802,0.33353546261787415,0.33330413699150085,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,332.9998474121094,336.12960139186515
635,635,/yh/study/new_data/model_dataset_flight/vi/vi_000635.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4317200779914856,0.02923646941781044,0.5390434265136719,1,1,0,-172.47206115722656,75.0146484375,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331610858440399,0.3335343599319458,0.3333045244216919,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,342.81732177734375,339.68691647643243
636,636,/yh/study/new_data/model_dataset_flight/vi/vi_000636.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349697828292847,0.06503023952245712,0.0,1,0,1,-169.44541931152344,73.66011047363281,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603705883026,0.33353543281555176,0.33330416679382324,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,339.5648498535156,342.692553057405
637,637,/yh/study/new_data/model_dataset_flight/vi/vi_000637.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43172863125801086,0.02924039028584957,0.5390309691429138,1,1,0,-164.8690185546875,71.61128234863281,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331610858440399,0.3335343599319458,0.3333045542240143,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,351.0595703125,347.9316883160483
638,638,/yh/study/new_data/model_dataset_flight/vi/vi_000638.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.934971272945404,0.06502871215343475,0.0,1,0,1,-160.2950439453125,69.56355285644531,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.333160400390625,0.33353546261787415,0.33330419659614563,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,349.4935607910156,352.61824270260513
639,639,/yh/study/new_data/model_dataset_flight/vi/vi_000639.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4316892623901367,0.029210764914751053,0.5390999913215637,1,1,0,-157.47520446777344,68.32182312011719,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331610858440399,0.3335343599319458,0.3333045542240143,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,359.068115234375,355.9426378063693
640,640,/yh/study/new_data/model_dataset_flight/vi/vi_000640.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349665641784668,0.0650334283709526,0.0,1,0,1,-154.3899383544922,66.96321868896484,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.333160400390625,0.33353546261787415,0.33330416679382324,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,355.8809814453125,359.00370181005036
641,641,/yh/study/new_data/model_dataset_flight/vi/vi_000641.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43171510100364685,0.02924252115190029,0.5390423536300659,1,1,0,-151.57359313964844,65.72303009033203,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316105604171753,0.3335343897342682,0.3333045542240143,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,365.4488525390625,362.32528254252196
642,642,/yh/study/new_data/model_dataset_flight/vi/vi_000642.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349672198295593,0.06503283232450485,0.0,1,0,1,-149.53396606445312,64.71604919433594,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603407859802,0.33353546261787415,0.33330416679382324,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,361.1925048828125,364.3138512751526
643,643,/yh/study/new_data/model_dataset_flight/vi/vi_000643.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4316898584365845,0.02920651249587536,0.539103627204895,1,1,0,-147.67930603027344,63.800376892089844,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331611156463623,0.3335343599319458,0.3333045542240143,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,369.7704162597656,366.6477683311797
644,644,/yh/study/new_data/model_dataset_flight/vi/vi_000644.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349696040153503,0.06503038108348846,0.0,1,0,1,-145.82395935058594,62.88438034057617,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316031098365784,0.33353549242019653,0.33330416679382324,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,365.31158447265625,368.43209649740135
645,645,/yh/study/new_data/model_dataset_flight/vi/vi_000645.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4317398965358734,0.029298102483153343,0.5389619469642639,1,1,0,-145.80694580078125,62.32038497924805,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316102623939514,0.33353447914123535,0.3333044946193695,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,372.1423645019531,369.0191603112658
646,646,/yh/study/new_data/model_dataset_flight/vi/vi_000646.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349849224090576,0.06501512229442596,0.0,1,0,1,-145.78990173339844,61.75592803955078,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316031098365784,0.3335355818271637,0.33330413699150085,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,365.93408203125,369.05654309252
647,647,/yh/study/new_data/model_dataset_flight/vi/vi_000647.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43172314763069153,0.029305927455425262,0.538970947265625,1,1,0,-145.7729034423828,61.192325592041016,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316099643707275,0.33353450894355774,0.3333044946193695,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,372.76983642578125,369.64475272038476
648,648,/yh/study/new_data/model_dataset_flight/vi/vi_000648.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349832534790039,0.06501669436693192,0.0,1,0,1,-146.5421600341797,61.21087646484375,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316031098365784,0.3335355222225189,0.33330413699150085,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,365.5830383300781,368.7073058349244
649,649,/yh/study/new_data/model_dataset_flight/vi/vi_000649.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43169650435447693,0.029219862073659897,0.53908371925354,1,1,0,-147.3113555908203,61.22942352294922,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316120505332947,0.33353421092033386,0.33330461382865906,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,371.4480285644531,368.3213602822188
650,650,/yh/study/new_data/model_dataset_flight/vi/vi_000650.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.935050368309021,0.064949631690979,0.0,1,0,1,-148.08091735839844,61.247982025146484,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331604301929474,0.333535373210907,0.3333042562007904,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,364.25848388671875,367.38434891598115
651,651,/yh/study/new_data/model_dataset_flight/vi/vi_000651.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43171411752700806,0.02920573577284813,0.5390802025794983,1,1,0,-148.108154296875,61.30363464355469,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331611156463623,0.33353427052497864,0.33330458402633667,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,370.7347106933594,367.6073066104997
652,652,/yh/study/new_data/model_dataset_flight/vi/vi_000652.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9350168108940125,0.06498323380947113,0.0,1,0,1,-148.1353759765625,61.35929489135742,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603705883026,0.33353543281555176,0.33330419659614563,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,364.15325927734375,367.27897737368926
653,653,/yh/study/new_data/model_dataset_flight/vi/vi_000653.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4317156970500946,0.029194390401244164,0.5390899181365967,1,1,0,-148.16261291503906,61.41496276855469,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331611156463623,0.33353427052497864,0.33330458402633667,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641225824,257.1195921475518,370.6291809082031,367.50192112151774
654,654,/yh/study/new_data/model_dataset_flight/vi/vi_000654.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9349825978279114,0.06501737982034683,0.0,1,0,1,-148.1230926513672,61.47601318359375,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331603407859802,0.33353546261787415,0.33330413699150085,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882211673,256.91744093350263,364.10174560546875,367.2272430341723
