sequence_index,frame_id,image_path,active_leg_before,active_leg_after,active_waypoint_from,active_waypoint_to,search_heading_deg,forward_local_candidate_count,topology_recovery_candidate_count,selected_branch,selected_local_index,selected_recovery_index,leg_choice,leg_state_delta,leg_probability_previous,leg_probability_current,leg_probability_next,waypoint_switched_after_frame,waypoint_advanced_after_frame,waypoint_rollback_after_frame,gt_x,gt_y,hold_x,hold_y,local_x,local_y,recovery_x,recovery_y,fusion_hold,fusion_local,fusion_recovery,visual_x,visual_y,measurement_var_x,measurement_var_y,final_x,final_y,error_visual_m,error_final_m
253,253,/yh/study/new_data/model_dataset_flight/vi/vi_000253.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43212467432022095,0.029445502907037735,0.538429856300354,1,1,0,-667.6696166992188,67.14066314697266,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331645429134369,0.3335303068161011,0.3333051800727844,-461.4723205566406,259.41253662109375,49.0,49.0,-459.22106389458276,257.119591967116,281.9322509765625,282.03331817711927
254,254,/yh/study/new_data/model_dataset_flight/vi/vi_000254.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345174431800842,0.06548257172107697,0.0,1,0,1,-664.3983764648438,66.81043243408203,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331637382507324,0.33353155851364136,0.333304762840271,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225880116401,256.9174407676856,279.9698486328125,279.8569082590742
255,255,/yh/study/new_data/model_dataset_flight/vi/vi_000255.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4321219027042389,0.02952352911233902,0.5383545756340027,1,1,0,-661.1251220703125,66.4800033569336,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316439390182495,0.3335304856300354,0.33330512046813965,-461.4723205566406,259.41253662109375,49.0,49.0,-459.22106393003094,257.11959199516923,277.6404113769531,277.6845358489916
256,256,/yh/study/new_data/model_dataset_flight/vi/vi_000256.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.934502899646759,0.06549715250730515,0.0,1,0,1,-657.9371337890625,66.1640853881836,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316361904144287,0.3335316777229309,0.3333047032356262,-456.7713317871094,254.62449645996094,49.0,49.0,-459.02258804421626,256.91744079346597,275.6537780761719,275.5972407468052
257,257,/yh/study/new_data/model_dataset_flight/vi/vi_000257.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4321325719356537,0.0295146182179451,0.5383528470993042,1,1,0,-654.7457885742188,65.84784698486328,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331643044948578,0.33353063464164734,0.33330509066581726,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210639599678,257.1195920188609,273.53594970703125,273.5229394106265
258,258,/yh/study/new_data/model_dataset_flight/vi/vi_000258.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9344956874847412,0.06550426781177521,0.0,1,0,1,-651.2394409179688,65.5003890991211,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331635296344757,0.33353176712989807,0.33330467343330383,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225880717277,256.91744081523814,271.2669677734375,271.2707249332373
259,259,/yh/study/new_data/model_dataset_flight/vi/vi_000259.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4321349561214447,0.02954200468957424,0.5383229851722717,1,1,0,-647.942626953125,65.1369400024414,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316418528556824,0.3335307836532593,0.3333050310611725,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210639852503,257.1195920388691,269.2845764160156,269.20840813759435
260,260,/yh/study/new_data/model_dataset_flight/vi/vi_000260.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9344955682754517,0.06550446152687073,0.0,1,0,1,-644.6431274414062,64.77320098876953,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316347002983093,0.33353185653686523,0.3333047032356262,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225880949618,256.9174408336253,267.09423828125,267.1598651235293
261,261,/yh/study/new_data/model_dataset_flight/vi/vi_000261.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43212994933128357,0.02954801544547081,0.5383220314979553,1,1,0,-641.3435668945312,64.40945434570312,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316412568092346,0.33353084325790405,0.3333050310611725,-461.4723205566406,259.41253662109375,49.0,49.0,-459.221064006602,257.11959205576653,265.29205322265625,265.1524151019474
262,262,/yh/study/new_data/model_dataset_flight/vi/vi_000262.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345057010650635,0.06549432128667831,0.0,1,0,1,-638.0413818359375,64.03466796875,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316341042518616,0.33353191614151,0.33330467343330383,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225881145836,256.9174408491537,263.0272216796875,263.1567832670898
263,263,/yh/study/new_data/model_dataset_flight/vi/vi_000263.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43212276697158813,0.02954682521522045,0.5383303761482239,1,1,0,-634.7399291992188,63.65995788574219,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331640660762787,0.33353087306022644,0.3333050608634949,-461.4723205566406,259.41253662109375,49.0,49.0,-459.221064024634,257.11959207003684,261.42059326171875,261.2154323367882
264,264,/yh/study/new_data/model_dataset_flight/vi/vi_000264.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345114231109619,0.06548859924077988,0.0,1,0,1,-631.4374389648438,63.28512954711914,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331633508205414,0.3335319757461548,0.3333047032356262,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225881311547,256.9174408622679,259.0733337402344,259.2688812280601
265,265,/yh/study/new_data/model_dataset_flight/vi/vi_000265.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4321058392524719,0.029492398723959923,0.5384017825126648,1,1,0,-628.2564697265625,62.93982696533203,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331640660762787,0.33353084325790405,0.33330509066581726,-461.4723205566406,259.41253662109375,49.0,49.0,-459.22106403986254,257.1195920820885,257.71783447265625,257.44659554258226
266,266,/yh/study/new_data/model_dataset_flight/vi/vi_000266.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345216155052185,0.06547842919826508,0.0,1,0,1,-624.7681884765625,62.56117630004883,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331633508205414,0.3335319757461548,0.3333047032356262,-456.7713317871094,254.62449645996094,49.0,49.0,-459.02258814514937,256.9174408733431,255.16909790039062,255.4328906153334
267,267,/yh/study/new_data/model_dataset_flight/vi/vi_000267.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4320957660675049,0.02947184257209301,0.5384324193000793,1,1,0,-621.5926513671875,62.21646499633789,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331640660762787,0.33353084325790405,0.33330509066581726,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210640527234,257.1195920922664,254.01734924316406,253.67648948767462
268,268,/yh/study/new_data/model_dataset_flight/vi/vi_000268.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.934556782245636,0.06544318795204163,0.0,1,0,1,-618.3226928710938,61.89715576171875,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331632912158966,0.3335319757461548,0.3333047032356262,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225881569683,256.9174408826964,251.48095703125,251.81230107085463
269,269,/yh/study/new_data/model_dataset_flight/vi/vi_000269.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4320891499519348,0.02946961298584938,0.5384412407875061,1,1,0,-615.0549926757812,61.578067779541016,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331640064716339,0.33353087306022644,0.33330509066581726,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210640635848,257.1195921008619,250.4518280029297,250.0413986535367
270,270,/yh/study/new_data/model_dataset_flight/vi/vi_000270.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345587491989136,0.06544119864702225,0.0,1,0,1,-611.7886352539062,61.259117126464844,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316323161125183,0.33353206515312195,0.3333047330379486,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225881669497,256.91744089059546,247.83168029785156,248.23304534401456
271,271,/yh/study/new_data/model_dataset_flight/vi/vi_000271.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4320890009403229,0.029459543526172638,0.5384514331817627,1,1,0,-609.2074584960938,61.02897644042969,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316394686698914,0.3335309326648712,0.33330509066581726,-461.4723205566406,259.41253662109375,49.0,49.0,-459.22106407275743,257.11959210812097,247.349365234375,246.8753694985525
272,272,/yh/study/new_data/model_dataset_flight/vi/vi_000272.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.934545636177063,0.0654543787240982,0.0,1,0,1,-606.6270751953125,60.798919677734375,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316317200660706,0.3335321247577667,0.33330467343330383,-456.7713317871094,254.62449645996094,49.0,49.0,-459.02258817537916,256.91744089726643,245.00021362304688,245.4578557588934
273,273,/yh/study/new_data/model_dataset_flight/vi/vi_000273.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4320453107357025,0.029481515288352966,0.5384731888771057,1,1,0,-604.047607421875,60.56893539428711,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.333163857460022,0.33353108167648315,0.3333050608634949,-461.4723205566406,259.41253662109375,49.0,49.0,-459.221064080504,257.1195921142515,244.67630004882812,244.14521972231873
274,274,/yh/study/new_data/model_dataset_flight/vi/vi_000274.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345496296882629,0.06545037776231766,0.0,1,0,1,-603.1896362304688,60.42048645019531,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331631124019623,0.3335322141647339,0.33330467343330383,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225881824981,256.91744090290024,243.2149658203125,243.71128585285965
275,275,/yh/study/new_data/model_dataset_flight/vi/vi_000275.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43203508853912354,0.029472768306732178,0.5384920835494995,1,1,0,-602.3318481445312,60.272071838378906,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.333163857460022,0.33353111147880554,0.3333050608634949,-461.4723205566406,259.41253662109375,49.0,49.0,-459.22106408704616,257.11959211942883,243.9228057861328,243.37140907334717
276,276,/yh/study/new_data/model_dataset_flight/vi/vi_000276.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345532655715942,0.06544676423072815,0.0,1,0,1,-601.4740600585938,60.1236572265625,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331630825996399,0.33353227376937866,0.33330467343330383,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225881885102,256.91744090765815,242.42413330078125,242.9407646597727
277,277,/yh/study/new_data/model_dataset_flight/vi/vi_000277.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43208545446395874,0.029512666165828705,0.5384018421173096,1,1,0,-601.4366455078125,60.10139465332031,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331637382507324,0.3335312008857727,0.3333050310611725,-461.4723205566406,259.41253662109375,49.0,49.0,-459.22106409257117,257.1195921238013,243.5465850830078,242.98444751010828
278,278,/yh/study/new_data/model_dataset_flight/vi/vi_000278.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345546364784241,0.06544535607099533,0.0,1,0,1,-601.399169921875,60.07913589477539,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331630229949951,0.33353233337402344,0.33330467343330383,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225881935876,256.91744091167635,242.4151611328125,242.9329317868581
279,279,/yh/study/new_data/model_dataset_flight/vi/vi_000279.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43209025263786316,0.029512673616409302,0.5383970737457275,1,1,0,-601.3616943359375,60.05686569213867,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316367864608765,0.33353132009506226,0.3333050310611725,-461.4723205566406,259.41253662109375,49.0,49.0,-459.22106409723716,257.11959212749395,243.53997802734375,242.97670035373886
280,280,/yh/study/new_data/model_dataset_flight/vi/vi_000280.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345580339431763,0.06544198095798492,0.0,1,0,1,-601.0995483398438,60.101402282714844,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316296339035034,0.3335323929786682,0.33330464363098145,-456.7713317871094,254.62449645996094,49.0,49.0,-459.02258819787556,256.91744091506985,242.21865844726562,242.73939866885038
281,281,/yh/study/new_data/model_dataset_flight/vi/vi_000281.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43207114934921265,0.029460156336426735,0.5384687185287476,1,1,0,-600.837646484375,60.145896911621094,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316370844841003,0.3335312604904175,0.3333050608634949,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641011777,257.1195921306125,243.16636657714844,242.5982131305196
282,282,/yh/study/new_data/model_dataset_flight/vi/vi_000282.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345846772193909,0.06541528552770615,0.0,1,0,1,-600.5753784179688,60.19044876098633,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316296339035034,0.3335323929786682,0.33330467343330383,-456.7713317871094,254.62449645996094,49.0,49.0,-459.02258820149683,256.9174409179357,241.83506774902344,242.36068546938247
283,283,/yh/study/new_data/model_dataset_flight/vi/vi_000283.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4320618212223053,0.029456432908773422,0.5384817719459534,1,1,0,-599.8977661132812,60.17464828491211,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316367864608765,0.33353129029273987,0.3333050608634949,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641045056,257.11959213324616,242.60531616210938,242.02736497241239
284,284,/yh/study/new_data/model_dataset_flight/vi/vi_000284.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345877170562744,0.06541231274604797,0.0,1,0,1,-599.28173828125,60.16028594970703,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316290378570557,0.3335324227809906,0.33330467343330383,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882045551,256.917440920356,241.0924072265625,241.63196645390443
285,285,/yh/study/new_data/model_dataset_flight/vi/vi_000285.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4320659637451172,0.029441457241773605,0.5384926199913025,1,1,0,-598.6656494140625,60.14591979980469,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316361904144287,0.33353132009506226,0.3333050608634949,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641073161,257.1195921354703,241.92808532714844,241.33673563046435
286,286,/yh/study/new_data/model_dataset_flight/vi/vi_000286.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345800280570984,0.06541996449232101,0.0,1,0,1,-597.80810546875,60.045772552490234,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331628441810608,0.33353251218795776,0.33330464363098145,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882071379,256.9174409224,240.3169708251953,240.87314837549857
287,287,/yh/study/new_data/model_dataset_flight/vi/vi_000287.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43205374479293823,0.0294564850628376,0.5384897589683533,1,1,0,-596.9498291015625,59.94552993774414,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331635594367981,0.33353137969970703,0.3333050310611725,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641096897,257.1195921373487,241.1249542236328,240.51366595368353
288,288,/yh/study/new_data/model_dataset_flight/vi/vi_000288.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345811605453491,0.06541885435581207,0.0,1,0,1,-596.0921020507812,59.845359802246094,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331628143787384,0.33353257179260254,0.33330464363098145,-456.7713317871094,254.62449645996094,49.0,49.0,-459.02258820931917,256.91744092412614,239.47691345214844,240.05302910491181
289,289,/yh/study/new_data/model_dataset_flight/vi/vi_000289.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43206357955932617,0.029429655522108078,0.5385067462921143,1,1,0,-594.8851928710938,59.681861877441406,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331635296344757,0.3335314095020294,0.3333050310611725,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641116942,257.11959213893505,240.19020080566406,239.5546141548045
290,290,/yh/study/new_data/model_dataset_flight/vi/vi_000290.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9346058368682861,0.06539418548345566,0.0,1,0,1,-593.7744140625,59.53138732910156,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.333162784576416,0.33353257179260254,0.33330464363098145,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882111613,256.91744092558395,238.39288330078125,238.9964617408863
291,291,/yh/study/new_data/model_dataset_flight/vi/vi_000291.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4320574998855591,0.029432836920022964,0.5385096073150635,1,1,0,-592.55859375,59.36668395996094,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331634998321533,0.3335314691066742,0.3333050310611725,-461.4723205566406,259.41253662109375,49.0,49.0,-459.22106411338706,257.11959214027473,239.16929626464844,238.5059946906288
292,292,/yh/study/new_data/model_dataset_flight/vi/vi_000292.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9345963597297668,0.06540365517139435,0.0,1,0,1,-590.8184204101562,59.179298400878906,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316272497177124,0.3335326611995697,0.33330464363098145,-456.7713317871094,254.62449645996094,49.0,49.0,-459.022588212717,256.9174409268151,236.99671936035156,237.63525494804645
293,293,/yh/study/new_data/model_dataset_flight/vi/vi_000293.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4320586025714874,0.029427669942378998,0.538513720035553,1,1,0,-589.0809326171875,58.99219512939453,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316344022750854,0.33353155851364136,0.3333050310611725,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641148167,257.11959214140614,237.5968780517578,236.89248804934337
294,294,/yh/study/new_data/model_dataset_flight/vi/vi_000294.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9346311688423157,0.06536891311407089,0.0,1,0,1,-587.4931640625,58.82122039794922,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316269516944885,0.3335326313972473,0.33330464363098145,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882140308,256.91744092785484,235.42965698242188,236.10760565274106
295,295,/yh/study/new_data/model_dataset_flight/vi/vi_000295.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43205469846725464,0.02942216768860817,0.5385231375694275,1,1,0,-585.1982421875,58.60494613647461,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.33316344022750854,0.33353155851364136,0.3333050310611725,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641160241,257.1195921423616,235.86392211914062,235.11340683528658
296,296,/yh/study/new_data/model_dataset_flight/vi/vi_000296.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9346088767051697,0.06539113819599152,0.0,1,0,1,-582.7028198242188,58.369781494140625,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331626355648041,0.3335327208042145,0.33330461382865906,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882151404,256.91744092873296,233.18373107910156,233.91873109657152
297,297,/yh/study/new_data/model_dataset_flight/vi/vi_000297.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43204113841056824,0.029433181509375572,0.5385257005691528,1,1,0,-580.4057006835938,58.15330123901367,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331633508205414,0.33353161811828613,0.3333050012588501,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641170438,257.11959214316863,233.77430725097656,232.96630884298187
298,298,/yh/study/new_data/model_dataset_flight/vi/vi_000298.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9346038699150085,0.06539610028266907,0.0,1,0,1,-577.5111083984375,57.838523864746094,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331625759601593,0.33353281021118164,0.33330461382865906,-456.7713317871094,254.62449645996094,49.0,49.0,-459.02258821607745,256.91744092947454,230.8740234375,231.67206269783713
299,299,/yh/study/new_data/model_dataset_flight/vi/vi_000299.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.43202391266822815,0.029441406950354576,0.5385346412658691,1,1,0,-574.6156005859375,57.523643493652344,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331632912158966,0.3335317075252533,0.3333049714565277,-461.4723205566406,259.41253662109375,49.0,49.0,-459.2210641179049,257.1195921438501,231.4314727783203,230.55247073983938
300,300,/yh/study/new_data/model_dataset_flight/vi/vi_000300.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9346100091934204,0.0653899684548378,0.0,1,0,1,-571.7047119140625,57.20708465576172,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331625759601593,0.33353284001350403,0.33330461382865906,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882168688,256.91744093010084,228.4366912841797,229.30653589493065
301,301,/yh/study/new_data/model_dataset_flight/vi/vi_000301.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4320489466190338,0.029467744752764702,0.5384832620620728,1,1,0,-568.8550415039062,56.87386703491211,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331632614135742,0.33353179693222046,0.3333049714565277,-461.4723205566406,259.41253662109375,49.0,49.0,-459.22106411863217,257.11959214442567,229.24432373046875,228.293581648608
302,302,/yh/study/new_data/model_dataset_flight/vi/vi_000302.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9346423745155334,0.06535756587982178,0.0,1,0,1,-566.25830078125,56.570220947265625,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331625461578369,0.33353281021118164,0.33330464363098145,-456.7713317871094,254.62449645996094,49.0,49.0,-459.02258821753713,256.91744093062977,226.3026580810547,227.24107596143298
303,303,/yh/study/new_data/model_dataset_flight/vi/vi_000303.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.432038813829422,0.02941608801484108,0.5385451316833496,1,1,0,-563.42236328125,56.23860549926758,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331632912158966,0.3335317075252533,0.3333050310611725,-461.4723205566406,259.41253662109375,49.0,49.0,-459.22106411924636,257.11959214491173,227.31797790527344,226.29865563625614
304,304,/yh/study/new_data/model_dataset_flight/vi/vi_000304.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9346617460250854,0.06533817946910858,0.0,1,0,1,-561.7368774414062,56.00497055053711,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.3331625163555145,0.3335328698158264,0.33330464363098145,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882181016,256.91744093107644,224.64968872070312,225.64584189623298
305,305,/yh/study/new_data/model_dataset_flight/vi/vi_000305.jpg,9,10,9,10,-31.725260524087865,1,24,1,0,0,2,1,0.4320303499698639,0.029412711039185524,0.5385569334030151,1,1,0,-559.8888549804688,55.748802185058594,-456.7713317871094,254.62449645996094,-461.4723205566406,259.41253662109375,-4.1773552894592285,-0.4327203929424286,0.3331632614135742,0.3335317075252533,0.3333050310611725,-461.4723205566406,259.41253662109375,49.0,49.0,-459.22106411976506,257.11959214532226,226.1962127685547,225.1315152660662
306,306,/yh/study/new_data/model_dataset_flight/vi/vi_000306.jpg,10,9,10,11,-32.312776748781275,13,24,1,4,0,0,-1,0.9346892833709717,0.0653107687830925,0.0,1,0,1,-560.1390380859375,55.755977630615234,-461.4723205566406,259.41253662109375,-456.7713317871094,254.62449645996094,-4.1773552894592285,-0.4327203929424286,0.33316248655319214,0.3335328698158264,0.33330464363098145,-456.7713317871094,254.62449645996094,49.0,49.0,-459.0225882185782,256.9174409314537,224.1284637451172,225.14544354952594
