current_index,next_index,current_frame_id,next_frame_id,current_reference_x,current_reference_y,current_ms_x,current_ms_y,provisional_next_x,provisional_next_y,next_reference_x,next_reference_y,provisional_next_error_m,final_next_ms_x,final_next_ms_y,final_next_error_m,ms_correction_gain_m,ms_improved_provisional,current_ms_candidate_count,final_ms_candidate_count
24,25,24,25,-101.2225570678711,5.918126583099365,-98.89566802978516,4.749648094177246,-101.67769622802734,5.558036804199219,-104.41236877441406,6.233891487121582,2.8169510979761982,-101.43992614746094,3.597978115081787,3.9728395985020835,-1.1558885005258852,False,36,36
25,26,25,26,-104.41236877441406,6.233891487121582,-101.43992614746094,3.597978115081787,-105.30705261230469,4.455938339233398,-107.75296020507812,6.5345540046691895,3.2098453291368774,-104.97441101074219,3.105825662612915,4.41322032862227,-1.2033749994853924,False,36,36
26,27,26,27,-107.75296020507812,6.5345540046691895,-112.78660583496094,2.1463565826416016,-111.52877807617188,5.376007556915283,-111.09230041503906,6.835103988647461,1.522982319582714,-118.50475311279297,3.0941481590270996,8.302963658574553,-6.779981338991839,False,36,36
27,28,27,28,-111.09230041503906,6.835103988647461,-118.50475311279297,3.0941481590270996,-120.3036117553711,6.7214765548706055,-114.4308090209961,7.135579586029053,5.887384247464836,-120.07196044921875,3.3357508182525635,6.801565121393774,-0.9141808739289381,False,36,36
28,29,28,29,-114.4308090209961,7.135579586029053,-118.69349670410156,3.411025047302246,-120.4842758178711,6.021916389465332,-117.76180267333984,7.465998649597168,3.081758198937961,-127.0746078491211,3.4485673904418945,10.142390949085721,-7.06063275014776,False,36,36
29,30,29,30,-117.76180267333984,7.465998649597168,-124.24160766601562,7.179331302642822,-124.70112609863281,8.521239280700684,-121.08988952636719,7.79612922668457,3.6833156491541734,-127.50013732910156,7.097976207733154,6.448154350690736,-2.7648387015365623,False,36,36
30,31,30,31,-121.08988952636719,7.79612922668457,-127.50013732910156,7.097976207733154,-126.60900115966797,8.829644203186035,-124.41860961914062,8.126322746276855,2.300538235405489,-131.13360595703125,6.920363903045654,6.82242717436046,-4.521888938954971,False,36,36
31,32,31,32,-124.41860961914062,8.126322746276855,-128.09463500976562,7.125356674194336,-129.2747039794922,8.919264793395996,-127.7506332397461,8.479126930236816,1.5863520915410092,-130.38270568847656,6.890186309814453,3.074497954234839,-1.48814586269383,False,36,36
32,33,32,33,-127.7506332397461,8.479126930236816,-130.38270568847656,6.890186309814453,-132.09727478027344,8.869668960571289,-131.07872009277344,8.831513404846191,1.019269099826397,-133.73245239257812,6.7371649742126465,3.3806198348710947,-2.361350735044698,False,36,36
33,34,33,34,-131.07872009277344,8.831513404846191,-133.73245239257812,6.7371649742126465,-135.953857421875,8.641199111938477,-134.4064178466797,9.183857917785645,1.6398316433232174,-138.87139892578125,6.759499549865723,5.080705613675949,-3.440873970352732,False,36,36
34,35,34,35,-134.4064178466797,9.183857917785645,-138.87139892578125,6.759499549865723,-138.25668334960938,9.271570205688477,-137.9134521484375,9.491893768310547,0.40786042919651994,-138.7818145751953,6.76403284072876,2.8627396920488746,-2.4548792628523546,False,36,36
35,36,35,36,-137.9134521484375,9.491893768310547,-138.7818145751953,6.76403284072876,-141.4805908203125,9.509846687316895,-141.10328674316406,9.772066116333008,0.4594751305417634,-143.80953979492188,7.129042625427246,3.782773949580936,-3.3232988190391723,False,36,36
36,37,36,37,-141.10328674316406,9.772066116333008,-143.80953979492188,7.129042625427246,-145.74989318847656,9.983746528625488,-144.29208374023438,10.052149772644043,1.4594133722754679,-148.70811462402344,7.390407085418701,5.1561810382856414,-3.6967676660101736,False,36,36
37,38,37,38,-144.29208374023438,10.052149772644043,-148.70811462402344,7.390407085418701,-149.91217041015625,9.925806999206543,-147.48928833007812,10.328798294067383,2.456167656675195,-153.34632873535156,7.457494258880615,6.522983149716504,-4.066815493041309,False,36,36
38,39,38,39,-147.48928833007812,10.328798294067383,-148.6731414794922,7.363626480102539,-151.21578979492188,10.066821098327637,-150.68637084960938,10.605437278747559,0.7552428811090811,-153.34658813476562,7.440144062042236,4.134711253759423,-3.3794683726503414,False,36,36
39,40,39,40,-150.68637084960938,10.605437278747559,-153.34658813476562,7.440144062042236,-155.415283203125,10.719892501831055,-154.1981964111328,10.909310340881348,1.2317383557364434,-158.16551208496094,7.413541316986084,5.287721127690827,-4.055982771954383,False,36,36
40,41,40,41,-154.1981964111328,10.909310340881348,-158.16551208496094,7.413541316986084,-159.8762664794922,10.547050476074219,-157.47799682617188,11.261993408203125,2.5025668275269313,-162.56893920898438,7.06934928894043,6.595146628840384,-4.092579801313453,False,36,36
41,42,41,42,-157.47799682617188,11.261993408203125,-158.14596557617188,7.34025239944458,-160.71075439453125,10.648821830749512,-160.7559356689453,11.614477157592773,0.9667117242582948,-162.52517700195312,7.069703578948975,4.877005410655397,-3.9102936863971025,False,36,36
42,43,42,43,-160.7559356689453,11.614477157592773,-162.52517700195312,7.069703578948975,-165.0207061767578,10.988024711608887,-164.03280639648438,11.966845512390137,1.3906962773756006,-167.70516967773438,7.088461875915527,6.106134536193622,-4.715438258818021,False,36,36
43,44,43,44,-164.03280639648438,11.966845512390137,-167.70516967773438,7.088461875915527,-168.70506286621094,11.058065414428711,-167.38104248046875,12.304368019104004,1.8183234487519844,-172.65220642089844,7.063404083251953,7.43322758051898,-5.614904131766996,False,36,36
44,45,44,45,-167.38104248046875,12.304368019104004,-172.65220642089844,7.063404083251953,-171.9481658935547,11.064105987548828,-170.73062133789062,12.642024993896484,1.9930487037752926,-172.75730895996094,7.127985954284668,5.874699077213761,-3.8816503734384686,False,36,36
45,46,45,46,-170.73062133789062,12.642024993896484,-172.79019165039062,11.854337692260742,-176.11570739746094,13.7105712890625,-174.08189392089844,12.979852676391602,2.161098551281483,-177.57284545898438,12.092763900756836,3.6018979909378,-1.4407994396563168,False,36,36
46,47,46,47,-174.08189392089844,12.979852676391602,-177.57284545898438,12.092763900756836,-179.4674835205078,14.239496231079102,-179.34275817871094,13.486869812011719,0.7628911701969942,-181.68089294433594,12.156327247619629,2.690207742514201,-1.9273165723172068,False,36,36
47,48,47,48,-179.34275817871094,13.486869812011719,-181.68089294433594,12.156327247619629,-185.1026153564453,14.592263221740723,-184.13096618652344,13.948331832885742,1.1656542124329037,-185.91212463378906,12.350615501403809,2.39274379952175,-1.2270895870888463,False,36,36
48,49,48,49,-184.13096618652344,13.948331832885742,-185.91212463378906,12.350615501403809,-189.73915100097656,14.664520263671875,-187.249755859375,14.233661651611328,2.526406007477065,-190.19276428222656,12.363615036010742,3.4868858486469625,-0.9604798411698976,False,36,36
49,50,49,50,-187.249755859375,14.233661651611328,-190.19276428222656,12.363615036010742,-192.05447387695312,15.015769004821777,-190.67921447753906,14.547411918640137,1.4528237249760498,-195.41024780273438,12.532875061035156,5.142084701243024,-3.6892609762669744,False,36,36
50,51,50,51,-190.67921447753906,14.547411918640137,-190.3203887939453,12.42313003540039,-194.4100341796875,15.257048606872559,-194.10855102539062,14.861151695251465,0.4976207963458857,-195.17010498046875,12.445114135742188,2.638964624336892,-2.1413438279910064,False,36,36
51,52,51,52,-194.10855102539062,14.861151695251465,-195.17010498046875,12.445114135742188,-198.71319580078125,15.872458457946777,-197.28343200683594,15.1630220413208,1.5960966561308247,-200.1950225830078,12.568584442138672,3.8998033462346275,-2.3037066901038026,False,36,36
52,53,52,53,-197.28343200683594,15.1630220413208,-200.1950225830078,12.568584442138672,-201.91590881347656,15.05418872833252,-200.77069091796875,15.494592666625977,1.2269798926859927,-205.39549255371094,12.649906158447266,5.4296437728250275,-4.202663880139035,False,36,36
53,54,53,54,-200.77069091796875,15.494592666625977,-205.39549255371094,12.649906158447266,-206.68197631835938,15.606731414794922,-203.94317626953125,15.796236038208008,2.745348376755831,-209.70310974121094,12.479691505432129,6.646525501046512,-3.9011771242906814,False,36,36
54,55,54,55,-203.94317626953125,15.796236038208008,-205.42381286621094,12.570969581604004,-208.61122131347656,16.446489334106445,-207.35537719726562,16.129146575927734,1.2953188296284828,-209.55966186523438,12.546086311340332,4.206803032839456,-2.9114842032109736,False,36,36
55,56,55,56,-207.35537719726562,16.129146575927734,-209.55966186523438,12.546086311340332,-212.7870330810547,15.967342376708984,-210.75604248046875,16.4609317779541,2.090108446155352,-212.93399047851562,12.25419807434082,4.7370946724033605,-2.6469862262480084,False,36,36
56,57,56,57,-210.75604248046875,16.4609317779541,-212.93399047851562,12.25419807434082,-215.34408569335938,16.428050994873047,-213.8697052001953,16.76471519470215,1.5123295348796417,-215.13357543945312,11.876190185546875,5.049261802166547,-3.5369322672869052,False,36,36
57,58,57,58,-213.8697052001953,16.76471519470215,-212.50856018066406,12.14680290222168,-217.60049438476562,16.33345603942871,-217.09425354003906,17.10219955444336,0.9204598767716823,-214.60215759277344,11.766488075256348,5.889003243292179,-4.968543366520497,False,36,36
58,59,58,59,-217.09425354003906,17.10219955444336,-214.60215759277344,11.766488075256348,-221.25726318359375,17.109195709228516,-220.6431427001953,17.473630905151367,0.7141127223042997,-219.25827026367188,12.093074798583984,5.55592077709554,-4.84180805479124,False,36,36
59,60,59,60,-220.6431427001953,17.473630905151367,-219.25827026367188,12.093074798583984,-224.08084106445312,16.467144012451172,-223.8677215576172,17.811119079589844,1.3607677631706268,-218.2843017578125,11.759212493896484,8.234084647537312,-6.873316884366686,False,36,36
60,61,60,61,-223.8677215576172,17.811119079589844,-218.14178466796875,16.94585609436035,-225.7915802001953,19.5345401763916,-227.08807373046875,18.138076782226562,1.9055197415098648,-221.1180419921875,16.670963287353516,6.147658169004198,-4.242138427494333,False,36,36
61,62,61,62,-227.08807373046875,18.138076782226562,-221.1180419921875,16.670963287353516,-229.25076293945312,19.201173782348633,-230.62640380859375,18.497316360473633,1.5452517824543985,-229.66065979003906,19.351173400878906,1.2890823692936806,0.25616941316071795,True,36,36
62,63,62,63,-230.62640380859375,18.497316360473633,-229.66065979003906,19.351173400878906,-233.40699768066406,20.03702163696289,-233.84530639648438,18.824125289916992,1.289663552652914,-228.2520751953125,18.46292495727539,5.604881885469396,-4.315218332816482,False,36,36
63,64,63,64,-233.84530639648438,18.824125289916992,-233.53860473632812,19.894004821777344,-238.57327270507812,20.954164505004883,-237.00657653808594,19.118770599365234,2.413132335477517,-240.50738525390625,22.00798225402832,4.5390754179903725,-2.1259430825128556,False,36,36
64,65,64,65,-237.00657653808594,19.118770599365234,-237.52847290039062,21.595355987548828,-240.8922576904297,21.570959091186523,-240.4793701171875,19.44244956970215,2.1681856311643304,-241.72503662109375,21.317808151245117,2.251367328607412,-0.08318169744308168,False,36,36
65,66,65,66,-240.4793701171875,19.44244956970215,-241.72503662109375,21.317808151245117,-245.22079467773438,21.743635177612305,-243.63906860351562,19.73694610595703,2.5551239508415557,-244.93690490722656,20.74184799194336,1.6414039331282682,0.9137200177132876,True,36,36
66,67,66,67,-243.63906860351562,19.73694610595703,-244.93690490722656,20.74184799194336,-247.4384765625,21.51444435119629,-246.847412109375,19.999595642089844,1.6260761972396678,-245.38836669921875,18.80360984802246,1.8865830298476152,-0.2605068326079474,False,36,36
67,68,67,68,-246.847412109375,19.999595642089844,-245.38836669921875,18.80360984802246,-249.6698455810547,21.282867431640625,-250.06228637695312,20.262781143188477,1.0929710948481113,-249.87181091308594,16.372228622436523,3.895212422842276,-2.8022413279941647,False,36,36
68,69,68,69,-250.06228637695312,20.262781143188477,-249.87181091308594,16.372228622436523,-252.6236572265625,20.176992416381836,-253.5655975341797,20.549577713012695,1.0129517986456549,-253.83743286132812,15.114299774169922,5.442071362776939,-4.429119564131284,False,36,36
69,70,69,70,-253.5655975341797,20.549577713012695,-253.83743286132812,15.114299774169922,-254.94955444335938,18.748228073120117,-258.5731506347656,21.028581619262695,4.281408839830519,-253.399658203125,14.75973892211914,8.12794024964338,-3.8465314098128616,False,36,36
70,71,70,71,-258.5731506347656,21.028581619262695,-257.34521484375,14.841710090637207,-261.0744323730469,19.57293701171875,-263.5738220214844,21.506925582885742,3.1602627118834716,-257.2583923339844,15.113553047180176,8.986649237511752,-5.826386525628281,False,36,36
71,72,71,72,-263.5738220214844,21.506925582885742,-260.4308776855469,14.821457862854004,-268.7702941894531,20.03660774230957,-266.9277038574219,21.863229751586914,2.594549497787898,-264.18798828125,14.314629554748535,8.030405118674102,-5.435855620886204,False,36,36
72,73,72,73,-266.9277038574219,21.863229751586914,-264.18798828125,14.314629554748535,-270.7571716308594,20.789819717407227,-270.28131103515625,22.219507217407227,1.506801132930017,-264.34893798828125,14.536208152770996,9.707014705043408,-8.200213572113391,False,36,36
73,74,73,74,-270.28131103515625,22.219507217407227,-264.34893798828125,14.536208152770996,-272.56463623046875,21.044097900390625,-273.63311767578125,22.575592041015625,1.867385043783364,-267.7908020019531,14.3630952835083,10.078579037975844,-8.211193994192481,False,36,36
74,75,74,75,-273.63311767578125,22.575592041015625,-267.7908020019531,14.3630952835083,-275.01458740234375,21.240402221679688,-276.9444274902344,22.93913459777832,2.5709870576172493,-268.5472106933594,17.046106338500977,10.258705181374548,-7.687718123757299,False,36,36
75,76,75,76,-276.9444274902344,22.93913459777832,-271.6211853027344,22.469581604003906,-280.0551452636719,23.39168930053711,-280.2569580078125,23.30280876159668,0.22051787659940544,-272.1981201171875,24.105934143066406,8.098757838442516,-7.878239961843111,False,36,36
76,77,76,77,-280.2569580078125,23.30280876159668,-272.1981201171875,24.105934143066406,-281.21954345703125,25.21726417541504,-283.5698547363281,23.666522979736328,2.8158056334848736,-276.3102722167969,24.561235427856445,7.314509465624115,-4.498703832139242,False,36,36
77,78,77,78,-283.5698547363281,23.666522979736328,-276.3102722167969,24.561235427856445,-284.2311706542969,25.999414443969727,-286.75732421875,23.975204467773438,3.2371094913412812,-280.9347839355469,24.239938735961914,5.82855553137108,-2.591446040029799,False,36,36
78,79,78,79,-286.75732421875,23.975204467773438,-287.0540771484375,22.872234344482422,-290.02520751953125,25.15985107421875,-290.265380859375,24.314931869506836,0.8783915389293745,-291.468994140625,23.358312606811523,1.5374671848729373,-0.6590756459435628,False,36,36
79,80,79,80,-290.265380859375,24.314931869506836,-291.468994140625,23.358312606811523,-295.2746887207031,26.037654876708984,-293.4555358886719,24.623870849609375,2.3039319220778434,-298.8187561035156,23.187255859375,5.5522962549808845,-3.248364332903041,False,36,36
80,81,80,81,-293.4555358886719,24.623870849609375,-295.1036682128906,23.350311279296875,-299.134765625,25.693822860717773,-297.0016174316406,24.93578338623047,2.2638341502224395,-298.8216247558594,23.202613830566406,2.513225690002921,-0.24939153978048134,False,36,36
81,82,81,82,-297.0016174316406,24.93578338623047,-298.8216247558594,23.202613830566406,-302.3066711425781,25.17740821838379,-300.2271423339844,25.219501495361328,2.079954785503293,-304.59912109375,23.215057373046875,4.80957321550704,-2.729618430003747,False,36,36
82,83,82,83,-300.2271423339844,25.219501495361328,-304.59912109375,23.215057373046875,-305.02056884765625,25.536901473999023,-303.45355224609375,25.5032958984375,1.5673769056233118,-310.2842102050781,23.472158432006836,7.1262477896979535,-5.558870884074642,False,36,36
83,84,83,84,-303.45355224609375,25.5032958984375,-304.5732116699219,23.215824127197266,-308.2217102050781,26.46165657043457,-306.78228759765625,25.818649291992188,1.5765138130974525,-310.5001220703125,23.575550079345703,4.342094799039566,-2.7655809859421137,False,36,36
84,85,84,85,-306.78228759765625,25.818649291992188,-310.5001220703125,23.575550079345703,-312.39239501953125,26.14021873474121,-310.1116027832031,26.13405990600586,2.280800551662955,-315.17626953125,23.637264251708984,5.6466660790317205,-3.3658655273687654,False,36,36
85,86,85,86,-310.1116027832031,26.13405990600586,-315.17626953125,23.637264251708984,-316.1819763183594,27.018863677978516,-313.44134521484375,26.44951057434082,2.7991466203432696,-319.65771484375,23.671382904052734,6.808909216284818,-4.009762595941549,False,36,36
86,87,86,87,-313.44134521484375,26.44951057434082,-315.1999206542969,23.634685516357422,-318.9528503417969,26.945079803466797,-316.7387390136719,26.75737953186035,2.222053186873029,-324.10089111328125,23.56804847717285,8.02328586765901,-5.801232680785982,False,36,36
87,88,87,88,-316.7387390136719,26.75737953186035,-319.7779235839844,23.65717315673828,-322.5452575683594,26.872447967529297,-320.03851318359375,27.06546974182129,2.514164834672703,-324.125244140625,23.568212509155273,5.378864012651028,-2.864699177978325,False,36,36
88,89,88,89,-320.03851318359375,27.06546974182129,-324.125244140625,23.568212509155273,-325.67041015625,27.091894149780273,-323.3372497558594,27.373462677001953,2.3500889960749842,-328.4503479003906,23.465774536132812,6.435355409136175,-4.085266413061191,False,36,36
89,90,89,90,-323.3372497558594,27.373462677001953,-324.0775451660156,23.523176193237305,-327.6423034667969,27.46197509765625,-326.6502990722656,27.7000789642334,1.0201794793311127,-328.3280029296875,23.505706787109375,4.517460369880444,-3.4972808905493316,False,36,36
90,91,90,91,-326.6502990722656,27.7000789642334,-328.3280029296875,23.505706787109375,-331.2262878417969,27.1969051361084,-329.9637756347656,28.0267391204834,1.5108148511735664,-332.98779296875,23.38105010986328,5.543203696386638,-4.032388845213072,False,36,36
91,92,91,92,-329.9637756347656,28.0267391204834,-332.96221923828125,27.924352645874023,-335.0340576171875,29.690488815307617,-333.27398681640625,28.35307502746582,2.210548543613574,-337.62335205078125,27.928531646728516,4.370036043800756,-2.159487500187182,False,36,36
92,93,92,93,-333.27398681640625,28.35307502746582,-337.62335205078125,27.928531646728516,-336.9233093261719,29.603191375732422,-336.57794189453125,28.690593719482422,0.9757628528648931,-337.6199951171875,27.958406448364258,1.273567084544721,-0.29780423167982784,False,36,36
93,94,93,94,-336.57794189453125,28.690593719482422,-337.6199951171875,27.958406448364258,-340.6220703125,29.875612258911133,-339.88433837890625,29.02836036682129,1.123425197551574,-341.98358154296875,27.982349395751953,2.345412717084256,-1.221987519532682,False,36,36
94,95,94,95,-339.88433837890625,29.02836036682129,-341.98358154296875,27.982349395751953,-343.9212646484375,30.180191040039062,-343.1903076171875,29.36608123779297,1.0941082906399107,-346.59515380859375,28.024456024169922,3.6596360202843576,-2.565527729644447,False,36,36
95,96,95,96,-343.1903076171875,29.36608123779297,-346.59515380859375,28.024456024169922,-348.7080078125,30.146772384643555,-346.51904296875,29.685148239135742,2.2371106228546855,-351.4285888671875,27.992158889770508,5.193250799444275,-2.9561401765895896,False,36,36
96,97,96,97,-346.51904296875,29.685148239135742,-346.60260009765625,28.006025314331055,-349.6294250488281,30.497024536132812,-349.849365234375,30.004364013671875,0.5395257877153582,-351.477294921875,27.95647621154785,2.6161038812578163,-2.0765780935424583,False,36,36
97,98,97,98,-349.849365234375,30.004364013671875,-351.477294921875,27.95647621154785,-353.4957275390625,30.419635772705078,-353.1781005859375,30.323429107666016,0.3318773926458525,-356.1632995605469,27.977113723754883,3.796920962936536,-3.4650435702906837,False,36,36
98,99,98,99,-353.1781005859375,30.323429107666016,-356.1632995605469,27.977113723754883,-357.54571533203125,30.68069076538086,-356.5009460449219,30.624027252197266,1.046304743854934,-360.8777770996094,27.905473709106445,5.152395893943763,-4.106091150088829,False,36,36
99,100,99,100,-356.5009460449219,30.624027252197266,-360.8777770996094,27.905473709106445,-361.7168884277344,30.980365753173828,-359.82257080078125,30.924514770507812,1.8951407873955113,-365.3648681640625,27.77890968322754,6.3727459880461135,-4.477605200650602,False,36,36
100,101,100,101,-359.82257080078125,30.924514770507812,-360.8634033203125,27.90054702758789,-362.976318359375,30.999357223510742,-363.1454772949219,31.225116729736328,0.28210299560013924,-365.31964111328125,27.82253074645996,4.0378929756312045,-3.7557899800310652,False,36,36
101,102,101,102,-363.1454772949219,31.225116729736328,-365.31964111328125,27.82253074645996,-367.65380859375,31.28499984741211,-366.4402160644531,31.518213272094727,1.2357974464358554,-369.1889953613281,27.559955596923828,4.819086162954336,-3.5832887165184806,False,36,36
102,103,102,103,-366.4402160644531,31.518213272094727,-369.1889953613281,27.559955596923828,-371.4576110839844,31.083152770996094,-369.7346496582031,31.81128692626953,1.8705013827329613,-374.06512451171875,27.271854400634766,6.273711828871486,-4.403210446138525,False,36,36
103,104,103,104,-369.7346496582031,31.81128692626953,-369.181640625,27.55389404296875,-373.3313903808594,31.636655807495117,-373.0311584472656,32.10454177856445,0.5559284988853669,-374.0889587402344,27.29784393310547,4.921715720899046,-4.3657872220136795,False,36,36
104,105,104,105,-373.0311584472656,32.10454177856445,-374.0889587402344,27.29784393310547,-376.656982421875,31.55689239501953,-376.357666015625,32.4311408996582,0.9240675077684362,-379.3382263183594,26.991674423217773,6.202542645283085,-5.278475137514649,False,36,36
105,106,105,106,-376.357666015625,32.4311408996582,-379.3382263183594,26.991674423217773,-380.5990295410156,31.317411422729492,-379.6834716796875,32.75767517089844,1.7066358316083103,-384.34307861328125,26.920040130615234,7.469264999927184,-5.762629168318873,False,36,36
106,107,106,107,-379.6834716796875,32.75767517089844,-379.36175537109375,26.94107437133789,-382.1415710449219,31.525291442871094,-383.0087585449219,33.08415222167969,1.7838332567434618,-384.2914123535156,27.04747772216797,6.17143741811866,-4.387604161375198,False,36,36
107,108,107,108,-383.0087585449219,33.08415222167969,-384.32379150390625,32.21196746826172,-387.01190185546875,34.0848388671875,-386.32574462890625,33.470218658447266,0.9211784520687787,-389.574462890625,32.29761505126953,3.45386299143309,-2.532684539364311,False,36,36
