frame_id,image_path,reference_x,reference_y,predicted_query_x,predicted_query_y,selected_ref_index,selected_ref_x,selected_ref_y,selected_ref_error_m,base_ms_x,base_ms_y,base_ms_error_m,base_ms_candidate_count,variance_x,variance_y,final_x,final_y,error_final_m,gru_xy_x,gru_xy_y,kalman_xy_x,kalman_xy_y,center_ms_xy_x,center_ms_xy_y,center_ms_candidate_count
0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,-37.632978691184114,0.8348961808190729,0,-37.632978691184114,0.8348961808190729,1.6557003061335768e-06,-29.69103240966797,0.6151264905929565,7.944988090764576,36,15.407035827636719,52.73325729370117,-26.221471786499023,1.4849656820297241,11.430009533750596,-26.221471786499023,1.4849656820297241,-30.963647842407227,0.7216981649398804,-27.231346130371094,0.498327374458313,36
1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,-27.69436923718443,0.6662089770300782,0,-37.632978691184114,0.8348961808190729,10.104742619753551,-30.094926834106445,1.3362348079681396,17.60324894507594,36,30.34823226928711,53.58795166015625,-23.947507858276367,2.12693452835083,23.747119187224367,-23.947507858276367,2.12693452835083,-29.45021629333496,1.0543644428253174,-24.42050552368164,1.0436713695526123,36
2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,-27.23332360667224,1.176117036571498,0,-37.632978691184114,0.8348961808190729,13.342851512314446,-29.4920597076416,1.4717365503311157,21.430380966357692,36,25.913898468017578,53.338722229003906,-22.421630859375,1.1652878522872925,28.50704890481798,-22.421630859375,1.1652878522872925,-28.949810028076172,1.3467377424240112,-22.828994750976562,0.08884898573160172,36
3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,-27.53790105174273,1.531614265089222,0,-37.632978691184114,0.8348961808190729,16.59063501345151,-29.484277725219727,1.487001657485962,24.67733812817945,36,25.345876693725586,55.93751525878906,-22.45445442199707,1.1098191738128662,31.716795563829063,-22.45445442199707,1.1098191738128662,-28.84864044189453,1.5082587003707886,-22.70775032043457,0.021129757165908813,36
4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,-27.967267463937617,1.685855654508836,0,-37.632978691184114,0.8348961808190729,20.1288872589497,-29.24787139892578,1.65024995803833,28.437555866054417,36,23.694894790649414,56.41109848022461,-22.769794464111328,1.266416311264038,34.92626646247919,-22.769794464111328,1.266416311264038,-28.77208709716797,1.66794753074646,-22.438472747802734,-0.04097575694322586,36
5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,-28.19257495388738,1.8406009853327083,0,-37.632978691184114,0.8348961808190729,23.337341058429875,-29.334199905395508,1.4136617183685303,31.568153848968763,36,23.922622680664062,57.16254425048828,-22.92510414123535,1.1835026741027832,37.98035832774598,-22.92510414123535,1.1835026741027832,-28.883756637573242,1.6409032344818115,-22.534530639648438,-0.1159810796380043,36
6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,-28.55610980895572,1.7621771384236906,0,-37.632978691184114,0.8348961808190729,26.52257123350507,-29.534927368164062,1.588534951210022,34.540879666056725,36,26.174816131591797,56.10895538330078,-24.382068634033203,2.40797758102417,39.65680651370164,-24.382068634033203,2.40797758102417,-29.138479232788086,1.682862401008606,-23.74675178527832,1.0513807535171509,36
7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,-29.021665324743513,1.7844067710430556,0,-37.632978691184114,0.8348961808190729,30.017904681882083,-29.7337703704834,1.344120740890503,37.850205735298026,36,27.51102066040039,55.32765197753906,-25.152795791625977,2.5361809730529785,42.37041603003135,-25.152795791625977,2.5361809730529785,-29.383880615234375,1.590114951133728,-24.52590560913086,1.1735488176345825,36
8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,-29.398235982395104,1.643697972208661,0,-37.632978691184114,0.8348961808190729,33.23086371518392,-29.50106430053711,0.38236984610557556,41.36955909648786,36,25.607391357421875,57.26710510253906,-24.951950073242188,1.8313947916030884,45.80845576988164,-24.951950073242188,1.8313947916030884,-29.448143005371094,1.1173975467681885,-23.98691749572754,0.37587833404541016,36
9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,-29.47994691797327,1.0405044376266064,0,-37.632978691184114,0.8348961808190729,36.43910771376761,-30.051532745361328,0.38041990995407104,44.029878748550146,36,29.17215347290039,57.67677688598633,-25.88646697998047,1.8341801166534424,48.0812462834028,-25.88646697998047,1.8341801166534424,-29.730703353881836,0.7615991234779358,-24.92197608947754,0.356881320476532,36
10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,-77.41057586669922,4.6642866134643555,-29.846296893379467,0.6153974026025062,0,-37.632978691184114,0.8348961808190729,39.9614998234949,-29.56332015991211,-0.07165002822875977,48.08106669516394,36,26.42574119567871,56.24248504638672,-25.05794906616211,0.9873029589653015,52.48159431373793,-25.05794906616211,0.9873029589653015,-29.704317092895508,0.3252316117286682,-24.102096557617188,-0.4443569779396057,36
11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,-80.71418762207031,4.9646830558776855,-29.774966061509538,0.10674587347620904,0,-37.632978691184114,0.8348961808190729,43.27869802316233,-30.074207305908203,-0.5086870193481445,50.93491323642029,36,29.643625259399414,56.278587341308594,-25.81722640991211,0.745067834854126,55.05889122514815,-25.81722640991211,0.745067834854126,-29.88451385498047,-0.1528519093990326,-24.842853546142578,-0.7883458137512207,36
12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,-84.01985931396484,5.2652668952941895,-29.988964609033456,-0.43613625556002544,0,-37.632978691184114,0.8348961808190729,46.597970756029596,-29.240758895874023,-0.6611507534980774,55.0987501560897,36,24.162046432495117,54.61532211303711,-25.1907901763916,1.4396233558654785,58.95332835459034,-25.1907901763916,1.4396233558654785,-29.617412567138672,-0.5314462184906006,-24.21202850341797,-0.10377995669841766,36
13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,-87.32689666748047,5.565974712371826,-29.613119538057358,-0.8385516403327303,0,-37.632978691184114,0.8348961808190729,49.918619651454605,-28.560787200927734,-0.5269381999969482,59.08112397028825,36,19.807476043701172,49.535369873046875,-24.444995880126953,1.2097820043563843,63.03260950920514,-24.444995880126953,1.2097820043563843,-28.841432571411133,-0.6982426047325134,-23.472082138061523,-0.3218463957309723,36
14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,-90.52931213378906,5.903904438018799,-28.61488896122282,-0.970234421213223,0,-37.632978691184114,0.8348961808190729,53.13865764566137,-29.268299102783203,-1.0535115003585815,61.65482425670077,36,23.27330780029297,52.632564544677734,-24.46052360534668,0.6743464469909668,66.27543356627373,-24.46052360534668,0.6743464469909668,-29.005598068237305,-1.004891037940979,-23.52267074584961,-0.7638669013977051,36
